SED_NAME16	Age5yr	Indigenous	Sex	persons
Ringwood (Eastern Metropolitan)	55-59	1	M	6
Ringwood (Eastern Metropolitan)	60-64		F	59
Ringwood (Eastern Metropolitan)	60-64		M	61
Ringwood (Eastern Metropolitan)	60-64	0	F	1563
Ringwood (Eastern Metropolitan)	60-64	0	M	1367
Ringwood (Eastern Metropolitan)	60-64	1	F	7
Ringwood (Eastern Metropolitan)	60-64	1	M	5
Ringwood (Eastern Metropolitan)	65+		F	292
Ringwood (Eastern Metropolitan)	65+		M	215
Ringwood (Eastern Metropolitan)	65+	0	F	5220
Ringwood (Eastern Metropolitan)	65+	0	M	4034
Ringwood (Eastern Metropolitan)	65+	1	F	14
Ringwood (Eastern Metropolitan)	65+	1	M	7
Ripon (Western Victoria)	0-4		F	95
Ripon (Western Victoria)	0-4		M	93
Ripon (Western Victoria)	0-4	0	F	1383
Ripon (Western Victoria)	0-4	0	M	1512
Ripon (Western Victoria)	0-4	1	F	48
Ripon (Western Victoria)	0-4	1	M	45
Ripon (Western Victoria)	5-9		F	96
Ripon (Western Victoria)	5-9		M	120
Ripon (Western Victoria)	5-9	0	F	1537
Ripon (Western Victoria)	5-9	0	M	1653
Ripon (Western Victoria)	5-9	1	F	50
Ripon (Western Victoria)	5-9	1	M	67
Ripon (Western Victoria)	10-14		F	111
Ripon (Western Victoria)	10-14		M	128
Ripon (Western Victoria)	10-14	0	F	1627
Ripon (Western Victoria)	10-14	0	M	1662
Ripon (Western Victoria)	10-14	1	F	58
Ripon (Western Victoria)	10-14	1	M	37
Ripon (Western Victoria)	15-19		F	111
Ripon (Western Victoria)	15-19		M	107
Ripon (Western Victoria)	15-19	0	F	1485
Ripon (Western Victoria)	15-19	0	M	1594
Ripon (Western Victoria)	15-19	1	F	40
Ripon (Western Victoria)	15-19	1	M	33
Ripon (Western Victoria)	20-24		F	98
Ripon (Western Victoria)	20-24		M	92
Ripon (Western Victoria)	20-24	0	F	1196
Ripon (Western Victoria)	20-24	0	M	1335
Ripon (Western Victoria)	20-24	1	F	28
Ripon (Western Victoria)	20-24	1	M	32
Ripon (Western Victoria)	25-29		F	88
Ripon (Western Victoria)	25-29		M	91
Ripon (Western Victoria)	25-29	0	F	1294
Ripon (Western Victoria)	25-29	0	M	1391
Ripon (Western Victoria)	25-29	1	F	38
Ripon (Western Victoria)	25-29	1	M	26
Ripon (Western Victoria)	30-34		F	105
Ripon (Western Victoria)	30-34		M	93
Ripon (Western Victoria)	30-34	0	F	1328
Ripon (Western Victoria)	30-34	0	M	1314
Ripon (Western Victoria)	30-34	1	F	22
Ripon (Western Victoria)	30-34	1	M	29
Ripon (Western Victoria)	35-39		F	102
Ripon (Western Victoria)	35-39		M	100
Ripon (Western Victoria)	35-39	0	F	1399
Ripon (Western Victoria)	35-39	0	M	1498
Ripon (Western Victoria)	35-39	1	F	16
Ripon (Western Victoria)	35-39	1	M	25
Ripon (Western Victoria)	40-44		F	124
Ripon (Western Victoria)	40-44		M	110
Ripon (Western Victoria)	40-44	0	F	1630
Ripon (Western Victoria)	40-44	0	M	1724
Ripon (Western Victoria)	40-44	1	F	27
Ripon (Western Victoria)	40-44	1	M	33
Ripon (Western Victoria)	45-49		F	114
Ripon (Western Victoria)	45-49		M	152
Ripon (Western Victoria)	45-49	0	F	1857
Ripon (Western Victoria)	45-49	0	M	1913
Ripon (Western Victoria)	45-49	1	F	36
Ripon (Western Victoria)	45-49	1	M	26
Ripon (Western Victoria)	50-54		F	170
Ripon (Western Victoria)	50-54		M	153
Ripon (Western Victoria)	50-54	0	F	2124
Ripon (Western Victoria)	50-54	0	M	2044
Ripon (Western Victoria)	50-54	1	F	26
Ripon (Western Victoria)	50-54	1	M	29
Ripon (Western Victoria)	55-59		F	167
Ripon (Western Victoria)	55-59		M	195
Ripon (Western Victoria)	55-59	0	F	2136
Ripon (Western Victoria)	55-59	0	M	2291
Ripon (Western Victoria)	55-59	1	F	20
Ripon (Western Victoria)	55-59	1	M	32
Ripon (Western Victoria)	60-64		F	166
Ripon (Western Victoria)	60-64		M	166
Ripon (Western Victoria)	60-64	0	F	2268
Ripon (Western Victoria)	60-64	0	M	2352
Ripon (Western Victoria)	60-64	1	F	16
Ripon (Western Victoria)	60-64	1	M	18
Ripon (Western Victoria)	65+		F	669
Ripon (Western Victoria)	65+		M	620
Ripon (Western Victoria)	65+	0	F	6910
Ripon (Western Victoria)	65+	0	M	6707
Ripon (Western Victoria)	65+	1	F	37
Ripon (Western Victoria)	65+	1	M	48
Rowville (South-Eastern Metropolitan)	0-4		F	47
Rowville (South-Eastern Metropolitan)	0-4		M	48
Rowville (South-Eastern Metropolitan)	0-4	0	F	1406
Rowville (South-Eastern Metropolitan)	0-4	0	M	1483
Rowville (South-Eastern Metropolitan)	0-4	1	F	13
Rowville (South-Eastern Metropolitan)	0-4	1	M	6
Rowville (South-Eastern Metropolitan)	5-9		F	31
Rowville (South-Eastern Metropolitan)	5-9		M	61
Rowville (South-Eastern Metropolitan)	5-9	0	F	1570
Rowville (South-Eastern Metropolitan)	5-9	0	M	1796
Rowville (South-Eastern Metropolitan)	5-9	1	F	10
Rowville (South-Eastern Metropolitan)	5-9	1	M	9
Rowville (South-Eastern Metropolitan)	10-14		F	44
Rowville (South-Eastern Metropolitan)	10-14		M	45
Rowville (South-Eastern Metropolitan)	10-14	0	F	1803
Rowville (South-Eastern Metropolitan)	10-14	0	M	1861
Rowville (South-Eastern Metropolitan)	10-14	1	F	13
Rowville (South-Eastern Metropolitan)	10-14	1	M	17
Rowville (South-Eastern Metropolitan)	15-19		F	60
Rowville (South-Eastern Metropolitan)	15-19		M	69
Rowville (South-Eastern Metropolitan)	15-19	0	F	2011
Rowville (South-Eastern Metropolitan)	15-19	0	M	2153
Rowville (South-Eastern Metropolitan)	15-19	1	F	18
Rowville (South-Eastern Metropolitan)	15-19	1	M	13
Rowville (South-Eastern Metropolitan)	20-24		F	45
Rowville (South-Eastern Metropolitan)	20-24		M	72
Rowville (South-Eastern Metropolitan)	20-24	0	F	1940
Rowville (South-Eastern Metropolitan)	20-24	0	M	2040
Rowville (South-Eastern Metropolitan)	20-24	1	F	14
Rowville (South-Eastern Metropolitan)	20-24	1	M	6
Rowville (South-Eastern Metropolitan)	25-29		F	56
Rowville (South-Eastern Metropolitan)	25-29		M	53
Rowville (South-Eastern Metropolitan)	25-29	0	F	1485
Rowville (South-Eastern Metropolitan)	25-29	0	M	1495
Rowville (South-Eastern Metropolitan)	25-29	1	F	3
Rowville (South-Eastern Metropolitan)	25-29	1	M	7
Rowville (South-Eastern Metropolitan)	30-34		F	52
Rowville (South-Eastern Metropolitan)	30-34		M	55
Rowville (South-Eastern Metropolitan)	30-34	0	F	1600
Rowville (South-Eastern Metropolitan)	30-34	0	M	1445
Rowville (South-Eastern Metropolitan)	30-34	1	M	7
Rowville (South-Eastern Metropolitan)	35-39		F	57
Rowville (South-Eastern Metropolitan)	35-39		M	49
Rowville (South-Eastern Metropolitan)	35-39	0	F	1705
Rowville (South-Eastern Metropolitan)	35-39	0	M	1584
Rowville (South-Eastern Metropolitan)	35-39	1	F	9
Rowville (South-Eastern Metropolitan)	35-39	1	M	6
Rowville (South-Eastern Metropolitan)	40-44		F	57
Rowville (South-Eastern Metropolitan)	40-44		M	65
Rowville (South-Eastern Metropolitan)	40-44	0	F	2072
Rowville (South-Eastern Metropolitan)	40-44	0	M	1833
Rowville (South-Eastern Metropolitan)	40-44	1	F	7
Rowville (South-Eastern Metropolitan)	40-44	1	M	9
Rowville (South-Eastern Metropolitan)	45-49		F	81
Rowville (South-Eastern Metropolitan)	45-49		M	70
Rowville (South-Eastern Metropolitan)	45-49	0	F	2339
Rowville (South-Eastern Metropolitan)	45-49	0	M	1971
Rowville (South-Eastern Metropolitan)	45-49	1	F	10
Rowville (South-Eastern Metropolitan)	45-49	1	M	4
Rowville (South-Eastern Metropolitan)	50-54		F	85
Rowville (South-Eastern Metropolitan)	50-54		M	90
Rowville (South-Eastern Metropolitan)	50-54	0	F	2337
Rowville (South-Eastern Metropolitan)	50-54	0	M	2180
Rowville (South-Eastern Metropolitan)	50-54	1	F	3
Rowville (South-Eastern Metropolitan)	50-54	1	M	3
Rowville (South-Eastern Metropolitan)	55-59		F	49
Rowville (South-Eastern Metropolitan)	55-59		M	76
Rowville (South-Eastern Metropolitan)	55-59	0	F	1885
Rowville (South-Eastern Metropolitan)	55-59	0	M	1988
Rowville (South-Eastern Metropolitan)	55-59	1	F	3
Rowville (South-Eastern Metropolitan)	55-59	1	M	4
Rowville (South-Eastern Metropolitan)	60-64		F	58
Rowville (South-Eastern Metropolitan)	60-64		M	56
Rowville (South-Eastern Metropolitan)	60-64	0	F	1505
Rowville (South-Eastern Metropolitan)	60-64	0	M	1476
Rowville (South-Eastern Metropolitan)	60-64	1	M	3
Rowville (South-Eastern Metropolitan)	65+		F	146
Rowville (South-Eastern Metropolitan)	65+		M	122
Rowville (South-Eastern Metropolitan)	65+	0	F	3295
Rowville (South-Eastern Metropolitan)	65+	0	M	2961
Rowville (South-Eastern Metropolitan)	65+	1	F	5
Rowville (South-Eastern Metropolitan)	65+	1	M	5
Sandringham (Southern Metropolitan)	0-4		F	70
Sandringham (Southern Metropolitan)	0-4		M	63
Sandringham (Southern Metropolitan)	0-4	0	F	1521
Sandringham (Southern Metropolitan)	0-4	0	M	1438
Sandringham (Southern Metropolitan)	0-4	1	F	3
Sandringham (Southern Metropolitan)	0-4	1	M	5
Sandringham (Southern Metropolitan)	5-9		F	95
Sandringham (Southern Metropolitan)	5-9		M	68
Sandringham (Southern Metropolitan)	5-9	0	F	1739
Sandringham (Southern Metropolitan)	5-9	0	M	1760
Sandringham (Southern Metropolitan)	5-9	1	F	3
Sandringham (Southern Metropolitan)	5-9	1	M	5
Sandringham (Southern Metropolitan)	10-14		F	88
Sandringham (Southern Metropolitan)	10-14		M	69
Sandringham (Southern Metropolitan)	10-14	0	F	1813
Sandringham (Southern Metropolitan)	10-14	0	M	1797
Sandringham (Southern Metropolitan)	10-14	1	F	4
Sandringham (Southern Metropolitan)	10-14	1	M	5
Sandringham (Southern Metropolitan)	15-19		F	67
Sandringham (Southern Metropolitan)	15-19		M	65
Sandringham (Southern Metropolitan)	15-19	0	F	1599
Sandringham (Southern Metropolitan)	15-19	0	M	1677
Sandringham (Southern Metropolitan)	15-19	1	F	5
Sandringham (Southern Metropolitan)	15-19	1	M	3
Sandringham (Southern Metropolitan)	20-24		F	65
Sandringham (Southern Metropolitan)	20-24		M	76
Sandringham (Southern Metropolitan)	20-24	0	F	1405
Sandringham (Southern Metropolitan)	20-24	0	M	1459
Sandringham (Southern Metropolitan)	20-24	1	F	7
Sandringham (Southern Metropolitan)	20-24	1	M	12
Sandringham (Southern Metropolitan)	25-29		F	83
Sandringham (Southern Metropolitan)	25-29		M	85
Sandringham (Southern Metropolitan)	25-29	0	F	1342
Sandringham (Southern Metropolitan)	25-29	0	M	1219
Sandringham (Southern Metropolitan)	25-29	1	F	4
Sandringham (Southern Metropolitan)	25-29	1	M	9
Sandringham (Southern Metropolitan)	30-34		F	82
Sandringham (Southern Metropolitan)	30-34		M	85
Sandringham (Southern Metropolitan)	30-34	0	F	1533
Sandringham (Southern Metropolitan)	30-34	0	M	1359
Sandringham (Southern Metropolitan)	30-34	1	M	5
Sandringham (Southern Metropolitan)	35-39		F	80
Sandringham (Southern Metropolitan)	35-39		M	83
Sandringham (Southern Metropolitan)	35-39	0	F	1795
Sandringham (Southern Metropolitan)	35-39	0	M	1527
Sandringham (Southern Metropolitan)	35-39	1	F	8
Sandringham (Southern Metropolitan)	35-39	1	M	3
Sandringham (Southern Metropolitan)	40-44		F	114
Sandringham (Southern Metropolitan)	40-44		M	104
Sandringham (Southern Metropolitan)	40-44	0	F	2263
Sandringham (Southern Metropolitan)	40-44	0	M	1986
Sandringham (Southern Metropolitan)	40-44	1	F	3
Sandringham (Southern Metropolitan)	40-44	1	M	3
Sandringham (Southern Metropolitan)	45-49		F	109
Sandringham (Southern Metropolitan)	45-49		M	117
Sandringham (Southern Metropolitan)	45-49	0	F	2424
Sandringham (Southern Metropolitan)	45-49	0	M	2223
Sandringham (Southern Metropolitan)	45-49	1	F	4
Sandringham (Southern Metropolitan)	45-49	1	M	4
Sandringham (Southern Metropolitan)	50-54		F	106
Sandringham (Southern Metropolitan)	50-54		M	107
Sandringham (Southern Metropolitan)	50-54	0	F	2137
Sandringham (Southern Metropolitan)	50-54	0	M	1976
Sandringham (Southern Metropolitan)	50-54	1	F	14
Sandringham (Southern Metropolitan)	50-54	1	M	3
Sandringham (Southern Metropolitan)	55-59		F	98
Sandringham (Southern Metropolitan)	55-59		M	103
Sandringham (Southern Metropolitan)	55-59	0	F	1981
Sandringham (Southern Metropolitan)	55-59	0	M	1799
Sandringham (Southern Metropolitan)	55-59	1	M	5
Sandringham (Southern Metropolitan)	60-64		F	91
Sandringham (Southern Metropolitan)	60-64		M	108
Sandringham (Southern Metropolitan)	60-64	0	F	1713
Sandringham (Southern Metropolitan)	60-64	0	M	1592
Sandringham (Southern Metropolitan)	60-64	1	F	4
Sandringham (Southern Metropolitan)	60-64	1	M	5
Sandringham (Southern Metropolitan)	65+		F	413
Sandringham (Southern Metropolitan)	65+		M	322
Sandringham (Southern Metropolitan)	65+	0	F	5815
Sandringham (Southern Metropolitan)	65+	0	M	4557
Sandringham (Southern Metropolitan)	65+	1	F	6
Sandringham (Southern Metropolitan)	65+	1	M	3
Shepparton (Northern Victoria)	0-4		F	156
Shepparton (Northern Victoria)	0-4		M	170
Shepparton (Northern Victoria)	0-4	0	F	1934
Shepparton (Northern Victoria)	0-4	0	M	1993
Shepparton (Northern Victoria)	0-4	1	F	126
Shepparton (Northern Victoria)	0-4	1	M	137
Shepparton (Northern Victoria)	5-9		F	153
Shepparton (Northern Victoria)	5-9		M	135
Shepparton (Northern Victoria)	5-9	0	F	1955
Shepparton (Northern Victoria)	5-9	0	M	2157
Shepparton (Northern Victoria)	5-9	1	F	145
Shepparton (Northern Victoria)	5-9	1	M	163
Shepparton (Northern Victoria)	10-14		F	115
Shepparton (Northern Victoria)	10-14		M	161
Shepparton (Northern Victoria)	10-14	0	F	1870
Shepparton (Northern Victoria)	10-14	0	M	2036
Shepparton (Northern Victoria)	10-14	1	F	128
Shepparton (Northern Victoria)	10-14	1	M	133
Shepparton (Northern Victoria)	15-19		F	143
Shepparton (Northern Victoria)	15-19		M	146
Shepparton (Northern Victoria)	15-19	0	F	1968
Shepparton (Northern Victoria)	15-19	0	M	2168
Shepparton (Northern Victoria)	15-19	1	F	114
Shepparton (Northern Victoria)	15-19	1	M	136
Shepparton (Northern Victoria)	20-24		F	132
Shepparton (Northern Victoria)	20-24		M	127
Shepparton (Northern Victoria)	20-24	0	F	1691
Shepparton (Northern Victoria)	20-24	0	M	1748
Shepparton (Northern Victoria)	20-24	1	F	84
Shepparton (Northern Victoria)	20-24	1	M	101
Shepparton (Northern Victoria)	25-29		F	166
Shepparton (Northern Victoria)	25-29		M	151
Shepparton (Northern Victoria)	25-29	0	F	1906
Shepparton (Northern Victoria)	25-29	0	M	1822
Shepparton (Northern Victoria)	25-29	1	F	76
Shepparton (Northern Victoria)	25-29	1	M	74
Shepparton (Northern Victoria)	30-34		F	152
Shepparton (Northern Victoria)	30-34		M	153
Shepparton (Northern Victoria)	30-34	0	F	1914
Shepparton (Northern Victoria)	30-34	0	M	1820
Shepparton (Northern Victoria)	30-34	1	F	65
Shepparton (Northern Victoria)	30-34	1	M	47
Shepparton (Northern Victoria)	35-39		F	141
Shepparton (Northern Victoria)	35-39		M	125
Shepparton (Northern Victoria)	35-39	0	F	1810
Shepparton (Northern Victoria)	35-39	0	M	1690
Shepparton (Northern Victoria)	35-39	1	F	71
Shepparton (Northern Victoria)	35-39	1	M	39
Shepparton (Northern Victoria)	40-44		F	141
Shepparton (Northern Victoria)	40-44		M	149
Shepparton (Northern Victoria)	40-44	0	F	1959
Shepparton (Northern Victoria)	40-44	0	M	1885
Shepparton (Northern Victoria)	40-44	1	F	74
Shepparton (Northern Victoria)	40-44	1	M	60
Shepparton (Northern Victoria)	45-49		F	155
Shepparton (Northern Victoria)	45-49		M	169
Shepparton (Northern Victoria)	45-49	0	F	2077
Shepparton (Northern Victoria)	45-49	0	M	2039
Shepparton (Northern Victoria)	45-49	1	F	62
Shepparton (Northern Victoria)	45-49	1	M	60
Shepparton (Northern Victoria)	50-54		F	178
Shepparton (Northern Victoria)	50-54		M	185
Shepparton (Northern Victoria)	50-54	0	F	2147
Shepparton (Northern Victoria)	50-54	0	M	1987
Shepparton (Northern Victoria)	50-54	1	F	57
Shepparton (Northern Victoria)	50-54	1	M	53
Shepparton (Northern Victoria)	55-59		F	158
Shepparton (Northern Victoria)	55-59		M	175
Shepparton (Northern Victoria)	55-59	0	F	2069
Shepparton (Northern Victoria)	55-59	0	M	2039
Shepparton (Northern Victoria)	55-59	1	F	51
Shepparton (Northern Victoria)	55-59	1	M	40
Shepparton (Northern Victoria)	60-64		F	178
Shepparton (Northern Victoria)	60-64		M	152
Shepparton (Northern Victoria)	60-64	0	F	1923
Shepparton (Northern Victoria)	60-64	0	M	1817
Shepparton (Northern Victoria)	60-64	1	F	54
Shepparton (Northern Victoria)	60-64	1	M	33
Shepparton (Northern Victoria)	65+		F	679
Shepparton (Northern Victoria)	65+		M	553
Shepparton (Northern Victoria)	65+	0	F	5944
Shepparton (Northern Victoria)	65+	0	M	5287
Shepparton (Northern Victoria)	65+	1	F	64
Shepparton (Northern Victoria)	65+	1	M	71
South Barwon (Western Victoria)	0-4		F	100
South Barwon (Western Victoria)	0-4		M	115
South Barwon (Western Victoria)	0-4	0	F	2115
South Barwon (Western Victoria)	0-4	0	M	2390
South Barwon (Western Victoria)	0-4	1	F	32
South Barwon (Western Victoria)	0-4	1	M	38
South Barwon (Western Victoria)	5-9		F	97
South Barwon (Western Victoria)	5-9		M	91
South Barwon (Western Victoria)	5-9	0	F	2169
South Barwon (Western Victoria)	5-9	0	M	2338
South Barwon (Western Victoria)	5-9	1	F	36
South Barwon (Western Victoria)	5-9	1	M	34
South Barwon (Western Victoria)	10-14		F	91
South Barwon (Western Victoria)	10-14		M	98
South Barwon (Western Victoria)	10-14	0	F	2076
South Barwon (Western Victoria)	10-14	0	M	2167
South Barwon (Western Victoria)	10-14	1	F	34
South Barwon (Western Victoria)	10-14	1	M	25
South Barwon (Western Victoria)	15-19		F	97
South Barwon (Western Victoria)	15-19		M	102
South Barwon (Western Victoria)	15-19	0	F	2145
South Barwon (Western Victoria)	15-19	0	M	2115
South Barwon (Western Victoria)	15-19	1	F	19
South Barwon (Western Victoria)	15-19	1	M	42
South Barwon (Western Victoria)	20-24		F	104
South Barwon (Western Victoria)	20-24		M	141
South Barwon (Western Victoria)	20-24	0	F	2184
South Barwon (Western Victoria)	20-24	0	M	2451
South Barwon (Western Victoria)	20-24	1	F	14
South Barwon (Western Victoria)	20-24	1	M	23
South Barwon (Western Victoria)	25-29		F	103
South Barwon (Western Victoria)	25-29		M	109
South Barwon (Western Victoria)	25-29	0	F	1983
South Barwon (Western Victoria)	25-29	0	M	1944
South Barwon (Western Victoria)	25-29	1	F	10
South Barwon (Western Victoria)	25-29	1	M	20
South Barwon (Western Victoria)	30-34		F	97
South Barwon (Western Victoria)	30-34		M	87
South Barwon (Western Victoria)	30-34	0	F	2221
South Barwon (Western Victoria)	30-34	0	M	2034
South Barwon (Western Victoria)	30-34	1	F	17
South Barwon (Western Victoria)	30-34	1	M	14
South Barwon (Western Victoria)	35-39		F	91
South Barwon (Western Victoria)	35-39		M	100
South Barwon (Western Victoria)	35-39	0	F	2266
South Barwon (Western Victoria)	35-39	0	M	2130
South Barwon (Western Victoria)	35-39	1	F	18
South Barwon (Western Victoria)	35-39	1	M	9
South Barwon (Western Victoria)	40-44		F	122
South Barwon (Western Victoria)	40-44		M	119
South Barwon (Western Victoria)	40-44	0	F	2381
South Barwon (Western Victoria)	40-44	0	M	2216
South Barwon (Western Victoria)	40-44	1	F	19
South Barwon (Western Victoria)	40-44	1	M	17
South Barwon (Western Victoria)	45-49		F	104
South Barwon (Western Victoria)	45-49		M	119
South Barwon (Western Victoria)	45-49	0	F	2310
South Barwon (Western Victoria)	45-49	0	M	2086
South Barwon (Western Victoria)	45-49	1	F	20
South Barwon (Western Victoria)	45-49	1	M	15
South Barwon (Western Victoria)	50-54		F	96
South Barwon (Western Victoria)	50-54		M	95
South Barwon (Western Victoria)	50-54	0	F	2043
South Barwon (Western Victoria)	50-54	0	M	1906
South Barwon (Western Victoria)	50-54	1	F	7
South Barwon (Western Victoria)	50-54	1	M	9
South Barwon (Western Victoria)	55-59		F	87
South Barwon (Western Victoria)	55-59		M	95
South Barwon (Western Victoria)	55-59	0	F	2051
South Barwon (Western Victoria)	55-59	0	M	1820
South Barwon (Western Victoria)	55-59	1	F	4
South Barwon (Western Victoria)	55-59	1	M	4
South Barwon (Western Victoria)	60-64		F	89
South Barwon (Western Victoria)	60-64		M	78
South Barwon (Western Victoria)	60-64	0	F	1850
South Barwon (Western Victoria)	60-64	0	M	1704
South Barwon (Western Victoria)	60-64	1	F	9
South Barwon (Western Victoria)	60-64	1	M	9
South Barwon (Western Victoria)	65+		F	365
South Barwon (Western Victoria)	65+		M	291
South Barwon (Western Victoria)	65+	0	F	5799
South Barwon (Western Victoria)	65+	0	M	4714
South Barwon (Western Victoria)	65+	1	F	9
South Barwon (Western Victoria)	65+	1	M	4
South-West Coast (Western Victoria)	0-4		F	113
South-West Coast (Western Victoria)	0-4		M	124
South-West Coast (Western Victoria)	0-4	0	F	1563
South-West Coast (Western Victoria)	0-4	0	M	1605
South-West Coast (Western Victoria)	0-4	1	F	75
South-West Coast (Western Victoria)	0-4	1	M	85
South-West Coast (Western Victoria)	5-9		F	111
South-West Coast (Western Victoria)	5-9		M	132
South-West Coast (Western Victoria)	5-9	0	F	1726
South-West Coast (Western Victoria)	5-9	0	M	1829
South-West Coast (Western Victoria)	5-9	1	F	57
South-West Coast (Western Victoria)	5-9	1	M	75
South-West Coast (Western Victoria)	10-14		F	116
South-West Coast (Western Victoria)	10-14		M	154
South-West Coast (Western Victoria)	10-14	0	F	1753
South-West Coast (Western Victoria)	10-14	0	M	1772
South-West Coast (Western Victoria)	10-14	1	F	70
South-West Coast (Western Victoria)	10-14	1	M	75
South-West Coast (Western Victoria)	15-19		F	139
South-West Coast (Western Victoria)	15-19		M	143
South-West Coast (Western Victoria)	15-19	0	F	1780
South-West Coast (Western Victoria)	15-19	0	M	1854
South-West Coast (Western Victoria)	15-19	1	F	60
South-West Coast (Western Victoria)	15-19	1	M	53
South-West Coast (Western Victoria)	20-24		F	124
South-West Coast (Western Victoria)	20-24		M	153
South-West Coast (Western Victoria)	20-24	0	F	1528
South-West Coast (Western Victoria)	20-24	0	M	1637
South-West Coast (Western Victoria)	20-24	1	F	42
South-West Coast (Western Victoria)	20-24	1	M	61
South-West Coast (Western Victoria)	25-29		F	116
South-West Coast (Western Victoria)	25-29		M	113
South-West Coast (Western Victoria)	25-29	0	F	1537
South-West Coast (Western Victoria)	25-29	0	M	1503
South-West Coast (Western Victoria)	25-29	1	F	35
South-West Coast (Western Victoria)	25-29	1	M	43
South-West Coast (Western Victoria)	30-34		F	105
South-West Coast (Western Victoria)	30-34		M	101
South-West Coast (Western Victoria)	30-34	0	F	1606
South-West Coast (Western Victoria)	30-34	0	M	1448
South-West Coast (Western Victoria)	30-34	1	F	38
South-West Coast (Western Victoria)	30-34	1	M	27
South-West Coast (Western Victoria)	35-39		F	113
South-West Coast (Western Victoria)	35-39		M	97
South-West Coast (Western Victoria)	35-39	0	F	1660
South-West Coast (Western Victoria)	35-39	0	M	1526
South-West Coast (Western Victoria)	35-39	1	F	25
South-West Coast (Western Victoria)	35-39	1	M	27
South-West Coast (Western Victoria)	40-44		F	139
South-West Coast (Western Victoria)	40-44		M	142
South-West Coast (Western Victoria)	40-44	0	F	1866
South-West Coast (Western Victoria)	40-44	0	M	1741
South-West Coast (Western Victoria)	40-44	1	F	30
South-West Coast (Western Victoria)	40-44	1	M	30
South-West Coast (Western Victoria)	45-49		F	160
South-West Coast (Western Victoria)	45-49		M	165
South-West Coast (Western Victoria)	45-49	0	F	2062
South-West Coast (Western Victoria)	45-49	0	M	1856
South-West Coast (Western Victoria)	45-49	1	F	25
South-West Coast (Western Victoria)	45-49	1	M	24
South-West Coast (Western Victoria)	50-54		F	135
South-West Coast (Western Victoria)	50-54		M	141
South-West Coast (Western Victoria)	50-54	0	F	2157
South-West Coast (Western Victoria)	50-54	0	M	1996
South-West Coast (Western Victoria)	50-54	1	F	34
South-West Coast (Western Victoria)	50-54	1	M	29
South-West Coast (Western Victoria)	55-59		F	167
South-West Coast (Western Victoria)	55-59		M	143
South-West Coast (Western Victoria)	55-59	0	F	2167
South-West Coast (Western Victoria)	55-59	0	M	1961
South-West Coast (Western Victoria)	55-59	1	F	23
South-West Coast (Western Victoria)	55-59	1	M	23
South-West Coast (Western Victoria)	60-64		F	163
South-West Coast (Western Victoria)	60-64		M	165
South-West Coast (Western Victoria)	60-64	0	F	1982
South-West Coast (Western Victoria)	60-64	0	M	1967
South-West Coast (Western Victoria)	60-64	1	F	16
South-West Coast (Western Victoria)	60-64	1	M	11
South-West Coast (Western Victoria)	65+		F	591
South-West Coast (Western Victoria)	65+		M	498
South-West Coast (Western Victoria)	65+	0	F	5853
South-West Coast (Western Victoria)	65+	0	M	5060
South-West Coast (Western Victoria)	65+	1	F	28
South-West Coast (Western Victoria)	65+	1	M	24
St Albans (Western Metropolitan)	0-4		F	183
St Albans (Western Metropolitan)	0-4		M	200
St Albans (Western Metropolitan)	0-4	0	F	2179
St Albans (Western Metropolitan)	0-4	0	M	2291
St Albans (Western Metropolitan)	0-4	1	F	20
St Albans (Western Metropolitan)	0-4	1	M	24
St Albans (Western Metropolitan)	5-9		F	132
St Albans (Western Metropolitan)	5-9		M	139
St Albans (Western Metropolitan)	5-9	0	F	1848
St Albans (Western Metropolitan)	5-9	0	M	1897
St Albans (Western Metropolitan)	5-9	1	F	20
St Albans (Western Metropolitan)	5-9	1	M	9
St Albans (Western Metropolitan)	10-14		F	129
St Albans (Western Metropolitan)	10-14		M	118
St Albans (Western Metropolitan)	10-14	0	F	1724
St Albans (Western Metropolitan)	10-14	0	M	1826
St Albans (Western Metropolitan)	10-14	1	F	8
St Albans (Western Metropolitan)	10-14	1	M	13
St Albans (Western Metropolitan)	15-19		F	139
St Albans (Western Metropolitan)	15-19		M	143
St Albans (Western Metropolitan)	15-19	0	F	2010
St Albans (Western Metropolitan)	15-19	0	M	2110
St Albans (Western Metropolitan)	15-19	1	F	18
St Albans (Western Metropolitan)	15-19	1	M	9
St Albans (Western Metropolitan)	20-24		F	159
St Albans (Western Metropolitan)	20-24		M	237
St Albans (Western Metropolitan)	20-24	0	F	2645
St Albans (Western Metropolitan)	20-24	0	M	3233
St Albans (Western Metropolitan)	20-24	1	F	11
St Albans (Western Metropolitan)	20-24	1	M	24
St Albans (Western Metropolitan)	25-29		F	208
St Albans (Western Metropolitan)	25-29		M	246
St Albans (Western Metropolitan)	25-29	0	F	3011
St Albans (Western Metropolitan)	25-29	0	M	3360
St Albans (Western Metropolitan)	25-29	1	F	15
St Albans (Western Metropolitan)	25-29	1	M	17
St Albans (Western Metropolitan)	30-34		F	188
St Albans (Western Metropolitan)	30-34		M	247
St Albans (Western Metropolitan)	30-34	0	F	2778
St Albans (Western Metropolitan)	30-34	0	M	3177
St Albans (Western Metropolitan)	30-34	1	F	10
St Albans (Western Metropolitan)	30-34	1	M	6
St Albans (Western Metropolitan)	35-39		F	146
St Albans (Western Metropolitan)	35-39		M	164
