SED_NAME16	MotorVehicles.min	occupied_private_dwellings
Hillarys (North Metropolitan)		225
Hillarys (North Metropolitan)	0	282
Hillarys (North Metropolitan)	1	2779
Hillarys (North Metropolitan)	2	5415
Hillarys (North Metropolitan)	3	2040
Hillarys (North Metropolitan)	4	1163
Jandakot (South Metropolitan)		240
Jandakot (South Metropolitan)	0	310
Jandakot (South Metropolitan)	1	3283
Jandakot (South Metropolitan)	2	6099
Jandakot (South Metropolitan)	3	2256
Jandakot (South Metropolitan)	4	1263
Joondalup (North Metropolitan)		310
Joondalup (North Metropolitan)	0	480
Joondalup (North Metropolitan)	1	4136
Joondalup (North Metropolitan)	2	5449
Joondalup (North Metropolitan)	3	1972
Joondalup (North Metropolitan)	4	995
Kalamunda (East Metropolitan)		302
Kalamunda (East Metropolitan)	0	402
Kalamunda (East Metropolitan)	1	3197
Kalamunda (East Metropolitan)	2	4857
Kalamunda (East Metropolitan)	3	2176
Kalamunda (East Metropolitan)	4	1620
Kalgoorlie (Mining and Pastoral)		84
Kalgoorlie (Mining and Pastoral)	0	258
Kalgoorlie (Mining and Pastoral)	1	342
Kalgoorlie (Mining and Pastoral)	2	173
Kalgoorlie (Mining and Pastoral)	3	48
Kalgoorlie (Mining and Pastoral)	4	29
Kimberley (Mining and Pastoral)		611
Kimberley (Mining and Pastoral)	0	1671
Kimberley (Mining and Pastoral)	1	3179
Kimberley (Mining and Pastoral)	2	2964
Kimberley (Mining and Pastoral)	3	1042
Kimberley (Mining and Pastoral)	4	564
Kingsley (North Metropolitan)		224
Kingsley (North Metropolitan)	0	345
Kingsley (North Metropolitan)	1	3202
Kingsley (North Metropolitan)	2	5244
Kingsley (North Metropolitan)	3	1969
Kingsley (North Metropolitan)	4	1039
Kwinana (South Metropolitan)		604
Kwinana (South Metropolitan)	0	860
Kwinana (South Metropolitan)	1	6836
Kwinana (South Metropolitan)	2	8715
Kwinana (South Metropolitan)	3	2927
Kwinana (South Metropolitan)	4	1489
Mandurah (South West)		585
Mandurah (South West)	0	952
Mandurah (South West)	1	6239
Mandurah (South West)	2	5413
Mandurah (South West)	3	1847
Mandurah (South West)	4	991
Maylands (East Metropolitan)		470
Maylands (East Metropolitan)	0	1355
Maylands (East Metropolitan)	1	6672
Maylands (East Metropolitan)	2	5867
Maylands (East Metropolitan)	3	1524
Maylands (East Metropolitan)	4	637
Midland (East Metropolitan)		467
Midland (East Metropolitan)	0	960
Midland (East Metropolitan)	1	4942
Midland (East Metropolitan)	2	5303
Midland (East Metropolitan)	3	1990
Midland (East Metropolitan)	4	1194
Mirrabooka (East Metropolitan)		600
Mirrabooka (East Metropolitan)	0	985
Mirrabooka (East Metropolitan)	1	5059
Mirrabooka (East Metropolitan)	2	5456
Mirrabooka (East Metropolitan)	3	2094
Mirrabooka (East Metropolitan)	4	1159
Moore (Agricultural)		574
Moore (Agricultural)	0	353
Moore (Agricultural)	1	3269
Moore (Agricultural)	2	4725
Moore (Agricultural)	3	2335
Moore (Agricultural)	4	1901
Morley (East Metropolitan)		415
Morley (East Metropolitan)	0	757
Morley (East Metropolitan)	1	4958
Morley (East Metropolitan)	2	5558
Morley (East Metropolitan)	3	1743
Morley (East Metropolitan)	4	979
Mount Lawley (East Metropolitan)		444
Mount Lawley (East Metropolitan)	0	1123
Mount Lawley (East Metropolitan)	1	6409
Mount Lawley (East Metropolitan)	2	5531
Mount Lawley (East Metropolitan)	3	1505
Mount Lawley (East Metropolitan)	4	697
Murray-Wellington (South West)		461
Murray-Wellington (South West)	0	289
Murray-Wellington (South West)	1	3704
Murray-Wellington (South West)	2	5576
Murray-Wellington (South West)	3	2460
Murray-Wellington (South West)	4	1653
Nedlands (North Metropolitan)		330
Nedlands (North Metropolitan)	0	1157
Nedlands (North Metropolitan)	1	5906
Nedlands (North Metropolitan)	2	5397
Nedlands (North Metropolitan)	3	1412
Nedlands (North Metropolitan)	4	655
North West Central (Mining and Pastoral)		352
North West Central (Mining and Pastoral)	0	393
North West Central (Mining and Pastoral)	1	1983
North West Central (Mining and Pastoral)	2	1917
North West Central (Mining and Pastoral)	3	706
North West Central (Mining and Pastoral)	4	447
Ocean Reef (North Metropolitan)		220
Ocean Reef (North Metropolitan)	0	210
Ocean Reef (North Metropolitan)	1	3029
Ocean Reef (North Metropolitan)	2	6161
Ocean Reef (North Metropolitan)	3	2598
Ocean Reef (North Metropolitan)	4	1496
Perth (North Metropolitan)		640
Perth (North Metropolitan)	0	2985
Perth (North Metropolitan)	1	10432
Perth (North Metropolitan)	2	5926
Perth (North Metropolitan)	3	1183
Perth (North Metropolitan)	4	471
Pilbara (Mining and Pastoral)		562
Pilbara (Mining and Pastoral)	0	629
Pilbara (Mining and Pastoral)	1	3164
Pilbara (Mining and Pastoral)	2	4769
Pilbara (Mining and Pastoral)	3	1918
Pilbara (Mining and Pastoral)	4	939
Riverton (South Metropolitan)		249
Riverton (South Metropolitan)	0	401
Riverton (South Metropolitan)	1	3677
Riverton (South Metropolitan)	2	5456
Riverton (South Metropolitan)	3	2000
Riverton (South Metropolitan)	4	1042
Rockingham (South Metropolitan)		535
Rockingham (South Metropolitan)	0	1009
Rockingham (South Metropolitan)	1	5589
Rockingham (South Metropolitan)	2	4996
Rockingham (South Metropolitan)	3	1721
Rockingham (South Metropolitan)	4	824
Scarborough (North Metropolitan)		438
Scarborough (North Metropolitan)	0	823
Scarborough (North Metropolitan)	1	5889
Scarborough (North Metropolitan)	2	6749
Scarborough (North Metropolitan)	3	1727
Scarborough (North Metropolitan)	4	669
South Perth (South Metropolitan)		361
South Perth (South Metropolitan)	0	885
South Perth (South Metropolitan)	1	5861
South Perth (South Metropolitan)	2	5774
South Perth (South Metropolitan)	3	1540
South Perth (South Metropolitan)	4	726
Southern River (South Metropolitan)		269
Southern River (South Metropolitan)	0	212
Southern River (South Metropolitan)	1	3516
Southern River (South Metropolitan)	2	7245
Southern River (South Metropolitan)	3	2850
Southern River (South Metropolitan)	4	1608
Swan Hills (East Metropolitan)		347
Swan Hills (East Metropolitan)	0	239
Swan Hills (East Metropolitan)	1	2986
Swan Hills (East Metropolitan)	2	6325
Swan Hills (East Metropolitan)	3	2976
Swan Hills (East Metropolitan)	4	2516
Vasse (South West)		464
Vasse (South West)	0	446
Vasse (South West)	1	4372
Vasse (South West)	2	5668
Vasse (South West)	3	2023
Vasse (South West)	4	988
Victoria Park (South Metropolitan)		682
Victoria Park (South Metropolitan)	0	1723
Victoria Park (South Metropolitan)	1	7315
Victoria Park (South Metropolitan)	2	6058
Victoria Park (South Metropolitan)	3	1681
Victoria Park (South Metropolitan)	4	797
Wagin (Agricultural)		563
Wagin (Agricultural)	0	489
Wagin (Agricultural)	1	3127
Wagin (Agricultural)	2	4072
Wagin (Agricultural)	3	1977
Wagin (Agricultural)	4	1784
Wanneroo (North Metropolitan)		345
Wanneroo (North Metropolitan)	0	386
Wanneroo (North Metropolitan)	1	3953
Wanneroo (North Metropolitan)	2	6739
Wanneroo (North Metropolitan)	3	2497
Wanneroo (North Metropolitan)	4	1525
Warnbro (South Metropolitan)		444
Warnbro (South Metropolitan)	0	398
Warnbro (South Metropolitan)	1	5175
Warnbro (South Metropolitan)	2	8684
Warnbro (South Metropolitan)	3	3024
Warnbro (South Metropolitan)	4	1548
Warren-Blackwood (South West)		483
Warren-Blackwood (South West)	0	484
Warren-Blackwood (South West)	1	4387
Warren-Blackwood (South West)	2	5834
Warren-Blackwood (South West)	3	2289
Warren-Blackwood (South West)	4	1379
West Swan (East Metropolitan)		428
West Swan (East Metropolitan)	0	412
West Swan (East Metropolitan)	1	4801
West Swan (East Metropolitan)	2	8116
West Swan (East Metropolitan)	3	2944
West Swan (East Metropolitan)	4	1612
Willagee (South Metropolitan)		458
Willagee (South Metropolitan)	0	983
Willagee (South Metropolitan)	1	4894
Willagee (South Metropolitan)	2	5228
Willagee (South Metropolitan)	3	1698
Willagee (South Metropolitan)	4	839
Bass (Apsley)		153
Bass (Apsley)	0	147
Bass (Apsley)	1	1154
Bass (Apsley)	2	1441
Bass (Apsley)	3	650
Bass (Apsley)	4	474
Bass (Launceston)		392
Bass (Launceston)	0	1009
Bass (Launceston)	1	4843
Bass (Launceston)	2	4463
Bass (Launceston)	3	1413
Bass (Launceston)	4	727
Bass (Rosevears)		248
Bass (Rosevears)	0	472
Bass (Rosevears)	1	3292
Bass (Rosevears)	2	3443
Bass (Rosevears)	3	1162
Bass (Rosevears)	4	598
Bass (Windermere)		611
Bass (Windermere)	0	1468
Bass (Windermere)	1	4780
Bass (Windermere)	2	4075
Bass (Windermere)	3	1475
Bass (Windermere)	4	792
Braddon (Mersey)		509
Braddon (Mersey)	0	970
Braddon (Mersey)	1	4660
Braddon (Mersey)	2	4361
Braddon (Mersey)	3	1585
Braddon (Mersey)	4	804
Braddon (Montgomery)		496
Braddon (Montgomery)	0	835
Braddon (Montgomery)	1	4496
Braddon (Montgomery)	2	4394
Braddon (Montgomery)	3	1638
Braddon (Montgomery)	4	833
Braddon (Murchison)		535
Braddon (Murchison)	0	838
Braddon (Murchison)	1	4468
Braddon (Murchison)	2	4556
Braddon (Murchison)	3	1630
Braddon (Murchison)	4	784
Braddon (Western Tiers)	1	8
Braddon (Western Tiers)	2	31
Braddon (Western Tiers)	3	23
Braddon (Western Tiers)	4	5
Denison (Derwent)		124
Denison (Derwent)	0	217
Denison (Derwent)	1	1299
Denison (Derwent)	2	1334
Denison (Derwent)	3	451
Denison (Derwent)	4	256
Denison (Elwick)		618
Denison (Elwick)	0	1902
Denison (Elwick)	1	5887
Denison (Elwick)	2	4282
Denison (Elwick)	3	1325
Denison (Elwick)	4	677
Denison (Hobart)		388
Denison (Hobart)	0	1656
Denison (Hobart)	1	6020
Denison (Hobart)	2	4016
Denison (Hobart)	3	1063
Denison (Hobart)	4	424
Denison (Huon)	1	34
Denison (Huon)	2	61
Denison (Huon)	3	25
Denison (Huon)	4	23
Denison (Nelson)		230
Denison (Nelson)	0	522
Denison (Nelson)	1	3099
Denison (Nelson)	2	3033
Denison (Nelson)	3	961
Denison (Nelson)	4	443
Franklin (Derwent)		28
Franklin (Derwent)	0	25
Franklin (Derwent)	1	339
Franklin (Derwent)	2	563
Franklin (Derwent)	3	256
Franklin (Derwent)	4	134
Franklin (Huon)		385
Franklin (Huon)	0	358
Franklin (Huon)	1	3970
Franklin (Huon)	2	5356
Franklin (Huon)	3	1965
Franklin (Huon)	4	1101
Franklin (Nelson)		121
Franklin (Nelson)	0	285
Franklin (Nelson)	1	1790
Franklin (Nelson)	2	1540
Franklin (Nelson)	3	408
Franklin (Nelson)	4	163
Franklin (Pembroke)		430
Franklin (Pembroke)	0	920
Franklin (Pembroke)	1	5117
Franklin (Pembroke)	2	4985
Franklin (Pembroke)	3	1507
Franklin (Pembroke)	4	651
Franklin (Rumney)		209
Franklin (Rumney)	0	327
Franklin (Rumney)	1	2047
Franklin (Rumney)	2	2942
Franklin (Rumney)	3	1174
Franklin (Rumney)	4	720
Lyons (Apsley)		365
Lyons (Apsley)	0	327
Lyons (Apsley)	1	2464
Lyons (Apsley)	2	2892
Lyons (Apsley)	3	1232
Lyons (Apsley)	4	786
Lyons (Derwent)		434
Lyons (Derwent)	0	724
Lyons (Derwent)	1	2844
Lyons (Derwent)	2	2885
Lyons (Derwent)	3	1308
Lyons (Derwent)	4	833
Lyons (Rosevears)		139
Lyons (Rosevears)	0	91
Lyons (Rosevears)	1	1078
Lyons (Rosevears)	2	1444
Lyons (Rosevears)	3	654
Lyons (Rosevears)	4	388
Lyons (Rumney)		232
Lyons (Rumney)	0	198
Lyons (Rumney)	1	2105
Lyons (Rumney)	2	2457
Lyons (Rumney)	3	960
Lyons (Rumney)	4	525
Lyons (Western Tiers)		483
Lyons (Western Tiers)	0	383
Lyons (Western Tiers)	1	3449
Lyons (Western Tiers)	2	4543
Lyons (Western Tiers)	3	2048
Lyons (Western Tiers)	4	1341
Arafura		74
Arafura	0	748
Arafura	1	343
Arafura	2	99
Arafura	3	26
Arafura	4	8
Araluen		144
Araluen	0	259
Araluen	1	1408
Araluen	2	1311
Araluen	3	438
Araluen	4	160
Arnhem		145
Arnhem	0	593
Arnhem	1	511
Arnhem	2	298
Arnhem	3	66
Arnhem	4	24
Barkly		191
Barkly	0	507
Barkly	1	706
Barkly	2	348
Barkly	3	125
Barkly	4	96
Blain		120
Blain	0	125
Blain	1	830
Blain	2	1337
Blain	3	384
Blain	4	143
Braitling		203
Braitling	0	251
Braitling	1	1231
Braitling	2	1207
Braitling	3	448
Braitling	4	188
Brennan		103
Brennan	0	58
Brennan	1	721
Brennan	2	1267
Brennan	3	386
Brennan	4	159
Casuarina		107
Casuarina	0	101
Casuarina	1	747
Casuarina	2	1130
Casuarina	3	377
Casuarina	4	188
Daly		197
Daly	0	389
Daly	1	752
Daly	2	697
Daly	3	301
Daly	4	172
Drysdale		158
Drysdale	0	248
Drysdale	1	947
Drysdale	2	1012
Drysdale	3	327
Drysdale	4	150
Fannie Bay		147
Fannie Bay	0	283
Fannie Bay	1	1253
Fannie Bay	2	1074
Fannie Bay	3	307
Fannie Bay	4	122
Fong Lim		102
Fong Lim	0	118
Fong Lim	1	919
Fong Lim	2	1135
Fong Lim	3	349
Fong Lim	4	166
Goyder (NT)		162
Goyder (NT)	0	63
Goyder (NT)	1	582
Goyder (NT)	2	1045
Goyder (NT)	3	598
Goyder (NT)	4	498
Johnston		124
Johnston	0	134
Johnston	1	759
Johnston	2	923
Johnston	3	377
Johnston	4	156
Karama		122
Karama	0	174
Karama	1	701
Karama	2	858
Karama	3	350
Karama	4	190
Katherine		181
Katherine	0	205
Katherine	1	822
Katherine	2	916
Katherine	3	313
Katherine	4	182
Namatjira		174
Namatjira	0	626
Namatjira	1	714
Namatjira	2	373
Namatjira	3	148
Namatjira	4	150
Nelson		136
Nelson	0	50
Nelson	1	452
Nelson	2	982
Nelson	3	574
Nelson	4	434
Nhulunbuy		122
Nhulunbuy	0	508
Nhulunbuy	1	648
Nhulunbuy	2	416
Nhulunbuy	3	107
Nhulunbuy	4	35
Nightcliff		134
Nightcliff	0	217
Nightcliff	1	1145
Nightcliff	2	1025
Nightcliff	3	285
Nightcliff	4	158
Port Darwin		145
Port Darwin	0	406
Port Darwin	1	1688
Port Darwin	2	1122
Port Darwin	3	219
Port Darwin	4	73
Sanderson		136
Sanderson	0	107
Sanderson	1	806
Sanderson	2	1085
Sanderson	3	344
Sanderson	4	196
Spillett		96
Spillett	0	94
Spillett	1	734
Spillett	2	1312
Spillett	3	400
Spillett	4	189
Stuart (NT)		51
Stuart (NT)	0	588
Stuart (NT)	1	460
Stuart (NT)	2	181
Stuart (NT)	3	46
Stuart (NT)	4	34
Wanguri		110
Wanguri	0	96
Wanguri	1	700
Wanguri	2	1215
Wanguri	3	425
Wanguri	4	236
Brindabella		617
Brindabella	0	796
Brindabella	1	7547
Brindabella	2	10247
Brindabella	3	3626
Brindabella	4	1971
Ginninderra		669
Ginninderra	0	1619
Ginninderra	1	10944
Ginninderra	2	10792
Ginninderra	3	2934
Ginninderra	4	1315
Kurrajong		887
Kurrajong	0	3071
Kurrajong	1	14111
Kurrajong	2	9557
Kurrajong	3	2187
Kurrajong	4	849
Murrumbidgee		703
Murrumbidgee	0	1503
Murrumbidgee	1	10700
Murrumbidgee	2	11456
Murrumbidgee	3	3103
Murrumbidgee	4	1339
Yerrabi		629
Yerrabi	0	848
Yerrabi	1	9727
Yerrabi	2	13653
Yerrabi	3	3703
Yerrabi	4	1552
Unclassified (OT)		69
Unclassified (OT)	0	63
Unclassified (OT)	1	435
Unclassified (OT)	2	516
Unclassified (OT)	3	178
Unclassified (OT)	4	105
