SED_NAME16	MaxSchoolingCompleted	adults
Stafford	Year 8	1413
Stafford	Year 9	1016
Stafford	Year 10	5646
Stafford	Year 11	2016
Stafford	Year 12	25783
Stretton	Did not go to school	641
Stretton	Year 8	1691
Stretton	Year 9	1311
Stretton	Year 10	5571
Stretton	Year 11	2293
Stretton	Year 12	33351
Sunnybank	Did not go to school	763
Sunnybank	Year 8	2430
Sunnybank	Year 9	1479
Sunnybank	Year 10	6078
Sunnybank	Year 11	2207
Sunnybank	Year 12	29888
Surfers Paradise	Did not go to school	208
Surfers Paradise	Year 8	1197
Surfers Paradise	Year 9	1868
Surfers Paradise	Year 10	8720
Surfers Paradise	Year 11	3716
Surfers Paradise	Year 12	28580
Thuringowa	Did not go to school	116
Thuringowa	Year 8	1803
Thuringowa	Year 9	2166
Thuringowa	Year 10	10724
Thuringowa	Year 11	3933
Thuringowa	Year 12	18378
Toowoomba North	Did not go to school	208
Toowoomba North	Year 8	2635
Toowoomba North	Year 9	2172
Toowoomba North	Year 10	10282
Toowoomba North	Year 11	2983
Toowoomba North	Year 12	18752
Toowoomba South	Did not go to school	240
Toowoomba South	Year 8	2646
Toowoomba South	Year 9	1962
Toowoomba South	Year 10	9865
Toowoomba South	Year 11	2801
Toowoomba South	Year 12	19756
Townsville	Did not go to school	150
Townsville	Year 8	1906
Townsville	Year 9	1811
Townsville	Year 10	8612
Townsville	Year 11	3370
Townsville	Year 12	20802
Warrego	Did not go to school	192
Warrego	Year 8	2794
Warrego	Year 9	1890
Warrego	Year 10	8846
Warrego	Year 11	2306
Warrego	Year 12	11728
Waterford	Did not go to school	533
Waterford	Year 8	2897
Waterford	Year 9	3047
Waterford	Year 10	12194
Waterford	Year 11	4463
Waterford	Year 12	22302
Whitsunday	Did not go to school	83
Whitsunday	Year 8	1949
Whitsunday	Year 9	2387
Whitsunday	Year 10	12438
Whitsunday	Year 11	4476
Whitsunday	Year 12	20258
Woodridge	Did not go to school	1229
Woodridge	Year 8	3180
Woodridge	Year 9	2897
Woodridge	Year 10	10203
Woodridge	Year 11	4093
Woodridge	Year 12	20752
Yeerongpilly	Did not go to school	280
Yeerongpilly	Year 8	1429
Yeerongpilly	Year 9	1076
Yeerongpilly	Year 10	5378
Yeerongpilly	Year 11	2066
Yeerongpilly	Year 12	29365
No usual address (Qld)	Did not go to school	70
No usual address (Qld)	Year 8	510
No usual address (Qld)	Year 9	729
No usual address (Qld)	Year 10	2664
No usual address (Qld)	Year 11	867
No usual address (Qld)	Year 12	4206
Migratory - Offshore - Shipping (Qld)	Year 8	17
Migratory - Offshore - Shipping (Qld)	Year 9	11
Migratory - Offshore - Shipping (Qld)	Year 10	39
Migratory - Offshore - Shipping (Qld)	Year 11	15
Migratory - Offshore - Shipping (Qld)	Year 12	50
Adelaide	Did not go to school	222
Adelaide	Year 8	936
Adelaide	Year 9	824
Adelaide	Year 10	2519
Adelaide	Year 11	3303
Adelaide	Year 12	25819
Ashford	Did not go to school	166
Ashford	Year 8	1139
Ashford	Year 9	1032
Ashford	Year 10	3214
Ashford	Year 11	3983
Ashford	Year 12	17925
Bragg	Did not go to school	74
Bragg	Year 8	593
Bragg	Year 9	903
Bragg	Year 10	2417
Bragg	Year 11	3137
Bragg	Year 12	19307
Bright	Did not go to school	131
Bright	Year 8	859
Bright	Year 9	1098
Bright	Year 10	4002
Bright	Year 11	4641
Bright	Year 12	15372
Chaffey	Did not go to school	253
Chaffey	Year 8	2657
Chaffey	Year 9	2277
Chaffey	Year 10	6018
Chaffey	Year 11	5827
Chaffey	Year 12	8985
Cheltenham	Did not go to school	603
Cheltenham	Year 8	2522
Cheltenham	Year 9	1634
Cheltenham	Year 10	4350
Cheltenham	Year 11	4821
Cheltenham	Year 12	15561
Colton	Did not go to school	244
Colton	Year 8	1966
Colton	Year 9	1277
Colton	Year 10	3929
Colton	Year 11	4528
Colton	Year 12	15289
Croydon	Did not go to school	651
Croydon	Year 8	2476
Croydon	Year 9	1350
Croydon	Year 10	3312
Croydon	Year 11	3909
Croydon	Year 12	16341
Davenport	Did not go to school	69
Davenport	Year 8	606
Davenport	Year 9	1064
Davenport	Year 10	3469
Davenport	Year 11	4359
Davenport	Year 12	17334
Dunstan	Did not go to school	258
Dunstan	Year 8	1341
Dunstan	Year 9	833
Dunstan	Year 10	2544
Dunstan	Year 11	3367
Dunstan	Year 12	19899
Elder	Did not go to school	268
Elder	Year 8	1737
Elder	Year 9	1459
Elder	Year 10	4013
Elder	Year 11	4150
Elder	Year 12	16176
Enfield	Did not go to school	1269
Enfield	Year 8	2402
Enfield	Year 9	1525
Enfield	Year 10	3725
Enfield	Year 11	3884
Enfield	Year 12	16921
Finniss	Did not go to school	59
Finniss	Year 8	1427
Finniss	Year 9	1877
Finniss	Year 10	6017
Finniss	Year 11	5768
Finniss	Year 12	10763
Fisher	Did not go to school	47
Fisher	Year 8	862
Fisher	Year 9	1421
Fisher	Year 10	4844
Fisher	Year 11	6002
Fisher	Year 12	13989
Flinders	Did not go to school	59
Flinders	Year 8	1859
Flinders	Year 9	1727
Flinders	Year 10	5291
Flinders	Year 11	5767
Flinders	Year 12	9151
Florey	Did not go to school	158
Florey	Year 8	1380
Florey	Year 9	1479
Florey	Year 10	4565
Florey	Year 11	4892
Florey	Year 12	12591
Frome	Did not go to school	63
Frome	Year 8	2418
Frome	Year 9	2257
Frome	Year 10	5813
Frome	Year 11	6503
Frome	Year 12	9313
Giles	Did not go to school	172
Giles	Year 8	1663
Giles	Year 9	1700
Giles	Year 10	5184
Giles	Year 11	5919
Giles	Year 12	9316
Goyder (SA)	Did not go to school	64
Goyder (SA)	Year 8	2190
Goyder (SA)	Year 9	2461
Goyder (SA)	Year 10	6367
Goyder (SA)	Year 11	6089
Goyder (SA)	Year 12	8208
Hammond	Did not go to school	130
Hammond	Year 8	2188
Hammond	Year 9	2238
Hammond	Year 10	6082
Hammond	Year 11	5626
Hammond	Year 12	9173
Hartley	Did not go to school	397
Hartley	Year 8	2268
Hartley	Year 9	1146
Hartley	Year 10	3288
Hartley	Year 11	3813
Hartley	Year 12	17474
Heysen	Did not go to school	41
Heysen	Year 8	871
Heysen	Year 9	1213
Heysen	Year 10	4101
Heysen	Year 11	4883
Heysen	Year 12	15391
Kaurna	Did not go to school	63
Kaurna	Year 8	972
Kaurna	Year 9	1611
Kaurna	Year 10	5750
Kaurna	Year 11	6137
Kaurna	Year 12	13032
Kavel	Did not go to school	47
Kavel	Year 8	1084
Kavel	Year 9	1559
Kavel	Year 10	4825
Kavel	Year 11	5765
Kavel	Year 12	14135
Lee	Did not go to school	207
Lee	Year 8	1673
Lee	Year 9	1542
Lee	Year 10	4650
Lee	Year 11	5311
Lee	Year 12	13919
Light	Did not go to school	87
Light	Year 8	1460
Light	Year 9	1939
Light	Year 10	5875
Light	Year 11	6578
Light	Year 12	12196
Little Para	Did not go to school	593
Little Para	Year 8	1945
Little Para	Year 9	2323
Little Para	Year 10	6344
Little Para	Year 11	6315
Little Para	Year 12	10880
Mackillop	Did not go to school	242
Mackillop	Year 8	1940
Mackillop	Year 9	1887
Mackillop	Year 10	5423
Mackillop	Year 11	5819
Mackillop	Year 12	8966
Mawson	Did not go to school	67
Mawson	Year 8	1173
Mawson	Year 9	1659
Mawson	Year 10	5555
Mawson	Year 11	5770
Mawson	Year 12	11823
Mitchell	Did not go to school	152
Mitchell	Year 8	1074
Mitchell	Year 9	1420
Mitchell	Year 10	4515
Mitchell	Year 11	5363
Mitchell	Year 12	14916
Morialta	Did not go to school	262
Morialta	Year 8	1765
Morialta	Year 9	1170
Morialta	Year 10	3724
Morialta	Year 11	4700
Morialta	Year 12	16411
Morphett	Did not go to school	96
Morphett	Year 8	1052
Morphett	Year 9	1032
Morphett	Year 10	3752
Morphett	Year 11	4262
Morphett	Year 12	15626
Mount Gambier	Did not go to school	137
Mount Gambier	Year 8	2081
Mount Gambier	Year 9	2034
Mount Gambier	Year 10	5345
Mount Gambier	Year 11	6183
Mount Gambier	Year 12	9250
Napier	Did not go to school	316
Napier	Year 8	1664
Napier	Year 9	2331
Napier	Year 10	6398
Napier	Year 11	6213
Napier	Year 12	11026
Newland	Did not go to school	61
Newland	Year 8	1117
Newland	Year 9	1376
Newland	Year 10	4902
Newland	Year 11	5727
Newland	Year 12	13134
Playford	Did not go to school	546
Playford	Year 8	1904
Playford	Year 9	1794
Playford	Year 10	5126
Playford	Year 11	5180
Playford	Year 12	12809
Port Adelaide	Did not go to school	446
Port Adelaide	Year 8	1811
Port Adelaide	Year 9	1830
Port Adelaide	Year 10	5239
Port Adelaide	Year 11	5500
Port Adelaide	Year 12	16517
Ramsay	Did not go to school	1119
Ramsay	Year 8	2532
Ramsay	Year 9	2158
Ramsay	Year 10	5619
Ramsay	Year 11	5336
Ramsay	Year 12	11430
Reynell	Did not go to school	101
Reynell	Year 8	1378
Reynell	Year 9	1955
Reynell	Year 10	5954
Reynell	Year 11	5835
Reynell	Year 12	10513
Schubert	Did not go to school	50
Schubert	Year 8	1783
Schubert	Year 9	1877
Schubert	Year 10	5452
Schubert	Year 11	6034
Schubert	Year 12	11163
Stuart (SA)	Did not go to school	107
Stuart (SA)	Year 8	1951
Stuart (SA)	Year 9	2024
Stuart (SA)	Year 10	5435
Stuart (SA)	Year 11	5991
Stuart (SA)	Year 12	8156
Taylor	Did not go to school	781
Taylor	Year 8	1820
Taylor	Year 9	2060
Taylor	Year 10	6036
Taylor	Year 11	6445
Taylor	Year 12	11981
Torrens	Did not go to school	357
Torrens	Year 8	1740
Torrens	Year 9	1399
Torrens	Year 10	3851
Torrens	Year 11	4318
Torrens	Year 12	18072
Unley	Did not go to school	145
Unley	Year 8	967
Unley	Year 9	818
Unley	Year 10	2479
Unley	Year 11	3122
Unley	Year 12	19943
Waite	Did not go to school	100
Waite	Year 8	946
Waite	Year 9	984
Waite	Year 10	3015
Waite	Year 11	3722
Waite	Year 12	18161
West Torrens	Did not go to school	409
West Torrens	Year 8	1952
West Torrens	Year 9	1112
West Torrens	Year 10	3304
West Torrens	Year 11	3976
West Torrens	Year 12	17963
Wright	Did not go to school	162
Wright	Year 8	1049
Wright	Year 9	1476
Wright	Year 10	4889
Wright	Year 11	5906
Wright	Year 12	13235
No usual address (SA)	Did not go to school	30
No usual address (SA)	Year 8	143
No usual address (SA)	Year 9	178
No usual address (SA)	Year 10	475
No usual address (SA)	Year 11	352
No usual address (SA)	Year 12	845
Migratory - Offshore - Shipping (SA)	Year 12	5
Albany (South West)	Did not go to school	77
Albany (South West)	Year 8	1276
Albany (South West)	Year 9	1795
Albany (South West)	Year 10	8167
Albany (South West)	Year 11	3382
Albany (South West)	Year 12	12058
Alfred Cove (South Metropolitan)	Did not go to school	53
Alfred Cove (South Metropolitan)	Year 8	607
Alfred Cove (South Metropolitan)	Year 9	1047
Alfred Cove (South Metropolitan)	Year 10	4232
Alfred Cove (South Metropolitan)	Year 11	2054
Alfred Cove (South Metropolitan)	Year 12	19094
Armadale (East Metropolitan)	Did not go to school	282
Armadale (East Metropolitan)	Year 8	1226
Armadale (East Metropolitan)	Year 9	2100
Armadale (East Metropolitan)	Year 10	9687
Armadale (East Metropolitan)	Year 11	4263
Armadale (East Metropolitan)	Year 12	14478
Balcatta (North Metropolitan)	Did not go to school	438
Balcatta (North Metropolitan)	Year 8	1849
Balcatta (North Metropolitan)	Year 9	1152
Balcatta (North Metropolitan)	Year 10	5256
Balcatta (North Metropolitan)	Year 11	2491
Balcatta (North Metropolitan)	Year 12	19268
Bassendean (East Metropolitan)	Did not go to school	340
Bassendean (East Metropolitan)	Year 8	1490
Bassendean (East Metropolitan)	Year 9	1524
Bassendean (East Metropolitan)	Year 10	6867
Bassendean (East Metropolitan)	Year 11	3044
Bassendean (East Metropolitan)	Year 12	15320
Bateman (South Metropolitan)	Did not go to school	135
Bateman (South Metropolitan)	Year 8	728
Bateman (South Metropolitan)	Year 9	1021
Bateman (South Metropolitan)	Year 10	4240
Bateman (South Metropolitan)	Year 11	2001
Bateman (South Metropolitan)	Year 12	19161
Belmont (East Metropolitan)	Did not go to school	409
Belmont (East Metropolitan)	Year 8	1407
Belmont (East Metropolitan)	Year 9	1432
Belmont (East Metropolitan)	Year 10	5937
Belmont (East Metropolitan)	Year 11	2985
Belmont (East Metropolitan)	Year 12	18735
Bunbury (South West)	Did not go to school	116
Bunbury (South West)	Year 8	1315
Bunbury (South West)	Year 9	1780
Bunbury (South West)	Year 10	8609
Bunbury (South West)	Year 11	3403
Bunbury (South West)	Year 12	11339
Butler (North Metropolitan)	Did not go to school	273
Butler (North Metropolitan)	Year 8	1015
Butler (North Metropolitan)	Year 9	2405
Butler (North Metropolitan)	Year 10	12146
Butler (North Metropolitan)	Year 11	6802
Butler (North Metropolitan)	Year 12	29316
Cannington (South Metropolitan)	Did not go to school	534
Cannington (South Metropolitan)	Year 8	1537
Cannington (South Metropolitan)	Year 9	1545
Cannington (South Metropolitan)	Year 10	6186
Cannington (South Metropolitan)	Year 11	3015
Cannington (South Metropolitan)	Year 12	22791
Carine (North Metropolitan)	Did not go to school	41
Carine (North Metropolitan)	Year 8	507
Carine (North Metropolitan)	Year 9	967
Carine (North Metropolitan)	Year 10	4699
Carine (North Metropolitan)	Year 11	2362
Carine (North Metropolitan)	Year 12	17436
Central Wheatbelt (Agricultural)	Did not go to school	97
Central Wheatbelt (Agricultural)	Year 8	1392
Central Wheatbelt (Agricultural)	Year 9	1797
Central Wheatbelt (Agricultural)	Year 10	7824
Central Wheatbelt (Agricultural)	Year 11	2989
Central Wheatbelt (Agricultural)	Year 12	9889
Churchlands (North Metropolitan)	Did not go to school	80
Churchlands (North Metropolitan)	Year 8	581
Churchlands (North Metropolitan)	Year 9	1008
Churchlands (North Metropolitan)	Year 10	3739
Churchlands (North Metropolitan)	Year 11	1982
Churchlands (North Metropolitan)	Year 12	23534
Cockburn (South Metropolitan)	Did not go to school	254
Cockburn (South Metropolitan)	Year 8	1388
Cockburn (South Metropolitan)	Year 9	1664
Cockburn (South Metropolitan)	Year 10	7890
Cockburn (South Metropolitan)	Year 11	3899
Cockburn (South Metropolitan)	Year 12	20299
Collie-Preston (South West)	Did not go to school	61
Collie-Preston (South West)	Year 8	1018
Collie-Preston (South West)	Year 9	1933
Collie-Preston (South West)	Year 10	9244
Collie-Preston (South West)	Year 11	4326
Collie-Preston (South West)	Year 12	11742
Cottesloe (North Metropolitan)	Did not go to school	46
Cottesloe (North Metropolitan)	Year 8	340
Cottesloe (North Metropolitan)	Year 9	910
Cottesloe (North Metropolitan)	Year 10	3058
Cottesloe (North Metropolitan)	Year 11	1815
Cottesloe (North Metropolitan)	Year 12	22209
Darling Range (East Metropolitan)	Did not go to school	146
Darling Range (East Metropolitan)	Year 8	946
Darling Range (East Metropolitan)	Year 9	1968
Darling Range (East Metropolitan)	Year 10	11159
Darling Range (East Metropolitan)	Year 11	5367
Darling Range (East Metropolitan)	Year 12	24769
Dawesville (South West)	Did not go to school	56
Dawesville (South West)	Year 8	1154
Dawesville (South West)	Year 9	2196
Dawesville (South West)	Year 10	9845
Dawesville (South West)	Year 11	4084
Dawesville (South West)	Year 12	13408
Eyre (Mining and Pastoral)	Did not go to school	127
Eyre (Mining and Pastoral)	Year 8	1378
Eyre (Mining and Pastoral)	Year 9	2294
Eyre (Mining and Pastoral)	Year 10	10735
Eyre (Mining and Pastoral)	Year 11	5189
Eyre (Mining and Pastoral)	Year 12	15371
Forrestfield (East Metropolitan)	Did not go to school	258
Forrestfield (East Metropolitan)	Year 8	1181
Forrestfield (East Metropolitan)	Year 9	1835
Forrestfield (East Metropolitan)	Year 10	8565
Forrestfield (East Metropolitan)	Year 11	4034
Forrestfield (East Metropolitan)	Year 12	15891
Fremantle (South Metropolitan)	Did not go to school	190
Fremantle (South Metropolitan)	Year 8	1408
Fremantle (South Metropolitan)	Year 9	1152
Fremantle (South Metropolitan)	Year 10	4851
Fremantle (South Metropolitan)	Year 11	2448
Fremantle (South Metropolitan)	Year 12	20684
Geraldton (Agricultural)	Did not go to school	123
Geraldton (Agricultural)	Year 8	1404
Geraldton (Agricultural)	Year 9	1872
Geraldton (Agricultural)	Year 10	8038
Geraldton (Agricultural)	Year 11	4085
Geraldton (Agricultural)	Year 12	11223
Girrawheen (North Metropolitan)	Did not go to school	663
Girrawheen (North Metropolitan)	Year 8	1697
Girrawheen (North Metropolitan)	Year 9	1766
Girrawheen (North Metropolitan)	Year 10	7565
Girrawheen (North Metropolitan)	Year 11	3774
Girrawheen (North Metropolitan)	Year 12	19875
Gosnells (East Metropolitan)	Did not go to school	443
Gosnells (East Metropolitan)	Year 8	1405
Gosnells (East Metropolitan)	Year 9	1871
Gosnells (East Metropolitan)	Year 10	8156
Gosnells (East Metropolitan)	Year 11	3778
Gosnells (East Metropolitan)	Year 12	15117
Hillarys (North Metropolitan)	Did not go to school	40
Hillarys (North Metropolitan)	Year 8	468
Hillarys (North Metropolitan)	Year 9	1008
Hillarys (North Metropolitan)	Year 10	5297
Hillarys (North Metropolitan)	Year 11	2598
Hillarys (North Metropolitan)	Year 12	16616
Jandakot (South Metropolitan)	Did not go to school	145
Jandakot (South Metropolitan)	Year 8	705
Jandakot (South Metropolitan)	Year 9	1320
Jandakot (South Metropolitan)	Year 10	6049
Jandakot (South Metropolitan)	Year 11	3098
Jandakot (South Metropolitan)	Year 12	18949
Joondalup (North Metropolitan)	Did not go to school	81
Joondalup (North Metropolitan)	Year 8	599
Joondalup (North Metropolitan)	Year 9	1141
Joondalup (North Metropolitan)	Year 10	5970
Joondalup (North Metropolitan)	Year 11	3266
Joondalup (North Metropolitan)	Year 12	17355
Kalamunda (East Metropolitan)	Did not go to school	265
Kalamunda (East Metropolitan)	Year 8	980
Kalamunda (East Metropolitan)	Year 9	1362
Kalamunda (East Metropolitan)	Year 10	6475
Kalamunda (East Metropolitan)	Year 11	3054
Kalamunda (East Metropolitan)	Year 12	15257
Kalgoorlie (Mining and Pastoral)	Did not go to school	32
Kalgoorlie (Mining and Pastoral)	Year 8	392
Kalgoorlie (Mining and Pastoral)	Year 9	293
Kalgoorlie (Mining and Pastoral)	Year 10	706
Kalgoorlie (Mining and Pastoral)	Year 11	365
Kalgoorlie (Mining and Pastoral)	Year 12	1045
Kimberley (Mining and Pastoral)	Did not go to school	394
Kimberley (Mining and Pastoral)	Year 8	1144
Kimberley (Mining and Pastoral)	Year 9	1359
Kimberley (Mining and Pastoral)	Year 10	5686
Kimberley (Mining and Pastoral)	Year 11	2942
Kimberley (Mining and Pastoral)	Year 12	9949
Kingsley (North Metropolitan)	Did not go to school	52
Kingsley (North Metropolitan)	Year 8	656
Kingsley (North Metropolitan)	Year 9	1141
Kingsley (North Metropolitan)	Year 10	5927
Kingsley (North Metropolitan)	Year 11	2859
Kingsley (North Metropolitan)	Year 12	15503
Kwinana (South Metropolitan)	Did not go to school	187
Kwinana (South Metropolitan)	Year 8	1328
Kwinana (South Metropolitan)	Year 9	2447
Kwinana (South Metropolitan)	Year 10	12063
Kwinana (South Metropolitan)	Year 11	5933
Kwinana (South Metropolitan)	Year 12	22385
Mandurah (South West)	Did not go to school	116
Mandurah (South West)	Year 8	1611
Mandurah (South West)	Year 9	2359
Mandurah (South West)	Year 10	9540
Mandurah (South West)	Year 11	4175
Mandurah (South West)	Year 12	13157
Maylands (East Metropolitan)	Did not go to school	273
Maylands (East Metropolitan)	Year 8	1148
Maylands (East Metropolitan)	Year 9	1096
Maylands (East Metropolitan)	Year 10	4883
Maylands (East Metropolitan)	Year 11	2481
Maylands (East Metropolitan)	Year 12	21552
Midland (East Metropolitan)	Did not go to school	160
Midland (East Metropolitan)	Year 8	1385
Midland (East Metropolitan)	Year 9	1832
Midland (East Metropolitan)	Year 10	8222
Midland (East Metropolitan)	Year 11	3659
Midland (East Metropolitan)	Year 12	14450
Mirrabooka (East Metropolitan)	Did not go to school	1097
Mirrabooka (East Metropolitan)	Year 8	2264
Mirrabooka (East Metropolitan)	Year 9	1663
Mirrabooka (East Metropolitan)	Year 10	6897
Mirrabooka (East Metropolitan)	Year 11	3424
Mirrabooka (East Metropolitan)	Year 12	17840
Moore (Agricultural)	Did not go to school	85
Moore (Agricultural)	Year 8	1312
Moore (Agricultural)	Year 9	1880
Moore (Agricultural)	Year 10	8733
Moore (Agricultural)	Year 11	3454
Moore (Agricultural)	Year 12	10625
Morley (East Metropolitan)	Did not go to school	448
Morley (East Metropolitan)	Year 8	1690
Morley (East Metropolitan)	Year 9	1248
Morley (East Metropolitan)	Year 10	5615
Morley (East Metropolitan)	Year 11	2537
Morley (East Metropolitan)	Year 12	18476
Mount Lawley (East Metropolitan)	Did not go to school	223
Mount Lawley (East Metropolitan)	Year 8	1233
Mount Lawley (East Metropolitan)	Year 9	1209
Mount Lawley (East Metropolitan)	Year 10	4602
Mount Lawley (East Metropolitan)	Year 11	2307
Mount Lawley (East Metropolitan)	Year 12	20742
Murray-Wellington (South West)	Did not go to school	111
Murray-Wellington (South West)	Year 8	1292
Murray-Wellington (South West)	Year 9	2120
Murray-Wellington (South West)	Year 10	9993
Murray-Wellington (South West)	Year 11	4314
Murray-Wellington (South West)	Year 12	11433
Nedlands (North Metropolitan)	Did not go to school	51
Nedlands (North Metropolitan)	Year 8	412
Nedlands (North Metropolitan)	Year 9	680
Nedlands (North Metropolitan)	Year 10	2590
Nedlands (North Metropolitan)	Year 11	1543
Nedlands (North Metropolitan)	Year 12	25894
North West Central (Mining and Pastoral)	Did not go to school	105
North West Central (Mining and Pastoral)	Year 8	590
North West Central (Mining and Pastoral)	Year 9	911
North West Central (Mining and Pastoral)	Year 10	5008
North West Central (Mining and Pastoral)	Year 11	2571
North West Central (Mining and Pastoral)	Year 12	8255
Ocean Reef (North Metropolitan)	Did not go to school	64
Ocean Reef (North Metropolitan)	Year 8	475
Ocean Reef (North Metropolitan)	Year 9	1141
Ocean Reef (North Metropolitan)	Year 10	6556
Ocean Reef (North Metropolitan)	Year 11	3689
Ocean Reef (North Metropolitan)	Year 12	20032
Perth (North Metropolitan)	Did not go to school	305
Perth (North Metropolitan)	Year 8	1138
Perth (North Metropolitan)	Year 9	831
Perth (North Metropolitan)	Year 10	4048
Perth (North Metropolitan)	Year 11	2492
Perth (North Metropolitan)	Year 12	32321
Pilbara (Mining and Pastoral)	Did not go to school	172
Pilbara (Mining and Pastoral)	Year 8	705
Pilbara (Mining and Pastoral)	Year 9	1334
Pilbara (Mining and Pastoral)	Year 10	7684
Pilbara (Mining and Pastoral)	Year 11	4501
Pilbara (Mining and Pastoral)	Year 12	15095
Riverton (South Metropolitan)	Did not go to school	181
Riverton (South Metropolitan)	Year 8	828
Riverton (South Metropolitan)	Year 9	1256
Riverton (South Metropolitan)	Year 10	4841
Riverton (South Metropolitan)	Year 11	2408
Riverton (South Metropolitan)	Year 12	19624
Rockingham (South Metropolitan)	Did not go to school	81
Rockingham (South Metropolitan)	Year 8	1201
Rockingham (South Metropolitan)	Year 9	1916
Rockingham (South Metropolitan)	Year 10	8754
Rockingham (South Metropolitan)	Year 11	3834
Rockingham (South Metropolitan)	Year 12	12323
Scarborough (North Metropolitan)	Did not go to school	95
Scarborough (North Metropolitan)	Year 8	746
Scarborough (North Metropolitan)	Year 9	1120
Scarborough (North Metropolitan)	Year 10	4517
Scarborough (North Metropolitan)	Year 11	2637
Scarborough (North Metropolitan)	Year 12	21849
South Perth (South Metropolitan)	Did not go to school	125
South Perth (South Metropolitan)	Year 8	590
South Perth (South Metropolitan)	Year 9	992
South Perth (South Metropolitan)	Year 10	4024
South Perth (South Metropolitan)	Year 11	2135
South Perth (South Metropolitan)	Year 12	22587
Southern River (South Metropolitan)	Did not go to school	300
Southern River (South Metropolitan)	Year 8	977
Southern River (South Metropolitan)	Year 9	1619
Southern River (South Metropolitan)	Year 10	7259
Southern River (South Metropolitan)	Year 11	3758
Southern River (South Metropolitan)	Year 12	23778
Swan Hills (East Metropolitan)	Did not go to school	96
Swan Hills (East Metropolitan)	Year 8	852
Swan Hills (East Metropolitan)	Year 9	1691
Swan Hills (East Metropolitan)	Year 10	9057
Swan Hills (East Metropolitan)	Year 11	4231
Swan Hills (East Metropolitan)	Year 12	17999
Vasse (South West)	Did not go to school	92
Vasse (South West)	Year 8	961
Vasse (South West)	Year 9	1648
Vasse (South West)	Year 10	8126
Vasse (South West)	Year 11	3719
Vasse (South West)	Year 12	13841
Victoria Park (South Metropolitan)	Did not go to school	335
Victoria Park (South Metropolitan)	Year 8	1162
Victoria Park (South Metropolitan)	Year 9	1133
Victoria Park (South Metropolitan)	Year 10	4790
Victoria Park (South Metropolitan)	Year 11	2598
Victoria Park (South Metropolitan)	Year 12	26620
Wagin (Agricultural)	Did not go to school	238
Wagin (Agricultural)	Year 8	1284
Wagin (Agricultural)	Year 9	1659
Wagin (Agricultural)	Year 10	6976
Wagin (Agricultural)	Year 11	2767
Wagin (Agricultural)	Year 12	10125
Wanneroo (North Metropolitan)	Did not go to school	162
Wanneroo (North Metropolitan)	Year 8	867
Wanneroo (North Metropolitan)	Year 9	1551
Wanneroo (North Metropolitan)	Year 10	7903
Wanneroo (North Metropolitan)	Year 11	4184
Wanneroo (North Metropolitan)	Year 12	19022
Warnbro (South Metropolitan)	Did not go to school	86
Warnbro (South Metropolitan)	Year 8	879
Warnbro (South Metropolitan)	Year 9	2080
Warnbro (South Metropolitan)	Year 10	11450
Warnbro (South Metropolitan)	Year 11	6236
Warnbro (South Metropolitan)	Year 12	21264
Warren-Blackwood (South West)	Did not go to school	119
Warren-Blackwood (South West)	Year 8	1072
Warren-Blackwood (South West)	Year 9	1783
Warren-Blackwood (South West)	Year 10	8549
Warren-Blackwood (South West)	Year 11	3457
Warren-Blackwood (South West)	Year 12	13815
West Swan (East Metropolitan)	Did not go to school	498
West Swan (East Metropolitan)	Year 8	1317
West Swan (East Metropolitan)	Year 9	1936
West Swan (East Metropolitan)	Year 10	9246
West Swan (East Metropolitan)	Year 11	4982
West Swan (East Metropolitan)	Year 12	22922
Willagee (South Metropolitan)	Did not go to school	223
Willagee (South Metropolitan)	Year 8	1570
Willagee (South Metropolitan)	Year 9	1528
Willagee (South Metropolitan)	Year 10	5998
Willagee (South Metropolitan)	Year 11	2557
Willagee (South Metropolitan)	Year 12	15820
No usual address (WA)	Did not go to school	33
No usual address (WA)	Year 8	142
No usual address (WA)	Year 9	262
No usual address (WA)	Year 10	1144
No usual address (WA)	Year 11	488
No usual address (WA)	Year 12	1909
Migratory - Offshore - Shipping (WA)	Year 8	8
Migratory - Offshore - Shipping (WA)	Year 9	13
Migratory - Offshore - Shipping (WA)	Year 10	84
Migratory - Offshore - Shipping (WA)	Year 11	44
Migratory - Offshore - Shipping (WA)	Year 12	215
Bass (Apsley)	Did not go to school	24
Bass (Apsley)	Year 8	491
Bass (Apsley)	Year 9	914
Bass (Apsley)	Year 10	3187
Bass (Apsley)	Year 11	672
Bass (Apsley)	Year 12	2266
Bass (Launceston)	Did not go to school	156
Bass (Launceston)	Year 8	1374
Bass (Launceston)	Year 9	1986
Bass (Launceston)	Year 10	8084
Bass (Launceston)	Year 11	2312
Bass (Launceston)	Year 12	10916
Bass (Rosevears)	Did not go to school	68
Bass (Rosevears)	Year 8	687
Bass (Rosevears)	Year 9	1288
Bass (Rosevears)	Year 10	5716
Bass (Rosevears)	Year 11	1831
Bass (Rosevears)	Year 12	8406
Bass (Windermere)	Did not go to school	324
Bass (Windermere)	Year 8	1717
Bass (Windermere)	Year 9	2492
Bass (Windermere)	Year 10	9088
Bass (Windermere)	Year 11	2387
Bass (Windermere)	Year 12	9317
Braddon (Mersey)	Did not go to school	75
Braddon (Mersey)	Year 8	1505
Braddon (Mersey)	Year 9	2763
Braddon (Mersey)	Year 10	9991
