SED_NAME16	Age	Sex	Volunteer	adults
Warren-Blackwood (South West)	65-74	F	0	1266
Warren-Blackwood (South West)	65-74	F	1	903
Warren-Blackwood (South West)	65-74	M		252
Warren-Blackwood (South West)	65-74	M	0	1455
Warren-Blackwood (South West)	65-74	M	1	888
Warren-Blackwood (South West)	75-84	F		197
Warren-Blackwood (South West)	75-84	F	0	644
Warren-Blackwood (South West)	75-84	F	1	287
Warren-Blackwood (South West)	75-84	M		156
Warren-Blackwood (South West)	75-84	M	0	701
Warren-Blackwood (South West)	75-84	M	1	273
Warren-Blackwood (South West)	85+	F		98
Warren-Blackwood (South West)	85+	F	0	331
Warren-Blackwood (South West)	85+	F	1	43
Warren-Blackwood (South West)	85+	M		52
Warren-Blackwood (South West)	85+	M	0	211
Warren-Blackwood (South West)	85+	M	1	35
West Swan (East Metropolitan)	15-19	F		121
West Swan (East Metropolitan)	15-19	F	0	1382
West Swan (East Metropolitan)	15-19	F	1	434
West Swan (East Metropolitan)	15-19	M		137
West Swan (East Metropolitan)	15-19	M	0	1598
West Swan (East Metropolitan)	15-19	M	1	357
West Swan (East Metropolitan)	20-24	F		193
West Swan (East Metropolitan)	20-24	F	0	1693
West Swan (East Metropolitan)	20-24	F	1	327
West Swan (East Metropolitan)	20-24	M		147
West Swan (East Metropolitan)	20-24	M	0	1684
West Swan (East Metropolitan)	20-24	M	1	238
West Swan (East Metropolitan)	25-34	F		481
West Swan (East Metropolitan)	25-34	F	0	4296
West Swan (East Metropolitan)	25-34	F	1	663
West Swan (East Metropolitan)	25-34	M		345
West Swan (East Metropolitan)	25-34	M	0	4217
West Swan (East Metropolitan)	25-34	M	1	502
West Swan (East Metropolitan)	35-44	F		387
West Swan (East Metropolitan)	35-44	F	0	3298
West Swan (East Metropolitan)	35-44	F	1	859
West Swan (East Metropolitan)	35-44	M		303
West Swan (East Metropolitan)	35-44	M	0	3362
West Swan (East Metropolitan)	35-44	M	1	615
West Swan (East Metropolitan)	45-54	F		257
West Swan (East Metropolitan)	45-54	F	0	2977
West Swan (East Metropolitan)	45-54	F	1	647
West Swan (East Metropolitan)	45-54	M		259
West Swan (East Metropolitan)	45-54	M	0	2955
West Swan (East Metropolitan)	45-54	M	1	518
West Swan (East Metropolitan)	55-64	F		147
West Swan (East Metropolitan)	55-64	F	0	2055
West Swan (East Metropolitan)	55-64	F	1	310
West Swan (East Metropolitan)	55-64	M		146
West Swan (East Metropolitan)	55-64	M	0	1957
West Swan (East Metropolitan)	55-64	M	1	278
West Swan (East Metropolitan)	65-74	F		135
West Swan (East Metropolitan)	65-74	F	0	1095
West Swan (East Metropolitan)	65-74	F	1	189
West Swan (East Metropolitan)	65-74	M		99
West Swan (East Metropolitan)	65-74	M	0	1016
West Swan (East Metropolitan)	65-74	M	1	156
West Swan (East Metropolitan)	75-84	F		98
West Swan (East Metropolitan)	75-84	F	0	515
West Swan (East Metropolitan)	75-84	F	1	72
West Swan (East Metropolitan)	75-84	M		75
West Swan (East Metropolitan)	75-84	M	0	432
West Swan (East Metropolitan)	75-84	M	1	73
West Swan (East Metropolitan)	85+	F		99
West Swan (East Metropolitan)	85+	F	0	138
West Swan (East Metropolitan)	85+	F	1	10
West Swan (East Metropolitan)	85+	M		46
West Swan (East Metropolitan)	85+	M	0	116
West Swan (East Metropolitan)	85+	M	1	7
Willagee (South Metropolitan)	15-19	F		73
Willagee (South Metropolitan)	15-19	F	0	674
Willagee (South Metropolitan)	15-19	F	1	241
Willagee (South Metropolitan)	15-19	M		98
Willagee (South Metropolitan)	15-19	M	0	740
Willagee (South Metropolitan)	15-19	M	1	189
Willagee (South Metropolitan)	20-24	F		67
Willagee (South Metropolitan)	20-24	F	0	813
Willagee (South Metropolitan)	20-24	F	1	246
Willagee (South Metropolitan)	20-24	M		89
Willagee (South Metropolitan)	20-24	M	0	825
Willagee (South Metropolitan)	20-24	M	1	133
Willagee (South Metropolitan)	25-34	F		204
Willagee (South Metropolitan)	25-34	F	0	1964
Willagee (South Metropolitan)	25-34	F	1	472
Willagee (South Metropolitan)	25-34	M		205
Willagee (South Metropolitan)	25-34	M	0	2119
Willagee (South Metropolitan)	25-34	M	1	330
Willagee (South Metropolitan)	35-44	F		159
Willagee (South Metropolitan)	35-44	F	0	1789
Willagee (South Metropolitan)	35-44	F	1	610
Willagee (South Metropolitan)	35-44	M		198
Willagee (South Metropolitan)	35-44	M	0	1982
Willagee (South Metropolitan)	35-44	M	1	435
Willagee (South Metropolitan)	45-54	F		151
Willagee (South Metropolitan)	45-54	F	0	1740
Willagee (South Metropolitan)	45-54	F	1	628
Willagee (South Metropolitan)	45-54	M		170
Willagee (South Metropolitan)	45-54	M	0	1833
Willagee (South Metropolitan)	45-54	M	1	423
Willagee (South Metropolitan)	55-64	F		145
Willagee (South Metropolitan)	55-64	F	0	1750
Willagee (South Metropolitan)	55-64	F	1	368
Willagee (South Metropolitan)	55-64	M		140
Willagee (South Metropolitan)	55-64	M	0	1625
Willagee (South Metropolitan)	55-64	M	1	281
Willagee (South Metropolitan)	65-74	F		157
Willagee (South Metropolitan)	65-74	F	0	1305
Willagee (South Metropolitan)	65-74	F	1	299
Willagee (South Metropolitan)	65-74	M		118
Willagee (South Metropolitan)	65-74	M	0	1142
Willagee (South Metropolitan)	65-74	M	1	211
Willagee (South Metropolitan)	75-84	F		195
Willagee (South Metropolitan)	75-84	F	0	942
Willagee (South Metropolitan)	75-84	F	1	128
Willagee (South Metropolitan)	75-84	M		131
Willagee (South Metropolitan)	75-84	M	0	734
Willagee (South Metropolitan)	75-84	M	1	95
Willagee (South Metropolitan)	85+	F		179
Willagee (South Metropolitan)	85+	F	0	500
Willagee (South Metropolitan)	85+	F	1	28
Willagee (South Metropolitan)	85+	M		68
Willagee (South Metropolitan)	85+	M	0	251
Willagee (South Metropolitan)	85+	M	1	15
No usual address (WA)	15-19	F		19
No usual address (WA)	15-19	F	0	39
No usual address (WA)	15-19	F	1	10
No usual address (WA)	15-19	M		26
No usual address (WA)	15-19	M	0	48
No usual address (WA)	15-19	M	1	15
No usual address (WA)	20-24	F		64
No usual address (WA)	20-24	F	0	139
No usual address (WA)	20-24	F	1	44
No usual address (WA)	20-24	M		57
No usual address (WA)	20-24	M	0	167
No usual address (WA)	20-24	M	1	31
No usual address (WA)	25-34	F		148
No usual address (WA)	25-34	F	0	309
No usual address (WA)	25-34	F	1	82
No usual address (WA)	25-34	M		215
No usual address (WA)	25-34	M	0	486
No usual address (WA)	25-34	M	1	68
No usual address (WA)	35-44	F		101
No usual address (WA)	35-44	F	0	148
No usual address (WA)	35-44	F	1	49
No usual address (WA)	35-44	M		214
No usual address (WA)	35-44	M	0	330
No usual address (WA)	35-44	M	1	61
No usual address (WA)	45-54	F		101
No usual address (WA)	45-54	F	0	194
No usual address (WA)	45-54	F	1	30
No usual address (WA)	45-54	M		244
No usual address (WA)	45-54	M	0	335
No usual address (WA)	45-54	M	1	56
No usual address (WA)	55-64	F		82
No usual address (WA)	55-64	F	0	296
No usual address (WA)	55-64	F	1	60
No usual address (WA)	55-64	M		121
No usual address (WA)	55-64	M	0	373
No usual address (WA)	55-64	M	1	40
No usual address (WA)	65-74	F		49
No usual address (WA)	65-74	F	0	165
No usual address (WA)	65-74	F	1	42
No usual address (WA)	65-74	M		78
No usual address (WA)	65-74	M	0	259
No usual address (WA)	65-74	M	1	34
No usual address (WA)	75-84	F		10
No usual address (WA)	75-84	F	0	21
No usual address (WA)	75-84	F	1	7
No usual address (WA)	75-84	M		11
No usual address (WA)	75-84	M	0	38
No usual address (WA)	75-84	M	1	6
No usual address (WA)	85+	F		5
No usual address (WA)	85+	F	0	6
No usual address (WA)	85+	M	0	10
Migratory - Offshore - Shipping (WA)	20-24	F	0	4
Migratory - Offshore - Shipping (WA)	20-24	M		3
Migratory - Offshore - Shipping (WA)	20-24	M	0	15
Migratory - Offshore - Shipping (WA)	25-34	F		3
Migratory - Offshore - Shipping (WA)	25-34	F	0	6
Migratory - Offshore - Shipping (WA)	25-34	M		26
Migratory - Offshore - Shipping (WA)	25-34	M	0	89
Migratory - Offshore - Shipping (WA)	25-34	M	1	5
Migratory - Offshore - Shipping (WA)	35-44	F	0	6
Migratory - Offshore - Shipping (WA)	35-44	M		18
Migratory - Offshore - Shipping (WA)	35-44	M	0	88
Migratory - Offshore - Shipping (WA)	35-44	M	1	19
Migratory - Offshore - Shipping (WA)	45-54	F		3
Migratory - Offshore - Shipping (WA)	45-54	F	0	3
Migratory - Offshore - Shipping (WA)	45-54	M		17
Migratory - Offshore - Shipping (WA)	45-54	M	0	64
Migratory - Offshore - Shipping (WA)	45-54	M	1	15
Migratory - Offshore - Shipping (WA)	55-64	F	0	7
Migratory - Offshore - Shipping (WA)	55-64	M		5
Migratory - Offshore - Shipping (WA)	55-64	M	0	31
Migratory - Offshore - Shipping (WA)	55-64	M	1	4
Migratory - Offshore - Shipping (WA)	65-74	M	0	4
Bass (Apsley)	15-19	F		29
Bass (Apsley)	15-19	F	0	155
Bass (Apsley)	15-19	F	1	47
Bass (Apsley)	15-19	M		52
Bass (Apsley)	15-19	M	0	189
Bass (Apsley)	15-19	M	1	42
Bass (Apsley)	20-24	F		22
Bass (Apsley)	20-24	F	0	130
Bass (Apsley)	20-24	F	1	52
Bass (Apsley)	20-24	M		22
Bass (Apsley)	20-24	M	0	186
Bass (Apsley)	20-24	M	1	47
Bass (Apsley)	25-34	F		41
Bass (Apsley)	25-34	F	0	294
Bass (Apsley)	25-34	F	1	141
Bass (Apsley)	25-34	M		37
Bass (Apsley)	25-34	M	0	330
Bass (Apsley)	25-34	M	1	87
Bass (Apsley)	35-44	F		42
Bass (Apsley)	35-44	F	0	340
Bass (Apsley)	35-44	F	1	176
Bass (Apsley)	35-44	M		50
Bass (Apsley)	35-44	M	0	347
Bass (Apsley)	35-44	M	1	130
Bass (Apsley)	45-54	F		61
Bass (Apsley)	45-54	F	0	463
Bass (Apsley)	45-54	F	1	208
Bass (Apsley)	45-54	M		55
Bass (Apsley)	45-54	M	0	479
Bass (Apsley)	45-54	M	1	164
Bass (Apsley)	55-64	F		70
Bass (Apsley)	55-64	F	0	524
Bass (Apsley)	55-64	F	1	251
Bass (Apsley)	55-64	M		87
Bass (Apsley)	55-64	M	0	606
Bass (Apsley)	55-64	M	1	227
Bass (Apsley)	65-74	F		54
Bass (Apsley)	65-74	F	0	392
Bass (Apsley)	65-74	F	1	208
Bass (Apsley)	65-74	M		87
Bass (Apsley)	65-74	M	0	459
Bass (Apsley)	65-74	M	1	181
Bass (Apsley)	75-84	F		50
Bass (Apsley)	75-84	F	0	200
Bass (Apsley)	75-84	F	1	79
Bass (Apsley)	75-84	M		43
Bass (Apsley)	75-84	M	0	218
Bass (Apsley)	75-84	M	1	48
Bass (Apsley)	85+	F		24
Bass (Apsley)	85+	F	0	84
Bass (Apsley)	85+	F	1	13
Bass (Apsley)	85+	M		8
Bass (Apsley)	85+	M	0	65
Bass (Apsley)	85+	M	1	8
Bass (Launceston)	15-19	F		82
Bass (Launceston)	15-19	F	0	679
Bass (Launceston)	15-19	F	1	207
Bass (Launceston)	15-19	M		72
Bass (Launceston)	15-19	M	0	776
Bass (Launceston)	15-19	M	1	176
Bass (Launceston)	20-24	F		61
Bass (Launceston)	20-24	F	0	734
Bass (Launceston)	20-24	F	1	207
Bass (Launceston)	20-24	M		81
Bass (Launceston)	20-24	M	0	771
Bass (Launceston)	20-24	M	1	185
Bass (Launceston)	25-34	F		133
Bass (Launceston)	25-34	F	0	1504
Bass (Launceston)	25-34	F	1	369
Bass (Launceston)	25-34	M		133
Bass (Launceston)	25-34	M	0	1471
Bass (Launceston)	25-34	M	1	292
Bass (Launceston)	35-44	F		130
Bass (Launceston)	35-44	F	0	1406
Bass (Launceston)	35-44	F	1	569
Bass (Launceston)	35-44	M		135
Bass (Launceston)	35-44	M	0	1389
Bass (Launceston)	35-44	M	1	391
Bass (Launceston)	45-54	F		147
Bass (Launceston)	45-54	F	0	1623
Bass (Launceston)	45-54	F	1	550
Bass (Launceston)	45-54	M		143
Bass (Launceston)	45-54	M	0	1502
Bass (Launceston)	45-54	M	1	471
Bass (Launceston)	55-64	F		137
Bass (Launceston)	55-64	F	0	1555
Bass (Launceston)	55-64	F	1	478
Bass (Launceston)	55-64	M		126
Bass (Launceston)	55-64	M	0	1348
Bass (Launceston)	55-64	M	1	407
Bass (Launceston)	65-74	F		193
Bass (Launceston)	65-74	F	0	1217
Bass (Launceston)	65-74	F	1	454
Bass (Launceston)	65-74	M		169
Bass (Launceston)	65-74	M	0	1066
Bass (Launceston)	65-74	M	1	349
Bass (Launceston)	75-84	F		168
Bass (Launceston)	75-84	F	0	877
Bass (Launceston)	75-84	F	1	196
Bass (Launceston)	75-84	M		103
Bass (Launceston)	75-84	M	0	637
Bass (Launceston)	75-84	M	1	159
Bass (Launceston)	85+	F		146
Bass (Launceston)	85+	F	0	622
Bass (Launceston)	85+	F	1	47
Bass (Launceston)	85+	M		56
Bass (Launceston)	85+	M	0	283
Bass (Launceston)	85+	M	1	29
Bass (Rosevears)	15-19	F		61
Bass (Rosevears)	15-19	F	0	545
Bass (Rosevears)	15-19	F	1	189
Bass (Rosevears)	15-19	M		48
Bass (Rosevears)	15-19	M	0	621
Bass (Rosevears)	15-19	M	1	163
Bass (Rosevears)	20-24	F		45
Bass (Rosevears)	20-24	F	0	525
Bass (Rosevears)	20-24	F	1	157
Bass (Rosevears)	20-24	M		54
Bass (Rosevears)	20-24	M	0	591
Bass (Rosevears)	20-24	M	1	132
Bass (Rosevears)	25-34	F		67
Bass (Rosevears)	25-34	F	0	1027
Bass (Rosevears)	25-34	F	1	303
Bass (Rosevears)	25-34	M		97
Bass (Rosevears)	25-34	M	0	1043
Bass (Rosevears)	25-34	M	1	250
Bass (Rosevears)	35-44	F		73
Bass (Rosevears)	35-44	F	0	1015
Bass (Rosevears)	35-44	F	1	477
Bass (Rosevears)	35-44	M		73
Bass (Rosevears)	35-44	M	0	965
Bass (Rosevears)	35-44	M	1	322
Bass (Rosevears)	45-54	F		78
Bass (Rosevears)	45-54	F	0	1164
Bass (Rosevears)	45-54	F	1	488
Bass (Rosevears)	45-54	M		88
Bass (Rosevears)	45-54	M	0	1035
Bass (Rosevears)	45-54	M	1	419
Bass (Rosevears)	55-64	F		114
Bass (Rosevears)	55-64	F	0	1163
Bass (Rosevears)	55-64	F	1	400
Bass (Rosevears)	55-64	M		96
Bass (Rosevears)	55-64	M	0	1055
Bass (Rosevears)	55-64	M	1	361
Bass (Rosevears)	65-74	F		94
Bass (Rosevears)	65-74	F	0	808
Bass (Rosevears)	65-74	F	1	347
Bass (Rosevears)	65-74	M		94
Bass (Rosevears)	65-74	M	0	750
Bass (Rosevears)	65-74	M	1	301
Bass (Rosevears)	75-84	F		68
Bass (Rosevears)	75-84	F	0	494
Bass (Rosevears)	75-84	F	1	127
Bass (Rosevears)	75-84	M		49
Bass (Rosevears)	75-84	M	0	363
Bass (Rosevears)	75-84	M	1	108
Bass (Rosevears)	85+	F		38
Bass (Rosevears)	85+	F	0	240
Bass (Rosevears)	85+	F	1	11
Bass (Rosevears)	85+	M		26
Bass (Rosevears)	85+	M	0	155
Bass (Rosevears)	85+	M	1	12
Bass (Windermere)	15-19	F		114
Bass (Windermere)	15-19	F	0	845
Bass (Windermere)	15-19	F	1	207
Bass (Windermere)	15-19	M		134
Bass (Windermere)	15-19	M	0	950
Bass (Windermere)	15-19	M	1	181
Bass (Windermere)	20-24	F		100
Bass (Windermere)	20-24	F	0	1065
Bass (Windermere)	20-24	F	1	253
Bass (Windermere)	20-24	M		122
Bass (Windermere)	20-24	M	0	1159
Bass (Windermere)	20-24	M	1	303
Bass (Windermere)	25-34	F		177
Bass (Windermere)	25-34	F	0	1565
Bass (Windermere)	25-34	F	1	380
Bass (Windermere)	25-34	M		168
Bass (Windermere)	25-34	M	0	1593
Bass (Windermere)	25-34	M	1	291
Bass (Windermere)	35-44	F		149
Bass (Windermere)	35-44	F	0	1448
Bass (Windermere)	35-44	F	1	420
Bass (Windermere)	35-44	M		157
Bass (Windermere)	35-44	M	0	1376
Bass (Windermere)	35-44	M	1	318
Bass (Windermere)	45-54	F		181
Bass (Windermere)	45-54	F	0	1670
Bass (Windermere)	45-54	F	1	448
Bass (Windermere)	45-54	M		209
Bass (Windermere)	45-54	M	0	1616
Bass (Windermere)	45-54	M	1	415
Bass (Windermere)	55-64	F		178
Bass (Windermere)	55-64	F	0	1630
Bass (Windermere)	55-64	F	1	424
Bass (Windermere)	55-64	M		171
Bass (Windermere)	55-64	M	0	1506
Bass (Windermere)	55-64	M	1	353
Bass (Windermere)	65-74	F		228
Bass (Windermere)	65-74	F	0	1208
Bass (Windermere)	65-74	F	1	373
Bass (Windermere)	65-74	M		200
Bass (Windermere)	65-74	M	0	1179
Bass (Windermere)	65-74	M	1	342
Bass (Windermere)	75-84	F		164
Bass (Windermere)	75-84	F	0	697
Bass (Windermere)	75-84	F	1	124
Bass (Windermere)	75-84	M		122
Bass (Windermere)	75-84	M	0	571
Bass (Windermere)	75-84	M	1	115
Bass (Windermere)	85+	F		56
Bass (Windermere)	85+	F	0	352
Bass (Windermere)	85+	F	1	24
Bass (Windermere)	85+	M		34
Bass (Windermere)	85+	M	0	198
Bass (Windermere)	85+	M	1	11
Braddon (Mersey)	15-19	F		57
Braddon (Mersey)	15-19	F	0	729
Braddon (Mersey)	15-19	F	1	200
Braddon (Mersey)	15-19	M		84
Braddon (Mersey)	15-19	M	0	769
Braddon (Mersey)	15-19	M	1	160
Braddon (Mersey)	20-24	F		33
Braddon (Mersey)	20-24	F	0	663
Braddon (Mersey)	20-24	F	1	138
Braddon (Mersey)	20-24	M		40
Braddon (Mersey)	20-24	M	0	654
Braddon (Mersey)	20-24	M	1	122
Braddon (Mersey)	25-34	F		88
Braddon (Mersey)	25-34	F	0	1334
Braddon (Mersey)	25-34	F	1	353
Braddon (Mersey)	25-34	M		110
Braddon (Mersey)	25-34	M	0	1300
Braddon (Mersey)	25-34	M	1	247
Braddon (Mersey)	35-44	F		89
Braddon (Mersey)	35-44	F	0	1329
Braddon (Mersey)	35-44	F	1	545
Braddon (Mersey)	35-44	M		109
Braddon (Mersey)	35-44	M	0	1254
Braddon (Mersey)	35-44	M	1	389
Braddon (Mersey)	45-54	F		123
Braddon (Mersey)	45-54	F	0	1628
Braddon (Mersey)	45-54	F	1	549
Braddon (Mersey)	45-54	M		136
Braddon (Mersey)	45-54	M	0	1502
Braddon (Mersey)	45-54	M	1	419
Braddon (Mersey)	55-64	F		165
Braddon (Mersey)	55-64	F	0	1623
Braddon (Mersey)	55-64	F	1	532
Braddon (Mersey)	55-64	M		163
Braddon (Mersey)	55-64	M	0	1506
Braddon (Mersey)	55-64	M	1	486
Braddon (Mersey)	65-74	F		224
Braddon (Mersey)	65-74	F	0	1373
Braddon (Mersey)	65-74	F	1	548
Braddon (Mersey)	65-74	M		179
Braddon (Mersey)	65-74	M	0	1272
Braddon (Mersey)	65-74	M	1	408
Braddon (Mersey)	75-84	F		186
Braddon (Mersey)	75-84	F	0	799
Braddon (Mersey)	75-84	F	1	167
Braddon (Mersey)	75-84	M		118
Braddon (Mersey)	75-84	M	0	660
Braddon (Mersey)	75-84	M	1	175
Braddon (Mersey)	85+	F		96
Braddon (Mersey)	85+	F	0	432
Braddon (Mersey)	85+	F	1	29
Braddon (Mersey)	85+	M		50
Braddon (Mersey)	85+	M	0	221
Braddon (Mersey)	85+	M	1	23
Braddon (Montgomery)	15-19	F		90
Braddon (Montgomery)	15-19	F	0	683
Braddon (Montgomery)	15-19	F	1	230
Braddon (Montgomery)	15-19	M		80
Braddon (Montgomery)	15-19	M	0	773
Braddon (Montgomery)	15-19	M	1	153
Braddon (Montgomery)	20-24	F		50
Braddon (Montgomery)	20-24	F	0	682
Braddon (Montgomery)	20-24	F	1	171
Braddon (Montgomery)	20-24	M		61
Braddon (Montgomery)	20-24	M	0	743
Braddon (Montgomery)	20-24	M	1	113
Braddon (Montgomery)	25-34	F		108
Braddon (Montgomery)	25-34	F	0	1258
Braddon (Montgomery)	25-34	F	1	361
Braddon (Montgomery)	25-34	M		95
Braddon (Montgomery)	25-34	M	0	1222
Braddon (Montgomery)	25-34	M	1	271
Braddon (Montgomery)	35-44	F		94
Braddon (Montgomery)	35-44	F	0	1201
Braddon (Montgomery)	35-44	F	1	499
Braddon (Montgomery)	35-44	M		105
Braddon (Montgomery)	35-44	M	0	1224
Braddon (Montgomery)	35-44	M	1	340
Braddon (Montgomery)	45-54	F		139
Braddon (Montgomery)	45-54	F	0	1627
Braddon (Montgomery)	45-54	F	1	539
Braddon (Montgomery)	45-54	M		157
Braddon (Montgomery)	45-54	M	0	1525
Braddon (Montgomery)	45-54	M	1	400
Braddon (Montgomery)	55-64	F		160
Braddon (Montgomery)	55-64	F	0	1656
Braddon (Montgomery)	55-64	F	1	578
Braddon (Montgomery)	55-64	M		161
Braddon (Montgomery)	55-64	M	0	1588
Braddon (Montgomery)	55-64	M	1	467
Braddon (Montgomery)	65-74	F		173
Braddon (Montgomery)	65-74	F	0	1251
Braddon (Montgomery)	65-74	F	1	499
Braddon (Montgomery)	65-74	M		158
Braddon (Montgomery)	65-74	M	0	1238
Braddon (Montgomery)	65-74	M	1	410
Braddon (Montgomery)	75-84	F		153
Braddon (Montgomery)	75-84	F	0	751
Braddon (Montgomery)	75-84	F	1	194
Braddon (Montgomery)	75-84	M		129
Braddon (Montgomery)	75-84	M	0	641
Braddon (Montgomery)	75-84	M	1	173
Braddon (Montgomery)	85+	F		73
Braddon (Montgomery)	85+	F	0	340
Braddon (Montgomery)	85+	F	1	18
Braddon (Montgomery)	85+	M		55
Braddon (Montgomery)	85+	M	0	209
Braddon (Montgomery)	85+	M	1	13
Braddon (Murchison)	15-19	F		112
Braddon (Murchison)	15-19	F	0	640
Braddon (Murchison)	15-19	F	1	187
Braddon (Murchison)	15-19	M		118
Braddon (Murchison)	15-19	M	0	763
Braddon (Murchison)	15-19	M	1	164
Braddon (Murchison)	20-24	F		51
Braddon (Murchison)	20-24	F	0	607
Braddon (Murchison)	20-24	F	1	154
Braddon (Murchison)	20-24	M		73
Braddon (Murchison)	20-24	M	0	680
Braddon (Murchison)	20-24	M	1	142
Braddon (Murchison)	25-34	F		118
Braddon (Murchison)	25-34	F	0	1210
Braddon (Murchison)	25-34	F	1	384
Braddon (Murchison)	25-34	M		111
Braddon (Murchison)	25-34	M	0	1219
Braddon (Murchison)	25-34	M	1	282
Braddon (Murchison)	35-44	F		122
Braddon (Murchison)	35-44	F	0	1175
Braddon (Murchison)	35-44	F	1	578
Braddon (Murchison)	35-44	M		126
Braddon (Murchison)	35-44	M	0	1232
Braddon (Murchison)	35-44	M	1	376
Braddon (Murchison)	45-54	F		152
Braddon (Murchison)	45-54	F	0	1654
Braddon (Murchison)	45-54	F	1	620
Braddon (Murchison)	45-54	M		202
Braddon (Murchison)	45-54	M	0	1674
Braddon (Murchison)	45-54	M	1	485
Braddon (Murchison)	55-64	F		173
Braddon (Murchison)	55-64	F	0	1603
