SED_NAME16	Age	Sex	Volunteer	adults
Riverton (South Metropolitan)	65-74	M	0	1294
Riverton (South Metropolitan)	65-74	M	1	373
Riverton (South Metropolitan)	75-84	F		86
Riverton (South Metropolitan)	75-84	F	0	694
Riverton (South Metropolitan)	75-84	F	1	172
Riverton (South Metropolitan)	75-84	M		58
Riverton (South Metropolitan)	75-84	M	0	540
Riverton (South Metropolitan)	75-84	M	1	137
Riverton (South Metropolitan)	85+	F		87
Riverton (South Metropolitan)	85+	F	0	345
Riverton (South Metropolitan)	85+	F	1	35
Riverton (South Metropolitan)	85+	M		35
Riverton (South Metropolitan)	85+	M	0	203
Riverton (South Metropolitan)	85+	M	1	24
Rockingham (South Metropolitan)	15-19	F		66
Rockingham (South Metropolitan)	15-19	F	0	723
Rockingham (South Metropolitan)	15-19	F	1	191
Rockingham (South Metropolitan)	15-19	M		115
Rockingham (South Metropolitan)	15-19	M	0	792
Rockingham (South Metropolitan)	15-19	M	1	160
Rockingham (South Metropolitan)	20-24	F		118
Rockingham (South Metropolitan)	20-24	F	0	845
Rockingham (South Metropolitan)	20-24	F	1	156
Rockingham (South Metropolitan)	20-24	M		199
Rockingham (South Metropolitan)	20-24	M	0	983
Rockingham (South Metropolitan)	20-24	M	1	143
Rockingham (South Metropolitan)	25-34	F		175
Rockingham (South Metropolitan)	25-34	F	0	1565
Rockingham (South Metropolitan)	25-34	F	1	352
Rockingham (South Metropolitan)	25-34	M		294
Rockingham (South Metropolitan)	25-34	M	0	1810
Rockingham (South Metropolitan)	25-34	M	1	258
Rockingham (South Metropolitan)	35-44	F		152
Rockingham (South Metropolitan)	35-44	F	0	1556
Rockingham (South Metropolitan)	35-44	F	1	485
Rockingham (South Metropolitan)	35-44	M		203
Rockingham (South Metropolitan)	35-44	M	0	1684
Rockingham (South Metropolitan)	35-44	M	1	264
Rockingham (South Metropolitan)	45-54	F		177
Rockingham (South Metropolitan)	45-54	F	0	1937
Rockingham (South Metropolitan)	45-54	F	1	440
Rockingham (South Metropolitan)	45-54	M		245
Rockingham (South Metropolitan)	45-54	M	0	1955
Rockingham (South Metropolitan)	45-54	M	1	310
Rockingham (South Metropolitan)	55-64	F		190
Rockingham (South Metropolitan)	55-64	F	0	2034
Rockingham (South Metropolitan)	55-64	F	1	432
Rockingham (South Metropolitan)	55-64	M		189
Rockingham (South Metropolitan)	55-64	M	0	2030
Rockingham (South Metropolitan)	55-64	M	1	305
Rockingham (South Metropolitan)	65-74	F		201
Rockingham (South Metropolitan)	65-74	F	0	1598
Rockingham (South Metropolitan)	65-74	F	1	387
Rockingham (South Metropolitan)	65-74	M		197
Rockingham (South Metropolitan)	65-74	M	0	1592
Rockingham (South Metropolitan)	65-74	M	1	310
Rockingham (South Metropolitan)	75-84	F		231
Rockingham (South Metropolitan)	75-84	F	0	1090
Rockingham (South Metropolitan)	75-84	F	1	181
Rockingham (South Metropolitan)	75-84	M		169
Rockingham (South Metropolitan)	75-84	M	0	934
Rockingham (South Metropolitan)	75-84	M	1	140
Rockingham (South Metropolitan)	85+	F		102
Rockingham (South Metropolitan)	85+	F	0	524
Rockingham (South Metropolitan)	85+	F	1	41
Rockingham (South Metropolitan)	85+	M		82
Rockingham (South Metropolitan)	85+	M	0	314
Rockingham (South Metropolitan)	85+	M	1	29
Scarborough (North Metropolitan)	15-19	F		64
Scarborough (North Metropolitan)	15-19	F	0	562
Scarborough (North Metropolitan)	15-19	F	1	368
Scarborough (North Metropolitan)	15-19	M		61
Scarborough (North Metropolitan)	15-19	M	0	563
Scarborough (North Metropolitan)	15-19	M	1	233
Scarborough (North Metropolitan)	20-24	F		83
Scarborough (North Metropolitan)	20-24	F	0	887
Scarborough (North Metropolitan)	20-24	F	1	262
Scarborough (North Metropolitan)	20-24	M		78
Scarborough (North Metropolitan)	20-24	M	0	877
Scarborough (North Metropolitan)	20-24	M	1	184
Scarborough (North Metropolitan)	25-34	F		373
Scarborough (North Metropolitan)	25-34	F	0	3451
Scarborough (North Metropolitan)	25-34	F	1	735
Scarborough (North Metropolitan)	25-34	M		427
Scarborough (North Metropolitan)	25-34	M	0	3378
Scarborough (North Metropolitan)	25-34	M	1	546
Scarborough (North Metropolitan)	35-44	F		220
Scarborough (North Metropolitan)	35-44	F	0	2038
Scarborough (North Metropolitan)	35-44	F	1	828
Scarborough (North Metropolitan)	35-44	M		255
Scarborough (North Metropolitan)	35-44	M	0	2285
Scarborough (North Metropolitan)	35-44	M	1	568
Scarborough (North Metropolitan)	45-54	F		168
Scarborough (North Metropolitan)	45-54	F	0	1685
Scarborough (North Metropolitan)	45-54	F	1	691
Scarborough (North Metropolitan)	45-54	M		212
Scarborough (North Metropolitan)	45-54	M	0	1735
Scarborough (North Metropolitan)	45-54	M	1	565
Scarborough (North Metropolitan)	55-64	F		141
Scarborough (North Metropolitan)	55-64	F	0	1519
Scarborough (North Metropolitan)	55-64	F	1	443
Scarborough (North Metropolitan)	55-64	M		149
Scarborough (North Metropolitan)	55-64	M	0	1442
Scarborough (North Metropolitan)	55-64	M	1	338
Scarborough (North Metropolitan)	65-74	F		139
Scarborough (North Metropolitan)	65-74	F	0	1059
Scarborough (North Metropolitan)	65-74	F	1	351
Scarborough (North Metropolitan)	65-74	M		105
Scarborough (North Metropolitan)	65-74	M	0	895
Scarborough (North Metropolitan)	65-74	M	1	225
Scarborough (North Metropolitan)	75-84	F		161
Scarborough (North Metropolitan)	75-84	F	0	747
Scarborough (North Metropolitan)	75-84	F	1	220
Scarborough (North Metropolitan)	75-84	M		78
Scarborough (North Metropolitan)	75-84	M	0	482
Scarborough (North Metropolitan)	75-84	M	1	135
Scarborough (North Metropolitan)	85+	F		175
Scarborough (North Metropolitan)	85+	F	0	502
Scarborough (North Metropolitan)	85+	F	1	47
Scarborough (North Metropolitan)	85+	M		62
Scarborough (North Metropolitan)	85+	M	0	242
Scarborough (North Metropolitan)	85+	M	1	24
South Perth (South Metropolitan)	15-19	F		80
South Perth (South Metropolitan)	15-19	F	0	672
South Perth (South Metropolitan)	15-19	F	1	395
South Perth (South Metropolitan)	15-19	M		75
South Perth (South Metropolitan)	15-19	M	0	778
South Perth (South Metropolitan)	15-19	M	1	497
South Perth (South Metropolitan)	20-24	F		117
South Perth (South Metropolitan)	20-24	F	0	1112
South Perth (South Metropolitan)	20-24	F	1	461
South Perth (South Metropolitan)	20-24	M		113
South Perth (South Metropolitan)	20-24	M	0	1237
South Perth (South Metropolitan)	20-24	M	1	349
South Perth (South Metropolitan)	25-34	F		241
South Perth (South Metropolitan)	25-34	F	0	2261
South Perth (South Metropolitan)	25-34	F	1	689
South Perth (South Metropolitan)	25-34	M		280
South Perth (South Metropolitan)	25-34	M	0	2468
South Perth (South Metropolitan)	25-34	M	1	557
South Perth (South Metropolitan)	35-44	F		170
South Perth (South Metropolitan)	35-44	F	0	1578
South Perth (South Metropolitan)	35-44	F	1	745
South Perth (South Metropolitan)	35-44	M		194
South Perth (South Metropolitan)	35-44	M	0	1739
South Perth (South Metropolitan)	35-44	M	1	547
South Perth (South Metropolitan)	45-54	F		166
South Perth (South Metropolitan)	45-54	F	0	1648
South Perth (South Metropolitan)	45-54	F	1	752
South Perth (South Metropolitan)	45-54	M		172
South Perth (South Metropolitan)	45-54	M	0	1548
South Perth (South Metropolitan)	45-54	M	1	571
South Perth (South Metropolitan)	55-64	F		183
South Perth (South Metropolitan)	55-64	F	0	1828
South Perth (South Metropolitan)	55-64	F	1	623
South Perth (South Metropolitan)	55-64	M		156
South Perth (South Metropolitan)	55-64	M	0	1568
South Perth (South Metropolitan)	55-64	M	1	475
South Perth (South Metropolitan)	65-74	F		143
South Perth (South Metropolitan)	65-74	F	0	1181
South Perth (South Metropolitan)	65-74	F	1	464
South Perth (South Metropolitan)	65-74	M		128
South Perth (South Metropolitan)	65-74	M	0	1153
South Perth (South Metropolitan)	65-74	M	1	402
South Perth (South Metropolitan)	75-84	F		146
South Perth (South Metropolitan)	75-84	F	0	688
South Perth (South Metropolitan)	75-84	F	1	200
South Perth (South Metropolitan)	75-84	M		86
South Perth (South Metropolitan)	75-84	M	0	501
South Perth (South Metropolitan)	75-84	M	1	140
South Perth (South Metropolitan)	85+	F		189
South Perth (South Metropolitan)	85+	F	0	510
South Perth (South Metropolitan)	85+	F	1	40
South Perth (South Metropolitan)	85+	M		75
South Perth (South Metropolitan)	85+	M	0	239
South Perth (South Metropolitan)	85+	M	1	31
Southern River (South Metropolitan)	15-19	F		88
Southern River (South Metropolitan)	15-19	F	0	1383
Southern River (South Metropolitan)	15-19	F	1	444
Southern River (South Metropolitan)	15-19	M		142
Southern River (South Metropolitan)	15-19	M	0	1592
Southern River (South Metropolitan)	15-19	M	1	344
Southern River (South Metropolitan)	20-24	F		77
Southern River (South Metropolitan)	20-24	F	0	1266
Southern River (South Metropolitan)	20-24	F	1	374
Southern River (South Metropolitan)	20-24	M		263
Southern River (South Metropolitan)	20-24	M	0	1444
Southern River (South Metropolitan)	20-24	M	1	272
Southern River (South Metropolitan)	25-34	F		141
Southern River (South Metropolitan)	25-34	F	0	3086
Southern River (South Metropolitan)	25-34	F	1	599
Southern River (South Metropolitan)	25-34	M		526
Southern River (South Metropolitan)	25-34	M	0	3036
Southern River (South Metropolitan)	25-34	M	1	409
Southern River (South Metropolitan)	35-44	F		161
Southern River (South Metropolitan)	35-44	F	0	3160
Southern River (South Metropolitan)	35-44	F	1	897
Southern River (South Metropolitan)	35-44	M		458
Southern River (South Metropolitan)	35-44	M	0	3103
Southern River (South Metropolitan)	35-44	M	1	629
Southern River (South Metropolitan)	45-54	F		122
Southern River (South Metropolitan)	45-54	F	0	2850
Southern River (South Metropolitan)	45-54	F	1	781
Southern River (South Metropolitan)	45-54	M		255
Southern River (South Metropolitan)	45-54	M	0	2782
Southern River (South Metropolitan)	45-54	M	1	663
Southern River (South Metropolitan)	55-64	F		89
Southern River (South Metropolitan)	55-64	F	0	2044
Southern River (South Metropolitan)	55-64	F	1	398
Southern River (South Metropolitan)	55-64	M		133
Southern River (South Metropolitan)	55-64	M	0	1952
Southern River (South Metropolitan)	55-64	M	1	374
Southern River (South Metropolitan)	65-74	F		72
Southern River (South Metropolitan)	65-74	F	0	1115
Southern River (South Metropolitan)	65-74	F	1	215
Southern River (South Metropolitan)	65-74	M		72
Southern River (South Metropolitan)	65-74	M	0	1158
Southern River (South Metropolitan)	65-74	M	1	200
Southern River (South Metropolitan)	75-84	F		71
Southern River (South Metropolitan)	75-84	F	0	397
Southern River (South Metropolitan)	75-84	F	1	60
Southern River (South Metropolitan)	75-84	M		43
Southern River (South Metropolitan)	75-84	M	0	376
Southern River (South Metropolitan)	75-84	M	1	64
Southern River (South Metropolitan)	85+	F		46
Southern River (South Metropolitan)	85+	F	0	121
Southern River (South Metropolitan)	85+	F	1	8
Southern River (South Metropolitan)	85+	M		35
Southern River (South Metropolitan)	85+	M	0	80
Southern River (South Metropolitan)	85+	M	1	3
Swan Hills (East Metropolitan)	15-19	F		132
Swan Hills (East Metropolitan)	15-19	F	0	1049
Swan Hills (East Metropolitan)	15-19	F	1	375
Swan Hills (East Metropolitan)	15-19	M		160
Swan Hills (East Metropolitan)	15-19	M	0	1231
Swan Hills (East Metropolitan)	15-19	M	1	332
Swan Hills (East Metropolitan)	20-24	F		92
Swan Hills (East Metropolitan)	20-24	F	0	973
Swan Hills (East Metropolitan)	20-24	F	1	236
Swan Hills (East Metropolitan)	20-24	M		343
Swan Hills (East Metropolitan)	20-24	M	0	1111
Swan Hills (East Metropolitan)	20-24	M	1	174
Swan Hills (East Metropolitan)	25-34	F		152
Swan Hills (East Metropolitan)	25-34	F	0	2101
Swan Hills (East Metropolitan)	25-34	F	1	494
Swan Hills (East Metropolitan)	25-34	M		843
Swan Hills (East Metropolitan)	25-34	M	0	2124
Swan Hills (East Metropolitan)	25-34	M	1	286
Swan Hills (East Metropolitan)	35-44	F		214
Swan Hills (East Metropolitan)	35-44	F	0	2171
Swan Hills (East Metropolitan)	35-44	F	1	1031
Swan Hills (East Metropolitan)	35-44	M		749
Swan Hills (East Metropolitan)	35-44	M	0	2140
Swan Hills (East Metropolitan)	35-44	M	1	587
Swan Hills (East Metropolitan)	45-54	F		222
Swan Hills (East Metropolitan)	45-54	F	0	2610
Swan Hills (East Metropolitan)	45-54	F	1	968
Swan Hills (East Metropolitan)	45-54	M		509
Swan Hills (East Metropolitan)	45-54	M	0	2582
Swan Hills (East Metropolitan)	45-54	M	1	711
Swan Hills (East Metropolitan)	55-64	F		169
Swan Hills (East Metropolitan)	55-64	F	0	2113
Swan Hills (East Metropolitan)	55-64	F	1	619
Swan Hills (East Metropolitan)	55-64	M		312
Swan Hills (East Metropolitan)	55-64	M	0	2171
Swan Hills (East Metropolitan)	55-64	M	1	507
Swan Hills (East Metropolitan)	65-74	F		173
Swan Hills (East Metropolitan)	65-74	F	0	1320
Swan Hills (East Metropolitan)	65-74	F	1	426
Swan Hills (East Metropolitan)	65-74	M		213
Swan Hills (East Metropolitan)	65-74	M	0	1499
Swan Hills (East Metropolitan)	65-74	M	1	393
Swan Hills (East Metropolitan)	75-84	F		77
Swan Hills (East Metropolitan)	75-84	F	0	501
Swan Hills (East Metropolitan)	75-84	F	1	129
Swan Hills (East Metropolitan)	75-84	M		106
Swan Hills (East Metropolitan)	75-84	M	0	591
Swan Hills (East Metropolitan)	75-84	M	1	125
Swan Hills (East Metropolitan)	85+	F		50
Swan Hills (East Metropolitan)	85+	F	0	180
Swan Hills (East Metropolitan)	85+	F	1	19
Swan Hills (East Metropolitan)	85+	M		30
Swan Hills (East Metropolitan)	85+	M	0	158
Swan Hills (East Metropolitan)	85+	M	1	10
Vasse (South West)	15-19	F		104
Vasse (South West)	15-19	F	0	648
Vasse (South West)	15-19	F	1	337
Vasse (South West)	15-19	M		123
Vasse (South West)	15-19	M	0	756
Vasse (South West)	15-19	M	1	283
Vasse (South West)	20-24	F		64
Vasse (South West)	20-24	F	0	572
Vasse (South West)	20-24	F	1	130
Vasse (South West)	20-24	M		48
Vasse (South West)	20-24	M	0	600
Vasse (South West)	20-24	M	1	90
Vasse (South West)	25-34	F		155
Vasse (South West)	25-34	F	0	1558
Vasse (South West)	25-34	F	1	423
Vasse (South West)	25-34	M		193
Vasse (South West)	25-34	M	0	1515
Vasse (South West)	25-34	M	1	245
Vasse (South West)	35-44	F		183
Vasse (South West)	35-44	F	0	1734
Vasse (South West)	35-44	F	1	977
Vasse (South West)	35-44	M		226
Vasse (South West)	35-44	M	0	1787
Vasse (South West)	35-44	M	1	620
Vasse (South West)	45-54	F		175
Vasse (South West)	45-54	F	0	1676
Vasse (South West)	45-54	F	1	871
Vasse (South West)	45-54	M		233
Vasse (South West)	45-54	M	0	1718
Vasse (South West)	45-54	M	1	684
Vasse (South West)	55-64	F		214
Vasse (South West)	55-64	F	0	1746
Vasse (South West)	55-64	F	1	727
Vasse (South West)	55-64	M		207
Vasse (South West)	55-64	M	0	1707
Vasse (South West)	55-64	M	1	511
Vasse (South West)	65-74	F		193
Vasse (South West)	65-74	F	0	1315
Vasse (South West)	65-74	F	1	744
Vasse (South West)	65-74	M		215
Vasse (South West)	65-74	M	0	1432
Vasse (South West)	65-74	M	1	595
Vasse (South West)	75-84	F		176
Vasse (South West)	75-84	F	0	720
Vasse (South West)	75-84	F	1	288
Vasse (South West)	75-84	M		140
Vasse (South West)	75-84	M	0	647
Vasse (South West)	75-84	M	1	260
Vasse (South West)	85+	F		139
Vasse (South West)	85+	F	0	342
Vasse (South West)	85+	F	1	51
Vasse (South West)	85+	M		77
Vasse (South West)	85+	M	0	223
Vasse (South West)	85+	M	1	49
Victoria Park (South Metropolitan)	15-19	F		81
Victoria Park (South Metropolitan)	15-19	F	0	752
Victoria Park (South Metropolitan)	15-19	F	1	329
Victoria Park (South Metropolitan)	15-19	M		103
Victoria Park (South Metropolitan)	15-19	M	0	865
Victoria Park (South Metropolitan)	15-19	M	1	244
Victoria Park (South Metropolitan)	20-24	F		199
Victoria Park (South Metropolitan)	20-24	F	0	1658
Victoria Park (South Metropolitan)	20-24	F	1	601
Victoria Park (South Metropolitan)	20-24	M		230
Victoria Park (South Metropolitan)	20-24	M	0	2178
Victoria Park (South Metropolitan)	20-24	M	1	512
Victoria Park (South Metropolitan)	25-34	F		541
Victoria Park (South Metropolitan)	25-34	F	0	3994
Victoria Park (South Metropolitan)	25-34	F	1	950
Victoria Park (South Metropolitan)	25-34	M		613
Victoria Park (South Metropolitan)	25-34	M	0	4581
Victoria Park (South Metropolitan)	25-34	M	1	751
Victoria Park (South Metropolitan)	35-44	F		280
Victoria Park (South Metropolitan)	35-44	F	0	2238
Victoria Park (South Metropolitan)	35-44	F	1	756
Victoria Park (South Metropolitan)	35-44	M		370
Victoria Park (South Metropolitan)	35-44	M	0	2631
Victoria Park (South Metropolitan)	35-44	M	1	599
Victoria Park (South Metropolitan)	45-54	F		226
Victoria Park (South Metropolitan)	45-54	F	0	1705
Victoria Park (South Metropolitan)	45-54	F	1	608
Victoria Park (South Metropolitan)	45-54	M		272
Victoria Park (South Metropolitan)	45-54	M	0	1921
Victoria Park (South Metropolitan)	45-54	M	1	478
Victoria Park (South Metropolitan)	55-64	F		191
Victoria Park (South Metropolitan)	55-64	F	0	1529
Victoria Park (South Metropolitan)	55-64	F	1	406
Victoria Park (South Metropolitan)	55-64	M		242
Victoria Park (South Metropolitan)	55-64	M	0	1602
Victoria Park (South Metropolitan)	55-64	M	1	324
Victoria Park (South Metropolitan)	65-74	F		169
Victoria Park (South Metropolitan)	65-74	F	0	998
Victoria Park (South Metropolitan)	65-74	F	1	261
Victoria Park (South Metropolitan)	65-74	M		181
Victoria Park (South Metropolitan)	65-74	M	0	1020
Victoria Park (South Metropolitan)	65-74	M	1	204
Victoria Park (South Metropolitan)	75-84	F		172
Victoria Park (South Metropolitan)	75-84	F	0	703
Victoria Park (South Metropolitan)	75-84	F	1	139
Victoria Park (South Metropolitan)	75-84	M		127
Victoria Park (South Metropolitan)	75-84	M	0	511
Victoria Park (South Metropolitan)	75-84	M	1	101
Victoria Park (South Metropolitan)	85+	F		222
Victoria Park (South Metropolitan)	85+	F	0	643
Victoria Park (South Metropolitan)	85+	F	1	50
Victoria Park (South Metropolitan)	85+	M		93
Victoria Park (South Metropolitan)	85+	M	0	264
Victoria Park (South Metropolitan)	85+	M	1	45
Wagin (Agricultural)	15-19	F		102
Wagin (Agricultural)	15-19	F	0	403
Wagin (Agricultural)	15-19	F	1	226
Wagin (Agricultural)	15-19	M		136
Wagin (Agricultural)	15-19	M	0	492
Wagin (Agricultural)	15-19	M	1	196
Wagin (Agricultural)	20-24	F		69
Wagin (Agricultural)	20-24	F	0	392
Wagin (Agricultural)	20-24	F	1	175
Wagin (Agricultural)	20-24	M		80
Wagin (Agricultural)	20-24	M	0	505
Wagin (Agricultural)	20-24	M	1	196
Wagin (Agricultural)	25-34	F		197
Wagin (Agricultural)	25-34	F	0	947
Wagin (Agricultural)	25-34	F	1	686
Wagin (Agricultural)	25-34	M		250
Wagin (Agricultural)	25-34	M	0	1077
Wagin (Agricultural)	25-34	M	1	503
Wagin (Agricultural)	35-44	F		189
Wagin (Agricultural)	35-44	F	0	802
Wagin (Agricultural)	35-44	F	1	982
Wagin (Agricultural)	35-44	M		253
Wagin (Agricultural)	35-44	M	0	1009
Wagin (Agricultural)	35-44	M	1	725
Wagin (Agricultural)	45-54	F		238
Wagin (Agricultural)	45-54	F	0	1189
Wagin (Agricultural)	45-54	F	1	930
Wagin (Agricultural)	45-54	M		303
Wagin (Agricultural)	45-54	M	0	1351
Wagin (Agricultural)	45-54	M	1	845
Wagin (Agricultural)	55-64	F		269
Wagin (Agricultural)	55-64	F	0	1273
Wagin (Agricultural)	55-64	F	1	896
Wagin (Agricultural)	55-64	M		304
Wagin (Agricultural)	55-64	M	0	1510
Wagin (Agricultural)	55-64	M	1	845
Wagin (Agricultural)	65-74	F		224
Wagin (Agricultural)	65-74	F	0	856
Wagin (Agricultural)	65-74	F	1	589
Wagin (Agricultural)	65-74	M		259
Wagin (Agricultural)	65-74	M	0	1106
Wagin (Agricultural)	65-74	M	1	588
Wagin (Agricultural)	75-84	F		148
Wagin (Agricultural)	75-84	F	0	496
Wagin (Agricultural)	75-84	F	1	279
Wagin (Agricultural)	75-84	M		158
Wagin (Agricultural)	75-84	M	0	512
Wagin (Agricultural)	75-84	M	1	245
Wagin (Agricultural)	85+	F		84
Wagin (Agricultural)	85+	F	0	236
Wagin (Agricultural)	85+	F	1	51
Wagin (Agricultural)	85+	M		43
Wagin (Agricultural)	85+	M	0	175
Wagin (Agricultural)	85+	M	1	40
Wanneroo (North Metropolitan)	15-19	F		71
Wanneroo (North Metropolitan)	15-19	F	0	1108
Wanneroo (North Metropolitan)	15-19	F	1	310
Wanneroo (North Metropolitan)	15-19	M		93
Wanneroo (North Metropolitan)	15-19	M	0	1188
Wanneroo (North Metropolitan)	15-19	M	1	236
Wanneroo (North Metropolitan)	20-24	F		83
Wanneroo (North Metropolitan)	20-24	F	0	1088
Wanneroo (North Metropolitan)	20-24	F	1	248
Wanneroo (North Metropolitan)	20-24	M		92
Wanneroo (North Metropolitan)	20-24	M	0	1207
Wanneroo (North Metropolitan)	20-24	M	1	188
Wanneroo (North Metropolitan)	25-34	F		169
Wanneroo (North Metropolitan)	25-34	F	0	2867
Wanneroo (North Metropolitan)	25-34	F	1	511
Wanneroo (North Metropolitan)	25-34	M		192
Wanneroo (North Metropolitan)	25-34	M	0	2836
Wanneroo (North Metropolitan)	25-34	M	1	340
Wanneroo (North Metropolitan)	35-44	F		130
Wanneroo (North Metropolitan)	35-44	F	0	2631
Wanneroo (North Metropolitan)	35-44	F	1	794
Wanneroo (North Metropolitan)	35-44	M		170
Wanneroo (North Metropolitan)	35-44	M	0	2766
Wanneroo (North Metropolitan)	35-44	M	1	530
Wanneroo (North Metropolitan)	45-54	F		142
Wanneroo (North Metropolitan)	45-54	F	0	2427
Wanneroo (North Metropolitan)	45-54	F	1	596
Wanneroo (North Metropolitan)	45-54	M		176
Wanneroo (North Metropolitan)	45-54	M	0	2422
Wanneroo (North Metropolitan)	45-54	M	1	446
Wanneroo (North Metropolitan)	55-64	F		114
Wanneroo (North Metropolitan)	55-64	F	0	1898
Wanneroo (North Metropolitan)	55-64	F	1	330
Wanneroo (North Metropolitan)	55-64	M		130
Wanneroo (North Metropolitan)	55-64	M	0	1807
Wanneroo (North Metropolitan)	55-64	M	1	267
Wanneroo (North Metropolitan)	65-74	F		119
Wanneroo (North Metropolitan)	65-74	F	0	1260
Wanneroo (North Metropolitan)	65-74	F	1	248
Wanneroo (North Metropolitan)	65-74	M		131
Wanneroo (North Metropolitan)	65-74	M	0	1229
Wanneroo (North Metropolitan)	65-74	M	1	174
Wanneroo (North Metropolitan)	75-84	F		92
Wanneroo (North Metropolitan)	75-84	F	0	685
Wanneroo (North Metropolitan)	75-84	F	1	84
Wanneroo (North Metropolitan)	75-84	M		69
Wanneroo (North Metropolitan)	75-84	M	0	507
Wanneroo (North Metropolitan)	75-84	M	1	85
Wanneroo (North Metropolitan)	85+	F		52
Wanneroo (North Metropolitan)	85+	F	0	264
Wanneroo (North Metropolitan)	85+	F	1	17
Wanneroo (North Metropolitan)	85+	M		29
Wanneroo (North Metropolitan)	85+	M	0	164
Wanneroo (North Metropolitan)	85+	M	1	12
Warnbro (South Metropolitan)	15-19	F		161
Warnbro (South Metropolitan)	15-19	F	0	1653
Warnbro (South Metropolitan)	15-19	F	1	410
Warnbro (South Metropolitan)	15-19	M		191
Warnbro (South Metropolitan)	15-19	M	0	1786
Warnbro (South Metropolitan)	15-19	M	1	351
Warnbro (South Metropolitan)	20-24	F		152
Warnbro (South Metropolitan)	20-24	F	0	1619
Warnbro (South Metropolitan)	20-24	F	1	282
Warnbro (South Metropolitan)	20-24	M		175
Warnbro (South Metropolitan)	20-24	M	0	1737
Warnbro (South Metropolitan)	20-24	M	1	199
Warnbro (South Metropolitan)	25-34	F		335
Warnbro (South Metropolitan)	25-34	F	0	3758
Warnbro (South Metropolitan)	25-34	F	1	715
Warnbro (South Metropolitan)	25-34	M		425
Warnbro (South Metropolitan)	25-34	M	0	3573
Warnbro (South Metropolitan)	25-34	M	1	420
Warnbro (South Metropolitan)	35-44	F		270
Warnbro (South Metropolitan)	35-44	F	0	3471
Warnbro (South Metropolitan)	35-44	F	1	1033
Warnbro (South Metropolitan)	35-44	M		371
Warnbro (South Metropolitan)	35-44	M	0	3455
Warnbro (South Metropolitan)	35-44	M	1	651
Warnbro (South Metropolitan)	45-54	F		297
Warnbro (South Metropolitan)	45-54	F	0	3346
Warnbro (South Metropolitan)	45-54	F	1	802
Warnbro (South Metropolitan)	45-54	M		368
Warnbro (South Metropolitan)	45-54	M	0	3474
Warnbro (South Metropolitan)	45-54	M	1	580
Warnbro (South Metropolitan)	55-64	F		158
Warnbro (South Metropolitan)	55-64	F	0	1923
Warnbro (South Metropolitan)	55-64	F	1	364
Warnbro (South Metropolitan)	55-64	M		188
Warnbro (South Metropolitan)	55-64	M	0	1945
Warnbro (South Metropolitan)	55-64	M	1	286
Warnbro (South Metropolitan)	65-74	F		125
Warnbro (South Metropolitan)	65-74	F	0	1176
Warnbro (South Metropolitan)	65-74	F	1	263
Warnbro (South Metropolitan)	65-74	M		137
Warnbro (South Metropolitan)	65-74	M	0	1153
Warnbro (South Metropolitan)	65-74	M	1	213
Warnbro (South Metropolitan)	75-84	F		122
Warnbro (South Metropolitan)	75-84	F	0	494
Warnbro (South Metropolitan)	75-84	F	1	106
Warnbro (South Metropolitan)	75-84	M		91
Warnbro (South Metropolitan)	75-84	M	0	517
Warnbro (South Metropolitan)	75-84	M	1	75
Warnbro (South Metropolitan)	85+	F		95
Warnbro (South Metropolitan)	85+	F	0	125
Warnbro (South Metropolitan)	85+	F	1	4
Warnbro (South Metropolitan)	85+	M		47
Warnbro (South Metropolitan)	85+	M	0	122
Warnbro (South Metropolitan)	85+	M	1	5
Warren-Blackwood (South West)	15-19	F		157
Warren-Blackwood (South West)	15-19	F	0	624
Warren-Blackwood (South West)	15-19	F	1	239
Warren-Blackwood (South West)	15-19	M		164
Warren-Blackwood (South West)	15-19	M	0	776
Warren-Blackwood (South West)	15-19	M	1	271
Warren-Blackwood (South West)	20-24	F		60
Warren-Blackwood (South West)	20-24	F	0	450
Warren-Blackwood (South West)	20-24	F	1	127
Warren-Blackwood (South West)	20-24	M		63
Warren-Blackwood (South West)	20-24	M	0	501
Warren-Blackwood (South West)	20-24	M	1	124
Warren-Blackwood (South West)	25-34	F		173
Warren-Blackwood (South West)	25-34	F	0	1331
Warren-Blackwood (South West)	25-34	F	1	463
Warren-Blackwood (South West)	25-34	M		165
Warren-Blackwood (South West)	25-34	M	0	1268
Warren-Blackwood (South West)	25-34	M	1	294
Warren-Blackwood (South West)	35-44	F		194
Warren-Blackwood (South West)	35-44	F	0	1317
Warren-Blackwood (South West)	35-44	F	1	1028
Warren-Blackwood (South West)	35-44	M		225
Warren-Blackwood (South West)	35-44	M	0	1514
Warren-Blackwood (South West)	35-44	M	1	640
Warren-Blackwood (South West)	45-54	F		260
Warren-Blackwood (South West)	45-54	F	0	1657
Warren-Blackwood (South West)	45-54	F	1	1066
Warren-Blackwood (South West)	45-54	M		290
Warren-Blackwood (South West)	45-54	M	0	1697
Warren-Blackwood (South West)	45-54	M	1	861
Warren-Blackwood (South West)	55-64	F		279
Warren-Blackwood (South West)	55-64	F	0	1906
Warren-Blackwood (South West)	55-64	F	1	1022
Warren-Blackwood (South West)	55-64	M		296
Warren-Blackwood (South West)	55-64	M	0	1988
Warren-Blackwood (South West)	55-64	M	1	844
Warren-Blackwood (South West)	65-74	F		249
