SED_NAME16	MaxSchoolingCompleted	Sex	persons
Cook	Year 9	M	1264
Cook	Year 10	F	4356
Cook	Year 10	M	4999
Cook	Year 11	F	1965
Cook	Year 11	M	1863
Cook	Year 12	F	8158
Cook	Year 12	M	7278
Coomera	Did not go to school	F	95
Coomera	Did not go to school	M	105
Coomera	Year 8	F	1038
Coomera	Year 8	M	977
Coomera	Year 9	F	1542
Coomera	Year 9	M	1721
Coomera	Year 10	F	7142
Coomera	Year 10	M	6736
Coomera	Year 11	F	2821
Coomera	Year 11	M	2788
Coomera	Year 12	F	14682
Coomera	Year 12	M	12900
Currumbin	Did not go to school	F	38
Currumbin	Did not go to school	M	55
Currumbin	Year 8	F	758
Currumbin	Year 8	M	642
Currumbin	Year 9	F	1100
Currumbin	Year 9	M	1038
Currumbin	Year 10	F	5518
Currumbin	Year 10	M	5039
Currumbin	Year 11	F	1652
Currumbin	Year 11	M	1703
Currumbin	Year 12	F	10126
Currumbin	Year 12	M	9200
Dalrymple	Did not go to school	F	71
Dalrymple	Did not go to school	M	78
Dalrymple	Year 8	F	1165
Dalrymple	Year 8	M	1441
Dalrymple	Year 9	F	1040
Dalrymple	Year 9	M	1273
Dalrymple	Year 10	F	5011
Dalrymple	Year 10	M	5304
Dalrymple	Year 11	F	1509
Dalrymple	Year 11	M	1512
Dalrymple	Year 12	F	7764
Dalrymple	Year 12	M	6688
Everton	Did not go to school	F	42
Everton	Did not go to school	M	39
Everton	Year 8	F	735
Everton	Year 8	M	474
Everton	Year 9	F	595
Everton	Year 9	M	612
Everton	Year 10	F	3788
Everton	Year 10	M	3307
Everton	Year 11	F	1176
Everton	Year 11	M	1339
Everton	Year 12	F	11886
Everton	Year 12	M	11027
Ferny Grove	Did not go to school	F	45
Ferny Grove	Did not go to school	M	35
Ferny Grove	Year 8	F	595
Ferny Grove	Year 8	M	482
Ferny Grove	Year 9	F	532
Ferny Grove	Year 9	M	563
Ferny Grove	Year 10	F	3646
Ferny Grove	Year 10	M	3354
Ferny Grove	Year 11	F	1159
Ferny Grove	Year 11	M	1295
Ferny Grove	Year 12	F	11530
Ferny Grove	Year 12	M	10839
Gaven	Did not go to school	F	83
Gaven	Did not go to school	M	70
Gaven	Year 8	F	731
Gaven	Year 8	M	702
Gaven	Year 9	F	1180
Gaven	Year 9	M	1372
Gaven	Year 10	F	5760
Gaven	Year 10	M	5632
Gaven	Year 11	F	2273
Gaven	Year 11	M	2288
Gaven	Year 12	F	11999
Gaven	Year 12	M	10528
Gladstone	Did not go to school	F	41
Gladstone	Did not go to school	M	63
Gladstone	Year 8	F	898
Gladstone	Year 8	M	944
Gladstone	Year 9	F	962
Gladstone	Year 9	M	1267
Gladstone	Year 10	F	5425
Gladstone	Year 10	M	6310
Gladstone	Year 11	F	2010
Gladstone	Year 11	M	2385
Gladstone	Year 12	F	9634
Gladstone	Year 12	M	8907
Glass House	Did not go to school	F	55
Glass House	Did not go to school	M	58
Glass House	Year 8	F	914
Glass House	Year 8	M	1147
Glass House	Year 9	F	1108
Glass House	Year 9	M	1342
Glass House	Year 10	F	6054
Glass House	Year 10	M	6198
Glass House	Year 11	F	1854
Glass House	Year 11	M	1938
Glass House	Year 12	F	10698
Glass House	Year 12	M	9027
Greenslopes	Did not go to school	F	94
Greenslopes	Did not go to school	M	55
Greenslopes	Year 8	F	775
Greenslopes	Year 8	M	437
Greenslopes	Year 9	F	451
Greenslopes	Year 9	M	461
Greenslopes	Year 10	F	2638
Greenslopes	Year 10	M	2297
Greenslopes	Year 11	F	948
Greenslopes	Year 11	M	1008
Greenslopes	Year 12	F	13867
Greenslopes	Year 12	M	12914
Gregory	Did not go to school	F	42
Gregory	Did not go to school	M	75
Gregory	Year 8	F	724
Gregory	Year 8	M	1083
Gregory	Year 9	F	604
Gregory	Year 9	M	997
Gregory	Year 10	F	3688
Gregory	Year 10	M	4669
Gregory	Year 11	F	1209
Gregory	Year 11	M	1311
Gregory	Year 12	F	7093
Gregory	Year 12	M	5922
Gympie	Did not go to school	F	52
Gympie	Did not go to school	M	65
Gympie	Year 8	F	1390
Gympie	Year 8	M	1575
Gympie	Year 9	F	1287
Gympie	Year 9	M	1621
Gympie	Year 10	F	6241
Gympie	Year 10	M	6159
Gympie	Year 11	F	1736
Gympie	Year 11	M	1707
Gympie	Year 12	F	7844
Gympie	Year 12	M	6560
Hervey Bay	Did not go to school	F	71
Hervey Bay	Did not go to school	M	94
Hervey Bay	Year 8	F	1600
Hervey Bay	Year 8	M	1560
Hervey Bay	Year 9	F	1728
Hervey Bay	Year 9	M	1685
Hervey Bay	Year 10	F	7199
Hervey Bay	Year 10	M	6286
Hervey Bay	Year 11	F	1969
Hervey Bay	Year 11	M	1954
Hervey Bay	Year 12	F	8452
Hervey Bay	Year 12	M	7136
Hinchinbrook	Did not go to school	F	70
Hinchinbrook	Did not go to school	M	85
Hinchinbrook	Year 8	F	1227
Hinchinbrook	Year 8	M	1503
Hinchinbrook	Year 9	F	998
Hinchinbrook	Year 9	M	1380
Hinchinbrook	Year 10	F	5522
Hinchinbrook	Year 10	M	6039
Hinchinbrook	Year 11	F	1787
Hinchinbrook	Year 11	M	2137
Hinchinbrook	Year 12	F	9041
Hinchinbrook	Year 12	M	8076
Inala	Did not go to school	F	657
Inala	Did not go to school	M	457
Inala	Year 8	F	1523
Inala	Year 8	M	1255
Inala	Year 9	F	1076
Inala	Year 9	M	1029
Inala	Year 10	F	4104
Inala	Year 10	M	4216
Inala	Year 11	F	1581
Inala	Year 11	M	1691
Inala	Year 12	F	10927
Inala	Year 12	M	10275
Indooroopilly	Did not go to school	F	50
Indooroopilly	Did not go to school	M	42
Indooroopilly	Year 8	F	291
Indooroopilly	Year 8	M	172
Indooroopilly	Year 9	F	351
Indooroopilly	Year 9	M	312
Indooroopilly	Year 10	F	1698
Indooroopilly	Year 10	M	1269
Indooroopilly	Year 11	F	776
Indooroopilly	Year 11	M	733
Indooroopilly	Year 12	F	17489
Indooroopilly	Year 12	M	16675
Ipswich	Did not go to school	F	96
Ipswich	Did not go to school	M	129
Ipswich	Year 8	F	1547
Ipswich	Year 8	M	1340
Ipswich	Year 9	F	1143
Ipswich	Year 9	M	1328
Ipswich	Year 10	F	5622
Ipswich	Year 10	M	5366
Ipswich	Year 11	F	1514
Ipswich	Year 11	M	1726
Ipswich	Year 12	F	9498
Ipswich	Year 12	M	8360
Ipswich West	Did not go to school	F	63
Ipswich West	Did not go to school	M	75
Ipswich West	Year 8	F	1425
Ipswich West	Year 8	M	1481
Ipswich West	Year 9	F	1276
Ipswich West	Year 9	M	1422
Ipswich West	Year 10	F	5935
Ipswich West	Year 10	M	6025
Ipswich West	Year 11	F	1719
Ipswich West	Year 11	M	1817
Ipswich West	Year 12	F	9494
Ipswich West	Year 12	M	8104
Kallangur	Did not go to school	F	56
Kallangur	Did not go to school	M	60
Kallangur	Year 8	F	906
Kallangur	Year 8	M	814
Kallangur	Year 9	F	997
Kallangur	Year 9	M	1089
Kallangur	Year 10	F	5398
Kallangur	Year 10	M	5103
Kallangur	Year 11	F	1824
Kallangur	Year 11	M	1896
Kallangur	Year 12	F	10755
Kallangur	Year 12	M	9569
Kawana	Did not go to school	F	49
Kawana	Did not go to school	M	49
Kawana	Year 8	F	1048
Kawana	Year 8	M	895
Kawana	Year 9	F	1185
Kawana	Year 9	M	1091
Kawana	Year 10	F	5916
Kawana	Year 10	M	5102
Kawana	Year 11	F	1980
Kawana	Year 11	M	1867
Kawana	Year 12	F	11147
Kawana	Year 12	M	9854
Keppel	Did not go to school	F	59
Keppel	Did not go to school	M	112
Keppel	Year 8	F	1267
Keppel	Year 8	M	1372
Keppel	Year 9	F	1090
Keppel	Year 9	M	1274
Keppel	Year 10	F	5965
Keppel	Year 10	M	5978
Keppel	Year 11	F	1693
Keppel	Year 11	M	1838
Keppel	Year 12	F	9886
Keppel	Year 12	M	8657
Lockyer	Did not go to school	F	85
Lockyer	Did not go to school	M	120
Lockyer	Year 8	F	1472
Lockyer	Year 8	M	1706
Lockyer	Year 9	F	1184
Lockyer	Year 9	M	1561
Lockyer	Year 10	F	5912
Lockyer	Year 10	M	6433
Lockyer	Year 11	F	1680
Lockyer	Year 11	M	1711
Lockyer	Year 12	F	9601
Lockyer	Year 12	M	7827
Logan	Did not go to school	F	186
Logan	Did not go to school	M	145
Logan	Year 8	F	849
Logan	Year 8	M	927
Logan	Year 9	F	1052
Logan	Year 9	M	1296
Logan	Year 10	F	5222
Logan	Year 10	M	5543
Logan	Year 11	F	1735
Logan	Year 11	M	1867
Logan	Year 12	F	9428
Logan	Year 12	M	8293
Lytton	Did not go to school	F	56
Lytton	Did not go to school	M	60
Lytton	Year 8	F	1147
Lytton	Year 8	M	870
Lytton	Year 9	F	896
Lytton	Year 9	M	871
Lytton	Year 10	F	4647
Lytton	Year 10	M	4318
Lytton	Year 11	F	1496
Lytton	Year 11	M	1598
Lytton	Year 12	F	11188
Lytton	Year 12	M	10017
Mackay	Did not go to school	F	60
Mackay	Did not go to school	M	74
Mackay	Year 8	F	1237
Mackay	Year 8	M	1144
Mackay	Year 9	F	976
Mackay	Year 9	M	1084
Mackay	Year 10	F	4750
Mackay	Year 10	M	4943
Mackay	Year 11	F	1432
Mackay	Year 11	M	1593
Mackay	Year 12	F	7529
Mackay	Year 12	M	6711
Mansfield	Did not go to school	F	136
Mansfield	Did not go to school	M	92
Mansfield	Year 8	F	870
Mansfield	Year 8	M	684
Mansfield	Year 9	F	553
Mansfield	Year 9	M	591
Mansfield	Year 10	F	3259
Mansfield	Year 10	M	2802
Mansfield	Year 11	F	998
Mansfield	Year 11	M	1067
Mansfield	Year 12	F	12826
Mansfield	Year 12	M	12039
Maroochydore	Did not go to school	F	46
Maroochydore	Did not go to school	M	46
Maroochydore	Year 8	F	801
Maroochydore	Year 8	M	702
Maroochydore	Year 9	F	1028
Maroochydore	Year 9	M	1014
Maroochydore	Year 10	F	5680
Maroochydore	Year 10	M	5175
Maroochydore	Year 11	F	1959
Maroochydore	Year 11	M	1863
Maroochydore	Year 12	F	11961
Maroochydore	Year 12	M	10630
Maryborough	Did not go to school	F	60
Maryborough	Did not go to school	M	87
Maryborough	Year 8	F	1622
Maryborough	Year 8	M	1993
Maryborough	Year 9	F	1595
Maryborough	Year 9	M	1758
Maryborough	Year 10	F	7198
Maryborough	Year 10	M	7086
Maryborough	Year 11	F	1674
Maryborough	Year 11	M	1622
Maryborough	Year 12	F	6738
Maryborough	Year 12	M	5814
Mermaid Beach	Did not go to school	F	89
Mermaid Beach	Did not go to school	M	74
Mermaid Beach	Year 8	F	650
Mermaid Beach	Year 8	M	547
Mermaid Beach	Year 9	F	924
Mermaid Beach	Year 9	M	820
Mermaid Beach	Year 10	F	4500
Mermaid Beach	Year 10	M	3951
Mermaid Beach	Year 11	F	1904
Mermaid Beach	Year 11	M	1814
Mermaid Beach	Year 12	F	13664
Mermaid Beach	Year 12	M	12568
Mirani	Did not go to school	F	46
Mirani	Did not go to school	M	71
Mirani	Year 8	F	1099
Mirani	Year 8	M	1683
Mirani	Year 9	F	1020
Mirani	Year 9	M	1487
Mirani	Year 10	F	5709
Mirani	Year 10	M	7040
Mirani	Year 11	F	1643
Mirani	Year 11	M	2000
Mirani	Year 12	F	7989
Mirani	Year 12	M	6652
Moggill	Did not go to school	F	25
Moggill	Did not go to school	M	30
Moggill	Year 8	F	287
Moggill	Year 8	M	221
Moggill	Year 9	F	460
Moggill	Year 9	M	477
Moggill	Year 10	F	2567
Moggill	Year 10	M	2125
Moggill	Year 11	F	1121
Moggill	Year 11	M	1055
Moggill	Year 12	F	13986
Moggill	Year 12	M	13258
Morayfield	Did not go to school	F	56
Morayfield	Did not go to school	M	76
Morayfield	Year 8	F	919
Morayfield	Year 8	M	997
Morayfield	Year 9	F	1369
Morayfield	Year 9	M	1399
Morayfield	Year 10	F	6077
Morayfield	Year 10	M	5973
Morayfield	Year 11	F	2068
Morayfield	Year 11	M	2080
Morayfield	Year 12	F	10152
Morayfield	Year 12	M	8683
Mount Coot-tha	Did not go to school	F	38
Mount Coot-tha	Did not go to school	M	49
Mount Coot-tha	Year 8	F	326
Mount Coot-tha	Year 8	M	254
Mount Coot-tha	Year 9	F	293
Mount Coot-tha	Year 9	M	253
Mount Coot-tha	Year 10	F	1530
Mount Coot-tha	Year 10	M	1292
Mount Coot-tha	Year 11	F	779
Mount Coot-tha	Year 11	M	755
Mount Coot-tha	Year 12	F	15775
Mount Coot-tha	Year 12	M	15045
Mount Isa	Did not go to school	F	75
Mount Isa	Did not go to school	M	99
Mount Isa	Year 8	F	659
Mount Isa	Year 8	M	982
Mount Isa	Year 9	F	582
Mount Isa	Year 9	M	836
Mount Isa	Year 10	F	2851
Mount Isa	Year 10	M	3715
Mount Isa	Year 11	F	969
Mount Isa	Year 11	M	1089
Mount Isa	Year 12	F	5187
Mount Isa	Year 12	M	4574
Mount Ommaney	Did not go to school	F	117
Mount Ommaney	Did not go to school	M	100
Mount Ommaney	Year 8	F	560
Mount Ommaney	Year 8	M	400
Mount Ommaney	Year 9	F	485
Mount Ommaney	Year 9	M	499
Mount Ommaney	Year 10	F	2996
Mount Ommaney	Year 10	M	2528
Mount Ommaney	Year 11	F	1080
Mount Ommaney	Year 11	M	1143
Mount Ommaney	Year 12	F	12783
Mount Ommaney	Year 12	M	12245
Mudgeeraba	Did not go to school	F	46
Mudgeeraba	Did not go to school	M	45
Mudgeeraba	Year 8	F	537
Mudgeeraba	Year 8	M	609
Mudgeeraba	Year 9	F	1010
Mudgeeraba	Year 9	M	1066
Mudgeeraba	Year 10	F	5095
Mudgeeraba	Year 10	M	4942
Mudgeeraba	Year 11	F	2053
Mudgeeraba	Year 11	M	2020
Mudgeeraba	Year 12	F	12693
Mudgeeraba	Year 12	M	11014
Mulgrave	Did not go to school	F	183
Mulgrave	Did not go to school	M	171
Mulgrave	Year 8	F	1211
Mulgrave	Year 8	M	1203
Mulgrave	Year 9	F	1058
Mulgrave	Year 9	M	1247
Mulgrave	Year 10	F	5088
Mulgrave	Year 10	M	5426
Mulgrave	Year 11	F	1981
Mulgrave	Year 11	M	2074
Mulgrave	Year 12	F	8782
Mulgrave	Year 12	M	7451
Mundingburra	Did not go to school	F	126
Mundingburra	Did not go to school	M	92
Mundingburra	Year 8	F	960
Mundingburra	Year 8	M	781
Mundingburra	Year 9	F	804
Mundingburra	Year 9	M	807
Mundingburra	Year 10	F	4144
Mundingburra	Year 10	M	3836
Mundingburra	Year 11	F	1345
Mundingburra	Year 11	M	1479
Mundingburra	Year 12	F	10045
Mundingburra	Year 12	M	9164
Murrumba	Did not go to school	F	88
Murrumba	Did not go to school	M	98
Murrumba	Year 8	F	1205
Murrumba	Year 8	M	1231
Murrumba	Year 9	F	1522
Murrumba	Year 9	M	1484
Murrumba	Year 10	F	7015
Murrumba	Year 10	M	6352
Murrumba	Year 11	F	2493
Murrumba	Year 11	M	2462
Murrumba	Year 12	F	14770
Murrumba	Year 12	M	12789
Nanango	Did not go to school	F	59
Nanango	Did not go to school	M	82
Nanango	Year 8	F	1589
Nanango	Year 8	M	2067
Nanango	Year 9	F	1325
Nanango	Year 9	M	1691
Nanango	Year 10	F	5968
Nanango	Year 10	M	6474
Nanango	Year 11	F	1634
Nanango	Year 11	M	1539
Nanango	Year 12	F	7542
Nanango	Year 12	M	6195
Nicklin	Did not go to school	F	50
Nicklin	Did not go to school	M	63
Nicklin	Year 8	F	994
Nicklin	Year 8	M	992
Nicklin	Year 9	F	1055
Nicklin	Year 9	M	1195
Nicklin	Year 10	F	5787
Nicklin	Year 10	M	5536
Nicklin	Year 11	F	1969
Nicklin	Year 11	M	1963
Nicklin	Year 12	F	10067
Nicklin	Year 12	M	8460
Noosa	Did not go to school	F	31
Noosa	Did not go to school	M	45
Noosa	Year 8	F	614
Noosa	Year 8	M	559
Noosa	Year 9	F	959
Noosa	Year 9	M	1019
Noosa	Year 10	F	5203
Noosa	Year 10	M	4766
Noosa	Year 11	F	2018
Noosa	Year 11	M	1963
Noosa	Year 12	F	11753
Noosa	Year 12	M	10645
Nudgee	Did not go to school	F	166
Nudgee	Did not go to school	M	128
Nudgee	Year 8	F	1218
Nudgee	Year 8	M	928
Nudgee	Year 9	F	669
Nudgee	Year 9	M	807
Nudgee	Year 10	F	4170
Nudgee	Year 10	M	3841
Nudgee	Year 11	F	1339
Nudgee	Year 11	M	1507
Nudgee	Year 12	F	13763
Nudgee	Year 12	M	13266
Pine Rivers	Did not go to school	F	68
Pine Rivers	Did not go to school	M	66
Pine Rivers	Year 8	F	811
Pine Rivers	Year 8	M	802
Pine Rivers	Year 9	F	879
Pine Rivers	Year 9	M	946
Pine Rivers	Year 10	F	5084
Pine Rivers	Year 10	M	5041
Pine Rivers	Year 11	F	1658
Pine Rivers	Year 11	M	1791
Pine Rivers	Year 12	F	11702
Pine Rivers	Year 12	M	10623
Pumicestone	Did not go to school	F	97
Pumicestone	Did not go to school	M	89
Pumicestone	Year 8	F	1672
Pumicestone	Year 8	M	1700
Pumicestone	Year 9	F	1661
Pumicestone	Year 9	M	1685
Pumicestone	Year 10	F	7156
Pumicestone	Year 10	M	6683
Pumicestone	Year 11	F	1982
Pumicestone	Year 11	M	1905
Pumicestone	Year 12	F	8737
Pumicestone	Year 12	M	7598
Redcliffe	Did not go to school	F	71
Redcliffe	Did not go to school	M	83
Redcliffe	Year 8	F	1380
Redcliffe	Year 8	M	1121
Redcliffe	Year 9	F	1263
Redcliffe	Year 9	M	1263
Redcliffe	Year 10	F	5809
Redcliffe	Year 10	M	5364
Redcliffe	Year 11	F	1726
Redcliffe	Year 11	M	1701
Redcliffe	Year 12	F	9557
Redcliffe	Year 12	M	8389
Redlands	Did not go to school	F	36
Redlands	Did not go to school	M	55
Redlands	Year 8	F	1000
Redlands	Year 8	M	1013
Redlands	Year 9	F	1057
Redlands	Year 9	M	1167
Redlands	Year 10	F	5904
Redlands	Year 10	M	5718
Redlands	Year 11	F	1739
Redlands	Year 11	M	1863
Redlands	Year 12	F	10413
Redlands	Year 12	M	9136
Rockhampton	Did not go to school	F	74
Rockhampton	Did not go to school	M	83
Rockhampton	Year 8	F	1504
Rockhampton	Year 8	M	1482
Rockhampton	Year 9	F	1067
Rockhampton	Year 9	M	1198
Rockhampton	Year 10	F	5337
Rockhampton	Year 10	M	5098
Rockhampton	Year 11	F	1564
Rockhampton	Year 11	M	1561
Rockhampton	Year 12	F	8621
Rockhampton	Year 12	M	7362
Sandgate	Did not go to school	F	107
Sandgate	Did not go to school	M	96
Sandgate	Year 8	F	1213
Sandgate	Year 8	M	920
Sandgate	Year 9	F	821
Sandgate	Year 9	M	873
Sandgate	Year 10	F	4599
Sandgate	Year 10	M	4104
Sandgate	Year 11	F	1314
Sandgate	Year 11	M	1477
Sandgate	Year 12	F	11771
Sandgate	Year 12	M	10469
South Brisbane	Did not go to school	F	162
South Brisbane	Did not go to school	M	142
South Brisbane	Year 8	F	638
South Brisbane	Year 8	M	577
South Brisbane	Year 9	F	391
South Brisbane	Year 9	M	484
South Brisbane	Year 10	F	2144
South Brisbane	Year 10	M	2134
South Brisbane	Year 11	F	948
South Brisbane	Year 11	M	1187
South Brisbane	Year 12	F	17980
South Brisbane	Year 12	M	18221
Southern Downs	Did not go to school	F	81
Southern Downs	Did not go to school	M	78
Southern Downs	Year 8	F	1532
Southern Downs	Year 8	M	1817
Southern Downs	Year 9	F	1181
Southern Downs	Year 9	M	1471
Southern Downs	Year 10	F	5951
Southern Downs	Year 10	M	6080
Southern Downs	Year 11	F	1454
Southern Downs	Year 11	M	1465
Southern Downs	Year 12	F	7862
Southern Downs	Year 12	M	6441
Southport	Did not go to school	F	156
Southport	Did not go to school	M	121
Southport	Year 8	F	1015
Southport	Year 8	M	826
Southport	Year 9	F	1168
Southport	Year 9	M	1147
Southport	Year 10	F	5202
Southport	Year 10	M	4724
Southport	Year 11	F	1945
Southport	Year 11	M	1977
Southport	Year 12	F	14319
Southport	Year 12	M	13204
Springwood	Did not go to school	F	58
Springwood	Did not go to school	M	55
Springwood	Year 8	F	647
Springwood	Year 8	M	584
Springwood	Year 9	F	769
Springwood	Year 9	M	763
Springwood	Year 10	F	4508
Springwood	Year 10	M	4087
Springwood	Year 11	F	1463
Springwood	Year 11	M	1608
Springwood	Year 12	F	11680
Springwood	Year 12	M	11129
Stafford	Did not go to school	F	108
Stafford	Did not go to school	M	80
Stafford	Year 8	F	848
Stafford	Year 8	M	562
Stafford	Year 9	F	508
Stafford	Year 9	M	503
Stafford	Year 10	F	3039
Stafford	Year 10	M	2612
Stafford	Year 11	F	956
Stafford	Year 11	M	1059
Stafford	Year 12	F	13354
Stafford	Year 12	M	12430
Stretton	Did not go to school	F	379
Stretton	Did not go to school	M	266
Stretton	Year 8	F	1018
Stretton	Year 8	M	677
Stretton	Year 9	F	683
Stretton	Year 9	M	627
Stretton	Year 10	F	2945
Stretton	Year 10	M	2621
Stretton	Year 11	F	1117
Stretton	Year 11	M	1180
Stretton	Year 12	F	16787
Stretton	Year 12	M	16566
Sunnybank	Did not go to school	F	449
Sunnybank	Did not go to school	M	317
Sunnybank	Year 8	F	1382
Sunnybank	Year 8	M	1045
Sunnybank	Year 9	F	763
Sunnybank	Year 9	M	709
Sunnybank	Year 10	F	3189
Sunnybank	Year 10	M	2891
Sunnybank	Year 11	F	1003
Sunnybank	Year 11	M	1196
Sunnybank	Year 12	F	14862
Sunnybank	Year 12	M	15026
Surfers Paradise	Did not go to school	F	115
Surfers Paradise	Did not go to school	M	95
Surfers Paradise	Year 8	F	611
Surfers Paradise	Year 8	M	579
Surfers Paradise	Year 9	F	948
Surfers Paradise	Year 9	M	919
Surfers Paradise	Year 10	F	4556
Surfers Paradise	Year 10	M	4170
Surfers Paradise	Year 11	F	1837
Surfers Paradise	Year 11	M	1880
Surfers Paradise	Year 12	F	14368
Surfers Paradise	Year 12	M	14208
Thuringowa	Did not go to school	F	58
Thuringowa	Did not go to school	M	61
Thuringowa	Year 8	F	846
Thuringowa	Year 8	M	951
Thuringowa	Year 9	F	1001
Thuringowa	Year 9	M	1160
Thuringowa	Year 10	F	5540
Thuringowa	Year 10	M	5183
Thuringowa	Year 11	F	1895
Thuringowa	Year 11	M	2046
Thuringowa	Year 12	F	9984
Thuringowa	Year 12	M	8390
Toowoomba North	Did not go to school	F	107
Toowoomba North	Did not go to school	M	101
Toowoomba North	Year 8	F	1371
Toowoomba North	Year 8	M	1260
Toowoomba North	Year 9	F	1053
Toowoomba North	Year 9	M	1121
Toowoomba North	Year 10	F	5338
Toowoomba North	Year 10	M	4940
Toowoomba North	Year 11	F	1527
Toowoomba North	Year 11	M	1455
Toowoomba North	Year 12	F	10043
Toowoomba North	Year 12	M	8707
Toowoomba South	Did not go to school	F	124
Toowoomba South	Did not go to school	M	112
Toowoomba South	Year 8	F	1530
Toowoomba South	Year 8	M	1115
Toowoomba South	Year 9	F	977
Toowoomba South	Year 9	M	988
Toowoomba South	Year 10	F	5403
Toowoomba South	Year 10	M	4457
Toowoomba South	Year 11	F	1473
Toowoomba South	Year 11	M	1323
Toowoomba South	Year 12	F	10474
Toowoomba South	Year 12	M	9283
Townsville	Did not go to school	F	72
Townsville	Did not go to school	M	78
Townsville	Year 8	F	933
Townsville	Year 8	M	973
Townsville	Year 9	F	846
Townsville	Year 9	M	965
Townsville	Year 10	F	4197
Townsville	Year 10	M	4418
Townsville	Year 11	F	1590
Townsville	Year 11	M	1786
Townsville	Year 12	F	10823
Townsville	Year 12	M	9980
Warrego	Did not go to school	F	76
Warrego	Did not go to school	M	115
Warrego	Year 8	F	1172
Warrego	Year 8	M	1617
Warrego	Year 9	F	770
Warrego	Year 9	M	1121
Warrego	Year 10	F	3977
Warrego	Year 10	M	4867
Warrego	Year 11	F	1138
Warrego	Year 11	M	1169
Warrego	Year 12	F	6571
Warrego	Year 12	M	5150
Waterford	Did not go to school	F	292
Waterford	Did not go to school	M	233
Waterford	Year 8	F	1514
Waterford	Year 8	M	1388
Waterford	Year 9	F	1488
Waterford	Year 9	M	1555
Waterford	Year 10	F	6224
Waterford	Year 10	M	5970
Waterford	Year 11	F	2249
Waterford	Year 11	M	2211
Waterford	Year 12	F	11760
Waterford	Year 12	M	10535
Whitsunday	Did not go to school	F	34
Whitsunday	Did not go to school	M	45
Whitsunday	Year 8	F	901
Whitsunday	Year 8	M	1046
Whitsunday	Year 9	F	1104
Whitsunday	Year 9	M	1282
Whitsunday	Year 10	F	5851
Whitsunday	Year 10	M	6587
Whitsunday	Year 11	F	2070
Whitsunday	Year 11	M	2410
Whitsunday	Year 12	F	10887
Whitsunday	Year 12	M	9373
Woodridge	Did not go to school	F	642
Woodridge	Did not go to school	M	585
Woodridge	Year 8	F	1601
Woodridge	Year 8	M	1577
Woodridge	Year 9	F	1342
Woodridge	Year 9	M	1551
Woodridge	Year 10	F	5078
Woodridge	Year 10	M	5125
Woodridge	Year 11	F	2047
Woodridge	Year 11	M	2047
Woodridge	Year 12	F	10662
Woodridge	Year 12	M	10093
Yeerongpilly	Did not go to school	F	161
Yeerongpilly	Did not go to school	M	117
Yeerongpilly	Year 8	F	786
Yeerongpilly	Year 8	M	643
Yeerongpilly	Year 9	F	516
Yeerongpilly	Year 9	M	562
Yeerongpilly	Year 10	F	2785
Yeerongpilly	Year 10	M	2591
Yeerongpilly	Year 11	F	903
Yeerongpilly	Year 11	M	1164
Yeerongpilly	Year 12	F	14974
Yeerongpilly	Year 12	M	14388
No usual address (Qld)	Did not go to school	F	24
No usual address (Qld)	Did not go to school	M	50
No usual address (Qld)	Year 8	F	186
No usual address (Qld)	Year 8	M	325
No usual address (Qld)	Year 9	F	281
No usual address (Qld)	Year 9	M	448
No usual address (Qld)	Year 10	F	1198
No usual address (Qld)	Year 10	M	1468
No usual address (Qld)	Year 11	F	379
No usual address (Qld)	Year 11	M	492
No usual address (Qld)	Year 12	F	2089
No usual address (Qld)	Year 12	M	2120
Migratory - Offshore - Shipping (Qld)	Year 8	F	6
Migratory - Offshore - Shipping (Qld)	Year 8	M	5
Migratory - Offshore - Shipping (Qld)	Year 9	F	7
Migratory - Offshore - Shipping (Qld)	Year 9	M	3
Migratory - Offshore - Shipping (Qld)	Year 10	F	26
Migratory - Offshore - Shipping (Qld)	Year 10	M	13
Migratory - Offshore - Shipping (Qld)	Year 11	F	9
Migratory - Offshore - Shipping (Qld)	Year 11	M	7
Migratory - Offshore - Shipping (Qld)	Year 12	F	23
Migratory - Offshore - Shipping (Qld)	Year 12	M	24
Adelaide	Did not go to school	F	104
Adelaide	Did not go to school	M	111
Adelaide	Year 8	F	509
Adelaide	Year 8	M	428
Adelaide	Year 9	F	414
Adelaide	Year 9	M	408
Adelaide	Year 10	F	1275
Adelaide	Year 10	M	1243
Adelaide	Year 11	F	1628
Adelaide	Year 11	M	1679
Adelaide	Year 12	F	12956
Adelaide	Year 12	M	12865
Ashford	Did not go to school	F	94
Ashford	Did not go to school	M	72
Ashford	Year 8	F	661
Ashford	Year 8	M	479
Ashford	Year 9	F	547
Ashford	Year 9	M	480
Ashford	Year 10	F	1714
Ashford	Year 10	M	1505
Ashford	Year 11	F	1960
Ashford	Year 11	M	2027
Ashford	Year 12	F	9333
Ashford	Year 12	M	8590
Bragg	Did not go to school	F	39
Bragg	Did not go to school	M	32
Bragg	Year 8	F	345
Bragg	Year 8	M	254
Bragg	Year 9	F	506
Bragg	Year 9	M	402
Bragg	Year 10	F	1376
Bragg	Year 10	M	1037
Bragg	Year 11	F	1720
Bragg	Year 11	M	1416
Bragg	Year 12	F	9993
Bragg	Year 12	M	9313
Bright	Did not go to school	F	54
Bright	Did not go to school	M	81
Bright	Year 8	F	461
Bright	Year 8	M	401
Bright	Year 9	F	582
