SED_NAME16	MaxSchoolingCompleted	Sex	persons
Ryde	Did not go to school	M	346
Ryde	Year 8	F	1374
Ryde	Year 8	M	1069
Ryde	Year 9	F	1320
Ryde	Year 9	M	1106
Ryde	Year 10	F	4407
Ryde	Year 10	M	3791
Ryde	Year 11	F	1301
Ryde	Year 11	M	1423
Ryde	Year 12	F	29428
Ryde	Year 12	M	27997
Seven Hills	Did not go to school	F	329
Seven Hills	Did not go to school	M	245
Seven Hills	Year 8	F	1424
Seven Hills	Year 8	M	1175
Seven Hills	Year 9	F	1807
Seven Hills	Year 9	M	1602
Seven Hills	Year 10	F	6496
Seven Hills	Year 10	M	6099
Seven Hills	Year 11	F	1531
Seven Hills	Year 11	M	1765
Seven Hills	Year 12	F	20387
Seven Hills	Year 12	M	19926
Shellharbour	Did not go to school	F	215
Shellharbour	Did not go to school	M	163
Shellharbour	Year 8	F	2005
Shellharbour	Year 8	M	1808
Shellharbour	Year 9	F	3332
Shellharbour	Year 9	M	3002
Shellharbour	Year 10	F	11305
Shellharbour	Year 10	M	10906
Shellharbour	Year 11	F	2398
Shellharbour	Year 11	M	2509
Shellharbour	Year 12	F	12090
Shellharbour	Year 12	M	10797
South Coast	Did not go to school	F	73
South Coast	Did not go to school	M	93
South Coast	Year 8	F	1709
South Coast	Year 8	M	1793
South Coast	Year 9	F	3170
South Coast	Year 9	M	3134
South Coast	Year 10	F	9800
South Coast	Year 10	M	9395
South Coast	Year 11	F	1971
South Coast	Year 11	M	2055
South Coast	Year 12	F	10018
South Coast	Year 12	M	8822
Strathfield	Did not go to school	F	799
Strathfield	Did not go to school	M	578
Strathfield	Year 8	F	1926
Strathfield	Year 8	M	1357
Strathfield	Year 9	F	1207
Strathfield	Year 9	M	1085
Strathfield	Year 10	F	3877
Strathfield	Year 10	M	3585
Strathfield	Year 11	F	1383
Strathfield	Year 11	M	1434
Strathfield	Year 12	F	28771
Strathfield	Year 12	M	28607
Summer Hill	Did not go to school	F	802
Summer Hill	Did not go to school	M	502
Summer Hill	Year 8	F	2181
Summer Hill	Year 8	M	1720
Summer Hill	Year 9	F	1000
Summer Hill	Year 9	M	963
Summer Hill	Year 10	F	3448
Summer Hill	Year 10	M	3699
Summer Hill	Year 11	F	1229
Summer Hill	Year 11	M	1367
Summer Hill	Year 12	F	24071
Summer Hill	Year 12	M	22445
Swansea	Did not go to school	F	71
Swansea	Did not go to school	M	66
Swansea	Year 8	F	1531
Swansea	Year 8	M	1504
Swansea	Year 9	F	3468
Swansea	Year 9	M	3158
Swansea	Year 10	F	10712
Swansea	Year 10	M	10598
Swansea	Year 11	F	2041
Swansea	Year 11	M	2213
Swansea	Year 12	F	10242
Swansea	Year 12	M	8992
Sydney	Did not go to school	F	329
Sydney	Did not go to school	M	261
Sydney	Year 8	F	579
Sydney	Year 8	M	513
Sydney	Year 9	F	615
Sydney	Year 9	M	702
Sydney	Year 10	F	2248
Sydney	Year 10	M	2425
Sydney	Year 11	F	1252
Sydney	Year 11	M	1461
Sydney	Year 12	F	32049
Sydney	Year 12	M	34922
Tamworth	Did not go to school	F	113
Tamworth	Did not go to school	M	131
Tamworth	Year 8	F	1667
Tamworth	Year 8	M	2091
Tamworth	Year 9	F	2915
Tamworth	Year 9	M	2994
Tamworth	Year 10	F	9676
Tamworth	Year 10	M	9707
Tamworth	Year 11	F	2139
Tamworth	Year 11	M	2055
Tamworth	Year 12	F	11806
Tamworth	Year 12	M	9462
Terrigal	Did not go to school	F	60
Terrigal	Did not go to school	M	62
Terrigal	Year 8	F	989
Terrigal	Year 8	M	827
Terrigal	Year 9	F	2334
Terrigal	Year 9	M	1940
Terrigal	Year 10	F	8608
Terrigal	Year 10	M	7468
Terrigal	Year 11	F	1879
Terrigal	Year 11	M	2002
Terrigal	Year 12	F	15188
Terrigal	Year 12	M	14121
The Entrance	Did not go to school	F	59
The Entrance	Did not go to school	M	71
The Entrance	Year 8	F	1423
The Entrance	Year 8	M	1246
The Entrance	Year 9	F	2858
The Entrance	Year 9	M	2298
The Entrance	Year 10	F	9576
The Entrance	Year 10	M	8780
The Entrance	Year 11	F	2074
The Entrance	Year 11	M	2219
The Entrance	Year 12	F	12560
The Entrance	Year 12	M	11234
Tweed	Did not go to school	F	74
Tweed	Did not go to school	M	83
Tweed	Year 8	F	1694
Tweed	Year 8	M	1586
Tweed	Year 9	F	2667
Tweed	Year 9	M	2461
Tweed	Year 10	F	10069
Tweed	Year 10	M	9106
Tweed	Year 11	F	2470
Tweed	Year 11	M	2481
Tweed	Year 12	F	12991
Tweed	Year 12	M	11516
Upper Hunter	Did not go to school	F	60
Upper Hunter	Did not go to school	M	98
Upper Hunter	Year 8	F	1548
Upper Hunter	Year 8	M	1993
Upper Hunter	Year 9	F	2938
Upper Hunter	Year 9	M	3031
Upper Hunter	Year 10	F	9545
Upper Hunter	Year 10	M	10904
Upper Hunter	Year 11	F	2195
Upper Hunter	Year 11	M	2446
Upper Hunter	Year 12	F	10637
Upper Hunter	Year 12	M	8496
Vaucluse	Did not go to school	F	60
Vaucluse	Did not go to school	M	70
Vaucluse	Year 8	F	409
Vaucluse	Year 8	M	353
Vaucluse	Year 9	F	720
Vaucluse	Year 9	M	663
Vaucluse	Year 10	F	2642
Vaucluse	Year 10	M	2073
Vaucluse	Year 11	F	1247
Vaucluse	Year 11	M	1175
Vaucluse	Year 12	F	26525
Vaucluse	Year 12	M	23787
Wagga Wagga	Did not go to school	F	112
Wagga Wagga	Did not go to school	M	142
Wagga Wagga	Year 8	F	1409
Wagga Wagga	Year 8	M	1726
Wagga Wagga	Year 9	F	2421
Wagga Wagga	Year 9	M	2653
Wagga Wagga	Year 10	F	8682
Wagga Wagga	Year 10	M	8791
Wagga Wagga	Year 11	F	2233
Wagga Wagga	Year 11	M	2375
Wagga Wagga	Year 12	F	13855
Wagga Wagga	Year 12	M	11319
Wakehurst	Did not go to school	F	230
Wakehurst	Did not go to school	M	198
Wakehurst	Year 8	F	1013
Wakehurst	Year 8	M	910
Wakehurst	Year 9	F	1469
Wakehurst	Year 9	M	1375
Wakehurst	Year 10	F	6046
Wakehurst	Year 10	M	5550
Wakehurst	Year 11	F	1651
Wakehurst	Year 11	M	1866
Wakehurst	Year 12	F	20284
Wakehurst	Year 12	M	18803
Wallsend	Did not go to school	F	167
Wallsend	Did not go to school	M	129
Wallsend	Year 8	F	1579
Wallsend	Year 8	M	1416
Wallsend	Year 9	F	3208
Wallsend	Year 9	M	2702
Wallsend	Year 10	F	9107
Wallsend	Year 10	M	8947
Wallsend	Year 11	F	1906
Wallsend	Year 11	M	2198
Wallsend	Year 12	F	15829
Wallsend	Year 12	M	14634
Willoughby	Did not go to school	F	274
Willoughby	Did not go to school	M	154
Willoughby	Year 8	F	773
Willoughby	Year 8	M	605
Willoughby	Year 9	F	917
Willoughby	Year 9	M	741
Willoughby	Year 10	F	3171
Willoughby	Year 10	M	2399
Willoughby	Year 11	F	1360
Willoughby	Year 11	M	1195
Willoughby	Year 12	F	27973
Willoughby	Year 12	M	25086
Wollondilly	Did not go to school	F	77
Wollondilly	Did not go to school	M	93
Wollondilly	Year 8	F	1061
Wollondilly	Year 8	M	1169
Wollondilly	Year 9	F	2280
Wollondilly	Year 9	M	2331
Wollondilly	Year 10	F	9104
Wollondilly	Year 10	M	9660
Wollondilly	Year 11	F	2140
Wollondilly	Year 11	M	2071
Wollondilly	Year 12	F	13644
Wollondilly	Year 12	M	11086
Wollongong	Did not go to school	F	566
Wollongong	Did not go to school	M	369
Wollongong	Year 8	F	2717
Wollongong	Year 8	M	2249
Wollongong	Year 9	F	2486
Wollongong	Year 9	M	2304
Wollongong	Year 10	F	8284
Wollongong	Year 10	M	8335
Wollongong	Year 11	F	1881
Wollongong	Year 11	M	2187
Wollongong	Year 12	F	16094
Wollongong	Year 12	M	16207
Wyong	Did not go to school	F	110
Wyong	Did not go to school	M	166
Wyong	Year 8	F	1695
Wyong	Year 8	M	1695
Wyong	Year 9	F	3150
Wyong	Year 9	M	2858
Wyong	Year 10	F	10415
Wyong	Year 10	M	9811
Wyong	Year 11	F	2262
Wyong	Year 11	M	2353
Wyong	Year 12	F	11303
Wyong	Year 12	M	9761
No usual address (NSW)	Did not go to school	F	24
No usual address (NSW)	Did not go to school	M	41
No usual address (NSW)	Year 8	F	135
No usual address (NSW)	Year 8	M	286
No usual address (NSW)	Year 9	F	274
No usual address (NSW)	Year 9	M	454
No usual address (NSW)	Year 10	F	826
No usual address (NSW)	Year 10	M	1339
No usual address (NSW)	Year 11	F	247
No usual address (NSW)	Year 11	M	385
No usual address (NSW)	Year 12	F	1965
No usual address (NSW)	Year 12	M	2208
Migratory - Offshore - Shipping (NSW)	Year 8	F	12
Migratory - Offshore - Shipping (NSW)	Year 8	M	13
Migratory - Offshore - Shipping (NSW)	Year 9	F	22
Migratory - Offshore - Shipping (NSW)	Year 9	M	9
Migratory - Offshore - Shipping (NSW)	Year 10	F	57
Migratory - Offshore - Shipping (NSW)	Year 10	M	38
Migratory - Offshore - Shipping (NSW)	Year 11	F	15
Migratory - Offshore - Shipping (NSW)	Year 11	M	12
Migratory - Offshore - Shipping (NSW)	Year 12	F	76
Migratory - Offshore - Shipping (NSW)	Year 12	M	52
Albert Park (Southern Metropolitan)	Did not go to school	F	211
Albert Park (Southern Metropolitan)	Did not go to school	M	145
Albert Park (Southern Metropolitan)	Year 8	F	858
Albert Park (Southern Metropolitan)	Year 8	M	713
Albert Park (Southern Metropolitan)	Year 9	F	650
Albert Park (Southern Metropolitan)	Year 9	M	673
Albert Park (Southern Metropolitan)	Year 10	F	1829
Albert Park (Southern Metropolitan)	Year 10	M	1982
Albert Park (Southern Metropolitan)	Year 11	F	2066
Albert Park (Southern Metropolitan)	Year 11	M	2146
Albert Park (Southern Metropolitan)	Year 12	F	24794
Albert Park (Southern Metropolitan)	Year 12	M	23681
Altona (Western Metropolitan)	Did not go to school	F	410
Altona (Western Metropolitan)	Did not go to school	M	298
Altona (Western Metropolitan)	Year 8	F	1784
Altona (Western Metropolitan)	Year 8	M	1383
Altona (Western Metropolitan)	Year 9	F	1641
Altona (Western Metropolitan)	Year 9	M	1600
Altona (Western Metropolitan)	Year 10	F	3893
Altona (Western Metropolitan)	Year 10	M	4439
Altona (Western Metropolitan)	Year 11	F	3378
Altona (Western Metropolitan)	Year 11	M	3699
Altona (Western Metropolitan)	Year 12	F	22403
Altona (Western Metropolitan)	Year 12	M	20925
Bass (Eastern Victoria)	Did not go to school	F	142
Bass (Eastern Victoria)	Did not go to school	M	128
Bass (Eastern Victoria)	Year 8	F	1757
Bass (Eastern Victoria)	Year 8	M	1676
Bass (Eastern Victoria)	Year 9	F	2354
Bass (Eastern Victoria)	Year 9	M	2601
Bass (Eastern Victoria)	Year 10	F	5492
Bass (Eastern Victoria)	Year 10	M	6077
Bass (Eastern Victoria)	Year 11	F	4391
Bass (Eastern Victoria)	Year 11	M	4408
Bass (Eastern Victoria)	Year 12	F	13011
Bass (Eastern Victoria)	Year 12	M	10189
Bayswater (Eastern Metropolitan)	Did not go to school	F	178
Bayswater (Eastern Metropolitan)	Did not go to school	M	153
Bayswater (Eastern Metropolitan)	Year 8	F	1249
Bayswater (Eastern Metropolitan)	Year 8	M	1021
Bayswater (Eastern Metropolitan)	Year 9	F	1570
Bayswater (Eastern Metropolitan)	Year 9	M	1622
Bayswater (Eastern Metropolitan)	Year 10	F	3860
Bayswater (Eastern Metropolitan)	Year 10	M	4204
Bayswater (Eastern Metropolitan)	Year 11	F	3484
Bayswater (Eastern Metropolitan)	Year 11	M	3617
Bayswater (Eastern Metropolitan)	Year 12	F	14152
Bayswater (Eastern Metropolitan)	Year 12	M	12348
Bellarine (Western Victoria)	Did not go to school	F	56
Bellarine (Western Victoria)	Did not go to school	M	77
Bellarine (Western Victoria)	Year 8	F	1281
Bellarine (Western Victoria)	Year 8	M	1215
Bellarine (Western Victoria)	Year 9	F	1615
Bellarine (Western Victoria)	Year 9	M	1783
Bellarine (Western Victoria)	Year 10	F	4163
Bellarine (Western Victoria)	Year 10	M	4299
Bellarine (Western Victoria)	Year 11	F	4070
Bellarine (Western Victoria)	Year 11	M	3930
Bellarine (Western Victoria)	Year 12	F	12292
Bellarine (Western Victoria)	Year 12	M	9893
Benambra (Northern Victoria)	Did not go to school	F	104
Benambra (Northern Victoria)	Did not go to school	M	108
Benambra (Northern Victoria)	Year 8	F	1362
Benambra (Northern Victoria)	Year 8	M	1489
Benambra (Northern Victoria)	Year 9	F	1913
Benambra (Northern Victoria)	Year 9	M	2075
Benambra (Northern Victoria)	Year 10	F	5461
Benambra (Northern Victoria)	Year 10	M	6163
Benambra (Northern Victoria)	Year 11	F	3941
Benambra (Northern Victoria)	Year 11	M	4051
Benambra (Northern Victoria)	Year 12	F	11292
Benambra (Northern Victoria)	Year 12	M	9074
Bendigo East (Northern Victoria)	Did not go to school	F	116
Bendigo East (Northern Victoria)	Did not go to school	M	115
Bendigo East (Northern Victoria)	Year 8	F	1410
Bendigo East (Northern Victoria)	Year 8	M	1396
Bendigo East (Northern Victoria)	Year 9	F	1938
Bendigo East (Northern Victoria)	Year 9	M	2133
Bendigo East (Northern Victoria)	Year 10	F	4546
Bendigo East (Northern Victoria)	Year 10	M	4941
Bendigo East (Northern Victoria)	Year 11	F	3928
Bendigo East (Northern Victoria)	Year 11	M	3825
Bendigo East (Northern Victoria)	Year 12	F	12571
Bendigo East (Northern Victoria)	Year 12	M	9806
Bendigo West (Northern Victoria)	Did not go to school	F	123
Bendigo West (Northern Victoria)	Did not go to school	M	146
Bendigo West (Northern Victoria)	Year 8	F	1620
Bendigo West (Northern Victoria)	Year 8	M	1505
Bendigo West (Northern Victoria)	Year 9	F	2024
Bendigo West (Northern Victoria)	Year 9	M	2203
Bendigo West (Northern Victoria)	Year 10	F	4480
Bendigo West (Northern Victoria)	Year 10	M	4843
Bendigo West (Northern Victoria)	Year 11	F	3575
Bendigo West (Northern Victoria)	Year 11	M	3548
Bendigo West (Northern Victoria)	Year 12	F	11079
Bendigo West (Northern Victoria)	Year 12	M	8810
Bentleigh (Southern Metropolitan)	Did not go to school	F	196
Bentleigh (Southern Metropolitan)	Did not go to school	M	134
Bentleigh (Southern Metropolitan)	Year 8	F	1296
Bentleigh (Southern Metropolitan)	Year 8	M	965
Bentleigh (Southern Metropolitan)	Year 9	F	988
Bentleigh (Southern Metropolitan)	Year 9	M	973
Bentleigh (Southern Metropolitan)	Year 10	F	2310
Bentleigh (Southern Metropolitan)	Year 10	M	2353
Bentleigh (Southern Metropolitan)	Year 11	F	2346
Bentleigh (Southern Metropolitan)	Year 11	M	2232
Bentleigh (Southern Metropolitan)	Year 12	F	16896
Bentleigh (Southern Metropolitan)	Year 12	M	15219
Box Hill (Eastern Metropolitan)	Did not go to school	F	311
Box Hill (Eastern Metropolitan)	Did not go to school	M	216
Box Hill (Eastern Metropolitan)	Year 8	F	1245
Box Hill (Eastern Metropolitan)	Year 8	M	785
Box Hill (Eastern Metropolitan)	Year 9	F	1146
Box Hill (Eastern Metropolitan)	Year 9	M	1043
Box Hill (Eastern Metropolitan)	Year 10	F	2239
Box Hill (Eastern Metropolitan)	Year 10	M	2074
Box Hill (Eastern Metropolitan)	Year 11	F	2478
Box Hill (Eastern Metropolitan)	Year 11	M	2327
Box Hill (Eastern Metropolitan)	Year 12	F	21118
Box Hill (Eastern Metropolitan)	Year 12	M	19423
Brighton (Southern Metropolitan)	Did not go to school	F	107
Brighton (Southern Metropolitan)	Did not go to school	M	78
Brighton (Southern Metropolitan)	Year 8	F	720
Brighton (Southern Metropolitan)	Year 8	M	545
Brighton (Southern Metropolitan)	Year 9	F	739
Brighton (Southern Metropolitan)	Year 9	M	730
Brighton (Southern Metropolitan)	Year 10	F	2055
Brighton (Southern Metropolitan)	Year 10	M	1654
Brighton (Southern Metropolitan)	Year 11	F	2384
Brighton (Southern Metropolitan)	Year 11	M	1904
Brighton (Southern Metropolitan)	Year 12	F	19418
Brighton (Southern Metropolitan)	Year 12	M	17159
Broadmeadows (Northern Metropolitan)	Did not go to school	F	1478
Broadmeadows (Northern Metropolitan)	Did not go to school	M	920
Broadmeadows (Northern Metropolitan)	Year 8	F	3856
Broadmeadows (Northern Metropolitan)	Year 8	M	3192
Broadmeadows (Northern Metropolitan)	Year 9	F	1962
Broadmeadows (Northern Metropolitan)	Year 9	M	1969
Broadmeadows (Northern Metropolitan)	Year 10	F	3150
Broadmeadows (Northern Metropolitan)	Year 10	M	3460
Broadmeadows (Northern Metropolitan)	Year 11	F	2312
Broadmeadows (Northern Metropolitan)	Year 11	M	2484
Broadmeadows (Northern Metropolitan)	Year 12	F	12580
Broadmeadows (Northern Metropolitan)	Year 12	M	13348
Brunswick (Northern Metropolitan)	Did not go to school	F	598
Brunswick (Northern Metropolitan)	Did not go to school	M	352
Brunswick (Northern Metropolitan)	Year 8	F	2089
Brunswick (Northern Metropolitan)	Year 8	M	1485
Brunswick (Northern Metropolitan)	Year 9	F	697
Brunswick (Northern Metropolitan)	Year 9	M	740
Brunswick (Northern Metropolitan)	Year 10	F	1523
Brunswick (Northern Metropolitan)	Year 10	M	1868
Brunswick (Northern Metropolitan)	Year 11	F	1608
Brunswick (Northern Metropolitan)	Year 11	M	1888
Brunswick (Northern Metropolitan)	Year 12	F	23510
Brunswick (Northern Metropolitan)	Year 12	M	20992
Bulleen (Eastern Metropolitan)	Did not go to school	F	430
Bulleen (Eastern Metropolitan)	Did not go to school	M	288
Bulleen (Eastern Metropolitan)	Year 8	F	2046
Bulleen (Eastern Metropolitan)	Year 8	M	1442
Bulleen (Eastern Metropolitan)	Year 9	F	1163
Bulleen (Eastern Metropolitan)	Year 9	M	1054
Bulleen (Eastern Metropolitan)	Year 10	F	2587
Bulleen (Eastern Metropolitan)	Year 10	M	2245
Bulleen (Eastern Metropolitan)	Year 11	F	2301
Bulleen (Eastern Metropolitan)	Year 11	M	2195
Bulleen (Eastern Metropolitan)	Year 12	F	17147
Bulleen (Eastern Metropolitan)	Year 12	M	16287
Bundoora (Northern Metropolitan)	Did not go to school	F	346
Bundoora (Northern Metropolitan)	Did not go to school	M	271
Bundoora (Northern Metropolitan)	Year 8	F	1756
Bundoora (Northern Metropolitan)	Year 8	M	1249
Bundoora (Northern Metropolitan)	Year 9	F	1304
Bundoora (Northern Metropolitan)	Year 9	M	1396
Bundoora (Northern Metropolitan)	Year 10	F	2794
Bundoora (Northern Metropolitan)	Year 10	M	3014
Bundoora (Northern Metropolitan)	Year 11	F	2542
Bundoora (Northern Metropolitan)	Year 11	M	2693
Bundoora (Northern Metropolitan)	Year 12	F	15907
Bundoora (Northern Metropolitan)	Year 12	M	14757
Buninyong (Western Victoria)	Did not go to school	F	52
Buninyong (Western Victoria)	Did not go to school	M	83
Buninyong (Western Victoria)	Year 8	F	1278
Buninyong (Western Victoria)	Year 8	M	1372
Buninyong (Western Victoria)	Year 9	F	1847
Buninyong (Western Victoria)	Year 9	M	2096
Buninyong (Western Victoria)	Year 10	F	4014
Buninyong (Western Victoria)	Year 10	M	4809
Buninyong (Western Victoria)	Year 11	F	3754
Buninyong (Western Victoria)	Year 11	M	3574
Buninyong (Western Victoria)	Year 12	F	11257
Buninyong (Western Victoria)	Year 12	M	9117
Burwood (Southern Metropolitan)	Did not go to school	F	259
Burwood (Southern Metropolitan)	Did not go to school	M	213
Burwood (Southern Metropolitan)	Year 8	F	1173
Burwood (Southern Metropolitan)	Year 8	M	777
Burwood (Southern Metropolitan)	Year 9	F	1026
Burwood (Southern Metropolitan)	Year 9	M	888
Burwood (Southern Metropolitan)	Year 10	F	2190
Burwood (Southern Metropolitan)	Year 10	M	1799
Burwood (Southern Metropolitan)	Year 11	F	2274
Burwood (Southern Metropolitan)	Year 11	M	1978
Burwood (Southern Metropolitan)	Year 12	F	20238
Burwood (Southern Metropolitan)	Year 12	M	18837
Carrum (South-Eastern Metropolitan)	Did not go to school	F	136
Carrum (South-Eastern Metropolitan)	Did not go to school	M	111
Carrum (South-Eastern Metropolitan)	Year 8	F	1274
Carrum (South-Eastern Metropolitan)	Year 8	M	1125
Carrum (South-Eastern Metropolitan)	Year 9	F	1762
Carrum (South-Eastern Metropolitan)	Year 9	M	1931
Carrum (South-Eastern Metropolitan)	Year 10	F	4550
Carrum (South-Eastern Metropolitan)	Year 10	M	4939
Carrum (South-Eastern Metropolitan)	Year 11	F	3724
Carrum (South-Eastern Metropolitan)	Year 11	M	4027
Carrum (South-Eastern Metropolitan)	Year 12	F	14449
Carrum (South-Eastern Metropolitan)	Year 12	M	12085
Caulfield (Southern Metropolitan)	Did not go to school	F	165
Caulfield (Southern Metropolitan)	Did not go to school	M	134
Caulfield (Southern Metropolitan)	Year 8	F	873
Caulfield (Southern Metropolitan)	Year 8	M	658
Caulfield (Southern Metropolitan)	Year 9	F	668
Caulfield (Southern Metropolitan)	Year 9	M	681
Caulfield (Southern Metropolitan)	Year 10	F	1602
Caulfield (Southern Metropolitan)	Year 10	M	1585
Caulfield (Southern Metropolitan)	Year 11	F	1822
Caulfield (Southern Metropolitan)	Year 11	M	1673
Caulfield (Southern Metropolitan)	Year 12	F	21160
Caulfield (Southern Metropolitan)	Year 12	M	19392
Clarinda (South-Eastern Metropolitan)	Did not go to school	F	1103
Clarinda (South-Eastern Metropolitan)	Did not go to school	M	820
Clarinda (South-Eastern Metropolitan)	Year 8	F	2961
Clarinda (South-Eastern Metropolitan)	Year 8	M	2166
Clarinda (South-Eastern Metropolitan)	Year 9	F	1388
Clarinda (South-Eastern Metropolitan)	Year 9	M	1307
Clarinda (South-Eastern Metropolitan)	Year 10	F	2718
Clarinda (South-Eastern Metropolitan)	Year 10	M	3015
Clarinda (South-Eastern Metropolitan)	Year 11	F	2147
Clarinda (South-Eastern Metropolitan)	Year 11	M	2485
Clarinda (South-Eastern Metropolitan)	Year 12	F	18694
Clarinda (South-Eastern Metropolitan)	Year 12	M	19001
Cranbourne (South-Eastern Metropolitan)	Did not go to school	F	559
Cranbourne (South-Eastern Metropolitan)	Did not go to school	M	445
Cranbourne (South-Eastern Metropolitan)	Year 8	F	1821
Cranbourne (South-Eastern Metropolitan)	Year 8	M	1591
Cranbourne (South-Eastern Metropolitan)	Year 9	F	2288
Cranbourne (South-Eastern Metropolitan)	Year 9	M	2448
Cranbourne (South-Eastern Metropolitan)	Year 10	F	5508
Cranbourne (South-Eastern Metropolitan)	Year 10	M	6285
Cranbourne (South-Eastern Metropolitan)	Year 11	F	4186
Cranbourne (South-Eastern Metropolitan)	Year 11	M	4534
Cranbourne (South-Eastern Metropolitan)	Year 12	F	19866
Cranbourne (South-Eastern Metropolitan)	Year 12	M	17705
Croydon (Eastern Metropolitan)	Did not go to school	F	188
Croydon (Eastern Metropolitan)	Did not go to school	M	150
Croydon (Eastern Metropolitan)	Year 8	F	1309
Croydon (Eastern Metropolitan)	Year 8	M	1069
Croydon (Eastern Metropolitan)	Year 9	F	1501
Croydon (Eastern Metropolitan)	Year 9	M	1469
Croydon (Eastern Metropolitan)	Year 10	F	3682
Croydon (Eastern Metropolitan)	Year 10	M	3722
Croydon (Eastern Metropolitan)	Year 11	F	3442
Croydon (Eastern Metropolitan)	Year 11	M	3496
Croydon (Eastern Metropolitan)	Year 12	F	13700
Croydon (Eastern Metropolitan)	Year 12	M	11343
Dandenong (South-Eastern Metropolitan)	Did not go to school	F	1355
Dandenong (South-Eastern Metropolitan)	Did not go to school	M	1713
Dandenong (South-Eastern Metropolitan)	Year 8	F	2891
Dandenong (South-Eastern Metropolitan)	Year 8	M	2774
Dandenong (South-Eastern Metropolitan)	Year 9	F	1601
Dandenong (South-Eastern Metropolitan)	Year 9	M	1805
Dandenong (South-Eastern Metropolitan)	Year 10	F	3418
Dandenong (South-Eastern Metropolitan)	Year 10	M	4081
Dandenong (South-Eastern Metropolitan)	Year 11	F	2446
Dandenong (South-Eastern Metropolitan)	Year 11	M	3021
Dandenong (South-Eastern Metropolitan)	Year 12	F	14529
Dandenong (South-Eastern Metropolitan)	Year 12	M	15380
Eildon (Northern Victoria)	Did not go to school	F	54
Eildon (Northern Victoria)	Did not go to school	M	70
Eildon (Northern Victoria)	Year 8	F	1188
Eildon (Northern Victoria)	Year 8	M	1345
Eildon (Northern Victoria)	Year 9	F	1666
Eildon (Northern Victoria)	Year 9	M	2284
Eildon (Northern Victoria)	Year 10	F	3992
Eildon (Northern Victoria)	Year 10	M	5294
Eildon (Northern Victoria)	Year 11	F	3805
Eildon (Northern Victoria)	Year 11	M	3805
Eildon (Northern Victoria)	Year 12	F	11012
Eildon (Northern Victoria)	Year 12	M	8480
Eltham (Eastern Metropolitan)	Did not go to school	F	65
Eltham (Eastern Metropolitan)	Did not go to school	M	64
