SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC22121,37,0,0,0,0,39,66,0,0,0,0,64,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,107,0,0,0,0,116
SSC22122,261,14,0,0,0,273,292,13,0,0,0,306,157,81,8,0,0,244,5,4,0,0,0,9,50,15,0,0,0,62,0,3,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,3,219,103,11,0,0,333,4,0,0,0,0,8,14,3,0,0,0,22,792,124,11,0,0,931
SSC22123,301,12,3,3,0,323,105,3,3,0,0,111,34,4,6,3,0,48,0,0,0,0,0,0,26,0,0,0,0,30,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,0,0,3,73,11,6,3,3,95,7,0,0,0,0,7,17,0,0,0,0,17,499,22,14,8,5,551
SSC22124,41,0,0,0,0,41,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,89
SSC22125,169,0,0,3,0,174,65,0,0,0,0,66,0,0,3,0,0,4,0,0,0,0,0,0,15,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,34,0,6,0,0,38,3,0,0,0,0,3,10,0,0,0,0,10,276,0,6,3,0,292
SSC22126,13,0,0,0,0,13,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,27
SSC22127,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC22128,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9
SSC22129,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4
SSC22130,72,0,0,0,0,72,69,0,0,0,0,69,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,154
SSC22131,7,0,0,0,0,7,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SSC22132,47,0,0,5,3,53,34,0,0,0,3,38,7,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,14,0,7,0,0,26,0,0,0,0,0,0,3,0,0,0,5,9,99,0,5,7,10,123
SSC22133,159,3,0,0,0,168,54,0,0,0,0,54,9,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,28,0,0,0,0,0,0,4,0,0,0,0,7,244,3,0,3,0,253
SSC22134,54,0,0,0,0,54,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,112,0,0,0,0,116
SSC22135,585,3,10,8,0,613,653,0,3,3,3,667,169,0,26,0,0,193,32,0,14,0,0,46,123,3,15,4,0,137,3,0,17,0,0,15,23,0,0,4,0,27,23,0,3,0,0,26,368,3,71,6,3,457,0,0,0,0,0,0,64,0,11,0,0,79,1674,7,99,21,10,1811
SSC22136,133,0,0,0,0,133,116,0,0,0,0,114,12,0,0,0,0,12,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,37,0,0,0,0,37,0,0,0,0,0,0,12,0,0,0,0,12,301,0,0,0,0,302
SSC22137,129,0,0,3,0,136,69,0,0,0,0,69,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,220,0,0,3,0,224
SSC22138,23,0,0,0,0,23,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43
SSC22139,251,100,3,0,4,358,256,43,3,0,0,303,180,203,15,0,3,404,14,105,14,0,0,128,52,36,0,0,0,88,0,13,3,0,0,16,0,0,0,0,0,4,9,0,0,0,0,10,261,353,32,0,3,646,9,7,0,0,0,11,24,14,0,0,0,41,797,515,42,0,8,1363
SSC22140,31,0,0,0,0,31,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47
SSC22141,15,0,0,0,0,15,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SSC22142,56,0,0,0,0,54,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,95,0,0,0,0,100
SSC22143,23,0,0,0,0,27,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,54,0,0,0,0,60
SSC22144,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC22145,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC22146,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC22147,11,0,0,0,0,11,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
SSC22148,349,3,0,0,0,353,393,3,0,0,0,400,32,0,3,0,0,39,0,11,0,0,0,9,23,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,11,3,0,0,71,9,0,0,0,0,9,15,0,0,0,0,15,820,16,3,0,0,841
SSC22149,5536,691,74,3,10,6313,3422,1323,123,17,17,4899,1882,2300,353,23,21,4574,411,369,165,0,0,943,635,343,42,19,4,1042,20,31,8,0,0,60,73,44,10,0,0,129,75,32,3,0,0,105,3095,3108,579,46,21,6853,93,46,8,0,4,150,486,183,31,3,4,707,12633,5359,808,62,51,18918
SSC22150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22151,17,0,0,0,0,17,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,23
SSC22152,145,0,0,0,0,143,61,0,0,0,0,56,19,0,0,0,0,19,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,33,0,0,0,0,33,3,0,0,0,0,3,8,0,0,0,0,8,243,0,0,0,0,243
SSC22153,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC22154,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC22155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22157,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC22158,572,1209,459,3,3,2250,427,1216,991,6,17,2658,328,1330,2744,26,23,4443,4,134,1144,3,0,1286,111,343,377,8,8,841,7,7,45,0,0,60,12,10,22,3,3,50,3,24,23,4,0,51,463,1845,4352,40,33,6740,6,26,28,0,0,62,38,102,168,0,3,314,1505,4403,5995,52,63,12021
SSC22159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22160,472,16,0,0,0,492,657,14,0,0,0,667,57,16,0,0,0,68,0,0,0,0,0,0,40,8,0,0,0,47,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,5,105,27,0,0,0,127,3,0,0,0,0,3,28,3,0,0,0,31,1261,56,0,3,4,1319
SSC22161,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC22162,1713,154,21,0,0,1898,1836,134,45,0,8,2020,1253,400,177,3,6,1846,74,110,23,0,0,200,273,50,16,0,5,336,14,68,44,0,3,124,16,5,0,0,3,20,20,3,0,0,0,26,1648,631,261,4,13,2560,15,15,8,0,0,40,113,45,6,0,3,161,5321,984,349,8,27,6680
SSC22163,1218,36,0,0,3,1257,1314,77,3,0,8,1395,668,121,10,3,4,808,45,14,4,0,0,69,172,23,3,0,0,209,6,0,0,0,0,7,16,0,0,0,0,16,13,3,0,0,0,17,921,171,21,3,3,1124,12,3,0,0,0,22,74,18,0,0,0,88,3535,300,35,3,15,3885
SSC22164,1307,3,3,0,0,1318,1472,10,0,0,3,1484,275,3,0,0,0,279,10,0,0,0,0,16,77,0,0,0,0,77,4,0,0,0,0,4,3,0,0,0,0,3,11,0,0,0,0,9,382,3,0,0,0,394,12,0,3,0,0,15,59,3,0,0,3,62,3237,17,6,0,4,3271
SSC22165,32,0,0,0,0,32,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,4,76,0,0,0,0,74
SSC22166,113,24,3,0,0,138,100,11,0,0,0,113,37,23,0,0,0,63,0,0,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,24,4,0,0,76,0,0,0,0,0,0,6,0,0,0,0,8,259,56,11,0,0,336
SSC22167,63,18,43,0,0,118,38,35,84,0,0,157,10,27,216,0,3,262,0,0,9,0,0,9,9,10,40,0,0,58,0,0,3,0,0,3,3,0,0,0,0,4,0,0,0,0,0,3,25,45,268,0,5,333,0,0,3,0,0,3,3,3,9,0,0,16,125,95,407,0,7,630
SSC22168,41,0,0,0,0,41,40,0,0,0,0,40,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,90,0,0,0,0,91
SSC22169,19,0,0,0,0,19,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46
SSC22170,8,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC22171,302,0,3,12,0,313,225,0,0,3,0,229,68,0,0,0,0,68,75,3,11,0,0,92,79,3,4,3,0,94,20,3,0,0,0,27,39,0,3,12,0,59,9,3,0,0,0,13,291,11,18,18,4,347,7,0,0,0,0,7,48,4,5,4,0,62,876,20,30,41,3,966
SSC22172,577,7,8,13,0,605,344,0,0,0,0,345,64,7,27,3,0,105,29,4,13,0,0,46,66,3,3,0,0,74,0,7,0,0,0,7,9,0,0,0,0,6,10,0,0,0,0,10,183,22,38,7,0,251,7,3,0,0,0,14,23,3,3,3,0,36,1141,28,51,25,0,1245
SSC22173,13,0,0,0,0,13,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
SSC22174,141,0,0,28,0,168,137,3,0,0,0,143,38,3,0,0,3,39,0,0,0,0,0,0,31,0,0,4,0,38,3,0,0,0,0,3,0,0,0,62,0,62,3,0,0,0,0,3,75,3,0,70,3,150,0,0,0,0,0,3,17,0,0,3,0,24,373,7,0,104,6,489
SSC22175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22176,10,0,0,0,0,10,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,21
SSC22177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22178,30,0,0,0,0,27,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,65
SSC22179,35,3,0,0,0,37,23,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,79,3,0,0,0,78
SSC22180,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC22181,455,11,23,3,0,494,809,5,13,0,0,828,88,9,21,0,0,115,3,4,4,0,0,8,63,0,4,0,0,67,3,8,0,0,0,11,3,0,0,0,0,7,9,0,0,0,0,13,167,21,33,3,0,223,4,0,0,0,0,3,24,0,0,0,0,27,1464,38,65,9,3,1582
SSC22182,1181,127,3,3,3,1319,851,124,3,4,0,983,282,175,56,5,3,521,3,7,0,0,0,11,86,35,8,0,0,127,7,4,0,0,0,14,11,0,0,0,0,10,6,3,0,0,0,12,398,225,58,7,3,695,15,0,0,0,0,16,57,11,0,0,3,70,2496,487,69,13,7,3070
SSC22183,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC22184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22185,19,0,0,0,0,19,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,43,0,0,0,0,43
SSC22186,1959,139,80,21,3,2199,1472,31,12,0,0,1521,793,82,79,0,0,960,63,59,10,0,0,123,236,18,16,3,0,276,17,19,0,0,0,33,13,3,4,4,0,27,25,3,8,3,0,41,1152,181,113,10,3,1460,33,16,0,0,0,54,201,29,13,0,4,244,4820,395,212,33,6,5477
SSC22187,562,249,28,19,8,864,341,22,0,0,3,370,325,76,3,3,3,415,18,3,0,0,0,21,83,15,0,0,4,101,3,3,0,0,0,7,8,8,0,29,0,44,15,0,0,0,0,12,449,110,4,33,6,604,11,157,5,0,12,176,69,34,4,3,0,117,1428,576,45,58,26,2132
SSC22188,234,0,0,3,0,235,250,0,0,0,0,253,64,0,0,0,0,67,3,0,0,0,0,3,34,0,0,0,4,39,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,119,0,0,0,3,125,3,0,0,0,0,3,17,0,0,0,0,23,631,0,0,6,9,643
SSC22189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22190,25,0,0,0,0,25,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,55,0,0,0,0,55
SSC22191,7,0,0,0,0,7,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC22192,111,0,0,0,0,111,218,0,0,4,0,226,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,17,0,0,0,0,17,0,0,0,0,0,0,8,0,0,0,0,8,363,0,0,4,0,369
SSC22193,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC22194,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC22195,32,0,0,0,0,32,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,59
SSC22196,3230,249,126,33,0,3638,5126,102,19,45,0,5304,1005,65,22,16,3,1112,92,0,0,0,0,92,243,12,0,3,0,259,9,3,3,0,0,13,8,0,3,6,0,13,14,0,0,0,0,15,1372,81,27,28,4,1509,34,50,81,0,0,166,182,29,13,10,0,229,9943,518,267,115,10,10849
SSC22197,908,74,0,0,0,983,2845,261,8,0,0,3113,519,162,22,0,0,707,57,5,0,0,0,61,210,39,3,0,0,262,7,0,0,0,0,7,57,7,0,0,0,65,17,3,0,0,0,17,868,217,32,0,0,1115,26,3,0,0,0,29,145,26,4,0,0,174,4796,579,39,0,7,5419
SSC22198,8,0,0,0,0,8,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,24
SSC22199,24,0,0,0,0,24,26,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,56,0,0,0,0,62
SSC22200,24,0,0,0,0,24,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,4,44,0,0,0,0,46
SSC22201,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15
SSC22202,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC22203,114,0,0,0,0,118,46,0,0,0,0,50,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,0,0,3,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,19,0,3,0,0,26,3,0,0,0,0,3,8,0,0,0,0,8,201,0,3,0,0,202
