SSC_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SSC12188,4,0,4,58,18,8,80,156,18,251
SSC12189,0,0,0,3,0,0,3,7,8,15
SSC12190,0,0,0,0,0,0,0,0,0,0
SSC12191,3,0,3,22,14,3,36,121,11,171
SSC12192,4,0,10,41,14,3,54,246,54,360
SSC12193,109,18,132,1146,507,52,1710,3634,401,5747
SSC12194,22,3,25,389,118,11,513,1016,125,1654
SSC12195,3,0,3,46,32,6,85,177,30,290
SSC12196,0,0,0,4,3,0,8,53,5,68
SSC12197,21,5,32,403,163,13,578,1262,168,2011
SSC12198,0,0,0,0,0,0,0,0,0,0
SSC12199,3,0,5,62,18,0,80,289,139,511
SSC12200,102,13,120,774,278,31,1076,1909,138,3122
SSC12201,37,4,40,220,74,13,303,504,46,855
SSC12202,0,0,7,56,36,0,92,188,46,326
SSC12203,0,0,0,4,4,0,11,34,0,43
SSC12204,3,0,3,18,13,0,34,112,8,157
SSC12205,0,0,0,0,0,0,0,3,4,7
SSC12206,10,0,10,98,51,0,146,314,52,511
SSC12207,0,0,0,0,0,0,0,5,0,12
SSC12208,0,0,0,9,5,0,16,45,3,63
SSC12209,9,0,9,88,31,6,122,302,75,504
SSC12210,0,0,0,12,3,0,13,41,4,66
SSC12211,0,0,0,37,13,0,47,97,11,151
SSC12212,0,0,0,17,10,3,29,91,13,129
SSC12213,0,0,0,25,8,0,29,52,3,86
SSC12214,0,0,0,7,0,0,7,32,3,35
SSC12215,10,0,10,140,69,5,212,432,45,690
SSC12216,15,0,12,449,135,21,610,979,110,1698
SSC12217,17,0,24,219,85,4,310,907,108,1326
SSC12218,53,5,54,476,226,24,723,1597,200,2526
SSC12219,12,0,15,224,75,8,307,680,106,1095
SSC12220,12,0,12,111,34,3,145,364,35,546
SSC12221,141,69,211,881,432,39,1352,3086,517,4961
SSC12222,0,0,0,16,5,0,19,42,3,70
SSC12223,0,0,0,0,0,0,0,17,0,16
SSC12224,0,0,0,8,0,0,9,13,8,32
SSC12225,0,0,0,15,3,0,18,20,0,37
SSC12226,13,3,18,140,54,4,194,485,73,758
SSC12227,24,3,22,188,51,0,236,569,42,844
SSC12228,3,0,7,9,7,0,22,81,15,115
SSC12229,88,39,130,258,128,21,402,1147,267,1822
SSC12230,8,0,8,49,28,0,81,228,31,344
SSC12231,0,3,9,16,5,0,24,81,16,127
SSC12232,0,0,0,20,6,0,25,70,3,101
SSC12233,3,0,3,48,33,3,86,168,24,278
SSC12234,0,0,0,18,13,3,32,54,4,87
SSC12235,0,0,0,60,22,0,82,193,16,290
SSC12236,3,0,3,4,0,0,10,38,0,43
SSC12237,0,0,0,19,12,3,37,111,33,175
SSC12238,67,14,85,1030,521,44,1593,3056,280,4927
SSC12239,0,0,0,23,7,0,38,134,36,204
SSC12240,0,0,0,3,0,0,3,4,0,10
SSC12241,0,0,0,0,0,0,0,0,3,6
SSC12242,38,4,46,198,87,14,294,682,174,1145
SSC12243,48,16,62,487,213,17,713,2009,184,2901
SSC12244,11,5,21,25,37,3,66,296,35,403
SSC12245,0,0,0,4,3,0,4,23,0,28
SSC12246,0,0,0,20,11,0,28,43,11,84
SSC12247,132,89,223,409,263,14,692,1997,389,3075
SSC12248,84,6,92,593,239,15,844,2037,210,3096
SSC12249,0,0,0,8,3,3,17,25,0,44
SSC12250,78,9,88,420,194,19,633,1816,221,2672
SSC12251,0,0,5,62,30,0,90,221,23,341
SSC12252,0,0,0,0,0,0,0,0,0,0
SSC12253,82,24,108,713,384,28,1132,2915,356,4400
SSC12254,11,3,15,95,40,3,143,353,41,535
SSC12255,3,0,9,149,62,4,213,425,66,705
SSC12256,8,3,14,251,139,11,400,730,41,1171
SSC12257,196,92,287,3256,455,48,3757,7858,1121,12734
SSC12258,7,0,7,70,32,0,105,214,32,350
SSC12259,32,18,43,134,71,9,214,706,84,1007
SSC12260,0,0,0,18,0,0,24,27,8,62
SSC12261,103,24,127,1199,395,44,1633,3968,574,6182
SSC12262,0,0,0,23,3,0,24,39,10,68
SSC12263,3,0,3,70,21,3,92,165,31,288
SSC12264,87,18,112,863,346,35,1246,2527,201,3974
SSC12265,0,0,0,6,3,0,10,10,0,17
SSC12266,289,28,313,2113,492,59,2665,5659,454,8781
SSC12267,242,17,262,2070,469,61,2600,6303,560,9471
SSC12268,40,6,47,582,110,21,721,1211,87,2014
SSC12269,0,0,0,3,6,0,6,30,5,37
SSC12270,0,0,3,45,23,0,75,153,19,244
SSC12271,0,0,0,0,0,0,3,32,10,43
SSC12272,0,0,0,0,0,0,0,10,0,14
SSC12273,9,0,9,77,39,0,118,325,38,484
SSC12274,0,0,0,0,0,0,0,0,0,3
SSC12275,26,8,33,348,125,11,483,1446,174,2107
SSC12276,9,8,13,162,92,8,260,454,66,780
SSC12277,0,0,0,5,0,0,4,21,7,33
SSC12278,25,36,62,377,141,14,531,817,115,1468
SSC12279,3,0,0,48,23,3,78,175,43,296
SSC12280,0,0,0,15,7,0,24,14,6,44
SSC12281,0,0,0,12,3,0,16,45,7,74
SSC12282,0,0,0,3,0,0,4,17,0,15
SSC12283,160,32,195,140,109,6,254,1361,196,1815
SSC12284,0,0,0,0,0,0,3,7,3,16
SSC12285,16,6,20,76,61,4,143,633,92,871
SSC12286,0,0,0,3,4,0,13,10,0,22
SSC12287,252,49,306,1766,858,80,2698,6560,1035,10299
SSC12288,13,4,18,109,65,3,183,610,104,900
SSC12289,38,5,44,429,149,17,591,1401,142,2135
SSC12290,0,0,0,19,12,0,37,56,36,134
SSC12291,0,0,0,26,12,3,43,62,4,113
SSC12292,0,0,0,0,0,0,0,0,0,3
SSC12293,180,30,215,1259,547,42,1849,4278,779,6907
SSC12294,0,0,0,9,0,0,11,32,12,55
SSC12295,0,0,0,40,11,0,57,125,23,200
SSC12296,3,0,3,28,14,0,39,63,17,127
SSC12297,211,20,231,2823,528,87,3444,7384,958,11782
SSC12298,0,0,0,0,0,0,0,5,4,6
SSC12299,0,0,0,7,9,0,17,21,8,53
SSC12300,38,6,45,333,169,21,518,1463,208,2187
SSC12301,0,0,0,0,0,0,0,0,0,0
SSC12302,0,0,0,13,3,0,16,20,4,46
SSC12303,91,17,107,1204,411,61,1670,3122,361,5149
SSC12304,34,0,33,476,241,25,734,1140,106,1984
SSC12305,31,0,38,580,206,17,805,1685,274,2762
SSC12306,0,0,0,4,0,0,4,9,3,17
SSC12307,19,3,24,587,250,20,860,2204,526,3600
SSC12308,75,14,93,1613,643,50,2308,4996,553,7867
SSC12309,175,17,190,555,234,39,828,2914,326,4074
SSC12310,0,0,0,5,4,0,10,16,5,33
SSC12311,0,0,0,4,0,0,7,20,0,32
SSC12312,0,0,0,25,14,3,37,60,19,122
SSC12313,61,17,79,441,122,7,572,1926,251,2756
SSC12314,0,0,0,23,16,4,38,82,3,119
SSC12315,10,0,10,472,78,7,554,1079,126,1761
SSC12316,232,18,258,2688,735,53,3481,12014,1255,16747
SSC12317,0,0,0,0,0,0,0,0,0,0
SSC12318,4,0,5,75,28,0,101,186,55,350
SSC12319,0,0,5,49,17,0,66,152,29,244
SSC12320,25,6,39,222,84,11,319,1301,321,1938
SSC12321,10,0,10,71,27,4,105,395,49,549
SSC12322,19,0,24,262,105,10,376,700,35,1112
SSC12323,4,0,4,23,11,4,39,107,28,177
SSC12324,0,0,0,0,0,0,0,18,6,29
SSC12325,150,9,166,1492,305,78,1877,3658,460,5997
SSC12326,0,0,0,0,0,0,0,3,0,5
SSC12327,0,0,0,8,10,0,16,73,9,97
SSC12328,3,0,5,67,27,3,103,135,32,267
SSC12329,0,0,0,0,0,0,0,9,0,13
SSC12330,0,0,0,18,8,3,27,57,6,90
SSC12331,0,0,0,5,3,0,8,25,0,38
SSC12332,0,0,0,0,0,0,0,0,3,8
SSC12333,3,0,4,31,16,0,48,123,18,189
SSC12334,3,0,3,10,4,0,12,31,0,45
SSC12335,3,0,3,79,33,3,116,286,21,416
SSC12336,3,4,4,38,20,0,57,125,11,195
SSC12337,0,0,0,0,0,0,0,13,3,20
SSC12338,0,0,0,4,3,0,3,3,0,12
SSC12339,236,21,261,1962,543,45,2541,4904,357,7801
SSC12340,0,0,0,12,0,0,17,18,0,36
SSC12341,3,0,7,65,14,0,78,190,15,281
SSC12342,0,0,0,0,0,0,0,3,0,5
SSC12343,138,14,152,968,372,55,1397,2498,180,4076
SSC12344,96,25,121,486,182,21,693,1988,354,3037
SSC12345,54,11,64,342,121,23,487,1151,130,1772
SSC12346,3,0,3,11,13,0,23,86,11,116
SSC12347,152,41,192,640,348,29,1018,2946,456,4417
SSC12348,0,0,0,4,0,0,10,20,3,35
SSC12349,107,69,175,696,262,25,978,2219,485,3682
SSC12350,0,0,0,24,7,3,34,49,5,82
SSC12351,4,0,4,25,11,3,39,98,3,140
SSC12352,3,0,3,74,24,0,96,289,41,429
SSC12353,0,0,0,8,0,0,8,5,0,16
SSC12354,0,0,0,14,8,0,26,30,31,80
SSC12355,0,0,0,0,0,0,0,4,0,4
SSC12356,0,0,0,29,5,0,32,64,3,104
SSC12357,0,0,0,4,3,0,10,28,0,43
SSC12358,0,0,0,0,0,0,0,26,4,27
SSC12359,0,0,0,4,5,0,9,27,12,52
SSC12360,23,3,28,123,45,8,180,443,42,665
SSC12361,308,65,378,3969,825,65,4860,13436,3094,21391
SSC12362,13,0,19,473,179,14,665,956,76,1699
SSC12363,6,6,12,266,94,7,363,779,136,1278
SSC12364,3,0,3,24,6,0,25,61,11,98
SSC12365,0,0,3,178,50,11,237,344,33,619
SSC12366,0,0,0,0,5,0,10,26,0,37
SSC12367,3,0,3,78,30,5,113,155,18,285
SSC12368,13,0,16,111,73,9,188,432,41,657
SSC12369,37,12,50,149,74,11,231,543,94,872
SSC12370,0,0,0,3,0,0,10,27,10,41
SSC12371,72,11,79,806,310,54,1167,1914,124,3206
SSC12372,4,0,3,19,3,0,29,142,37,207
SSC12373,0,0,0,20,9,0,32,77,4,113
SSC12374,0,0,0,11,4,0,8,49,11,69
SSC12375,23,3,33,601,241,31,869,1962,303,3136
SSC12376,10,6,15,201,82,6,288,834,77,1197
SSC12377,3,0,3,23,5,0,25,57,16,99
SSC12378,149,54,209,968,383,50,1401,3351,529,5282
SSC12379,0,0,0,0,0,0,6,18,3,29
SSC12380,0,0,0,0,0,0,0,0,0,0
SSC12381,3,0,3,28,24,5,55,107,13,172
SSC12382,0,0,0,7,0,0,7,12,7,30
SSC12383,0,0,0,0,0,0,0,9,5,17
SSC12384,0,0,0,5,4,0,12,39,0,61
SSC12385,39,4,41,396,154,10,560,1026,66,1653
SSC12386,9,0,12,96,32,8,133,243,28,402
SSC12387,12,0,10,54,17,5,78,211,38,327
SSC12388,0,0,0,8,3,0,6,7,0,18
SSC12389,32,9,34,243,108,7,359,650,67,1074
SSC12390,3,0,3,29,21,3,52,158,19,234
SSC12391,0,0,0,12,8,0,15,28,15,57
SSC12392,0,0,0,10,3,0,17,20,9,40
SSC12393,0,0,0,0,0,0,0,7,4,9
SSC12394,0,0,0,3,0,0,3,33,4,43
SSC12395,3,0,3,125,49,4,181,307,20,503
SSC12396,7,0,7,80,35,0,116,250,36,409
SSC12397,0,0,0,15,6,0,23,59,49,135
SSC12398,0,0,3,40,14,0,53,179,60,298
SSC12399,0,0,0,3,0,0,6,17,6,32
SSC12400,0,0,0,0,0,0,0,4,0,4
SSC12401,6,0,6,56,33,0,91,224,19,331
SSC12402,0,0,0,15,8,0,26,106,15,146
SSC12403,0,0,0,3,0,0,3,14,3,23
SSC12404,0,0,0,3,0,0,0,23,3,29
SSC12405,0,0,0,4,0,0,4,18,0,16
SSC12406,0,0,0,7,0,0,6,18,0,22
SSC12407,0,0,0,6,3,0,10,22,4,37
SSC12408,0,0,0,40,19,0,63,148,16,221
SSC12409,0,0,0,6,4,0,7,42,12,64
SSC12410,0,0,0,7,0,0,13,64,11,96
SSC12411,0,0,0,0,0,0,0,6,0,6
SSC12412,3,0,3,94,31,0,124,290,61,481
SSC12413,3,0,4,22,12,0,31,62,6,100
SSC12414,0,0,0,17,8,3,22,45,8,76
SSC12415,3,0,3,8,5,0,11,42,11,71
SSC12416,0,0,0,11,4,0,13,32,16,62
SSC12417,0,0,0,0,0,0,0,0,0,0
SSC12418,0,0,3,51,26,0,83,150,21,248
SSC12419,14,3,21,339,87,12,439,845,117,1402
SSC12420,0,0,0,16,9,0,27,110,21,154
SSC12421,142,23,169,936,415,24,1378,3057,199,4629
SSC12422,102,24,127,1339,393,26,1762,4564,752,7073
SSC12423,0,0,0,32,16,0,51,86,20,154
SSC12424,0,0,0,9,3,0,16,53,3,71
SSC12425,0,0,0,4,0,0,9,8,0,15
SSC12426,11,0,11,55,31,3,84,191,21,298
SSC12427,6,0,6,28,17,0,51,125,13,185
SSC12428,0,0,0,5,0,3,8,8,3,14
SSC12429,0,0,0,3,0,0,3,6,0,10
SSC12430,108,54,159,333,138,14,484,1349,288,2122
SSC12431,172,22,189,241,165,15,414,1619,272,2305
SSC12432,21,0,23,200,160,9,362,661,55,1080
SSC12433,93,23,121,2232,672,59,2966,6638,984,10585
SSC12434,16,0,23,677,263,37,975,1507,76,2552
SSC12435,4,0,4,244,88,10,342,668,58,1069
SSC12436,0,0,0,0,0,0,0,0,0,0
SSC12437,126,35,167,1026,228,15,1272,5411,600,7280
SSC12438,0,0,0,0,0,0,0,0,0,0
SSC12439,0,0,0,0,0,0,0,4,0,4
SSC12440,0,0,0,4,0,0,4,14,0,20
SSC12441,0,0,0,14,30,0,48,128,10,184
SSC12442,0,0,0,0,3,0,5,14,0,22
SSC12443,0,0,0,88,37,5,136,264,11,419
SSC12444,0,0,3,18,5,0,30,67,11,106
SSC12445,3,0,3,97,37,3,131,257,85,468
SSC12446,0,0,0,6,7,0,14,52,3,70
SSC12447,0,0,0,10,3,0,10,22,8,44
SSC12448,0,0,0,36,14,0,53,71,25,143
SSC12449,93,9,102,232,119,10,359,1079,172,1609
SSC12450,0,0,0,0,0,0,0,18,8,18
SSC12451,0,0,0,28,10,3,42,45,12,103
SSC12452,6,0,4,39,9,0,54,129,22,203
SSC12453,72,52,126,562,272,19,863,1985,1933,4783
SSC12454,0,0,0,0,0,0,3,11,3,14
SSC12455,11,0,18,131,49,8,187,488,81,753
SSC12456,0,0,0,9,0,0,9,15,3,29
SSC12457,0,0,0,16,8,0,17,106,12,139
SSC12458,0,0,0,0,0,0,0,10,0,10
SSC12459,0,0,3,17,3,0,23,43,19,86
SSC12460,7,0,12,49,18,0,65,221,30,313
SSC12461,33,0,38,244,92,13,349,1122,162,1629
SSC12462,0,0,0,19,3,0,23,68,11,99
SSC12463,0,0,0,3,0,0,3,9,0,17
SSC12464,0,0,0,16,10,0,26,31,3,56
SSC12465,0,0,0,78,21,10,102,209,26,343
SSC12466,0,0,0,9,6,0,13,35,0,48
SSC12467,10,0,7,47,8,4,57,198,40,299
SSC12468,50,7,60,526,189,18,736,1436,174,2349
SSC12469,0,0,0,9,3,0,13,18,8,36
SSC12470,7,0,7,45,16,0,68,134,45,249
SSC12471,0,0,0,0,0,0,3,26,7,37
SSC12472,9,0,9,117,35,3,159,383,38,578
SSC12473,11,3,16,124,42,0,169,357,83,612
SSC12474,65,20,88,310,127,25,459,1319,313,2094
SSC12475,236,132,367,2178,852,56,3091,9270,1447,13809
SSC12476,130,75,208,1225,270,44,1536,3009,424,4971
SSC12477,39,4,42,392,206,20,614,1275,122,2013
SSC12478,8,0,13,13,9,3,19,172,36,225
SSC12479,0,0,0,10,4,0,16,36,164,213
SSC12480,0,0,0,10,5,0,13,42,0,62
SSC12481,0,0,0,51,22,0,79,129,21,228
SSC12482,3,0,8,60,42,3,108,310,51,469
SSC12483,0,0,0,11,0,0,12,31,11,52
SSC12484,9,0,9,216,103,9,325,570,60,953
SSC12485,190,39,228,1228,450,33,1715,4117,367,6192
SSC12486,0,0,0,16,19,0,35,45,4,89
SSC12487,3,0,4,51,14,0,69,97,9,171
SSC12488,37,36,66,690,204,32,927,1671,264,2866
SSC12489,0,0,0,3,0,0,3,3,0,9
SSC12490,0,0,0,0,0,0,0,0,0,0
SSC12491,0,0,0,9,3,0,10,17,11,39
SSC12492,39,10,53,251,169,14,434,992,112,1529
SSC12493,0,0,0,16,9,0,22,67,7,99
SSC12494,0,0,0,21,16,3,38,116,29,177
SSC12495,0,0,0,14,0,0,11,34,13,56
SSC12496,0,0,0,0,0,0,0,10,6,16
SSC12497,0,0,0,0,0,0,0,3,0,3
SSC12498,14,3,22,126,61,4,197,402,31,625
SSC12499,3,0,3,24,5,0,32,68,14,114
SSC12500,3,0,3,106,25,3,142,289,52,482
SSC12501,734,98,855,4799,1561,133,6487,17263,1963,25716
SSC12502,0,0,0,75,49,3,130,235,454,826
SSC12503,6,0,5,58,30,4,94,168,26,288
SSC12504,484,38,538,3736,1189,148,5077,15821,1913,22811
SSC12505,4,0,9,133,57,3,193,541,116,850
SSC12506,466,117,581,2005,573,49,2626,8217,614,11462
SSC12507,0,0,0,27,15,0,42,63,7,112
SSC12508,0,0,0,4,3,0,5,34,7,37
SSC12509,0,0,0,13,3,0,20,26,3,39
SSC12510,0,0,0,20,3,3,29,91,20,136
SSC12511,3,0,3,62,26,7,90,172,36,304
SSC12512,3,8,9,49,34,3,84,187,38,317
SSC12513,6,6,12,182,85,15,279,551,96,921
SSC12514,46,6,55,1468,583,63,2116,3691,248,6053
SSC12515,0,0,0,4,4,0,11,43,0,49
SSC12516,3,0,3,10,3,0,19,30,4,56
SSC12517,5,0,5,34,9,4,44,88,23,158
SSC12518,24,4,31,222,97,10,336,832,54,1220
SSC12519,126,13,139,2063,523,43,2629,9210,970,12811
SSC12520,9,0,14,191,68,9,260,471,42,769
SSC12521,0,0,0,17,0,0,17,17,4,40
SSC12522,16,3,24,117,59,3,186,516,77,779
SSC12523,3,3,3,15,9,0,26,85,31,142
SSC12524,199,32,236,1615,549,56,2220,5192,655,8061
SSC12525,0,0,0,18,0,0,18,44,11,65
SSC12526,0,0,0,24,4,0,32,45,8,89
SSC12527,0,0,0,17,6,0,27,37,10,63
SSC12528,0,0,0,7,0,0,8,15,4,30
SSC12529,0,0,0,13,0,0,11,25,4,39
SSC12530,144,69,218,1387,561,67,2011,5212,642,7867
SSC12531,0,0,0,0,0,0,0,7,0,7
SSC12532,0,0,0,0,0,0,0,13,3,12
SSC12533,0,0,0,8,3,0,10,10,8,29
SSC12534,65,5,67,249,100,11,353,995,94,1445
SSC12535,0,0,0,0,0,0,0,0,0,0
SSC12536,30,3,34,304,98,15,414,1052,97,1566
SSC12537,3,0,3,29,5,0,29,63,20,111
SSC12538,4,0,4,128,30,3,160,388,55,604
SSC12539,0,0,0,4,0,0,4,8,0,12
SSC12540,0,0,0,53,11,0,70,114,9,191
SSC12541,0,0,0,18,13,0,27,86,8,124
SSC12542,14,4,17,516,152,22,688,1202,90,1974
SSC12543,0,0,0,62,25,0,93,153,17,263
SSC12544,3,0,3,42,14,0,59,113,14,191
SSC12545,10,0,10,90,37,0,130,261,31,417
SSC12546,0,3,3,18,10,4,31,41,13,77
SSC12547,26,3,30,211,131,5,345,1514,226,2088
SSC12548,0,0,0,5,4,0,11,32,3,46
SSC12549,0,0,4,61,23,0,83,136,18,240
SSC12550,16,0,16,684,143,7,837,2900,139,3874
SSC12551,0,0,0,0,0,0,0,0,0,0
SSC12552,0,0,0,4,0,0,5,29,3,33
SSC12553,9,0,6,73,47,4,125,377,32,541
SSC12554,38,7,43,1862,671,81,2611,4095,582,7284
SSC12555,0,0,0,20,14,0,34,52,6,97
SSC12556,3,0,3,54,25,0,76,221,28,329
SSC12557,0,0,0,30,6,0,36,70,20,122
SSC12558,0,0,3,19,4,0,23,101,17,132
SSC12559,0,0,0,0,0,0,0,4,0,4
SSC12560,6,0,6,7,16,0,25,62,6,94
SSC12561,0,0,0,0,0,0,0,0,0,0
SSC12562,0,0,0,7,0,3,7,27,10,42
SSC12563,25,0,24,316,87,14,420,744,45,1216
SSC12564,0,0,0,10,6,0,16,31,3,51
SSC12565,0,0,0,19,0,0,20,37,3,65
SSC12566,0,0,0,24,9,0,30,69,16,114
SSC12567,70,11,90,1903,662,56,2624,5247,353,8223
SSC12568,76,3,81,148,67,6,226,717,60,999
SSC12569,3,0,6,36,19,3,58,133,17,200
SSC12570,11,0,11,76,29,3,110,300,36,448
SSC12571,8,0,10,54,19,0,70,289,98,458
SSC12572,0,0,0,33,10,0,48,79,16,139
SSC12573,191,51,247,1768,833,62,2661,5905,512,9083
SSC12574,26,36,66,294,82,11,382,588,103,1080
SSC12575,124,58,178,366,226,5,592,2209,353,3159
SSC12576,0,0,0,13,9,0,19,61,0,81
SSC12577,0,0,0,0,0,0,0,0,0,0
SSC12578,0,0,0,3,0,0,3,23,3,29
SSC12579,3,5,7,77,42,4,118,236,28,379
SSC12580,0,0,0,0,0,3,3,5,7,22
SSC12581,0,0,0,3,0,0,3,3,0,9
SSC12582,0,0,0,3,3,0,8,8,0,14
SSC12583,0,0,0,4,4,0,10,8,0,18
SSC12584,0,0,0,5,8,0,14,9,0,25
SSC12585,42,15,59,275,104,8,389,847,174,1412
SSC12586,0,0,0,19,0,0,21,60,9,91
SSC12587,0,0,3,17,9,0,26,66,10,100
SSC12588,361,47,412,4559,1093,83,5734,15866,1732,23338
SSC12589,197,42,241,965,289,19,1274,3638,417,5322
SSC12590,0,0,0,39,14,0,55,110,40,206
SSC12591,0,0,0,3,0,0,3,0,3,3
SSC12592,33,8,44,893,344,44,1280,2119,225,3629
SSC12593,0,0,0,7,3,0,11,21,9,37
SSC12594,0,0,0,18,3,0,25,56,6,90
SSC12595,0,0,0,0,0,0,0,0,0,0
SSC12596,0,0,0,4,3,0,5,17,13,27
SSC12597,0,0,0,0,3,0,8,28,0,32
SSC12598,0,0,0,99,38,3,144,242,43,432
SSC12599,4,0,6,54,28,3,80,213,11,300
SSC12600,3,0,3,44,9,0,61,105,17,175
SSC12601,0,0,0,7,0,0,5,34,0,44
SSC12602,36,3,44,284,57,10,357,640,61,1059
SSC12603,23,3,21,144,82,13,237,530,60,824
SSC12604,0,0,0,24,3,0,28,44,4,72
SSC12605,0,0,0,4,4,0,9,34,4,42
SSC12606,3,0,3,18,13,0,29,67,18,112
SSC12607,6,0,6,1246,179,33,1453,1907,271,3631
SSC12608,0,0,0,0,0,0,0,6,3,14
SSC12609,0,0,0,7,8,0,18,32,14,59
SSC12610,3,0,3,5,0,0,5,22,5,33
SSC12611,0,0,0,7,7,0,10,13,0,31
SSC12612,0,0,0,17,3,0,21,57,8,93
SSC12613,0,0,0,13,3,3,20,48,5,77
SSC12614,0,0,0,0,0,0,0,5,0,5
SSC12615,0,0,0,3,0,0,6,13,3,18
SSC12616,0,0,0,7,7,0,16,72,16,104
SSC12617,26,6,34,369,130,8,508,1651,371,2536
SSC12618,3,0,3,46,41,0,83,190,11,288
SSC12619,13,4,17,107,77,3,185,983,241,1409
SSC12620,5,0,5,174,63,5,239,420,117,778
SSC12621,0,0,0,4,0,7,8,5,8,27
SSC12622,14,5,22,41,23,0,64,292,44,403
SSC12623,8,0,11,250,81,14,341,510,93,945
SSC12624,0,0,0,14,0,0,16,29,6,48
SSC12625,29,0,30,695,329,17,1041,1985,130,3152
SSC12626,0,0,0,3,10,0,20,34,14,69
SSC12627,0,0,0,5,0,0,5,29,4,43
SSC12628,0,0,0,0,0,0,0,11,3,20
SSC12629,20,7,31,223,146,0,370,1382,229,1987
SSC12630,42,90,137,209,102,5,320,805,276,1404
SSC12631,0,0,0,5,3,0,16,45,3,63
SSC12632,0,0,0,16,5,3,20,41,5,68
SSC12633,26,3,35,1022,334,38,1399,2829,186,4415
SSC12634,0,0,0,14,10,4,25,37,0,66
SSC12635,0,0,0,4,0,0,6,12,3,16
SSC12636,0,0,3,28,13,0,41,102,16,159
SSC12637,0,0,0,11,5,0,20,6,0,23
SSC12638,6,0,9,161,56,9,221,338,14,571
SSC12639,18,0,21,109,82,10,201,380,42,624
SSC12640,7,0,6,30,7,0,39,135,24,195
SSC12641,4,0,4,24,18,0,42,79,7,127
SSC12642,109,18,125,2306,618,59,2983,6067,638,9693
SSC12643,3,0,3,43,32,3,75,209,32,320
SSC12644,3,0,3,67,25,0,91,217,7,315
SSC12645,634,72,710,2650,878,69,3600,8064,838,12503
SSC12646,0,0,0,11,0,0,16,35,9,56
SSC12647,7,0,7,123,59,3,197,378,27,600
SSC12648,3,0,0,8,3,0,10,44,10,63
SSC12649,0,0,0,41,23,0,72,145,23,231
SSC12650,0,3,3,19,35,0,51,452,779,1284
SSC12651,0,0,0,43,6,0,51,104,7,159
SSC12652,7,0,7,45,32,5,77,287,42,401
SSC12653,122,105,231,794,360,26,1179,3155,538,4868
SSC12654,135,34,169,932,346,35,1317,3272,492,5076
SSC12655,7,3,9,105,44,4,155,297,60,504
SSC12656,0,0,0,3,4,0,9,36,5,56
SSC12657,5,0,9,17,8,0,28,119,11,159
SSC12658,0,0,0,3,0,0,3,16,3,21
SSC12659,0,0,0,9,7,0,19,39,5,66
SSC12660,0,0,3,38,27,0,67,164,33,264
SSC12661,0,0,0,0,0,0,0,0,0,4
SSC12662,0,0,0,0,0,0,0,3,0,3
SSC12663,0,0,0,5,3,0,6,14,3,21
SSC12664,0,0,0,6,10,0,15,12,3,28
SSC12665,0,0,0,19,4,0,25,58,12,91
SSC12666,0,0,0,4,4,0,9,38,6,56
SSC12667,0,0,0,3,0,0,3,12,8,28
SSC12668,0,0,0,6,3,0,10,12,3,28
SSC12669,17,0,23,134,67,8,206,636,84,933
SSC12670,70,12,80,316,149,15,476,1442,179,2098
SSC12671,73,16,88,439,171,23,636,1207,170,2010
SSC12672,291,114,406,1770,753,75,2598,5528,648,8777
SSC12673,0,0,0,4,0,0,4,22,11,41
SSC12674,5,0,5,21,15,0,41,127,10,176
SSC12675,0,0,0,0,0,0,0,0,0,0
SSC12676,3,0,3,25,19,0,46,93,5,144
SSC12677,0,0,0,3,0,0,3,6,0,11
SSC12678,3,0,3,12,0,0,15,69,23,107
SSC12679,0,0,0,14,3,0,15,44,0,64
SSC12680,0,0,0,7,0,0,7,0,0,7
SSC12681,0,0,0,10,0,0,10,8,0,24
SSC12682,0,0,0,16,3,0,24,26,5,53
SSC12683,0,0,0,30,13,0,47,116,5,166
SSC12684,3,0,3,7,3,0,9,34,5,49
SSC12685,6,0,6,85,25,3,120,270,67,455
SSC12686,110,13,121,734,276,16,1026,2430,269,3718
SSC12687,3,3,4,40,11,0,52,89,17,150
SSC12688,0,0,0,37,8,0,45,65,4,118
SSC12689,0,0,0,0,0,0,0,0,0,0
SSC12690,0,0,0,0,0,0,0,3,0,7
SSC12691,0,0,0,3,0,0,3,23,3,26
SSC12692,0,0,0,0,3,0,3,11,3,17
SSC12693,0,0,0,0,0,0,0,0,0,0
SSC12694,0,0,0,0,0,0,0,3,0,5
SSC12695,0,0,0,7,0,0,11,14,3,24
SSC12696,0,0,0,0,6,0,3,22,0,21
SSC12697,0,0,0,19,12,0,28,64,17,108
SSC12698,0,0,0,134,24,3,162,243,23,428
SSC12699,54,32,85,145,72,6,222,571,135,930
SSC12700,0,0,0,3,0,0,3,0,3,3
SSC12701,0,0,0,13,10,0,19,39,7,70
SSC12702,0,0,0,0,0,0,0,0,0,0
SSC12703,20,0,20,366,115,14,494,897,90,1481
SSC12704,3,0,3,40,29,0,68,187,5,263
SSC12705,0,0,0,5,0,0,5,9,4,22
SSC12706,0,0,0,0,0,0,0,11,0,16
SSC12707,0,0,0,8,3,0,15,50,13,71
