SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC30676,0,0,0,11,6,21,0,0,0,0,0,0,0,0,0,6,8,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,7,6,11,0,0,0,0,0,0,33,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,7,11,16,0,0,0,0,0,0,7,11,16,8,6,18,49,48,96
SSC30677,0,0,0,10,3,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,18,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,33,0,0,0,0,0,0,10,18,33,9,8,16,38,44,84
SSC30678,3,3,7,64,73,132,0,0,0,6,12,15,0,0,0,100,101,202,0,0,0,0,3,4,3,4,10,3,0,5,0,0,0,0,0,0,4,3,4,6,15,20,14,16,32,0,0,3,0,0,0,9,29,38,8,8,16,0,0,0,226,262,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,11,173,156,321,3,3,5,3,0,3,172,158,332,40,34,71,447,465,913
SSC30679,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7
SSC30680,18,16,35,186,181,372,0,0,0,16,17,34,0,0,0,208,211,419,0,0,0,3,3,9,14,24,38,0,0,3,41,61,99,0,0,0,11,6,10,20,23,50,40,35,75,0,3,3,3,7,12,38,40,75,42,39,78,0,4,4,618,661,1278,4,3,7,3,0,3,0,0,0,0,0,0,0,0,0,7,4,10,7,4,10,463,368,833,0,0,0,3,3,8,465,371,837,261,203,466,1368,1261,2631
SSC30681,0,0,0,6,6,9,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,15,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,25,0,0,0,0,0,0,10,9,25,4,6,12,33,33,71
SSC30682,0,0,0,16,16,31,0,0,0,0,4,3,0,0,0,18,16,31,0,0,0,0,0,0,0,0,3,0,0,0,13,13,25,0,0,0,0,0,0,0,3,3,4,0,3,0,0,0,0,0,0,12,14,31,3,5,4,0,0,0,75,71,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,0,0,0,0,0,0,7,7,12,4,3,8,84,78,161
SSC30683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,0,0,10,8,16
SSC30684,0,0,0,14,17,31,0,0,0,8,3,12,0,0,0,30,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,3,0,4,8,3,0,3,0,0,0,8,3,11,0,0,0,0,0,0,58,58,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,35,0,0,0,0,0,0,16,22,35,13,15,27,92,90,178
SSC30685,36,50,86,424,491,917,0,0,0,25,28,51,0,0,0,622,678,1301,0,0,0,15,20,33,12,24,39,3,3,5,6,17,20,3,0,4,11,7,20,25,31,51,120,88,209,0,3,8,8,5,15,92,116,204,37,47,87,3,4,4,1410,1566,2977,14,14,26,11,0,14,8,3,10,0,0,0,6,3,8,12,9,25,15,11,26,1015,906,1916,5,5,13,5,15,24,1023,925,1949,452,402,855,2972,2974,5948
SSC30686,0,0,0,20,10,28,0,0,0,0,0,0,0,0,0,15,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,4,4,9,3,5,7,0,0,0,47,34,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,0,0,0,0,0,0,9,8,16,3,4,6,54,53,104
SSC30687,0,0,0,16,17,35,0,0,0,5,0,6,0,0,0,7,16,27,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,47,48,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,39,0,0,0,0,0,0,19,15,39,11,7,15,75,70,141
SSC30688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3
SSC30689,12,13,26,293,314,609,0,0,0,50,49,101,0,0,0,217,221,436,0,0,3,3,4,8,11,16,26,0,3,3,12,19,37,0,0,0,19,19,34,5,3,11,56,46,100,3,6,14,0,4,6,86,99,177,31,29,61,0,3,3,777,839,1618,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,3,8,11,394,309,702,0,0,4,3,9,12,400,316,710,137,111,252,1339,1290,2633
SSC30690,3,0,4,19,14,29,0,0,0,3,9,11,0,0,0,15,18,32,0,0,0,0,0,0,4,3,6,0,3,3,0,0,3,0,0,0,0,0,0,3,3,3,4,3,9,0,0,0,0,0,0,6,6,15,3,4,6,0,0,0,58,60,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,52,44,101,0,3,5,0,0,3,60,53,105,13,16,24,131,128,257
SSC30691,42,67,110,550,613,1162,0,0,0,48,62,112,0,0,0,750,863,1608,3,3,6,12,16,25,40,36,78,4,7,12,34,50,84,0,0,0,3,9,12,55,76,133,104,118,224,3,8,17,3,9,16,141,210,355,98,118,212,0,0,3,1849,2210,4061,12,13,26,9,0,7,3,4,3,4,0,5,0,0,0,6,14,23,7,14,24,1715,1574,3284,17,21,38,12,23,39,1747,1617,3363,443,464,907,4103,4392,8497
SSC30692,51,68,123,883,1206,2090,0,0,0,52,71,129,0,0,3,898,1207,2109,8,16,27,33,45,80,28,35,64,14,10,27,33,46,76,3,3,5,18,21,35,43,57,98,141,217,359,15,18,24,14,9,19,195,303,497,136,145,286,0,11,15,2509,3423,5939,19,12,31,64,66,127,15,11,24,0,0,0,8,7,17,16,26,40,25,36,61,1574,1443,3021,16,11,26,8,20,32,1600,1480,3079,473,532,1003,4765,5624,10388
SSC30693,53,73,131,927,1096,2018,0,0,0,66,84,155,0,0,0,1175,1325,2502,4,0,6,45,56,92,22,32,52,80,92,177,34,43,72,3,0,4,14,17,33,132,132,262,161,174,330,9,7,15,11,23,33,181,225,401,251,285,538,24,21,46,3133,3617,6749,37,26,67,40,30,68,5,6,10,0,5,5,18,15,36,16,17,30,34,39,72,2453,2357,4811,14,14,29,8,15,25,2481,2390,4869,713,638,1347,6494,6816,13305
SSC30694,0,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,6,9,18
SSC30695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30696,7,11,22,118,116,235,0,0,0,4,8,11,0,0,0,109,92,203,0,0,0,0,0,0,0,3,5,0,0,3,11,14,30,0,0,0,0,0,0,4,3,7,32,29,59,0,3,3,8,9,21,43,45,86,21,23,42,0,0,0,355,341,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,3,11,174,145,319,0,0,0,0,0,3,181,147,328,75,68,141,624,570,1200
SSC30697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,13,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,12,9,23
SSC30698,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,17,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,23,22,40
SSC30699,0,0,0,3,7,5,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,11,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,27,0,0,0,0,0,0,11,12,27,10,6,18,36,28,70
SSC30700,0,0,0,21,19,37,0,0,0,4,3,7,0,0,0,22,29,47,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,0,0,0,0,0,0,8,8,13,16,11,22,0,0,0,74,78,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,9,46,36,82,3,0,3,0,0,0,51,40,88,7,3,12,133,125,253
SSC30701,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,10,3,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,18,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,28,0,0,0,0,0,0,20,14,28,0,3,6,39,30,66
SSC30702,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10
SSC30703,95,140,233,190,195,385,0,0,0,50,69,115,0,3,4,413,481,897,19,20,39,34,28,57,3,3,4,10,5,8,17,24,41,8,3,14,70,62,130,78,84,157,61,63,122,3,7,5,20,25,45,76,91,168,79,105,177,6,4,13,1124,1261,2389,221,165,383,138,85,225,0,0,4,0,0,0,44,35,76,6,8,18,51,45,94,840,758,1599,12,5,10,3,3,6,852,765,1618,283,258,541,2756,2726,5483
SSC30704,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6
SSC30705,14,27,42,112,139,254,0,0,0,16,14,26,0,0,0,95,97,196,0,0,0,0,0,0,3,0,3,0,0,0,7,4,10,0,0,0,3,0,6,8,3,8,26,33,59,0,0,0,3,9,9,20,30,56,35,35,69,0,0,0,336,369,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,6,6,15,327,322,654,3,3,9,4,5,4,338,324,663,102,94,198,799,824,1624
SSC30706,0,3,3,8,6,16,0,0,0,0,0,3,0,0,0,15,19,32,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,13,7,23,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,51,40,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,29,0,0,0,0,0,0,19,15,29,7,8,9,71,62,133
SSC30707,12,20,33,176,188,363,0,0,0,9,13,28,0,0,0,161,170,335,0,0,0,3,0,4,12,12,22,0,0,0,13,21,28,0,0,0,4,0,4,14,20,29,28,35,62,0,0,0,0,3,7,44,45,93,30,36,65,0,4,4,496,544,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,380,339,726,9,11,13,0,3,8,388,355,745,113,99,212,1014,1026,2041
SSC30708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC30709,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,8,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,5,11,4,0,6,3,3,7,29,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,24,0,0,0,0,0,0,13,9,24,4,3,9,45,45,87
SSC30710,20,28,56,300,368,673,0,0,0,8,20,25,0,0,3,222,283,512,0,0,3,4,6,7,22,39,62,0,0,0,8,15,20,0,0,0,10,9,16,33,30,65,53,63,121,3,3,9,15,20,30,108,143,253,57,73,130,0,4,4,852,1081,1934,6,11,16,0,0,0,0,0,0,0,0,0,0,0,0,7,8,20,7,8,20,703,659,1368,4,5,13,7,8,21,724,679,1398,184,182,367,1799,1995,3791
SSC30711,0,0,0,11,17,24,0,0,0,0,0,3,0,0,0,9,10,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,13,0,3,7,0,0,0,26,42,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,6,21,28,51,0,0,0,0,4,4,26,26,52,5,7,10,60,79,136
SSC30712,129,150,281,851,971,1821,0,0,0,83,89,170,8,7,15,2153,2502,4660,8,5,13,184,177,360,26,33,56,13,10,28,58,57,114,9,9,20,23,20,43,70,79,147,133,176,314,3,12,11,3,13,10,221,324,542,116,145,255,8,9,14,3954,4638,8590,301,268,570,106,67,175,14,7,23,0,0,0,89,69,159,21,27,53,110,101,215,2547,2308,4848,48,18,66,4,18,24,2599,2344,4941,739,758,1495,7948,8331,16282
SSC30713,0,0,0,12,6,15,0,0,0,0,0,0,0,0,0,23,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,38,35,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,40,0,0,0,0,0,0,24,19,40,0,0,0,64,56,121
SSC30714,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8
SSC30715,7,11,17,64,63,124,0,0,0,3,8,16,0,0,0,57,64,118,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,3,0,4,3,8,10,19,0,0,3,0,0,0,13,25,39,8,5,18,0,0,0,167,186,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,179,141,317,3,3,5,0,0,3,178,144,329,79,64,141,431,406,834
SSC30716,0,0,0,31,26,57,0,0,0,6,4,9,0,0,0,26,21,51,0,0,0,0,0,0,3,3,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,12,15,29,3,3,9,0,0,0,95,78,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,54,0,0,0,0,0,0,31,26,51,14,15,30,138,117,254
SSC30717,6,4,13,30,25,53,0,0,0,3,0,8,0,0,0,49,55,106,0,0,0,0,4,4,0,4,4,0,0,0,3,0,3,0,0,0,0,0,0,0,6,4,7,6,14,0,0,0,0,3,3,9,8,21,7,3,11,0,0,0,118,118,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,106,100,207,0,3,3,0,4,5,110,102,209,45,44,86,281,266,546
SSC30718,0,0,0,32,23,52,0,0,0,3,0,3,0,0,0,22,29,53,0,0,0,0,0,0,0,3,6,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,8,12,21,0,3,4,0,0,0,82,73,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,26,20,50,3,0,3,0,0,0,31,20,50,6,8,17,123,108,224
SSC30719,3,0,3,30,13,40,0,0,0,0,0,0,0,0,0,57,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,6,0,3,15,0,21,3,0,6,0,0,0,124,48,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,27,58,0,0,0,0,0,0,39,28,64,149,75,228,314,149,466
SSC30720,0,0,0,9,5,11,0,0,0,0,0,0,0,0,0,9,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,18,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,19,0,0,0,0,0,0,13,14,20,0,5,5,32,36,74
SSC30721,3,15,14,120,151,267,0,0,0,27,31,59,0,0,0,146,146,292,3,3,3,0,0,0,7,11,18,3,0,3,9,6,15,0,0,0,6,4,7,4,0,0,17,15,36,3,0,6,3,5,8,48,48,92,28,27,54,0,0,0,417,450,869,0,0,0,4,9,16,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,154,142,299,0,0,0,0,0,0,159,142,299,34,36,69,624,642,1268
SSC30722,0,0,0,7,6,15,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,17,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,36,0,0,0,0,0,0,20,17,36,18,14,33,56,49,111
SSC30723,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,6
SSC30724,0,0,0,47,54,102,0,0,0,3,0,4,0,0,0,28,35,64,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,10,6,15,3,0,4,4,0,3,26,25,53,3,3,7,0,0,0,124,136,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,60,129,0,0,0,0,3,3,76,66,140,22,17,41,225,222,445
SSC30725,0,0,0,15,16,35,0,0,0,0,0,4,0,0,0,39,32,75,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,9,9,18,0,0,0,0,0,0,70,70,141,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,24,0,0,0,0,0,0,14,9,24,24,16,37,106,103,210
SSC30726,0,0,0,3,9,10,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,7,12,3,0,3,0,0,0,24,25,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,23,0,0,0,0,0,0,14,13,23,6,0,6,43,32,73
SSC30727,0,0,0,24,25,49,0,0,0,0,0,0,0,0,0,22,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,0,0,0,0,0,0,9,5,12,6,3,5,0,0,0,61,56,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,42,0,0,0,0,0,0,18,19,42,17,8,29,98,89,183
SSC30728,34,38,72,308,431,732,0,0,0,40,27,69,0,0,0,607,707,1314,0,0,0,15,13,30,3,4,12,8,4,5,16,13,32,0,0,0,10,6,16,13,15,29,59,58,118,0,3,3,4,3,8,149,178,329,38,33,77,0,3,4,1280,1507,2783,21,26,50,30,25,56,0,0,0,0,0,0,11,4,19,4,7,13,16,18,34,823,763,1581,7,11,17,10,6,14,841,782,1620,220,234,457,2442,2624,5064
SSC30729,0,0,0,5,11,19,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,9,0,9,0,0,0,6,3,7,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,33,30,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,52,32,77
SSC30730,0,0,0,6,9,12,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,6,0,0,0,18,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,7,0,3,0,0,0,23,18,42
SSC30731,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,5,8,16
SSC30732,24,41,62,592,680,1272,0,0,0,68,78,145,0,0,0,805,903,1701,0,0,0,53,46,97,20,26,39,17,19,38,42,40,82,3,3,3,21,23,48,105,115,225,108,119,224,3,5,11,24,31,56,182,206,393,153,188,349,15,12,26,2210,2493,4703,27,24,47,19,22,35,5,0,4,0,0,0,5,3,15,7,15,28,14,20,37,1000,857,1855,6,12,16,11,10,19,1011,878,1891,275,254,528,3590,3730,7317
SSC30733,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
