SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC30366,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,..,7,20
SSC30367,58,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,60,187,0,..,61,187
SSC30368,148,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,6,11,0,7,160,447,22,..,178,447
SSC30369,195,534,450,751,518,1374,965,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1165,2668,183,..,1346,2668
SSC30370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30371,2515,7719,62,141,98,217,167,366,11,36,0,6,0,0,0,3,15,37,0,0,0,8,3,3,0,3,3,12,6,23,2702,8158,179,..,2885,8158
SSC30372,89,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,89,265,3,..,95,265
SSC30373,64,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,155,11,..,71,155
SSC30374,29,65,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,67,6,..,34,67
SSC30375,3230,8408,157,284,22,33,182,312,29,43,0,0,0,0,0,0,29,43,16,22,111,128,0,0,3,7,128,159,6,23,3576,8948,243,..,3820,8948
SSC30376,278,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,740,11,..,294,740
SSC30377,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,3,..,20,37
SSC30378,23,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,67,5,..,26,67
SSC30379,1736,5005,4,10,0,0,4,10,3,5,0,0,0,0,0,9,5,9,27,43,10,15,0,5,0,0,38,64,3,4,1780,5095,138,..,1922,5095
SSC30380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30381,10,21,0,0,4,10,4,10,17,31,9,23,3626,7749,0,3,3653,7812,0,0,8,12,51,55,0,0,53,70,55,115,3778,8025,717,..,4498,8025
SSC30382,16,40,0,3,30,69,27,67,311,624,766,1433,1265,2311,0,0,2346,4367,0,0,0,0,0,0,0,0,0,0,17,24,2402,4498,1095,..,3496,4498
SSC30383,2246,6162,42,98,143,263,185,368,179,338,88,162,120,232,0,0,387,725,0,0,0,0,0,0,0,6,0,6,3,7,2821,7269,508,..,3326,7269
SSC30384,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,7,..,30,36
SSC30385,102,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,8,0,0,105,273,14,..,118,273
SSC30386,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,0,..,7,14
SSC30387,48,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,146,4,..,50,146
SSC30388,1037,3249,32,32,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1071,3282,63,..,1141,3282
SSC30389,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,28,72,9,..,33,72
SSC30390,107,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,104,275,21,..,130,275
SSC30391,73,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,70,191,7,..,80,191
SSC30392,601,1990,0,0,46,113,46,113,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,6,645,2108,40,..,691,2108
SSC30393,133,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,5,0,0,133,308,26,..,165,308
SSC30394,43,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,95,3,..,43,95
SSC30395,217,604,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,220,610,44,..,261,610
SSC30396,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,..,3,10
SSC30397,1634,4857,51,121,313,786,361,902,13,21,0,0,0,0,0,0,13,21,0,0,0,0,0,0,0,0,0,0,4,11,2018,5795,122,..,2137,5795
SSC30398,53,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,57,138,0,..,58,138
SSC30399,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,3,..,19,32
SSC30400,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,6,..,12,19
SSC30401,40,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,36,115,9,..,44,115
SSC30402,51,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,58,150,9,..,62,150
SSC30403,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC30404,1438,4102,58,102,4,10,67,110,29,45,0,0,0,0,0,4,30,54,15,31,0,0,0,0,0,0,15,34,37,65,1589,4354,231,..,1820,4354
SSC30405,321,828,4,14,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,330,849,39,..,364,849
SSC30406,530,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,527,1691,24,..,557,1691
SSC30407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30408,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,15,36,4,..,16,36
SSC30409,1038,2779,140,265,104,218,241,485,16,33,48,81,103,195,0,0,170,313,0,0,32,39,0,0,0,6,33,45,3,8,1487,3624,307,..,1789,3624
SSC30410,8271,22679,1246,1932,599,1294,1842,3226,522,818,132,247,250,597,3,4,907,1662,4,3,0,0,0,0,0,0,4,3,26,64,11050,27634,959,..,12012,27634
SSC30411,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,0,..,13,37
SSC30412,12,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46,4,..,20,46
SSC30413,101,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,268,5,..,103,268
SSC30414,1212,3641,18,44,317,747,340,791,391,629,479,890,65,120,0,0,940,1641,0,0,0,0,0,0,0,0,0,0,6,19,2497,6090,307,..,2804,6090
SSC30415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30416,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,49,4,..,25,49
SSC30417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30418,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,..,6,5
SSC30419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30420,66,167,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,66,172,15,..,82,172
SSC30421,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,35,43,..,58,35
SSC30422,41,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,85,3,..,43,85
SSC30423,27,62,0,0,3,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,12,10,16,12,17,50,104,22,..,70,104
SSC30424,833,2171,11,33,23,52,39,90,159,197,0,0,0,0,0,0,159,197,23,35,6,9,0,0,0,0,24,46,3,3,1053,2503,138,..,1192,2503
SSC30425,1575,3922,337,494,14,33,347,526,162,284,0,0,0,0,0,0,162,284,35,44,0,0,3,5,3,3,37,53,8,11,2136,4802,271,..,2407,4802
SSC30426,808,2105,167,259,172,298,336,558,211,344,0,0,0,0,0,0,211,344,0,0,5,6,0,0,3,3,5,11,7,19,1369,3036,217,..,1585,3036
SSC30427,486,1269,289,467,135,212,421,674,134,212,0,0,0,0,0,0,134,212,0,0,0,0,0,0,3,21,3,21,15,35,1067,2207,178,..,1240,2207
SSC30428,1249,3451,6,11,280,627,286,639,0,0,34,67,40,64,0,0,80,134,0,0,0,0,0,0,0,0,0,0,3,10,1619,4233,155,..,1774,4233
SSC30429,1923,5164,81,164,207,415,283,576,71,103,0,0,0,0,0,0,75,109,0,0,0,0,0,0,6,16,6,16,5,19,2297,5884,182,..,2479,5884
SSC30430,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,3,..,6,19
SSC30431,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,7,12,0,..,6,12
SSC30432,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45,0,..,24,45
SSC30433,112,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,115,293,13,..,128,293
SSC30434,380,922,81,142,50,76,129,215,310,509,81,169,18,33,0,0,401,711,0,0,0,0,0,0,17,43,14,44,11,18,933,1910,140,..,1079,1910
SSC30435,21,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,71,18,..,35,71
SSC30436,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,3,..,13,24
SSC30437,171,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,494,24,..,192,494
SSC30438,23,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,69,12,..,41,69
SSC30439,44,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,115,9,..,51,115
SSC30440,559,1860,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,1865,28,..,592,1865
SSC30441,26,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,87,3,..,32,87
SSC30442,48,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,48,109,90,..,140,109
SSC30443,305,931,6,18,0,0,6,18,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,14,3,14,5,10,318,975,24,..,344,975
SSC30444,1867,5163,66,123,9,28,74,153,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,13,23,1954,5335,193,..,2150,5335
SSC30445,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,3,..,15,42
SSC30446,53,195,0,4,0,0,0,4,0,3,0,0,0,3,0,0,0,6,3,39,0,0,0,0,3,3,7,38,3,4,61,251,21,..,84,251
SSC30447,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,5,..,22,32
SSC30448,1572,4284,93,173,414,941,505,1114,298,528,828,1503,686,1251,8,15,1815,3294,4,15,0,0,3,5,12,22,17,42,25,47,3940,8782,772,..,4715,8782
SSC30449,3791,10522,610,1119,775,1658,1388,2775,7,6,0,0,148,333,0,0,158,338,0,0,0,3,0,0,0,3,3,3,6,5,5342,13645,322,..,5661,13645
SSC30450,49,107,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,116,5,..,57,116
SSC30451,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,9,..,13,9
SSC30452,985,2342,0,3,0,0,4,3,6,18,0,0,0,0,0,0,6,18,33,47,38,49,0,0,3,3,71,96,3,4,1071,2463,168,..,1234,2463
SSC30453,820,2245,14,25,0,0,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,836,2269,65,..,909,2269
SSC30454,4169,12232,200,384,300,624,498,1006,0,4,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,3,9,6,13,4677,13272,291,..,4969,13272
SSC30455,2285,6153,0,0,4,9,4,7,3,9,0,0,0,0,0,0,3,9,0,0,0,3,0,0,0,0,0,3,0,8,2297,6183,153,..,2450,6183
SSC30456,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,8,..,27,32
SSC30457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30458,781,1699,12,17,3,4,10,22,21,27,0,0,0,0,0,0,21,27,66,101,0,5,9,13,0,0,74,117,3,3,898,1871,266,..,1159,1871
SSC30459,92,212,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,0,0,0,5,0,0,4,11,0,3,92,231,14,..,111,231
SSC30460,50,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,43,0,3,0,0,0,0,32,46,0,0,80,155,8,..,87,155
SSC30461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,5,0
SSC30462,207,663,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,30,40,0,0,0,0,0,0,32,41,3,3,243,713,18,..,267,713
SSC30463,1935,5719,4,15,17,41,23,54,10,21,0,0,0,6,0,0,12,23,0,0,0,0,0,0,0,0,0,0,0,0,1971,5796,161,..,2125,5796
SSC30464,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,4,..,16,24
SSC30465,43,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,106,8,..,44,106
SSC30466,179,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,381,64,..,246,381
SSC30467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30468,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,0,..,10,31
SSC30469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30470,103,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,12,0,0,11,22,0,0,117,266,38,..,156,266
SSC30471,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,0,..,11,32
SSC30472,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,6,..,15,25
SSC30473,307,926,0,8,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,8,0,0,310,941,20,..,330,941
SSC30474,6829,19984,1044,2195,529,981,1575,3179,490,600,53,68,33,60,0,0,578,729,19,27,52,71,3,11,7,10,77,115,26,71,9084,24071,773,..,9859,24071
SSC30475,1642,4608,98,160,7,34,107,194,141,192,0,0,15,16,0,0,156,210,0,0,0,0,0,0,0,0,0,0,3,5,1908,5013,169,..,2079,5013
SSC30476,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,..,4,6
SSC30477,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3,..,12,16
SSC30478,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,60,3,..,22,60
SSC30479,28,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,58,5,..,33,58
SSC30480,21,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,28,82,0,..,29,82
SSC30481,28,53,0,0,25,62,25,62,51,86,69,158,520,1013,0,0,646,1260,0,0,18,27,0,0,11,19,31,45,17,35,742,1454,265,..,1009,1454
SSC30482,272,727,0,3,76,136,77,139,493,848,900,1757,170,324,3,8,1573,2940,0,0,0,0,0,0,10,10,11,16,21,62,1955,3881,358,..,2313,3881
SSC30483,3602,11892,132,357,1577,4430,1710,4780,3,13,14,30,0,5,0,0,16,44,0,0,0,0,0,3,0,0,0,6,4,11,5337,16731,258,..,5592,16731
SSC30484,107,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,48,0,0,0,0,0,0,22,48,0,0,130,306,17,..,143,306
SSC30485,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,..,10,8
SSC30486,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,..,5,15
SSC30487,130,316,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,23,0,0,133,340,32,..,171,340
SSC30488,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,..,4,9
SSC30489,51,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,140,6,..,59,140
SSC30490,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,..,14,24
SSC30491,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,4,..,10,26
SSC30492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,11,14,0,3,7,11,0,..,7,11
SSC30493,21,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,23,69,6,..,32,69
SSC30494,1514,4471,5,9,3,4,9,12,26,51,0,0,0,0,0,0,26,51,32,49,3,7,0,0,3,13,38,62,3,6,1593,4601,172,..,1763,4601
SSC30495,458,1118,252,426,106,211,362,640,156,230,148,248,487,894,0,0,797,1373,34,58,3,3,0,0,0,3,37,61,20,31,1670,3224,599,..,2273,3224
SSC30496,1775,5040,246,474,229,427,475,900,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,8,0,0,2257,5952,130,..,2382,5952
SSC30497,106,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,284,8,..,107,284
SSC30498,30,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,3,11,0,0,37,92,17,..,46,92
SSC30499,506,1390,19,39,0,0,19,39,4,6,0,0,0,0,0,0,4,6,0,3,0,0,0,0,0,0,0,3,4,9,529,1448,35,..,568,1448
SSC30500,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,48,6,..,19,48
SSC30501,63,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,65,182,10,..,78,182
SSC30502,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,48,9,..,25,48
SSC30503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC30504,2313,6775,20,49,12,36,33,81,3,5,0,0,0,0,0,0,3,5,64,69,0,0,3,3,0,4,66,79,3,12,2415,6959,102,..,2519,6959
SSC30505,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,26,4,..,14,26
SSC30506,42,130,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,14,28,5,13,64,174,7,..,70,174
SSC30507,58,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,59,163,3,..,59,163
SSC30508,3258,9552,66,96,272,548,335,646,78,141,114,192,0,0,0,0,194,328,0,0,0,0,0,0,8,9,3,12,20,44,3818,10581,340,..,4150,10581
SSC30509,417,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,12,425,1348,16,..,441,1348
SSC30510,34,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,4,3,5,9,0,0,39,99,8,..,44,99
SSC30511,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,..,0,7
SSC30512,29,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,69,6,..,30,69
SSC30513,180,447,4,12,3,3,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,464,67,..,254,464
SSC30514,35,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,106,0,..,38,106
SSC30515,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,..,8,8
SSC30516,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,5,12,0,0,10,27,3,..,12,27
SSC30517,126,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,125,323,5,..,129,323
SSC30518,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,3,..,20,29
SSC30519,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,..,4,5
SSC30520,44,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,125,0,..,50,125
SSC30521,23,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,67,14,..,40,67
SSC30522,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,0,..,19,44
SSC30523,1531,4357,0,3,76,155,78,155,19,33,29,48,206,402,0,0,257,481,112,151,0,0,0,0,3,7,113,162,3,8,1982,5159,176,..,2160,5159
SSC30524,295,833,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,9,0,0,3,5,0,5,12,17,0,0,303,856,23,..,329,856
SSC30525,1166,3209,63,160,277,578,344,743,327,644,124,215,8,13,0,3,465,867,27,47,6,8,3,3,4,6,40,63,26,97,2038,4981,419,..,2458,4981
SSC30526,23,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,27,77,12,..,35,77
SSC30527,384,1081,6,8,0,0,6,8,4,10,0,0,0,0,0,0,4,10,3,4,0,0,0,0,0,0,3,4,0,0,392,1105,24,..,416,1105
SSC30528,4959,14290,430,646,730,1452,1155,2093,71,93,10,27,0,3,0,0,88,122,48,64,16,21,0,4,0,4,76,93,18,35,6288,16623,359,..,6649,16623
SSC30529,52,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,57,141,10,..,65,141
SSC30530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
