SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC60415,106,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107,287,12,..,120,287
SSC60416,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,..,9,8
SSC60417,53,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,139,0,..,56,139
SSC60418,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,..,48,4
SSC60419,76,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,209,7,..,85,209
SSC60420,856,2035,40,46,13,15,53,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,910,2110,43,..,957,2110
SSC60421,76,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,81,220,4,..,88,220
SSC60422,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC60423,124,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,13,0,0,126,329,14,..,140,329
SSC60424,25,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,52,7,..,27,52
SSC60425,795,1998,81,145,41,72,126,217,57,100,11,22,0,0,0,0,77,121,0,0,0,0,0,0,0,0,0,0,0,5,1000,2341,97,..,1092,2341
SSC60426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60427,99,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,261,8,..,104,261
SSC60428,26,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,67,8,..,36,67
SSC60429,768,1936,3,3,9,26,13,27,127,181,24,35,13,21,7,10,175,246,0,0,0,0,0,0,0,0,0,0,0,3,954,2216,82,..,1034,2216
SSC60430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60431,190,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,188,517,19,..,211,517
SSC60432,1159,2958,138,249,14,36,151,289,70,142,0,0,0,0,0,0,70,142,0,0,0,0,0,3,9,18,13,25,8,19,1403,3426,131,..,1540,3426
SSC60433,109,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,9,0,0,113,252,171,..,284,252
SSC60434,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,80,..,98,32
SSC60435,21,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,55,7,..,29,55
SSC60436,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,0,..,16,36
SSC60437,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,3,..,17,37
SSC60438,44,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,104,11,..,54,104
SSC60439,26,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,43,13,..,42,43
SSC60440,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50,13,..,34,50
SSC60441,100,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,246,11,..,107,246
SSC60442,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,0,..,19,35
SSC60443,69,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,163,8,..,74,163
SSC60444,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,..,17,3
SSC60445,1958,4685,93,131,23,35,110,165,71,114,0,0,0,0,0,0,71,114,6,11,0,0,0,0,9,24,16,39,4,8,2158,5013,172,..,2334,5013
SSC60446,1651,3940,171,267,58,97,227,362,315,576,84,112,144,181,0,0,545,881,0,0,0,0,0,0,16,31,16,31,8,14,2449,5227,270,..,2716,5227
SSC60447,1840,4760,450,811,40,80,488,892,3,8,0,0,0,0,0,0,6,11,0,0,0,0,0,0,4,10,4,10,4,7,2347,5679,188,..,2534,5679
SSC60448,1583,4035,171,205,61,136,232,342,218,305,22,34,0,0,3,8,248,343,0,0,0,0,0,0,3,4,3,4,7,17,2075,4743,267,..,2340,4743
SSC60449,112,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,118,278,20,..,135,278
SSC60450,29,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,57,4,..,31,57
SSC60451,55,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,140,4,..,55,140
SSC60452,72,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,178,9,..,76,178
SSC60453,41,73,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,81,51,..,96,81
SSC60454,481,1114,83,166,202,406,291,573,195,339,58,71,0,0,15,32,277,443,0,0,0,0,0,0,3,10,0,6,13,21,1060,2163,152,..,1212,2163
SSC60455,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,69,4,..,34,69
SSC60456,155,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,385,19,..,171,385
SSC60457,49,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,114,5,..,60,114
SSC60458,70,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,72,186,13,..,84,186
SSC60459,1233,3062,127,170,0,4,123,173,51,77,0,0,0,0,0,0,51,77,0,0,0,0,0,0,0,3,0,3,0,0,1409,3323,155,..,1560,3323
SSC60460,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42,6,..,25,42
SSC60461,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,0,..,19,41
SSC60462,169,363,0,0,0,0,0,0,5,9,0,0,0,0,0,0,5,9,3,7,0,0,0,0,4,3,3,11,3,8,184,394,43,..,230,394
SSC60463,35,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,63,14,..,43,63
SSC60464,35,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,39,96,3,..,38,96
SSC60465,94,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,235,11,..,108,235
SSC60466,531,1247,14,35,18,53,37,92,21,36,0,0,0,0,0,0,21,36,0,0,0,6,0,0,0,0,0,6,0,5,585,1386,30,..,617,1386
SSC60467,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,..,12,30
SSC60468,286,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,11,24,3,5,300,617,48,..,347,617
SSC60469,114,254,12,14,6,7,19,21,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,6,0,0,131,278,16,..,148,278
SSC60470,1225,3284,20,33,3,3,22,41,94,157,0,0,0,0,0,0,94,157,0,0,0,0,0,0,0,3,3,4,5,9,1346,3488,86,..,1429,3488
SSC60471,45,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,8,0,0,45,110,4,..,52,110
SSC60472,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC60473,135,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,140,282,117,..,261,282
SSC60474,264,524,5,4,0,0,5,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,278,541,560,..,842,541
SSC60475,127,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,338,0,..,124,338
SSC60476,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,82,0,..,37,82
SSC60477,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,6,..,14,12
SSC60478,182,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,504,23,..,210,504
SSC60479,120,275,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,125,286,44,..,167,286
SSC60480,123,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,122,287,18,..,137,287
SSC60481,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,20,..,24,15
SSC60482,19,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,54,8,..,28,54
SSC60483,35,79,14,28,0,0,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,109,10,..,56,109
SSC60484,62,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,148,13,..,74,148
SSC60485,875,2187,27,48,3,4,26,58,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,907,2248,109,..,1009,2248
SSC60486,41,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,118,5,..,42,118
SSC60487,323,768,0,4,3,5,5,4,3,3,22,20,0,0,0,0,28,31,0,0,0,0,0,0,0,0,0,0,3,6,360,806,62,..,422,806
SSC60488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60489,33,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,78,3,..,39,78
SSC60490,33,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,91,0,..,39,91
SSC60491,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,6,..,16,24
SSC60492,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC60493,48,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,52,153,9,..,63,153
SSC60494,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,6,..,22,33
SSC60495,85,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,86,196,17,..,107,196
SSC60496,1374,3319,86,112,5,10,89,119,7,7,0,0,0,0,0,0,7,7,19,30,3,3,3,3,4,9,32,51,3,12,1496,3508,188,..,1684,3508
SSC60497,151,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,412,10,..,159,412
SSC60498,1094,2671,27,36,0,0,27,36,8,10,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,3,1134,2724,80,..,1212,2724
SSC60499,59,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,131,8,..,74,131
SSC60500,37,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,41,81,9,..,47,81
SSC60501,33,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,91,4,..,43,91
SSC60502,146,379,0,0,0,0,0,0,4,8,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,148,387,11,..,158,387
SSC60503,32,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,83,5,..,34,83
SSC60504,36,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,86,14,..,53,86
SSC60505,32,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,71,14,..,51,71
SSC60506,186,574,0,3,0,0,0,3,11,23,0,0,0,0,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,3,200,601,6,..,212,601
SSC60507,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,5,11,0,0,21,41,12,..,33,41
SSC60508,96,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,5,7,7,12,108,210,151,..,258,210
SSC60509,163,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,385,19,..,184,385
SSC60510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60511,723,1710,26,43,9,16,33,57,0,3,0,0,0,0,0,0,0,3,12,17,0,4,0,0,0,5,14,29,6,9,775,1805,196,..,970,1805
SSC60512,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0,..,13,22
SSC60513,45,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,92,11,..,63,92
SSC60514,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,20,54,3,..,20,54
SSC60515,31,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,68,3,..,34,68
SSC60516,57,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,135,9,..,66,135
SSC60517,471,935,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,0,0,3,9,0,0,483,948,476,..,956,948
SSC60518,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,3,..,18,36
SSC60519,523,1282,32,37,18,43,46,77,142,211,0,0,0,0,0,0,142,216,0,0,0,0,0,0,0,4,0,4,4,6,719,1581,77,..,797,1581
SSC60520,1623,3996,97,133,23,32,118,165,287,444,0,0,0,0,0,0,287,444,0,0,0,0,0,0,0,0,0,0,3,0,2030,4608,218,..,2244,4608
SSC60521,149,371,3,13,0,0,3,13,29,43,0,0,0,0,0,0,29,43,0,0,0,0,0,0,0,0,0,0,0,0,188,424,19,..,203,424
SSC60522,37,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,100,10,..,47,100
SSC60523,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,4,..,13,25
SSC60524,43,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,91,4,..,43,91
SSC60525,9,10,5,12,0,0,5,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,..,16,23
SSC60526,742,1548,3,3,0,0,3,3,32,46,0,0,0,0,0,0,31,51,0,0,0,0,0,0,0,0,0,0,3,8,776,1612,298,..,1080,1612
SSC60527,156,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,157,388,18,..,178,388
SSC60528,379,891,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,380,899,30,..,411,899
SSC60529,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,5,..,23,30
SSC60530,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46,27,..,45,46
SSC60531,430,1139,9,20,0,0,9,20,0,0,0,0,0,0,0,0,0,0,3,10,6,3,0,0,0,12,9,23,3,4,453,1189,32,..,482,1189
SSC60532,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,7,..,27,38
SSC60533,1171,2962,77,99,4,13,82,112,189,283,0,0,0,0,0,0,189,283,0,0,0,0,0,0,0,0,0,0,0,7,1445,3360,134,..,1580,3360
SSC60534,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,36,..,38,8
SSC60535,46,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,43,122,5,..,49,122
SSC60536,39,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,85,7,..,49,85
SSC60537,66,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,155,15,..,82,155
SSC60538,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,11,26,0,..,10,26
SSC60539,218,618,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,5,0,5,0,0,219,621,17,..,242,621
SSC60540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60541,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,..,4,19
SSC60542,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,84,..,86,7
SSC60543,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,30,..,35,7
SSC60544,25,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,28,55,11,..,37,55
SSC60545,109,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,297,10,..,120,297
SSC60546,527,1321,9,18,3,10,15,25,3,5,0,0,0,0,0,0,3,5,10,11,10,9,0,0,9,26,28,51,8,15,580,1410,49,..,626,1410
SSC60547,62,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,60,165,0,..,66,165
SSC60548,215,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,210,545,18,..,232,545
SSC60549,126,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,140,323,13,..,154,323
SSC60550,129,254,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,5,10,0,0,0,0,4,11,0,0,130,266,10,..,141,266
SSC60551,840,2122,43,64,0,0,43,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,887,2196,55,..,935,2196
SSC60552,2316,5824,51,64,10,24,58,88,70,93,0,0,0,0,0,0,70,93,0,0,3,7,3,0,0,0,3,10,10,22,2456,6034,243,..,2698,6034
SSC60553,45,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,113,6,..,50,113
SSC60554,332,846,24,33,13,24,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,905,19,..,398,905
SSC60555,69,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,204,4,..,71,204
SSC60556,71,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,173,41,..,106,173
SSC60557,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,..,7,9
SSC60558,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,5,..,21,39
SSC60559,1189,3035,63,76,0,0,63,76,21,35,0,0,0,0,0,0,21,35,0,0,0,0,0,0,0,0,0,0,8,19,1276,3159,92,..,1370,3159
SSC60560,36,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,85,3,..,44,85
SSC60561,614,1557,22,40,17,32,42,69,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,657,1628,61,..,714,1628
SSC60562,410,984,18,21,8,16,29,38,14,28,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,0,0,455,1051,60,..,515,1051
SSC60563,280,607,6,10,0,0,6,10,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,287,621,217,..,509,621
SSC60564,34,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,73,3,..,36,73
SSC60565,820,2083,21,37,10,18,24,58,156,257,0,0,4,9,0,0,165,264,0,0,0,0,0,0,0,0,0,0,0,0,1011,2411,53,..,1062,2411
SSC60566,48,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,114,9,..,52,114
SSC60567,130,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,314,17,..,155,314
SSC60568,291,681,10,15,0,0,10,15,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,311,703,28,..,340,703
SSC60569,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,..,3,10
SSC60570,168,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,174,362,43,..,220,362
SSC60571,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,8,..,27,25
SSC60572,36,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,98,0,..,39,98
SSC60573,64,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,151,8,..,76,151
SSC60574,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,8,..,21,23
SSC60575,27,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,62,6,..,33,62
SSC60576,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,10,..,20,24
SSC60577,55,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,52,112,66,..,124,112
SSC60578,105,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,293,12,..,121,293
SSC60579,627,1737,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,631,1748,44,..,676,1748
SSC60580,3031,7927,203,401,417,845,626,1246,448,777,213,394,149,253,0,3,808,1426,4,0,9,11,0,0,25,62,34,76,28,67,4531,10738,589,..,5122,10738
SSC60581,113,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,321,11,..,127,321
