POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA3733,48,0,0,0,0,48,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,22,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,86,0,0,0,0,92
POA3735,124,0,0,0,0,124,57,0,0,0,0,57,15,0,0,0,0,15,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,37,0,0,0,0,37,3,0,0,0,0,3,8,0,0,0,0,8,229,0,0,0,0,229
POA3737,743,7,0,5,9,765,489,5,0,4,0,493,159,30,0,3,0,187,31,9,0,0,0,38,106,9,0,6,4,121,3,0,0,0,0,3,13,0,0,0,0,13,12,3,0,0,0,14,319,44,4,3,6,381,4,0,0,0,3,11,69,7,0,0,0,72,1625,65,3,12,15,1724
POA3738,33,0,0,0,0,33,31,0,0,0,0,31,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,87,0,0,0,0,88
POA3739,34,0,0,0,0,34,21,0,0,0,0,21,7,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,86,0,0,0,0,86
POA3740,152,3,0,0,3,160,123,3,0,0,0,128,44,0,0,0,0,44,0,0,0,0,0,0,28,3,0,0,0,30,0,0,0,0,0,0,5,0,0,0,0,9,4,0,0,0,0,4,75,7,0,0,0,81,4,0,0,0,0,4,18,0,0,0,0,20,373,13,0,3,3,393
POA3741,478,16,17,0,6,517,272,5,14,0,8,297,107,11,26,0,3,156,15,9,0,0,0,25,60,13,13,4,0,89,0,0,0,0,0,0,10,0,6,0,0,21,5,0,0,0,0,9,197,42,56,6,5,304,5,0,3,0,0,10,28,3,3,0,0,39,981,61,90,11,16,1156
POA3744,78,0,0,0,0,78,63,0,0,0,0,63,7,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,5,168,0,0,0,3,171
POA3746,64,0,0,0,0,71,53,0,0,0,0,57,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,5,0,146
POA3747,717,16,13,3,3,756,509,8,4,0,11,523,133,10,20,0,0,169,25,3,17,0,0,41,95,5,6,3,4,112,3,0,0,0,0,5,11,0,0,0,3,13,10,0,5,0,0,16,278,25,47,4,6,354,16,0,3,4,0,18,30,0,3,0,4,39,1545,46,69,8,18,1694
POA3749,278,0,0,9,0,292,248,0,0,4,0,249,47,0,0,0,0,47,0,0,0,0,0,0,45,3,0,0,0,54,0,14,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,96,20,0,0,0,121,8,4,0,0,0,10,20,0,0,0,0,21,650,24,0,11,3,687
POA3750,284,7,3,0,3,296,1703,40,4,0,8,1751,332,81,48,0,5,462,0,0,0,0,0,0,73,0,0,0,0,76,0,0,0,0,0,0,14,0,0,0,0,10,10,0,0,0,0,10,421,82,49,0,5,557,0,0,0,0,0,6,67,0,3,0,0,71,2477,128,56,0,19,2677
POA3751,43,0,0,0,0,43,21,0,0,0,0,21,6,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17,3,0,0,0,0,3,3,0,0,0,0,3,90,0,0,0,0,90
POA3752,1350,159,40,0,3,1545,3641,489,0,0,5,4134,758,419,7,0,3,1188,18,12,0,0,0,38,151,46,0,0,0,198,11,0,0,0,0,12,37,4,0,0,0,39,14,0,0,0,0,16,989,486,5,0,3,1486,76,0,11,0,0,87,112,24,3,0,0,143,6166,1154,59,0,6,7381
POA3753,135,0,0,0,0,137,430,7,0,0,0,436,62,0,0,0,0,61,0,0,0,0,0,0,23,0,0,3,0,23,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,90,0,0,3,3,94,0,0,0,0,0,0,17,0,0,0,0,17,669,4,0,0,0,683
POA3754,1568,152,0,3,0,1722,6470,535,20,3,5,7041,1934,479,83,0,4,2503,32,6,0,0,0,37,236,52,3,0,4,296,19,6,0,0,0,22,35,14,0,0,0,46,26,4,0,0,0,30,2279,553,88,0,7,2930,38,27,0,0,0,58,168,22,0,0,0,190,10522,1285,114,6,19,11945
POA3755,44,3,0,0,0,45,28,0,0,0,0,33,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,90,3,0,0,0,97
POA3756,746,18,14,0,0,776,2099,38,11,0,5,2145,435,67,20,0,3,521,7,10,0,0,0,18,140,4,7,0,0,145,3,5,0,0,0,9,14,0,0,0,0,14,8,0,0,0,0,9,605,83,23,0,5,713,9,0,0,0,0,9,71,5,0,0,0,82,3538,138,40,3,5,3728
POA3757,968,25,5,3,0,1002,1392,15,8,3,0,1418,209,44,10,3,0,262,19,12,7,0,0,38,79,6,3,4,3,93,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,7,318,67,16,5,3,416,14,0,0,0,0,19,99,5,3,0,0,105,2796,110,33,12,8,2963
POA3758,199,0,0,3,0,199,404,0,0,0,0,406,16,0,0,0,0,16,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,48,0,0,4,0,54,4,0,0,0,0,4,22,0,0,0,0,22,669,3,0,12,0,686
POA3759,145,0,0,0,0,144,170,0,0,0,3,169,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,25,0,0,0,0,0,0,6,0,0,0,0,6,346,0,0,0,3,349
POA3760,48,0,0,0,0,48,57,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,123,0,0,0,0,121
POA3761,137,0,0,0,6,142,208,0,0,0,0,212,16,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,25,3,0,0,0,0,3,11,0,0,0,0,11,384,0,0,0,7,392
POA3762,11,0,0,0,0,11,19,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,45
POA3763,162,0,0,0,0,163,310,0,0,0,0,313,30,0,4,0,0,34,0,0,0,0,0,3,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,50,0,3,0,0,52,8,0,0,0,0,8,14,0,0,0,0,16,540,0,3,3,3,551
POA3764,890,90,22,14,3,1017,1257,21,0,0,3,1284,401,59,12,0,0,480,24,12,0,0,0,40,127,14,3,0,3,137,0,0,0,0,0,3,9,3,0,13,0,26,13,0,0,0,0,20,579,91,16,12,3,706,16,17,5,0,0,40,67,11,0,0,4,79,2808,230,45,31,18,3127
POA3765,725,28,4,0,0,753,1089,17,20,0,3,1126,91,21,10,0,0,118,9,0,0,0,0,9,72,3,0,0,0,75,0,24,0,0,0,23,3,0,0,0,0,3,6,6,0,0,0,3,173,48,10,0,0,235,11,36,0,0,0,49,35,8,0,0,0,47,2031,135,34,0,3,2202
POA3766,158,0,0,0,0,159,263,0,0,0,0,263,18,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,36,3,0,0,0,0,3,0,0,0,0,0,0,455,0,0,0,0,460
POA3767,169,7,0,0,3,181,221,0,0,0,0,226,23,0,0,0,0,23,0,0,0,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,42,0,0,0,0,0,0,9,3,0,0,0,15,440,11,0,0,3,456
POA3770,364,0,0,0,0,365,504,3,0,5,0,512,47,0,0,0,0,48,0,0,0,0,0,0,54,0,0,0,3,62,0,0,0,0,0,0,14,0,0,0,0,18,5,0,0,0,0,5,123,0,3,0,6,133,7,0,0,0,0,9,24,0,0,0,0,28,1022,3,3,4,5,1038
POA3775,486,11,0,3,3,509,594,8,0,0,0,606,79,6,0,0,3,91,3,0,0,0,0,3,65,9,0,0,0,72,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,160,18,0,0,3,176,11,0,0,0,0,11,20,0,0,0,0,20,1279,38,0,3,8,1323
POA3777,1296,104,4,45,3,1450,1582,55,6,0,5,1648,292,66,3,0,0,364,56,33,4,0,0,95,160,12,0,0,0,173,10,16,0,0,0,26,22,0,0,6,4,25,18,0,0,0,0,23,557,125,11,6,8,703,21,7,0,0,0,30,90,8,0,3,0,99,3542,308,13,51,21,3932
POA3778,29,0,0,0,0,32,28,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,69,0,0,3,7,70
POA3779,87,0,0,0,0,87,38,0,0,3,0,46,8,3,0,0,0,10,4,0,3,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,0,4,30,3,3,0,0,34,0,0,0,0,0,0,4,0,0,3,0,7,154,3,3,8,0,170
POA3781,353,0,0,0,3,360,905,0,0,0,3,908,96,0,0,0,0,102,14,0,0,0,0,14,34,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,159,0,0,0,3,164,11,0,0,0,0,11,34,0,0,0,0,34,1465,0,0,4,8,1476
POA3782,937,0,4,3,0,947,1356,0,0,0,0,1357,146,0,0,0,0,145,12,0,3,0,0,9,62,0,0,0,0,61,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,227,0,3,0,0,233,8,0,0,0,0,8,42,0,0,0,5,46,2572,0,8,3,5,2591
POA3783,223,0,0,0,3,223,402,0,0,0,0,405,51,0,0,0,0,51,0,0,0,0,0,0,27,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,81,0,0,0,0,82,5,0,0,0,0,5,24,0,0,0,0,24,731,0,0,0,3,741
POA3785,4,0,0,0,0,8,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,26
POA3786,179,0,0,0,0,179,282,0,0,0,0,283,19,0,0,0,0,22,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,42,0,0,0,0,39,0,0,0,0,0,0,12,0,0,0,0,13,514,0,0,0,3,516
POA3787,135,0,0,0,3,131,180,0,0,0,0,184,16,0,0,0,0,16,0,0,0,0,0,0,8,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,3,27,0,0,0,0,0,0,3,0,0,0,0,3,345,0,0,0,3,351
POA3788,222,0,0,0,3,229,302,0,0,0,7,312,50,7,0,0,0,56,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,83,7,0,0,0,92,3,0,0,0,0,3,13,0,0,0,0,12,622,11,0,0,12,653
POA3789,51,0,0,0,0,51,45,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,102,0,0,0,3,105
POA3791,192,0,0,0,0,191,267,0,0,0,0,267,17,4,0,0,0,26,0,0,0,0,0,0,21,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,0,50,3,0,0,0,0,3,10,0,0,0,0,10,507,5,0,0,0,519
POA3792,128,0,0,0,0,130,178,0,0,0,0,178,22,0,0,0,0,20,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,36,5,0,0,0,0,5,3,0,0,0,0,3,343,3,0,0,3,345
POA3793,452,4,0,0,0,460,532,0,0,0,0,536,97,14,0,0,0,106,0,0,0,0,0,0,72,0,0,0,3,76,5,0,0,0,0,5,13,0,0,0,0,13,5,0,0,0,0,8,187,14,0,0,3,210,10,12,3,0,0,23,31,0,0,0,0,34,1212,29,5,4,4,1255
POA3795,162,0,0,0,0,160,156,0,0,5,0,159,8,3,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,38,3,0,0,0,41,4,0,0,0,0,4,5,0,0,0,0,5,365,3,0,5,3,370
POA3796,926,37,0,0,3,967,1785,17,0,0,3,1807,136,12,0,0,3,149,8,0,0,0,0,8,103,8,0,0,0,107,3,0,0,0,0,3,8,0,0,0,0,12,8,0,0,0,0,8,266,14,0,0,3,291,40,32,0,0,0,74,42,7,0,0,0,55,3066,104,0,3,8,3186
POA3797,403,9,3,28,0,454,529,5,4,3,4,550,88,4,14,0,0,109,8,0,0,0,0,8,57,0,5,0,0,64,3,0,0,0,0,3,13,0,0,23,0,33,8,0,0,0,0,7,173,7,14,23,0,224,21,0,0,0,0,21,31,0,0,6,0,41,1161,26,26,61,4,1278
POA3799,773,4,0,28,0,799,950,0,3,3,0,954,223,0,12,5,4,244,9,0,0,0,0,9,122,0,0,0,0,123,0,8,0,0,0,10,8,0,0,5,0,12,15,0,0,0,0,17,371,14,9,11,3,403,10,0,0,0,0,15,74,3,0,3,6,87,2171,16,18,45,5,2255
POA3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19
POA3802,2500,282,0,4,0,2788,2977,377,3,0,0,3360,708,104,0,0,3,815,175,8,0,0,0,189,254,33,0,0,0,292,14,3,0,0,0,13,23,3,0,0,0,26,10,0,0,0,0,14,1191,154,0,0,4,1352,21,3,0,0,0,26,190,19,0,0,0,204,6880,836,4,7,7,7727
POA3803,884,99,0,0,0,984,1172,239,0,0,0,1420,365,176,3,0,0,543,59,8,0,0,0,71,117,30,0,0,0,145,9,4,0,0,0,9,19,3,0,0,0,25,12,5,0,0,0,15,584,226,3,0,0,817,25,3,0,0,0,29,88,20,0,0,3,117,2757,596,3,0,3,3367
POA3804,836,4,0,0,0,846,1171,13,0,0,0,1184,41,0,0,0,0,44,4,0,0,0,0,0,41,0,0,0,0,47,5,0,0,0,0,5,4,0,0,0,0,3,9,0,0,0,0,9,101,4,0,0,0,102,14,0,0,0,0,14,58,0,0,0,0,60,2177,20,0,0,3,2203
POA3805,3658,177,42,13,0,3888,8710,437,50,0,4,9205,2071,194,82,3,4,2349,192,14,11,0,0,226,573,34,15,0,0,626,14,3,0,0,0,14,63,0,0,87,0,148,33,6,0,0,0,42,2952,249,114,91,6,3402,50,3,0,0,0,52,402,22,4,5,8,438,15767,877,208,110,24,16986
POA3806,3685,677,74,0,3,4437,7134,307,19,3,4,7464,2221,383,23,4,3,2637,74,4,4,0,0,81,407,57,3,0,0,472,9,27,0,0,0,38,28,12,0,0,0,39,24,9,0,0,0,35,2755,500,33,4,4,3300,46,135,46,0,0,226,223,77,10,0,3,308,13839,1686,191,3,13,15734
POA3807,623,54,0,15,0,688,1089,58,3,0,0,1150,140,73,0,0,0,210,4,11,0,0,0,15,53,17,0,3,0,71,0,0,0,0,0,0,9,0,0,29,0,35,4,3,0,0,0,3,204,104,0,29,0,337,9,0,0,0,0,8,28,3,0,0,0,35,1952,216,4,48,0,2223
POA3808,349,0,0,0,4,353,460,0,0,0,3,466,20,0,0,0,0,24,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,40,0,0,0,0,47,3,0,0,0,0,4,21,0,0,0,0,20,878,0,3,0,9,887
POA3809,292,22,0,0,0,317,1262,137,0,0,5,1410,435,106,0,0,0,535,5,3,0,0,0,3,49,7,0,0,0,56,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,493,113,0,0,0,609,11,3,0,0,0,12,34,3,0,0,0,43,2100,289,0,0,11,2393
POA3810,2726,317,15,27,7,3086,7050,328,10,5,9,7392,3058,740,7,0,5,3815,118,59,3,0,0,173,584,74,5,3,0,667,18,17,0,0,0,28,52,3,0,18,0,72,41,7,0,0,0,47,3860,893,15,23,12,4806,146,98,26,0,0,273,325,77,12,4,4,423,14109,1714,75,57,26,15979
POA3812,252,3,0,0,0,257,344,3,0,0,0,347,31,10,0,0,0,45,0,0,0,0,0,0,49,0,0,0,0,50,3,0,0,0,0,3,5,0,0,0,0,9,6,0,0,0,0,6,100,17,0,0,0,118,9,0,0,0,0,9,25,0,0,0,0,24,731,23,3,3,4,754
POA3813,109,0,0,0,0,111,121,0,0,0,0,126,12,0,0,0,0,12,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,3,44,0,0,0,0,46,3,0,0,0,0,3,4,0,0,0,0,4,281,3,0,0,0,291
POA3814,271,0,7,0,0,276,332,0,7,0,0,339,45,0,0,0,0,47,0,0,0,0,0,0,29,0,3,0,0,36,0,0,0,0,0,0,10,0,0,0,0,10,7,0,0,0,0,7,95,0,0,0,0,94,4,0,0,0,0,4,19,0,0,0,0,21,718,0,13,0,3,735
POA3815,298,30,16,3,0,347,453,10,0,0,3,463,43,13,0,0,0,59,0,0,4,0,0,8,41,13,0,0,0,50,0,0,0,0,0,0,6,0,0,0,0,11,3,0,0,0,0,6,97,26,8,0,0,126,11,0,6,0,0,14,27,3,4,0,0,32,884,62,28,3,3,984
POA3816,284,7,4,4,4,306,418,6,0,0,0,425,95,7,0,0,0,103,0,0,0,0,0,0,59,0,0,0,0,56,0,0,0,0,0,0,18,0,0,9,0,25,4,0,0,0,0,4,165,6,3,9,0,187,10,0,0,0,0,10,13,0,0,0,0,14,892,22,8,13,4,942
POA3818,1670,62,58,34,3,1836,1863,26,7,5,3,1900,619,99,91,3,4,817,42,8,20,0,0,74,212,9,11,3,3,244,3,3,0,0,0,3,19,0,5,28,0,58,27,0,0,0,0,29,930,117,129,34,4,1219,12,0,0,0,0,16,116,6,8,3,0,138,4593,222,201,83,14,5108
POA3820,1891,71,266,26,8,2267,2019,18,19,0,4,2060,626,116,93,0,0,840,108,58,21,0,0,191,244,33,26,0,0,297,4,3,6,0,0,19,13,0,6,0,0,23,8,4,9,0,0,26,1004,216,156,4,8,1386,18,0,41,0,0,60,130,19,30,3,3,179,5066,324,510,37,19,5961
POA3821,412,0,0,0,3,419,419,0,0,0,0,416,22,0,0,0,0,22,0,0,0,0,0,0,65,0,0,0,0,67,0,0,0,0,0,0,6,0,0,0,0,7,10,0,0,0,0,10,105,0,0,0,0,108,11,0,0,0,0,12,20,0,0,0,0,20,960,3,0,0,9,974
POA3822,131,0,0,0,0,130,138,0,0,0,0,139,11,0,0,0,0,11,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,33,0,0,0,0,33,3,0,0,0,0,3,9,0,0,0,0,9,307,0,0,0,3,315
POA3823,290,0,0,0,3,291,273,3,0,0,0,276,58,0,0,0,0,65,0,6,0,0,0,6,35,4,0,0,0,36,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,104,9,0,0,0,120,6,0,0,0,0,6,13,0,0,0,0,13,682,15,0,0,3,705
POA3824,677,6,11,0,0,695,689,3,3,0,0,699,185,18,10,0,0,204,5,3,0,0,0,13,90,5,11,0,0,108,6,10,0,0,0,12,7,0,0,0,0,11,17,3,0,0,0,18,311,39,20,0,0,375,11,0,0,0,0,6,30,4,4,0,0,39,1718,57,41,0,3,1812
POA3825,2860,175,26,30,5,3090,2449,51,12,6,3,2521,702,243,145,0,6,1097,248,176,43,0,0,469,385,47,21,0,0,450,36,22,3,0,0,62,39,22,5,6,3,69,31,13,0,0,0,46,1445,513,212,6,15,2195,42,20,3,0,0,63,227,49,17,0,6,305,7022,809,271,44,36,8174
POA3831,241,3,3,0,0,243,256,0,0,0,0,260,16,5,0,0,0,20,4,0,0,0,0,4,36,0,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,4,0,0,73,7,0,0,0,0,7,18,0,0,0,0,21,580,11,5,3,3,600
POA3832,42,0,0,0,0,43,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,16,3,0,0,0,0,3,6,0,0,0,0,6,90,0,0,0,0,88
POA3833,69,0,0,0,0,73,32,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,116,0,5,0,3,123
POA3835,79,0,0,0,0,79,61,0,0,0,0,61,7,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,3,10,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,24,0,0,0,3,26,3,0,0,0,0,3,5,0,0,0,0,5,172,0,0,0,3,172
POA3840,2278,65,63,0,3,2413,1852,14,25,3,3,1902,774,108,226,0,3,1115,197,99,57,0,0,343,284,16,21,3,4,327,27,18,18,0,0,64,23,3,3,0,4,33,24,4,4,0,0,30,1323,250,328,3,9,1917,31,0,0,0,0,31,205,19,31,0,0,256,5688,346,454,8,16,6516
POA3842,601,7,3,0,0,611,540,0,0,0,0,538,296,3,5,0,0,304,92,0,27,0,0,116,81,0,4,0,0,92,15,0,0,0,0,11,7,0,0,0,0,5,3,0,0,0,0,4,487,3,36,0,5,535,0,0,0,0,0,0,44,0,0,0,17,61,1673,9,45,0,25,1751
POA3844,3290,144,84,46,9,3572,4002,70,58,3,4,4138,1233,177,348,0,3,1765,195,24,105,0,0,323,428,37,35,0,3,502,20,17,5,0,0,47,39,10,0,9,3,63,23,4,8,0,0,37,1933,265,507,15,15,2736,28,28,6,0,0,59,225,26,31,3,19,302,9481,536,677,65,48,10802
POA3847,305,0,0,3,0,311,330,0,0,0,3,333,68,0,0,0,0,74,3,0,0,0,0,3,44,0,0,0,3,48,3,0,0,0,0,3,10,0,0,0,0,12,11,0,0,0,0,11,140,0,0,0,3,149,6,0,0,0,0,6,26,0,0,0,0,30,810,0,0,6,9,824
POA3850,1727,86,64,27,4,1901,1665,37,21,9,5,1739,779,175,159,0,3,1113,173,74,38,0,0,285,183,11,15,3,0,215,20,20,6,0,0,44,123,5,3,0,0,133,24,8,3,0,0,32,1302,290,220,11,3,1825,14,25,0,0,0,39,119,26,10,0,0,163,4819,471,320,43,10,5660
POA3851,845,0,0,6,0,861,663,0,0,0,0,669,73,0,0,0,0,73,3,0,0,0,0,3,107,0,0,0,0,114,0,0,0,0,0,0,35,0,0,0,0,39,19,0,0,0,0,22,237,0,0,3,0,239,14,0,0,0,0,15,61,0,0,0,0,66,1825,0,0,16,6,1846
POA3852,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9
POA3854,199,0,0,0,0,199,219,0,0,0,0,219,18,0,0,0,0,18,0,0,0,0,0,0,33,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,48,0,0,0,0,51,3,0,0,0,0,3,7,0,0,0,0,7,475,0,0,0,0,481
