LGA_NAME16	Age5yr	Indigenous	persons
Flinders (S) (Qld)	15-19	0	65
Flinders (S) (Qld)	15-19	1	6
Flinders (S) (Qld)	20-24		14
Flinders (S) (Qld)	20-24	0	72
Flinders (S) (Qld)	20-24	1	15
Flinders (S) (Qld)	25-29		10
Flinders (S) (Qld)	25-29	0	74
Flinders (S) (Qld)	25-29	1	3
Flinders (S) (Qld)	30-34		11
Flinders (S) (Qld)	30-34	0	77
Flinders (S) (Qld)	30-34	1	3
Flinders (S) (Qld)	35-39		4
Flinders (S) (Qld)	35-39	0	50
Flinders (S) (Qld)	35-39	1	4
Flinders (S) (Qld)	40-44		8
Flinders (S) (Qld)	40-44	0	80
Flinders (S) (Qld)	40-44	1	9
Flinders (S) (Qld)	45-49		7
Flinders (S) (Qld)	45-49	0	95
Flinders (S) (Qld)	45-49	1	14
Flinders (S) (Qld)	50-54		5
Flinders (S) (Qld)	50-54	0	92
Flinders (S) (Qld)	50-54	1	7
Flinders (S) (Qld)	55-59		9
Flinders (S) (Qld)	55-59	0	98
Flinders (S) (Qld)	55-59	1	8
Flinders (S) (Qld)	60-64		10
Flinders (S) (Qld)	60-64	0	87
Flinders (S) (Qld)	60-64	1	5
Flinders (S) (Qld)	65+		22
Flinders (S) (Qld)	65+	0	280
Flinders (S) (Qld)	65+	1	10
Fraser Coast (R)	0-4		334
Fraser Coast (R)	0-4	0	4111
Fraser Coast (R)	0-4	1	482
Fraser Coast (R)	5-9		386
Fraser Coast (R)	5-9	0	5041
Fraser Coast (R)	5-9	1	544
Fraser Coast (R)	10-14		419
Fraser Coast (R)	10-14	0	5204
Fraser Coast (R)	10-14	1	522
Fraser Coast (R)	15-19		342
Fraser Coast (R)	15-19	0	4731
Fraser Coast (R)	15-19	1	498
Fraser Coast (R)	20-24		331
Fraser Coast (R)	20-24	0	3656
Fraser Coast (R)	20-24	1	292
Fraser Coast (R)	25-29		321
Fraser Coast (R)	25-29	0	3626
Fraser Coast (R)	25-29	1	248
Fraser Coast (R)	30-34		311
Fraser Coast (R)	30-34	0	3964
Fraser Coast (R)	30-34	1	210
Fraser Coast (R)	35-39		361
Fraser Coast (R)	35-39	0	4297
Fraser Coast (R)	35-39	1	226
Fraser Coast (R)	40-44		423
Fraser Coast (R)	40-44	0	5160
Fraser Coast (R)	40-44	1	233
Fraser Coast (R)	45-49		446
Fraser Coast (R)	45-49	0	5573
Fraser Coast (R)	45-49	1	209
Fraser Coast (R)	50-54		460
Fraser Coast (R)	50-54	0	6071
Fraser Coast (R)	50-54	1	187
Fraser Coast (R)	55-59		571
Fraser Coast (R)	55-59	0	6811
Fraser Coast (R)	55-59	1	171
Fraser Coast (R)	60-64		571
Fraser Coast (R)	60-64	0	7308
Fraser Coast (R)	60-64	1	147
Fraser Coast (R)	65+		1933
Fraser Coast (R)	65+	0	24519
Fraser Coast (R)	65+	1	255
Gladstone (R)	0-4		321
Gladstone (R)	0-4	0	3950
Gladstone (R)	0-4	1	340
Gladstone (R)	5-9		324
Gladstone (R)	5-9	0	4219
Gladstone (R)	5-9	1	321
Gladstone (R)	10-14		310
Gladstone (R)	10-14	0	3915
Gladstone (R)	10-14	1	257
Gladstone (R)	15-19		280
Gladstone (R)	15-19	0	3234
Gladstone (R)	15-19	1	288
Gladstone (R)	20-24		282
Gladstone (R)	20-24	0	3134
Gladstone (R)	20-24	1	218
Gladstone (R)	25-29		308
Gladstone (R)	25-29	0	3670
Gladstone (R)	25-29	1	176
Gladstone (R)	30-34		329
Gladstone (R)	30-34	0	3923
Gladstone (R)	30-34	1	151
Gladstone (R)	35-39		308
Gladstone (R)	35-39	0	3748
Gladstone (R)	35-39	1	131
Gladstone (R)	40-44		335
Gladstone (R)	40-44	0	4168
Gladstone (R)	40-44	1	153
Gladstone (R)	45-49		358
Gladstone (R)	45-49	0	4203
Gladstone (R)	45-49	1	123
Gladstone (R)	50-54		377
Gladstone (R)	50-54	0	4017
Gladstone (R)	50-54	1	128
Gladstone (R)	55-59		316
Gladstone (R)	55-59	0	3706
Gladstone (R)	55-59	1	91
Gladstone (R)	60-64		230
Gladstone (R)	60-64	0	2890
Gladstone (R)	60-64	1	43
Gladstone (R)	65+		453
Gladstone (R)	65+	0	5851
Gladstone (R)	65+	1	82
Gold Coast (C)	0-4		2135
Gold Coast (C)	0-4	0	29824
Gold Coast (C)	0-4	1	1025
Gold Coast (C)	5-9		2060
Gold Coast (C)	5-9	0	31739
Gold Coast (C)	5-9	1	1063
Gold Coast (C)	10-14		1964
Gold Coast (C)	10-14	0	30098
Gold Coast (C)	10-14	1	956
Gold Coast (C)	15-19		2074
Gold Coast (C)	15-19	0	31072
Gold Coast (C)	15-19	1	996
Gold Coast (C)	20-24		2857
Gold Coast (C)	20-24	0	33514
Gold Coast (C)	20-24	1	887
Gold Coast (C)	25-29		3112
Gold Coast (C)	25-29	0	34186
Gold Coast (C)	25-29	1	727
Gold Coast (C)	30-34		2861
Gold Coast (C)	30-34	0	34920
Gold Coast (C)	30-34	1	623
Gold Coast (C)	35-39		2549
Gold Coast (C)	35-39	0	34096
Gold Coast (C)	35-39	1	529
Gold Coast (C)	40-44		2588
Gold Coast (C)	40-44	0	36323
Gold Coast (C)	40-44	1	484
Gold Coast (C)	45-49		2700
Gold Coast (C)	45-49	0	35706
Gold Coast (C)	45-49	1	512
Gold Coast (C)	50-54		2522
Gold Coast (C)	50-54	0	33080
Gold Coast (C)	50-54	1	457
Gold Coast (C)	55-59		2449
Gold Coast (C)	55-59	0	31036
Gold Coast (C)	55-59	1	386
Gold Coast (C)	60-64		2258
Gold Coast (C)	60-64	0	27711
Gold Coast (C)	60-64	1	245
Gold Coast (C)	65+		6993
Gold Coast (C)	65+	0	84018
Gold Coast (C)	65+	1	399
Goondiwindi (R)	0-4		79
Goondiwindi (R)	0-4	0	580
Goondiwindi (R)	0-4	1	68
Goondiwindi (R)	5-9		76
Goondiwindi (R)	5-9	0	683
Goondiwindi (R)	5-9	1	71
Goondiwindi (R)	10-14		67
Goondiwindi (R)	10-14	0	558
Goondiwindi (R)	10-14	1	79
Goondiwindi (R)	15-19		53
Goondiwindi (R)	15-19	0	480
Goondiwindi (R)	15-19	1	62
Goondiwindi (R)	20-24		50
Goondiwindi (R)	20-24	0	463
Goondiwindi (R)	20-24	1	31
Goondiwindi (R)	25-29		71
Goondiwindi (R)	25-29	0	504
Goondiwindi (R)	25-29	1	40
Goondiwindi (R)	30-34		77
Goondiwindi (R)	30-34	0	582
Goondiwindi (R)	30-34	1	22
Goondiwindi (R)	35-39		52
Goondiwindi (R)	35-39	0	508
Goondiwindi (R)	35-39	1	39
Goondiwindi (R)	40-44		63
Goondiwindi (R)	40-44	0	554
Goondiwindi (R)	40-44	1	18
Goondiwindi (R)	45-49		75
Goondiwindi (R)	45-49	0	611
Goondiwindi (R)	45-49	1	38
Goondiwindi (R)	50-54		63
Goondiwindi (R)	50-54	0	588
Goondiwindi (R)	50-54	1	26
Goondiwindi (R)	55-59		77
Goondiwindi (R)	55-59	0	672
Goondiwindi (R)	55-59	1	25
Goondiwindi (R)	60-64		76
Goondiwindi (R)	60-64	0	540
Goondiwindi (R)	60-64	1	18
Goondiwindi (R)	65+		196
Goondiwindi (R)	65+	0	1637
Goondiwindi (R)	65+	1	29
Gympie (R)	0-4		197
Gympie (R)	0-4	0	2195
Gympie (R)	0-4	1	241
Gympie (R)	5-9		229
Gympie (R)	5-9	0	2670
Gympie (R)	5-9	1	237
Gympie (R)	10-14		234
Gympie (R)	10-14	0	2813
Gympie (R)	10-14	1	233
Gympie (R)	15-19		185
Gympie (R)	15-19	0	2465
Gympie (R)	15-19	1	170
Gympie (R)	20-24		146
Gympie (R)	20-24	0	1905
Gympie (R)	20-24	1	120
Gympie (R)	25-29		158
Gympie (R)	25-29	0	1882
Gympie (R)	25-29	1	96
Gympie (R)	30-34		194
Gympie (R)	30-34	0	2037
Gympie (R)	30-34	1	92
Gympie (R)	35-39		162
Gympie (R)	35-39	0	2191
Gympie (R)	35-39	1	77
Gympie (R)	40-44		217
Gympie (R)	40-44	0	2477
Gympie (R)	40-44	1	88
Gympie (R)	45-49		264
Gympie (R)	45-49	0	2983
Gympie (R)	45-49	1	92
Gympie (R)	50-54		298
Gympie (R)	50-54	0	3249
Gympie (R)	50-54	1	88
Gympie (R)	55-59		296
Gympie (R)	55-59	0	3514
Gympie (R)	55-59	1	64
Gympie (R)	60-64		325
Gympie (R)	60-64	0	3456
Gympie (R)	60-64	1	59
Gympie (R)	65+		886
Gympie (R)	65+	0	10156
Gympie (R)	65+	1	111
Hinchinbrook (S)	0-4		43
Hinchinbrook (S)	0-4	0	390
Hinchinbrook (S)	0-4	1	40
Hinchinbrook (S)	5-9		42
Hinchinbrook (S)	5-9	0	460
Hinchinbrook (S)	5-9	1	51
Hinchinbrook (S)	10-14		40
Hinchinbrook (S)	10-14	0	500
Hinchinbrook (S)	10-14	1	151
Hinchinbrook (S)	15-19		43
Hinchinbrook (S)	15-19	0	497
Hinchinbrook (S)	15-19	1	107
Hinchinbrook (S)	20-24		38
Hinchinbrook (S)	20-24	0	379
Hinchinbrook (S)	20-24	1	39
Hinchinbrook (S)	25-29		26
Hinchinbrook (S)	25-29	0	360
Hinchinbrook (S)	25-29	1	30
Hinchinbrook (S)	30-34		34
Hinchinbrook (S)	30-34	0	370
Hinchinbrook (S)	30-34	1	24
Hinchinbrook (S)	35-39		38
Hinchinbrook (S)	35-39	0	393
Hinchinbrook (S)	35-39	1	27
Hinchinbrook (S)	40-44		27
Hinchinbrook (S)	40-44	0	534
Hinchinbrook (S)	40-44	1	34
Hinchinbrook (S)	45-49		49
Hinchinbrook (S)	45-49	0	571
Hinchinbrook (S)	45-49	1	29
Hinchinbrook (S)	50-54		69
Hinchinbrook (S)	50-54	0	765
Hinchinbrook (S)	50-54	1	42
Hinchinbrook (S)	55-59		65
Hinchinbrook (S)	55-59	0	794
Hinchinbrook (S)	55-59	1	23
Hinchinbrook (S)	60-64		56
Hinchinbrook (S)	60-64	0	771
Hinchinbrook (S)	60-64	1	20
Hinchinbrook (S)	65+		240
Hinchinbrook (S)	65+	0	2637
Hinchinbrook (S)	65+	1	54
Hope Vale (S)	0-4		3
Hope Vale (S)	0-4	1	101
Hope Vale (S)	5-9	1	87
Hope Vale (S)	10-14		3
Hope Vale (S)	10-14	1	70
Hope Vale (S)	15-19		3
Hope Vale (S)	15-19	0	4
Hope Vale (S)	15-19	1	87
Hope Vale (S)	20-24	1	76
Hope Vale (S)	25-29		3
Hope Vale (S)	25-29	0	8
Hope Vale (S)	25-29	1	76
Hope Vale (S)	30-34	0	3
Hope Vale (S)	30-34	1	49
Hope Vale (S)	35-39		5
Hope Vale (S)	35-39	1	61
Hope Vale (S)	40-44	0	4
Hope Vale (S)	40-44	1	58
Hope Vale (S)	45-49		3
Hope Vale (S)	45-49	1	56
Hope Vale (S)	50-54	1	36
Hope Vale (S)	55-59		3
Hope Vale (S)	55-59	0	12
Hope Vale (S)	55-59	1	30
Hope Vale (S)	60-64	0	3
Hope Vale (S)	60-64	1	24
Hope Vale (S)	65+	0	5
Hope Vale (S)	65+	1	40
Ipswich (C)	0-4		1042
Ipswich (C)	0-4	0	14079
Ipswich (C)	0-4	1	1089
Ipswich (C)	5-9		910
Ipswich (C)	5-9	0	13818
Ipswich (C)	5-9	1	1171
Ipswich (C)	10-14		745
Ipswich (C)	10-14	0	12016
Ipswich (C)	10-14	1	1055
Ipswich (C)	15-19		778
Ipswich (C)	15-19	0	11685
Ipswich (C)	15-19	1	996
Ipswich (C)	20-24		956
Ipswich (C)	20-24	0	12152
Ipswich (C)	20-24	1	820
Ipswich (C)	25-29		944
Ipswich (C)	25-29	0	13106
Ipswich (C)	25-29	1	610
Ipswich (C)	30-34		990
Ipswich (C)	30-34	0	13873
Ipswich (C)	30-34	1	494
Ipswich (C)	35-39		778
Ipswich (C)	35-39	0	11958
Ipswich (C)	35-39	1	420
Ipswich (C)	40-44		788
Ipswich (C)	40-44	0	11847
Ipswich (C)	40-44	1	423
Ipswich (C)	45-49		854
Ipswich (C)	45-49	0	11452
Ipswich (C)	45-49	1	374
Ipswich (C)	50-54		723
Ipswich (C)	50-54	0	10658
Ipswich (C)	50-54	1	315
Ipswich (C)	55-59		651
Ipswich (C)	55-59	0	9515
Ipswich (C)	55-59	1	232
Ipswich (C)	60-64		595
Ipswich (C)	60-64	0	7889
Ipswich (C)	60-64	1	169
Ipswich (C)	65+		1495
Ipswich (C)	65+	0	18987
Ipswich (C)	65+	1	264
Isaac (R)	0-4		216
Isaac (R)	0-4	0	1694
Isaac (R)	0-4	1	116
Isaac (R)	5-9		206
Isaac (R)	5-9	0	1625
Isaac (R)	5-9	1	90
Isaac (R)	10-14		118
Isaac (R)	10-14	0	1134
Isaac (R)	10-14	1	88
Isaac (R)	15-19		119
Isaac (R)	15-19	0	850
Isaac (R)	15-19	1	52
Isaac (R)	20-24		240
Isaac (R)	20-24	0	977
Isaac (R)	20-24	1	61
Isaac (R)	25-29		356
Isaac (R)	25-29	0	1429
Isaac (R)	25-29	1	70
Isaac (R)	30-34		373
Isaac (R)	30-34	0	1709
Isaac (R)	30-34	1	69
Isaac (R)	35-39		292
Isaac (R)	35-39	0	1460
Isaac (R)	35-39	1	49
Isaac (R)	40-44		246
Isaac (R)	40-44	0	1385
Isaac (R)	40-44	1	36
Isaac (R)	45-49		221
Isaac (R)	45-49	0	1134
Isaac (R)	45-49	1	39
Isaac (R)	50-54		232
Isaac (R)	50-54	0	1126
Isaac (R)	50-54	1	35
Isaac (R)	55-59		191
Isaac (R)	55-59	0	940
Isaac (R)	55-59	1	20
Isaac (R)	60-64		103
Isaac (R)	60-64	0	679
Isaac (R)	60-64	1	15
Isaac (R)	65+		130
Isaac (R)	65+	0	994
Isaac (R)	65+	1	11
Kowanyama (S)	0-4	0	3
Kowanyama (S)	0-4	1	83
Kowanyama (S)	5-9	1	97
Kowanyama (S)	10-14	0	3
Kowanyama (S)	10-14	1	65
Kowanyama (S)	15-19	1	67
Kowanyama (S)	20-24	0	17
Kowanyama (S)	20-24	1	63
Kowanyama (S)	25-29	0	9
Kowanyama (S)	25-29	1	75
Kowanyama (S)	30-34	0	13
Kowanyama (S)	30-34	1	67
Kowanyama (S)	35-39	0	7
Kowanyama (S)	35-39	1	43
Kowanyama (S)	40-44	0	4
Kowanyama (S)	40-44	1	72
Kowanyama (S)	45-49	0	8
Kowanyama (S)	45-49	1	66
Kowanyama (S)	50-54	0	4
Kowanyama (S)	50-54	1	44
Kowanyama (S)	55-59	0	11
Kowanyama (S)	55-59	1	35
Kowanyama (S)	60-64	0	11
Kowanyama (S)	60-64	1	36
Kowanyama (S)	65+	0	3
Kowanyama (S)	65+	1	35
Livingstone (S)	0-4		148
Livingstone (S)	0-4	0	1739
Livingstone (S)	0-4	1	146
Livingstone (S)	5-9		154
Livingstone (S)	5-9	0	2041
Livingstone (S)	5-9	1	146
Livingstone (S)	10-14		166
Livingstone (S)	10-14	0	2095
Livingstone (S)	10-14	1	220
Livingstone (S)	15-19		161
Livingstone (S)	15-19	0	1965
Livingstone (S)	15-19	1	215
Livingstone (S)	20-24		145
Livingstone (S)	20-24	0	1532
Livingstone (S)	20-24	1	151
Livingstone (S)	25-29		130
Livingstone (S)	25-29	0	1489
Livingstone (S)	25-29	1	119
Livingstone (S)	30-34		163
Livingstone (S)	30-34	0	1729
Livingstone (S)	30-34	1	84
Livingstone (S)	35-39		195
Livingstone (S)	35-39	0	1816
Livingstone (S)	35-39	1	84
Livingstone (S)	40-44		202
Livingstone (S)	40-44	0	2072
Livingstone (S)	40-44	1	106
Livingstone (S)	45-49		241
Livingstone (S)	45-49	0	2215
Livingstone (S)	45-49	1	81
Livingstone (S)	50-54		245
Livingstone (S)	50-54	0	2494
Livingstone (S)	50-54	1	85
Livingstone (S)	55-59		249
Livingstone (S)	55-59	0	2443
Livingstone (S)	55-59	1	61
Livingstone (S)	60-64		195
Livingstone (S)	60-64	0	2317
Livingstone (S)	60-64	1	34
Livingstone (S)	65+		595
Livingstone (S)	65+	0	5729
Livingstone (S)	65+	1	66
Lockhart River (S)	0-4	0	3
Lockhart River (S)	0-4	1	77
Lockhart River (S)	5-9	1	67
Lockhart River (S)	10-14	1	65
Lockhart River (S)	15-19	1	60
Lockhart River (S)	20-24	0	3
Lockhart River (S)	20-24	1	58
Lockhart River (S)	25-29		5
Lockhart River (S)	25-29	0	4
Lockhart River (S)	25-29	1	58
Lockhart River (S)	30-34		4
Lockhart River (S)	30-34	0	12
Lockhart River (S)	30-34	1	34
Lockhart River (S)	35-39	0	3
Lockhart River (S)	35-39	1	41
Lockhart River (S)	40-44	0	5
Lockhart River (S)	40-44	1	36
Lockhart River (S)	45-49		7
Lockhart River (S)	45-49	0	4
Lockhart River (S)	45-49	1	40
Lockhart River (S)	50-54	0	3
Lockhart River (S)	50-54	1	25
Lockhart River (S)	55-59		3
Lockhart River (S)	55-59	0	6
Lockhart River (S)	55-59	1	17
Lockhart River (S)	60-64	0	5
Lockhart River (S)	60-64	1	19
Lockhart River (S)	65+		3
Lockhart River (S)	65+	0	4
Lockhart River (S)	65+	1	26
Lockyer Valley (R)	0-4		184
Lockyer Valley (R)	0-4	0	1946
Lockyer Valley (R)	0-4	1	193
Lockyer Valley (R)	5-9		171
Lockyer Valley (R)	5-9	0	2224
Lockyer Valley (R)	5-9	1	190
Lockyer Valley (R)	10-14		179
Lockyer Valley (R)	10-14	0	2258
Lockyer Valley (R)	10-14	1	194
Lockyer Valley (R)	15-19		199
Lockyer Valley (R)	15-19	0	2356
Lockyer Valley (R)	15-19	1	167
Lockyer Valley (R)	20-24		226
Lockyer Valley (R)	20-24	0	2257
Lockyer Valley (R)	20-24	1	110
Lockyer Valley (R)	25-29		187
Lockyer Valley (R)	25-29	0	2093
Lockyer Valley (R)	25-29	1	96
Lockyer Valley (R)	30-34		138
Lockyer Valley (R)	30-34	0	2045
Lockyer Valley (R)	30-34	1	91
Lockyer Valley (R)	35-39		151
Lockyer Valley (R)	35-39	0	1916
Lockyer Valley (R)	35-39	1	76
Lockyer Valley (R)	40-44		191
Lockyer Valley (R)	40-44	0	2181
Lockyer Valley (R)	40-44	1	74
Lockyer Valley (R)	45-49		219
Lockyer Valley (R)	45-49	0	2403
Lockyer Valley (R)	45-49	1	82
Lockyer Valley (R)	50-54		220
Lockyer Valley (R)	50-54	0	2442
Lockyer Valley (R)	50-54	1	68
Lockyer Valley (R)	55-59		196
Lockyer Valley (R)	55-59	0	2240
Lockyer Valley (R)	55-59	1	65
Lockyer Valley (R)	60-64		212
Lockyer Valley (R)	60-64	0	2056
Lockyer Valley (R)	60-64	1	42
Lockyer Valley (R)	65+		548
Lockyer Valley (R)	65+	0	5648
Lockyer Valley (R)	65+	1	55
Logan (C)	0-4		1416
Logan (C)	0-4	0	20348
Logan (C)	0-4	1	1345
Logan (C)	5-9		1344
Logan (C)	5-9	0	21098
Logan (C)	5-9	1	1300
Logan (C)	10-14		1245
Logan (C)	10-14	0	19234
Logan (C)	10-14	1	1197
Logan (C)	15-19		1264
Logan (C)	15-19	0	19107
Logan (C)	15-19	1	1075
Logan (C)	20-24		1323
Logan (C)	20-24	0	18824
Logan (C)	20-24	1	886
Logan (C)	25-29		1342
Logan (C)	25-29	0	18992
Logan (C)	25-29	1	730
Logan (C)	30-34		1283
Logan (C)	30-34	0	19816
Logan (C)	30-34	1	556
Logan (C)	35-39		1182
Logan (C)	35-39	0	18962
Logan (C)	35-39	1	507
Logan (C)	40-44		1250
Logan (C)	40-44	0	18933
Logan (C)	40-44	1	514
Logan (C)	45-49		1248
Logan (C)	45-49	0	18442
Logan (C)	45-49	1	477
Logan (C)	50-54		1190
Logan (C)	50-54	0	17245
Logan (C)	50-54	1	379
Logan (C)	55-59		1054
Logan (C)	55-59	0	16251
Logan (C)	55-59	1	312
Logan (C)	60-64		975
Logan (C)	60-64	0	14155
Logan (C)	60-64	1	216
Logan (C)	65+		2439
Logan (C)	65+	0	33613
Logan (C)	65+	1	311
Longreach (R)	0-4		22
Longreach (R)	0-4	0	182
Longreach (R)	0-4	1	22
Longreach (R)	5-9		23
Longreach (R)	5-9	0	203
Longreach (R)	5-9	1	16
Longreach (R)	10-14		26
Longreach (R)	10-14	0	174
Longreach (R)	10-14	1	31
Longreach (R)	15-19		28
Longreach (R)	15-19	0	203
Longreach (R)	15-19	1	17
Longreach (R)	20-24		18
Longreach (R)	20-24	0	188
Longreach (R)	20-24	1	20
Longreach (R)	25-29		21
Longreach (R)	25-29	0	183
Longreach (R)	25-29	1	11
Longreach (R)	30-34		25
Longreach (R)	30-34	0	192
Longreach (R)	30-34	1	13
Longreach (R)	35-39		15
Longreach (R)	35-39	0	190
Longreach (R)	35-39	1	9
Longreach (R)	40-44		18
Longreach (R)	40-44	0	177
Longreach (R)	40-44	1	9
Longreach (R)	45-49		21
Longreach (R)	45-49	0	214
Longreach (R)	45-49	1	15
Longreach (R)	50-54		20
Longreach (R)	50-54	0	244
Longreach (R)	50-54	1	9
Longreach (R)	55-59		24
Longreach (R)	55-59	0	250
Longreach (R)	55-59	1	5
Longreach (R)	60-64		21
Longreach (R)	60-64	0	218
Longreach (R)	60-64	1	12
Longreach (R)	65+		47
Longreach (R)	65+	0	515
Longreach (R)	65+	1	9
Mackay (R)	0-4		452
Mackay (R)	0-4	0	6568
Mackay (R)	0-4	1	735
Mackay (R)	5-9		484
Mackay (R)	5-9	0	6906
Mackay (R)	5-9	1	804
Mackay (R)	10-14		462
Mackay (R)	10-14	0	6638
Mackay (R)	10-14	1	718
Mackay (R)	15-19		435
Mackay (R)	15-19	0	6210
Mackay (R)	15-19	1	615
Mackay (R)	20-24		519
Mackay (R)	20-24	0	5707
Mackay (R)	20-24	1	473
Mackay (R)	25-29		626
Mackay (R)	25-29	0	6416
Mackay (R)	25-29	1	394
Mackay (R)	30-34		693
Mackay (R)	30-34	0	7014
Mackay (R)	30-34	1	343
Mackay (R)	35-39		645
Mackay (R)	35-39	0	6429
Mackay (R)	35-39	1	318
Mackay (R)	40-44		709
Mackay (R)	40-44	0	6882
Mackay (R)	40-44	1	304
Mackay (R)	45-49		752
Mackay (R)	45-49	0	7438
Mackay (R)	45-49	1	307
Mackay (R)	50-54		789
Mackay (R)	50-54	0	7393
Mackay (R)	50-54	1	272
Mackay (R)	55-59		662
Mackay (R)	55-59	0	7033
Mackay (R)	55-59	1	220
Mackay (R)	60-64		528
Mackay (R)	60-64	0	5784
Mackay (R)	60-64	1	180
Mackay (R)	65+		1196
Mackay (R)	65+	0	13681
Mackay (R)	65+	1	242
McKinlay (S)	0-4		11
McKinlay (S)	0-4	0	45
McKinlay (S)	0-4	1	5
McKinlay (S)	5-9		3
McKinlay (S)	5-9	0	39
McKinlay (S)	5-9	1	3
McKinlay (S)	10-14	0	22
McKinlay (S)	10-14	1	4
McKinlay (S)	15-19		3
McKinlay (S)	15-19	0	15
McKinlay (S)	15-19	1	3
McKinlay (S)	20-24		3
McKinlay (S)	20-24	0	41
McKinlay (S)	20-24	1	3
McKinlay (S)	25-29	0	47
McKinlay (S)	30-34		6
McKinlay (S)	30-34	0	63
McKinlay (S)	30-34	1	4
McKinlay (S)	35-39		5
McKinlay (S)	35-39	0	59
McKinlay (S)	40-44		9
McKinlay (S)	40-44	0	53
McKinlay (S)	40-44	1	3
McKinlay (S)	45-49		8
McKinlay (S)	45-49	0	48
McKinlay (S)	45-49	1	3
McKinlay (S)	50-54		5
McKinlay (S)	50-54	0	54
McKinlay (S)	50-54	1	3
McKinlay (S)	55-59		4
McKinlay (S)	55-59	0	62
McKinlay (S)	60-64		6
McKinlay (S)	60-64	0	44
McKinlay (S)	60-64	1	4
McKinlay (S)	65+		6
McKinlay (S)	65+	0	89
Mapoon (S)	0-4	1	38
Mapoon (S)	5-9	0	3
Mapoon (S)	5-9	1	22
Mapoon (S)	10-14		5
Mapoon (S)	10-14	1	18
Mapoon (S)	15-19	1	22
Mapoon (S)	20-24	0	6
Mapoon (S)	20-24	1	26
Mapoon (S)	25-29	1	28
Mapoon (S)	30-34	0	3
Mapoon (S)	30-34	1	8
Mapoon (S)	35-39	1	16
Mapoon (S)	40-44	1	12
Mapoon (S)	45-49	0	3
Mapoon (S)	45-49	1	10
Mapoon (S)	50-54	0	4
Mapoon (S)	50-54	1	14
Mapoon (S)	55-59	0	3
Mapoon (S)	55-59	1	13
Mapoon (S)	60-64	0	4
Mapoon (S)	60-64	1	19
Mapoon (S)	65+	0	3
Mapoon (S)	65+	1	18
Maranoa (R)	0-4		104
Maranoa (R)	0-4	0	776
Maranoa (R)	0-4	1	112
Maranoa (R)	5-9		78
Maranoa (R)	5-9	0	768
Maranoa (R)	5-9	1	118
Maranoa (R)	10-14		60
Maranoa (R)	10-14	0	648
Maranoa (R)	10-14	1	85
Maranoa (R)	15-19		44
Maranoa (R)	15-19	0	571
Maranoa (R)	15-19	1	74
Maranoa (R)	20-24		59
Maranoa (R)	20-24	0	597
Maranoa (R)	20-24	1	72
Maranoa (R)	25-29		109
Maranoa (R)	25-29	0	749
Maranoa (R)	25-29	1	49
Maranoa (R)	30-34		106
Maranoa (R)	30-34	0	793
Maranoa (R)	30-34	1	57
Maranoa (R)	35-39		84
Maranoa (R)	35-39	0	651
Maranoa (R)	35-39	1	55
Maranoa (R)	40-44		77
Maranoa (R)	40-44	0	684
Maranoa (R)	40-44	1	55
Maranoa (R)	45-49		74
Maranoa (R)	45-49	0	712
Maranoa (R)	45-49	1	48
Maranoa (R)	50-54		68
Maranoa (R)	50-54	0	721
Maranoa (R)	50-54	1	51
Maranoa (R)	55-59		72
Maranoa (R)	55-59	0	687
Maranoa (R)	55-59	1	36
Maranoa (R)	60-64		71
Maranoa (R)	60-64	0	585
Maranoa (R)	60-64	1	37
Maranoa (R)	65+		163
Maranoa (R)	65+	0	1622
Maranoa (R)	65+	1	54
Mareeba (S)	0-4		101
Mareeba (S)	0-4	0	737
Mareeba (S)	0-4	1	226
Mareeba (S)	5-9		125
Mareeba (S)	5-9	0	952
Mareeba (S)	5-9	1	300
Mareeba (S)	10-14		135
Mareeba (S)	10-14	0	1051
Mareeba (S)	10-14	1	256
Mareeba (S)	15-19		123
Mareeba (S)	15-19	0	898
Mareeba (S)	15-19	1	203
Mareeba (S)	20-24		104
Mareeba (S)	20-24	0	724
Mareeba (S)	20-24	1	295
Mareeba (S)	25-29		114
Mareeba (S)	25-29	0	825
Mareeba (S)	25-29	1	238
Mareeba (S)	30-34		103
Mareeba (S)	30-34	0	841
Mareeba (S)	30-34	1	216
Mareeba (S)	35-39		104
Mareeba (S)	35-39	0	886
Mareeba (S)	35-39	1	193
Mareeba (S)	40-44		132
Mareeba (S)	40-44	0	1113
Mareeba (S)	40-44	1	206
Mareeba (S)	45-49		154
Mareeba (S)	45-49	0	1237
Mareeba (S)	45-49	1	175
Mareeba (S)	50-54		160
Mareeba (S)	50-54	0	1268
Mareeba (S)	50-54	1	109
Mareeba (S)	55-59		166
Mareeba (S)	55-59	0	1295
Mareeba (S)	55-59	1	135
Mareeba (S)	60-64		153
Mareeba (S)	60-64	0	1256
Mareeba (S)	60-64	1	99
Mareeba (S)	65+		434
Mareeba (S)	65+	0	3553
Mareeba (S)	65+	1	157
Moreton Bay (R)	0-4		1442
Moreton Bay (R)	0-4	0	25270
Moreton Bay (R)	0-4	1	1700
Moreton Bay (R)	5-9		1546
Moreton Bay (R)	5-9	0	28403
Moreton Bay (R)	5-9	1	1530
Moreton Bay (R)	10-14		1275
Moreton Bay (R)	10-14	0	26522
Moreton Bay (R)	10-14	1	1437
Moreton Bay (R)	15-19		1220
Moreton Bay (R)	15-19	0	25033
Moreton Bay (R)	15-19	1	1350
