LGA_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Mornington (S)	0	1	1	1	3
Mornington (S)	1	0	0	1	6
Mornington (S)	1	1	0	0	60
Mornington (S)	1	1	0	1	16
Mornington (S)	1	1	1	0	3
Mornington (S)	1	1	1	1	4
Mount Isa (C)					67
Mount Isa (C)	0	0	0	1	220
Mount Isa (C)	0	0	1	0	47
Mount Isa (C)	0	0	1	1	24
Mount Isa (C)	0	1	0	0	384
Mount Isa (C)	0	1	0	1	49
Mount Isa (C)	0	1	1	0	45
Mount Isa (C)	0	1	1	1	14
Mount Isa (C)	1	0	0	1	243
Mount Isa (C)	1	0	1	0	89
Mount Isa (C)	1	0	1	1	52
Mount Isa (C)	1	1	0	0	1320
Mount Isa (C)	1	1	0	1	97
Mount Isa (C)	1	1	1	0	166
Mount Isa (C)	1	1	1	1	37
Murweh (S)					10
Murweh (S)	0	0	0	1	56
Murweh (S)	0	0	1	0	11
Murweh (S)	0	0	1	1	4
Murweh (S)	0	1	0	0	80
Murweh (S)	0	1	0	1	12
Murweh (S)	0	1	1	0	10
Murweh (S)	1	0	0	1	70
Murweh (S)	1	0	1	0	15
Murweh (S)	1	0	1	1	9
Murweh (S)	1	1	0	0	280
Murweh (S)	1	1	0	1	17
Murweh (S)	1	1	1	0	39
Murweh (S)	1	1	1	1	4
Napranum (S)					14
Napranum (S)	0	0	0	1	25
Napranum (S)	0	1	0	0	33
Napranum (S)	0	1	0	1	10
Napranum (S)	0	1	1	1	6
Napranum (S)	1	0	0	1	13
Napranum (S)	1	0	1	0	4
Napranum (S)	1	1	0	0	63
Napranum (S)	1	1	0	1	15
Napranum (S)	1	1	1	0	3
Napranum (S)	1	1	1	1	3
Noosa (S)					118
Noosa (S)	0	0	0	1	814
Noosa (S)	0	0	1	0	222
Noosa (S)	0	0	1	1	79
Noosa (S)	0	1	0	0	885
Noosa (S)	0	1	0	1	90
Noosa (S)	0	1	1	0	157
Noosa (S)	0	1	1	1	22
Noosa (S)	1	0	0	1	991
Noosa (S)	1	0	1	0	441
Noosa (S)	1	0	1	1	183
Noosa (S)	1	1	0	0	2725
Noosa (S)	1	1	0	1	142
Noosa (S)	1	1	1	0	528
Noosa (S)	1	1	1	1	67
North Burnett (R)					39
North Burnett (R)	0	0	0	1	95
North Burnett (R)	0	0	1	0	23
North Burnett (R)	0	0	1	1	5
North Burnett (R)	0	1	0	0	160
North Burnett (R)	0	1	0	1	10
North Burnett (R)	0	1	1	0	29
North Burnett (R)	0	1	1	1	4
North Burnett (R)	1	0	0	1	153
North Burnett (R)	1	0	1	0	62
North Burnett (R)	1	0	1	1	22
North Burnett (R)	1	1	0	0	523
North Burnett (R)	1	1	0	1	37
North Burnett (R)	1	1	1	0	97
North Burnett (R)	1	1	1	1	21
Northern Peninsula Area (R)					23
Northern Peninsula Area (R)	0	0	0	1	29
Northern Peninsula Area (R)	0	0	1	0	6
Northern Peninsula Area (R)	0	0	1	1	3
Northern Peninsula Area (R)	0	1	0	0	116
Northern Peninsula Area (R)	0	1	0	1	24
Northern Peninsula Area (R)	0	1	1	0	9
Northern Peninsula Area (R)	0	1	1	1	13
Northern Peninsula Area (R)	1	0	0	1	28
Northern Peninsula Area (R)	1	1	0	0	183
Northern Peninsula Area (R)	1	1	0	1	26
Northern Peninsula Area (R)	1	1	1	0	20
Northern Peninsula Area (R)	1	1	1	1	19
Palm Island (S)					27
Palm Island (S)	0	0	0	1	52
Palm Island (S)	0	0	1	0	3
Palm Island (S)	0	1	0	0	97
Palm Island (S)	0	1	0	1	38
Palm Island (S)	0	1	1	0	3
Palm Island (S)	0	1	1	1	4
Palm Island (S)	1	0	0	1	37
Palm Island (S)	1	0	1	0	4
Palm Island (S)	1	0	1	1	3
Palm Island (S)	1	1	0	0	118
Palm Island (S)	1	1	0	1	29
Palm Island (S)	1	1	1	0	12
Palm Island (S)	1	1	1	1	5
Paroo (S)					6
Paroo (S)	0	0	0	1	23
Paroo (S)	0	1	0	0	47
Paroo (S)	0	1	0	1	6
Paroo (S)	0	1	1	0	3
Paroo (S)	1	0	0	1	31
Paroo (S)	1	0	1	0	3
Paroo (S)	1	1	0	0	60
Paroo (S)	1	1	0	1	7
Paroo (S)	1	1	1	0	11
Pormpuraaw (S)					12
Pormpuraaw (S)	0	0	0	1	13
Pormpuraaw (S)	0	1	0	0	32
Pormpuraaw (S)	0	1	0	1	7
Pormpuraaw (S)	0	1	1	1	3
Pormpuraaw (S)	1	0	0	1	8
Pormpuraaw (S)	1	1	0	0	50
Pormpuraaw (S)	1	1	0	1	7
Pormpuraaw (S)	1	1	1	1	3
Quilpie (S)	0	0	0	1	8
Quilpie (S)	0	1	0	0	13
Quilpie (S)	1	0	0	1	15
Quilpie (S)	1	0	1	0	3
Quilpie (S)	1	0	1	1	3
Quilpie (S)	1	1	0	0	57
Quilpie (S)	1	1	0	1	3
Quilpie (S)	1	1	1	0	7
Redland (C)					463
Redland (C)	0	0	0	1	2212
Redland (C)	0	0	1	0	612
Redland (C)	0	0	1	1	277
Redland (C)	0	1	0	0	2501
Redland (C)	0	1	0	1	212
Redland (C)	0	1	1	0	415
Redland (C)	0	1	1	1	83
Redland (C)	1	0	0	1	3693
Redland (C)	1	0	1	0	1639
Redland (C)	1	0	1	1	1069
Redland (C)	1	1	0	0	9149
Redland (C)	1	1	0	1	544
Redland (C)	1	1	1	0	1817
Redland (C)	1	1	1	1	336
Richmond (S)					3
Richmond (S)	0	0	0	1	14
Richmond (S)	0	1	0	0	11
Richmond (S)	0	1	1	0	3
Richmond (S)	1	0	0	1	13
Richmond (S)	1	0	1	0	3
Richmond (S)	1	1	0	0	49
Richmond (S)	1	1	0	1	4
Rockhampton (R)					368
Rockhampton (R)	0	0	0	1	1300
Rockhampton (R)	0	0	1	0	266
Rockhampton (R)	0	0	1	1	129
Rockhampton (R)	0	1	0	0	1845
Rockhampton (R)	0	1	0	1	162
Rockhampton (R)	0	1	1	0	278
Rockhampton (R)	0	1	1	1	58
Rockhampton (R)	1	0	0	1	1474
Rockhampton (R)	1	0	1	0	517
Rockhampton (R)	1	0	1	1	331
Rockhampton (R)	1	1	0	0	4738
Rockhampton (R)	1	1	0	1	296
Rockhampton (R)	1	1	1	0	774
Rockhampton (R)	1	1	1	1	161
Scenic Rim (R)					119
Scenic Rim (R)	0	0	0	1	534
Scenic Rim (R)	0	0	1	0	141
Scenic Rim (R)	0	0	1	1	48
Scenic Rim (R)	0	1	0	0	707
Scenic Rim (R)	0	1	0	1	52
Scenic Rim (R)	0	1	1	0	110
Scenic Rim (R)	0	1	1	1	27
Scenic Rim (R)	1	0	0	1	873
Scenic Rim (R)	1	0	1	0	330
Scenic Rim (R)	1	0	1	1	194
Scenic Rim (R)	1	1	0	0	2195
Scenic Rim (R)	1	1	0	1	170
Scenic Rim (R)	1	1	1	0	446
Scenic Rim (R)	1	1	1	1	98
Somerset (R)					81
Somerset (R)	0	0	0	1	326
Somerset (R)	0	0	1	0	63
Somerset (R)	0	0	1	1	35
Somerset (R)	0	1	0	0	510
Somerset (R)	0	1	0	1	41
Somerset (R)	0	1	1	0	86
Somerset (R)	0	1	1	1	17
Somerset (R)	1	0	0	1	489
Somerset (R)	1	0	1	0	161
Somerset (R)	1	0	1	1	103
Somerset (R)	1	1	0	0	1349
Somerset (R)	1	1	0	1	102
Somerset (R)	1	1	1	0	249
Somerset (R)	1	1	1	1	42
South Burnett (R)					118
South Burnett (R)	0	0	0	1	460
South Burnett (R)	0	0	1	0	80
South Burnett (R)	0	0	1	1	29
South Burnett (R)	0	1	0	0	672
South Burnett (R)	0	1	0	1	71
South Burnett (R)	0	1	1	0	105
South Burnett (R)	0	1	1	1	12
South Burnett (R)	1	0	0	1	553
South Burnett (R)	1	0	1	0	165
South Burnett (R)	1	0	1	1	85
South Burnett (R)	1	1	0	0	1600
South Burnett (R)	1	1	0	1	141
South Burnett (R)	1	1	1	0	296
South Burnett (R)	1	1	1	1	43
Southern Downs (R)					139
Southern Downs (R)	0	0	0	1	474
Southern Downs (R)	0	0	1	0	90
Southern Downs (R)	0	0	1	1	38
Southern Downs (R)	0	1	0	0	684
Southern Downs (R)	0	1	0	1	69
Southern Downs (R)	0	1	1	0	107
Southern Downs (R)	0	1	1	1	24
Southern Downs (R)	1	0	0	1	665
Southern Downs (R)	1	0	1	0	230
Southern Downs (R)	1	0	1	1	152
Southern Downs (R)	1	1	0	0	1781
Southern Downs (R)	1	1	0	1	118
Southern Downs (R)	1	1	1	0	385
Southern Downs (R)	1	1	1	1	80
Sunshine Coast (R)					915
Sunshine Coast (R)	0	0	0	1	4103
Sunshine Coast (R)	0	0	1	0	1319
Sunshine Coast (R)	0	0	1	1	404
Sunshine Coast (R)	0	1	0	0	5128
Sunshine Coast (R)	0	1	0	1	452
Sunshine Coast (R)	0	1	1	0	909
Sunshine Coast (R)	0	1	1	1	126
Sunshine Coast (R)	1	0	0	1	5530
Sunshine Coast (R)	1	0	1	0	2540
Sunshine Coast (R)	1	0	1	1	1309
Sunshine Coast (R)	1	1	0	0	17670
Sunshine Coast (R)	1	1	0	1	984
Sunshine Coast (R)	1	1	1	0	3138
Sunshine Coast (R)	1	1	1	1	487
Tablelands (R)					97
Tablelands (R)	0	0	0	1	343
Tablelands (R)	0	0	1	0	80
Tablelands (R)	0	0	1	1	31
Tablelands (R)	0	1	0	0	480
Tablelands (R)	0	1	0	1	50
Tablelands (R)	0	1	1	0	84
Tablelands (R)	0	1	1	1	16
Tablelands (R)	1	0	0	1	444
Tablelands (R)	1	0	1	0	139
Tablelands (R)	1	0	1	1	60
Tablelands (R)	1	1	0	0	1193
Tablelands (R)	1	1	0	1	90
Tablelands (R)	1	1	1	0	222
Tablelands (R)	1	1	1	1	42
Toowoomba (R)					595
Toowoomba (R)	0	0	0	1	2028
Toowoomba (R)	0	0	1	0	542
Toowoomba (R)	0	0	1	1	227
Toowoomba (R)	0	1	0	0	2864
Toowoomba (R)	0	1	0	1	269
Toowoomba (R)	0	1	1	0	553
Toowoomba (R)	0	1	1	1	103
Toowoomba (R)	1	0	0	1	2895
Toowoomba (R)	1	0	1	0	1199
Toowoomba (R)	1	0	1	1	657
Toowoomba (R)	1	1	0	0	9548
Toowoomba (R)	1	1	0	1	537
Toowoomba (R)	1	1	1	0	1790
Toowoomba (R)	1	1	1	1	379
Torres (S)					32
Torres (S)	0	0	0	1	33
Torres (S)	0	0	1	0	4
Torres (S)	0	0	1	1	5
Torres (S)	0	1	0	0	82
Torres (S)	0	1	0	1	22
Torres (S)	0	1	1	0	16
Torres (S)	0	1	1	1	10
Torres (S)	1	0	0	1	50
Torres (S)	1	0	1	0	6
Torres (S)	1	0	1	1	8
Torres (S)	1	1	0	0	178
Torres (S)	1	1	0	1	45
Torres (S)	1	1	1	0	28
Torres (S)	1	1	1	1	10
Torres Strait Island (R)					32
Torres Strait Island (R)	0	0	0	1	73
Torres Strait Island (R)	0	0	1	0	5
Torres Strait Island (R)	0	1	0	0	250
Torres Strait Island (R)	0	1	0	1	29
Torres Strait Island (R)	0	1	1	0	4
Torres Strait Island (R)	1	0	0	1	59
Torres Strait Island (R)	1	0	1	0	3
Torres Strait Island (R)	1	0	1	1	4
Torres Strait Island (R)	1	1	0	0	286
Torres Strait Island (R)	1	1	0	1	73
Torres Strait Island (R)	1	1	1	0	14
Torres Strait Island (R)	1	1	1	1	10
Townsville (C)					809
Townsville (C)	0	0	0	1	2397
Townsville (C)	0	0	1	0	803
Townsville (C)	0	0	1	1	290
Townsville (C)	0	1	0	0	3965
Townsville (C)	0	1	0	1	351
Townsville (C)	0	1	1	0	682
Townsville (C)	0	1	1	1	120
Townsville (C)	1	0	0	1	3028
Townsville (C)	1	0	1	0	1590
Townsville (C)	1	0	1	1	793
Townsville (C)	1	1	0	0	11517
Townsville (C)	1	1	0	1	633
Townsville (C)	1	1	1	0	2014
Townsville (C)	1	1	1	1	324
Weipa (T)					3
Weipa (T)	0	0	0	1	18
Weipa (T)	0	0	1	0	6
Weipa (T)	0	1	0	0	41
Weipa (T)	0	1	0	1	4
Weipa (T)	0	1	1	0	3
Weipa (T)	1	0	0	1	61
Weipa (T)	1	0	1	0	14
Weipa (T)	1	0	1	1	15
Weipa (T)	1	1	0	0	355
Weipa (T)	1	1	0	1	15
Weipa (T)	1	1	1	0	47
Weipa (T)	1	1	1	1	10
Western Downs (R)					103
Western Downs (R)	0	0	0	1	368
Western Downs (R)	0	0	1	0	80
Western Downs (R)	0	0	1	1	18
Western Downs (R)	0	1	0	0	615
Western Downs (R)	0	1	0	1	54
Western Downs (R)	0	1	1	0	91
Western Downs (R)	0	1	1	1	17
Western Downs (R)	1	0	0	1	518
Western Downs (R)	1	0	1	0	200
Western Downs (R)	1	0	1	1	116
Western Downs (R)	1	1	0	0	2081
Western Downs (R)	1	1	0	1	101
Western Downs (R)	1	1	1	0	358
Western Downs (R)	1	1	1	1	49
Whitsunday (R)					88
Whitsunday (R)	0	0	0	1	313
Whitsunday (R)	0	0	1	0	88
Whitsunday (R)	0	0	1	1	25
Whitsunday (R)	0	1	0	0	577
Whitsunday (R)	0	1	0	1	47
Whitsunday (R)	0	1	1	0	77
Whitsunday (R)	0	1	1	1	10
Whitsunday (R)	1	0	0	1	491
Whitsunday (R)	1	0	1	0	170
Whitsunday (R)	1	0	1	1	82
Whitsunday (R)	1	1	0	0	1883
Whitsunday (R)	1	1	0	1	94
Whitsunday (R)	1	1	1	0	254
Whitsunday (R)	1	1	1	1	40
Winton (S)					3
Winton (S)	0	0	0	1	7
Winton (S)	0	0	1	0	5
Winton (S)	0	1	0	0	17
Winton (S)	1	0	0	1	19
Winton (S)	1	0	1	0	4
Winton (S)	1	1	0	0	61
Winton (S)	1	1	0	1	7
Winton (S)	1	1	1	0	5
Woorabinda (S)					17
Woorabinda (S)	0	0	0	1	23
Woorabinda (S)	0	1	0	0	66
Woorabinda (S)	0	1	0	1	15
Woorabinda (S)	0	1	1	0	5
Woorabinda (S)	0	1	1	1	3
Woorabinda (S)	1	0	0	1	6
Woorabinda (S)	1	1	0	0	31
Woorabinda (S)	1	1	0	1	10
Woorabinda (S)	1	1	1	0	5
Wujal Wujal (S)					10
Wujal Wujal (S)	0	0	0	1	13
Wujal Wujal (S)	0	1	0	0	10
Wujal Wujal (S)	0	1	0	1	3
Wujal Wujal (S)	1	0	0	1	4
Wujal Wujal (S)	1	1	0	0	17
Yarrabah (S)					34
Yarrabah (S)	0	0	0	1	69
Yarrabah (S)	0	0	1	0	3
Yarrabah (S)	0	0	1	1	7
Yarrabah (S)	0	1	0	0	124
Yarrabah (S)	0	1	0	1	24
Yarrabah (S)	0	1	1	0	14
Yarrabah (S)	0	1	1	1	6
Yarrabah (S)	1	0	0	1	39
Yarrabah (S)	1	0	1	0	4
Yarrabah (S)	1	0	1	1	6
Yarrabah (S)	1	1	0	0	100
Yarrabah (S)	1	1	0	1	46
Yarrabah (S)	1	1	1	0	14
Yarrabah (S)	1	1	1	1	14
Adelaide (C)					177
Adelaide (C)	0	0	0	1	134
Adelaide (C)	0	0	1	0	93
Adelaide (C)	0	0	1	1	20
Adelaide (C)	0	1	0	0	138
Adelaide (C)	0	1	0	1	3
Adelaide (C)	0	1	1	0	27
Adelaide (C)	1	0	0	1	116
Adelaide (C)	1	0	1	0	100
Adelaide (C)	1	0	1	1	28
Adelaide (C)	1	1	0	0	523
Adelaide (C)	1	1	0	1	9
Adelaide (C)	1	1	1	0	56
Adelaide Hills (DC)					82
Adelaide Hills (DC)	0	0	0	1	411
Adelaide Hills (DC)	0	0	1	0	167
Adelaide Hills (DC)	0	0	1	1	59
Adelaide Hills (DC)	0	1	0	0	386
Adelaide Hills (DC)	0	1	0	1	30
Adelaide Hills (DC)	0	1	1	0	110
Adelaide Hills (DC)	0	1	1	1	7
Adelaide Hills (DC)	1	0	0	1	943
Adelaide Hills (DC)	1	0	1	0	615
Adelaide Hills (DC)	1	0	1	1	342
Adelaide Hills (DC)	1	1	0	0	2603
Adelaide Hills (DC)	1	1	0	1	93
Adelaide Hills (DC)	1	1	1	0	574
Adelaide Hills (DC)	1	1	1	1	91
Alexandrina (DC)					56
Alexandrina (DC)	0	0	0	1	320
Alexandrina (DC)	0	0	1	0	84
Alexandrina (DC)	0	0	1	1	32
Alexandrina (DC)	0	1	0	0	370
Alexandrina (DC)	0	1	0	1	38
Alexandrina (DC)	0	1	1	0	78
Alexandrina (DC)	0	1	1	1	15
Alexandrina (DC)	1	0	0	1	489
Alexandrina (DC)	1	0	1	0	186
Alexandrina (DC)	1	0	1	1	111
Alexandrina (DC)	1	1	0	0	1281
Alexandrina (DC)	1	1	0	1	70
Alexandrina (DC)	1	1	1	0	246
Alexandrina (DC)	1	1	1	1	40
Anangu Pitjantjatjara (AC)					25
Anangu Pitjantjatjara (AC)	0	0	0	1	38
Anangu Pitjantjatjara (AC)	0	0	1	0	3
Anangu Pitjantjatjara (AC)	0	1	0	0	62
Anangu Pitjantjatjara (AC)	0	1	0	1	16
Anangu Pitjantjatjara (AC)	0	1	1	0	9
Anangu Pitjantjatjara (AC)	0	1	1	1	3
Anangu Pitjantjatjara (AC)	1	0	0	1	26
Anangu Pitjantjatjara (AC)	1	0	1	0	3
Anangu Pitjantjatjara (AC)	1	1	0	0	144
Anangu Pitjantjatjara (AC)	1	1	0	1	27
Anangu Pitjantjatjara (AC)	1	1	1	0	12
Anangu Pitjantjatjara (AC)	1	1	1	1	4
Barossa (DC)					52
Barossa (DC)	0	0	0	1	244
Barossa (DC)	0	0	1	0	79
Barossa (DC)	0	0	1	1	28
Barossa (DC)	0	1	0	0	330
Barossa (DC)	0	1	0	1	16
Barossa (DC)	0	1	1	0	89
Barossa (DC)	0	1	1	1	9
Barossa (DC)	1	0	0	1	494
Barossa (DC)	1	0	1	0	246
Barossa (DC)	1	0	1	1	154
Barossa (DC)	1	1	0	0	1473
Barossa (DC)	1	1	0	1	65
Barossa (DC)	1	1	1	0	274
Barossa (DC)	1	1	1	1	30
Barunga West (DC)					4
Barunga West (DC)	0	0	0	1	24
Barunga West (DC)	0	0	1	0	9
Barunga West (DC)	0	0	1	1	3
Barunga West (DC)	0	1	0	0	24
Barunga West (DC)	0	1	1	0	5
Barunga West (DC)	1	0	0	1	40
Barunga West (DC)	1	0	1	0	10
Barunga West (DC)	1	0	1	1	10
Barunga West (DC)	1	1	0	0	113
Barunga West (DC)	1	1	0	1	6
Barunga West (DC)	1	1	1	0	25
Berri and Barmera (DC)					36
Berri and Barmera (DC)	0	0	0	1	173
Berri and Barmera (DC)	0	0	1	0	39
Berri and Barmera (DC)	0	0	1	1	16
Berri and Barmera (DC)	0	1	0	0	227
Berri and Barmera (DC)	0	1	0	1	12
Berri and Barmera (DC)	0	1	1	0	35
Berri and Barmera (DC)	0	1	1	1	10
Berri and Barmera (DC)	1	0	0	1	200
Berri and Barmera (DC)	1	0	1	0	73
Berri and Barmera (DC)	1	0	1	1	49
Berri and Barmera (DC)	1	1	0	0	529
Berri and Barmera (DC)	1	1	0	1	31
Berri and Barmera (DC)	1	1	1	0	103
Berri and Barmera (DC)	1	1	1	1	24
Burnside (C)					151
Burnside (C)	0	0	0	1	452
Burnside (C)	0	0	1	0	290
Burnside (C)	0	0	1	1	83
Burnside (C)	0	1	0	0	429
Burnside (C)	0	1	0	1	21
Burnside (C)	0	1	1	0	102
Burnside (C)	0	1	1	1	3
Burnside (C)	1	0	0	1	774
Burnside (C)	1	0	1	0	878
Burnside (C)	1	0	1	1	340
Burnside (C)	1	1	0	0	2852
Burnside (C)	1	1	0	1	50
Burnside (C)	1	1	1	0	741
Burnside (C)	1	1	1	1	47
Campbelltown (C) (SA)					243
Campbelltown (C) (SA)	0	0	0	1	837
Campbelltown (C) (SA)	0	0	1	0	318
Campbelltown (C) (SA)	0	0	1	1	116
Campbelltown (C) (SA)	0	1	0	0	654
Campbelltown (C) (SA)	0	1	0	1	44
Campbelltown (C) (SA)	0	1	1	0	124
Campbelltown (C) (SA)	0	1	1	1	11
Campbelltown (C) (SA)	1	0	0	1	1269
Campbelltown (C) (SA)	1	0	1	0	701
Campbelltown (C) (SA)	1	0	1	1	443
Campbelltown (C) (SA)	1	1	0	0	3176
Campbelltown (C) (SA)	1	1	0	1	91
Campbelltown (C) (SA)	1	1	1	0	605
Campbelltown (C) (SA)	1	1	1	1	47
Ceduna (DC)					12
Ceduna (DC)	0	0	0	1	36
Ceduna (DC)	0	0	1	0	12
Ceduna (DC)	0	1	0	0	75
Ceduna (DC)	0	1	0	1	9
Ceduna (DC)	0	1	1	0	14
Ceduna (DC)	0	1	1	1	3
Ceduna (DC)	1	0	0	1	47
Ceduna (DC)	1	0	1	0	23
Ceduna (DC)	1	0	1	1	11
Ceduna (DC)	1	1	0	0	189
Ceduna (DC)	1	1	0	1	14
Ceduna (DC)	1	1	1	0	37
Ceduna (DC)	1	1	1	1	10
Charles Sturt (C)					677
Charles Sturt (C)	0	0	0	1	2134
Charles Sturt (C)	0	0	1	0	610
Charles Sturt (C)	0	0	1	1	249
Charles Sturt (C)	0	1	0	0	1587
Charles Sturt (C)	0	1	0	1	102
Charles Sturt (C)	0	1	1	0	318
Charles Sturt (C)	0	1	1	1	53
Charles Sturt (C)	1	0	0	1	2529
Charles Sturt (C)	1	0	1	0	1201
Charles Sturt (C)	1	0	1	1	805
Charles Sturt (C)	1	1	0	0	6340
Charles Sturt (C)	1	1	0	1	217
Charles Sturt (C)	1	1	1	0	1115
Charles Sturt (C)	1	1	1	1	142
Clare and Gilbert Valleys (DC)					13
Clare and Gilbert Valleys (DC)	0	0	0	1	86
Clare and Gilbert Valleys (DC)	0	0	1	0	37
Clare and Gilbert Valleys (DC)	0	0	1	1	12
Clare and Gilbert Valleys (DC)	0	1	0	0	109
Clare and Gilbert Valleys (DC)	0	1	0	1	17
Clare and Gilbert Valleys (DC)	0	1	1	0	38
Clare and Gilbert Valleys (DC)	0	1	1	1	8
Clare and Gilbert Valleys (DC)	1	0	0	1	146
Clare and Gilbert Valleys (DC)	1	0	1	0	66
Clare and Gilbert Valleys (DC)	1	0	1	1	30
Clare and Gilbert Valleys (DC)	1	1	0	0	516
Clare and Gilbert Valleys (DC)	1	1	0	1	18
Clare and Gilbert Valleys (DC)	1	1	1	0	82
Clare and Gilbert Valleys (DC)	1	1	1	1	9
Cleve (DC)	0	0	0	1	17
Cleve (DC)	0	0	1	0	6
Cleve (DC)	0	1	0	0	20
Cleve (DC)	0	1	1	0	5
Cleve (DC)	1	0	0	1	13
Cleve (DC)	1	0	1	0	18
Cleve (DC)	1	0	1	1	3
Cleve (DC)	1	1	0	0	109
Cleve (DC)	1	1	1	0	26
Cleve (DC)	1	1	1	1	4
Coober Pedy (DC)					9
Coober Pedy (DC)	0	0	0	1	27
Coober Pedy (DC)	0	0	1	1	3
Coober Pedy (DC)	0	1	0	0	30
Coober Pedy (DC)	0	1	1	0	3
Coober Pedy (DC)	1	0	0	1	18
Coober Pedy (DC)	1	0	1	0	5
Coober Pedy (DC)	1	0	1	1	4
Coober Pedy (DC)	1	1	0	0	76
Coober Pedy (DC)	1	1	1	0	11
Copper Coast (DC)					54
Copper Coast (DC)	0	0	0	1	175
Copper Coast (DC)	0	0	1	0	39
Copper Coast (DC)	0	0	1	1	23
Copper Coast (DC)	0	1	0	0	266
Copper Coast (DC)	0	1	0	1	19
Copper Coast (DC)	0	1	1	0	46
Copper Coast (DC)	0	1	1	1	6
Copper Coast (DC)	1	0	0	1	233
Copper Coast (DC)	1	0	1	0	98
Copper Coast (DC)	1	0	1	1	53
Copper Coast (DC)	1	1	0	0	608
Copper Coast (DC)	1	1	0	1	43
Copper Coast (DC)	1	1	1	0	116
Copper Coast (DC)	1	1	1	1	23
Elliston (DC)					3
Elliston (DC)	0	0	0	1	8
Elliston (DC)	0	1	0	0	11
Elliston (DC)	1	0	0	1	18
Elliston (DC)	1	0	1	0	10
Elliston (DC)	1	1	0	0	72
Elliston (DC)	1	1	1	0	9
Flinders Ranges (DC)	0	0	0	1	17
Flinders Ranges (DC)	0	0	1	0	10
Flinders Ranges (DC)	0	1	0	0	29
Flinders Ranges (DC)	0	1	1	0	3
Flinders Ranges (DC)	1	0	0	1	27
Flinders Ranges (DC)	1	0	1	0	9
Flinders Ranges (DC)	1	0	1	1	3
Flinders Ranges (DC)	1	1	0	0	67
Flinders Ranges (DC)	1	1	0	1	8
Flinders Ranges (DC)	1	1	1	0	19
Flinders Ranges (DC)	1	1	1	1	3
Franklin Harbour (DC)	0	0	0	1	8
Franklin Harbour (DC)	0	1	0	0	14
Franklin Harbour (DC)	1	0	0	1	26
Franklin Harbour (DC)	1	0	1	0	4
Franklin Harbour (DC)	1	0	1	1	3
Franklin Harbour (DC)	1	1	0	0	64
Franklin Harbour (DC)	1	1	0	1	7
Franklin Harbour (DC)	1	1	1	0	10
Franklin Harbour (DC)	1	1	1	1	4
Gawler (T)					72
Gawler (T)	0	0	0	1	404
Gawler (T)	0	0	1	0	152
Gawler (T)	0	0	1	1	60
Gawler (T)	0	1	0	0	525
Gawler (T)	0	1	0	1	39
Gawler (T)	0	1	1	0	86
Gawler (T)	0	1	1	1	13
Gawler (T)	1	0	0	1	518
Gawler (T)	1	0	1	0	187
Gawler (T)	1	0	1	1	132
Gawler (T)	1	1	0	0	1224
Gawler (T)	1	1	0	1	72
Gawler (T)	1	1	1	0	207
Gawler (T)	1	1	1	1	53
Goyder (DC)					13
Goyder (DC)	0	0	0	1	44
Goyder (DC)	0	0	1	0	18
Goyder (DC)	0	0	1	1	3
Goyder (DC)	0	1	0	0	45
Goyder (DC)	0	1	0	1	3
Goyder (DC)	0	1	1	0	9
Goyder (DC)	0	1	1	1	3
Goyder (DC)	1	0	0	1	64
Goyder (DC)	1	0	1	0	31
Goyder (DC)	1	0	1	1	21
Goyder (DC)	1	1	0	0	216
Goyder (DC)	1	1	0	1	3
Goyder (DC)	1	1	1	0	43
Goyder (DC)	1	1	1	1	13
Grant (DC)					17
Grant (DC)	0	0	0	1	60
Grant (DC)	0	0	1	0	21
Grant (DC)	0	0	1	1	4
Grant (DC)	0	1	0	0	72
Grant (DC)	0	1	0	1	8
Grant (DC)	0	1	1	0	15
Grant (DC)	0	1	1	1	4
Grant (DC)	1	0	0	1	186
Grant (DC)	1	0	1	0	65
Grant (DC)	1	0	1	1	53
Grant (DC)	1	1	0	0	520
Grant (DC)	1	1	0	1	29
Grant (DC)	1	1	1	0	107
Grant (DC)	1	1	1	1	16
Holdfast Bay (C)					181
Holdfast Bay (C)	0	0	0	1	478
Holdfast Bay (C)	0	0	1	0	186
Holdfast Bay (C)	0	0	1	1	50
Holdfast Bay (C)	0	1	0	0	428
Holdfast Bay (C)	0	1	0	1	18
Holdfast Bay (C)	0	1	1	0	78
Holdfast Bay (C)	0	1	1	1	10
Holdfast Bay (C)	1	0	0	1	576
Holdfast Bay (C)	1	0	1	0	449
Holdfast Bay (C)	1	0	1	1	210
Holdfast Bay (C)	1	1	0	0	1849
Holdfast Bay (C)	1	1	0	1	60
Holdfast Bay (C)	1	1	1	0	310
Holdfast Bay (C)	1	1	1	1	35
Kangaroo Island (DC)					3
Kangaroo Island (DC)	0	0	0	1	40
Kangaroo Island (DC)	0	0	1	0	13
Kangaroo Island (DC)	0	0	1	1	6
Kangaroo Island (DC)	0	1	0	0	61
Kangaroo Island (DC)	0	1	1	0	12
Kangaroo Island (DC)	0	1	1	1	5
Kangaroo Island (DC)	1	0	0	1	55
Kangaroo Island (DC)	1	0	1	0	39
Kangaroo Island (DC)	1	0	1	1	11
Kangaroo Island (DC)	1	1	0	0	255
Kangaroo Island (DC)	1	1	0	1	13
Kangaroo Island (DC)	1	1	1	0	33
