LGA_NAME16	Age	HoursHousekeeping	Sex	adults
Greater Hume Shire (A)	55-64		M	70
Greater Hume Shire (A)	55-64	0	F	81
Greater Hume Shire (A)	55-64	0	M	154
Greater Hume Shire (A)	55-64	<5	F	60
Greater Hume Shire (A)	55-64	<5	M	221
Greater Hume Shire (A)	55-64	5-14	F	230
Greater Hume Shire (A)	55-64	5-14	M	209
Greater Hume Shire (A)	55-64	15-29	F	183
Greater Hume Shire (A)	55-64	15-29	M	83
Greater Hume Shire (A)	55-64	30+	F	168
Greater Hume Shire (A)	55-64	30+	M	55
Greater Hume Shire (A)	65-74		F	72
Greater Hume Shire (A)	65-74		M	80
Greater Hume Shire (A)	65-74	0	F	113
Greater Hume Shire (A)	65-74	0	M	180
Greater Hume Shire (A)	65-74	<5	F	33
Greater Hume Shire (A)	65-74	<5	M	108
Greater Hume Shire (A)	65-74	5-14	F	103
Greater Hume Shire (A)	65-74	5-14	M	151
Greater Hume Shire (A)	65-74	15-29	F	108
Greater Hume Shire (A)	65-74	15-29	M	76
Greater Hume Shire (A)	65-74	30+	F	146
Greater Hume Shire (A)	65-74	30+	M	63
Greater Hume Shire (A)	75-84		F	47
Greater Hume Shire (A)	75-84		M	54
Greater Hume Shire (A)	75-84	0	F	77
Greater Hume Shire (A)	75-84	0	M	80
Greater Hume Shire (A)	75-84	<5	F	13
Greater Hume Shire (A)	75-84	<5	M	36
Greater Hume Shire (A)	75-84	5-14	F	37
Greater Hume Shire (A)	75-84	5-14	M	54
Greater Hume Shire (A)	75-84	15-29	F	36
Greater Hume Shire (A)	75-84	15-29	M	25
Greater Hume Shire (A)	75-84	30+	F	58
Greater Hume Shire (A)	75-84	30+	M	32
Greater Hume Shire (A)	85+		F	44
Greater Hume Shire (A)	85+		M	27
Greater Hume Shire (A)	85+	0	F	66
Greater Hume Shire (A)	85+	0	M	41
Greater Hume Shire (A)	85+	<5	F	15
Greater Hume Shire (A)	85+	<5	M	13
Greater Hume Shire (A)	85+	5-14	F	12
Greater Hume Shire (A)	85+	5-14	M	17
Greater Hume Shire (A)	85+	15-29	F	7
Greater Hume Shire (A)	85+	15-29	M	7
Greater Hume Shire (A)	85+	30+	F	11
Greater Hume Shire (A)	85+	30+	M	7
Griffith (C)	15-19		F	84
Griffith (C)	15-19		M	117
Griffith (C)	15-19	0	F	239
Griffith (C)	15-19	0	M	341
Griffith (C)	15-19	<5	F	305
Griffith (C)	15-19	<5	M	329
Griffith (C)	15-19	5-14	F	99
Griffith (C)	15-19	5-14	M	68
Griffith (C)	15-19	15-29	F	8
Griffith (C)	15-19	15-29	M	14
Griffith (C)	15-19	30+	F	7
Griffith (C)	15-19	30+	M	3
Griffith (C)	20-24		F	78
Griffith (C)	20-24		M	93
Griffith (C)	20-24	0	F	177
Griffith (C)	20-24	0	M	325
Griffith (C)	20-24	<5	F	198
Griffith (C)	20-24	<5	M	246
Griffith (C)	20-24	5-14	F	194
Griffith (C)	20-24	5-14	M	114
Griffith (C)	20-24	15-29	F	58
Griffith (C)	20-24	15-29	M	23
Griffith (C)	20-24	30+	F	39
Griffith (C)	20-24	30+	M	5
Griffith (C)	25-34		F	176
Griffith (C)	25-34		M	195
Griffith (C)	25-34	0	F	305
Griffith (C)	25-34	0	M	477
Griffith (C)	25-34	<5	F	271
Griffith (C)	25-34	<5	M	540
Griffith (C)	25-34	5-14	F	456
Griffith (C)	25-34	5-14	M	439
Griffith (C)	25-34	15-29	F	246
Griffith (C)	25-34	15-29	M	71
Griffith (C)	25-34	30+	F	308
Griffith (C)	25-34	30+	M	34
Griffith (C)	35-44		F	156
Griffith (C)	35-44		M	157
Griffith (C)	35-44	0	F	173
Griffith (C)	35-44	0	M	354
Griffith (C)	35-44	<5	F	102
Griffith (C)	35-44	<5	M	428
Griffith (C)	35-44	5-14	F	425
Griffith (C)	35-44	5-14	M	440
Griffith (C)	35-44	15-29	F	338
Griffith (C)	35-44	15-29	M	122
Griffith (C)	35-44	30+	F	344
Griffith (C)	35-44	30+	M	58
Griffith (C)	45-54		F	167
Griffith (C)	45-54		M	183
Griffith (C)	45-54	0	F	210
Griffith (C)	45-54	0	M	365
Griffith (C)	45-54	<5	F	156
Griffith (C)	45-54	<5	M	441
Griffith (C)	45-54	5-14	F	496
Griffith (C)	45-54	5-14	M	494
Griffith (C)	45-54	15-29	F	378
Griffith (C)	45-54	15-29	M	119
Griffith (C)	45-54	30+	F	266
Griffith (C)	45-54	30+	M	53
Griffith (C)	55-64		F	182
Griffith (C)	55-64		M	205
Griffith (C)	55-64	0	F	238
Griffith (C)	55-64	0	M	439
Griffith (C)	55-64	<5	F	116
Griffith (C)	55-64	<5	M	385
Griffith (C)	55-64	5-14	F	416
Griffith (C)	55-64	5-14	M	377
Griffith (C)	55-64	15-29	F	313
Griffith (C)	55-64	15-29	M	109
Griffith (C)	55-64	30+	F	222
Griffith (C)	55-64	30+	M	39
Griffith (C)	65-74		F	170
Griffith (C)	65-74		M	151
Griffith (C)	65-74	0	F	237
Griffith (C)	65-74	0	M	296
Griffith (C)	65-74	<5	F	73
Griffith (C)	65-74	<5	M	197
Griffith (C)	65-74	5-14	F	200
Griffith (C)	65-74	5-14	M	186
Griffith (C)	65-74	15-29	F	180
Griffith (C)	65-74	15-29	M	86
Griffith (C)	65-74	30+	F	217
Griffith (C)	65-74	30+	M	52
Griffith (C)	75-84		F	157
Griffith (C)	75-84		M	146
Griffith (C)	75-84	0	F	161
Griffith (C)	75-84	0	M	200
Griffith (C)	75-84	<5	F	92
Griffith (C)	75-84	<5	M	97
Griffith (C)	75-84	5-14	F	114
Griffith (C)	75-84	5-14	M	117
Griffith (C)	75-84	15-29	F	113
Griffith (C)	75-84	15-29	M	65
Griffith (C)	75-84	30+	F	113
Griffith (C)	75-84	30+	M	45
Griffith (C)	85+		F	167
Griffith (C)	85+		M	86
Griffith (C)	85+	0	F	116
Griffith (C)	85+	0	M	73
Griffith (C)	85+	<5	F	47
Griffith (C)	85+	<5	M	37
Griffith (C)	85+	5-14	F	52
Griffith (C)	85+	5-14	M	26
Griffith (C)	85+	15-29	F	24
Griffith (C)	85+	15-29	M	20
Griffith (C)	85+	30+	F	15
Griffith (C)	85+	30+	M	3
Gundagai (A)	15-19		F	33
Gundagai (A)	15-19		M	34
Gundagai (A)	15-19	0	F	101
Gundagai (A)	15-19	0	M	113
Gundagai (A)	15-19	<5	F	111
Gundagai (A)	15-19	<5	M	138
Gundagai (A)	15-19	5-14	F	34
Gundagai (A)	15-19	5-14	M	30
Gundagai (A)	15-19	15-29	F	10
Gundagai (A)	15-19	30+	F	7
Gundagai (A)	20-24		F	25
Gundagai (A)	20-24		M	22
Gundagai (A)	20-24	0	F	36
Gundagai (A)	20-24	0	M	79
Gundagai (A)	20-24	<5	F	62
Gundagai (A)	20-24	<5	M	88
Gundagai (A)	20-24	5-14	F	70
Gundagai (A)	20-24	5-14	M	40
Gundagai (A)	20-24	15-29	F	22
Gundagai (A)	20-24	15-29	M	12
Gundagai (A)	20-24	30+	F	30
Gundagai (A)	20-24	30+	M	6
Gundagai (A)	25-34		F	45
Gundagai (A)	25-34		M	37
Gundagai (A)	25-34	0	F	50
Gundagai (A)	25-34	0	M	105
Gundagai (A)	25-34	<5	F	70
Gundagai (A)	25-34	<5	M	152
Gundagai (A)	25-34	5-14	F	128
Gundagai (A)	25-34	5-14	M	120
Gundagai (A)	25-34	15-29	F	100
Gundagai (A)	25-34	15-29	M	32
Gundagai (A)	25-34	30+	F	120
Gundagai (A)	25-34	30+	M	19
Gundagai (A)	35-44		F	48
Gundagai (A)	35-44		M	58
Gundagai (A)	35-44	0	F	70
Gundagai (A)	35-44	0	M	113
Gundagai (A)	35-44	<5	F	55
Gundagai (A)	35-44	<5	M	122
Gundagai (A)	35-44	5-14	F	160
Gundagai (A)	35-44	5-14	M	190
Gundagai (A)	35-44	15-29	F	144
Gundagai (A)	35-44	15-29	M	46
Gundagai (A)	35-44	30+	F	140
Gundagai (A)	35-44	30+	M	34
Gundagai (A)	45-54		F	45
Gundagai (A)	45-54		M	67
Gundagai (A)	45-54	0	F	67
Gundagai (A)	45-54	0	M	139
Gundagai (A)	45-54	<5	F	62
Gundagai (A)	45-54	<5	M	193
Gundagai (A)	45-54	5-14	F	225
Gundagai (A)	45-54	5-14	M	204
Gundagai (A)	45-54	15-29	F	150
Gundagai (A)	45-54	15-29	M	63
Gundagai (A)	45-54	30+	F	137
Gundagai (A)	45-54	30+	M	26
Gundagai (A)	55-64		F	66
Gundagai (A)	55-64		M	86
Gundagai (A)	55-64	0	F	114
Gundagai (A)	55-64	0	M	177
Gundagai (A)	55-64	<5	F	67
Gundagai (A)	55-64	<5	M	201
Gundagai (A)	55-64	5-14	F	244
Gundagai (A)	55-64	5-14	M	227
Gundagai (A)	55-64	15-29	F	174
Gundagai (A)	55-64	15-29	M	75
Gundagai (A)	55-64	30+	F	148
Gundagai (A)	55-64	30+	M	58
Gundagai (A)	65-74		F	92
Gundagai (A)	65-74		M	89
Gundagai (A)	65-74	0	F	183
Gundagai (A)	65-74	0	M	227
Gundagai (A)	65-74	<5	F	55
Gundagai (A)	65-74	<5	M	114
Gundagai (A)	65-74	5-14	F	138
Gundagai (A)	65-74	5-14	M	165
Gundagai (A)	65-74	15-29	F	150
Gundagai (A)	65-74	15-29	M	81
Gundagai (A)	65-74	30+	F	160
Gundagai (A)	65-74	30+	M	67
Gundagai (A)	75-84		F	91
Gundagai (A)	75-84		M	68
Gundagai (A)	75-84	0	F	149
Gundagai (A)	75-84	0	M	165
Gundagai (A)	75-84	<5	F	33
Gundagai (A)	75-84	<5	M	46
Gundagai (A)	75-84	5-14	F	80
Gundagai (A)	75-84	5-14	M	77
Gundagai (A)	75-84	15-29	F	70
Gundagai (A)	75-84	15-29	M	49
Gundagai (A)	75-84	30+	F	89
Gundagai (A)	75-84	30+	M	47
Gundagai (A)	85+		F	52
Gundagai (A)	85+		M	20
Gundagai (A)	85+	0	F	112
Gundagai (A)	85+	0	M	67
Gundagai (A)	85+	<5	F	25
Gundagai (A)	85+	<5	M	16
Gundagai (A)	85+	5-14	F	38
Gundagai (A)	85+	5-14	M	19
Gundagai (A)	85+	15-29	F	11
Gundagai (A)	85+	15-29	M	6
Gundagai (A)	85+	30+	F	16
Gundagai (A)	85+	30+	M	7
Gunnedah (A)	15-19		F	50
Gunnedah (A)	15-19		M	45
Gunnedah (A)	15-19	0	F	82
Gunnedah (A)	15-19	0	M	152
Gunnedah (A)	15-19	<5	F	150
Gunnedah (A)	15-19	<5	M	132
Gunnedah (A)	15-19	5-14	F	49
Gunnedah (A)	15-19	5-14	M	26
Gunnedah (A)	15-19	15-29	F	9
Gunnedah (A)	15-19	15-29	M	4
Gunnedah (A)	15-19	30+	F	3
Gunnedah (A)	20-24		F	32
Gunnedah (A)	20-24		M	41
Gunnedah (A)	20-24	0	F	47
Gunnedah (A)	20-24	0	M	107
Gunnedah (A)	20-24	<5	F	70
Gunnedah (A)	20-24	<5	M	112
Gunnedah (A)	20-24	5-14	F	98
Gunnedah (A)	20-24	5-14	M	60
Gunnedah (A)	20-24	15-29	F	38
Gunnedah (A)	20-24	15-29	M	8
Gunnedah (A)	20-24	30+	F	37
Gunnedah (A)	20-24	30+	M	6
Gunnedah (A)	25-34		F	56
Gunnedah (A)	25-34		M	60
Gunnedah (A)	25-34	0	F	54
Gunnedah (A)	25-34	0	M	162
Gunnedah (A)	25-34	<5	F	97
Gunnedah (A)	25-34	<5	M	223
Gunnedah (A)	25-34	5-14	F	217
Gunnedah (A)	25-34	5-14	M	226
Gunnedah (A)	25-34	15-29	F	153
Gunnedah (A)	25-34	15-29	M	56
Gunnedah (A)	25-34	30+	F	204
Gunnedah (A)	25-34	30+	M	20
Gunnedah (A)	35-44		F	55
Gunnedah (A)	35-44		M	90
Gunnedah (A)	35-44	0	F	46
Gunnedah (A)	35-44	0	M	97
Gunnedah (A)	35-44	<5	F	63
Gunnedah (A)	35-44	<5	M	211
Gunnedah (A)	35-44	5-14	F	203
Gunnedah (A)	35-44	5-14	M	202
Gunnedah (A)	35-44	15-29	F	151
Gunnedah (A)	35-44	15-29	M	70
Gunnedah (A)	35-44	30+	F	162
Gunnedah (A)	35-44	30+	M	41
Gunnedah (A)	45-54		F	72
Gunnedah (A)	45-54		M	86
Gunnedah (A)	45-54	0	F	74
Gunnedah (A)	45-54	0	M	142
Gunnedah (A)	45-54	<5	F	73
Gunnedah (A)	45-54	<5	M	228
Gunnedah (A)	45-54	5-14	F	238
Gunnedah (A)	45-54	5-14	M	215
Gunnedah (A)	45-54	15-29	F	189
Gunnedah (A)	45-54	15-29	M	66
Gunnedah (A)	45-54	30+	F	124
Gunnedah (A)	45-54	30+	M	28
Gunnedah (A)	55-64		F	61
Gunnedah (A)	55-64		M	82
Gunnedah (A)	55-64	0	F	97
Gunnedah (A)	55-64	0	M	197
Gunnedah (A)	55-64	<5	F	61
Gunnedah (A)	55-64	<5	M	203
Gunnedah (A)	55-64	5-14	F	227
Gunnedah (A)	55-64	5-14	M	230
Gunnedah (A)	55-64	15-29	F	154
Gunnedah (A)	55-64	15-29	M	60
Gunnedah (A)	55-64	30+	F	152
Gunnedah (A)	55-64	30+	M	47
Gunnedah (A)	65-74		F	76
Gunnedah (A)	65-74		M	88
Gunnedah (A)	65-74	0	F	116
Gunnedah (A)	65-74	0	M	151
Gunnedah (A)	65-74	<5	F	46
Gunnedah (A)	65-74	<5	M	110
Gunnedah (A)	65-74	5-14	F	97
Gunnedah (A)	65-74	5-14	M	116
Gunnedah (A)	65-74	15-29	F	125
Gunnedah (A)	65-74	15-29	M	76
Gunnedah (A)	65-74	30+	F	143
Gunnedah (A)	65-74	30+	M	46
Gunnedah (A)	75-84		F	92
Gunnedah (A)	75-84		M	59
Gunnedah (A)	75-84	0	F	132
Gunnedah (A)	75-84	0	M	133
Gunnedah (A)	75-84	<5	F	33
Gunnedah (A)	75-84	<5	M	42
Gunnedah (A)	75-84	5-14	F	57
Gunnedah (A)	75-84	5-14	M	64
Gunnedah (A)	75-84	15-29	F	54
Gunnedah (A)	75-84	15-29	M	30
Gunnedah (A)	75-84	30+	F	72
Gunnedah (A)	75-84	30+	M	37
Gunnedah (A)	85+		F	30
Gunnedah (A)	85+		M	25
Gunnedah (A)	85+	0	F	109
Gunnedah (A)	85+	0	M	56
Gunnedah (A)	85+	<5	F	16
Gunnedah (A)	85+	<5	M	13
Gunnedah (A)	85+	5-14	F	31
Gunnedah (A)	85+	5-14	M	15
Gunnedah (A)	85+	15-29	F	13
Gunnedah (A)	85+	15-29	M	4
Gunnedah (A)	85+	30+	F	15
Gunnedah (A)	85+	30+	M	3
Gwydir (A)	15-19		F	23
Gwydir (A)	15-19		M	29
Gwydir (A)	15-19	0	F	41
Gwydir (A)	15-19	0	M	51
Gwydir (A)	15-19	<5	F	40
Gwydir (A)	15-19	<5	M	42
Gwydir (A)	15-19	5-14	F	16
Gwydir (A)	15-19	5-14	M	6
Gwydir (A)	20-24		F	7
Gwydir (A)	20-24		M	12
Gwydir (A)	20-24	0	F	22
Gwydir (A)	20-24	0	M	39
Gwydir (A)	20-24	<5	F	26
Gwydir (A)	20-24	<5	M	35
Gwydir (A)	20-24	5-14	F	31
Gwydir (A)	20-24	5-14	M	20
Gwydir (A)	20-24	15-29	F	10
Gwydir (A)	20-24	15-29	M	3
Gwydir (A)	20-24	30+	F	18
Gwydir (A)	20-24	30+	M	3
Gwydir (A)	25-34		F	19
Gwydir (A)	25-34		M	29
Gwydir (A)	25-34	0	F	16
Gwydir (A)	25-34	0	M	54
Gwydir (A)	25-34	<5	F	21
Gwydir (A)	25-34	<5	M	56
Gwydir (A)	25-34	5-14	F	57
Gwydir (A)	25-34	5-14	M	59
Gwydir (A)	25-34	15-29	F	42
Gwydir (A)	25-34	15-29	M	18
Gwydir (A)	25-34	30+	F	66
Gwydir (A)	25-34	30+	M	6
Gwydir (A)	35-44		F	27
Gwydir (A)	35-44		M	33
Gwydir (A)	35-44	0	F	17
Gwydir (A)	35-44	0	M	55
Gwydir (A)	35-44	<5	F	10
Gwydir (A)	35-44	<5	M	64
Gwydir (A)	35-44	5-14	F	66
Gwydir (A)	35-44	5-14	M	71
Gwydir (A)	35-44	15-29	F	56
Gwydir (A)	35-44	15-29	M	17
Gwydir (A)	35-44	30+	F	89
Gwydir (A)	35-44	30+	M	11
Gwydir (A)	45-54		F	45
Gwydir (A)	45-54		M	39
Gwydir (A)	45-54	0	F	25
Gwydir (A)	45-54	0	M	76
Gwydir (A)	45-54	<5	F	34
Gwydir (A)	45-54	<5	M	97
Gwydir (A)	45-54	5-14	F	117
Gwydir (A)	45-54	5-14	M	101
Gwydir (A)	45-54	15-29	F	76
Gwydir (A)	45-54	15-29	M	32
Gwydir (A)	45-54	30+	F	73
Gwydir (A)	45-54	30+	M	17
Gwydir (A)	55-64		F	49
Gwydir (A)	55-64		M	75
Gwydir (A)	55-64	0	F	61
Gwydir (A)	55-64	0	M	116
Gwydir (A)	55-64	<5	F	30
Gwydir (A)	55-64	<5	M	69
Gwydir (A)	55-64	5-14	F	82
Gwydir (A)	55-64	5-14	M	90
Gwydir (A)	55-64	15-29	F	57
Gwydir (A)	55-64	15-29	M	22
Gwydir (A)	55-64	30+	F	64
Gwydir (A)	55-64	30+	M	20
Gwydir (A)	65-74		F	51
Gwydir (A)	65-74		M	61
Gwydir (A)	65-74	0	F	72
Gwydir (A)	65-74	0	M	124
Gwydir (A)	65-74	<5	F	22
Gwydir (A)	65-74	<5	M	49
Gwydir (A)	65-74	5-14	F	59
Gwydir (A)	65-74	5-14	M	71
Gwydir (A)	65-74	15-29	F	78
Gwydir (A)	65-74	15-29	M	40
Gwydir (A)	65-74	30+	F	105
Gwydir (A)	65-74	30+	M	47
Gwydir (A)	75-84		F	50
Gwydir (A)	75-84		M	48
Gwydir (A)	75-84	0	F	68
Gwydir (A)	75-84	0	M	76
Gwydir (A)	75-84	<5	F	17
Gwydir (A)	75-84	<5	M	24
Gwydir (A)	75-84	5-14	F	33
Gwydir (A)	75-84	5-14	M	31
Gwydir (A)	75-84	15-29	F	24
Gwydir (A)	75-84	15-29	M	20
Gwydir (A)	75-84	30+	F	29
Gwydir (A)	75-84	30+	M	25
Gwydir (A)	85+		F	33
Gwydir (A)	85+		M	8
Gwydir (A)	85+	0	F	39
Gwydir (A)	85+	0	M	25
Gwydir (A)	85+	<5	F	6
Gwydir (A)	85+	<5	M	9
Gwydir (A)	85+	5-14	F	7
Gwydir (A)	85+	5-14	M	3
Gwydir (A)	85+	15-29	F	6
Gwydir (A)	85+	30+	F	7
Gwydir (A)	85+	30+	M	6
Hawkesbury (C)	15-19		F	189
Hawkesbury (C)	15-19		M	211
Hawkesbury (C)	15-19	0	F	656
Hawkesbury (C)	15-19	0	M	901
Hawkesbury (C)	15-19	<5	F	1063
Hawkesbury (C)	15-19	<5	M	1022
Hawkesbury (C)	15-19	5-14	F	259
Hawkesbury (C)	15-19	5-14	M	204
Hawkesbury (C)	15-19	15-29	F	34
Hawkesbury (C)	15-19	15-29	M	12
Hawkesbury (C)	15-19	30+	F	21
Hawkesbury (C)	15-19	30+	M	4
Hawkesbury (C)	20-24		F	154
Hawkesbury (C)	20-24		M	152
Hawkesbury (C)	20-24	0	F	461
Hawkesbury (C)	20-24	0	M	829
Hawkesbury (C)	20-24	<5	F	823
Hawkesbury (C)	20-24	<5	M	883
Hawkesbury (C)	20-24	5-14	F	495
Hawkesbury (C)	20-24	5-14	M	288
Hawkesbury (C)	20-24	15-29	F	138
Hawkesbury (C)	20-24	15-29	M	49
Hawkesbury (C)	20-24	30+	F	102
Hawkesbury (C)	20-24	30+	M	20
Hawkesbury (C)	25-34		F	246
Hawkesbury (C)	25-34		M	280
Hawkesbury (C)	25-34	0	F	386
Hawkesbury (C)	25-34	0	M	923
Hawkesbury (C)	25-34	<5	F	749
Hawkesbury (C)	25-34	<5	M	1441
Hawkesbury (C)	25-34	5-14	F	1203
Hawkesbury (C)	25-34	5-14	M	1048
Hawkesbury (C)	25-34	15-29	F	620
Hawkesbury (C)	25-34	15-29	M	202
Hawkesbury (C)	25-34	30+	F	856
Hawkesbury (C)	25-34	30+	M	77
Hawkesbury (C)	35-44		F	236
Hawkesbury (C)	35-44		M	267
Hawkesbury (C)	35-44	0	F	295
Hawkesbury (C)	35-44	0	M	681
Hawkesbury (C)	35-44	<5	F	352
Hawkesbury (C)	35-44	<5	M	1222
Hawkesbury (C)	35-44	5-14	F	1361
Hawkesbury (C)	35-44	5-14	M	1307
Hawkesbury (C)	35-44	15-29	F	921
Hawkesbury (C)	35-44	15-29	M	326
Hawkesbury (C)	35-44	30+	F	986
Hawkesbury (C)	35-44	30+	M	156
Hawkesbury (C)	45-54		F	331
Hawkesbury (C)	45-54		M	360
Hawkesbury (C)	45-54	0	F	403
Hawkesbury (C)	45-54	0	M	807
Hawkesbury (C)	45-54	<5	F	493
Hawkesbury (C)	45-54	<5	M	1288
Hawkesbury (C)	45-54	5-14	F	1726
Hawkesbury (C)	45-54	5-14	M	1600
Hawkesbury (C)	45-54	15-29	F	1149
Hawkesbury (C)	45-54	15-29	M	428
Hawkesbury (C)	45-54	30+	F	798
Hawkesbury (C)	45-54	30+	M	160
Hawkesbury (C)	55-64		F	256
Hawkesbury (C)	55-64		M	284
Hawkesbury (C)	55-64	0	F	458
Hawkesbury (C)	55-64	0	M	787
Hawkesbury (C)	55-64	<5	F	411
Hawkesbury (C)	55-64	<5	M	979
Hawkesbury (C)	55-64	5-14	F	1244
Hawkesbury (C)	55-64	5-14	M	1280
Hawkesbury (C)	55-64	15-29	F	914
Hawkesbury (C)	55-64	15-29	M	359
Hawkesbury (C)	55-64	30+	F	658
Hawkesbury (C)	55-64	30+	M	193
Hawkesbury (C)	65-74		F	273
Hawkesbury (C)	65-74		M	275
Hawkesbury (C)	65-74	0	F	509
Hawkesbury (C)	65-74	0	M	709
Hawkesbury (C)	65-74	<5	F	202
Hawkesbury (C)	65-74	<5	M	462
Hawkesbury (C)	65-74	5-14	F	609
Hawkesbury (C)	65-74	5-14	M	660
Hawkesbury (C)	65-74	15-29	F	610
Hawkesbury (C)	65-74	15-29	M	350
Hawkesbury (C)	65-74	30+	F	657
Hawkesbury (C)	65-74	30+	M	250
Hawkesbury (C)	75-84		F	223
Hawkesbury (C)	75-84		M	152
Hawkesbury (C)	75-84	0	F	376
Hawkesbury (C)	75-84	0	M	390
Hawkesbury (C)	75-84	<5	F	143
Hawkesbury (C)	75-84	<5	M	155
Hawkesbury (C)	75-84	5-14	F	250
Hawkesbury (C)	75-84	5-14	M	256
Hawkesbury (C)	75-84	15-29	F	204
Hawkesbury (C)	75-84	15-29	M	134
Hawkesbury (C)	75-84	30+	F	226
Hawkesbury (C)	75-84	30+	M	126
Hawkesbury (C)	85+		F	124
Hawkesbury (C)	85+		M	72
Hawkesbury (C)	85+	0	F	307
Hawkesbury (C)	85+	0	M	176
Hawkesbury (C)	85+	<5	F	66
Hawkesbury (C)	85+	<5	M	39
Hawkesbury (C)	85+	5-14	F	79
Hawkesbury (C)	85+	5-14	M	47
Hawkesbury (C)	85+	15-29	F	34
Hawkesbury (C)	85+	15-29	M	26
Hawkesbury (C)	85+	30+	F	36
Hawkesbury (C)	85+	30+	M	21
Hay (A)	15-19		F	12
Hay (A)	15-19		M	11
Hay (A)	15-19	0	F	21
Hay (A)	15-19	0	M	29
Hay (A)	15-19	<5	F	27
Hay (A)	15-19	<5	M	30
Hay (A)	15-19	5-14	F	20
Hay (A)	15-19	5-14	M	13
Hay (A)	15-19	15-29	F	4
Hay (A)	15-19	15-29	M	3
Hay (A)	20-24		F	10
Hay (A)	20-24		M	11
Hay (A)	20-24	0	F	14
Hay (A)	20-24	0	M	34
Hay (A)	20-24	<5	F	21
Hay (A)	20-24	<5	M	26
Hay (A)	20-24	5-14	F	16
Hay (A)	20-24	5-14	M	15
Hay (A)	20-24	15-29	F	5
Hay (A)	20-24	30+	F	5
Hay (A)	25-34		F	22
Hay (A)	25-34		M	29
Hay (A)	25-34	0	F	15
Hay (A)	25-34	0	M	37
Hay (A)	25-34	<5	F	8
Hay (A)	25-34	<5	M	41
Hay (A)	25-34	5-14	F	38
Hay (A)	25-34	5-14	M	28
Hay (A)	25-34	15-29	F	24
Hay (A)	25-34	15-29	M	4
Hay (A)	25-34	30+	F	38
Hay (A)	25-34	30+	M	9
Hay (A)	35-44		F	22
Hay (A)	35-44		M	10
Hay (A)	35-44	0	F	12
Hay (A)	35-44	0	M	31
Hay (A)	35-44	<5	F	8
Hay (A)	35-44	<5	M	28
Hay (A)	35-44	5-14	F	40
Hay (A)	35-44	5-14	M	38
Hay (A)	35-44	15-29	F	30
Hay (A)	35-44	15-29	M	11
Hay (A)	35-44	30+	F	41
Hay (A)	35-44	30+	M	5
Hay (A)	45-54		F	24
Hay (A)	45-54		M	38
Hay (A)	45-54	0	F	18
Hay (A)	45-54	0	M	58
Hay (A)	45-54	<5	F	26
Hay (A)	45-54	<5	M	62
Hay (A)	45-54	5-14	F	82
Hay (A)	45-54	5-14	M	53
Hay (A)	45-54	15-29	F	42
Hay (A)	45-54	15-29	M	21
Hay (A)	45-54	30+	F	36
Hay (A)	45-54	30+	M	6
Hay (A)	55-64		F	20
Hay (A)	55-64		M	30
Hay (A)	55-64	0	F	27
Hay (A)	55-64	0	M	70
Hay (A)	55-64	<5	F	14
Hay (A)	55-64	<5	M	33
Hay (A)	55-64	5-14	F	59
Hay (A)	55-64	5-14	M	61
Hay (A)	55-64	15-29	F	45
Hay (A)	55-64	15-29	M	22
Hay (A)	55-64	30+	F	44
Hay (A)	55-64	30+	M	13
Hay (A)	65-74		F	42
Hay (A)	65-74		M	32
Hay (A)	65-74	0	F	50
Hay (A)	65-74	0	M	54
Hay (A)	65-74	<5	F	10
Hay (A)	65-74	<5	M	27
Hay (A)	65-74	5-14	F	31
Hay (A)	65-74	5-14	M	35
Hay (A)	65-74	15-29	F	23
Hay (A)	65-74	15-29	M	17
Hay (A)	65-74	30+	F	23
Hay (A)	65-74	30+	M	13
Hay (A)	75-84		F	32
Hay (A)	75-84		M	37
Hay (A)	75-84	0	F	24
Hay (A)	75-84	0	M	38
Hay (A)	75-84	<5	F	13
Hay (A)	75-84	<5	M	19
Hay (A)	75-84	5-14	F	12
Hay (A)	75-84	5-14	M	10
Hay (A)	75-84	15-29	F	18
Hay (A)	75-84	15-29	M	6
Hay (A)	75-84	30+	F	22
Hay (A)	75-84	30+	M	9
Hay (A)	85+		F	13
Hay (A)	85+		M	13
Hay (A)	85+	0	F	10
Hay (A)	85+	0	M	6
Hay (A)	85+	<5	F	5
Hay (A)	85+	15-29	M	3
Hay (A)	85+	30+	M	3
Hilltops (A)	15-19		F	90
Hilltops (A)	15-19		M	94
Hilltops (A)	15-19	0	F	160
Hilltops (A)	15-19	0	M	217
Hilltops (A)	15-19	<5	F	227
Hilltops (A)	15-19	<5	M	193
Hilltops (A)	15-19	5-14	F	70
Hilltops (A)	15-19	5-14	M	53
Hilltops (A)	15-19	15-29	F	14
Hilltops (A)	15-19	15-29	M	11
Hilltops (A)	15-19	30+	F	10
Hilltops (A)	15-19	30+	M	3
Hilltops (A)	20-24		F	40
Hilltops (A)	20-24		M	32
Hilltops (A)	20-24	0	F	89
Hilltops (A)	20-24	0	M	134
Hilltops (A)	20-24	<5	F	116
Hilltops (A)	20-24	<5	M	148
Hilltops (A)	20-24	5-14	F	131
Hilltops (A)	20-24	5-14	M	89
Hilltops (A)	20-24	15-29	F	47
Hilltops (A)	20-24	15-29	M	8
Hilltops (A)	20-24	30+	F	47
Hilltops (A)	20-24	30+	M	9
Hilltops (A)	25-34		F	68
Hilltops (A)	25-34		M	69
