LGA_NAME16	Age	HoursHousekeeping	Sex	adults
No usual address (Qld)	15-19	15-29	M	3
No usual address (Qld)	15-19	30+	M	3
No usual address (Qld)	20-24		F	119
No usual address (Qld)	20-24		M	127
No usual address (Qld)	20-24	0	F	216
No usual address (Qld)	20-24	0	M	233
No usual address (Qld)	20-24	<5	F	126
No usual address (Qld)	20-24	<5	M	123
No usual address (Qld)	20-24	5-14	F	80
No usual address (Qld)	20-24	5-14	M	56
No usual address (Qld)	20-24	15-29	F	20
No usual address (Qld)	20-24	15-29	M	11
No usual address (Qld)	20-24	30+	F	17
No usual address (Qld)	20-24	30+	M	10
No usual address (Qld)	25-34		F	227
No usual address (Qld)	25-34		M	359
No usual address (Qld)	25-34	0	F	290
No usual address (Qld)	25-34	0	M	457
No usual address (Qld)	25-34	<5	F	229
No usual address (Qld)	25-34	<5	M	254
No usual address (Qld)	25-34	5-14	F	157
No usual address (Qld)	25-34	5-14	M	154
No usual address (Qld)	25-34	15-29	F	48
No usual address (Qld)	25-34	15-29	M	44
No usual address (Qld)	25-34	30+	F	59
No usual address (Qld)	25-34	30+	M	18
No usual address (Qld)	35-44		F	138
No usual address (Qld)	35-44		M	337
No usual address (Qld)	35-44	0	F	84
No usual address (Qld)	35-44	0	M	304
No usual address (Qld)	35-44	<5	F	81
No usual address (Qld)	35-44	<5	M	159
No usual address (Qld)	35-44	5-14	F	107
No usual address (Qld)	35-44	5-14	M	110
No usual address (Qld)	35-44	15-29	F	53
No usual address (Qld)	35-44	15-29	M	38
No usual address (Qld)	35-44	30+	F	52
No usual address (Qld)	35-44	30+	M	25
No usual address (Qld)	45-54		F	156
No usual address (Qld)	45-54		M	292
No usual address (Qld)	45-54	0	F	139
No usual address (Qld)	45-54	0	M	321
No usual address (Qld)	45-54	<5	F	114
No usual address (Qld)	45-54	<5	M	160
No usual address (Qld)	45-54	5-14	F	165
No usual address (Qld)	45-54	5-14	M	134
No usual address (Qld)	45-54	15-29	F	65
No usual address (Qld)	45-54	15-29	M	33
No usual address (Qld)	45-54	30+	F	53
No usual address (Qld)	45-54	30+	M	30
No usual address (Qld)	55-64		F	202
No usual address (Qld)	55-64		M	269
No usual address (Qld)	55-64	0	F	256
No usual address (Qld)	55-64	0	M	354
No usual address (Qld)	55-64	<5	F	191
No usual address (Qld)	55-64	<5	M	187
No usual address (Qld)	55-64	5-14	F	294
No usual address (Qld)	55-64	5-14	M	207
No usual address (Qld)	55-64	15-29	F	171
No usual address (Qld)	55-64	15-29	M	77
No usual address (Qld)	55-64	30+	F	110
No usual address (Qld)	55-64	30+	M	54
No usual address (Qld)	65-74		F	132
No usual address (Qld)	65-74		M	216
No usual address (Qld)	65-74	0	F	183
No usual address (Qld)	65-74	0	M	366
No usual address (Qld)	65-74	<5	F	95
No usual address (Qld)	65-74	<5	M	161
No usual address (Qld)	65-74	5-14	F	182
No usual address (Qld)	65-74	5-14	M	220
No usual address (Qld)	65-74	15-29	F	127
No usual address (Qld)	65-74	15-29	M	93
No usual address (Qld)	65-74	30+	F	82
No usual address (Qld)	65-74	30+	M	55
No usual address (Qld)	75-84		F	42
No usual address (Qld)	75-84		M	47
No usual address (Qld)	75-84	0	F	59
No usual address (Qld)	75-84	0	M	98
No usual address (Qld)	75-84	<5	F	8
No usual address (Qld)	75-84	<5	M	18
No usual address (Qld)	75-84	5-14	F	22
No usual address (Qld)	75-84	5-14	M	32
No usual address (Qld)	75-84	15-29	F	10
No usual address (Qld)	75-84	15-29	M	15
No usual address (Qld)	75-84	30+	F	16
No usual address (Qld)	75-84	30+	M	10
No usual address (Qld)	85+		F	5
No usual address (Qld)	85+		M	3
No usual address (Qld)	85+	0	F	11
No usual address (Qld)	85+	0	M	15
Migratory - Offshore - Shipping (Qld)	35-44	0	M	3
Migratory - Offshore - Shipping (Qld)	35-44	5-14	F	3
Migratory - Offshore - Shipping (Qld)	45-54	0	F	4
Migratory - Offshore - Shipping (Qld)	45-54	<5	M	3
Migratory - Offshore - Shipping (Qld)	45-54	5-14	F	4
Migratory - Offshore - Shipping (Qld)	45-54	5-14	M	3
Migratory - Offshore - Shipping (Qld)	55-64		F	3
Migratory - Offshore - Shipping (Qld)	55-64	0	F	8
Migratory - Offshore - Shipping (Qld)	55-64	0	M	4
Migratory - Offshore - Shipping (Qld)	55-64	<5	F	3
Migratory - Offshore - Shipping (Qld)	55-64	<5	M	4
Migratory - Offshore - Shipping (Qld)	55-64	15-29	F	3
Migratory - Offshore - Shipping (Qld)	65-74		F	4
Migratory - Offshore - Shipping (Qld)	65-74	0	F	7
Migratory - Offshore - Shipping (Qld)	65-74	0	M	9
Migratory - Offshore - Shipping (Qld)	65-74	<5	M	4
Migratory - Offshore - Shipping (Qld)	65-74	5-14	F	3
Migratory - Offshore - Shipping (Qld)	65-74	15-29	F	4
Migratory - Offshore - Shipping (Qld)	65-74	15-29	M	3
Migratory - Offshore - Shipping (Qld)	65-74	30+	F	4
Migratory - Offshore - Shipping (Qld)	65-74	30+	M	3
Migratory - Offshore - Shipping (Qld)	75-84	0	M	3
Migratory - Offshore - Shipping (Qld)	85+		F	3
Adelaide (C)	15-19		F	65
Adelaide (C)	15-19		M	78
Adelaide (C)	15-19	0	F	361
Adelaide (C)	15-19	0	M	381
Adelaide (C)	15-19	<5	F	274
Adelaide (C)	15-19	<5	M	228
Adelaide (C)	15-19	5-14	F	105
Adelaide (C)	15-19	5-14	M	53
Adelaide (C)	15-19	15-29	F	17
Adelaide (C)	15-19	15-29	M	4
Adelaide (C)	15-19	30+	F	6
Adelaide (C)	15-19	30+	M	3
Adelaide (C)	20-24		F	221
Adelaide (C)	20-24		M	264
Adelaide (C)	20-24	0	F	992
Adelaide (C)	20-24	0	M	1044
Adelaide (C)	20-24	<5	F	719
Adelaide (C)	20-24	<5	M	609
Adelaide (C)	20-24	5-14	F	406
Adelaide (C)	20-24	5-14	M	290
Adelaide (C)	20-24	15-29	F	72
Adelaide (C)	20-24	15-29	M	42
Adelaide (C)	20-24	30+	F	19
Adelaide (C)	20-24	30+	M	18
Adelaide (C)	25-34		F	243
Adelaide (C)	25-34		M	433
Adelaide (C)	25-34	0	F	549
Adelaide (C)	25-34	0	M	694
Adelaide (C)	25-34	<5	F	740
Adelaide (C)	25-34	<5	M	880
Adelaide (C)	25-34	5-14	F	695
Adelaide (C)	25-34	5-14	M	618
Adelaide (C)	25-34	15-29	F	152
Adelaide (C)	25-34	15-29	M	87
Adelaide (C)	25-34	30+	F	89
Adelaide (C)	25-34	30+	M	26
Adelaide (C)	35-44		F	91
Adelaide (C)	35-44		M	231
Adelaide (C)	35-44	0	F	113
Adelaide (C)	35-44	0	M	250
Adelaide (C)	35-44	<5	F	258
Adelaide (C)	35-44	<5	M	429
Adelaide (C)	35-44	5-14	F	322
Adelaide (C)	35-44	5-14	M	353
Adelaide (C)	35-44	15-29	F	124
Adelaide (C)	35-44	15-29	M	64
Adelaide (C)	35-44	30+	F	111
Adelaide (C)	35-44	30+	M	24
Adelaide (C)	45-54		F	104
Adelaide (C)	45-54		M	214
Adelaide (C)	45-54	0	F	104
Adelaide (C)	45-54	0	M	235
Adelaide (C)	45-54	<5	F	182
Adelaide (C)	45-54	<5	M	334
Adelaide (C)	45-54	5-14	F	329
Adelaide (C)	45-54	5-14	M	335
Adelaide (C)	45-54	15-29	F	162
Adelaide (C)	45-54	15-29	M	54
Adelaide (C)	45-54	30+	F	68
Adelaide (C)	45-54	30+	M	21
Adelaide (C)	55-64		F	107
Adelaide (C)	55-64		M	131
Adelaide (C)	55-64	0	F	104
Adelaide (C)	55-64	0	M	244
Adelaide (C)	55-64	<5	F	167
Adelaide (C)	55-64	<5	M	281
Adelaide (C)	55-64	5-14	F	342
Adelaide (C)	55-64	5-14	M	306
Adelaide (C)	55-64	15-29	F	148
Adelaide (C)	55-64	15-29	M	66
Adelaide (C)	55-64	30+	F	69
Adelaide (C)	55-64	30+	M	24
Adelaide (C)	65-74		F	110
Adelaide (C)	65-74		M	129
Adelaide (C)	65-74	0	F	119
Adelaide (C)	65-74	0	M	198
Adelaide (C)	65-74	<5	F	125
Adelaide (C)	65-74	<5	M	203
Adelaide (C)	65-74	5-14	F	266
Adelaide (C)	65-74	5-14	M	245
Adelaide (C)	65-74	15-29	F	178
Adelaide (C)	65-74	15-29	M	79
Adelaide (C)	65-74	30+	F	74
Adelaide (C)	65-74	30+	M	18
Adelaide (C)	75-84		F	63
Adelaide (C)	75-84		M	54
Adelaide (C)	75-84	0	F	101
Adelaide (C)	75-84	0	M	111
Adelaide (C)	75-84	<5	F	42
Adelaide (C)	75-84	<5	M	57
Adelaide (C)	75-84	5-14	F	96
Adelaide (C)	75-84	5-14	M	70
Adelaide (C)	75-84	15-29	F	55
Adelaide (C)	75-84	15-29	M	33
Adelaide (C)	75-84	30+	F	50
Adelaide (C)	75-84	30+	M	12
Adelaide (C)	85+		F	29
Adelaide (C)	85+		M	22
Adelaide (C)	85+	0	F	130
Adelaide (C)	85+	0	M	61
Adelaide (C)	85+	<5	F	20
Adelaide (C)	85+	<5	M	15
Adelaide (C)	85+	5-14	F	24
Adelaide (C)	85+	5-14	M	23
Adelaide (C)	85+	15-29	F	14
Adelaide (C)	85+	15-29	M	11
Adelaide (C)	85+	30+	F	16
Adelaide (C)	85+	30+	M	6
Adelaide Hills (DC)	15-19		F	104
Adelaide Hills (DC)	15-19		M	103
Adelaide Hills (DC)	15-19	0	F	323
Adelaide Hills (DC)	15-19	0	M	499
Adelaide Hills (DC)	15-19	<5	F	706
Adelaide Hills (DC)	15-19	<5	M	705
Adelaide Hills (DC)	15-19	5-14	F	109
Adelaide Hills (DC)	15-19	5-14	M	109
Adelaide Hills (DC)	15-19	15-29	F	12
Adelaide Hills (DC)	15-19	15-29	M	3
Adelaide Hills (DC)	15-19	30+	F	7
Adelaide Hills (DC)	15-19	30+	M	3
Adelaide Hills (DC)	20-24		F	50
Adelaide Hills (DC)	20-24		M	68
Adelaide Hills (DC)	20-24	0	F	150
Adelaide Hills (DC)	20-24	0	M	312
Adelaide Hills (DC)	20-24	<5	F	447
Adelaide Hills (DC)	20-24	<5	M	506
Adelaide Hills (DC)	20-24	5-14	F	206
Adelaide Hills (DC)	20-24	5-14	M	144
Adelaide Hills (DC)	20-24	15-29	F	28
Adelaide Hills (DC)	20-24	15-29	M	16
Adelaide Hills (DC)	20-24	30+	F	20
Adelaide Hills (DC)	20-24	30+	M	8
Adelaide Hills (DC)	25-34		F	69
Adelaide Hills (DC)	25-34		M	92
Adelaide Hills (DC)	25-34	0	F	121
Adelaide Hills (DC)	25-34	0	M	223
Adelaide Hills (DC)	25-34	<5	F	325
Adelaide Hills (DC)	25-34	<5	M	520
Adelaide Hills (DC)	25-34	5-14	F	506
Adelaide Hills (DC)	25-34	5-14	M	486
Adelaide Hills (DC)	25-34	15-29	F	224
Adelaide Hills (DC)	25-34	15-29	M	117
Adelaide Hills (DC)	25-34	30+	F	300
Adelaide Hills (DC)	25-34	30+	M	44
Adelaide Hills (DC)	35-44		F	85
Adelaide Hills (DC)	35-44		M	141
Adelaide Hills (DC)	35-44	0	F	62
Adelaide Hills (DC)	35-44	0	M	196
Adelaide Hills (DC)	35-44	<5	F	229
Adelaide Hills (DC)	35-44	<5	M	603
Adelaide Hills (DC)	35-44	5-14	F	871
Adelaide Hills (DC)	35-44	5-14	M	949
Adelaide Hills (DC)	35-44	15-29	F	664
Adelaide Hills (DC)	35-44	15-29	M	257
Adelaide Hills (DC)	35-44	30+	F	626
Adelaide Hills (DC)	35-44	30+	M	112
Adelaide Hills (DC)	45-54		F	138
Adelaide Hills (DC)	45-54		M	176
Adelaide Hills (DC)	45-54	0	F	146
Adelaide Hills (DC)	45-54	0	M	358
Adelaide Hills (DC)	45-54	<5	F	308
Adelaide Hills (DC)	45-54	<5	M	808
Adelaide Hills (DC)	45-54	5-14	F	1273
Adelaide Hills (DC)	45-54	5-14	M	1297
Adelaide Hills (DC)	45-54	15-29	F	809
Adelaide Hills (DC)	45-54	15-29	M	368
Adelaide Hills (DC)	45-54	30+	F	487
Adelaide Hills (DC)	45-54	30+	M	135
Adelaide Hills (DC)	55-64		F	194
Adelaide Hills (DC)	55-64		M	180
Adelaide Hills (DC)	55-64	0	F	204
Adelaide Hills (DC)	55-64	0	M	440
Adelaide Hills (DC)	55-64	<5	F	271
Adelaide Hills (DC)	55-64	<5	M	702
Adelaide Hills (DC)	55-64	5-14	F	1174
Adelaide Hills (DC)	55-64	5-14	M	1128
Adelaide Hills (DC)	55-64	15-29	F	759
Adelaide Hills (DC)	55-64	15-29	M	373
Adelaide Hills (DC)	55-64	30+	F	453
Adelaide Hills (DC)	55-64	30+	M	161
Adelaide Hills (DC)	65-74		F	147
Adelaide Hills (DC)	65-74		M	152
Adelaide Hills (DC)	65-74	0	F	272
Adelaide Hills (DC)	65-74	0	M	377
Adelaide Hills (DC)	65-74	<5	F	137
Adelaide Hills (DC)	65-74	<5	M	360
Adelaide Hills (DC)	65-74	5-14	F	539
Adelaide Hills (DC)	65-74	5-14	M	726
Adelaide Hills (DC)	65-74	15-29	F	555
Adelaide Hills (DC)	65-74	15-29	M	370
Adelaide Hills (DC)	65-74	30+	F	550
Adelaide Hills (DC)	65-74	30+	M	227
Adelaide Hills (DC)	75-84		F	101
Adelaide Hills (DC)	75-84		M	86
Adelaide Hills (DC)	75-84	0	F	207
Adelaide Hills (DC)	75-84	0	M	194
Adelaide Hills (DC)	75-84	<5	F	52
Adelaide Hills (DC)	75-84	<5	M	109
Adelaide Hills (DC)	75-84	5-14	F	150
Adelaide Hills (DC)	75-84	5-14	M	210
Adelaide Hills (DC)	75-84	15-29	F	173
Adelaide Hills (DC)	75-84	15-29	M	145
Adelaide Hills (DC)	75-84	30+	F	185
Adelaide Hills (DC)	75-84	30+	M	107
Adelaide Hills (DC)	85+		F	50
Adelaide Hills (DC)	85+		M	28
Adelaide Hills (DC)	85+	0	F	184
Adelaide Hills (DC)	85+	0	M	116
Adelaide Hills (DC)	85+	<5	F	36
Adelaide Hills (DC)	85+	<5	M	29
Adelaide Hills (DC)	85+	5-14	F	67
Adelaide Hills (DC)	85+	5-14	M	48
Adelaide Hills (DC)	85+	15-29	F	50
Adelaide Hills (DC)	85+	15-29	M	24
Adelaide Hills (DC)	85+	30+	F	25
Adelaide Hills (DC)	85+	30+	M	29
Alexandrina (DC)	15-19		F	67
Alexandrina (DC)	15-19		M	91
Alexandrina (DC)	15-19	0	F	174
Alexandrina (DC)	15-19	0	M	210
Alexandrina (DC)	15-19	<5	F	332
Alexandrina (DC)	15-19	<5	M	283
Alexandrina (DC)	15-19	5-14	F	82
Alexandrina (DC)	15-19	5-14	M	43
Alexandrina (DC)	15-19	15-29	F	10
Alexandrina (DC)	15-19	15-29	M	7
Alexandrina (DC)	15-19	30+	F	6
Alexandrina (DC)	15-19	30+	M	5
Alexandrina (DC)	20-24		F	30
Alexandrina (DC)	20-24		M	39
Alexandrina (DC)	20-24	0	F	74
Alexandrina (DC)	20-24	0	M	159
Alexandrina (DC)	20-24	<5	F	166
Alexandrina (DC)	20-24	<5	M	214
Alexandrina (DC)	20-24	5-14	F	149
Alexandrina (DC)	20-24	5-14	M	83
Alexandrina (DC)	20-24	15-29	F	35
Alexandrina (DC)	20-24	15-29	M	13
Alexandrina (DC)	20-24	30+	F	35
Alexandrina (DC)	20-24	30+	M	7
Alexandrina (DC)	25-34		F	70
Alexandrina (DC)	25-34		M	81
Alexandrina (DC)	25-34	0	F	69
Alexandrina (DC)	25-34	0	M	148
Alexandrina (DC)	25-34	<5	F	141
Alexandrina (DC)	25-34	<5	M	301
Alexandrina (DC)	25-34	5-14	F	309
Alexandrina (DC)	25-34	5-14	M	319
Alexandrina (DC)	25-34	15-29	F	181
Alexandrina (DC)	25-34	15-29	M	77
Alexandrina (DC)	25-34	30+	F	264
Alexandrina (DC)	25-34	30+	M	34
Alexandrina (DC)	35-44		F	97
Alexandrina (DC)	35-44		M	106
Alexandrina (DC)	35-44	0	F	75
Alexandrina (DC)	35-44	0	M	157
Alexandrina (DC)	35-44	<5	F	141
Alexandrina (DC)	35-44	<5	M	329
Alexandrina (DC)	35-44	5-14	F	453
Alexandrina (DC)	35-44	5-14	M	439
Alexandrina (DC)	35-44	15-29	F	310
Alexandrina (DC)	35-44	15-29	M	150
Alexandrina (DC)	35-44	30+	F	328
Alexandrina (DC)	35-44	30+	M	75
Alexandrina (DC)	45-54		F	119
Alexandrina (DC)	45-54		M	114
Alexandrina (DC)	45-54	0	F	139
Alexandrina (DC)	45-54	0	M	226
Alexandrina (DC)	45-54	<5	F	174
Alexandrina (DC)	45-54	<5	M	430
Alexandrina (DC)	45-54	5-14	F	623
Alexandrina (DC)	45-54	5-14	M	587
Alexandrina (DC)	45-54	15-29	F	409
Alexandrina (DC)	45-54	15-29	M	176
Alexandrina (DC)	45-54	30+	F	267
Alexandrina (DC)	45-54	30+	M	91
Alexandrina (DC)	55-64		F	137
Alexandrina (DC)	55-64		M	159
Alexandrina (DC)	55-64	0	F	241
Alexandrina (DC)	55-64	0	M	369
Alexandrina (DC)	55-64	<5	F	224
Alexandrina (DC)	55-64	<5	M	476
Alexandrina (DC)	55-64	5-14	F	721
Alexandrina (DC)	55-64	5-14	M	641
Alexandrina (DC)	55-64	15-29	F	467
Alexandrina (DC)	55-64	15-29	M	213
Alexandrina (DC)	55-64	30+	F	325
Alexandrina (DC)	55-64	30+	M	117
Alexandrina (DC)	65-74		F	199
Alexandrina (DC)	65-74		M	178
Alexandrina (DC)	65-74	0	F	371
Alexandrina (DC)	65-74	0	M	409
Alexandrina (DC)	65-74	<5	F	127
Alexandrina (DC)	65-74	<5	M	308
Alexandrina (DC)	65-74	5-14	F	495
Alexandrina (DC)	65-74	5-14	M	650
Alexandrina (DC)	65-74	15-29	F	532
Alexandrina (DC)	65-74	15-29	M	350
Alexandrina (DC)	65-74	30+	F	517
Alexandrina (DC)	65-74	30+	M	226
Alexandrina (DC)	75-84		F	179
Alexandrina (DC)	75-84		M	150
Alexandrina (DC)	75-84	0	F	288
Alexandrina (DC)	75-84	0	M	323
Alexandrina (DC)	75-84	<5	F	63
Alexandrina (DC)	75-84	<5	M	133
Alexandrina (DC)	75-84	5-14	F	170
Alexandrina (DC)	75-84	5-14	M	230
Alexandrina (DC)	75-84	15-29	F	199
Alexandrina (DC)	75-84	15-29	M	164
Alexandrina (DC)	75-84	30+	F	210
Alexandrina (DC)	75-84	30+	M	127
Alexandrina (DC)	85+		F	98
Alexandrina (DC)	85+		M	60
Alexandrina (DC)	85+	0	F	233
Alexandrina (DC)	85+	0	M	143
Alexandrina (DC)	85+	<5	F	36
Alexandrina (DC)	85+	<5	M	23
Alexandrina (DC)	85+	5-14	F	53
Alexandrina (DC)	85+	5-14	M	54
Alexandrina (DC)	85+	15-29	F	33
Alexandrina (DC)	85+	15-29	M	31
Alexandrina (DC)	85+	30+	F	35
Alexandrina (DC)	85+	30+	M	28
Anangu Pitjantjatjara (AC)	15-19		F	19
Anangu Pitjantjatjara (AC)	15-19		M	15
Anangu Pitjantjatjara (AC)	15-19	0	F	14
Anangu Pitjantjatjara (AC)	15-19	0	M	24
Anangu Pitjantjatjara (AC)	15-19	<5	F	22
Anangu Pitjantjatjara (AC)	15-19	<5	M	24
Anangu Pitjantjatjara (AC)	15-19	5-14	F	14
Anangu Pitjantjatjara (AC)	15-19	5-14	M	16
Anangu Pitjantjatjara (AC)	15-19	15-29	F	21
Anangu Pitjantjatjara (AC)	15-19	15-29	M	9
Anangu Pitjantjatjara (AC)	15-19	30+	F	4
Anangu Pitjantjatjara (AC)	20-24		F	21
Anangu Pitjantjatjara (AC)	20-24		M	8
Anangu Pitjantjatjara (AC)	20-24	0	F	11
Anangu Pitjantjatjara (AC)	20-24	0	M	22
Anangu Pitjantjatjara (AC)	20-24	<5	F	23
Anangu Pitjantjatjara (AC)	20-24	<5	M	25
Anangu Pitjantjatjara (AC)	20-24	5-14	F	39
Anangu Pitjantjatjara (AC)	20-24	5-14	M	40
Anangu Pitjantjatjara (AC)	20-24	15-29	F	28
Anangu Pitjantjatjara (AC)	20-24	15-29	M	15
Anangu Pitjantjatjara (AC)	20-24	30+	F	8
Anangu Pitjantjatjara (AC)	20-24	30+	M	4
Anangu Pitjantjatjara (AC)	25-34		F	34
Anangu Pitjantjatjara (AC)	25-34		M	32
Anangu Pitjantjatjara (AC)	25-34	0	F	12
Anangu Pitjantjatjara (AC)	25-34	0	M	27
Anangu Pitjantjatjara (AC)	25-34	<5	F	39
Anangu Pitjantjatjara (AC)	25-34	<5	M	50
Anangu Pitjantjatjara (AC)	25-34	5-14	F	65
Anangu Pitjantjatjara (AC)	25-34	5-14	M	47
Anangu Pitjantjatjara (AC)	25-34	15-29	F	37
Anangu Pitjantjatjara (AC)	25-34	15-29	M	33
Anangu Pitjantjatjara (AC)	25-34	30+	F	22
Anangu Pitjantjatjara (AC)	25-34	30+	M	8
Anangu Pitjantjatjara (AC)	35-44		F	30
Anangu Pitjantjatjara (AC)	35-44		M	23
Anangu Pitjantjatjara (AC)	35-44	0	F	11
Anangu Pitjantjatjara (AC)	35-44	0	M	27
Anangu Pitjantjatjara (AC)	35-44	<5	F	31
Anangu Pitjantjatjara (AC)	35-44	<5	M	28
Anangu Pitjantjatjara (AC)	35-44	5-14	F	52
Anangu Pitjantjatjara (AC)	35-44	5-14	M	40
Anangu Pitjantjatjara (AC)	35-44	15-29	F	27
Anangu Pitjantjatjara (AC)	35-44	15-29	M	28
Anangu Pitjantjatjara (AC)	35-44	30+	F	25
Anangu Pitjantjatjara (AC)	35-44	30+	M	11
Anangu Pitjantjatjara (AC)	45-54		F	19
Anangu Pitjantjatjara (AC)	45-54		M	21
Anangu Pitjantjatjara (AC)	45-54	0	F	16
Anangu Pitjantjatjara (AC)	45-54	0	M	18
Anangu Pitjantjatjara (AC)	45-54	<5	F	22
Anangu Pitjantjatjara (AC)	45-54	<5	M	28
Anangu Pitjantjatjara (AC)	45-54	5-14	F	53
Anangu Pitjantjatjara (AC)	45-54	5-14	M	32
Anangu Pitjantjatjara (AC)	45-54	15-29	F	25
Anangu Pitjantjatjara (AC)	45-54	15-29	M	15
Anangu Pitjantjatjara (AC)	45-54	30+	F	13
Anangu Pitjantjatjara (AC)	45-54	30+	M	7
Anangu Pitjantjatjara (AC)	55-64		F	21
Anangu Pitjantjatjara (AC)	55-64		M	20
Anangu Pitjantjatjara (AC)	55-64	0	F	16
Anangu Pitjantjatjara (AC)	55-64	0	M	16
Anangu Pitjantjatjara (AC)	55-64	<5	F	17
Anangu Pitjantjatjara (AC)	55-64	<5	M	12
Anangu Pitjantjatjara (AC)	55-64	5-14	F	29
Anangu Pitjantjatjara (AC)	55-64	5-14	M	17
Anangu Pitjantjatjara (AC)	55-64	15-29	F	16
Anangu Pitjantjatjara (AC)	55-64	15-29	M	3
Anangu Pitjantjatjara (AC)	55-64	30+	M	3
Anangu Pitjantjatjara (AC)	65-74		M	7
Anangu Pitjantjatjara (AC)	65-74	0	F	10
Anangu Pitjantjatjara (AC)	65-74	0	M	14
Anangu Pitjantjatjara (AC)	65-74	<5	F	6
Anangu Pitjantjatjara (AC)	65-74	<5	M	7
Anangu Pitjantjatjara (AC)	65-74	5-14	F	5
Anangu Pitjantjatjara (AC)	65-74	5-14	M	4
Anangu Pitjantjatjara (AC)	65-74	15-29	F	3
Anangu Pitjantjatjara (AC)	65-74	15-29	M	3
Anangu Pitjantjatjara (AC)	65-74	30+	F	3
Anangu Pitjantjatjara (AC)	75-84		M	3
Anangu Pitjantjatjara (AC)	75-84	0	F	8
Anangu Pitjantjatjara (AC)	75-84	0	M	3
Anangu Pitjantjatjara (AC)	75-84	<5	F	4
Anangu Pitjantjatjara (AC)	75-84	<5	M	3
Anangu Pitjantjatjara (AC)	75-84	5-14	F	3
Anangu Pitjantjatjara (AC)	75-84	5-14	M	4
Anangu Pitjantjatjara (AC)	75-84	15-29	F	3
Anangu Pitjantjatjara (AC)	85+		F	3
Anangu Pitjantjatjara (AC)	85+	0	F	3
Anangu Pitjantjatjara (AC)	85+	0	M	3
Barossa (DC)	15-19		F	72
Barossa (DC)	15-19		M	92
Barossa (DC)	15-19	0	F	194
Barossa (DC)	15-19	0	M	216
Barossa (DC)	15-19	<5	F	368
Barossa (DC)	15-19	<5	M	367
Barossa (DC)	15-19	5-14	F	88
Barossa (DC)	15-19	5-14	M	67
Barossa (DC)	15-19	15-29	F	12
Barossa (DC)	15-19	15-29	M	7
Barossa (DC)	15-19	30+	F	3
Barossa (DC)	15-19	30+	M	6
Barossa (DC)	20-24		F	29
Barossa (DC)	20-24		M	26
Barossa (DC)	20-24	0	F	65
Barossa (DC)	20-24	0	M	176
Barossa (DC)	20-24	<5	F	188
Barossa (DC)	20-24	<5	M	236
Barossa (DC)	20-24	5-14	F	128
Barossa (DC)	20-24	5-14	M	106
Barossa (DC)	20-24	15-29	F	44
Barossa (DC)	20-24	15-29	M	17
Barossa (DC)	20-24	30+	F	22
Barossa (DC)	20-24	30+	M	7
Barossa (DC)	25-34		F	58
Barossa (DC)	25-34		M	68
Barossa (DC)	25-34	0	F	62
Barossa (DC)	25-34	0	M	178
Barossa (DC)	25-34	<5	F	163
Barossa (DC)	25-34	<5	M	417
Barossa (DC)	25-34	5-14	F	371
Barossa (DC)	25-34	5-14	M	362
Barossa (DC)	25-34	15-29	F	217
Barossa (DC)	25-34	15-29	M	75
Barossa (DC)	25-34	30+	F	247
Barossa (DC)	25-34	30+	M	32
Barossa (DC)	35-44		F	79
Barossa (DC)	35-44		M	87
Barossa (DC)	35-44	0	F	65
Barossa (DC)	35-44	0	M	167
Barossa (DC)	35-44	<5	F	138
Barossa (DC)	35-44	<5	M	407
Barossa (DC)	35-44	5-14	F	497
Barossa (DC)	35-44	5-14	M	528
Barossa (DC)	35-44	15-29	F	370
Barossa (DC)	35-44	15-29	M	152
Barossa (DC)	35-44	30+	F	380
Barossa (DC)	35-44	30+	M	63
Barossa (DC)	45-54		F	98
Barossa (DC)	45-54		M	114
Barossa (DC)	45-54	0	F	110
Barossa (DC)	45-54	0	M	226
Barossa (DC)	45-54	<5	F	180
Barossa (DC)	45-54	<5	M	448
Barossa (DC)	45-54	5-14	F	663
Barossa (DC)	45-54	5-14	M	616
Barossa (DC)	45-54	15-29	F	416
Barossa (DC)	45-54	15-29	M	170
Barossa (DC)	45-54	30+	F	261
Barossa (DC)	45-54	30+	M	56
Barossa (DC)	55-64		F	122
Barossa (DC)	55-64		M	117
Barossa (DC)	55-64	0	F	170
Barossa (DC)	55-64	0	M	280
Barossa (DC)	55-64	<5	F	180
Barossa (DC)	55-64	<5	M	421
Barossa (DC)	55-64	5-14	F	559
Barossa (DC)	55-64	5-14	M	555
Barossa (DC)	55-64	15-29	F	418
Barossa (DC)	55-64	15-29	M	216
Barossa (DC)	55-64	30+	F	312
Barossa (DC)	55-64	30+	M	87
Barossa (DC)	65-74		F	99
Barossa (DC)	65-74		M	115
Barossa (DC)	65-74	0	F	210
Barossa (DC)	65-74	0	M	280
Barossa (DC)	65-74	<5	F	66
Barossa (DC)	65-74	<5	M	207
Barossa (DC)	65-74	5-14	F	271
Barossa (DC)	65-74	5-14	M	358
Barossa (DC)	65-74	15-29	F	348
Barossa (DC)	65-74	15-29	M	215
Barossa (DC)	65-74	30+	F	354
Barossa (DC)	65-74	30+	M	153
Barossa (DC)	75-84		F	103
Barossa (DC)	75-84		M	82
Barossa (DC)	75-84	0	F	219
Barossa (DC)	75-84	0	M	168
Barossa (DC)	75-84	<5	F	50
Barossa (DC)	75-84	<5	M	77
Barossa (DC)	75-84	5-14	F	107
Barossa (DC)	75-84	5-14	M	139
