LGA_NAME16	EduInstitutionType	Sex	students
Southern Downs (R)	Technical or Further Educational Institution	F	305
Southern Downs (R)	Technical or Further Educational Institution	M	145
Southern Downs (R)	University or other tertiary	F	347
Southern Downs (R)	University or other tertiary	M	160
Sunshine Coast (R)		F	11004
Sunshine Coast (R)		M	10072
Sunshine Coast (R)	Infants/Primary	F	11986
Sunshine Coast (R)	Infants/Primary	M	12700
Sunshine Coast (R)	Pre-school	F	1543
Sunshine Coast (R)	Pre-school	M	1756
Sunshine Coast (R)	Secondary	F	9329
Sunshine Coast (R)	Secondary	M	9491
Sunshine Coast (R)	Technical or Further Educational Institution	F	2658
Sunshine Coast (R)	Technical or Further Educational Institution	M	1679
Sunshine Coast (R)	University or other tertiary	F	7200
Sunshine Coast (R)	University or other tertiary	M	4082
Tablelands (R)		F	1297
Tablelands (R)		M	1212
Tablelands (R)	Infants/Primary	F	959
Tablelands (R)	Infants/Primary	M	1064
Tablelands (R)	Pre-school	F	92
Tablelands (R)	Pre-school	M	109
Tablelands (R)	Secondary	F	746
Tablelands (R)	Secondary	M	736
Tablelands (R)	Technical or Further Educational Institution	F	173
Tablelands (R)	Technical or Further Educational Institution	M	70
Tablelands (R)	University or other tertiary	F	248
Tablelands (R)	University or other tertiary	M	80
Toowoomba (R)		F	7035
Toowoomba (R)		M	6492
Toowoomba (R)	Infants/Primary	F	7277
Toowoomba (R)	Infants/Primary	M	7211
Toowoomba (R)	Pre-school	F	926
Toowoomba (R)	Pre-school	M	959
Toowoomba (R)	Secondary	F	5592
Toowoomba (R)	Secondary	M	5634
Toowoomba (R)	Technical or Further Educational Institution	F	1630
Toowoomba (R)	Technical or Further Educational Institution	M	1017
Toowoomba (R)	University or other tertiary	F	3568
Toowoomba (R)	University or other tertiary	M	2595
Torres (S)		F	307
Torres (S)		M	302
Torres (S)	Infants/Primary	F	169
Torres (S)	Infants/Primary	M	214
Torres (S)	Pre-school	F	51
Torres (S)	Pre-school	M	29
Torres (S)	Secondary	F	155
Torres (S)	Secondary	M	160
Torres (S)	Technical or Further Educational Institution	F	28
Torres (S)	Technical or Further Educational Institution	M	20
Torres (S)	University or other tertiary	F	49
Torres (S)	University or other tertiary	M	13
Torres Strait Island (R)		F	207
Torres Strait Island (R)		M	218
Torres Strait Island (R)	Infants/Primary	F	402
Torres Strait Island (R)	Infants/Primary	M	383
Torres Strait Island (R)	Pre-school	F	44
Torres Strait Island (R)	Pre-school	M	41
Torres Strait Island (R)	Secondary	F	94
Torres Strait Island (R)	Secondary	M	128
Torres Strait Island (R)	Technical or Further Educational Institution	F	58
Torres Strait Island (R)	Technical or Further Educational Institution	M	18
Torres Strait Island (R)	University or other tertiary	F	9
Torres Strait Island (R)	University or other tertiary	M	3
Townsville (C)		F	7807
Townsville (C)		M	8983
Townsville (C)	Infants/Primary	F	8131
Townsville (C)	Infants/Primary	M	8257
Townsville (C)	Pre-school	F	1027
Townsville (C)	Pre-school	M	1166
Townsville (C)	Secondary	F	5981
Townsville (C)	Secondary	M	6310
Townsville (C)	Technical or Further Educational Institution	F	1923
Townsville (C)	Technical or Further Educational Institution	M	1218
Townsville (C)	University or other tertiary	F	6523
Townsville (C)	University or other tertiary	M	3965
Weipa (T)		F	200
Weipa (T)		M	234
Weipa (T)	Infants/Primary	F	203
Weipa (T)	Infants/Primary	M	213
Weipa (T)	Pre-school	F	29
Weipa (T)	Pre-school	M	25
Weipa (T)	Secondary	F	147
Weipa (T)	Secondary	M	125
Weipa (T)	Technical or Further Educational Institution	F	27
Weipa (T)	Technical or Further Educational Institution	M	20
Weipa (T)	University or other tertiary	F	49
Weipa (T)	University or other tertiary	M	22
Western Downs (R)		F	2043
Western Downs (R)		M	2146
Western Downs (R)	Infants/Primary	F	1530
Western Downs (R)	Infants/Primary	M	1650
Western Downs (R)	Pre-school	F	194
Western Downs (R)	Pre-school	M	207
Western Downs (R)	Secondary	F	1050
Western Downs (R)	Secondary	M	1144
Western Downs (R)	Technical or Further Educational Institution	F	279
Western Downs (R)	Technical or Further Educational Institution	M	181
Western Downs (R)	University or other tertiary	F	304
Western Downs (R)	University or other tertiary	M	131
Whitsunday (R)		F	2224
Whitsunday (R)		M	2584
Whitsunday (R)	Infants/Primary	F	1245
Whitsunday (R)	Infants/Primary	M	1326
Whitsunday (R)	Pre-school	F	165
Whitsunday (R)	Pre-school	M	189
Whitsunday (R)	Secondary	F	832
Whitsunday (R)	Secondary	M	883
Whitsunday (R)	Technical or Further Educational Institution	F	289
Whitsunday (R)	Technical or Further Educational Institution	M	174
Whitsunday (R)	University or other tertiary	F	283
Whitsunday (R)	University or other tertiary	M	104
Winton (S)		F	52
Winton (S)		M	63
Winton (S)	Infants/Primary	F	38
Winton (S)	Infants/Primary	M	41
Winton (S)	Pre-school	M	5
Winton (S)	Secondary	F	22
Winton (S)	Secondary	M	22
Winton (S)	Technical or Further Educational Institution	F	9
Winton (S)	University or other tertiary	F	20
Winton (S)	University or other tertiary	M	3
Woorabinda (S)		F	42
Woorabinda (S)		M	45
Woorabinda (S)	Infants/Primary	F	64
Woorabinda (S)	Infants/Primary	M	60
Woorabinda (S)	Pre-school	F	3
Woorabinda (S)	Pre-school	M	9
Woorabinda (S)	Secondary	F	40
Woorabinda (S)	Secondary	M	47
Woorabinda (S)	University or other tertiary	M	5
Wujal Wujal (S)		F	8
Wujal Wujal (S)		M	7
Wujal Wujal (S)	Infants/Primary	F	13
Wujal Wujal (S)	Infants/Primary	M	11
Wujal Wujal (S)	Secondary	F	3
Wujal Wujal (S)	Secondary	M	4
Yarrabah (S)		F	82
Yarrabah (S)		M	75
Yarrabah (S)	Infants/Primary	F	198
Yarrabah (S)	Infants/Primary	M	230
Yarrabah (S)	Pre-school	F	19
Yarrabah (S)	Pre-school	M	24
Yarrabah (S)	Secondary	F	123
Yarrabah (S)	Secondary	M	101
Yarrabah (S)	Technical or Further Educational Institution	F	13
Yarrabah (S)	Technical or Further Educational Institution	M	3
Yarrabah (S)	University or other tertiary	F	7
No usual address (Qld)		F	1116
No usual address (Qld)		M	1636
No usual address (Qld)	Infants/Primary	F	132
No usual address (Qld)	Infants/Primary	M	133
No usual address (Qld)	Pre-school	F	15
No usual address (Qld)	Pre-school	M	19
No usual address (Qld)	Secondary	F	59
No usual address (Qld)	Secondary	M	72
No usual address (Qld)	Technical or Further Educational Institution	F	78
No usual address (Qld)	Technical or Further Educational Institution	M	51
No usual address (Qld)	University or other tertiary	F	175
No usual address (Qld)	University or other tertiary	M	134
Migratory - Offshore - Shipping (Qld)		F	12
Migratory - Offshore - Shipping (Qld)		M	6
Migratory - Offshore - Shipping (Qld)	Secondary	F	3
Adelaide (C)		F	1174
Adelaide (C)		M	1619
Adelaide (C)	Infants/Primary	F	255
Adelaide (C)	Infants/Primary	M	244
Adelaide (C)	Pre-school	F	45
Adelaide (C)	Pre-school	M	62
Adelaide (C)	Secondary	F	199
Adelaide (C)	Secondary	M	219
Adelaide (C)	Technical or Further Educational Institution	F	289
Adelaide (C)	Technical or Further Educational Institution	M	230
Adelaide (C)	University or other tertiary	F	3092
Adelaide (C)	University or other tertiary	M	2881
Adelaide Hills (DC)		F	1128
Adelaide Hills (DC)		M	1086
Adelaide Hills (DC)	Infants/Primary	F	1954
Adelaide Hills (DC)	Infants/Primary	M	1996
Adelaide Hills (DC)	Pre-school	F	249
Adelaide Hills (DC)	Pre-school	M	242
Adelaide Hills (DC)	Secondary	F	1321
Adelaide Hills (DC)	Secondary	M	1378
Adelaide Hills (DC)	Technical or Further Educational Institution	F	295
Adelaide Hills (DC)	Technical or Further Educational Institution	M	268
Adelaide Hills (DC)	University or other tertiary	F	999
Adelaide Hills (DC)	University or other tertiary	M	738
Alexandrina (DC)		F	1055
Alexandrina (DC)		M	971
Alexandrina (DC)	Infants/Primary	F	986
Alexandrina (DC)	Infants/Primary	M	1012
Alexandrina (DC)	Pre-school	F	119
Alexandrina (DC)	Pre-school	M	121
Alexandrina (DC)	Secondary	F	701
Alexandrina (DC)	Secondary	M	658
Alexandrina (DC)	Technical or Further Educational Institution	F	239
Alexandrina (DC)	Technical or Further Educational Institution	M	133
Alexandrina (DC)	University or other tertiary	F	308
Alexandrina (DC)	University or other tertiary	M	133
Anangu Pitjantjatjara (AC)		F	174
Anangu Pitjantjatjara (AC)		M	143
Anangu Pitjantjatjara (AC)	Infants/Primary	F	106
Anangu Pitjantjatjara (AC)	Infants/Primary	M	109
Anangu Pitjantjatjara (AC)	Pre-school	F	19
Anangu Pitjantjatjara (AC)	Pre-school	M	20
Anangu Pitjantjatjara (AC)	Secondary	F	68
Anangu Pitjantjatjara (AC)	Secondary	M	68
Anangu Pitjantjatjara (AC)	Technical or Further Educational Institution	F	28
Anangu Pitjantjatjara (AC)	Technical or Further Educational Institution	M	18
Anangu Pitjantjatjara (AC)	University or other tertiary	F	8
Anangu Pitjantjatjara (AC)	University or other tertiary	M	8
Barossa (DC)		F	829
Barossa (DC)		M	791
Barossa (DC)	Infants/Primary	F	1101
Barossa (DC)	Infants/Primary	M	1202
Barossa (DC)	Pre-school	F	126
Barossa (DC)	Pre-school	M	171
Barossa (DC)	Secondary	F	720
Barossa (DC)	Secondary	M	701
Barossa (DC)	Technical or Further Educational Institution	F	212
Barossa (DC)	Technical or Further Educational Institution	M	167
Barossa (DC)	University or other tertiary	F	302
Barossa (DC)	University or other tertiary	M	155
Barunga West (DC)		F	115
Barunga West (DC)		M	109
Barunga West (DC)	Infants/Primary	F	69
Barunga West (DC)	Infants/Primary	M	91
Barunga West (DC)	Pre-school	F	12
Barunga West (DC)	Pre-school	M	18
Barunga West (DC)	Secondary	F	50
Barunga West (DC)	Secondary	M	57
Barunga West (DC)	Technical or Further Educational Institution	F	19
Barunga West (DC)	Technical or Further Educational Institution	M	10
Barunga West (DC)	University or other tertiary	F	7
Barunga West (DC)	University or other tertiary	M	3
Berri and Barmera (DC)		F	451
Berri and Barmera (DC)		M	440
Berri and Barmera (DC)	Infants/Primary	F	431
Berri and Barmera (DC)	Infants/Primary	M	522
Berri and Barmera (DC)	Pre-school	F	52
Berri and Barmera (DC)	Pre-school	M	53
Berri and Barmera (DC)	Secondary	F	293
Berri and Barmera (DC)	Secondary	M	318
Berri and Barmera (DC)	Technical or Further Educational Institution	F	86
Berri and Barmera (DC)	Technical or Further Educational Institution	M	77
Berri and Barmera (DC)	University or other tertiary	F	80
Berri and Barmera (DC)	University or other tertiary	M	29
Burnside (C)		F	1189
Burnside (C)		M	1028
Burnside (C)	Infants/Primary	F	1985
Burnside (C)	Infants/Primary	M	2030
Burnside (C)	Pre-school	F	299
Burnside (C)	Pre-school	M	295
Burnside (C)	Secondary	F	1701
Burnside (C)	Secondary	M	1561
Burnside (C)	Technical or Further Educational Institution	F	334
Burnside (C)	Technical or Further Educational Institution	M	262
Burnside (C)	University or other tertiary	F	1787
Burnside (C)	University or other tertiary	M	1659
Campbelltown (C) (SA)		F	1237
Campbelltown (C) (SA)		M	1153
Campbelltown (C) (SA)	Infants/Primary	F	1991
Campbelltown (C) (SA)	Infants/Primary	M	2179
Campbelltown (C) (SA)	Pre-school	F	285
Campbelltown (C) (SA)	Pre-school	M	326
Campbelltown (C) (SA)	Secondary	F	1326
Campbelltown (C) (SA)	Secondary	M	1533
Campbelltown (C) (SA)	Technical or Further Educational Institution	F	515
Campbelltown (C) (SA)	Technical or Further Educational Institution	M	405
Campbelltown (C) (SA)	University or other tertiary	F	1745
Campbelltown (C) (SA)	University or other tertiary	M	1448
Ceduna (DC)		F	266
Ceduna (DC)		M	251
Ceduna (DC)	Infants/Primary	F	129
Ceduna (DC)	Infants/Primary	M	151
Ceduna (DC)	Pre-school	F	28
Ceduna (DC)	Pre-school	M	20
Ceduna (DC)	Secondary	F	112
Ceduna (DC)	Secondary	M	90
Ceduna (DC)	Technical or Further Educational Institution	F	29
Ceduna (DC)	Technical or Further Educational Institution	M	14
Ceduna (DC)	University or other tertiary	F	33
Ceduna (DC)	University or other tertiary	M	3
Charles Sturt (C)		F	3702
Charles Sturt (C)		M	3486
Charles Sturt (C)	Infants/Primary	F	4134
Charles Sturt (C)	Infants/Primary	M	4333
Charles Sturt (C)	Pre-school	F	586
Charles Sturt (C)	Pre-school	M	619
Charles Sturt (C)	Secondary	F	2801
Charles Sturt (C)	Secondary	M	2797
Charles Sturt (C)	Technical or Further Educational Institution	F	1108
Charles Sturt (C)	Technical or Further Educational Institution	M	926
Charles Sturt (C)	University or other tertiary	F	3296
Charles Sturt (C)	University or other tertiary	M	2712
Clare and Gilbert Valleys (DC)		F	364
Clare and Gilbert Valleys (DC)		M	346
Clare and Gilbert Valleys (DC)	Infants/Primary	F	403
Clare and Gilbert Valleys (DC)	Infants/Primary	M	416
Clare and Gilbert Valleys (DC)	Pre-school	F	62
Clare and Gilbert Valleys (DC)	Pre-school	M	67
Clare and Gilbert Valleys (DC)	Secondary	F	257
Clare and Gilbert Valleys (DC)	Secondary	M	263
Clare and Gilbert Valleys (DC)	Technical or Further Educational Institution	F	80
Clare and Gilbert Valleys (DC)	Technical or Further Educational Institution	M	57
Clare and Gilbert Valleys (DC)	University or other tertiary	F	76
Clare and Gilbert Valleys (DC)	University or other tertiary	M	35
Cleve (DC)		F	67
Cleve (DC)		M	86
Cleve (DC)	Infants/Primary	F	78
Cleve (DC)	Infants/Primary	M	88
Cleve (DC)	Pre-school	F	14
Cleve (DC)	Pre-school	M	13
Cleve (DC)	Secondary	F	55
Cleve (DC)	Secondary	M	62
Cleve (DC)	Technical or Further Educational Institution	F	13
Cleve (DC)	Technical or Further Educational Institution	M	3
Cleve (DC)	University or other tertiary	F	12
Coober Pedy (DC)		F	174
Coober Pedy (DC)		M	165
Coober Pedy (DC)	Infants/Primary	F	54
Coober Pedy (DC)	Infants/Primary	M	54
Coober Pedy (DC)	Pre-school	F	4
Coober Pedy (DC)	Pre-school	M	16
Coober Pedy (DC)	Secondary	F	26
Coober Pedy (DC)	Secondary	M	18
Coober Pedy (DC)	Technical or Further Educational Institution	F	14
Coober Pedy (DC)	Technical or Further Educational Institution	M	11
Coober Pedy (DC)	University or other tertiary	F	14
Coober Pedy (DC)	University or other tertiary	M	3
Copper Coast (DC)		F	687
Copper Coast (DC)		M	659
Copper Coast (DC)	Infants/Primary	F	492
Copper Coast (DC)	Infants/Primary	M	567
Copper Coast (DC)	Pre-school	F	61
Copper Coast (DC)	Pre-school	M	79
Copper Coast (DC)	Secondary	F	331
Copper Coast (DC)	Secondary	M	408
Copper Coast (DC)	Technical or Further Educational Institution	F	93
Copper Coast (DC)	Technical or Further Educational Institution	M	63
Copper Coast (DC)	University or other tertiary	F	65
Copper Coast (DC)	University or other tertiary	M	35
Elliston (DC)		F	45
Elliston (DC)		M	37
Elliston (DC)	Infants/Primary	F	37
Elliston (DC)	Infants/Primary	M	54
Elliston (DC)	Pre-school	F	8
Elliston (DC)	Pre-school	M	8
Elliston (DC)	Secondary	F	20
Elliston (DC)	Secondary	M	14
Elliston (DC)	Technical or Further Educational Institution	F	4
Elliston (DC)	University or other tertiary	F	9
Elliston (DC)	University or other tertiary	M	3
Flinders Ranges (DC)		F	76
Flinders Ranges (DC)		M	77
Flinders Ranges (DC)	Infants/Primary	F	57
Flinders Ranges (DC)	Infants/Primary	M	63
Flinders Ranges (DC)	Pre-school	F	15
Flinders Ranges (DC)	Pre-school	M	9
Flinders Ranges (DC)	Secondary	F	35
Flinders Ranges (DC)	Secondary	M	41
Flinders Ranges (DC)	Technical or Further Educational Institution	F	8
Flinders Ranges (DC)	Technical or Further Educational Institution	M	3
Flinders Ranges (DC)	University or other tertiary	F	12
Flinders Ranges (DC)	University or other tertiary	M	7
Franklin Harbour (DC)		F	74
Franklin Harbour (DC)		M	75
Franklin Harbour (DC)	Infants/Primary	F	45
Franklin Harbour (DC)	Infants/Primary	M	66
Franklin Harbour (DC)	Pre-school	F	4
Franklin Harbour (DC)	Pre-school	M	8
Franklin Harbour (DC)	Secondary	F	23
Franklin Harbour (DC)	Secondary	M	18
Franklin Harbour (DC)	Technical or Further Educational Institution	F	4
Franklin Harbour (DC)	Technical or Further Educational Institution	M	8
Franklin Harbour (DC)	University or other tertiary	M	6
Gawler (T)		F	821
Gawler (T)		M	740
Gawler (T)	Infants/Primary	F	992
Gawler (T)	Infants/Primary	M	986
Gawler (T)	Pre-school	F	128
Gawler (T)	Pre-school	M	140
Gawler (T)	Secondary	F	631
Gawler (T)	Secondary	M	708
Gawler (T)	Technical or Further Educational Institution	F	292
Gawler (T)	Technical or Further Educational Institution	M	201
Gawler (T)	University or other tertiary	F	451
Gawler (T)	University or other tertiary	M	226
Goyder (DC)		F	183
Goyder (DC)		M	188
Goyder (DC)	Infants/Primary	F	201
Goyder (DC)	Infants/Primary	M	139
Goyder (DC)	Pre-school	F	27
Goyder (DC)	Pre-school	M	21
Goyder (DC)	Secondary	F	128
Goyder (DC)	Secondary	M	114
Goyder (DC)	Technical or Further Educational Institution	F	39
Goyder (DC)	Technical or Further Educational Institution	M	21
Goyder (DC)	University or other tertiary	F	29
Goyder (DC)	University or other tertiary	M	6
Grant (DC)		F	295
Grant (DC)		M	772
Grant (DC)	Infants/Primary	F	374
Grant (DC)	Infants/Primary	M	444
Grant (DC)	Pre-school	F	27
Grant (DC)	Pre-school	M	49
Grant (DC)	Secondary	F	263
Grant (DC)	Secondary	M	247
Grant (DC)	Technical or Further Educational Institution	F	65
Grant (DC)	Technical or Further Educational Institution	M	48
Grant (DC)	University or other tertiary	F	81
Grant (DC)	University or other tertiary	M	26
Holdfast Bay (C)		F	1271
Holdfast Bay (C)		M	1081
Holdfast Bay (C)	Infants/Primary	F	1202
Holdfast Bay (C)	Infants/Primary	M	1191
Holdfast Bay (C)	Pre-school	F	173
Holdfast Bay (C)	Pre-school	M	189
Holdfast Bay (C)	Secondary	F	808
Holdfast Bay (C)	Secondary	M	907
Holdfast Bay (C)	Technical or Further Educational Institution	F	307
Holdfast Bay (C)	Technical or Further Educational Institution	M	284
Holdfast Bay (C)	University or other tertiary	F	1186
Holdfast Bay (C)	University or other tertiary	M	844
Kangaroo Island (DC)		F	242
Kangaroo Island (DC)		M	245
Kangaroo Island (DC)	Infants/Primary	F	155
Kangaroo Island (DC)	Infants/Primary	M	191
Kangaroo Island (DC)	Pre-school	F	25
Kangaroo Island (DC)	Pre-school	M	31
Kangaroo Island (DC)	Secondary	F	126
Kangaroo Island (DC)	Secondary	M	115
Kangaroo Island (DC)	Technical or Further Educational Institution	F	30
Kangaroo Island (DC)	Technical or Further Educational Institution	M	14
Kangaroo Island (DC)	University or other tertiary	F	21
Kangaroo Island (DC)	University or other tertiary	M	9
Karoonda East Murray (DC)		F	46
Karoonda East Murray (DC)		M	42
Karoonda East Murray (DC)	Infants/Primary	F	49
Karoonda East Murray (DC)	Infants/Primary	M	60
Karoonda East Murray (DC)	Pre-school	F	4
Karoonda East Murray (DC)	Pre-school	M	9
Karoonda East Murray (DC)	Secondary	F	31
Karoonda East Murray (DC)	Secondary	M	27
Karoonda East Murray (DC)	Technical or Further Educational Institution	F	9
Karoonda East Murray (DC)	Technical or Further Educational Institution	M	4
Kimba (DC)		F	40
Kimba (DC)		M	43
Kimba (DC)	Infants/Primary	F	59
Kimba (DC)	Infants/Primary	M	56
Kimba (DC)	Pre-school	F	11
Kimba (DC)	Pre-school	M	16
Kimba (DC)	Secondary	F	20
Kimba (DC)	Secondary	M	26
Kimba (DC)	Technical or Further Educational Institution	F	3
Kimba (DC)	University or other tertiary	F	7
Kingston (DC) (SA)		F	118
Kingston (DC) (SA)		M	100
Kingston (DC) (SA)	Infants/Primary	F	72
Kingston (DC) (SA)	Infants/Primary	M	103
Kingston (DC) (SA)	Pre-school	F	7
Kingston (DC) (SA)	Pre-school	M	11
Kingston (DC) (SA)	Secondary	F	45
Kingston (DC) (SA)	Secondary	M	54
Kingston (DC) (SA)	Technical or Further Educational Institution	F	11
Kingston (DC) (SA)	Technical or Further Educational Institution	M	13
Kingston (DC) (SA)	University or other tertiary	F	10
Kingston (DC) (SA)	University or other tertiary	M	6
Light (RegC)		F	420
Light (RegC)		M	451
Light (RegC)	Infants/Primary	F	806
Light (RegC)	Infants/Primary	M	922
Light (RegC)	Pre-school	F	96
Light (RegC)	Pre-school	M	96
Light (RegC)	Secondary	F	526
Light (RegC)	Secondary	M	530
Light (RegC)	Technical or Further Educational Institution	F	136
Light (RegC)	Technical or Further Educational Institution	M	90
Light (RegC)	University or other tertiary	F	305
Light (RegC)	University or other tertiary	M	135
Lower Eyre Peninsula (DC)		F	225
Lower Eyre Peninsula (DC)		M	454
Lower Eyre Peninsula (DC)	Infants/Primary	F	245
Lower Eyre Peninsula (DC)	Infants/Primary	M	286
Lower Eyre Peninsula (DC)	Pre-school	F	28
Lower Eyre Peninsula (DC)	Pre-school	M	38
Lower Eyre Peninsula (DC)	Secondary	F	167
Lower Eyre Peninsula (DC)	Secondary	M	178
Lower Eyre Peninsula (DC)	Technical or Further Educational Institution	F	49
Lower Eyre Peninsula (DC)	Technical or Further Educational Institution	M	17
Lower Eyre Peninsula (DC)	University or other tertiary	F	38
Lower Eyre Peninsula (DC)	University or other tertiary	M	8
Loxton Waikerie (DC)		F	438
Loxton Waikerie (DC)		M	409
Loxton Waikerie (DC)	Infants/Primary	F	489
Loxton Waikerie (DC)	Infants/Primary	M	512
Loxton Waikerie (DC)	Pre-school	F	53
Loxton Waikerie (DC)	Pre-school	M	59
Loxton Waikerie (DC)	Secondary	F	363
Loxton Waikerie (DC)	Secondary	M	327
Loxton Waikerie (DC)	Technical or Further Educational Institution	F	94
Loxton Waikerie (DC)	Technical or Further Educational Institution	M	64
Loxton Waikerie (DC)	University or other tertiary	F	78
Loxton Waikerie (DC)	University or other tertiary	M	35
Mallala (DC)		F	352
Mallala (DC)		M	369
Mallala (DC)	Infants/Primary	F	384
Mallala (DC)	Infants/Primary	M	464
Mallala (DC)	Pre-school	F	49
Mallala (DC)	Pre-school	M	62
Mallala (DC)	Secondary	F	264
Mallala (DC)	Secondary	M	266
Mallala (DC)	Technical or Further Educational Institution	F	110
Mallala (DC)	Technical or Further Educational Institution	M	44
Mallala (DC)	University or other tertiary	F	91
Mallala (DC)	University or other tertiary	M	59
Maralinga Tjarutja (AC)		F	23
Maralinga Tjarutja (AC)		M	22
Marion (C)		F	2596
Marion (C)		M	2287
Marion (C)	Infants/Primary	F	3382
Marion (C)	Infants/Primary	M	3458
Marion (C)	Pre-school	F	493
Marion (C)	Pre-school	M	558
Marion (C)	Secondary	F	2280
Marion (C)	Secondary	M	2307
Marion (C)	Technical or Further Educational Institution	F	950
Marion (C)	Technical or Further Educational Institution	M	802
Marion (C)	University or other tertiary	F	3294
Marion (C)	University or other tertiary	M	2519
Mid Murray (DC)		F	391
Mid Murray (DC)		M	614
Mid Murray (DC)	Infants/Primary	F	265
Mid Murray (DC)	Infants/Primary	M	292
Mid Murray (DC)	Pre-school	F	29
Mid Murray (DC)	Pre-school	M	35
Mid Murray (DC)	Secondary	F	189
Mid Murray (DC)	Secondary	M	200
Mid Murray (DC)	Technical or Further Educational Institution	F	63
Mid Murray (DC)	Technical or Further Educational Institution	M	32
Mid Murray (DC)	University or other tertiary	F	72
Mid Murray (DC)	University or other tertiary	M	19
Mitcham (C)		F	1650
Mitcham (C)		M	1546
Mitcham (C)	Infants/Primary	F	3004
Mitcham (C)	Infants/Primary	M	3006
Mitcham (C)	Pre-school	F	415
Mitcham (C)	Pre-school	M	433
Mitcham (C)	Secondary	F	2009
Mitcham (C)	Secondary	M	2080
Mitcham (C)	Technical or Further Educational Institution	F	531
Mitcham (C)	Technical or Further Educational Institution	M	452
Mitcham (C)	University or other tertiary	F	2971
Mitcham (C)	University or other tertiary	M	2268
Mount Barker (DC)		F	1160
Mount Barker (DC)		M	1032
Mount Barker (DC)	Infants/Primary	F	1619
Mount Barker (DC)	Infants/Primary	M	1716
Mount Barker (DC)	Pre-school	F	211
Mount Barker (DC)	Pre-school	M	221
Mount Barker (DC)	Secondary	F	1102
Mount Barker (DC)	Secondary	M	1144
Mount Barker (DC)	Technical or Further Educational Institution	F	420
Mount Barker (DC)	Technical or Further Educational Institution	M	253
Mount Barker (DC)	University or other tertiary	F	815
Mount Barker (DC)	University or other tertiary	M	445
Mount Gambier (C)		F	1008
Mount Gambier (C)		M	897
Mount Gambier (C)	Infants/Primary	F	1266
Mount Gambier (C)	Infants/Primary	M	1331
Mount Gambier (C)	Pre-school	F	145
Mount Gambier (C)	Pre-school	M	175
Mount Gambier (C)	Secondary	F	812
Mount Gambier (C)	Secondary	M	779
Mount Gambier (C)	Technical or Further Educational Institution	F	340
Mount Gambier (C)	Technical or Further Educational Institution	M	180
Mount Gambier (C)	University or other tertiary	F	326
Mount Gambier (C)	University or other tertiary	M	134
Mount Remarkable (DC)		F	113
Mount Remarkable (DC)		M	111
Mount Remarkable (DC)	Infants/Primary	F	100
Mount Remarkable (DC)	Infants/Primary	M	108
Mount Remarkable (DC)	Pre-school	F	13
Mount Remarkable (DC)	Pre-school	M	13
Mount Remarkable (DC)	Secondary	F	77
Mount Remarkable (DC)	Secondary	M	83
Mount Remarkable (DC)	Technical or Further Educational Institution	F	28
Mount Remarkable (DC)	Technical or Further Educational Institution	M	17
Mount Remarkable (DC)	University or other tertiary	F	21
Mount Remarkable (DC)	University or other tertiary	M	9
Murray Bridge (RC)		F	867
Murray Bridge (RC)		M	1182
Murray Bridge (RC)	Infants/Primary	F	838
Murray Bridge (RC)	Infants/Primary	M	904
Murray Bridge (RC)	Pre-school	F	115
Murray Bridge (RC)	Pre-school	M	118
Murray Bridge (RC)	Secondary	F	564
Murray Bridge (RC)	Secondary	M	560
Murray Bridge (RC)	Technical or Further Educational Institution	F	225
Murray Bridge (RC)	Technical or Further Educational Institution	M	125
Murray Bridge (RC)	University or other tertiary	F	230
Murray Bridge (RC)	University or other tertiary	M	126
Naracoorte and Lucindale (DC)		F	281
Naracoorte and Lucindale (DC)		M	278
Naracoorte and Lucindale (DC)	Infants/Primary	F	386
Naracoorte and Lucindale (DC)	Infants/Primary	M	460
Naracoorte and Lucindale (DC)	Pre-school	F	61
Naracoorte and Lucindale (DC)	Pre-school	M	70
Naracoorte and Lucindale (DC)	Secondary	F	213
Naracoorte and Lucindale (DC)	Secondary	M	232
Naracoorte and Lucindale (DC)	Technical or Further Educational Institution	F	52
Naracoorte and Lucindale (DC)	Technical or Further Educational Institution	M	40
Naracoorte and Lucindale (DC)	University or other tertiary	F	54
Naracoorte and Lucindale (DC)	University or other tertiary	M	27
Northern Areas (DC)		F	156
Northern Areas (DC)		M	184
Northern Areas (DC)	Infants/Primary	F	194
Northern Areas (DC)	Infants/Primary	M	194
Northern Areas (DC)	Pre-school	F	17
Northern Areas (DC)	Pre-school	M	28
Northern Areas (DC)	Secondary	F	108
Northern Areas (DC)	Secondary	M	119
Northern Areas (DC)	Technical or Further Educational Institution	F	34
Northern Areas (DC)	Technical or Further Educational Institution	M	19
Northern Areas (DC)	University or other tertiary	F	31
Northern Areas (DC)	University or other tertiary	M	11
Norwood Payneham St Peters (C)		F	1140
Norwood Payneham St Peters (C)		M	1008
Norwood Payneham St Peters (C)	Infants/Primary	F	1223
Norwood Payneham St Peters (C)	Infants/Primary	M	1290
Norwood Payneham St Peters (C)	Pre-school	F	209
Norwood Payneham St Peters (C)	Pre-school	M	206
Norwood Payneham St Peters (C)	Secondary	F	824
Norwood Payneham St Peters (C)	Secondary	M	1030
Norwood Payneham St Peters (C)	Technical or Further Educational Institution	F	346
Norwood Payneham St Peters (C)	Technical or Further Educational Institution	M	288
Norwood Payneham St Peters (C)	University or other tertiary	F	1716
Norwood Payneham St Peters (C)	University or other tertiary	M	1481
Onkaparinga (C)		F	5660
