LGA_NAME16	Age	NeedsAssistance	Sex	persons
Blue Mountains (C)	45-54	1	M	160
Blue Mountains (C)	55-64		F	339
Blue Mountains (C)	55-64		M	312
Blue Mountains (C)	55-64	0	F	5584
Blue Mountains (C)	55-64	0	M	4952
Blue Mountains (C)	55-64	1	F	288
Blue Mountains (C)	55-64	1	M	281
Blue Mountains (C)	65-74		F	310
Blue Mountains (C)	65-74		M	283
Blue Mountains (C)	65-74	0	F	4255
Blue Mountains (C)	65-74	0	M	3819
Blue Mountains (C)	65-74	1	F	326
Blue Mountains (C)	65-74	1	M	286
Blue Mountains (C)	75-84		F	169
Blue Mountains (C)	75-84		M	123
Blue Mountains (C)	75-84	0	F	1676
Blue Mountains (C)	75-84	0	M	1454
Blue Mountains (C)	75-84	1	F	420
Blue Mountains (C)	75-84	1	M	266
Blue Mountains (C)	85+		F	74
Blue Mountains (C)	85+		M	37
Blue Mountains (C)	85+	0	F	437
Blue Mountains (C)	85+	0	M	272
Blue Mountains (C)	85+	1	F	563
Blue Mountains (C)	85+	1	M	246
Bogan (A)	0-4		F	21
Bogan (A)	0-4		M	19
Bogan (A)	0-4	0	F	92
Bogan (A)	0-4	0	M	74
Bogan (A)	5-14		F	20
Bogan (A)	5-14		M	19
Bogan (A)	5-14	0	F	142
Bogan (A)	5-14	0	M	159
Bogan (A)	5-14	1	F	5
Bogan (A)	5-14	1	M	7
Bogan (A)	15-19		F	5
Bogan (A)	15-19		M	13
Bogan (A)	15-19	0	F	77
Bogan (A)	15-19	0	M	65
Bogan (A)	20-24		F	6
Bogan (A)	20-24		M	9
Bogan (A)	20-24	0	F	63
Bogan (A)	20-24	0	M	67
Bogan (A)	20-24	1	M	5
Bogan (A)	25-34		F	17
Bogan (A)	25-34		M	29
Bogan (A)	25-34	0	F	131
Bogan (A)	25-34	0	M	136
Bogan (A)	25-34	1	M	3
Bogan (A)	35-44		F	20
Bogan (A)	35-44		M	16
Bogan (A)	35-44	0	F	135
Bogan (A)	35-44	0	M	125
Bogan (A)	45-54		F	22
Bogan (A)	45-54		M	30
Bogan (A)	45-54	0	F	157
Bogan (A)	45-54	0	M	182
Bogan (A)	45-54	1	F	3
Bogan (A)	45-54	1	M	3
Bogan (A)	55-64		F	21
Bogan (A)	55-64		M	14
Bogan (A)	55-64	0	F	115
Bogan (A)	55-64	0	M	124
Bogan (A)	55-64	1	F	3
Bogan (A)	55-64	1	M	5
Bogan (A)	65-74		F	13
Bogan (A)	65-74		M	15
Bogan (A)	65-74	0	F	120
Bogan (A)	65-74	0	M	114
Bogan (A)	65-74	1	F	15
Bogan (A)	65-74	1	M	7
Bogan (A)	75-84		F	11
Bogan (A)	75-84		M	7
Bogan (A)	75-84	0	F	75
Bogan (A)	75-84	0	M	66
Bogan (A)	75-84	1	F	11
Bogan (A)	75-84	1	M	15
Bogan (A)	85+		F	3
Bogan (A)	85+		M	3
Bogan (A)	85+	0	F	25
Bogan (A)	85+	0	M	15
Bogan (A)	85+	1	F	12
Bogan (A)	85+	1	M	9
Botany Bay (C)	0-4		F	95
Botany Bay (C)	0-4		M	101
Botany Bay (C)	0-4	0	F	1296
Botany Bay (C)	0-4	0	M	1378
Botany Bay (C)	0-4	1	F	10
Botany Bay (C)	0-4	1	M	15
Botany Bay (C)	5-14		F	162
Botany Bay (C)	5-14		M	156
Botany Bay (C)	5-14	0	F	2242
Botany Bay (C)	5-14	0	M	2340
Botany Bay (C)	5-14	1	F	36
Botany Bay (C)	5-14	1	M	90
Botany Bay (C)	15-19		F	82
Botany Bay (C)	15-19		M	75
Botany Bay (C)	15-19	0	F	1166
Botany Bay (C)	15-19	0	M	1276
Botany Bay (C)	15-19	1	F	16
Botany Bay (C)	15-19	1	M	36
Botany Bay (C)	20-24		F	129
Botany Bay (C)	20-24		M	151
Botany Bay (C)	20-24	0	F	1731
Botany Bay (C)	20-24	0	M	1740
Botany Bay (C)	20-24	1	F	12
Botany Bay (C)	20-24	1	M	31
Botany Bay (C)	25-34		F	343
Botany Bay (C)	25-34		M	343
Botany Bay (C)	25-34	0	F	3957
Botany Bay (C)	25-34	0	M	4063
Botany Bay (C)	25-34	1	F	30
Botany Bay (C)	25-34	1	M	39
Botany Bay (C)	35-44		F	256
Botany Bay (C)	35-44		M	271
Botany Bay (C)	35-44	0	F	3305
Botany Bay (C)	35-44	0	M	3225
Botany Bay (C)	35-44	1	F	46
Botany Bay (C)	35-44	1	M	57
Botany Bay (C)	45-54		F	170
Botany Bay (C)	45-54		M	207
Botany Bay (C)	45-54	0	F	2616
Botany Bay (C)	45-54	0	M	2651
Botany Bay (C)	45-54	1	F	107
Botany Bay (C)	45-54	1	M	101
Botany Bay (C)	55-64		F	161
Botany Bay (C)	55-64		M	146
Botany Bay (C)	55-64	0	F	1924
Botany Bay (C)	55-64	0	M	1931
Botany Bay (C)	55-64	1	F	156
Botany Bay (C)	55-64	1	M	117
Botany Bay (C)	65-74		F	111
Botany Bay (C)	65-74		M	98
Botany Bay (C)	65-74	0	F	1436
Botany Bay (C)	65-74	0	M	1234
Botany Bay (C)	65-74	1	F	225
Botany Bay (C)	65-74	1	M	171
Botany Bay (C)	75-84		F	80
Botany Bay (C)	75-84		M	68
Botany Bay (C)	75-84	0	F	675
Botany Bay (C)	75-84	0	M	656
Botany Bay (C)	75-84	1	F	342
Botany Bay (C)	75-84	1	M	220
Botany Bay (C)	85+		F	32
Botany Bay (C)	85+		M	17
Botany Bay (C)	85+	0	F	164
Botany Bay (C)	85+	0	M	119
Botany Bay (C)	85+	1	F	299
Botany Bay (C)	85+	1	M	133
Bourke (A)	0-4		F	20
Bourke (A)	0-4		M	29
Bourke (A)	0-4	0	F	87
Bourke (A)	0-4	0	M	79
Bourke (A)	5-14		F	34
Bourke (A)	5-14		M	42
Bourke (A)	5-14	0	F	161
Bourke (A)	5-14	0	M	151
Bourke (A)	5-14	1	F	3
Bourke (A)	5-14	1	M	8
Bourke (A)	15-19		F	8
Bourke (A)	15-19		M	11
Bourke (A)	15-19	0	F	58
Bourke (A)	15-19	0	M	43
Bourke (A)	20-24		F	15
Bourke (A)	20-24		M	14
Bourke (A)	20-24	0	F	64
Bourke (A)	20-24	0	M	60
Bourke (A)	25-34		F	36
Bourke (A)	25-34		M	45
Bourke (A)	25-34	0	F	158
Bourke (A)	25-34	0	M	129
Bourke (A)	25-34	1	M	7
Bourke (A)	35-44		F	30
Bourke (A)	35-44		M	31
Bourke (A)	35-44	0	F	135
Bourke (A)	35-44	0	M	101
Bourke (A)	35-44	1	F	3
Bourke (A)	35-44	1	M	3
Bourke (A)	45-54		F	44
Bourke (A)	45-54		M	40
Bourke (A)	45-54	0	F	149
Bourke (A)	45-54	0	M	153
Bourke (A)	45-54	1	F	5
Bourke (A)	45-54	1	M	10
Bourke (A)	55-64		F	25
Bourke (A)	55-64		M	49
Bourke (A)	55-64	0	F	102
Bourke (A)	55-64	0	M	128
Bourke (A)	55-64	1	F	12
Bourke (A)	55-64	1	M	3
Bourke (A)	65-74		F	23
Bourke (A)	65-74		M	20
Bourke (A)	65-74	0	F	70
Bourke (A)	65-74	0	M	76
Bourke (A)	65-74	1	F	13
Bourke (A)	65-74	1	M	7
Bourke (A)	75-84		F	16
Bourke (A)	75-84		M	11
Bourke (A)	75-84	0	F	36
Bourke (A)	75-84	0	M	29
Bourke (A)	75-84	1	F	4
Bourke (A)	75-84	1	M	11
Bourke (A)	85+		F	5
Bourke (A)	85+		M	3
Bourke (A)	85+	0	F	8
Bourke (A)	85+	0	M	7
Bourke (A)	85+	1	F	12
Bourke (A)	85+	1	M	5
Brewarrina (A)	0-4		F	5
Brewarrina (A)	0-4		M	6
Brewarrina (A)	0-4	0	F	47
Brewarrina (A)	0-4	0	M	64
Brewarrina (A)	5-14		F	14
Brewarrina (A)	5-14		M	21
Brewarrina (A)	5-14	0	F	109
Brewarrina (A)	5-14	0	M	109
Brewarrina (A)	5-14	1	F	3
Brewarrina (A)	5-14	1	M	3
Brewarrina (A)	15-19		F	3
Brewarrina (A)	15-19		M	5
Brewarrina (A)	15-19	0	F	49
Brewarrina (A)	15-19	0	M	32
Brewarrina (A)	15-19	1	M	3
Brewarrina (A)	20-24		F	7
Brewarrina (A)	20-24		M	25
Brewarrina (A)	20-24	0	F	53
Brewarrina (A)	20-24	0	M	35
Brewarrina (A)	25-34		F	8
Brewarrina (A)	25-34		M	27
Brewarrina (A)	25-34	0	F	98
Brewarrina (A)	25-34	0	M	88
Brewarrina (A)	35-44		F	5
Brewarrina (A)	35-44		M	6
Brewarrina (A)	35-44	0	F	74
Brewarrina (A)	35-44	0	M	68
Brewarrina (A)	45-54		F	13
Brewarrina (A)	45-54		M	23
Brewarrina (A)	45-54	0	F	107
Brewarrina (A)	45-54	0	M	112
Brewarrina (A)	45-54	1	F	5
Brewarrina (A)	45-54	1	M	8
Brewarrina (A)	55-64		F	8
Brewarrina (A)	55-64		M	9
Brewarrina (A)	55-64	0	F	87
Brewarrina (A)	55-64	0	M	100
Brewarrina (A)	55-64	1	F	10
Brewarrina (A)	55-64	1	M	6
Brewarrina (A)	65-74		F	3
Brewarrina (A)	65-74		M	5
Brewarrina (A)	65-74	0	F	41
Brewarrina (A)	65-74	0	M	44
Brewarrina (A)	65-74	1	F	7
Brewarrina (A)	65-74	1	M	7
Brewarrina (A)	75-84	0	F	16
Brewarrina (A)	75-84	0	M	17
Brewarrina (A)	75-84	1	M	7
Brewarrina (A)	85+	0	F	7
Brewarrina (A)	85+	0	M	4
Brewarrina (A)	85+	1	F	10
Brewarrina (A)	85+	1	M	3
Broken Hill (C)	0-4		F	39
Broken Hill (C)	0-4		M	34
Broken Hill (C)	0-4	0	F	434
Broken Hill (C)	0-4	0	M	450
Broken Hill (C)	0-4	1	F	3
Broken Hill (C)	0-4	1	M	7
Broken Hill (C)	5-14		F	68
Broken Hill (C)	5-14		M	63
Broken Hill (C)	5-14	0	F	894
Broken Hill (C)	5-14	0	M	862
Broken Hill (C)	5-14	1	F	21
Broken Hill (C)	5-14	1	M	64
Broken Hill (C)	15-19		F	21
Broken Hill (C)	15-19		M	32
Broken Hill (C)	15-19	0	F	406
Broken Hill (C)	15-19	0	M	457
Broken Hill (C)	15-19	1	F	14
Broken Hill (C)	15-19	1	M	20
Broken Hill (C)	20-24		F	50
Broken Hill (C)	20-24		M	51
Broken Hill (C)	20-24	0	F	430
Broken Hill (C)	20-24	0	M	414
Broken Hill (C)	20-24	1	F	7
Broken Hill (C)	20-24	1	M	21
Broken Hill (C)	25-34		F	101
Broken Hill (C)	25-34		M	118
Broken Hill (C)	25-34	0	F	975
Broken Hill (C)	25-34	0	M	874
Broken Hill (C)	25-34	1	F	19
Broken Hill (C)	25-34	1	M	31
Broken Hill (C)	35-44		F	94
Broken Hill (C)	35-44		M	101
Broken Hill (C)	35-44	0	F	823
Broken Hill (C)	35-44	0	M	773
Broken Hill (C)	35-44	1	F	35
Broken Hill (C)	35-44	1	M	40
Broken Hill (C)	45-54		F	79
Broken Hill (C)	45-54		M	128
Broken Hill (C)	45-54	0	F	1027
Broken Hill (C)	45-54	0	M	996
Broken Hill (C)	45-54	1	F	59
Broken Hill (C)	45-54	1	M	65
Broken Hill (C)	55-64		F	106
Broken Hill (C)	55-64		M	99
Broken Hill (C)	55-64	0	F	1126
Broken Hill (C)	55-64	0	M	1103
Broken Hill (C)	55-64	1	F	109
Broken Hill (C)	55-64	1	M	115
Broken Hill (C)	65-74		F	94
Broken Hill (C)	65-74		M	94
Broken Hill (C)	65-74	0	F	831
Broken Hill (C)	65-74	0	M	793
Broken Hill (C)	65-74	1	F	114
Broken Hill (C)	65-74	1	M	123
Broken Hill (C)	75-84		F	66
Broken Hill (C)	75-84		M	49
Broken Hill (C)	75-84	0	F	489
Broken Hill (C)	75-84	0	M	346
Broken Hill (C)	75-84	1	F	162
Broken Hill (C)	75-84	1	M	109
Broken Hill (C)	85+		F	45
Broken Hill (C)	85+		M	18
Broken Hill (C)	85+	0	F	139
Broken Hill (C)	85+	0	M	114
Broken Hill (C)	85+	1	F	214
Broken Hill (C)	85+	1	M	65
Burwood (A)	0-4		F	52
Burwood (A)	0-4		M	57
Burwood (A)	0-4	0	F	769
Burwood (A)	0-4	0	M	787
Burwood (A)	0-4	1	M	9
Burwood (A)	5-14		F	65
Burwood (A)	5-14		M	71
Burwood (A)	5-14	0	F	1487
Burwood (A)	5-14	0	M	1462
Burwood (A)	5-14	1	F	11
Burwood (A)	5-14	1	M	36
Burwood (A)	15-19		F	48
Burwood (A)	15-19		M	50
Burwood (A)	15-19	0	F	1084
Burwood (A)	15-19	0	M	952
Burwood (A)	15-19	1	F	12
Burwood (A)	15-19	1	M	10
Burwood (A)	20-24		F	111
Burwood (A)	20-24		M	148
Burwood (A)	20-24	0	F	2078
Burwood (A)	20-24	0	M	2036
Burwood (A)	20-24	1	F	10
Burwood (A)	20-24	1	M	17
Burwood (A)	25-34		F	246
Burwood (A)	25-34		M	227
Burwood (A)	25-34	0	F	3672
Burwood (A)	25-34	0	M	3652
Burwood (A)	25-34	1	F	24
Burwood (A)	25-34	1	M	28
Burwood (A)	35-44		F	137
Burwood (A)	35-44		M	141
Burwood (A)	35-44	0	F	2068
Burwood (A)	35-44	0	M	1994
Burwood (A)	35-44	1	F	21
Burwood (A)	35-44	1	M	27
Burwood (A)	45-54		F	101
Burwood (A)	45-54		M	124
Burwood (A)	45-54	0	F	2103
Burwood (A)	45-54	0	M	1901
Burwood (A)	45-54	1	F	57
Burwood (A)	45-54	1	M	47
Burwood (A)	55-64		F	105
Burwood (A)	55-64		M	84
Burwood (A)	55-64	0	F	1698
Burwood (A)	55-64	0	M	1533
Burwood (A)	55-64	1	F	109
Burwood (A)	55-64	1	M	82
Burwood (A)	65-74		F	67
Burwood (A)	65-74		M	74
Burwood (A)	65-74	0	F	1090
Burwood (A)	65-74	0	M	968
Burwood (A)	65-74	1	F	167
Burwood (A)	65-74	1	M	118
Burwood (A)	75-84		F	65
Burwood (A)	75-84		M	40
Burwood (A)	75-84	0	F	630
Burwood (A)	75-84	0	M	514
Burwood (A)	75-84	1	F	322
Burwood (A)	75-84	1	M	221
Burwood (A)	85+		F	55
Burwood (A)	85+		M	26
Burwood (A)	85+	0	F	175
Burwood (A)	85+	0	M	148
Burwood (A)	85+	1	F	365
Burwood (A)	85+	1	M	203
Byron (A)	0-4		F	84
Byron (A)	0-4		M	95
Byron (A)	0-4	0	F	683
Byron (A)	0-4	0	M	671
Byron (A)	0-4	1	F	5
Byron (A)	0-4	1	M	7
Byron (A)	5-14		F	238
Byron (A)	5-14		M	225
Byron (A)	5-14	0	F	1603
Byron (A)	5-14	0	M	1604
Byron (A)	5-14	1	F	24
Byron (A)	5-14	1	M	47
Byron (A)	15-19		F	88
Byron (A)	15-19		M	101
Byron (A)	15-19	0	F	673
Byron (A)	15-19	0	M	721
Byron (A)	15-19	1	F	12
Byron (A)	15-19	1	M	17
Byron (A)	20-24		F	93
Byron (A)	20-24		M	86
Byron (A)	20-24	0	F	503
Byron (A)	20-24	0	M	485
Byron (A)	20-24	1	F	13
Byron (A)	20-24	1	M	17
Byron (A)	25-34		F	244
Byron (A)	25-34		M	256
Byron (A)	25-34	0	F	1521
Byron (A)	25-34	0	M	1313
Byron (A)	25-34	1	F	30
Byron (A)	25-34	1	M	35
Byron (A)	35-44		F	310
Byron (A)	35-44		M	277
Byron (A)	35-44	0	F	2027
Byron (A)	35-44	0	M	1688
Byron (A)	35-44	1	F	41
Byron (A)	35-44	1	M	37
Byron (A)	45-54		F	325
Byron (A)	45-54		M	315
Byron (A)	45-54	0	F	2226
Byron (A)	45-54	0	M	1877
Byron (A)	45-54	1	F	64
Byron (A)	45-54	1	M	73
Byron (A)	55-64		F	365
Byron (A)	55-64		M	368
Byron (A)	55-64	0	F	2288
Byron (A)	55-64	0	M	2202
Byron (A)	55-64	1	F	132
Byron (A)	55-64	1	M	130
Byron (A)	65-74		F	209
Byron (A)	65-74		M	229
Byron (A)	65-74	0	F	1327
Byron (A)	65-74	0	M	1418
Byron (A)	65-74	1	F	80
Byron (A)	65-74	1	M	108
Byron (A)	75-84		F	94
Byron (A)	75-84		M	77
Byron (A)	75-84	0	F	485
Byron (A)	75-84	0	M	413
Byron (A)	75-84	1	F	130
Byron (A)	75-84	1	M	72
Byron (A)	85+		F	72
Byron (A)	85+		M	35
Byron (A)	85+	0	F	155
Byron (A)	85+	0	M	110
Byron (A)	85+	1	F	221
Byron (A)	85+	1	M	83
Cabonne (A)	0-4		F	38
Cabonne (A)	0-4		M	36
Cabonne (A)	0-4	0	F	372
Cabonne (A)	0-4	0	M	393
Cabonne (A)	0-4	1	M	3
Cabonne (A)	5-14		F	60
Cabonne (A)	5-14		M	67
Cabonne (A)	5-14	0	F	933
Cabonne (A)	5-14	0	M	957
Cabonne (A)	5-14	1	F	14
Cabonne (A)	5-14	1	M	24
Cabonne (A)	15-19		F	35
Cabonne (A)	15-19		M	30
Cabonne (A)	15-19	0	F	401
Cabonne (A)	15-19	0	M	420
Cabonne (A)	15-19	1	F	3
Cabonne (A)	15-19	1	M	16
Cabonne (A)	20-24		F	21
Cabonne (A)	20-24		M	18
Cabonne (A)	20-24	0	F	218
Cabonne (A)	20-24	0	M	241
Cabonne (A)	20-24	1	F	3
Cabonne (A)	20-24	1	M	7
Cabonne (A)	25-34		F	44
Cabonne (A)	25-34		M	50
Cabonne (A)	25-34	0	F	557
Cabonne (A)	25-34	0	M	519
Cabonne (A)	25-34	1	F	8
Cabonne (A)	25-34	1	M	5
Cabonne (A)	35-44		F	64
Cabonne (A)	35-44		M	61
Cabonne (A)	35-44	0	F	729
Cabonne (A)	35-44	0	M	676
Cabonne (A)	35-44	1	F	17
Cabonne (A)	35-44	1	M	15
Cabonne (A)	45-54		F	80
Cabonne (A)	45-54		M	85
Cabonne (A)	45-54	0	F	853
Cabonne (A)	45-54	0	M	825
Cabonne (A)	45-54	1	F	30
Cabonne (A)	45-54	1	M	32
Cabonne (A)	55-64		F	61
Cabonne (A)	55-64		M	68
Cabonne (A)	55-64	0	F	765
Cabonne (A)	55-64	0	M	819
Cabonne (A)	55-64	1	F	39
Cabonne (A)	55-64	1	M	30
Cabonne (A)	65-74		F	61
Cabonne (A)	65-74		M	65
Cabonne (A)	65-74	0	F	654
Cabonne (A)	65-74	0	M	670
Cabonne (A)	65-74	1	F	52
Cabonne (A)	65-74	1	M	53
Cabonne (A)	75-84		F	35
Cabonne (A)	75-84		M	30
Cabonne (A)	75-84	0	F	290
Cabonne (A)	75-84	0	M	322
Cabonne (A)	75-84	1	F	76
Cabonne (A)	75-84	1	M	48
Cabonne (A)	85+		F	18
Cabonne (A)	85+		M	11
Cabonne (A)	85+	0	F	78
Cabonne (A)	85+	0	M	68
Cabonne (A)	85+	1	F	101
Cabonne (A)	85+	1	M	44
Camden (A)	0-4		F	159
Camden (A)	0-4		M	163
Camden (A)	0-4	0	F	3025
Camden (A)	0-4	0	M	3108
Camden (A)	0-4	1	F	34
Camden (A)	0-4	1	M	61
Camden (A)	5-14		F	245
Camden (A)	5-14		M	260
Camden (A)	5-14	0	F	5552
Camden (A)	5-14	0	M	5574
Camden (A)	5-14	1	F	152
Camden (A)	5-14	1	M	370
Camden (A)	15-19		F	109
Camden (A)	15-19		M	113
Camden (A)	15-19	0	F	2466
Camden (A)	15-19	0	M	2508
Camden (A)	15-19	1	F	58
Camden (A)	15-19	1	M	98
Camden (A)	20-24		F	123
Camden (A)	20-24		M	122
Camden (A)	20-24	0	F	2261
Camden (A)	20-24	0	M	2241
Camden (A)	20-24	1	F	36
Camden (A)	20-24	1	M	57
Camden (A)	25-34		F	334
Camden (A)	25-34		M	325
Camden (A)	25-34	0	F	5804
Camden (A)	25-34	0	M	5292
Camden (A)	25-34	1	F	72
Camden (A)	25-34	1	M	75
Camden (A)	35-44		F	307
Camden (A)	35-44		M	284
Camden (A)	35-44	0	F	5718
Camden (A)	35-44	0	M	5468
Camden (A)	35-44	1	F	97
Camden (A)	35-44	1	M	84
Camden (A)	45-54		F	234
Camden (A)	45-54		M	266
Camden (A)	45-54	0	F	4635
Camden (A)	45-54	0	M	4462
Camden (A)	45-54	1	F	144
Camden (A)	45-54	1	M	104
Camden (A)	55-64		F	203
Camden (A)	55-64		M	178
Camden (A)	55-64	0	F	3426
Camden (A)	55-64	0	M	3191
Camden (A)	55-64	1	F	222
Camden (A)	55-64	1	M	156
Camden (A)	65-74		F	156
Camden (A)	65-74		M	146
Camden (A)	65-74	0	F	2170
Camden (A)	65-74	0	M	2025
Camden (A)	65-74	1	F	245
Camden (A)	65-74	1	M	238
Camden (A)	75-84		F	87
Camden (A)	75-84		M	72
Camden (A)	75-84	0	F	856
Camden (A)	75-84	0	M	746
Camden (A)	75-84	1	F	318
Camden (A)	75-84	1	M	215
Camden (A)	85+		F	83
Camden (A)	85+		M	43
Camden (A)	85+	0	F	209
Camden (A)	85+	0	M	145
Camden (A)	85+	1	F	355
Camden (A)	85+	1	M	145
Campbelltown (C) (NSW)	0-4		F	366
Campbelltown (C) (NSW)	0-4		M	401
Campbelltown (C) (NSW)	0-4	0	F	5199
Campbelltown (C) (NSW)	0-4	0	M	5426
Campbelltown (C) (NSW)	0-4	1	F	63
Campbelltown (C) (NSW)	0-4	1	M	145
Campbelltown (C) (NSW)	5-14		F	692
Campbelltown (C) (NSW)	5-14		M	681
Campbelltown (C) (NSW)	5-14	0	F	9798
Campbelltown (C) (NSW)	5-14	0	M	9988
Campbelltown (C) (NSW)	5-14	1	F	347
Campbelltown (C) (NSW)	5-14	1	M	750
Campbelltown (C) (NSW)	15-19		F	295
Campbelltown (C) (NSW)	15-19		M	330
Campbelltown (C) (NSW)	15-19	0	F	4712
Campbelltown (C) (NSW)	15-19	0	M	4881
Campbelltown (C) (NSW)	15-19	1	F	170
Campbelltown (C) (NSW)	15-19	1	M	263
Campbelltown (C) (NSW)	20-24		F	339
Campbelltown (C) (NSW)	20-24		M	381
Campbelltown (C) (NSW)	20-24	0	F	5245
Campbelltown (C) (NSW)	20-24	0	M	5169
Campbelltown (C) (NSW)	20-24	1	F	126
Campbelltown (C) (NSW)	20-24	1	M	196
Campbelltown (C) (NSW)	25-34		F	754
Campbelltown (C) (NSW)	25-34		M	668
Campbelltown (C) (NSW)	25-34	0	F	11188
Campbelltown (C) (NSW)	25-34	0	M	10177
Campbelltown (C) (NSW)	25-34	1	F	247
Campbelltown (C) (NSW)	25-34	1	M	278
Campbelltown (C) (NSW)	35-44		F	673
Campbelltown (C) (NSW)	35-44		M	652
Campbelltown (C) (NSW)	35-44	0	F	9706
Campbelltown (C) (NSW)	35-44	0	M	9403
Campbelltown (C) (NSW)	35-44	1	F	348
Campbelltown (C) (NSW)	35-44	1	M	312
Campbelltown (C) (NSW)	45-54		F	607
Campbelltown (C) (NSW)	45-54		M	587
Campbelltown (C) (NSW)	45-54	0	F	9011
Campbelltown (C) (NSW)	45-54	0	M	8369
Campbelltown (C) (NSW)	45-54	1	F	570
Campbelltown (C) (NSW)	45-54	1	M	419
Campbelltown (C) (NSW)	55-64		F	585
Campbelltown (C) (NSW)	55-64		M	521
Campbelltown (C) (NSW)	55-64	0	F	8190
Campbelltown (C) (NSW)	55-64	0	M	7785
Campbelltown (C) (NSW)	55-64	1	F	852
Campbelltown (C) (NSW)	55-64	1	M	621
Campbelltown (C) (NSW)	65-74		F	462
Campbelltown (C) (NSW)	65-74		M	395
Campbelltown (C) (NSW)	65-74	0	F	4923
Campbelltown (C) (NSW)	65-74	0	M	4669
Campbelltown (C) (NSW)	65-74	1	F	827
Campbelltown (C) (NSW)	65-74	1	M	796
Campbelltown (C) (NSW)	75-84		F	269
Campbelltown (C) (NSW)	75-84		M	198
Campbelltown (C) (NSW)	75-84	0	F	1592
Campbelltown (C) (NSW)	75-84	0	M	1530
Campbelltown (C) (NSW)	75-84	1	F	752
Campbelltown (C) (NSW)	75-84	1	M	437
Campbelltown (C) (NSW)	85+		F	275
Campbelltown (C) (NSW)	85+		M	96
Campbelltown (C) (NSW)	85+	0	F	344
Campbelltown (C) (NSW)	85+	0	M	255
Campbelltown (C) (NSW)	85+	1	F	477
Campbelltown (C) (NSW)	85+	1	M	220
Canada Bay (A)	0-4		F	152
Canada Bay (A)	0-4		M	156
Canada Bay (A)	0-4	0	F	2484
Canada Bay (A)	0-4	0	M	2646
Canada Bay (A)	0-4	1	F	12
Canada Bay (A)	0-4	1	M	25
Canada Bay (A)	5-14		F	206
Canada Bay (A)	5-14		M	203
Canada Bay (A)	5-14	0	F	4101
Canada Bay (A)	5-14	0	M	4146
Canada Bay (A)	5-14	1	F	51
Canada Bay (A)	5-14	1	M	113
Canada Bay (A)	15-19		F	94
Canada Bay (A)	15-19		M	117
Canada Bay (A)	15-19	0	F	1840
Canada Bay (A)	15-19	0	M	1905
Canada Bay (A)	15-19	1	F	29
Canada Bay (A)	15-19	1	M	26
Canada Bay (A)	20-24		F	213
Canada Bay (A)	20-24		M	196
Canada Bay (A)	20-24	0	F	2990
Canada Bay (A)	20-24	0	M	2841
Canada Bay (A)	20-24	1	F	25
Canada Bay (A)	20-24	1	M	29
Canada Bay (A)	25-34		F	593
Canada Bay (A)	25-34		M	611
Canada Bay (A)	25-34	0	F	7811
Canada Bay (A)	25-34	0	M	7572
Canada Bay (A)	25-34	1	F	56
Canada Bay (A)	25-34	1	M	49
Canada Bay (A)	35-44		F	450
Canada Bay (A)	35-44		M	413
Canada Bay (A)	35-44	0	F	6361
Canada Bay (A)	35-44	0	M	5990
Canada Bay (A)	35-44	1	F	60
Canada Bay (A)	35-44	1	M	69
Canada Bay (A)	45-54		F	368
Canada Bay (A)	45-54		M	307
Canada Bay (A)	45-54	0	F	5551
Canada Bay (A)	45-54	0	M	4808
Canada Bay (A)	45-54	1	F	115
Canada Bay (A)	45-54	1	M	84
Canada Bay (A)	55-64		F	318
Canada Bay (A)	55-64		M	265
Canada Bay (A)	55-64	0	F	4479
Canada Bay (A)	55-64	0	M	3922
Canada Bay (A)	55-64	1	F	155
Canada Bay (A)	55-64	1	M	132
Canada Bay (A)	65-74		F	240
Canada Bay (A)	65-74		M	218
Canada Bay (A)	65-74	0	F	3140
Canada Bay (A)	65-74	0	M	2796
Canada Bay (A)	65-74	1	F	274
Canada Bay (A)	65-74	1	M	203
Canada Bay (A)	75-84		F	125
Canada Bay (A)	75-84		M	103
Canada Bay (A)	75-84	0	F	1462
Canada Bay (A)	75-84	0	M	1291
Canada Bay (A)	75-84	1	F	652
Canada Bay (A)	75-84	1	M	390
Canada Bay (A)	85+		F	87
Canada Bay (A)	85+		M	48
Canada Bay (A)	85+	0	F	419
Canada Bay (A)	85+	0	M	327
Canada Bay (A)	85+	1	F	774
Canada Bay (A)	85+	1	M	366
Canterbury-Bankstown (A)	0-4		F	900
Canterbury-Bankstown (A)	0-4		M	915
Canterbury-Bankstown (A)	0-4	0	F	11157
Canterbury-Bankstown (A)	0-4	0	M	11700
Canterbury-Bankstown (A)	0-4	1	F	109
Canterbury-Bankstown (A)	0-4	1	M	195
Canterbury-Bankstown (A)	5-14		F	1334
Canterbury-Bankstown (A)	5-14		M	1514
Canterbury-Bankstown (A)	5-14	0	F	20490
Canterbury-Bankstown (A)	5-14	0	M	21509
Canterbury-Bankstown (A)	5-14	1	F	368
Canterbury-Bankstown (A)	5-14	1	M	839
Canterbury-Bankstown (A)	15-19		F	619
Canterbury-Bankstown (A)	15-19		M	635
Canterbury-Bankstown (A)	15-19	0	F	9892
Canterbury-Bankstown (A)	15-19	0	M	10260
Canterbury-Bankstown (A)	15-19	1	F	161
Canterbury-Bankstown (A)	15-19	1	M	293
Canterbury-Bankstown (A)	20-24		F	776
Canterbury-Bankstown (A)	20-24		M	796
