LGA_NAME16	Age	NeedsAssistance	Sex	persons
South Burnett (R)	25-34	0	F	1345
South Burnett (R)	25-34	0	M	1224
South Burnett (R)	25-34	1	F	62
South Burnett (R)	25-34	1	M	70
South Burnett (R)	35-44		F	137
South Burnett (R)	35-44		M	191
South Burnett (R)	35-44	0	F	1577
South Burnett (R)	35-44	0	M	1357
South Burnett (R)	35-44	1	F	84
South Burnett (R)	35-44	1	M	105
South Burnett (R)	45-54		F	169
South Burnett (R)	45-54		M	199
South Burnett (R)	45-54	0	F	1825
South Burnett (R)	45-54	0	M	1711
South Burnett (R)	45-54	1	F	175
South Burnett (R)	45-54	1	M	174
South Burnett (R)	55-64		F	208
South Burnett (R)	55-64		M	187
South Burnett (R)	55-64	0	F	1973
South Burnett (R)	55-64	0	M	1792
South Burnett (R)	55-64	1	F	237
South Burnett (R)	55-64	1	M	262
South Burnett (R)	65-74		F	170
South Burnett (R)	65-74		M	195
South Burnett (R)	65-74	0	F	1776
South Burnett (R)	65-74	0	M	1840
South Burnett (R)	65-74	1	F	240
South Burnett (R)	65-74	1	M	325
South Burnett (R)	75-84		F	94
South Burnett (R)	75-84		M	110
South Burnett (R)	75-84	0	F	686
South Burnett (R)	75-84	0	M	820
South Burnett (R)	75-84	1	F	214
South Burnett (R)	75-84	1	M	199
South Burnett (R)	85+		F	31
South Burnett (R)	85+		M	27
South Burnett (R)	85+	0	F	134
South Burnett (R)	85+	0	M	143
South Burnett (R)	85+	1	F	240
South Burnett (R)	85+	1	M	139
Southern Downs (R)	0-4		F	56
Southern Downs (R)	0-4		M	62
Southern Downs (R)	0-4	0	F	924
Southern Downs (R)	0-4	0	M	929
Southern Downs (R)	0-4	1	F	9
Southern Downs (R)	0-4	1	M	12
Southern Downs (R)	5-14		F	117
Southern Downs (R)	5-14		M	134
Southern Downs (R)	5-14	0	F	2044
Southern Downs (R)	5-14	0	M	2151
Southern Downs (R)	5-14	1	F	46
Southern Downs (R)	5-14	1	M	120
Southern Downs (R)	15-19		F	48
Southern Downs (R)	15-19		M	70
Southern Downs (R)	15-19	0	F	927
Southern Downs (R)	15-19	0	M	1046
Southern Downs (R)	15-19	1	F	18
Southern Downs (R)	15-19	1	M	55
Southern Downs (R)	20-24		F	53
Southern Downs (R)	20-24		M	70
Southern Downs (R)	20-24	0	F	739
Southern Downs (R)	20-24	0	M	775
Southern Downs (R)	20-24	1	F	14
Southern Downs (R)	20-24	1	M	42
Southern Downs (R)	25-34		F	95
Southern Downs (R)	25-34		M	128
Southern Downs (R)	25-34	0	F	1486
Southern Downs (R)	25-34	0	M	1377
Southern Downs (R)	25-34	1	F	32
Southern Downs (R)	25-34	1	M	56
Southern Downs (R)	35-44		F	133
Southern Downs (R)	35-44		M	124
Southern Downs (R)	35-44	0	F	1757
Southern Downs (R)	35-44	0	M	1501
Southern Downs (R)	35-44	1	F	76
Southern Downs (R)	35-44	1	M	74
Southern Downs (R)	45-54		F	159
Southern Downs (R)	45-54		M	166
Southern Downs (R)	45-54	0	F	2081
Southern Downs (R)	45-54	0	M	1916
Southern Downs (R)	45-54	1	F	133
Southern Downs (R)	45-54	1	M	106
Southern Downs (R)	55-64		F	209
Southern Downs (R)	55-64		M	195
Southern Downs (R)	55-64	0	F	2293
Southern Downs (R)	55-64	0	M	2108
Southern Downs (R)	55-64	1	F	191
Southern Downs (R)	55-64	1	M	193
Southern Downs (R)	65-74		F	184
Southern Downs (R)	65-74		M	179
Southern Downs (R)	65-74	0	F	1945
Southern Downs (R)	65-74	0	M	1964
Southern Downs (R)	65-74	1	F	206
Southern Downs (R)	65-74	1	M	261
Southern Downs (R)	75-84		F	102
Southern Downs (R)	75-84		M	82
Southern Downs (R)	75-84	0	F	928
Southern Downs (R)	75-84	0	M	890
Southern Downs (R)	75-84	1	F	264
Southern Downs (R)	75-84	1	M	171
Southern Downs (R)	85+		F	45
Southern Downs (R)	85+		M	32
Southern Downs (R)	85+	0	F	220
Southern Downs (R)	85+	0	M	166
Southern Downs (R)	85+	1	F	306
Southern Downs (R)	85+	1	M	137
Sunshine Coast (R)	0-4		F	452
Sunshine Coast (R)	0-4		M	420
Sunshine Coast (R)	0-4	0	F	7149
Sunshine Coast (R)	0-4	0	M	7443
Sunshine Coast (R)	0-4	1	F	80
Sunshine Coast (R)	0-4	1	M	118
Sunshine Coast (R)	5-14		F	892
Sunshine Coast (R)	5-14		M	943
Sunshine Coast (R)	5-14	0	F	17023
Sunshine Coast (R)	5-14	0	M	17534
Sunshine Coast (R)	5-14	1	F	417
Sunshine Coast (R)	5-14	1	M	904
Sunshine Coast (R)	15-19		F	448
Sunshine Coast (R)	15-19		M	485
Sunshine Coast (R)	15-19	0	F	8152
Sunshine Coast (R)	15-19	0	M	8099
Sunshine Coast (R)	15-19	1	F	180
Sunshine Coast (R)	15-19	1	M	334
Sunshine Coast (R)	20-24		F	545
Sunshine Coast (R)	20-24		M	558
Sunshine Coast (R)	20-24	0	F	6978
Sunshine Coast (R)	20-24	0	M	6858
Sunshine Coast (R)	20-24	1	F	157
Sunshine Coast (R)	20-24	1	M	222
Sunshine Coast (R)	25-34		F	1045
Sunshine Coast (R)	25-34		M	1114
Sunshine Coast (R)	25-34	0	F	14876
Sunshine Coast (R)	25-34	0	M	13550
Sunshine Coast (R)	25-34	1	F	264
Sunshine Coast (R)	25-34	1	M	338
Sunshine Coast (R)	35-44		F	1123
Sunshine Coast (R)	35-44		M	1271
Sunshine Coast (R)	35-44	0	F	17751
Sunshine Coast (R)	35-44	0	M	16056
Sunshine Coast (R)	35-44	1	F	458
Sunshine Coast (R)	35-44	1	M	422
Sunshine Coast (R)	45-54		F	1303
Sunshine Coast (R)	45-54		M	1344
Sunshine Coast (R)	45-54	0	F	19820
Sunshine Coast (R)	45-54	0	M	17313
Sunshine Coast (R)	45-54	1	F	733
Sunshine Coast (R)	45-54	1	M	612
Sunshine Coast (R)	55-64		F	1270
Sunshine Coast (R)	55-64		M	1247
Sunshine Coast (R)	55-64	0	F	18174
Sunshine Coast (R)	55-64	0	M	15968
Sunshine Coast (R)	55-64	1	F	1032
Sunshine Coast (R)	55-64	1	M	986
Sunshine Coast (R)	65-74		F	1183
Sunshine Coast (R)	65-74		M	1113
Sunshine Coast (R)	65-74	0	F	15255
Sunshine Coast (R)	65-74	0	M	13686
Sunshine Coast (R)	65-74	1	F	1209
Sunshine Coast (R)	65-74	1	M	1431
Sunshine Coast (R)	75-84		F	726
Sunshine Coast (R)	75-84		M	607
Sunshine Coast (R)	75-84	0	F	7062
Sunshine Coast (R)	75-84	0	M	6641
Sunshine Coast (R)	75-84	1	F	1897
Sunshine Coast (R)	75-84	1	M	1392
Sunshine Coast (R)	85+		F	465
Sunshine Coast (R)	85+		M	280
Sunshine Coast (R)	85+	0	F	1821
Sunshine Coast (R)	85+	0	M	1466
Sunshine Coast (R)	85+	1	F	2455
Sunshine Coast (R)	85+	1	M	1212
Tablelands (R)	0-4		F	64
Tablelands (R)	0-4		M	62
Tablelands (R)	0-4	0	F	576
Tablelands (R)	0-4	0	M	611
Tablelands (R)	0-4	1	M	11
Tablelands (R)	5-14		F	117
Tablelands (R)	5-14		M	132
Tablelands (R)	5-14	0	F	1388
Tablelands (R)	5-14	0	M	1463
Tablelands (R)	5-14	1	F	23
Tablelands (R)	5-14	1	M	53
Tablelands (R)	15-19		F	42
Tablelands (R)	15-19		M	68
Tablelands (R)	15-19	0	F	632
Tablelands (R)	15-19	0	M	642
Tablelands (R)	15-19	1	F	7
Tablelands (R)	15-19	1	M	22
Tablelands (R)	20-24		F	52
Tablelands (R)	20-24		M	61
Tablelands (R)	20-24	0	F	432
Tablelands (R)	20-24	0	M	445
Tablelands (R)	20-24	1	F	10
Tablelands (R)	20-24	1	M	19
Tablelands (R)	25-34		F	98
Tablelands (R)	25-34		M	92
Tablelands (R)	25-34	0	F	975
Tablelands (R)	25-34	0	M	850
Tablelands (R)	25-34	1	F	33
Tablelands (R)	25-34	1	M	26
Tablelands (R)	35-44		F	119
Tablelands (R)	35-44		M	110
Tablelands (R)	35-44	0	F	1180
Tablelands (R)	35-44	0	M	1009
Tablelands (R)	35-44	1	F	46
Tablelands (R)	35-44	1	M	44
Tablelands (R)	45-54		F	169
Tablelands (R)	45-54		M	164
Tablelands (R)	45-54	0	F	1551
Tablelands (R)	45-54	0	M	1387
Tablelands (R)	45-54	1	F	92
Tablelands (R)	45-54	1	M	57
Tablelands (R)	55-64		F	175
Tablelands (R)	55-64		M	193
Tablelands (R)	55-64	0	F	1753
Tablelands (R)	55-64	0	M	1631
Tablelands (R)	55-64	1	F	107
Tablelands (R)	55-64	1	M	124
Tablelands (R)	65-74		F	173
Tablelands (R)	65-74		M	158
Tablelands (R)	65-74	0	F	1419
Tablelands (R)	65-74	0	M	1463
Tablelands (R)	65-74	1	F	122
Tablelands (R)	65-74	1	M	164
Tablelands (R)	75-84		F	88
Tablelands (R)	75-84		M	75
Tablelands (R)	75-84	0	F	623
Tablelands (R)	75-84	0	M	660
Tablelands (R)	75-84	1	F	168
Tablelands (R)	75-84	1	M	136
Tablelands (R)	85+		F	38
Tablelands (R)	85+		M	31
Tablelands (R)	85+	0	F	173
Tablelands (R)	85+	0	M	132
Tablelands (R)	85+	1	F	157
Tablelands (R)	85+	1	M	95
Toowoomba (R)	0-4		F	307
Toowoomba (R)	0-4		M	319
Toowoomba (R)	0-4	0	F	4697
Toowoomba (R)	0-4	0	M	4866
Toowoomba (R)	0-4	1	F	49
Toowoomba (R)	0-4	1	M	79
Toowoomba (R)	5-14		F	632
Toowoomba (R)	5-14		M	653
Toowoomba (R)	5-14	0	F	10202
Toowoomba (R)	5-14	0	M	9947
Toowoomba (R)	5-14	1	F	285
Toowoomba (R)	5-14	1	M	554
Toowoomba (R)	15-19		F	358
Toowoomba (R)	15-19		M	360
Toowoomba (R)	15-19	0	F	4719
Toowoomba (R)	15-19	0	M	4856
Toowoomba (R)	15-19	1	F	144
Toowoomba (R)	15-19	1	M	229
Toowoomba (R)	20-24		F	331
Toowoomba (R)	20-24		M	413
Toowoomba (R)	20-24	0	F	4527
Toowoomba (R)	20-24	0	M	4666
Toowoomba (R)	20-24	1	F	85
Toowoomba (R)	20-24	1	M	154
Toowoomba (R)	25-34		F	668
Toowoomba (R)	25-34		M	714
Toowoomba (R)	25-34	0	F	9173
Toowoomba (R)	25-34	0	M	8795
Toowoomba (R)	25-34	1	F	206
Toowoomba (R)	25-34	1	M	239
Toowoomba (R)	35-44		F	622
Toowoomba (R)	35-44		M	706
Toowoomba (R)	35-44	0	F	8953
Toowoomba (R)	35-44	0	M	8194
Toowoomba (R)	35-44	1	F	274
Toowoomba (R)	35-44	1	M	282
Toowoomba (R)	45-54		F	708
Toowoomba (R)	45-54		M	747
Toowoomba (R)	45-54	0	F	9459
Toowoomba (R)	45-54	0	M	8655
Toowoomba (R)	45-54	1	F	448
Toowoomba (R)	45-54	1	M	462
Toowoomba (R)	55-64		F	709
Toowoomba (R)	55-64		M	736
Toowoomba (R)	55-64	0	F	8830
Toowoomba (R)	55-64	0	M	8086
Toowoomba (R)	55-64	1	F	570
Toowoomba (R)	55-64	1	M	557
Toowoomba (R)	65-74		F	700
Toowoomba (R)	65-74		M	608
Toowoomba (R)	65-74	0	F	6918
Toowoomba (R)	65-74	0	M	6131
Toowoomba (R)	65-74	1	F	699
Toowoomba (R)	65-74	1	M	751
Toowoomba (R)	75-84		F	475
Toowoomba (R)	75-84		M	377
Toowoomba (R)	75-84	0	F	3451
Toowoomba (R)	75-84	0	M	2956
Toowoomba (R)	75-84	1	F	947
Toowoomba (R)	75-84	1	M	731
Toowoomba (R)	85+		F	404
Toowoomba (R)	85+		M	165
Toowoomba (R)	85+	0	F	906
Toowoomba (R)	85+	0	M	646
Toowoomba (R)	85+	1	F	1144
Toowoomba (R)	85+	1	M	539
Torres (S)	0-4		F	19
Torres (S)	0-4		M	25
Torres (S)	0-4	0	F	146
Torres (S)	0-4	0	M	129
Torres (S)	5-14		F	26
Torres (S)	5-14		M	43
Torres (S)	5-14	0	F	283
Torres (S)	5-14	0	M	309
Torres (S)	5-14	1	F	6
Torres (S)	5-14	1	M	6
Torres (S)	15-19		F	27
Torres (S)	15-19		M	14
Torres (S)	15-19	0	F	102
Torres (S)	15-19	0	M	140
Torres (S)	15-19	1	M	4
Torres (S)	20-24		F	37
Torres (S)	20-24		M	31
Torres (S)	20-24	0	F	108
Torres (S)	20-24	0	M	108
Torres (S)	20-24	1	M	5
Torres (S)	25-34		F	78
Torres (S)	25-34		M	83
Torres (S)	25-34	0	F	238
Torres (S)	25-34	0	M	208
Torres (S)	25-34	1	F	3
Torres (S)	35-44		F	38
Torres (S)	35-44		M	27
Torres (S)	35-44	0	F	235
Torres (S)	35-44	0	M	178
Torres (S)	35-44	1	F	3
Torres (S)	35-44	1	M	3
Torres (S)	45-54		F	33
Torres (S)	45-54		M	34
Torres (S)	45-54	0	F	164
Torres (S)	45-54	0	M	164
Torres (S)	45-54	1	F	3
Torres (S)	45-54	1	M	3
Torres (S)	55-64		F	24
Torres (S)	55-64		M	21
Torres (S)	55-64	0	F	151
Torres (S)	55-64	0	M	150
Torres (S)	55-64	1	F	10
Torres (S)	55-64	1	M	7
Torres (S)	65-74		F	11
Torres (S)	65-74		M	9
Torres (S)	65-74	0	F	42
Torres (S)	65-74	0	M	49
Torres (S)	65-74	1	F	15
Torres (S)	65-74	1	M	9
Torres (S)	75-84		M	3
Torres (S)	75-84	0	F	11
Torres (S)	75-84	0	M	13
Torres (S)	75-84	1	F	9
Torres (S)	75-84	1	M	12
Torres (S)	85+	0	F	6
Torres (S)	85+	1	F	4
Torres Strait Island (R)	0-4		F	29
Torres Strait Island (R)	0-4		M	33
Torres Strait Island (R)	0-4	0	F	238
Torres Strait Island (R)	0-4	0	M	247
Torres Strait Island (R)	5-14		F	53
Torres Strait Island (R)	5-14		M	28
Torres Strait Island (R)	5-14	0	F	455
Torres Strait Island (R)	5-14	0	M	479
Torres Strait Island (R)	5-14	1	F	3
Torres Strait Island (R)	5-14	1	M	4
Torres Strait Island (R)	15-19		F	33
Torres Strait Island (R)	15-19		M	60
Torres Strait Island (R)	15-19	0	F	126
Torres Strait Island (R)	15-19	0	M	135
Torres Strait Island (R)	20-24		F	38
Torres Strait Island (R)	20-24		M	12
Torres Strait Island (R)	20-24	0	F	181
Torres Strait Island (R)	20-24	0	M	176
Torres Strait Island (R)	20-24	1	M	3
Torres Strait Island (R)	25-34		F	23
Torres Strait Island (R)	25-34		M	52
Torres Strait Island (R)	25-34	0	F	319
Torres Strait Island (R)	25-34	0	M	308
Torres Strait Island (R)	25-34	1	M	3
Torres Strait Island (R)	35-44		F	9
Torres Strait Island (R)	35-44		M	21
Torres Strait Island (R)	35-44	0	F	240
Torres Strait Island (R)	35-44	0	M	221
Torres Strait Island (R)	35-44	1	M	4
Torres Strait Island (R)	45-54		F	7
Torres Strait Island (R)	45-54		M	6
Torres Strait Island (R)	45-54	0	F	174
Torres Strait Island (R)	45-54	0	M	216
Torres Strait Island (R)	45-54	1	F	3
Torres Strait Island (R)	45-54	1	M	6
Torres Strait Island (R)	55-64		F	4
Torres Strait Island (R)	55-64		M	9
Torres Strait Island (R)	55-64	0	F	161
Torres Strait Island (R)	55-64	0	M	150
Torres Strait Island (R)	55-64	1	F	15
Torres Strait Island (R)	55-64	1	M	17
Torres Strait Island (R)	65-74		F	3
Torres Strait Island (R)	65-74		M	6
Torres Strait Island (R)	65-74	0	F	68
Torres Strait Island (R)	65-74	0	M	68
Torres Strait Island (R)	65-74	1	F	16
Torres Strait Island (R)	65-74	1	M	8
Torres Strait Island (R)	75-84	0	F	16
Torres Strait Island (R)	75-84	0	M	15
Torres Strait Island (R)	75-84	1	F	13
Torres Strait Island (R)	75-84	1	M	7
Torres Strait Island (R)	85+	0	F	3
Torres Strait Island (R)	85+	0	M	3
Torres Strait Island (R)	85+	1	F	4
Torres Strait Island (R)	85+	1	M	3
Townsville (C)	0-4		F	406
Townsville (C)	0-4		M	443
Townsville (C)	0-4	0	F	5555
Townsville (C)	0-4	0	M	6052
Townsville (C)	0-4	1	F	73
Townsville (C)	0-4	1	M	107
Townsville (C)	5-14		F	742
Townsville (C)	5-14		M	735
Townsville (C)	5-14	0	F	11294
Townsville (C)	5-14	0	M	11377
Townsville (C)	5-14	1	F	299
Townsville (C)	5-14	1	M	627
Townsville (C)	15-19		F	454
Townsville (C)	15-19		M	520
Townsville (C)	15-19	0	F	5844
Townsville (C)	15-19	0	M	6082
Townsville (C)	15-19	1	F	116
Townsville (C)	15-19	1	M	243
Townsville (C)	20-24		F	617
Townsville (C)	20-24		M	1021
Townsville (C)	20-24	0	F	6821
Townsville (C)	20-24	0	M	7034
Townsville (C)	20-24	1	F	104
Townsville (C)	20-24	1	M	148
Townsville (C)	25-34		F	1055
Townsville (C)	25-34		M	1561
Townsville (C)	25-34	0	F	12624
Townsville (C)	25-34	0	M	11976
Townsville (C)	25-34	1	F	242
Townsville (C)	25-34	1	M	269
Townsville (C)	35-44		F	919
Townsville (C)	35-44		M	1200
Townsville (C)	35-44	0	F	11438
Townsville (C)	35-44	0	M	10595
Townsville (C)	35-44	1	F	334
Townsville (C)	35-44	1	M	344
Townsville (C)	45-54		F	956
Townsville (C)	45-54		M	1149
Townsville (C)	45-54	0	F	10975
Townsville (C)	45-54	0	M	10406
Townsville (C)	45-54	1	F	529
Townsville (C)	45-54	1	M	469
Townsville (C)	55-64		F	811
Townsville (C)	55-64		M	880
Townsville (C)	55-64	0	F	8924
Townsville (C)	55-64	0	M	8667
Townsville (C)	55-64	1	F	568
Townsville (C)	55-64	1	M	661
Townsville (C)	65-74		F	583
Townsville (C)	65-74		M	629
Townsville (C)	65-74	0	F	5582
Townsville (C)	65-74	0	M	5506
Townsville (C)	65-74	1	F	646
Townsville (C)	65-74	1	M	809
Townsville (C)	75-84		F	322
Townsville (C)	75-84		M	256
Townsville (C)	75-84	0	F	2321
Townsville (C)	75-84	0	M	2054
Townsville (C)	75-84	1	F	830
Townsville (C)	75-84	1	M	636
Townsville (C)	85+		F	120
Townsville (C)	85+		M	96
Townsville (C)	85+	0	F	508
Townsville (C)	85+	0	M	423
Townsville (C)	85+	1	F	794
Townsville (C)	85+	1	M	368
Weipa (T)	0-4		F	16
Weipa (T)	0-4		M	22
Weipa (T)	0-4	0	F	143
Weipa (T)	0-4	0	M	182
Weipa (T)	5-14		F	24
Weipa (T)	5-14		M	31
Weipa (T)	5-14	0	F	301
Weipa (T)	5-14	0	M	304
Weipa (T)	5-14	1	M	4
Weipa (T)	15-19		F	11
Weipa (T)	15-19		M	6
Weipa (T)	15-19	0	F	106
Weipa (T)	15-19	0	M	90
Weipa (T)	15-19	1	M	3
Weipa (T)	20-24		F	10
Weipa (T)	20-24		M	16
Weipa (T)	20-24	0	F	83
Weipa (T)	20-24	0	M	108
Weipa (T)	20-24	1	F	3
Weipa (T)	25-34		F	33
Weipa (T)	25-34		M	33
Weipa (T)	25-34	0	F	310
Weipa (T)	25-34	0	M	319
Weipa (T)	25-34	1	F	4
Weipa (T)	25-34	1	M	3
Weipa (T)	35-44		F	37
Weipa (T)	35-44		M	45
Weipa (T)	35-44	0	F	283
Weipa (T)	35-44	0	M	338
Weipa (T)	45-54		F	31
Weipa (T)	45-54		M	37
Weipa (T)	45-54	0	F	237
Weipa (T)	45-54	0	M	285
Weipa (T)	45-54	1	F	6
Weipa (T)	45-54	1	M	3
Weipa (T)	55-64		F	17
Weipa (T)	55-64		M	27
Weipa (T)	55-64	0	F	96
Weipa (T)	55-64	0	M	174
Weipa (T)	55-64	1	M	4
Weipa (T)	65-74		F	5
Weipa (T)	65-74		M	6
Weipa (T)	65-74	0	F	26
Weipa (T)	65-74	0	M	37
Weipa (T)	65-74	1	F	6
Weipa (T)	75-84	1	F	3
Weipa (T)	75-84	1	M	5
Western Downs (R)	0-4		F	137
Western Downs (R)	0-4		M	126
Western Downs (R)	0-4	0	F	1006
Western Downs (R)	0-4	0	M	1100
Western Downs (R)	0-4	1	F	11
Western Downs (R)	0-4	1	M	12
Western Downs (R)	5-14		F	216
Western Downs (R)	5-14		M	247
Western Downs (R)	5-14	0	F	2124
Western Downs (R)	5-14	0	M	2236
Western Downs (R)	5-14	1	F	46
Western Downs (R)	5-14	1	M	118
Western Downs (R)	15-19		F	103
Western Downs (R)	15-19		M	115
Western Downs (R)	15-19	0	F	886
Western Downs (R)	15-19	0	M	945
Western Downs (R)	15-19	1	F	17
Western Downs (R)	15-19	1	M	47
Western Downs (R)	20-24		F	108
Western Downs (R)	20-24		M	114
Western Downs (R)	20-24	0	F	802
Western Downs (R)	20-24	0	M	820
Western Downs (R)	20-24	1	F	21
Western Downs (R)	20-24	1	M	33
Western Downs (R)	25-34		F	216
Western Downs (R)	25-34		M	282
Western Downs (R)	25-34	0	F	1777
Western Downs (R)	25-34	0	M	1794
Western Downs (R)	25-34	1	F	29
Western Downs (R)	25-34	1	M	41
Western Downs (R)	35-44		F	236
Western Downs (R)	35-44		M	289
Western Downs (R)	35-44	0	F	1839
Western Downs (R)	35-44	0	M	1779
Western Downs (R)	35-44	1	F	50
Western Downs (R)	35-44	1	M	52
Western Downs (R)	45-54		F	269
Western Downs (R)	45-54		M	315
Western Downs (R)	45-54	0	F	1825
Western Downs (R)	45-54	0	M	1880
Western Downs (R)	45-54	1	F	97
Western Downs (R)	45-54	1	M	120
Western Downs (R)	55-64		F	253
Western Downs (R)	55-64		M	259
Western Downs (R)	55-64	0	F	1522
Western Downs (R)	55-64	0	M	1627
Western Downs (R)	55-64	1	F	121
Western Downs (R)	55-64	1	M	139
Western Downs (R)	65-74		F	195
Western Downs (R)	65-74		M	214
Western Downs (R)	65-74	0	F	1132
Western Downs (R)	65-74	0	M	1280
Western Downs (R)	65-74	1	F	106
Western Downs (R)	65-74	1	M	128
Western Downs (R)	75-84		F	98
Western Downs (R)	75-84		M	103
Western Downs (R)	75-84	0	F	565
Western Downs (R)	75-84	0	M	550
Western Downs (R)	75-84	1	F	136
Western Downs (R)	75-84	1	M	113
Western Downs (R)	85+		F	45
Western Downs (R)	85+		M	27
Western Downs (R)	85+	0	F	122
Western Downs (R)	85+	0	M	123
Western Downs (R)	85+	1	F	190
Western Downs (R)	85+	1	M	88
Whitsunday (R)	0-4		F	118
Whitsunday (R)	0-4		M	109
Whitsunday (R)	0-4	0	F	827
Whitsunday (R)	0-4	0	M	938
Whitsunday (R)	0-4	1	F	4
Whitsunday (R)	0-4	1	M	13
Whitsunday (R)	5-14		F	170
Whitsunday (R)	5-14		M	235
Whitsunday (R)	5-14	0	F	1737
Whitsunday (R)	5-14	0	M	1820
Whitsunday (R)	5-14	1	F	43
Whitsunday (R)	5-14	1	M	94
Whitsunday (R)	15-19		F	87
Whitsunday (R)	15-19		M	118
Whitsunday (R)	15-19	0	F	676
Whitsunday (R)	15-19	0	M	743
Whitsunday (R)	15-19	1	F	11
Whitsunday (R)	15-19	1	M	19
Whitsunday (R)	20-24		F	192
Whitsunday (R)	20-24		M	185
Whitsunday (R)	20-24	0	F	867
Whitsunday (R)	20-24	0	M	856
Whitsunday (R)	20-24	1	F	12
Whitsunday (R)	20-24	1	M	18
Whitsunday (R)	25-34		F	408
Whitsunday (R)	25-34		M	505
Whitsunday (R)	25-34	0	F	2109
Whitsunday (R)	25-34	0	M	2125
Whitsunday (R)	25-34	1	F	30
Whitsunday (R)	25-34	1	M	33
Whitsunday (R)	35-44		F	284
Whitsunday (R)	35-44		M	357
Whitsunday (R)	35-44	0	F	1888
Whitsunday (R)	35-44	0	M	1890
Whitsunday (R)	35-44	1	F	47
Whitsunday (R)	35-44	1	M	35
Whitsunday (R)	45-54		F	266
Whitsunday (R)	45-54		M	337
Whitsunday (R)	45-54	0	F	1887
Whitsunday (R)	45-54	0	M	1966
Whitsunday (R)	45-54	1	F	82
Whitsunday (R)	45-54	1	M	79
Whitsunday (R)	55-64		F	265
Whitsunday (R)	55-64		M	297
Whitsunday (R)	55-64	0	F	1827
Whitsunday (R)	55-64	0	M	1979
Whitsunday (R)	55-64	1	F	116
Whitsunday (R)	55-64	1	M	121
Whitsunday (R)	65-74		F	169
Whitsunday (R)	65-74		M	220
Whitsunday (R)	65-74	0	F	1162
Whitsunday (R)	65-74	0	M	1394
Whitsunday (R)	65-74	1	F	90
Whitsunday (R)	65-74	1	M	151
Whitsunday (R)	75-84		F	67
Whitsunday (R)	75-84		M	71
Whitsunday (R)	75-84	0	F	438
Whitsunday (R)	75-84	0	M	476
Whitsunday (R)	75-84	1	F	133
Whitsunday (R)	75-84	1	M	120
Whitsunday (R)	85+		F	36
Whitsunday (R)	85+		M	24
Whitsunday (R)	85+	0	F	93
Whitsunday (R)	85+	0	M	90
Whitsunday (R)	85+	1	F	130
Whitsunday (R)	85+	1	M	68
Winton (S)	0-4		M	7
Winton (S)	0-4	0	F	29
Winton (S)	0-4	0	M	32
Winton (S)	5-14		F	3
Winton (S)	5-14		M	4
Winton (S)	5-14	0	F	51
Winton (S)	5-14	0	M	57
Winton (S)	15-19		M	4
Winton (S)	15-19	0	F	24
Winton (S)	15-19	0	M	19
Winton (S)	20-24		M	3
Winton (S)	20-24	0	F	31
Winton (S)	20-24	0	M	17
Winton (S)	25-34		F	9
Winton (S)	25-34		M	6
Winton (S)	25-34	0	F	60
Winton (S)	25-34	0	M	56
Winton (S)	35-44		F	3
Winton (S)	35-44		M	3
Winton (S)	35-44	0	F	52
Winton (S)	35-44	0	M	58
Winton (S)	35-44	1	F	5
Winton (S)	45-54		F	8
Winton (S)	45-54		M	4
Winton (S)	45-54	0	F	76
Winton (S)	45-54	0	M	68
Winton (S)	45-54	1	M	3
Winton (S)	55-64		F	12
Winton (S)	55-64		M	6
Winton (S)	55-64	0	F	63
Winton (S)	55-64	0	M	89
Winton (S)	55-64	1	M	5
Winton (S)	65-74		F	6
Winton (S)	65-74		M	15
Winton (S)	65-74	0	F	51
Winton (S)	65-74	0	M	71
Winton (S)	65-74	1	F	4
Winton (S)	65-74	1	M	3
Winton (S)	75-84		F	4
Winton (S)	75-84		M	3
Winton (S)	75-84	0	F	26
Winton (S)	75-84	0	M	29
Winton (S)	75-84	1	F	4
Winton (S)	75-84	1	M	12
Winton (S)	85+		F	3
Winton (S)	85+		M	4
Winton (S)	85+	0	F	3
Winton (S)	85+	0	M	3
Winton (S)	85+	1	F	4
Winton (S)	85+	1	M	8
Woorabinda (S)	0-4	0	F	50
Woorabinda (S)	0-4	0	M	52
Woorabinda (S)	0-4	1	F	3
Woorabinda (S)	5-14		F	6
Woorabinda (S)	5-14		M	4
Woorabinda (S)	5-14	0	F	99
Woorabinda (S)	5-14	0	M	103
Woorabinda (S)	15-19	0	F	41
Woorabinda (S)	15-19	0	M	37
Woorabinda (S)	20-24		F	8
Woorabinda (S)	20-24		M	15
Woorabinda (S)	20-24	0	F	52
Woorabinda (S)	20-24	0	M	36
Woorabinda (S)	20-24	1	F	4
Woorabinda (S)	25-34		M	3
Woorabinda (S)	25-34	0	F	58
Woorabinda (S)	25-34	0	M	54
Woorabinda (S)	35-44		F	3
Woorabinda (S)	35-44	0	F	55
Woorabinda (S)	35-44	0	M	47
Woorabinda (S)	45-54		F	6
Woorabinda (S)	45-54		M	4
Woorabinda (S)	45-54	0	F	60
Woorabinda (S)	45-54	0	M	39
Woorabinda (S)	55-64		F	5
Woorabinda (S)	55-64		M	4
Woorabinda (S)	55-64	0	F	23
Woorabinda (S)	55-64	0	M	31
Woorabinda (S)	55-64	1	F	8
Woorabinda (S)	55-64	1	M	5
Woorabinda (S)	65-74	0	F	20
Woorabinda (S)	65-74	0	M	9
Woorabinda (S)	65-74	1	F	4
Woorabinda (S)	65-74	1	M	8
