LGA_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Monash (C)	1	5	4170
Monash (C)	1	6	1692
Moonee Valley (C)	0	1	11481
Moonee Valley (C)	0	2	1467
Moonee Valley (C)	0	3	491
Moonee Valley (C)	0	4	141
Moonee Valley (C)	0	5	32
Moonee Valley (C)	0	6	16
Moonee Valley (C)	1	2	12582
Moonee Valley (C)	1	3	6630
Moonee Valley (C)	1	4	7146
Moonee Valley (C)	1	5	2680
Moonee Valley (C)	1	6	854
Moorabool (S)	0	1	2550
Moorabool (S)	0	2	191
Moorabool (S)	0	3	15
Moorabool (S)	1	2	3542
Moorabool (S)	1	3	1692
Moorabool (S)	1	4	1887
Moorabool (S)	1	5	891
Moorabool (S)	1	6	371
Moreland (C)	0	1	16516
Moreland (C)	0	2	3072
Moreland (C)	0	3	1428
Moreland (C)	0	4	640
Moreland (C)	0	5	234
Moreland (C)	0	6	127
Moreland (C)	1	2	17135
Moreland (C)	1	3	8970
Moreland (C)	1	4	8505
Moreland (C)	1	5	3020
Moreland (C)	1	6	1566
Mornington Peninsula (S)	0	1	15561
Mornington Peninsula (S)	0	2	1044
Mornington Peninsula (S)	0	3	91
Mornington Peninsula (S)	0	4	21
Mornington Peninsula (S)	0	5	17
Mornington Peninsula (S)	0	6	3
Mornington Peninsula (S)	1	2	20054
Mornington Peninsula (S)	1	3	7864
Mornington Peninsula (S)	1	4	8448
Mornington Peninsula (S)	1	5	3454
Mornington Peninsula (S)	1	6	1241
Mount Alexander (S)	0	1	2426
Mount Alexander (S)	0	2	220
Mount Alexander (S)	0	3	26
Mount Alexander (S)	0	4	6
Mount Alexander (S)	0	6	4
Mount Alexander (S)	1	2	2609
Mount Alexander (S)	1	3	879
Mount Alexander (S)	1	4	775
Mount Alexander (S)	1	5	311
Mount Alexander (S)	1	6	115
Moyne (S)	0	1	1473
Moyne (S)	0	2	107
Moyne (S)	0	3	12
Moyne (S)	0	4	3
Moyne (S)	0	6	3
Moyne (S)	1	2	2129
Moyne (S)	1	3	760
Moyne (S)	1	4	756
Moyne (S)	1	5	431
Moyne (S)	1	6	214
Murrindindi (S)	0	1	1595
Murrindindi (S)	0	2	111
Murrindindi (S)	0	3	4
Murrindindi (S)	0	4	5
Murrindindi (S)	0	5	3
Murrindindi (S)	1	2	1961
Murrindindi (S)	1	3	617
Murrindindi (S)	1	4	610
Murrindindi (S)	1	5	228
Murrindindi (S)	1	6	120
Nillumbik (S)	0	1	2835
Nillumbik (S)	0	2	206
Nillumbik (S)	0	3	31
Nillumbik (S)	0	4	9
Nillumbik (S)	1	2	5715
Nillumbik (S)	1	3	3553
Nillumbik (S)	1	4	4796
Nillumbik (S)	1	5	2014
Nillumbik (S)	1	6	605
Northern Grampians (S)	0	1	1596
Northern Grampians (S)	0	2	113
Northern Grampians (S)	0	3	14
Northern Grampians (S)	0	4	3
Northern Grampians (S)	0	5	9
Northern Grampians (S)	0	6	6
Northern Grampians (S)	1	2	1672
Northern Grampians (S)	1	3	545
Northern Grampians (S)	1	4	460
Northern Grampians (S)	1	5	201
Northern Grampians (S)	1	6	73
Port Phillip (C)	0	1	17802
Port Phillip (C)	0	2	3121
Port Phillip (C)	0	3	758
Port Phillip (C)	0	4	153
Port Phillip (C)	0	5	33
Port Phillip (C)	0	6	16
Port Phillip (C)	1	2	14105
Port Phillip (C)	1	3	4643
Port Phillip (C)	1	4	3298
Port Phillip (C)	1	5	913
Port Phillip (C)	1	6	258
Pyrenees (S)	0	1	869
Pyrenees (S)	0	2	74
Pyrenees (S)	0	6	3
Pyrenees (S)	1	2	983
Pyrenees (S)	1	3	310
Pyrenees (S)	1	4	266
Pyrenees (S)	1	5	118
Pyrenees (S)	1	6	85
Queenscliffe (B)	0	1	420
Queenscliffe (B)	0	2	16
Queenscliffe (B)	1	2	488
Queenscliffe (B)	1	3	100
Queenscliffe (B)	1	4	105
Queenscliffe (B)	1	5	39
Queenscliffe (B)	1	6	16
South Gippsland (S)	0	1	3147
South Gippsland (S)	0	2	187
South Gippsland (S)	0	3	18
South Gippsland (S)	0	4	8
South Gippsland (S)	0	5	3
South Gippsland (S)	1	2	3962
South Gippsland (S)	1	3	1267
South Gippsland (S)	1	4	1260
South Gippsland (S)	1	5	652
South Gippsland (S)	1	6	283
Southern Grampians (S)	0	1	2020
Southern Grampians (S)	0	2	124
Southern Grampians (S)	0	3	17
Southern Grampians (S)	1	2	2236
Southern Grampians (S)	1	3	776
Southern Grampians (S)	1	4	685
Southern Grampians (S)	1	5	334
Southern Grampians (S)	1	6	132
Stonnington (C)	0	1	15013
Stonnington (C)	0	2	2961
Stonnington (C)	0	3	924
Stonnington (C)	0	4	237
Stonnington (C)	0	5	68
Stonnington (C)	0	6	30
Stonnington (C)	1	2	13191
Stonnington (C)	1	3	4679
Stonnington (C)	1	4	4459
Stonnington (C)	1	5	1726
Stonnington (C)	1	6	431
Strathbogie (S)	0	1	1370
Strathbogie (S)	0	2	93
Strathbogie (S)	0	3	3
Strathbogie (S)	1	2	1593
Strathbogie (S)	1	3	495
Strathbogie (S)	1	4	382
Strathbogie (S)	1	5	166
Strathbogie (S)	1	6	71
Surf Coast (S)	0	1	2160
Surf Coast (S)	0	2	201
Surf Coast (S)	0	3	60
Surf Coast (S)	0	4	23
Surf Coast (S)	0	5	7
Surf Coast (S)	1	2	3462
Surf Coast (S)	1	3	1386
Surf Coast (S)	1	4	1831
Surf Coast (S)	1	5	807
Surf Coast (S)	1	6	217
Swan Hill (RC)	0	1	2058
Swan Hill (RC)	0	2	191
Swan Hill (RC)	0	3	45
Swan Hill (RC)	0	4	16
Swan Hill (RC)	0	5	10
Swan Hill (RC)	0	6	4
Swan Hill (RC)	1	2	2340
Swan Hill (RC)	1	3	985
Swan Hill (RC)	1	4	823
Swan Hill (RC)	1	5	500
Swan Hill (RC)	1	6	228
Towong (S)	0	1	705
Towong (S)	0	2	46
Towong (S)	0	3	8
Towong (S)	1	2	925
Towong (S)	1	3	244
Towong (S)	1	4	239
Towong (S)	1	5	130
Towong (S)	1	6	38
Wangaratta (RC)	0	1	3311
Wangaratta (RC)	0	2	248
Wangaratta (RC)	0	3	21
Wangaratta (RC)	0	4	9
Wangaratta (RC)	0	5	8
Wangaratta (RC)	1	2	3814
Wangaratta (RC)	1	3	1367
Wangaratta (RC)	1	4	1351
Wangaratta (RC)	1	5	622
Wangaratta (RC)	1	6	217
Warrnambool (C)	0	1	3757
Warrnambool (C)	0	2	342
Warrnambool (C)	0	3	97
Warrnambool (C)	0	4	41
Warrnambool (C)	0	5	19
Warrnambool (C)	0	6	17
Warrnambool (C)	1	2	4057
Warrnambool (C)	1	3	1662
Warrnambool (C)	1	4	1638
Warrnambool (C)	1	5	730
Warrnambool (C)	1	6	289
Wellington (S)	0	1	4775
Wellington (S)	0	2	354
Wellington (S)	0	3	48
Wellington (S)	0	4	11
Wellington (S)	0	5	5
Wellington (S)	0	6	5
Wellington (S)	1	2	5612
Wellington (S)	1	3	2056
Wellington (S)	1	4	1906
Wellington (S)	1	5	964
Wellington (S)	1	6	351
West Wimmera (S)	0	1	536
West Wimmera (S)	0	2	24
West Wimmera (S)	0	3	4
West Wimmera (S)	1	2	575
West Wimmera (S)	1	3	175
West Wimmera (S)	1	4	145
West Wimmera (S)	1	5	98
West Wimmera (S)	1	6	30
Whitehorse (C)	0	1	13931
Whitehorse (C)	0	2	1569
Whitehorse (C)	0	3	756
Whitehorse (C)	0	4	405
Whitehorse (C)	0	5	186
Whitehorse (C)	0	6	133
Whitehorse (C)	1	2	15991
Whitehorse (C)	1	3	9561
Whitehorse (C)	1	4	10565
Whitehorse (C)	1	5	3843
Whitehorse (C)	1	6	1364
Whittlesea (C)	0	1	10434
Whittlesea (C)	0	2	1112
Whittlesea (C)	0	3	302
Whittlesea (C)	0	4	181
Whittlesea (C)	0	5	63
Whittlesea (C)	0	6	36
Whittlesea (C)	1	2	16908
Whittlesea (C)	1	3	12305
Whittlesea (C)	1	4	13533
Whittlesea (C)	1	5	5800
Whittlesea (C)	1	6	3008
Wodonga (C)	0	1	3726
Wodonga (C)	0	2	368
Wodonga (C)	0	3	44
Wodonga (C)	0	4	27
Wodonga (C)	0	5	5
Wodonga (C)	1	2	4656
Wodonga (C)	1	3	2135
Wodonga (C)	1	4	2064
Wodonga (C)	1	5	893
Wodonga (C)	1	6	346
Wyndham (C)	0	1	10116
Wyndham (C)	0	2	1260
Wyndham (C)	0	3	270
Wyndham (C)	0	4	111
Wyndham (C)	0	5	38
Wyndham (C)	0	6	20
Wyndham (C)	1	2	16141
Wyndham (C)	1	3	14082
Wyndham (C)	1	4	14699
Wyndham (C)	1	5	6196
Wyndham (C)	1	6	4008
Yarra (C)	0	1	11757
Yarra (C)	0	2	2888
Yarra (C)	0	3	1487
Yarra (C)	0	4	546
Yarra (C)	0	5	147
Yarra (C)	0	6	43
Yarra (C)	1	2	11262
Yarra (C)	1	3	4013
Yarra (C)	1	4	2974
Yarra (C)	1	5	807
Yarra (C)	1	6	326
Yarra Ranges (S)	0	1	10796
Yarra Ranges (S)	0	2	950
Yarra Ranges (S)	0	3	120
Yarra Ranges (S)	0	4	21
Yarra Ranges (S)	0	5	8
Yarra Ranges (S)	0	6	6
Yarra Ranges (S)	1	2	16318
Yarra Ranges (S)	1	3	8573
Yarra Ranges (S)	1	4	9330
Yarra Ranges (S)	1	5	4048
Yarra Ranges (S)	1	6	1735
Yarriambiack (S)	0	1	930
Yarriambiack (S)	0	2	50
Yarriambiack (S)	0	3	4
Yarriambiack (S)	1	2	979
Yarriambiack (S)	1	3	275
Yarriambiack (S)	1	4	248
Yarriambiack (S)	1	5	133
Yarriambiack (S)	1	6	59
Unincorporated Vic	0	1	64
Unincorporated Vic	0	2	15
Unincorporated Vic	0	3	3
Unincorporated Vic	1	2	35
Unincorporated Vic	1	3	19
Unincorporated Vic	1	4	17
Unincorporated Vic	1	5	3
Unincorporated Vic	1	6	3
Aurukun (S)	0	1	46
Aurukun (S)	0	2	3
Aurukun (S)	0	3	3
Aurukun (S)	1	2	38
Aurukun (S)	1	3	26
Aurukun (S)	1	4	36
Aurukun (S)	1	5	23
Aurukun (S)	1	6	89
Balonne (S)	0	1	419
Balonne (S)	0	2	28
Balonne (S)	0	3	5
Balonne (S)	1	2	528
Balonne (S)	1	3	191
Balonne (S)	1	4	187
Balonne (S)	1	5	114
Balonne (S)	1	6	52
Banana (S)	0	1	1231
Banana (S)	0	2	103
Banana (S)	0	3	26
Banana (S)	0	4	8
Banana (S)	0	5	3
Banana (S)	0	6	4
Banana (S)	1	2	1649
Banana (S)	1	3	661
Banana (S)	1	4	746
Banana (S)	1	5	328
Banana (S)	1	6	206
Barcaldine (R)	0	1	344
Barcaldine (R)	0	2	19
Barcaldine (R)	1	2	370
Barcaldine (R)	1	3	131
Barcaldine (R)	1	4	136
Barcaldine (R)	1	5	60
Barcaldine (R)	1	6	22
Barcoo (S)	0	1	41
Barcoo (S)	0	2	5
Barcoo (S)	1	2	36
Barcoo (S)	1	3	7
Barcoo (S)	1	4	9
Barcoo (S)	1	5	3
Blackall-Tambo (R)	0	1	250
Blackall-Tambo (R)	0	2	4
Blackall-Tambo (R)	0	3	3
Blackall-Tambo (R)	1	2	282
Blackall-Tambo (R)	1	3	85
Blackall-Tambo (R)	1	4	79
Blackall-Tambo (R)	1	5	44
Blackall-Tambo (R)	1	6	17
Boulia (S)	0	1	50
Boulia (S)	0	2	3
Boulia (S)	1	2	39
Boulia (S)	1	3	15
Boulia (S)	1	4	9
Boulia (S)	1	5	8
Boulia (S)	1	6	6
Brisbane (C)	0	1	95700
Brisbane (C)	0	2	17864
Brisbane (C)	0	3	6955
Brisbane (C)	0	4	2791
Brisbane (C)	0	5	1037
Brisbane (C)	0	6	542
Brisbane (C)	1	2	116439
Brisbane (C)	1	3	62436
Brisbane (C)	1	4	63534
Brisbane (C)	1	5	25325
Brisbane (C)	1	6	11534
Bulloo (S)	0	1	43
Bulloo (S)	0	2	3
Bulloo (S)	1	2	46
Bulloo (S)	1	3	18
Bulloo (S)	1	4	12
Bulloo (S)	1	5	4
Bulloo (S)	1	6	5
Bundaberg (R)	0	1	9312
Bundaberg (R)	0	2	997
Bundaberg (R)	0	3	137
Bundaberg (R)	0	4	44
Bundaberg (R)	0	5	12
Bundaberg (R)	0	6	12
Bundaberg (R)	1	2	13210
Bundaberg (R)	1	3	4648
Bundaberg (R)	1	4	4053
Bundaberg (R)	1	5	1842
Bundaberg (R)	1	6	975
Burdekin (S)	0	1	1853
Burdekin (S)	0	2	138
Burdekin (S)	0	3	13
Burdekin (S)	0	4	8
Burdekin (S)	0	6	4
Burdekin (S)	1	2	2292
Burdekin (S)	1	3	877
Burdekin (S)	1	4	832
Burdekin (S)	1	5	370
Burdekin (S)	1	6	148
Burke (S)	0	1	35
Burke (S)	0	2	5
Burke (S)	1	2	24
Burke (S)	1	3	6
Burke (S)	1	4	11
Burke (S)	1	5	9
Burke (S)	1	6	4
Cairns (R)	0	1	14570
Cairns (R)	0	2	2091
Cairns (R)	0	3	414
Cairns (R)	0	4	132
Cairns (R)	0	5	19
Cairns (R)	0	6	26
Cairns (R)	1	2	17255
Cairns (R)	1	3	8558
Cairns (R)	1	4	7675
Cairns (R)	1	5	3245
Cairns (R)	1	6	1808
Carpentaria (S)	0	1	191
Carpentaria (S)	0	2	16
Carpentaria (S)	1	2	210
Carpentaria (S)	1	3	69
Carpentaria (S)	1	4	71
Carpentaria (S)	1	5	37
Carpentaria (S)	1	6	46
Cassowary Coast (R)	0	1	3008
Cassowary Coast (R)	0	2	298
Cassowary Coast (R)	0	3	59
Cassowary Coast (R)	0	4	12
Cassowary Coast (R)	0	5	4
Cassowary Coast (R)	1	2	3806
Cassowary Coast (R)	1	3	1367
Cassowary Coast (R)	1	4	1198
Cassowary Coast (R)	1	5	541
Cassowary Coast (R)	1	6	334
Central Highlands (R) (Qld)	0	1	2173
Central Highlands (R) (Qld)	0	2	210
Central Highlands (R) (Qld)	0	3	32
Central Highlands (R) (Qld)	0	4	6
Central Highlands (R) (Qld)	1	2	2637
Central Highlands (R) (Qld)	1	3	1251
Central Highlands (R) (Qld)	1	4	1480
Central Highlands (R) (Qld)	1	5	744
Central Highlands (R) (Qld)	1	6	367
Charters Towers (R)	0	1	1207
Charters Towers (R)	0	2	105
Charters Towers (R)	0	3	13
Charters Towers (R)	0	4	5
Charters Towers (R)	1	2	1384
Charters Towers (R)	1	3	528
Charters Towers (R)	1	4	523
Charters Towers (R)	1	5	229
Charters Towers (R)	1	6	160
Cherbourg (S)	0	1	46
Cherbourg (S)	0	2	5
Cherbourg (S)	1	2	41
Cherbourg (S)	1	3	42
Cherbourg (S)	1	4	35
Cherbourg (S)	1	5	47
Cherbourg (S)	1	6	67
Cloncurry (S)	0	1	290
Cloncurry (S)	0	2	29
Cloncurry (S)	0	3	4
Cloncurry (S)	0	4	3
Cloncurry (S)	0	5	3
Cloncurry (S)	1	2	253
Cloncurry (S)	1	3	143
Cloncurry (S)	1	4	87
Cloncurry (S)	1	5	64
Cloncurry (S)	1	6	46
Cook (S)	0	1	473
Cook (S)	0	2	59
Cook (S)	0	3	18
Cook (S)	0	4	4
Cook (S)	1	2	417
Cook (S)	1	3	149
Cook (S)	1	4	135
Cook (S)	1	5	78
Cook (S)	1	6	60
Croydon (S)	0	1	23
Croydon (S)	0	2	3
Croydon (S)	1	2	34
Croydon (S)	1	3	6
Croydon (S)	1	4	6
Croydon (S)	1	5	3
Croydon (S)	1	6	11
Diamantina (S)	0	1	24
Diamantina (S)	1	2	22
Diamantina (S)	1	3	12
Diamantina (S)	1	4	9
Diamantina (S)	1	5	3
Diamantina (S)	1	6	3
Doomadgee (S)	0	1	28
Doomadgee (S)	0	2	10
Doomadgee (S)	1	2	28
Doomadgee (S)	1	3	32
Doomadgee (S)	1	4	40
Doomadgee (S)	1	5	34
Doomadgee (S)	1	6	95
Douglas (S)	0	1	1218
Douglas (S)	0	2	208
Douglas (S)	0	3	27
Douglas (S)	0	4	11
Douglas (S)	0	6	3
Douglas (S)	1	2	1489
Douglas (S)	1	3	509
Douglas (S)	1	4	495
Douglas (S)	1	5	164
Douglas (S)	1	6	72
Etheridge (S)	0	1	135
Etheridge (S)	0	2	7
Etheridge (S)	1	2	91
Etheridge (S)	1	3	30
Etheridge (S)	1	4	33
Etheridge (S)	1	5	16
Etheridge (S)	1	6	8
Flinders (S) (Qld)	0	1	177
Flinders (S) (Qld)	0	2	14
Flinders (S) (Qld)	0	3	3
Flinders (S) (Qld)	1	2	214
Flinders (S) (Qld)	1	3	66
Flinders (S) (Qld)	1	4	62
Flinders (S) (Qld)	1	5	43
Flinders (S) (Qld)	1	6	9
Fraser Coast (R)	0	1	10476
Fraser Coast (R)	0	2	1242
Fraser Coast (R)	0	3	135
Fraser Coast (R)	0	4	28
Fraser Coast (R)	0	5	7
Fraser Coast (R)	1	2	15302
Fraser Coast (R)	1	3	4876
Fraser Coast (R)	1	4	4031
Fraser Coast (R)	1	5	1849
Fraser Coast (R)	1	6	1035
Gladstone (R)	0	1	4836
Gladstone (R)	0	2	550
Gladstone (R)	0	3	85
Gladstone (R)	0	4	18
Gladstone (R)	0	5	3
Gladstone (R)	1	2	6983
Gladstone (R)	1	3	3367
Gladstone (R)	1	4	3450
Gladstone (R)	1	5	1429
Gladstone (R)	1	6	651
Gold Coast (C)	0	1	45955
Gold Coast (C)	0	2	8272
Gold Coast (C)	0	3	2017
Gold Coast (C)	0	4	654
Gold Coast (C)	0	5	188
Gold Coast (C)	0	6	102
Gold Coast (C)	1	2	62607
Gold Coast (C)	1	3	31556
Gold Coast (C)	1	4	30024
Gold Coast (C)	1	5	11672
Gold Coast (C)	1	6	5625
Goondiwindi (R)	0	1	1034
Goondiwindi (R)	0	2	84
Goondiwindi (R)	0	3	17
Goondiwindi (R)	0	4	4
Goondiwindi (R)	1	2	1315
Goondiwindi (R)	1	3	498
Goondiwindi (R)	1	4	469
Goondiwindi (R)	1	5	267
Goondiwindi (R)	1	6	102
Gympie (R)	0	1	5067
Gympie (R)	0	2	530
Gympie (R)	0	3	77
Gympie (R)	0	4	12
Gympie (R)	0	5	4
Gympie (R)	0	6	3
Gympie (R)	1	2	6954
Gympie (R)	1	3	2397
Gympie (R)	1	4	2021
Gympie (R)	1	5	983
Gympie (R)	1	6	632
Hinchinbrook (S)	0	1	1266
Hinchinbrook (S)	0	2	65
Hinchinbrook (S)	0	3	5
Hinchinbrook (S)	1	2	1661
Hinchinbrook (S)	1	3	529
Hinchinbrook (S)	1	4	464
Hinchinbrook (S)	1	5	202
Hinchinbrook (S)	1	6	69
Hope Vale (S)	0	1	42
Hope Vale (S)	0	2	3
Hope Vale (S)	1	2	44
Hope Vale (S)	1	3	48
Hope Vale (S)	1	4	30
Hope Vale (S)	1	5	32
Hope Vale (S)	1	6	33
Ipswich (C)	0	1	12877
Ipswich (C)	0	2	1826
Ipswich (C)	0	3	310
Ipswich (C)	0	4	85
Ipswich (C)	0	5	13
Ipswich (C)	0	6	9
Ipswich (C)	1	2	18105
Ipswich (C)	1	3	11191
Ipswich (C)	1	4	10797
Ipswich (C)	1	5	5013
Ipswich (C)	1	6	3429
Isaac (R)	0	1	1438
Isaac (R)	0	2	150
Isaac (R)	0	3	28
Isaac (R)	1	2	1770
Isaac (R)	1	3	915
Isaac (R)	1	4	1092
Isaac (R)	1	5	566
Isaac (R)	1	6	232
Kowanyama (S)	0	1	38
Kowanyama (S)	0	2	3
Kowanyama (S)	1	2	52
Kowanyama (S)	1	3	37
Kowanyama (S)	1	4	40
Kowanyama (S)	1	5	33
Kowanyama (S)	1	6	40
Livingstone (S)	0	1	3008
Livingstone (S)	0	2	292
Livingstone (S)	0	3	31
Livingstone (S)	0	4	7
Livingstone (S)	1	2	4519
Livingstone (S)	1	3	1807
Livingstone (S)	1	4	1772
Livingstone (S)	1	5	820
Livingstone (S)	1	6	394
Lockhart River (S)	0	1	37
Lockhart River (S)	0	2	4
Lockhart River (S)	1	2	15
Lockhart River (S)	1	3	28
Lockhart River (S)	1	4	11
Lockhart River (S)	1	5	11
Lockhart River (S)	1	6	46
Lockyer Valley (R)	0	1	2682
Lockyer Valley (R)	0	2	396
Lockyer Valley (R)	0	3	90
Lockyer Valley (R)	0	4	61
Lockyer Valley (R)	0	5	41
Lockyer Valley (R)	0	6	31
Lockyer Valley (R)	1	2	4396
Lockyer Valley (R)	1	3	1871
Lockyer Valley (R)	1	4	1732
Lockyer Valley (R)	1	5	952
Lockyer Valley (R)	1	6	636
Logan (C)	0	1	17980
Logan (C)	0	2	2724
Logan (C)	0	3	457
Logan (C)	0	4	163
Logan (C)	0	5	60
Logan (C)	0	6	42
Logan (C)	1	2	27452
Logan (C)	1	3	17075
Logan (C)	1	4	16689
Logan (C)	1	5	8211
Logan (C)	1	6	6369
Longreach (R)	0	1	442
Longreach (R)	0	2	39
Longreach (R)	0	3	5
Longreach (R)	1	2	441
Longreach (R)	1	3	177
Longreach (R)	1	4	132
Longreach (R)	1	5	85
Longreach (R)	1	6	39
Mackay (R)	0	1	9561
Mackay (R)	0	2	1045
Mackay (R)	0	3	160
Mackay (R)	0	4	38
Mackay (R)	0	5	5
Mackay (R)	0	6	3
Mackay (R)	1	2	13586
Mackay (R)	1	3	6304
Mackay (R)	1	4	6086
Mackay (R)	1	5	2746
Mackay (R)	1	6	1129
McKinlay (S)	0	1	96
McKinlay (S)	0	2	8
McKinlay (S)	1	2	71
McKinlay (S)	1	3	29
McKinlay (S)	1	4	32
McKinlay (S)	1	5	22
McKinlay (S)	1	6	13
Mapoon (S)	0	1	18
Mapoon (S)	0	2	4
Mapoon (S)	1	2	17
Mapoon (S)	1	3	8
Mapoon (S)	1	4	5
Mapoon (S)	1	5	20
Mapoon (S)	1	6	10
Maranoa (R)	0	1	1234
Maranoa (R)	0	2	105
Maranoa (R)	0	3	22
Maranoa (R)	0	4	5
Maranoa (R)	1	2	1406
Maranoa (R)	1	3	606
Maranoa (R)	1	4	627
Maranoa (R)	1	5	308
Maranoa (R)	1	6	122
Mareeba (S)	0	1	1989
Mareeba (S)	0	2	214
Mareeba (S)	0	3	28
Mareeba (S)	0	4	13
Mareeba (S)	0	6	5
Mareeba (S)	1	2	2582
Mareeba (S)	1	3	919
Mareeba (S)	1	4	945
Mareeba (S)	1	5	430
Mareeba (S)	1	6	279
Moreton Bay (R)	0	1	30495
Moreton Bay (R)	0	2	3663
Moreton Bay (R)	0	3	629
Moreton Bay (R)	0	4	163
Moreton Bay (R)	0	5	48
Moreton Bay (R)	0	6	46
Moreton Bay (R)	1	2	47096
Moreton Bay (R)	1	3	24300
Moreton Bay (R)	1	4	24606
Moreton Bay (R)	1	5	10835
Moreton Bay (R)	1	6	5783
Mornington (S)	0	1	49
Mornington (S)	0	2	4
Mornington (S)	0	3	3
Mornington (S)	1	2	52
Mornington (S)	1	3	29
Mornington (S)	1	4	34
Mornington (S)	1	5	21
Mornington (S)	1	6	65
Mount Isa (C)	0	1	1504
Mount Isa (C)	0	2	216
Mount Isa (C)	0	3	48
Mount Isa (C)	0	4	15
Mount Isa (C)	1	2	1742
Mount Isa (C)	1	3	964
Mount Isa (C)	1	4	890
Mount Isa (C)	1	5	446
Mount Isa (C)	1	6	264
Murweh (S)	0	1	498
Murweh (S)	0	2	34
Murweh (S)	0	3	6
Murweh (S)	1	2	529
Murweh (S)	1	3	211
Murweh (S)	1	4	211
Murweh (S)	1	5	78
Murweh (S)	1	6	50
Napranum (S)	0	1	47
Napranum (S)	1	2	38
Napranum (S)	1	3	40
Napranum (S)	1	4	34
Napranum (S)	1	5	28
Napranum (S)	1	6	55
Noosa (S)	0	1	4954
Noosa (S)	0	2	635
Noosa (S)	0	3	98
Noosa (S)	0	4	25
Noosa (S)	0	5	4
Noosa (S)	1	2	7807
Noosa (S)	1	3	2770
Noosa (S)	1	4	2491
Noosa (S)	1	5	968
Noosa (S)	1	6	394
North Burnett (R)	0	1	1201
North Burnett (R)	0	2	90
North Burnett (R)	0	3	18
North Burnett (R)	0	4	17
North Burnett (R)	0	5	7
North Burnett (R)	0	6	8
North Burnett (R)	1	2	1428
North Burnett (R)	1	3	453
North Burnett (R)	1	4	377
North Burnett (R)	1	5	217
North Burnett (R)	1	6	96
Northern Peninsula Area (R)	0	1	132
Northern Peninsula Area (R)	0	2	8
Northern Peninsula Area (R)	1	2	121
Northern Peninsula Area (R)	1	3	79
Northern Peninsula Area (R)	1	4	92
Northern Peninsula Area (R)	1	5	82
Northern Peninsula Area (R)	1	6	162
Palm Island (S)	0	1	68
Palm Island (S)	0	2	3
Palm Island (S)	0	3	3
Palm Island (S)	1	2	71
Palm Island (S)	1	3	57
Palm Island (S)	1	4	60
Palm Island (S)	1	5	48
Palm Island (S)	1	6	160
Paroo (S)	0	1	230
Paroo (S)	0	2	21
Paroo (S)	0	4	3
Paroo (S)	1	2	216
Paroo (S)	1	3	83
Paroo (S)	1	4	51
Paroo (S)	1	5	22
Paroo (S)	1	6	24
Pormpuraaw (S)	0	1	41
Pormpuraaw (S)	1	2	70
Pormpuraaw (S)	1	3	30
Pormpuraaw (S)	1	4	37
Pormpuraaw (S)	1	5	20
Pormpuraaw (S)	1	6	24
Quilpie (S)	0	1	118
Quilpie (S)	0	2	8
Quilpie (S)	1	2	100
Quilpie (S)	1	3	34
Quilpie (S)	1	4	32
Quilpie (S)	1	5	21
Quilpie (S)	1	6	9
Redland (C)	0	1	10890
Redland (C)	0	2	1156
Redland (C)	0	3	172
Redland (C)	0	4	47
Redland (C)	0	5	7
Redland (C)	0	6	9
Redland (C)	1	2	17433
Redland (C)	1	3	8508
Redland (C)	1	4	8944
Redland (C)	1	5	3605
Redland (C)	1	6	1690
Richmond (S)	0	1	89
Richmond (S)	0	2	5
Richmond (S)	1	2	103
Richmond (S)	1	3	33
Richmond (S)	1	4	39
Richmond (S)	1	5	19
Richmond (S)	1	6	5
Rockhampton (R)	0	1	7472
Rockhampton (R)	0	2	787
Rockhampton (R)	0	3	150
Rockhampton (R)	0	4	49
Rockhampton (R)	0	5	15
Rockhampton (R)	0	6	10
Rockhampton (R)	1	2	8877
Rockhampton (R)	1	3	4320
Rockhampton (R)	1	4	4026
Rockhampton (R)	1	5	1741
Rockhampton (R)	1	6	918
Scenic Rim (R)	0	1	3093
Scenic Rim (R)	0	2	321
Scenic Rim (R)	0	3	27
Scenic Rim (R)	0	4	7
Scenic Rim (R)	0	6	3
Scenic Rim (R)	1	2	5102
Scenic Rim (R)	1	3	2040
Scenic Rim (R)	1	4	2001
Scenic Rim (R)	1	5	900
Scenic Rim (R)	1	6	542
Somerset (R)	0	1	1968
Somerset (R)	0	2	260
Somerset (R)	0	3	23
Somerset (R)	0	4	4
Somerset (R)	0	5	11
Somerset (R)	0	6	3
Somerset (R)	1	2	2991
Somerset (R)	1	3	1236
Somerset (R)	1	4	1138
Somerset (R)	1	5	585
Somerset (R)	1	6	371
South Burnett (R)	0	1	3460
South Burnett (R)	0	2	372
South Burnett (R)	0	3	49
South Burnett (R)	0	4	5
South Burnett (R)	1	2	4541
South Burnett (R)	1	3	1480
South Burnett (R)	1	4	1262
South Burnett (R)	1	5	680
South Burnett (R)	1	6	404
Southern Downs (R)	0	1	3747
Southern Downs (R)	0	2	281
Southern Downs (R)	0	3	30
Southern Downs (R)	0	4	7
Southern Downs (R)	0	5	7
Southern Downs (R)	1	2	4887
Southern Downs (R)	1	3	1701
Southern Downs (R)	1	4	1512
Southern Downs (R)	1	5	735
Southern Downs (R)	1	6	448
Sunshine Coast (R)	0	1	25485
Sunshine Coast (R)	0	2	3408
Sunshine Coast (R)	0	3	757
Sunshine Coast (R)	0	4	218
