LGA_NAME16	Age	Sex	persons
Dungog (A)	15-19	F	286
Dungog (A)	15-19	M	272
Dungog (A)	20-24	F	177
Dungog (A)	20-24	M	200
Dungog (A)	25-34	F	424
Dungog (A)	25-34	M	391
Dungog (A)	35-44	F	529
Dungog (A)	35-44	M	471
Dungog (A)	45-54	F	670
Dungog (A)	45-54	M	653
Dungog (A)	55-64	F	734
Dungog (A)	55-64	M	716
Dungog (A)	65-74	F	491
Dungog (A)	65-74	M	564
Dungog (A)	75-84	F	268
Dungog (A)	75-84	M	294
Dungog (A)	85+	F	112
Dungog (A)	85+	M	69
Edward River (A)	0-4	F	233
Edward River (A)	0-4	M	263
Edward River (A)	5-14	F	544
Edward River (A)	5-14	M	543
Edward River (A)	15-19	F	246
Edward River (A)	15-19	M	253
Edward River (A)	20-24	F	221
Edward River (A)	20-24	M	256
Edward River (A)	25-34	F	440
Edward River (A)	25-34	M	426
Edward River (A)	35-44	F	513
Edward River (A)	35-44	M	465
Edward River (A)	45-54	F	582
Edward River (A)	45-54	M	535
Edward River (A)	55-64	F	656
Edward River (A)	55-64	M	704
Edward River (A)	65-74	F	505
Edward River (A)	65-74	M	501
Edward River (A)	75-84	F	368
Edward River (A)	75-84	M	304
Edward River (A)	85+	F	181
Edward River (A)	85+	M	111
Eurobodalla (A)	0-4	F	729
Eurobodalla (A)	0-4	M	744
Eurobodalla (A)	5-14	F	1842
Eurobodalla (A)	5-14	M	1998
Eurobodalla (A)	15-19	F	889
Eurobodalla (A)	15-19	M	908
Eurobodalla (A)	20-24	F	620
Eurobodalla (A)	20-24	M	658
Eurobodalla (A)	25-34	F	1310
Eurobodalla (A)	25-34	M	1302
Eurobodalla (A)	35-44	F	1792
Eurobodalla (A)	35-44	M	1617
Eurobodalla (A)	45-54	F	2409
Eurobodalla (A)	45-54	M	2256
Eurobodalla (A)	55-64	F	3556
Eurobodalla (A)	55-64	M	3223
Eurobodalla (A)	65-74	F	3265
Eurobodalla (A)	65-74	M	3347
Eurobodalla (A)	75-84	F	1706
Eurobodalla (A)	75-84	M	1671
Eurobodalla (A)	85+	F	841
Eurobodalla (A)	85+	M	549
Fairfield (C)	0-4	F	5887
Fairfield (C)	0-4	M	6201
Fairfield (C)	5-14	F	12514
Fairfield (C)	5-14	M	13332
Fairfield (C)	15-19	F	6894
Fairfield (C)	15-19	M	7281
Fairfield (C)	20-24	F	7410
Fairfield (C)	20-24	M	7920
Fairfield (C)	25-34	F	13841
Fairfield (C)	25-34	M	13246
Fairfield (C)	35-44	F	13089
Fairfield (C)	35-44	M	11683
Fairfield (C)	45-54	F	13787
Fairfield (C)	45-54	M	13349
Fairfield (C)	55-64	F	12859
Fairfield (C)	55-64	M	12079
Fairfield (C)	65-74	F	7728
Fairfield (C)	65-74	M	7530
Fairfield (C)	75-84	F	4660
Fairfield (C)	75-84	M	3945
Fairfield (C)	85+	F	2192
Fairfield (C)	85+	M	1399
Federation (A)	0-4	F	308
Federation (A)	0-4	M	317
Federation (A)	5-14	F	742
Federation (A)	5-14	M	723
Federation (A)	15-19	F	323
Federation (A)	15-19	M	353
Federation (A)	20-24	F	254
Federation (A)	20-24	M	267
Federation (A)	25-34	F	506
Federation (A)	25-34	M	481
Federation (A)	35-44	F	609
Federation (A)	35-44	M	592
Federation (A)	45-54	F	780
Federation (A)	45-54	M	764
Federation (A)	55-64	F	959
Federation (A)	55-64	M	926
Federation (A)	65-74	F	910
Federation (A)	65-74	M	968
Federation (A)	75-84	F	569
Federation (A)	75-84	M	525
Federation (A)	85+	F	226
Federation (A)	85+	M	185
Forbes (A)	0-4	F	325
Forbes (A)	0-4	M	301
Forbes (A)	5-14	F	641
Forbes (A)	5-14	M	682
Forbes (A)	15-19	F	304
Forbes (A)	15-19	M	322
Forbes (A)	20-24	F	199
Forbes (A)	20-24	M	282
Forbes (A)	25-34	F	531
Forbes (A)	25-34	M	471
Forbes (A)	35-44	F	483
Forbes (A)	35-44	M	494
Forbes (A)	45-54	F	622
Forbes (A)	45-54	M	612
Forbes (A)	55-64	F	592
Forbes (A)	55-64	M	630
Forbes (A)	65-74	F	534
Forbes (A)	65-74	M	593
Forbes (A)	75-84	F	378
Forbes (A)	75-84	M	328
Forbes (A)	85+	F	166
Forbes (A)	85+	M	96
Georges River (A)	0-4	F	4120
Georges River (A)	0-4	M	4438
Georges River (A)	5-14	F	7821
Georges River (A)	5-14	M	8237
Georges River (A)	15-19	F	4351
Georges River (A)	15-19	M	4552
Georges River (A)	20-24	F	5279
Georges River (A)	20-24	M	5915
Georges River (A)	25-34	F	12298
Georges River (A)	25-34	M	12129
Georges River (A)	35-44	F	10032
Georges River (A)	35-44	M	9213
Georges River (A)	45-54	F	9998
Georges River (A)	45-54	M	9262
Georges River (A)	55-64	F	8787
Georges River (A)	55-64	M	7888
Georges River (A)	65-74	F	6025
Georges River (A)	65-74	M	5557
Georges River (A)	75-84	F	3922
Georges River (A)	75-84	M	3261
Georges River (A)	85+	F	2456
Georges River (A)	85+	M	1311
Gilgandra (A)	0-4	F	116
Gilgandra (A)	0-4	M	133
Gilgandra (A)	5-14	F	273
Gilgandra (A)	5-14	M	264
Gilgandra (A)	15-19	F	109
Gilgandra (A)	15-19	M	117
Gilgandra (A)	20-24	F	110
Gilgandra (A)	20-24	M	106
Gilgandra (A)	25-34	F	215
Gilgandra (A)	25-34	M	193
Gilgandra (A)	35-44	F	220
Gilgandra (A)	35-44	M	210
Gilgandra (A)	45-54	F	269
Gilgandra (A)	45-54	M	282
Gilgandra (A)	55-64	F	305
Gilgandra (A)	55-64	M	299
Gilgandra (A)	65-74	F	263
Gilgandra (A)	65-74	M	246
Gilgandra (A)	75-84	F	183
Gilgandra (A)	75-84	M	167
Gilgandra (A)	85+	F	75
Gilgandra (A)	85+	M	60
Glen Innes Severn (A)	0-4	F	240
Glen Innes Severn (A)	0-4	M	214
Glen Innes Severn (A)	5-14	F	520
Glen Innes Severn (A)	5-14	M	537
Glen Innes Severn (A)	15-19	F	228
Glen Innes Severn (A)	15-19	M	248
Glen Innes Severn (A)	20-24	F	196
Glen Innes Severn (A)	20-24	M	190
Glen Innes Severn (A)	25-34	F	373
Glen Innes Severn (A)	25-34	M	435
Glen Innes Severn (A)	35-44	F	460
Glen Innes Severn (A)	35-44	M	474
Glen Innes Severn (A)	45-54	F	557
Glen Innes Severn (A)	45-54	M	516
Glen Innes Severn (A)	55-64	F	668
Glen Innes Severn (A)	55-64	M	705
Glen Innes Severn (A)	65-74	F	660
Glen Innes Severn (A)	65-74	M	637
Glen Innes Severn (A)	75-84	F	374
Glen Innes Severn (A)	75-84	M	336
Glen Innes Severn (A)	85+	F	187
Glen Innes Severn (A)	85+	M	92
Goulburn Mulwaree (A)	0-4	F	851
Goulburn Mulwaree (A)	0-4	M	893
Goulburn Mulwaree (A)	5-14	F	1711
Goulburn Mulwaree (A)	5-14	M	1920
Goulburn Mulwaree (A)	15-19	F	828
Goulburn Mulwaree (A)	15-19	M	917
Goulburn Mulwaree (A)	20-24	F	729
Goulburn Mulwaree (A)	20-24	M	938
Goulburn Mulwaree (A)	25-34	F	1751
Goulburn Mulwaree (A)	25-34	M	1815
Goulburn Mulwaree (A)	35-44	F	1705
Goulburn Mulwaree (A)	35-44	M	1814
Goulburn Mulwaree (A)	45-54	F	1992
Goulburn Mulwaree (A)	45-54	M	2048
Goulburn Mulwaree (A)	55-64	F	2006
Goulburn Mulwaree (A)	55-64	M	1945
Goulburn Mulwaree (A)	65-74	F	1618
Goulburn Mulwaree (A)	65-74	M	1629
Goulburn Mulwaree (A)	75-84	F	946
Goulburn Mulwaree (A)	75-84	M	816
Goulburn Mulwaree (A)	85+	F	484
Goulburn Mulwaree (A)	85+	M	254
Greater Hume Shire (A)	0-4	F	309
Greater Hume Shire (A)	0-4	M	320
Greater Hume Shire (A)	5-14	F	790
Greater Hume Shire (A)	5-14	M	820
Greater Hume Shire (A)	15-19	F	327
Greater Hume Shire (A)	15-19	M	350
Greater Hume Shire (A)	20-24	F	166
Greater Hume Shire (A)	20-24	M	227
Greater Hume Shire (A)	25-34	F	479
Greater Hume Shire (A)	25-34	M	416
Greater Hume Shire (A)	35-44	F	571
Greater Hume Shire (A)	35-44	M	516
Greater Hume Shire (A)	45-54	F	736
Greater Hume Shire (A)	45-54	M	689
Greater Hume Shire (A)	55-64	F	785
Greater Hume Shire (A)	55-64	M	795
Greater Hume Shire (A)	65-74	F	576
Greater Hume Shire (A)	65-74	M	667
Greater Hume Shire (A)	75-84	F	271
Greater Hume Shire (A)	75-84	M	289
Greater Hume Shire (A)	85+	F	154
Greater Hume Shire (A)	85+	M	110
Griffith (C)	0-4	F	873
Griffith (C)	0-4	M	914
Griffith (C)	5-14	F	1771
Griffith (C)	5-14	M	1798
Griffith (C)	15-19	F	751
Griffith (C)	15-19	M	877
Griffith (C)	20-24	F	736
Griffith (C)	20-24	M	794
Griffith (C)	25-34	F	1762
Griffith (C)	25-34	M	1755
Griffith (C)	35-44	F	1533
Griffith (C)	35-44	M	1560
Griffith (C)	45-54	F	1671
Griffith (C)	45-54	M	1655
Griffith (C)	55-64	F	1486
Griffith (C)	55-64	M	1551
Griffith (C)	65-74	F	1076
Griffith (C)	65-74	M	974
Griffith (C)	75-84	F	758
Griffith (C)	75-84	M	660
Griffith (C)	85+	F	424
Griffith (C)	85+	M	244
Gundagai (A)	0-4	F	269
Gundagai (A)	0-4	M	312
Gundagai (A)	5-14	F	671
Gundagai (A)	5-14	M	769
Gundagai (A)	15-19	F	294
Gundagai (A)	15-19	M	320
Gundagai (A)	20-24	F	238
Gundagai (A)	20-24	M	245
Gundagai (A)	25-34	F	505
Gundagai (A)	25-34	M	463
Gundagai (A)	35-44	F	612
Gundagai (A)	35-44	M	554
Gundagai (A)	45-54	F	681
Gundagai (A)	45-54	M	691
Gundagai (A)	55-64	F	815
Gundagai (A)	55-64	M	826
Gundagai (A)	65-74	F	774
Gundagai (A)	65-74	M	743
Gundagai (A)	75-84	F	512
Gundagai (A)	75-84	M	454
Gundagai (A)	85+	F	258
Gundagai (A)	85+	M	137
Gunnedah (A)	0-4	F	435
Gunnedah (A)	0-4	M	487
Gunnedah (A)	5-14	F	791
Gunnedah (A)	5-14	M	823
Gunnedah (A)	15-19	F	332
Gunnedah (A)	15-19	M	364
Gunnedah (A)	20-24	F	327
Gunnedah (A)	20-24	M	331
Gunnedah (A)	25-34	F	774
Gunnedah (A)	25-34	M	748
Gunnedah (A)	35-44	F	682
Gunnedah (A)	35-44	M	703
Gunnedah (A)	45-54	F	771
Gunnedah (A)	45-54	M	761
Gunnedah (A)	55-64	F	750
Gunnedah (A)	55-64	M	820
Gunnedah (A)	65-74	F	604
Gunnedah (A)	65-74	M	596
Gunnedah (A)	75-84	F	440
Gunnedah (A)	75-84	M	366
Gunnedah (A)	85+	F	211
Gunnedah (A)	85+	M	107
Gwydir (A)	0-4	F	164
Gwydir (A)	0-4	M	168
Gwydir (A)	5-14	F	295
Gwydir (A)	5-14	M	347
Gwydir (A)	15-19	F	121
Gwydir (A)	15-19	M	129
Gwydir (A)	20-24	F	113
Gwydir (A)	20-24	M	117
Gwydir (A)	25-34	F	223
Gwydir (A)	25-34	M	215
Gwydir (A)	35-44	F	271
Gwydir (A)	35-44	M	253
Gwydir (A)	45-54	F	370
Gwydir (A)	45-54	M	364
Gwydir (A)	55-64	F	348
Gwydir (A)	55-64	M	396
Gwydir (A)	65-74	F	377
Gwydir (A)	65-74	M	389
Gwydir (A)	75-84	F	211
Gwydir (A)	75-84	M	225
Gwydir (A)	85+	F	107
Gwydir (A)	85+	M	53
Hawkesbury (C)	0-4	F	1990
Hawkesbury (C)	0-4	M	2113
Hawkesbury (C)	5-14	F	4253
Hawkesbury (C)	5-14	M	4510
Hawkesbury (C)	15-19	F	2225
Hawkesbury (C)	15-19	M	2356
Hawkesbury (C)	20-24	F	2173
Hawkesbury (C)	20-24	M	2216
Hawkesbury (C)	25-34	F	4061
Hawkesbury (C)	25-34	M	3969
Hawkesbury (C)	35-44	F	4159
Hawkesbury (C)	35-44	M	3960
Hawkesbury (C)	45-54	F	4904
Hawkesbury (C)	45-54	M	4647
Hawkesbury (C)	55-64	F	3938
Hawkesbury (C)	55-64	M	3895
Hawkesbury (C)	65-74	F	2857
Hawkesbury (C)	65-74	M	2714
Hawkesbury (C)	75-84	F	1430
Hawkesbury (C)	75-84	M	1206
Hawkesbury (C)	85+	F	639
Hawkesbury (C)	85+	M	373
Hay (A)	0-4	F	64
Hay (A)	0-4	M	76
Hay (A)	5-14	F	191
Hay (A)	5-14	M	184
Hay (A)	15-19	F	84
Hay (A)	15-19	M	90
Hay (A)	20-24	F	68
Hay (A)	20-24	M	83
Hay (A)	25-34	F	140
Hay (A)	25-34	M	153
Hay (A)	35-44	F	153
Hay (A)	35-44	M	127
Hay (A)	45-54	F	227
Hay (A)	45-54	M	234
Hay (A)	55-64	F	199
Hay (A)	55-64	M	218
Hay (A)	65-74	F	182
Hay (A)	65-74	M	176
Hay (A)	75-84	F	117
Hay (A)	75-84	M	118
Hay (A)	85+	F	32
Hay (A)	85+	M	27
Hilltops (A)	0-4	F	533
Hilltops (A)	0-4	M	565
Hilltops (A)	5-14	F	1211
Hilltops (A)	5-14	M	1293
Hilltops (A)	15-19	F	580
Hilltops (A)	15-19	M	565
Hilltops (A)	20-24	F	470
Hilltops (A)	20-24	M	426
Hilltops (A)	25-34	F	891
Hilltops (A)	25-34	M	794
Hilltops (A)	35-44	F	1010
Hilltops (A)	35-44	M	1005
Hilltops (A)	45-54	F	1276
Hilltops (A)	45-54	M	1166
Hilltops (A)	55-64	F	1245
Hilltops (A)	55-64	M	1288
Hilltops (A)	65-74	F	1180
Hilltops (A)	65-74	M	1212
Hilltops (A)	75-84	F	667
Hilltops (A)	75-84	M	591
Hilltops (A)	85+	F	337
Hilltops (A)	85+	M	178
Hornsby (A)	0-4	F	3898
Hornsby (A)	0-4	M	4383
Hornsby (A)	5-14	F	9564
Hornsby (A)	5-14	M	10024
Hornsby (A)	15-19	F	4732
Hornsby (A)	15-19	M	4942
Hornsby (A)	20-24	F	4056
Hornsby (A)	20-24	M	4315
Hornsby (A)	25-34	F	7490
Hornsby (A)	25-34	M	7208
Hornsby (A)	35-44	F	10803
Hornsby (A)	35-44	M	9894
Hornsby (A)	45-54	F	10963
Hornsby (A)	45-54	M	10117
Hornsby (A)	55-64	F	8861
Hornsby (A)	55-64	M	8336
Hornsby (A)	65-74	F	6353
Hornsby (A)	65-74	M	5807
Hornsby (A)	75-84	F	3857
Hornsby (A)	75-84	M	3217
Hornsby (A)	85+	F	2453
Hornsby (A)	85+	M	1389
Hunters Hill (A)	0-4	F	326
Hunters Hill (A)	0-4	M	388
Hunters Hill (A)	5-14	F	893
Hunters Hill (A)	5-14	M	1040
Hunters Hill (A)	15-19	F	355
Hunters Hill (A)	15-19	M	809
Hunters Hill (A)	20-24	F	322
Hunters Hill (A)	20-24	M	360
Hunters Hill (A)	25-34	F	585
Hunters Hill (A)	25-34	M	545
Hunters Hill (A)	35-44	F	910
Hunters Hill (A)	35-44	M	788
Hunters Hill (A)	45-54	F	1048
Hunters Hill (A)	45-54	M	955
Hunters Hill (A)	55-64	F	863
Hunters Hill (A)	55-64	M	780
Hunters Hill (A)	65-74	F	731
Hunters Hill (A)	65-74	M	691
Hunters Hill (A)	75-84	F	474
Hunters Hill (A)	75-84	M	380
Hunters Hill (A)	85+	F	502
Hunters Hill (A)	85+	M	249
Inner West (A)	0-4	F	5326
Inner West (A)	0-4	M	5419
Inner West (A)	5-14	F	8272
Inner West (A)	5-14	M	8896
Inner West (A)	15-19	F	3297
Inner West (A)	15-19	M	3484
Inner West (A)	20-24	F	6624
Inner West (A)	20-24	M	6107
Inner West (A)	25-34	F	19018
Inner West (A)	25-34	M	17881
Inner West (A)	35-44	F	16231
Inner West (A)	35-44	M	15531
Inner West (A)	45-54	F	12775
Inner West (A)	45-54	M	12466
Inner West (A)	55-64	F	9636
Inner West (A)	55-64	M	8879
Inner West (A)	65-74	F	6377
Inner West (A)	65-74	M	5819
Inner West (A)	75-84	F	3755
Inner West (A)	75-84	M	3087
Inner West (A)	85+	F	2004
Inner West (A)	85+	M	1168
Inverell (A)	0-4	F	547
Inverell (A)	0-4	M	535
Inverell (A)	5-14	F	1118
Inverell (A)	5-14	M	1130
Inverell (A)	15-19	F	467
Inverell (A)	15-19	M	574
Inverell (A)	20-24	F	455
Inverell (A)	20-24	M	444
Inverell (A)	25-34	F	876
Inverell (A)	25-34	M	838
Inverell (A)	35-44	F	924
Inverell (A)	35-44	M	824
Inverell (A)	45-54	F	1066
Inverell (A)	45-54	M	995
Inverell (A)	55-64	F	1120
Inverell (A)	55-64	M	1077
Inverell (A)	65-74	F	959
Inverell (A)	65-74	M	961
Inverell (A)	75-84	F	614
Inverell (A)	75-84	M	552
Inverell (A)	85+	F	269
Inverell (A)	85+	M	139
Junee (A)	0-4	F	178
Junee (A)	0-4	M	162
Junee (A)	5-14	F	368
Junee (A)	5-14	M	409
Junee (A)	15-19	F	155
Junee (A)	15-19	M	179
Junee (A)	20-24	F	138
Junee (A)	20-24	M	259
Junee (A)	25-34	F	308
Junee (A)	25-34	M	562
Junee (A)	35-44	F	300
Junee (A)	35-44	M	554
Junee (A)	45-54	F	367
Junee (A)	45-54	M	474
Junee (A)	55-64	F	390
Junee (A)	55-64	M	473
Junee (A)	65-74	F	314
Junee (A)	65-74	M	310
Junee (A)	75-84	F	144
Junee (A)	75-84	M	139
Junee (A)	85+	F	68
Junee (A)	85+	M	40
Kempsey (A)	0-4	F	771
Kempsey (A)	0-4	M	769
Kempsey (A)	5-14	F	1688
Kempsey (A)	5-14	M	1738
Kempsey (A)	15-19	F	790
Kempsey (A)	15-19	M	864
Kempsey (A)	20-24	F	620
Kempsey (A)	20-24	M	716
Kempsey (A)	25-34	F	1307
Kempsey (A)	25-34	M	1377
Kempsey (A)	35-44	F	1467
Kempsey (A)	35-44	M	1422
Kempsey (A)	45-54	F	1889
Kempsey (A)	45-54	M	1833
Kempsey (A)	55-64	F	2395
Kempsey (A)	55-64	M	2326
Kempsey (A)	65-74	F	1954
Kempsey (A)	65-74	M	2096
Kempsey (A)	75-84	F	1008
Kempsey (A)	75-84	M	991
Kempsey (A)	85+	F	542
Kempsey (A)	85+	M	324
Kiama (A)	0-4	F	540
Kiama (A)	0-4	M	566
Kiama (A)	5-14	F	1191
Kiama (A)	5-14	M	1308
Kiama (A)	15-19	F	603
Kiama (A)	15-19	M	658
Kiama (A)	20-24	F	471
Kiama (A)	20-24	M	589
Kiama (A)	25-34	F	932
Kiama (A)	25-34	M	921
Kiama (A)	35-44	F	1219
Kiama (A)	35-44	M	1131
Kiama (A)	45-54	F	1465
Kiama (A)	45-54	M	1361
Kiama (A)	55-64	F	1784
Kiama (A)	55-64	M	1685
Kiama (A)	65-74	F	1468
Kiama (A)	65-74	M	1379
Kiama (A)	75-84	F	811
Kiama (A)	75-84	M	684
Kiama (A)	85+	F	456
Kiama (A)	85+	M	249
Ku-ring-gai (A)	0-4	F	2938
Ku-ring-gai (A)	0-4	M	3095
Ku-ring-gai (A)	5-14	F	8634
Ku-ring-gai (A)	5-14	M	9202
Ku-ring-gai (A)	15-19	F	4527
Ku-ring-gai (A)	15-19	M	4762
Ku-ring-gai (A)	20-24	F	3330
Ku-ring-gai (A)	20-24	M	3304
Ku-ring-gai (A)	25-34	F	5087
Ku-ring-gai (A)	25-34	M	4578
Ku-ring-gai (A)	35-44	F	8182
Ku-ring-gai (A)	35-44	M	6899
Ku-ring-gai (A)	45-54	F	9814
Ku-ring-gai (A)	45-54	M	8698
Ku-ring-gai (A)	55-64	F	6995
Ku-ring-gai (A)	55-64	M	6548
Ku-ring-gai (A)	65-74	F	5581
Ku-ring-gai (A)	65-74	M	4938
Ku-ring-gai (A)	75-84	F	3765
Ku-ring-gai (A)	75-84	M	3143
Ku-ring-gai (A)	85+	F	2538
Ku-ring-gai (A)	85+	M	1492
Kyogle (A)	0-4	F	196
Kyogle (A)	0-4	M	197
Kyogle (A)	5-14	F	529
Kyogle (A)	5-14	M	545
Kyogle (A)	15-19	F	247
Kyogle (A)	15-19	M	253
Kyogle (A)	20-24	F	141
Kyogle (A)	20-24	M	186
Kyogle (A)	25-34	F	339
Kyogle (A)	25-34	M	295
Kyogle (A)	35-44	F	431
Kyogle (A)	35-44	M	428
Kyogle (A)	45-54	F	690
Kyogle (A)	45-54	M	669
Kyogle (A)	55-64	F	817
Kyogle (A)	55-64	M	930
Kyogle (A)	65-74	F	572
Kyogle (A)	65-74	M	650
Kyogle (A)	75-84	F	301
Kyogle (A)	75-84	M	292
Kyogle (A)	85+	F	151
Kyogle (A)	85+	M	84
Lachlan (A)	0-4	F	231
Lachlan (A)	0-4	M	258
Lachlan (A)	5-14	F	418
Lachlan (A)	5-14	M	440
Lachlan (A)	15-19	F	172
Lachlan (A)	15-19	M	148
Lachlan (A)	20-24	F	173
Lachlan (A)	20-24	M	179
Lachlan (A)	25-34	F	390
Lachlan (A)	25-34	M	341
Lachlan (A)	35-44	F	325
Lachlan (A)	35-44	M	325
Lachlan (A)	45-54	F	363
Lachlan (A)	45-54	M	340
Lachlan (A)	55-64	F	376
Lachlan (A)	55-64	M	436
Lachlan (A)	65-74	F	313
Lachlan (A)	65-74	M	334
Lachlan (A)	75-84	F	219
Lachlan (A)	75-84	M	232
Lachlan (A)	85+	F	110
Lachlan (A)	85+	M	66
Lake Macquarie (C)	0-4	F	5724
Lake Macquarie (C)	0-4	M	6122
Lake Macquarie (C)	5-14	F	11820
Lake Macquarie (C)	5-14	M	12446
Lake Macquarie (C)	15-19	F	5864
Lake Macquarie (C)	15-19	M	6350
Lake Macquarie (C)	20-24	F	5288
Lake Macquarie (C)	20-24	M	5610
Lake Macquarie (C)	25-34	F	11094
Lake Macquarie (C)	25-34	M	10645
Lake Macquarie (C)	35-44	F	12245
Lake Macquarie (C)	35-44	M	11380
Lake Macquarie (C)	45-54	F	13378
Lake Macquarie (C)	45-54	M	12709
Lake Macquarie (C)	55-64	F	13502
Lake Macquarie (C)	55-64	M	12605
Lake Macquarie (C)	65-74	F	11657
Lake Macquarie (C)	65-74	M	10626
Lake Macquarie (C)	75-84	F	6942
Lake Macquarie (C)	75-84	M	5692
Lake Macquarie (C)	85+	F	3568
Lake Macquarie (C)	85+	M	2111
Lane Cove (A)	0-4	F	1199
Lane Cove (A)	0-4	M	1231
Lane Cove (A)	5-14	F	2038
Lane Cove (A)	5-14	M	2210
Lane Cove (A)	15-19	F	756
Lane Cove (A)	15-19	M	1167
Lane Cove (A)	20-24	F	1020
Lane Cove (A)	20-24	M	994
Lane Cove (A)	25-34	F	3182
Lane Cove (A)	25-34	M	3090
Lane Cove (A)	35-44	F	3021
Lane Cove (A)	35-44	M	2854
Lane Cove (A)	45-54	F	2422
Lane Cove (A)	45-54	M	2249
Lane Cove (A)	55-64	F	1941
Lane Cove (A)	55-64	M	1739
Lane Cove (A)	65-74	F	1403
Lane Cove (A)	65-74	M	1303
Lane Cove (A)	75-84	F	822
Lane Cove (A)	75-84	M	631
Lane Cove (A)	85+	F	512
Lane Cove (A)	85+	M	265
Leeton (A)	0-4	F	363
Leeton (A)	0-4	M	338
Leeton (A)	5-14	F	788
Leeton (A)	5-14	M	805
Leeton (A)	15-19	F	491
Leeton (A)	15-19	M	464
Leeton (A)	20-24	F	287
Leeton (A)	20-24	M	300
Leeton (A)	25-34	F	595
Leeton (A)	25-34	M	594
Leeton (A)	35-44	F	619
Leeton (A)	35-44	M	607
Leeton (A)	45-54	F	725
Leeton (A)	45-54	M	757
Leeton (A)	55-64	F	692
Leeton (A)	55-64	M	711
Leeton (A)	65-74	F	541
Leeton (A)	65-74	M	528
Leeton (A)	75-84	F	368
Leeton (A)	75-84	M	337
Leeton (A)	85+	F	157
Leeton (A)	85+	M	84
Lismore (C)	0-4	F	1112
Lismore (C)	0-4	M	1142
Lismore (C)	5-14	F	2626
Lismore (C)	5-14	M	2824
Lismore (C)	15-19	F	1389
Lismore (C)	15-19	M	1397
Lismore (C)	20-24	F	1219
Lismore (C)	20-24	M	1227
Lismore (C)	25-34	F	2296
Lismore (C)	25-34	M	2103
Lismore (C)	35-44	F	2750
Lismore (C)	35-44	M	2377
Lismore (C)	45-54	F	3180
Lismore (C)	45-54	M	2946
Lismore (C)	55-64	F	3365
Lismore (C)	55-64	M	3330
Lismore (C)	65-74	F	2216
Lismore (C)	65-74	M	2219
Lismore (C)	75-84	F	1262
Lismore (C)	75-84	M	1013
Lismore (C)	85+	F	750
Lismore (C)	85+	M	398
Lithgow (C)	0-4	F	581
Lithgow (C)	0-4	M	597
Lithgow (C)	5-14	F	1176
Lithgow (C)	5-14	M	1241
Lithgow (C)	15-19	F	569
Lithgow (C)	15-19	M	626
Lithgow (C)	20-24	F	489
Lithgow (C)	20-24	M	607
Lithgow (C)	25-34	F	1066
Lithgow (C)	25-34	M	1193
Lithgow (C)	35-44	F	1178
Lithgow (C)	35-44	M	1168
Lithgow (C)	45-54	F	1418
Lithgow (C)	45-54	M	1449
Lithgow (C)	55-64	F	1547
Lithgow (C)	55-64	M	1547
Lithgow (C)	65-74	F	1322
Lithgow (C)	65-74	M	1426
Lithgow (C)	75-84	F	734
Lithgow (C)	75-84	M	650
Lithgow (C)	85+	F	328
Lithgow (C)	85+	M	190
Liverpool (C)	0-4	F	7560
Liverpool (C)	0-4	M	8052
Liverpool (C)	5-14	F	15031
Liverpool (C)	5-14	M	15657
Liverpool (C)	15-19	F	7143
Liverpool (C)	15-19	M	7740
Liverpool (C)	20-24	F	7221
Liverpool (C)	20-24	M	7331
Liverpool (C)	25-34	F	15389
Liverpool (C)	25-34	M	14376
Liverpool (C)	35-44	F	15207
Liverpool (C)	35-44	M	14481
Liverpool (C)	45-54	F	13534
Liverpool (C)	45-54	M	13598
Liverpool (C)	55-64	F	10464
Liverpool (C)	55-64	M	10216
Liverpool (C)	65-74	F	6431
Liverpool (C)	65-74	M	6177
Liverpool (C)	75-84	F	3532
Liverpool (C)	75-84	M	2895
Liverpool (C)	85+	F	1459
Liverpool (C)	85+	M	827
Liverpool Plains (A)	0-4	F	199
Liverpool Plains (A)	0-4	M	256
Liverpool Plains (A)	5-14	F	478
Liverpool Plains (A)	5-14	M	512
Liverpool Plains (A)	15-19	F	212
Liverpool Plains (A)	15-19	M	210
Liverpool Plains (A)	20-24	F	157
Liverpool Plains (A)	20-24	M	173
Liverpool Plains (A)	25-34	F	401
Liverpool Plains (A)	25-34	M	376
Liverpool Plains (A)	35-44	F	413
Liverpool Plains (A)	35-44	M	404
Liverpool Plains (A)	45-54	F	507
Liverpool Plains (A)	45-54	M	493
Liverpool Plains (A)	55-64	F	584
Liverpool Plains (A)	55-64	M	603
Liverpool Plains (A)	65-74	F	481
Liverpool Plains (A)	65-74	M	494
Liverpool Plains (A)	75-84	F	279
Liverpool Plains (A)	75-84	M	267
Liverpool Plains (A)	85+	F	108
Liverpool Plains (A)	85+	M	78
Lockhart (A)	0-4	F	109
Lockhart (A)	0-4	M	95
Lockhart (A)	5-14	F	242
Lockhart (A)	5-14	M	195
Lockhart (A)	15-19	F	81
Lockhart (A)	15-19	M	107
Lockhart (A)	20-24	F	58
Lockhart (A)	20-24	M	57
Lockhart (A)	25-34	F	143
Lockhart (A)	25-34	M	114
Lockhart (A)	35-44	F	155
Lockhart (A)	35-44	M	151
Lockhart (A)	45-54	F	210
Lockhart (A)	45-54	M	216
Lockhart (A)	55-64	F	230
Lockhart (A)	55-64	M	259
Lockhart (A)	65-74	F	184
Lockhart (A)	65-74	M	193
Lockhart (A)	75-84	F	114
Lockhart (A)	75-84	M	117
