LGA_NAME16	Age	MaritalStatus	Registered	adults
Central Darling (A)	25-34	Married	1	25
Central Darling (A)	25-34	Never married		91
Central Darling (A)	35-44	Married	0	32
Central Darling (A)	35-44	Married	1	56
Central Darling (A)	35-44	Never married		78
Central Darling (A)	45-54	Married	0	39
Central Darling (A)	45-54	Married	1	63
Central Darling (A)	45-54	Never married		81
Central Darling (A)	55-64	Married	0	25
Central Darling (A)	55-64	Married	1	90
Central Darling (A)	55-64	Never married		103
Central Darling (A)	65-74	Married	0	14
Central Darling (A)	65-74	Married	1	58
Central Darling (A)	65-74	Never married		79
Central Darling (A)	75-84	Married	1	22
Central Darling (A)	75-84	Never married		29
Central Darling (A)	85+	Married	1	3
Central Darling (A)	85+	Never married		16
Cessnock (C)	15-19	Married	0	66
Cessnock (C)	15-19	Never married		3045
Cessnock (C)	20-24	Married	0	620
Cessnock (C)	20-24	Married	1	141
Cessnock (C)	20-24	Never married		2131
Cessnock (C)	25-34	Married	0	1422
Cessnock (C)	25-34	Married	1	2280
Cessnock (C)	25-34	Never married		2339
Cessnock (C)	35-44	Married	0	971
Cessnock (C)	35-44	Married	1	3202
Cessnock (C)	35-44	Never married		1810
Cessnock (C)	45-54	Married	0	831
Cessnock (C)	45-54	Married	1	3388
Cessnock (C)	45-54	Never married		1991
Cessnock (C)	55-64	Married	0	493
Cessnock (C)	55-64	Married	1	3834
Cessnock (C)	55-64	Never married		1974
Cessnock (C)	65-74	Married	0	207
Cessnock (C)	65-74	Married	1	3022
Cessnock (C)	65-74	Never married		1533
Cessnock (C)	75-84	Married	0	38
Cessnock (C)	75-84	Married	1	1087
Cessnock (C)	75-84	Never married		973
Cessnock (C)	85+	Married	0	12
Cessnock (C)	85+	Married	1	165
Cessnock (C)	85+	Never married		465
Clarence Valley (A)	15-19	Married	0	35
Clarence Valley (A)	15-19	Married	1	5
Clarence Valley (A)	15-19	Never married		2576
Clarence Valley (A)	20-24	Married	0	327
Clarence Valley (A)	20-24	Married	1	96
Clarence Valley (A)	20-24	Never married		1273
Clarence Valley (A)	25-34	Married	0	808
Clarence Valley (A)	25-34	Married	1	1199
Clarence Valley (A)	25-34	Never married		1525
Clarence Valley (A)	35-44	Married	0	770
Clarence Valley (A)	35-44	Married	1	2265
Clarence Valley (A)	35-44	Never married		1463
Clarence Valley (A)	45-54	Married	0	810
Clarence Valley (A)	45-54	Married	1	3155
Clarence Valley (A)	45-54	Never married		1979
Clarence Valley (A)	55-64	Married	0	737
Clarence Valley (A)	55-64	Married	1	4178
Clarence Valley (A)	55-64	Never married		2340
Clarence Valley (A)	65-74	Married	0	409
Clarence Valley (A)	65-74	Married	1	4090
Clarence Valley (A)	65-74	Never married		1939
Clarence Valley (A)	75-84	Married	0	100
Clarence Valley (A)	75-84	Married	1	1889
Clarence Valley (A)	75-84	Never married		1440
Clarence Valley (A)	85+	Married	0	17
Clarence Valley (A)	85+	Married	1	404
Clarence Valley (A)	85+	Never married		682
Cobar (A)	15-19	Married	0	9
Cobar (A)	15-19	Never married		196
Cobar (A)	20-24	Married	0	63
Cobar (A)	20-24	Married	1	12
Cobar (A)	20-24	Never married		122
Cobar (A)	25-34	Married	0	167
Cobar (A)	25-34	Married	1	232
Cobar (A)	25-34	Never married		178
Cobar (A)	35-44	Married	0	83
Cobar (A)	35-44	Married	1	286
Cobar (A)	35-44	Never married		135
Cobar (A)	45-54	Married	0	84
Cobar (A)	45-54	Married	1	236
Cobar (A)	45-54	Never married		149
Cobar (A)	55-64	Married	0	48
Cobar (A)	55-64	Married	1	287
Cobar (A)	55-64	Never married		151
Cobar (A)	65-74	Married	0	16
Cobar (A)	65-74	Married	1	169
Cobar (A)	65-74	Never married		100
Cobar (A)	75-84	Married	0	4
Cobar (A)	75-84	Married	1	85
Cobar (A)	75-84	Never married		84
Cobar (A)	85+	Married	0	3
Cobar (A)	85+	Married	1	16
Cobar (A)	85+	Never married		34
Coffs Harbour (C)	15-19	Married	0	72
Coffs Harbour (C)	15-19	Married	1	4
Coffs Harbour (C)	15-19	Never married		3806
Coffs Harbour (C)	20-24	Married	0	536
Coffs Harbour (C)	20-24	Married	1	155
Coffs Harbour (C)	20-24	Never married		2403
Coffs Harbour (C)	25-34	Married	0	1449
Coffs Harbour (C)	25-34	Married	1	2528
Coffs Harbour (C)	25-34	Never married		2752
Coffs Harbour (C)	35-44	Married	0	1139
Coffs Harbour (C)	35-44	Married	1	4055
Coffs Harbour (C)	35-44	Never married		2213
Coffs Harbour (C)	45-54	Married	0	1126
Coffs Harbour (C)	45-54	Married	1	4710
Coffs Harbour (C)	45-54	Never married		2770
Coffs Harbour (C)	55-64	Married	0	896
Coffs Harbour (C)	55-64	Married	1	5354
Coffs Harbour (C)	55-64	Never married		3115
Coffs Harbour (C)	65-74	Married	0	448
Coffs Harbour (C)	65-74	Married	1	4589
Coffs Harbour (C)	65-74	Never married		2334
Coffs Harbour (C)	75-84	Married	0	115
Coffs Harbour (C)	75-84	Married	1	2317
Coffs Harbour (C)	75-84	Never married		1639
Coffs Harbour (C)	85+	Married	0	14
Coffs Harbour (C)	85+	Married	1	503
Coffs Harbour (C)	85+	Never married		899
Coolamon (A)	15-19	Married	0	3
Coolamon (A)	15-19	Never married		225
Coolamon (A)	20-24	Married	0	46
Coolamon (A)	20-24	Married	1	8
Coolamon (A)	20-24	Never married		120
Coolamon (A)	25-34	Married	0	61
Coolamon (A)	25-34	Married	1	135
Coolamon (A)	25-34	Never married		96
Coolamon (A)	35-44	Married	0	51
Coolamon (A)	35-44	Married	1	248
Coolamon (A)	35-44	Never married		85
Coolamon (A)	45-54	Married	0	60
Coolamon (A)	45-54	Married	1	357
Coolamon (A)	45-54	Never married		118
Coolamon (A)	55-64	Married	0	31
Coolamon (A)	55-64	Married	1	317
Coolamon (A)	55-64	Never married		132
Coolamon (A)	65-74	Married	0	26
Coolamon (A)	65-74	Married	1	305
Coolamon (A)	65-74	Never married		123
Coolamon (A)	75-84	Married	1	163
Coolamon (A)	75-84	Never married		107
Coolamon (A)	85+	Married	1	25
Coolamon (A)	85+	Never married		46
Coonamble (A)	15-19	Never married		149
Coonamble (A)	20-24	Married	0	36
Coonamble (A)	20-24	Married	1	3
Coonamble (A)	20-24	Never married		134
Coonamble (A)	25-34	Married	0	67
Coonamble (A)	25-34	Married	1	121
Coonamble (A)	25-34	Never married		165
Coonamble (A)	35-44	Married	0	61
Coonamble (A)	35-44	Married	1	117
Coonamble (A)	35-44	Never married		114
Coonamble (A)	45-54	Married	0	66
Coonamble (A)	45-54	Married	1	225
Coonamble (A)	45-54	Never married		175
Coonamble (A)	55-64	Married	0	49
Coonamble (A)	55-64	Married	1	262
Coonamble (A)	55-64	Never married		147
Coonamble (A)	65-74	Married	0	17
Coonamble (A)	65-74	Married	1	179
Coonamble (A)	65-74	Never married		137
Coonamble (A)	75-84	Married	0	8
Coonamble (A)	75-84	Married	1	83
Coonamble (A)	75-84	Never married		90
Coonamble (A)	85+	Married	1	9
Coonamble (A)	85+	Never married		44
Cowra (A)	15-19	Married	0	21
Cowra (A)	15-19	Never married		600
Cowra (A)	20-24	Married	0	134
Cowra (A)	20-24	Married	1	34
Cowra (A)	20-24	Never married		376
Cowra (A)	25-34	Married	0	227
Cowra (A)	25-34	Married	1	338
Cowra (A)	25-34	Never married		362
Cowra (A)	35-44	Married	0	157
Cowra (A)	35-44	Married	1	625
Cowra (A)	35-44	Never married		344
Cowra (A)	45-54	Married	0	197
Cowra (A)	45-54	Married	1	846
Cowra (A)	45-54	Never married		438
Cowra (A)	55-64	Married	0	130
Cowra (A)	55-64	Married	1	958
Cowra (A)	55-64	Never married		487
Cowra (A)	65-74	Married	0	96
Cowra (A)	65-74	Married	1	922
Cowra (A)	65-74	Never married		465
Cowra (A)	75-84	Married	0	26
Cowra (A)	75-84	Married	1	454
Cowra (A)	75-84	Never married		349
Cowra (A)	85+	Married	0	4
Cowra (A)	85+	Married	1	88
Cowra (A)	85+	Never married		196
Cumberland (A)	15-19	Married	0	36
Cumberland (A)	15-19	Married	1	55
Cumberland (A)	15-19	Never married		11793
Cumberland (A)	20-24	Married	0	498
Cumberland (A)	20-24	Married	1	1605
Cumberland (A)	20-24	Never married		13793
Cumberland (A)	25-34	Married	0	2034
Cumberland (A)	25-34	Married	1	18918
Cumberland (A)	25-34	Never married		18093
Cumberland (A)	35-44	Married	0	1330
Cumberland (A)	35-44	Married	1	19002
Cumberland (A)	35-44	Never married		8016
Cumberland (A)	45-54	Married	0	1181
Cumberland (A)	45-54	Married	1	14823
Cumberland (A)	45-54	Never married		7027
Cumberland (A)	55-64	Married	0	893
Cumberland (A)	55-64	Married	1	11941
Cumberland (A)	55-64	Never married		6251
Cumberland (A)	65-74	Married	0	373
Cumberland (A)	65-74	Married	1	7769
Cumberland (A)	65-74	Never married		4076
Cumberland (A)	75-84	Married	0	108
Cumberland (A)	75-84	Married	1	3387
Cumberland (A)	75-84	Never married		3000
Cumberland (A)	85+	Married	0	23
Cumberland (A)	85+	Married	1	684
Cumberland (A)	85+	Never married		1626
Dungog (A)	15-19	Married	0	4
Dungog (A)	15-19	Never married		484
Dungog (A)	20-24	Married	0	45
Dungog (A)	20-24	Married	1	10
Dungog (A)	20-24	Never married		259
Dungog (A)	25-34	Married	0	146
Dungog (A)	25-34	Married	1	314
Dungog (A)	25-34	Never married		239
Dungog (A)	35-44	Married	0	134
Dungog (A)	35-44	Married	1	555
Dungog (A)	35-44	Never married		217
Dungog (A)	45-54	Married	0	147
Dungog (A)	45-54	Married	1	748
Dungog (A)	45-54	Never married		277
Dungog (A)	55-64	Married	0	89
Dungog (A)	55-64	Married	1	879
Dungog (A)	55-64	Never married		320
Dungog (A)	65-74	Married	0	47
Dungog (A)	65-74	Married	1	665
Dungog (A)	65-74	Never married		239
Dungog (A)	75-84	Married	0	10
Dungog (A)	75-84	Married	1	265
Dungog (A)	75-84	Never married		197
Dungog (A)	85+	Married	1	33
Dungog (A)	85+	Never married		101
Edward River (A)	15-19	Married	0	19
Edward River (A)	15-19	Never married		418
Edward River (A)	20-24	Married	0	77
Edward River (A)	20-24	Married	1	11
Edward River (A)	20-24	Never married		284
Edward River (A)	25-34	Married	0	202
Edward River (A)	25-34	Married	1	241
Edward River (A)	25-34	Never married		284
Edward River (A)	35-44	Married	0	126
Edward River (A)	35-44	Married	1	473
Edward River (A)	35-44	Never married		250
Edward River (A)	45-54	Married	0	116
Edward River (A)	45-54	Married	1	552
Edward River (A)	45-54	Never married		280
Edward River (A)	55-64	Married	0	100
Edward River (A)	55-64	Married	1	688
Edward River (A)	55-64	Never married		356
Edward River (A)	65-74	Married	0	31
Edward River (A)	65-74	Married	1	538
Edward River (A)	65-74	Never married		254
Edward River (A)	75-84	Married	0	13
Edward River (A)	75-84	Married	1	288
Edward River (A)	75-84	Never married		242
Edward River (A)	85+	Married	1	59
Edward River (A)	85+	Never married		127
Eurobodalla (A)	15-19	Married	0	44
Eurobodalla (A)	15-19	Never married		1559
Eurobodalla (A)	20-24	Married	0	205
Eurobodalla (A)	20-24	Married	1	63
Eurobodalla (A)	20-24	Never married		789
Eurobodalla (A)	25-34	Married	0	527
Eurobodalla (A)	25-34	Married	1	758
Eurobodalla (A)	25-34	Never married		973
Eurobodalla (A)	35-44	Married	0	534
Eurobodalla (A)	35-44	Married	1	1434
Eurobodalla (A)	35-44	Never married		1026
Eurobodalla (A)	45-54	Married	0	654
Eurobodalla (A)	45-54	Married	1	1985
Eurobodalla (A)	45-54	Never married		1427
Eurobodalla (A)	55-64	Married	0	657
Eurobodalla (A)	55-64	Married	1	3428
Eurobodalla (A)	55-64	Never married		1732
Eurobodalla (A)	65-74	Married	0	342
Eurobodalla (A)	65-74	Married	1	3791
Eurobodalla (A)	65-74	Never married		1471
Eurobodalla (A)	75-84	Married	0	98
Eurobodalla (A)	75-84	Married	1	1600
Eurobodalla (A)	75-84	Never married		1073
Eurobodalla (A)	85+	Married	0	10
Eurobodalla (A)	85+	Married	1	319
Eurobodalla (A)	85+	Never married		559
Fairfield (C)	15-19	Married	0	38
Fairfield (C)	15-19	Married	1	51
Fairfield (C)	15-19	Never married		13430
Fairfield (C)	20-24	Married	0	431
Fairfield (C)	20-24	Married	1	1084
Fairfield (C)	20-24	Never married		12868
Fairfield (C)	25-34	Married	0	1453
Fairfield (C)	25-34	Married	1	9332
Fairfield (C)	25-34	Never married		14311
Fairfield (C)	35-44	Married	0	1607
Fairfield (C)	35-44	Married	1	13260
Fairfield (C)	35-44	Never married		8327
Fairfield (C)	45-54	Married	0	1430
Fairfield (C)	45-54	Married	1	15779
Fairfield (C)	45-54	Never married		8276
Fairfield (C)	55-64	Married	0	1074
Fairfield (C)	55-64	Married	1	15049
Fairfield (C)	55-64	Never married		7289
Fairfield (C)	65-74	Married	0	450
Fairfield (C)	65-74	Married	1	9181
Fairfield (C)	65-74	Never married		4546
Fairfield (C)	75-84	Married	0	117
Fairfield (C)	75-84	Married	1	4107
Fairfield (C)	75-84	Never married		3374
Fairfield (C)	85+	Married	0	24
Fairfield (C)	85+	Married	1	852
Fairfield (C)	85+	Never married		1681
Federation (A)	15-19	Married	0	10
Federation (A)	15-19	Never married		571
Federation (A)	20-24	Married	0	93
Federation (A)	20-24	Married	1	19
Federation (A)	20-24	Never married		325
Federation (A)	25-34	Married	0	202
Federation (A)	25-34	Married	1	374
Federation (A)	25-34	Never married		317
Federation (A)	35-44	Married	0	183
Federation (A)	35-44	Married	1	628
Federation (A)	35-44	Never married		259
Federation (A)	45-54	Married	0	171
Federation (A)	45-54	Married	1	795
Federation (A)	45-54	Never married		409
Federation (A)	55-64	Married	0	130
Federation (A)	55-64	Married	1	1046
Federation (A)	55-64	Never married		439
Federation (A)	65-74	Married	0	83
Federation (A)	65-74	Married	1	1025
Federation (A)	65-74	Never married		425
Federation (A)	75-84	Married	0	30
Federation (A)	75-84	Married	1	516
Federation (A)	75-84	Never married		359
Federation (A)	85+	Married	0	3
Federation (A)	85+	Married	1	117
Federation (A)	85+	Never married		170
Forbes (A)	15-19	Married	0	22
Forbes (A)	15-19	Never married		443
Forbes (A)	20-24	Married	0	83
Forbes (A)	20-24	Married	1	27
Forbes (A)	20-24	Never married		276
Forbes (A)	25-34	Married	0	200
Forbes (A)	25-34	Married	1	343
Forbes (A)	25-34	Never married		331
Forbes (A)	35-44	Married	0	111
Forbes (A)	35-44	Married	1	519
Forbes (A)	35-44	Never married		240
Forbes (A)	45-54	Married	0	106
Forbes (A)	45-54	Married	1	637
Forbes (A)	45-54	Never married		340
Forbes (A)	55-64	Married	0	69
Forbes (A)	55-64	Married	1	697
Forbes (A)	55-64	Never married		287
Forbes (A)	65-74	Married	0	52
Forbes (A)	65-74	Married	1	623
Forbes (A)	65-74	Never married		298
Forbes (A)	75-84	Married	0	3
Forbes (A)	75-84	Married	1	324
Forbes (A)	75-84	Never married		249
Forbes (A)	85+	Married	0	3
Forbes (A)	85+	Married	1	53
Forbes (A)	85+	Never married		113
Georges River (A)	15-19	Married	0	25
Georges River (A)	15-19	Married	1	21
Georges River (A)	15-19	Never married		8468
Georges River (A)	20-24	Married	0	491
Georges River (A)	20-24	Married	1	651
Georges River (A)	20-24	Never married		9384
Georges River (A)	25-34	Married	0	2279
Georges River (A)	25-34	Married	1	9885
Georges River (A)	25-34	Never married		10661
Georges River (A)	35-44	Married	0	1392
Georges River (A)	35-44	Married	1	12415
Georges River (A)	35-44	Never married		4344
Georges River (A)	45-54	Married	0	1122
Georges River (A)	45-54	Married	1	12314
Georges River (A)	45-54	Never married		4715
Georges River (A)	55-64	Married	0	768
Georges River (A)	55-64	Married	1	10427
Georges River (A)	55-64	Never married		4425
Georges River (A)	65-74	Married	0	343
Georges River (A)	65-74	Married	1	7015
Georges River (A)	65-74	Never married		3322
Georges River (A)	75-84	Married	0	104
Georges River (A)	75-84	Married	1	3747
Georges River (A)	75-84	Never married		2537
Georges River (A)	85+	Married	0	14
Georges River (A)	85+	Married	1	884
Georges River (A)	85+	Never married		1724
Gilgandra (A)	15-19	Never married		188
Gilgandra (A)	20-24	Married	0	28
Gilgandra (A)	20-24	Married	1	9
Gilgandra (A)	20-24	Never married		135
Gilgandra (A)	25-34	Married	0	83
Gilgandra (A)	25-34	Married	1	123
Gilgandra (A)	25-34	Never married		150
Gilgandra (A)	35-44	Married	0	55
Gilgandra (A)	35-44	Married	1	201
Gilgandra (A)	35-44	Never married		114
Gilgandra (A)	45-54	Married	0	48
Gilgandra (A)	45-54	Married	1	292
Gilgandra (A)	45-54	Never married		133
Gilgandra (A)	55-64	Married	0	30
Gilgandra (A)	55-64	Married	1	348
Gilgandra (A)	55-64	Never married		158
Gilgandra (A)	65-74	Married	0	14
Gilgandra (A)	65-74	Married	1	298
Gilgandra (A)	65-74	Never married		127
Gilgandra (A)	75-84	Married	1	151
Gilgandra (A)	75-84	Never married		131
Gilgandra (A)	85+	Married	0	3
Gilgandra (A)	85+	Married	1	40
Gilgandra (A)	85+	Never married		45
Glen Innes Severn (A)	15-19	Married	0	13
Glen Innes Severn (A)	15-19	Never married		391
Glen Innes Severn (A)	20-24	Married	0	90
Glen Innes Severn (A)	20-24	Married	1	6
Glen Innes Severn (A)	20-24	Never married		218
Glen Innes Severn (A)	25-34	Married	0	172
Glen Innes Severn (A)	25-34	Married	1	212
Glen Innes Severn (A)	25-34	Never married		249
Glen Innes Severn (A)	35-44	Married	0	124
Glen Innes Severn (A)	35-44	Married	1	405
Glen Innes Severn (A)	35-44	Never married		229
Glen Innes Severn (A)	45-54	Married	0	115
Glen Innes Severn (A)	45-54	Married	1	498
Glen Innes Severn (A)	45-54	Never married		297
Glen Innes Severn (A)	55-64	Married	0	101
Glen Innes Severn (A)	55-64	Married	1	678
Glen Innes Severn (A)	55-64	Never married		395
Glen Innes Severn (A)	65-74	Married	0	50
Glen Innes Severn (A)	65-74	Married	1	667
Glen Innes Severn (A)	65-74	Never married		338
Glen Innes Severn (A)	75-84	Married	0	13
Glen Innes Severn (A)	75-84	Married	1	315
Glen Innes Severn (A)	75-84	Never married		248
Glen Innes Severn (A)	85+	Married	0	3
Glen Innes Severn (A)	85+	Married	1	50
Glen Innes Severn (A)	85+	Never married		128
Goulburn Mulwaree (A)	15-19	Married	0	29
Goulburn Mulwaree (A)	15-19	Never married		1526
Goulburn Mulwaree (A)	20-24	Married	0	272
Goulburn Mulwaree (A)	20-24	Married	1	80
Goulburn Mulwaree (A)	20-24	Never married		993
Goulburn Mulwaree (A)	25-34	Married	0	649
Goulburn Mulwaree (A)	25-34	Married	1	1138
Goulburn Mulwaree (A)	25-34	Never married		1133
Goulburn Mulwaree (A)	35-44	Married	0	408
Goulburn Mulwaree (A)	35-44	Married	1	1767
Goulburn Mulwaree (A)	35-44	Never married		833
Goulburn Mulwaree (A)	45-54	Married	0	414
Goulburn Mulwaree (A)	45-54	Married	1	2038
Goulburn Mulwaree (A)	45-54	Never married		1100
Goulburn Mulwaree (A)	55-64	Married	0	273
Goulburn Mulwaree (A)	55-64	Married	1	2109
Goulburn Mulwaree (A)	55-64	Never married		1113
Goulburn Mulwaree (A)	65-74	Married	0	140
Goulburn Mulwaree (A)	65-74	Married	1	1674
Goulburn Mulwaree (A)	65-74	Never married		981
Goulburn Mulwaree (A)	75-84	Married	0	37
Goulburn Mulwaree (A)	75-84	Married	1	768
Goulburn Mulwaree (A)	75-84	Never married		656
Goulburn Mulwaree (A)	85+	Married	0	4
Goulburn Mulwaree (A)	85+	Married	1	151
Goulburn Mulwaree (A)	85+	Never married		346
Greater Hume Shire (A)	15-19	Married	0	3
Greater Hume Shire (A)	15-19	Never married		572
Greater Hume Shire (A)	20-24	Married	0	50
Greater Hume Shire (A)	20-24	Married	1	14
Greater Hume Shire (A)	20-24	Never married		258
Greater Hume Shire (A)	25-34	Married	0	179
Greater Hume Shire (A)	25-34	Married	1	362
Greater Hume Shire (A)	25-34	Never married		233
Greater Hume Shire (A)	35-44	Married	0	115
Greater Hume Shire (A)	35-44	Married	1	678
Greater Hume Shire (A)	35-44	Never married		192
Greater Hume Shire (A)	45-54	Married	0	134
Greater Hume Shire (A)	45-54	Married	1	890
Greater Hume Shire (A)	45-54	Never married		266
Greater Hume Shire (A)	55-64	Married	0	94
Greater Hume Shire (A)	55-64	Married	1	927
Greater Hume Shire (A)	55-64	Never married		361
Greater Hume Shire (A)	65-74	Married	0	60
Greater Hume Shire (A)	65-74	Married	1	735
Greater Hume Shire (A)	65-74	Never married		283
Greater Hume Shire (A)	75-84	Married	0	14
Greater Hume Shire (A)	75-84	Married	1	250
Greater Hume Shire (A)	75-84	Never married		215
Greater Hume Shire (A)	85+	Married	0	3
Greater Hume Shire (A)	85+	Married	1	52
Greater Hume Shire (A)	85+	Never married		104
Griffith (C)	15-19	Married	0	24
Griffith (C)	15-19	Never married		1390
Griffith (C)	20-24	Married	0	228
Griffith (C)	20-24	Married	1	72
Griffith (C)	20-24	Never married		931
Griffith (C)	25-34	Married	0	518
Griffith (C)	25-34	Married	1	1267
Griffith (C)	25-34	Never married		1224
Griffith (C)	35-44	Married	0	305
Griffith (C)	35-44	Married	1	1749
Griffith (C)	35-44	Never married		680
Griffith (C)	45-54	Married	0	223
Griffith (C)	45-54	Married	1	2023
Griffith (C)	45-54	Never married		704
Griffith (C)	55-64	Married	0	143
Griffith (C)	55-64	Married	1	1770
Griffith (C)	55-64	Never married		681
Griffith (C)	65-74	Married	0	52
Griffith (C)	65-74	Married	1	1192
Griffith (C)	65-74	Never married		463
Griffith (C)	75-84	Married	0	20
Griffith (C)	75-84	Married	1	649
Griffith (C)	75-84	Never married		486
Griffith (C)	85+	Married	0	8
Griffith (C)	85+	Married	1	162
Griffith (C)	85+	Never married		250
Gundagai (A)	15-19	Married	0	25
Gundagai (A)	15-19	Never married		508
Gundagai (A)	20-24	Married	0	114
