LGA_NAME16	Age	Sex	Volunteer	adults
Barcoo (S)	55-64	F	1	7
Barcoo (S)	55-64	M		3
Barcoo (S)	55-64	M	0	17
Barcoo (S)	55-64	M	1	7
Barcoo (S)	65-74	F	0	7
Barcoo (S)	65-74	F	1	5
Barcoo (S)	65-74	M	0	17
Barcoo (S)	65-74	M	1	3
Barcoo (S)	75-84	M	0	4
Blackall-Tambo (R)	15-19	F		3
Blackall-Tambo (R)	15-19	F	0	21
Blackall-Tambo (R)	15-19	F	1	7
Blackall-Tambo (R)	15-19	M		4
Blackall-Tambo (R)	15-19	M	0	20
Blackall-Tambo (R)	15-19	M	1	15
Blackall-Tambo (R)	20-24	F	0	28
Blackall-Tambo (R)	20-24	F	1	5
Blackall-Tambo (R)	20-24	M		3
Blackall-Tambo (R)	20-24	M	0	30
Blackall-Tambo (R)	20-24	M	1	7
Blackall-Tambo (R)	25-34	F		3
Blackall-Tambo (R)	25-34	F	0	49
Blackall-Tambo (R)	25-34	F	1	43
Blackall-Tambo (R)	25-34	M		10
Blackall-Tambo (R)	25-34	M	0	56
Blackall-Tambo (R)	25-34	M	1	38
Blackall-Tambo (R)	35-44	F		9
Blackall-Tambo (R)	35-44	F	0	56
Blackall-Tambo (R)	35-44	F	1	55
Blackall-Tambo (R)	35-44	M		5
Blackall-Tambo (R)	35-44	M	0	49
Blackall-Tambo (R)	35-44	M	1	48
Blackall-Tambo (R)	45-54	F		12
Blackall-Tambo (R)	45-54	F	0	78
Blackall-Tambo (R)	45-54	F	1	49
Blackall-Tambo (R)	45-54	M		8
Blackall-Tambo (R)	45-54	M	0	67
Blackall-Tambo (R)	45-54	M	1	44
Blackall-Tambo (R)	55-64	F		7
Blackall-Tambo (R)	55-64	F	0	87
Blackall-Tambo (R)	55-64	F	1	60
Blackall-Tambo (R)	55-64	M		10
Blackall-Tambo (R)	55-64	M	0	105
Blackall-Tambo (R)	55-64	M	1	59
Blackall-Tambo (R)	65-74	F		10
Blackall-Tambo (R)	65-74	F	0	71
Blackall-Tambo (R)	65-74	F	1	34
Blackall-Tambo (R)	65-74	M		12
Blackall-Tambo (R)	65-74	M	0	104
Blackall-Tambo (R)	65-74	M	1	22
Blackall-Tambo (R)	75-84	F		11
Blackall-Tambo (R)	75-84	F	0	29
Blackall-Tambo (R)	75-84	F	1	22
Blackall-Tambo (R)	75-84	M		4
Blackall-Tambo (R)	75-84	M	0	46
Blackall-Tambo (R)	75-84	M	1	13
Blackall-Tambo (R)	85+	F		3
Blackall-Tambo (R)	85+	F	0	24
Blackall-Tambo (R)	85+	F	1	3
Blackall-Tambo (R)	85+	M		3
Blackall-Tambo (R)	85+	M	0	11
Blackall-Tambo (R)	85+	M	1	3
Boulia (S)	15-19	F	0	6
Boulia (S)	15-19	M	0	9
Boulia (S)	20-24	F		3
Boulia (S)	20-24	F	0	9
Boulia (S)	20-24	F	1	3
Boulia (S)	20-24	M	0	13
Boulia (S)	20-24	M	1	3
Boulia (S)	25-34	F		9
Boulia (S)	25-34	F	0	14
Boulia (S)	25-34	F	1	21
Boulia (S)	25-34	M		5
Boulia (S)	25-34	M	0	22
Boulia (S)	25-34	M	1	8
Boulia (S)	35-44	F		3
Boulia (S)	35-44	F	0	15
Boulia (S)	35-44	F	1	4
Boulia (S)	35-44	M		6
Boulia (S)	35-44	M	0	22
Boulia (S)	35-44	M	1	3
Boulia (S)	45-54	F		3
Boulia (S)	45-54	F	0	6
Boulia (S)	45-54	F	1	11
Boulia (S)	45-54	M		3
Boulia (S)	45-54	M	0	20
Boulia (S)	45-54	M	1	8
Boulia (S)	55-64	F		6
Boulia (S)	55-64	F	0	12
Boulia (S)	55-64	F	1	15
Boulia (S)	55-64	M		7
Boulia (S)	55-64	M	0	11
Boulia (S)	55-64	M	1	15
Boulia (S)	65-74	F	0	8
Boulia (S)	65-74	F	1	3
Boulia (S)	65-74	M	0	13
Boulia (S)	75-84	F	1	3
Brisbane (C)	15-19	F		2021
Brisbane (C)	15-19	F	0	23983
Brisbane (C)	15-19	F	1	8839
Brisbane (C)	15-19	M		2244
Brisbane (C)	15-19	M	0	25413
Brisbane (C)	15-19	M	1	7447
Brisbane (C)	20-24	F		3263
Brisbane (C)	20-24	F	0	34850
Brisbane (C)	20-24	F	1	11247
Brisbane (C)	20-24	M		3714
Brisbane (C)	20-24	M	0	37238
Brisbane (C)	20-24	M	1	7975
Brisbane (C)	25-34	F		6824
Brisbane (C)	25-34	F	0	73923
Brisbane (C)	25-34	F	1	17350
Brisbane (C)	25-34	M		8096
Brisbane (C)	25-34	M	0	76271
Brisbane (C)	25-34	M	1	13243
Brisbane (C)	35-44	F		4579
Brisbane (C)	35-44	F	0	56843
Brisbane (C)	35-44	F	1	22461
Brisbane (C)	35-44	M		5895
Brisbane (C)	35-44	M	0	60621
Brisbane (C)	35-44	M	1	15561
Brisbane (C)	45-54	F		4024
Brisbane (C)	45-54	F	0	50180
Brisbane (C)	45-54	F	1	20459
Brisbane (C)	45-54	M		5013
Brisbane (C)	45-54	M	0	51226
Brisbane (C)	45-54	M	1	15880
Brisbane (C)	55-64	F		3310
Brisbane (C)	55-64	F	0	42659
Brisbane (C)	55-64	F	1	12724
Brisbane (C)	55-64	M		3669
Brisbane (C)	55-64	M	0	41005
Brisbane (C)	55-64	M	1	10620
Brisbane (C)	65-74	F		2767
Brisbane (C)	65-74	F	0	28249
Brisbane (C)	65-74	F	1	9924
Brisbane (C)	65-74	M		2732
Brisbane (C)	65-74	M	0	26813
Brisbane (C)	65-74	M	1	7841
Brisbane (C)	75-84	F		2600
Brisbane (C)	75-84	F	0	16810
Brisbane (C)	75-84	F	1	4021
Brisbane (C)	75-84	M		1880
Brisbane (C)	75-84	M	0	13396
Brisbane (C)	75-84	M	1	3285
Brisbane (C)	85+	F		2739
Brisbane (C)	85+	F	0	10361
Brisbane (C)	85+	F	1	735
Brisbane (C)	85+	M		1104
Brisbane (C)	85+	M	0	5391
Brisbane (C)	85+	M	1	579
Bulloo (S)	15-19	F	0	5
Bulloo (S)	15-19	M	0	4
Bulloo (S)	20-24	F	0	3
Bulloo (S)	20-24	F	1	4
Bulloo (S)	20-24	M	0	8
Bulloo (S)	25-34	F	0	12
Bulloo (S)	25-34	F	1	8
Bulloo (S)	25-34	M		3
Bulloo (S)	25-34	M	0	17
Bulloo (S)	25-34	M	1	9
Bulloo (S)	35-44	F	0	7
Bulloo (S)	35-44	F	1	10
Bulloo (S)	35-44	M		4
Bulloo (S)	35-44	M	0	8
Bulloo (S)	35-44	M	1	18
Bulloo (S)	45-54	F	0	12
Bulloo (S)	45-54	F	1	7
Bulloo (S)	45-54	M		5
Bulloo (S)	45-54	M	0	19
Bulloo (S)	45-54	M	1	4
Bulloo (S)	55-64	F	0	17
Bulloo (S)	55-64	F	1	8
Bulloo (S)	55-64	M		5
Bulloo (S)	55-64	M	0	30
Bulloo (S)	55-64	M	1	11
Bulloo (S)	65-74	F	0	4
Bulloo (S)	65-74	F	1	3
Bulloo (S)	65-74	M		3
Bulloo (S)	65-74	M	0	8
Bulloo (S)	65-74	M	1	3
Bulloo (S)	75-84	F	0	3
Bulloo (S)	75-84	M	0	3
Bulloo (S)	85+	M	0	3
Bundaberg (R)	15-19	F		251
Bundaberg (R)	15-19	F	0	1872
Bundaberg (R)	15-19	F	1	579
Bundaberg (R)	15-19	M		279
Bundaberg (R)	15-19	M	0	2130
Bundaberg (R)	15-19	M	1	509
Bundaberg (R)	20-24	F		179
Bundaberg (R)	20-24	F	0	1731
Bundaberg (R)	20-24	F	1	374
Bundaberg (R)	20-24	M		207
Bundaberg (R)	20-24	M	0	1840
Bundaberg (R)	20-24	M	1	333
Bundaberg (R)	25-34	F		351
Bundaberg (R)	25-34	F	0	3591
Bundaberg (R)	25-34	F	1	882
Bundaberg (R)	25-34	M		393
Bundaberg (R)	25-34	M	0	3487
Bundaberg (R)	25-34	M	1	557
Bundaberg (R)	35-44	F		351
Bundaberg (R)	35-44	F	0	3442
Bundaberg (R)	35-44	F	1	1358
Bundaberg (R)	35-44	M		379
Bundaberg (R)	35-44	M	0	3402
Bundaberg (R)	35-44	M	1	942
Bundaberg (R)	45-54	F		443
Bundaberg (R)	45-54	F	0	4383
Bundaberg (R)	45-54	F	1	1508
Bundaberg (R)	45-54	M		509
Bundaberg (R)	45-54	M	0	4292
Bundaberg (R)	45-54	M	1	1100
Bundaberg (R)	55-64	F		524
Bundaberg (R)	55-64	F	0	4825
Bundaberg (R)	55-64	F	1	1563
Bundaberg (R)	55-64	M		559
Bundaberg (R)	55-64	M	0	4696
Bundaberg (R)	55-64	M	1	1166
Bundaberg (R)	65-74	F		626
Bundaberg (R)	65-74	F	0	4289
Bundaberg (R)	65-74	F	1	1285
Bundaberg (R)	65-74	M		652
Bundaberg (R)	65-74	M	0	4583
Bundaberg (R)	65-74	M	1	1070
Bundaberg (R)	75-84	F		524
Bundaberg (R)	75-84	F	0	2416
Bundaberg (R)	75-84	F	1	505
Bundaberg (R)	75-84	M		441
Bundaberg (R)	75-84	M	0	2371
Bundaberg (R)	75-84	M	1	412
Bundaberg (R)	85+	F		261
Bundaberg (R)	85+	F	0	1074
Bundaberg (R)	85+	F	1	74
Bundaberg (R)	85+	M		191
Bundaberg (R)	85+	M	0	698
Bundaberg (R)	85+	M	1	48
Burdekin (S)	15-19	F		51
Burdekin (S)	15-19	F	0	306
Burdekin (S)	15-19	F	1	150
Burdekin (S)	15-19	M		52
Burdekin (S)	15-19	M	0	364
Burdekin (S)	15-19	M	1	109
Burdekin (S)	20-24	F		31
Burdekin (S)	20-24	F	0	327
Burdekin (S)	20-24	F	1	68
Burdekin (S)	20-24	M		42
Burdekin (S)	20-24	M	0	374
Burdekin (S)	20-24	M	1	66
Burdekin (S)	25-34	F		51
Burdekin (S)	25-34	F	0	600
Burdekin (S)	25-34	F	1	177
Burdekin (S)	25-34	M		74
Burdekin (S)	25-34	M	0	648
Burdekin (S)	25-34	M	1	125
Burdekin (S)	35-44	F		60
Burdekin (S)	35-44	F	0	546
Burdekin (S)	35-44	F	1	343
Burdekin (S)	35-44	M		88
Burdekin (S)	35-44	M	0	678
Burdekin (S)	35-44	M	1	226
Burdekin (S)	45-54	F		87
Burdekin (S)	45-54	F	0	723
Burdekin (S)	45-54	F	1	341
Burdekin (S)	45-54	M		94
Burdekin (S)	45-54	M	0	847
Burdekin (S)	45-54	M	1	262
Burdekin (S)	55-64	F		98
Burdekin (S)	55-64	F	0	846
Burdekin (S)	55-64	F	1	287
Burdekin (S)	55-64	M		106
Burdekin (S)	55-64	M	0	932
Burdekin (S)	55-64	M	1	229
Burdekin (S)	65-74	F		120
Burdekin (S)	65-74	F	0	608
Burdekin (S)	65-74	F	1	250
Burdekin (S)	65-74	M		146
Burdekin (S)	65-74	M	0	706
Burdekin (S)	65-74	M	1	188
Burdekin (S)	75-84	F		96
Burdekin (S)	75-84	F	0	399
Burdekin (S)	75-84	F	1	115
Burdekin (S)	75-84	M		79
Burdekin (S)	75-84	M	0	369
Burdekin (S)	75-84	M	1	95
Burdekin (S)	85+	F		74
Burdekin (S)	85+	F	0	195
Burdekin (S)	85+	F	1	30
Burdekin (S)	85+	M		40
Burdekin (S)	85+	M	0	127
Burdekin (S)	85+	M	1	9
Burke (S)	15-19	F		4
Burke (S)	15-19	F	0	3
Burke (S)	15-19	F	1	3
Burke (S)	15-19	M		3
Burke (S)	15-19	M	0	10
Burke (S)	20-24	F		3
Burke (S)	20-24	F	0	5
Burke (S)	20-24	F	1	3
Burke (S)	20-24	M		5
Burke (S)	20-24	M	0	9
Burke (S)	20-24	M	1	3
Burke (S)	25-34	F		10
Burke (S)	25-34	F	0	11
Burke (S)	25-34	F	1	8
Burke (S)	25-34	M		3
Burke (S)	25-34	M	0	14
Burke (S)	25-34	M	1	6
Burke (S)	35-44	F		6
Burke (S)	35-44	F	0	8
Burke (S)	35-44	F	1	3
Burke (S)	35-44	M		3
Burke (S)	35-44	M	0	15
Burke (S)	35-44	M	1	7
Burke (S)	45-54	F		4
Burke (S)	45-54	F	0	11
Burke (S)	45-54	F	1	4
Burke (S)	45-54	M	0	14
Burke (S)	45-54	M	1	7
Burke (S)	55-64	F		6
Burke (S)	55-64	F	0	16
Burke (S)	55-64	F	1	3
Burke (S)	55-64	M		13
Burke (S)	55-64	M	0	19
Burke (S)	55-64	M	1	5
Burke (S)	65-74	F		3
Burke (S)	65-74	F	0	6
Burke (S)	65-74	F	1	3
Burke (S)	65-74	M	0	9
Burke (S)	65-74	M	1	3
Cairns (R)	15-19	F		536
Cairns (R)	15-19	F	0	3251
Cairns (R)	15-19	F	1	976
Cairns (R)	15-19	M		608
Cairns (R)	15-19	M	0	3603
Cairns (R)	15-19	M	1	835
Cairns (R)	20-24	F		526
Cairns (R)	20-24	F	0	3291
Cairns (R)	20-24	F	1	805
Cairns (R)	20-24	M		521
Cairns (R)	20-24	M	0	3416
Cairns (R)	20-24	M	1	600
Cairns (R)	25-34	F		1156
Cairns (R)	25-34	F	0	8188
Cairns (R)	25-34	F	1	1856
Cairns (R)	25-34	M		1182
Cairns (R)	25-34	M	0	7580
Cairns (R)	25-34	M	1	1355
Cairns (R)	35-44	F		1088
Cairns (R)	35-44	F	0	7919
Cairns (R)	35-44	F	1	3085
Cairns (R)	35-44	M		1099
Cairns (R)	35-44	M	0	7710
Cairns (R)	35-44	M	1	1782
Cairns (R)	45-54	F		1051
Cairns (R)	45-54	F	0	7734
Cairns (R)	45-54	F	1	2907
Cairns (R)	45-54	M		1243
Cairns (R)	45-54	M	0	7923
Cairns (R)	45-54	M	1	2024
Cairns (R)	55-64	F		913
Cairns (R)	55-64	F	0	6616
Cairns (R)	55-64	F	1	2009
Cairns (R)	55-64	M		997
Cairns (R)	55-64	M	0	6895
Cairns (R)	55-64	M	1	1596
Cairns (R)	65-74	F		656
Cairns (R)	65-74	F	0	4039
Cairns (R)	65-74	F	1	1328
Cairns (R)	65-74	M		759
Cairns (R)	65-74	M	0	4804
Cairns (R)	65-74	M	1	1038
Cairns (R)	75-84	F		445
Cairns (R)	75-84	F	0	1817
Cairns (R)	75-84	F	1	428
Cairns (R)	75-84	M		387
Cairns (R)	75-84	M	0	1915
Cairns (R)	75-84	M	1	331
Cairns (R)	85+	F		250
Cairns (R)	85+	F	0	970
Cairns (R)	85+	F	1	66
Cairns (R)	85+	M		123
Cairns (R)	85+	M	0	531
Cairns (R)	85+	M	1	45
Carpentaria (S)	15-19	F		9
Carpentaria (S)	15-19	F	0	31
Carpentaria (S)	15-19	F	1	5
Carpentaria (S)	15-19	M		16
Carpentaria (S)	15-19	M	0	32
Carpentaria (S)	15-19	M	1	7
Carpentaria (S)	20-24	F		15
Carpentaria (S)	20-24	F	0	44
Carpentaria (S)	20-24	F	1	11
Carpentaria (S)	20-24	M		9
Carpentaria (S)	20-24	M	0	44
Carpentaria (S)	20-24	M	1	11
Carpentaria (S)	25-34	F		22
Carpentaria (S)	25-34	F	0	78
Carpentaria (S)	25-34	F	1	25
Carpentaria (S)	25-34	M		18
Carpentaria (S)	25-34	M	0	92
Carpentaria (S)	25-34	M	1	19
Carpentaria (S)	35-44	F		18
Carpentaria (S)	35-44	F	0	75
Carpentaria (S)	35-44	F	1	32
Carpentaria (S)	35-44	M		17
Carpentaria (S)	35-44	M	0	66
Carpentaria (S)	35-44	M	1	24
Carpentaria (S)	45-54	F		27
Carpentaria (S)	45-54	F	0	90
Carpentaria (S)	45-54	F	1	29
Carpentaria (S)	45-54	M		14
Carpentaria (S)	45-54	M	0	95
Carpentaria (S)	45-54	M	1	31
Carpentaria (S)	55-64	F		17
Carpentaria (S)	55-64	F	0	79
Carpentaria (S)	55-64	F	1	23
Carpentaria (S)	55-64	M		21
Carpentaria (S)	55-64	M	0	86
Carpentaria (S)	55-64	M	1	31
Carpentaria (S)	65-74	F		6
Carpentaria (S)	65-74	F	0	62
Carpentaria (S)	65-74	F	1	10
Carpentaria (S)	65-74	M		17
Carpentaria (S)	65-74	M	0	83
Carpentaria (S)	65-74	M	1	9
Carpentaria (S)	75-84	F		7
Carpentaria (S)	75-84	F	0	19
Carpentaria (S)	75-84	F	1	3
Carpentaria (S)	75-84	M		15
Carpentaria (S)	75-84	M	0	27
Carpentaria (S)	75-84	M	1	3
Carpentaria (S)	85+	M	0	3
Carpentaria (S)	85+	M	1	3
Cassowary Coast (R)	15-19	F		107
Cassowary Coast (R)	15-19	F	0	518
Cassowary Coast (R)	15-19	F	1	127
Cassowary Coast (R)	15-19	M		115
Cassowary Coast (R)	15-19	M	0	579
Cassowary Coast (R)	15-19	M	1	109
Cassowary Coast (R)	20-24	F		80
Cassowary Coast (R)	20-24	F	0	487
Cassowary Coast (R)	20-24	F	1	106
Cassowary Coast (R)	20-24	M		70
Cassowary Coast (R)	20-24	M	0	612
Cassowary Coast (R)	20-24	M	1	81
Cassowary Coast (R)	25-34	F		181
Cassowary Coast (R)	25-34	F	0	1089
Cassowary Coast (R)	25-34	F	1	295
Cassowary Coast (R)	25-34	M		220
Cassowary Coast (R)	25-34	M	0	1192
Cassowary Coast (R)	25-34	M	1	183
Cassowary Coast (R)	35-44	F		181
Cassowary Coast (R)	35-44	F	0	964
Cassowary Coast (R)	35-44	F	1	487
Cassowary Coast (R)	35-44	M		177
Cassowary Coast (R)	35-44	M	0	1044
Cassowary Coast (R)	35-44	M	1	302
Cassowary Coast (R)	45-54	F		175
Cassowary Coast (R)	45-54	F	0	1283
Cassowary Coast (R)	45-54	F	1	512
Cassowary Coast (R)	45-54	M		233
Cassowary Coast (R)	45-54	M	0	1459
Cassowary Coast (R)	45-54	M	1	387
Cassowary Coast (R)	55-64	F		202
Cassowary Coast (R)	55-64	F	0	1431
Cassowary Coast (R)	55-64	F	1	516
Cassowary Coast (R)	55-64	M		250
Cassowary Coast (R)	55-64	M	0	1666
Cassowary Coast (R)	55-64	M	1	408
Cassowary Coast (R)	65-74	F		188
Cassowary Coast (R)	65-74	F	0	912
Cassowary Coast (R)	65-74	F	1	432
Cassowary Coast (R)	65-74	M		242
Cassowary Coast (R)	65-74	M	0	1181
Cassowary Coast (R)	65-74	M	1	309
Cassowary Coast (R)	75-84	F		111
Cassowary Coast (R)	75-84	F	0	539
Cassowary Coast (R)	75-84	F	1	157
Cassowary Coast (R)	75-84	M		139
Cassowary Coast (R)	75-84	M	0	624
Cassowary Coast (R)	75-84	M	1	153
Cassowary Coast (R)	85+	F		49
Cassowary Coast (R)	85+	F	0	307
Cassowary Coast (R)	85+	F	1	36
Cassowary Coast (R)	85+	M		40
Cassowary Coast (R)	85+	M	0	193
Cassowary Coast (R)	85+	M	1	16
Central Highlands (R) (Qld)	15-19	F		117
Central Highlands (R) (Qld)	15-19	F	0	439
Central Highlands (R) (Qld)	15-19	F	1	168
Central Highlands (R) (Qld)	15-19	M		145
Central Highlands (R) (Qld)	15-19	M	0	515
Central Highlands (R) (Qld)	15-19	M	1	181
Central Highlands (R) (Qld)	20-24	F		118
Central Highlands (R) (Qld)	20-24	F	0	559
Central Highlands (R) (Qld)	20-24	F	1	170
Central Highlands (R) (Qld)	20-24	M		124
Central Highlands (R) (Qld)	20-24	M	0	649
Central Highlands (R) (Qld)	20-24	M	1	106
Central Highlands (R) (Qld)	25-34	F		277
Central Highlands (R) (Qld)	25-34	F	0	1347
Central Highlands (R) (Qld)	25-34	F	1	675
Central Highlands (R) (Qld)	25-34	M		362
Central Highlands (R) (Qld)	25-34	M	0	1572
Central Highlands (R) (Qld)	25-34	M	1	409
Central Highlands (R) (Qld)	35-44	F		222
Central Highlands (R) (Qld)	35-44	F	0	921
Central Highlands (R) (Qld)	35-44	F	1	783
Central Highlands (R) (Qld)	35-44	M		368
Central Highlands (R) (Qld)	35-44	M	0	1287
Central Highlands (R) (Qld)	35-44	M	1	561
Central Highlands (R) (Qld)	45-54	F		234
Central Highlands (R) (Qld)	45-54	F	0	1015
Central Highlands (R) (Qld)	45-54	F	1	572
Central Highlands (R) (Qld)	45-54	M		365
Central Highlands (R) (Qld)	45-54	M	0	1268
Central Highlands (R) (Qld)	45-54	M	1	523
Central Highlands (R) (Qld)	55-64	F		163
Central Highlands (R) (Qld)	55-64	F	0	817
Central Highlands (R) (Qld)	55-64	F	1	350
Central Highlands (R) (Qld)	55-64	M		231
Central Highlands (R) (Qld)	55-64	M	0	1054
Central Highlands (R) (Qld)	55-64	M	1	327
Central Highlands (R) (Qld)	65-74	F		81
Central Highlands (R) (Qld)	65-74	F	0	341
Central Highlands (R) (Qld)	65-74	F	1	197
Central Highlands (R) (Qld)	65-74	M		121
Central Highlands (R) (Qld)	65-74	M	0	533
Central Highlands (R) (Qld)	65-74	M	1	145
Central Highlands (R) (Qld)	75-84	F		47
Central Highlands (R) (Qld)	75-84	F	0	149
Central Highlands (R) (Qld)	75-84	F	1	60
Central Highlands (R) (Qld)	75-84	M		62
Central Highlands (R) (Qld)	75-84	M	0	196
Central Highlands (R) (Qld)	75-84	M	1	41
Central Highlands (R) (Qld)	85+	F		18
Central Highlands (R) (Qld)	85+	F	0	47
Central Highlands (R) (Qld)	85+	F	1	10
Central Highlands (R) (Qld)	85+	M		12
Central Highlands (R) (Qld)	85+	M	0	39
Central Highlands (R) (Qld)	85+	M	1	5
Charters Towers (R)	15-19	F		60
Charters Towers (R)	15-19	F	0	256
Charters Towers (R)	15-19	F	1	122
Charters Towers (R)	15-19	M		49
Charters Towers (R)	15-19	M	0	284
Charters Towers (R)	15-19	M	1	124
Charters Towers (R)	20-24	F		27
Charters Towers (R)	20-24	F	0	195
Charters Towers (R)	20-24	F	1	52
Charters Towers (R)	20-24	M		48
Charters Towers (R)	20-24	M	0	209
Charters Towers (R)	20-24	M	1	27
Charters Towers (R)	25-34	F		66
Charters Towers (R)	25-34	F	0	424
Charters Towers (R)	25-34	F	1	141
Charters Towers (R)	25-34	M		70
Charters Towers (R)	25-34	M	0	395
Charters Towers (R)	25-34	M	1	89
Charters Towers (R)	35-44	F		75
Charters Towers (R)	35-44	F	0	401
Charters Towers (R)	35-44	F	1	260
Charters Towers (R)	35-44	M		91
Charters Towers (R)	35-44	M	0	429
Charters Towers (R)	35-44	M	1	168
Charters Towers (R)	45-54	F		96
Charters Towers (R)	45-54	F	0	494
Charters Towers (R)	45-54	F	1	229
Charters Towers (R)	45-54	M		92
Charters Towers (R)	45-54	M	0	450
Charters Towers (R)	45-54	M	1	149
Charters Towers (R)	55-64	F		83
Charters Towers (R)	55-64	F	0	499
Charters Towers (R)	55-64	F	1	183
Charters Towers (R)	55-64	M		88
Charters Towers (R)	55-64	M	0	574
Charters Towers (R)	55-64	M	1	141
Charters Towers (R)	65-74	F		92
Charters Towers (R)	65-74	F	0	390
Charters Towers (R)	65-74	F	1	154
Charters Towers (R)	65-74	M		88
Charters Towers (R)	65-74	M	0	473
Charters Towers (R)	65-74	M	1	114
Charters Towers (R)	75-84	F		71
Charters Towers (R)	75-84	F	0	212
Charters Towers (R)	75-84	F	1	56
Charters Towers (R)	75-84	M		58
Charters Towers (R)	75-84	M	0	240
Charters Towers (R)	75-84	M	1	39
Charters Towers (R)	85+	F		22
Charters Towers (R)	85+	F	0	104
Charters Towers (R)	85+	F	1	9
Charters Towers (R)	85+	M		14
Charters Towers (R)	85+	M	0	61
Charters Towers (R)	85+	M	1	4
Cherbourg (S)	15-19	F		8
Cherbourg (S)	15-19	F	0	56
Cherbourg (S)	15-19	M		3
Cherbourg (S)	15-19	M	0	64
Cherbourg (S)	20-24	F		15
Cherbourg (S)	20-24	F	0	51
Cherbourg (S)	20-24	F	1	5
Cherbourg (S)	20-24	M		13
Cherbourg (S)	20-24	M	0	42
Cherbourg (S)	20-24	M	1	3
Cherbourg (S)	25-34	F		3
Cherbourg (S)	25-34	F	0	77
Cherbourg (S)	25-34	F	1	7
Cherbourg (S)	25-34	M		3
Cherbourg (S)	25-34	M	0	53
Cherbourg (S)	25-34	M	1	3
Cherbourg (S)	35-44	F		7
Cherbourg (S)	35-44	F	0	66
Cherbourg (S)	35-44	F	1	9
Cherbourg (S)	35-44	M	0	55
Cherbourg (S)	35-44	M	1	10
Cherbourg (S)	45-54	F		3
Cherbourg (S)	45-54	F	0	46
Cherbourg (S)	45-54	F	1	14
Cherbourg (S)	45-54	M	0	58
Cherbourg (S)	45-54	M	1	3
Cherbourg (S)	55-64	F	0	34
Cherbourg (S)	55-64	F	1	3
Cherbourg (S)	55-64	M	0	34
Cherbourg (S)	55-64	M	1	11
Cherbourg (S)	65-74	F	0	20
Cherbourg (S)	65-74	F	1	4
Cherbourg (S)	65-74	M	0	8
Cherbourg (S)	75-84	F	0	5
Cherbourg (S)	75-84	M	0	3
Cherbourg (S)	85+	F	0	5
Cloncurry (S)	15-19	F		18
Cloncurry (S)	15-19	F	0	31
Cloncurry (S)	15-19	F	1	17
Cloncurry (S)	15-19	M		19
Cloncurry (S)	15-19	M	0	56
Cloncurry (S)	15-19	M	1	8
Cloncurry (S)	20-24	F		20
Cloncurry (S)	20-24	F	0	58
Cloncurry (S)	20-24	F	1	22
Cloncurry (S)	20-24	M		16
Cloncurry (S)	20-24	M	0	72
Cloncurry (S)	20-24	M	1	22
Cloncurry (S)	25-34	F		31
Cloncurry (S)	25-34	F	0	150
Cloncurry (S)	25-34	F	1	67
Cloncurry (S)	25-34	M		54
Cloncurry (S)	25-34	M	0	207
Cloncurry (S)	25-34	M	1	52
Cloncurry (S)	35-44	F		25
Cloncurry (S)	35-44	F	0	85
Cloncurry (S)	35-44	F	1	54
Cloncurry (S)	35-44	M		46
Cloncurry (S)	35-44	M	0	144
Cloncurry (S)	35-44	M	1	65
Cloncurry (S)	45-54	F		19
Cloncurry (S)	45-54	F	0	102
Cloncurry (S)	45-54	F	1	44
Cloncurry (S)	45-54	M		32
Cloncurry (S)	45-54	M	0	176
Cloncurry (S)	45-54	M	1	34
Cloncurry (S)	55-64	F		37
Cloncurry (S)	55-64	F	0	87
Cloncurry (S)	55-64	F	1	39
Cloncurry (S)	55-64	M		36
Cloncurry (S)	55-64	M	0	161
Cloncurry (S)	55-64	M	1	30
Cloncurry (S)	65-74	F		14
Cloncurry (S)	65-74	F	0	53
Cloncurry (S)	65-74	F	1	14
Cloncurry (S)	65-74	M		30
Cloncurry (S)	65-74	M	0	92
Cloncurry (S)	65-74	M	1	6
Cloncurry (S)	75-84	F		12
Cloncurry (S)	75-84	F	0	17
Cloncurry (S)	75-84	F	1	3
Cloncurry (S)	75-84	M		8
Cloncurry (S)	75-84	M	0	20
Cloncurry (S)	85+	F		3
Cloncurry (S)	85+	F	0	3
Cloncurry (S)	85+	M		7
Cloncurry (S)	85+	M	0	7
Cook (S)	15-19	F		23
Cook (S)	15-19	F	0	43
Cook (S)	15-19	F	1	14
Cook (S)	15-19	M		27
Cook (S)	15-19	M	0	60
Cook (S)	15-19	M	1	23
Cook (S)	20-24	F		28
Cook (S)	20-24	F	0	75
Cook (S)	20-24	F	1	24
Cook (S)	20-24	M		48
Cook (S)	20-24	M	0	99
Cook (S)	20-24	M	1	20
Cook (S)	25-34	F		45
Cook (S)	25-34	F	0	151
Cook (S)	25-34	F	1	69
Cook (S)	25-34	M		59
Cook (S)	25-34	M	0	152
Cook (S)	25-34	M	1	52
Cook (S)	35-44	F		21
Cook (S)	35-44	F	0	118
Cook (S)	35-44	F	1	88
Cook (S)	35-44	M		57
Cook (S)	35-44	M	0	156
Cook (S)	35-44	M	1	63
Cook (S)	45-54	F		32
Cook (S)	45-54	F	0	152
Cook (S)	45-54	F	1	63
Cook (S)	45-54	M		55
Cook (S)	45-54	M	0	198
Cook (S)	45-54	M	1	65
Cook (S)	55-64	F		64
Cook (S)	55-64	F	0	194
Cook (S)	55-64	F	1	93
Cook (S)	55-64	M		62
