LGA_NAME16	Age	Sex	Volunteer	adults
Corrigin (S)	55-64	M	1	35
Corrigin (S)	65-74	F		3
Corrigin (S)	65-74	F	0	22
Corrigin (S)	65-74	F	1	35
Corrigin (S)	65-74	M		3
Corrigin (S)	65-74	M	0	46
Corrigin (S)	65-74	M	1	20
Corrigin (S)	75-84	F		12
Corrigin (S)	75-84	F	0	22
Corrigin (S)	75-84	F	1	16
Corrigin (S)	75-84	M		8
Corrigin (S)	75-84	M	0	14
Corrigin (S)	75-84	M	1	18
Corrigin (S)	85+	F	0	10
Corrigin (S)	85+	M		3
Corrigin (S)	85+	M	0	7
Corrigin (S)	85+	M	1	4
Cottesloe (T)	15-19	F		19
Cottesloe (T)	15-19	F	0	96
Cottesloe (T)	15-19	F	1	117
Cottesloe (T)	15-19	M		17
Cottesloe (T)	15-19	M	0	132
Cottesloe (T)	15-19	M	1	80
Cottesloe (T)	20-24	F		20
Cottesloe (T)	20-24	F	0	122
Cottesloe (T)	20-24	F	1	58
Cottesloe (T)	20-24	M		13
Cottesloe (T)	20-24	M	0	142
Cottesloe (T)	20-24	M	1	52
Cottesloe (T)	25-34	F		47
Cottesloe (T)	25-34	F	0	329
Cottesloe (T)	25-34	F	1	129
Cottesloe (T)	25-34	M		46
Cottesloe (T)	25-34	M	0	322
Cottesloe (T)	25-34	M	1	85
Cottesloe (T)	35-44	F		23
Cottesloe (T)	35-44	F	0	237
Cottesloe (T)	35-44	F	1	168
Cottesloe (T)	35-44	M		28
Cottesloe (T)	35-44	M	0	266
Cottesloe (T)	35-44	M	1	121
Cottesloe (T)	45-54	F		41
Cottesloe (T)	45-54	F	0	327
Cottesloe (T)	45-54	F	1	224
Cottesloe (T)	45-54	M		48
Cottesloe (T)	45-54	M	0	292
Cottesloe (T)	45-54	M	1	205
Cottesloe (T)	55-64	F		36
Cottesloe (T)	55-64	F	0	327
Cottesloe (T)	55-64	F	1	162
Cottesloe (T)	55-64	M		50
Cottesloe (T)	55-64	M	0	337
Cottesloe (T)	55-64	M	1	157
Cottesloe (T)	65-74	F		24
Cottesloe (T)	65-74	F	0	247
Cottesloe (T)	65-74	F	1	120
Cottesloe (T)	65-74	M		35
Cottesloe (T)	65-74	M	0	264
Cottesloe (T)	65-74	M	1	118
Cottesloe (T)	75-84	F		14
Cottesloe (T)	75-84	F	0	125
Cottesloe (T)	75-84	F	1	46
Cottesloe (T)	75-84	M		18
Cottesloe (T)	75-84	M	0	116
Cottesloe (T)	75-84	M	1	44
Cottesloe (T)	85+	F		22
Cottesloe (T)	85+	F	0	126
Cottesloe (T)	85+	F	1	4
Cottesloe (T)	85+	M		7
Cottesloe (T)	85+	M	0	59
Cottesloe (T)	85+	M	1	3
Cranbrook (S)	15-19	F	0	12
Cranbrook (S)	15-19	F	1	8
Cranbrook (S)	15-19	M		4
Cranbrook (S)	15-19	M	0	9
Cranbrook (S)	15-19	M	1	4
Cranbrook (S)	20-24	F	0	13
Cranbrook (S)	20-24	F	1	9
Cranbrook (S)	20-24	M		3
Cranbrook (S)	20-24	M	0	9
Cranbrook (S)	20-24	M	1	3
Cranbrook (S)	25-34	F		8
Cranbrook (S)	25-34	F	0	20
Cranbrook (S)	25-34	F	1	29
Cranbrook (S)	25-34	M		6
Cranbrook (S)	25-34	M	0	39
Cranbrook (S)	25-34	M	1	14
Cranbrook (S)	35-44	F		8
Cranbrook (S)	35-44	F	0	22
Cranbrook (S)	35-44	F	1	31
Cranbrook (S)	35-44	M		11
Cranbrook (S)	35-44	M	0	39
Cranbrook (S)	35-44	M	1	31
Cranbrook (S)	45-54	F		6
Cranbrook (S)	45-54	F	0	40
Cranbrook (S)	45-54	F	1	28
Cranbrook (S)	45-54	M		12
Cranbrook (S)	45-54	M	0	48
Cranbrook (S)	45-54	M	1	22
Cranbrook (S)	55-64	F		4
Cranbrook (S)	55-64	F	0	49
Cranbrook (S)	55-64	F	1	32
Cranbrook (S)	55-64	M		9
Cranbrook (S)	55-64	M	0	63
Cranbrook (S)	55-64	M	1	28
Cranbrook (S)	65-74	F		17
Cranbrook (S)	65-74	F	0	30
Cranbrook (S)	65-74	F	1	18
Cranbrook (S)	65-74	M		7
Cranbrook (S)	65-74	M	0	46
Cranbrook (S)	65-74	M	1	23
Cranbrook (S)	75-84	F		5
Cranbrook (S)	75-84	F	0	13
Cranbrook (S)	75-84	F	1	8
Cranbrook (S)	75-84	M		10
Cranbrook (S)	75-84	M	0	20
Cranbrook (S)	75-84	M	1	13
Cranbrook (S)	85+	F	1	4
Cranbrook (S)	85+	M	0	9
Cuballing (S)	15-19	F		3
Cuballing (S)	15-19	F	0	6
Cuballing (S)	15-19	F	1	3
Cuballing (S)	15-19	M		3
Cuballing (S)	15-19	M	0	9
Cuballing (S)	15-19	M	1	3
Cuballing (S)	20-24	F	0	5
Cuballing (S)	20-24	F	1	4
Cuballing (S)	20-24	M		4
Cuballing (S)	20-24	M	0	8
Cuballing (S)	25-34	F		8
Cuballing (S)	25-34	F	0	22
Cuballing (S)	25-34	F	1	17
Cuballing (S)	25-34	M		10
Cuballing (S)	25-34	M	0	33
Cuballing (S)	25-34	M	1	10
Cuballing (S)	35-44	F		8
Cuballing (S)	35-44	F	0	16
Cuballing (S)	35-44	F	1	21
Cuballing (S)	35-44	M		13
Cuballing (S)	35-44	M	0	22
Cuballing (S)	35-44	M	1	19
Cuballing (S)	45-54	F		10
Cuballing (S)	45-54	F	0	39
Cuballing (S)	45-54	F	1	28
Cuballing (S)	45-54	M		5
Cuballing (S)	45-54	M	0	36
Cuballing (S)	45-54	M	1	21
Cuballing (S)	55-64	F		3
Cuballing (S)	55-64	F	0	40
Cuballing (S)	55-64	F	1	18
Cuballing (S)	55-64	M		9
Cuballing (S)	55-64	M	0	52
Cuballing (S)	55-64	M	1	24
Cuballing (S)	65-74	F		4
Cuballing (S)	65-74	F	0	23
Cuballing (S)	65-74	F	1	13
Cuballing (S)	65-74	M		10
Cuballing (S)	65-74	M	0	51
Cuballing (S)	65-74	M	1	22
Cuballing (S)	75-84	F		3
Cuballing (S)	75-84	F	0	16
Cuballing (S)	75-84	F	1	4
Cuballing (S)	75-84	M		6
Cuballing (S)	75-84	M	0	17
Cuballing (S)	75-84	M	1	6
Cuballing (S)	85+	F		5
Cuballing (S)	85+	F	0	4
Cuballing (S)	85+	M	0	4
Cue (S)	15-19	F	0	3
Cue (S)	20-24	M	0	5
Cue (S)	25-34	F		3
Cue (S)	25-34	F	0	3
Cue (S)	25-34	F	1	3
Cue (S)	25-34	M		7
Cue (S)	25-34	M	0	7
Cue (S)	25-34	M	1	3
Cue (S)	35-44	F		3
Cue (S)	35-44	F	1	3
Cue (S)	35-44	M		3
Cue (S)	35-44	M	0	5
Cue (S)	45-54	F	0	5
Cue (S)	45-54	F	1	3
Cue (S)	45-54	M		3
Cue (S)	45-54	M	0	5
Cue (S)	45-54	M	1	8
Cue (S)	55-64	F		3
Cue (S)	55-64	F	0	10
Cue (S)	55-64	F	1	7
Cue (S)	55-64	M		3
Cue (S)	55-64	M	0	13
Cue (S)	55-64	M	1	6
Cue (S)	65-74	F		3
Cue (S)	65-74	F	0	3
Cue (S)	65-74	M		10
Cue (S)	65-74	M	0	12
Cue (S)	65-74	M	1	3
Cue (S)	75-84	F		3
Cue (S)	75-84	F	0	3
Cunderdin (S)	15-19	F		6
Cunderdin (S)	15-19	F	0	27
Cunderdin (S)	15-19	F	1	13
Cunderdin (S)	15-19	M		13
Cunderdin (S)	15-19	M	0	74
Cunderdin (S)	15-19	M	1	42
Cunderdin (S)	20-24	F	0	11
Cunderdin (S)	20-24	F	1	8
Cunderdin (S)	20-24	M		4
Cunderdin (S)	20-24	M	0	19
Cunderdin (S)	20-24	M	1	14
Cunderdin (S)	25-34	F		3
Cunderdin (S)	25-34	F	0	33
Cunderdin (S)	25-34	F	1	41
Cunderdin (S)	25-34	M		12
Cunderdin (S)	25-34	M	0	38
Cunderdin (S)	25-34	M	1	33
Cunderdin (S)	35-44	F		9
Cunderdin (S)	35-44	F	0	37
Cunderdin (S)	35-44	F	1	44
Cunderdin (S)	35-44	M		9
Cunderdin (S)	35-44	M	0	44
Cunderdin (S)	35-44	M	1	41
Cunderdin (S)	45-54	F		6
Cunderdin (S)	45-54	F	0	44
Cunderdin (S)	45-54	F	1	24
Cunderdin (S)	45-54	M		11
Cunderdin (S)	45-54	M	0	54
Cunderdin (S)	45-54	M	1	27
Cunderdin (S)	55-64	F		15
Cunderdin (S)	55-64	F	0	43
Cunderdin (S)	55-64	F	1	44
Cunderdin (S)	55-64	M		12
Cunderdin (S)	55-64	M	0	59
Cunderdin (S)	55-64	M	1	37
Cunderdin (S)	65-74	F		6
Cunderdin (S)	65-74	F	0	28
Cunderdin (S)	65-74	F	1	9
Cunderdin (S)	65-74	M		12
Cunderdin (S)	65-74	M	0	45
Cunderdin (S)	65-74	M	1	22
Cunderdin (S)	75-84	F		9
Cunderdin (S)	75-84	F	0	14
Cunderdin (S)	75-84	F	1	22
Cunderdin (S)	75-84	M		8
Cunderdin (S)	75-84	M	0	20
Cunderdin (S)	75-84	M	1	10
Cunderdin (S)	85+	F		6
Cunderdin (S)	85+	F	0	9
Cunderdin (S)	85+	F	1	4
Cunderdin (S)	85+	M		5
Cunderdin (S)	85+	M	0	3
Dalwallinu (S)	15-19	F	0	11
Dalwallinu (S)	15-19	F	1	3
Dalwallinu (S)	15-19	M		8
Dalwallinu (S)	15-19	M	0	18
Dalwallinu (S)	15-19	M	1	4
Dalwallinu (S)	20-24	F		7
Dalwallinu (S)	20-24	F	0	19
Dalwallinu (S)	20-24	F	1	14
Dalwallinu (S)	20-24	M		4
Dalwallinu (S)	20-24	M	0	21
Dalwallinu (S)	20-24	M	1	17
Dalwallinu (S)	25-34	F		8
Dalwallinu (S)	25-34	F	0	42
Dalwallinu (S)	25-34	F	1	51
Dalwallinu (S)	25-34	M		11
Dalwallinu (S)	25-34	M	0	59
Dalwallinu (S)	25-34	M	1	44
Dalwallinu (S)	35-44	F		11
Dalwallinu (S)	35-44	F	0	37
Dalwallinu (S)	35-44	F	1	42
Dalwallinu (S)	35-44	M		13
Dalwallinu (S)	35-44	M	0	65
Dalwallinu (S)	35-44	M	1	39
Dalwallinu (S)	45-54	F		6
Dalwallinu (S)	45-54	F	0	40
Dalwallinu (S)	45-54	F	1	37
Dalwallinu (S)	45-54	M		9
Dalwallinu (S)	45-54	M	0	45
Dalwallinu (S)	45-54	M	1	40
Dalwallinu (S)	55-64	F		7
Dalwallinu (S)	55-64	F	0	48
Dalwallinu (S)	55-64	F	1	28
Dalwallinu (S)	55-64	M		8
Dalwallinu (S)	55-64	M	0	78
Dalwallinu (S)	55-64	M	1	34
Dalwallinu (S)	65-74	F		4
Dalwallinu (S)	65-74	F	0	24
Dalwallinu (S)	65-74	F	1	18
Dalwallinu (S)	65-74	M		9
Dalwallinu (S)	65-74	M	0	45
Dalwallinu (S)	65-74	M	1	7
Dalwallinu (S)	75-84	F	0	15
Dalwallinu (S)	75-84	F	1	14
Dalwallinu (S)	75-84	M		4
Dalwallinu (S)	75-84	M	0	18
Dalwallinu (S)	75-84	M	1	13
Dalwallinu (S)	85+	F		3
Dalwallinu (S)	85+	F	0	10
Dalwallinu (S)	85+	M		3
Dalwallinu (S)	85+	M	0	4
Dalwallinu (S)	85+	M	1	3
Dandaragan (S)	15-19	F		7
Dandaragan (S)	15-19	F	0	30
Dandaragan (S)	15-19	F	1	12
Dandaragan (S)	15-19	M		6
Dandaragan (S)	15-19	M	0	49
Dandaragan (S)	15-19	M	1	7
Dandaragan (S)	20-24	F		5
Dandaragan (S)	20-24	F	0	40
Dandaragan (S)	20-24	F	1	7
Dandaragan (S)	20-24	M		3
Dandaragan (S)	20-24	M	0	46
Dandaragan (S)	20-24	M	1	13
Dandaragan (S)	25-34	F		24
Dandaragan (S)	25-34	F	0	95
Dandaragan (S)	25-34	F	1	57
Dandaragan (S)	25-34	M		21
Dandaragan (S)	25-34	M	0	135
Dandaragan (S)	25-34	M	1	30
Dandaragan (S)	35-44	F		17
Dandaragan (S)	35-44	F	0	79
Dandaragan (S)	35-44	F	1	84
Dandaragan (S)	35-44	M		18
Dandaragan (S)	35-44	M	0	117
Dandaragan (S)	35-44	M	1	56
Dandaragan (S)	45-54	F		18
Dandaragan (S)	45-54	F	0	113
Dandaragan (S)	45-54	F	1	95
Dandaragan (S)	45-54	M		24
Dandaragan (S)	45-54	M	0	156
Dandaragan (S)	45-54	M	1	63
Dandaragan (S)	55-64	F		27
Dandaragan (S)	55-64	F	0	136
Dandaragan (S)	55-64	F	1	99
Dandaragan (S)	55-64	M		27
Dandaragan (S)	55-64	M	0	177
Dandaragan (S)	55-64	M	1	81
Dandaragan (S)	65-74	F		15
Dandaragan (S)	65-74	F	0	113
Dandaragan (S)	65-74	F	1	94
Dandaragan (S)	65-74	M		25
Dandaragan (S)	65-74	M	0	164
Dandaragan (S)	65-74	M	1	74
Dandaragan (S)	75-84	F		16
Dandaragan (S)	75-84	F	0	45
Dandaragan (S)	75-84	F	1	33
Dandaragan (S)	75-84	M		18
Dandaragan (S)	75-84	M	0	66
Dandaragan (S)	75-84	M	1	35
Dandaragan (S)	85+	F		4
Dandaragan (S)	85+	F	0	15
Dandaragan (S)	85+	F	1	4
Dandaragan (S)	85+	M		3
Dandaragan (S)	85+	M	0	10
Dandaragan (S)	85+	M	1	6
Dardanup (S)	15-19	F		22
Dardanup (S)	15-19	F	0	326
Dardanup (S)	15-19	F	1	101
Dardanup (S)	15-19	M		42
Dardanup (S)	15-19	M	0	349
Dardanup (S)	15-19	M	1	81
Dardanup (S)	20-24	F		26
Dardanup (S)	20-24	F	0	295
Dardanup (S)	20-24	F	1	68
Dardanup (S)	20-24	M		28
Dardanup (S)	20-24	M	0	330
Dardanup (S)	20-24	M	1	40
Dardanup (S)	25-34	F		58
Dardanup (S)	25-34	F	0	709
Dardanup (S)	25-34	F	1	186
Dardanup (S)	25-34	M		54
Dardanup (S)	25-34	M	0	733
Dardanup (S)	25-34	M	1	105
Dardanup (S)	35-44	F		48
Dardanup (S)	35-44	F	0	577
Dardanup (S)	35-44	F	1	273
Dardanup (S)	35-44	M		70
Dardanup (S)	35-44	M	0	620
Dardanup (S)	35-44	M	1	196
Dardanup (S)	45-54	F		52
Dardanup (S)	45-54	F	0	665
Dardanup (S)	45-54	F	1	243
Dardanup (S)	45-54	M		65
Dardanup (S)	45-54	M	0	688
Dardanup (S)	45-54	M	1	183
Dardanup (S)	55-64	F		68
Dardanup (S)	55-64	F	0	593
Dardanup (S)	55-64	F	1	197
Dardanup (S)	55-64	M		70
Dardanup (S)	55-64	M	0	574
Dardanup (S)	55-64	M	1	159
Dardanup (S)	65-74	F		54
Dardanup (S)	65-74	F	0	361
Dardanup (S)	65-74	F	1	143
Dardanup (S)	65-74	M		61
Dardanup (S)	65-74	M	0	414
Dardanup (S)	65-74	M	1	136
Dardanup (S)	75-84	F		63
Dardanup (S)	75-84	F	0	253
Dardanup (S)	75-84	F	1	66
Dardanup (S)	75-84	M		45
Dardanup (S)	75-84	M	0	221
Dardanup (S)	75-84	M	1	50
Dardanup (S)	85+	F		27
Dardanup (S)	85+	F	0	130
Dardanup (S)	85+	F	1	9
Dardanup (S)	85+	M		18
Dardanup (S)	85+	M	0	86
Dardanup (S)	85+	M	1	7
Denmark (S)	15-19	F		25
Denmark (S)	15-19	F	0	118
Denmark (S)	15-19	F	1	41
Denmark (S)	15-19	M		28
Denmark (S)	15-19	M	0	131
Denmark (S)	15-19	M	1	49
Denmark (S)	20-24	F		4
Denmark (S)	20-24	F	0	32
Denmark (S)	20-24	F	1	5
Denmark (S)	20-24	M		8
Denmark (S)	20-24	M	0	55
Denmark (S)	20-24	M	1	13
Denmark (S)	25-34	F		21
Denmark (S)	25-34	F	0	152
Denmark (S)	25-34	F	1	46
Denmark (S)	25-34	M		19
Denmark (S)	25-34	M	0	108
Denmark (S)	25-34	M	1	39
Denmark (S)	35-44	F		39
Denmark (S)	35-44	F	0	171
Denmark (S)	35-44	F	1	148
Denmark (S)	35-44	M		30
Denmark (S)	35-44	M	0	173
Denmark (S)	35-44	M	1	74
Denmark (S)	45-54	F		42
Denmark (S)	45-54	F	0	244
Denmark (S)	45-54	F	1	164
Denmark (S)	45-54	M		48
Denmark (S)	45-54	M	0	221
Denmark (S)	45-54	M	1	153
Denmark (S)	55-64	F		42
Denmark (S)	55-64	F	0	292
Denmark (S)	55-64	F	1	150
Denmark (S)	55-64	M		51
Denmark (S)	55-64	M	0	322
Denmark (S)	55-64	M	1	127
Denmark (S)	65-74	F		59
Denmark (S)	65-74	F	0	243
Denmark (S)	65-74	F	1	163
Denmark (S)	65-74	M		48
Denmark (S)	65-74	M	0	259
Denmark (S)	65-74	M	1	160
Denmark (S)	75-84	F		29
Denmark (S)	75-84	F	0	116
Denmark (S)	75-84	F	1	47
Denmark (S)	75-84	M		32
Denmark (S)	75-84	M	0	125
Denmark (S)	75-84	M	1	61
Denmark (S)	85+	F		17
Denmark (S)	85+	F	0	53
Denmark (S)	85+	M		8
Denmark (S)	85+	M	0	30
Denmark (S)	85+	M	1	3
Derby-West Kimberley (S)	15-19	F		69
Derby-West Kimberley (S)	15-19	F	0	134
Derby-West Kimberley (S)	15-19	F	1	26
Derby-West Kimberley (S)	15-19	M		73
Derby-West Kimberley (S)	15-19	M	0	180
Derby-West Kimberley (S)	15-19	M	1	25
Derby-West Kimberley (S)	20-24	F		41
Derby-West Kimberley (S)	20-24	F	0	228
Derby-West Kimberley (S)	20-24	F	1	35
Derby-West Kimberley (S)	20-24	M		68
Derby-West Kimberley (S)	20-24	M	0	174
Derby-West Kimberley (S)	20-24	M	1	42
Derby-West Kimberley (S)	25-34	F		111
Derby-West Kimberley (S)	25-34	F	0	484
Derby-West Kimberley (S)	25-34	F	1	116
Derby-West Kimberley (S)	25-34	M		134
Derby-West Kimberley (S)	25-34	M	0	436
Derby-West Kimberley (S)	25-34	M	1	102
Derby-West Kimberley (S)	35-44	F		68
Derby-West Kimberley (S)	35-44	F	0	343
Derby-West Kimberley (S)	35-44	F	1	122
Derby-West Kimberley (S)	35-44	M		98
Derby-West Kimberley (S)	35-44	M	0	347
Derby-West Kimberley (S)	35-44	M	1	83
Derby-West Kimberley (S)	45-54	F		79
Derby-West Kimberley (S)	45-54	F	0	318
Derby-West Kimberley (S)	45-54	F	1	88
Derby-West Kimberley (S)	45-54	M		80
Derby-West Kimberley (S)	45-54	M	0	308
Derby-West Kimberley (S)	45-54	M	1	79
Derby-West Kimberley (S)	55-64	F		35
Derby-West Kimberley (S)	55-64	F	0	266
Derby-West Kimberley (S)	55-64	F	1	86
Derby-West Kimberley (S)	55-64	M		53
Derby-West Kimberley (S)	55-64	M	0	277
Derby-West Kimberley (S)	55-64	M	1	75
Derby-West Kimberley (S)	65-74	F		22
Derby-West Kimberley (S)	65-74	F	0	82
Derby-West Kimberley (S)	65-74	F	1	32
Derby-West Kimberley (S)	65-74	M		31
Derby-West Kimberley (S)	65-74	M	0	143
Derby-West Kimberley (S)	65-74	M	1	23
Derby-West Kimberley (S)	75-84	F		10
Derby-West Kimberley (S)	75-84	F	0	40
Derby-West Kimberley (S)	75-84	F	1	8
Derby-West Kimberley (S)	75-84	M		7
Derby-West Kimberley (S)	75-84	M	0	35
Derby-West Kimberley (S)	75-84	M	1	4
Derby-West Kimberley (S)	85+	F		4
Derby-West Kimberley (S)	85+	F	0	16
Derby-West Kimberley (S)	85+	M	0	18
Donnybrook-Balingup (S)	15-19	F		17
Donnybrook-Balingup (S)	15-19	F	0	81
Donnybrook-Balingup (S)	15-19	F	1	41
Donnybrook-Balingup (S)	15-19	M		23
Donnybrook-Balingup (S)	15-19	M	0	121
Donnybrook-Balingup (S)	15-19	M	1	29
Donnybrook-Balingup (S)	20-24	F		13
Donnybrook-Balingup (S)	20-24	F	0	65
Donnybrook-Balingup (S)	20-24	F	1	25
Donnybrook-Balingup (S)	20-24	M		13
Donnybrook-Balingup (S)	20-24	M	0	68
Donnybrook-Balingup (S)	20-24	M	1	16
Donnybrook-Balingup (S)	25-34	F		20
Donnybrook-Balingup (S)	25-34	F	0	183
Donnybrook-Balingup (S)	25-34	F	1	69
Donnybrook-Balingup (S)	25-34	M		19
Donnybrook-Balingup (S)	25-34	M	0	191
Donnybrook-Balingup (S)	25-34	M	1	39
Donnybrook-Balingup (S)	35-44	F		36
Donnybrook-Balingup (S)	35-44	F	0	178
Donnybrook-Balingup (S)	35-44	F	1	133
Donnybrook-Balingup (S)	35-44	M		31
Donnybrook-Balingup (S)	35-44	M	0	221
Donnybrook-Balingup (S)	35-44	M	1	73
Donnybrook-Balingup (S)	45-54	F		39
Donnybrook-Balingup (S)	45-54	F	0	267
Donnybrook-Balingup (S)	45-54	F	1	137
Donnybrook-Balingup (S)	45-54	M		42
Donnybrook-Balingup (S)	45-54	M	0	262
Donnybrook-Balingup (S)	45-54	M	1	101
Donnybrook-Balingup (S)	55-64	F		61
Donnybrook-Balingup (S)	55-64	F	0	345
Donnybrook-Balingup (S)	55-64	F	1	142
Donnybrook-Balingup (S)	55-64	M		48
Donnybrook-Balingup (S)	55-64	M	0	314
Donnybrook-Balingup (S)	55-64	M	1	126
Donnybrook-Balingup (S)	65-74	F		32
Donnybrook-Balingup (S)	65-74	F	0	206
Donnybrook-Balingup (S)	65-74	F	1	127
Donnybrook-Balingup (S)	65-74	M		54
Donnybrook-Balingup (S)	65-74	M	0	245
Donnybrook-Balingup (S)	65-74	M	1	124
Donnybrook-Balingup (S)	75-84	F		34
Donnybrook-Balingup (S)	75-84	F	0	86
Donnybrook-Balingup (S)	75-84	F	1	43
Donnybrook-Balingup (S)	75-84	M		16
Donnybrook-Balingup (S)	75-84	M	0	106
Donnybrook-Balingup (S)	75-84	M	1	31
Donnybrook-Balingup (S)	85+	F		10
Donnybrook-Balingup (S)	85+	F	0	52
Donnybrook-Balingup (S)	85+	F	1	5
Donnybrook-Balingup (S)	85+	M		3
Donnybrook-Balingup (S)	85+	M	0	33
Donnybrook-Balingup (S)	85+	M	1	6
Dowerin (S)	15-19	F	0	3
Dowerin (S)	15-19	F	1	3
Dowerin (S)	15-19	M	0	11
Dowerin (S)	15-19	M	1	6
Dowerin (S)	20-24	F	0	7
Dowerin (S)	20-24	F	1	4
Dowerin (S)	20-24	M	0	6
Dowerin (S)	20-24	M	1	4
Dowerin (S)	25-34	F		3
Dowerin (S)	25-34	F	0	16
Dowerin (S)	25-34	F	1	22
Dowerin (S)	25-34	M		3
Dowerin (S)	25-34	M	0	15
Dowerin (S)	25-34	M	1	16
Dowerin (S)	35-44	F		3
Dowerin (S)	35-44	F	0	6
Dowerin (S)	35-44	F	1	29
Dowerin (S)	35-44	M		3
Dowerin (S)	35-44	M	0	22
Dowerin (S)	35-44	M	1	20
Dowerin (S)	45-54	F	0	13
Dowerin (S)	45-54	F	1	28
Dowerin (S)	45-54	M		3
Dowerin (S)	45-54	M	0	20
Dowerin (S)	45-54	M	1	25
Dowerin (S)	55-64	F		4
Dowerin (S)	55-64	F	0	20
Dowerin (S)	55-64	F	1	28
Dowerin (S)	55-64	M	0	26
Dowerin (S)	55-64	M	1	20
Dowerin (S)	65-74	F		3
Dowerin (S)	65-74	F	0	16
Dowerin (S)	65-74	F	1	19
Dowerin (S)	65-74	M		3
Dowerin (S)	65-74	M	0	26
Dowerin (S)	65-74	M	1	15
Dowerin (S)	75-84	F	0	12
Dowerin (S)	75-84	F	1	7
Dowerin (S)	75-84	M		3
Dowerin (S)	75-84	M	0	3
Dowerin (S)	75-84	M	1	8
Dowerin (S)	85+	F	0	5
Dowerin (S)	85+	M	0	3
Dumbleyung (S)	15-19	F	1	3
Dumbleyung (S)	15-19	M	0	4
Dumbleyung (S)	20-24	F		3
Dumbleyung (S)	20-24	F	0	6
Dumbleyung (S)	20-24	F	1	3
Dumbleyung (S)	20-24	M	0	5
Dumbleyung (S)	20-24	M	1	9
Dumbleyung (S)	25-34	F		3
Dumbleyung (S)	25-34	F	0	16
Dumbleyung (S)	25-34	F	1	29
Dumbleyung (S)	25-34	M		3
Dumbleyung (S)	25-34	M	0	22
Dumbleyung (S)	25-34	M	1	19
Dumbleyung (S)	35-44	F		3
Dumbleyung (S)	35-44	F	0	12
Dumbleyung (S)	35-44	F	1	27
Dumbleyung (S)	35-44	M		9
Dumbleyung (S)	35-44	M	0	9
Dumbleyung (S)	35-44	M	1	25
Dumbleyung (S)	45-54	F		7
Dumbleyung (S)	45-54	F	0	19
Dumbleyung (S)	45-54	F	1	19
Dumbleyung (S)	45-54	M		3
Dumbleyung (S)	45-54	M	0	19
Dumbleyung (S)	45-54	M	1	18
Dumbleyung (S)	55-64	F		12
Dumbleyung (S)	55-64	F	0	29
Dumbleyung (S)	55-64	F	1	15
Dumbleyung (S)	55-64	M		13
Dumbleyung (S)	55-64	M	0	32
Dumbleyung (S)	55-64	M	1	21
Dumbleyung (S)	65-74	F		6
Dumbleyung (S)	65-74	F	0	19
Dumbleyung (S)	65-74	F	1	9
Dumbleyung (S)	65-74	M		10
Dumbleyung (S)	65-74	M	0	16
Dumbleyung (S)	65-74	M	1	14
Dumbleyung (S)	75-84	F		3
Dumbleyung (S)	75-84	F	0	12
Dumbleyung (S)	75-84	F	1	8
Dumbleyung (S)	75-84	M		5
Dumbleyung (S)	75-84	M	0	15
Dumbleyung (S)	75-84	M	1	5
Dumbleyung (S)	85+	F	0	3
Dumbleyung (S)	85+	M	0	3
Dundas (S)	15-19	F	0	11
Dundas (S)	15-19	M	0	9
Dundas (S)	15-19	M	1	3
Dundas (S)	20-24	F		3
Dundas (S)	20-24	F	0	13
Dundas (S)	20-24	M	0	6
Dundas (S)	25-34	F		12
Dundas (S)	25-34	F	0	31
Dundas (S)	25-34	F	1	13
Dundas (S)	25-34	M		10
Dundas (S)	25-34	M	0	40
Dundas (S)	25-34	M	1	3
Dundas (S)	35-44	F		6
Dundas (S)	35-44	F	0	17
Dundas (S)	35-44	F	1	7
Dundas (S)	35-44	M		11
Dundas (S)	35-44	M	0	21
Dundas (S)	35-44	M	1	3
Dundas (S)	45-54	F		12
Dundas (S)	45-54	F	0	40
Dundas (S)	45-54	F	1	9
Dundas (S)	45-54	M		21
Dundas (S)	45-54	M	0	56
Dundas (S)	45-54	M	1	16
Dundas (S)	55-64	F		4
Dundas (S)	55-64	F	0	47
Dundas (S)	55-64	F	1	4
Dundas (S)	55-64	M		14
Dundas (S)	55-64	M	0	56
Dundas (S)	55-64	M	1	15
Dundas (S)	65-74	F		7
Dundas (S)	65-74	F	0	23
Dundas (S)	65-74	F	1	13
Dundas (S)	65-74	M		11
Dundas (S)	65-74	M	0	40
Dundas (S)	65-74	M	1	10
Dundas (S)	75-84	F	0	7
Dundas (S)	75-84	F	1	7
Dundas (S)	75-84	M	0	16
East Fremantle (T)	15-19	F		16
East Fremantle (T)	15-19	F	0	130
East Fremantle (T)	15-19	F	1	81
East Fremantle (T)	15-19	M		12
East Fremantle (T)	15-19	M	0	149
East Fremantle (T)	15-19	M	1	49
East Fremantle (T)	20-24	F		13
East Fremantle (T)	20-24	F	0	144
East Fremantle (T)	20-24	F	1	64
East Fremantle (T)	20-24	M		7
East Fremantle (T)	20-24	M	0	146
East Fremantle (T)	20-24	M	1	43
East Fremantle (T)	25-34	F		25
East Fremantle (T)	25-34	F	0	277
East Fremantle (T)	25-34	F	1	74
East Fremantle (T)	25-34	M		32
East Fremantle (T)	25-34	M	0	242
East Fremantle (T)	25-34	M	1	62
East Fremantle (T)	35-44	F		18
East Fremantle (T)	35-44	F	0	318
East Fremantle (T)	35-44	F	1	162
East Fremantle (T)	35-44	M		40
East Fremantle (T)	35-44	M	0	320
