LGA_NAME16	Age	persons
Croydon (S)	55-64	49
Croydon (S)	65-74	20
Croydon (S)	75-84	4
Croydon (S)	85+	4
Diamantina (S)	0-4	25
Diamantina (S)	5-14	29
Diamantina (S)	15-19	32
Diamantina (S)	20-24	38
Diamantina (S)	25-34	43
Diamantina (S)	35-44	33
Diamantina (S)	45-54	42
Diamantina (S)	55-64	36
Diamantina (S)	65-74	17
Doomadgee (S)	0-4	175
Doomadgee (S)	5-14	369
Doomadgee (S)	15-19	119
Doomadgee (S)	20-24	126
Doomadgee (S)	25-34	222
Doomadgee (S)	35-44	177
Doomadgee (S)	45-54	102
Doomadgee (S)	55-64	80
Doomadgee (S)	65-74	24
Doomadgee (S)	75-84	12
Douglas (S)	0-4	619
Douglas (S)	5-14	1314
Douglas (S)	15-19	529
Douglas (S)	20-24	511
Douglas (S)	25-34	1520
Douglas (S)	35-44	1573
Douglas (S)	45-54	1810
Douglas (S)	55-64	1893
Douglas (S)	65-74	1259
Douglas (S)	75-84	535
Douglas (S)	85+	159
Etheridge (S)	0-4	58
Etheridge (S)	5-14	94
Etheridge (S)	15-19	32
Etheridge (S)	20-24	27
Etheridge (S)	25-34	112
Etheridge (S)	35-44	74
Etheridge (S)	45-54	126
Etheridge (S)	55-64	127
Etheridge (S)	65-74	108
Etheridge (S)	75-84	41
Etheridge (S)	85+	3
Flinders (S) (Qld)	0-4	115
Flinders (S) (Qld)	5-14	151
Flinders (S) (Qld)	15-19	70
Flinders (S) (Qld)	20-24	103
Flinders (S) (Qld)	25-34	179
Flinders (S) (Qld)	35-44	156
Flinders (S) (Qld)	45-54	223
Flinders (S) (Qld)	55-64	215
Flinders (S) (Qld)	65-74	206
Flinders (S) (Qld)	75-84	78
Flinders (S) (Qld)	85+	28
Fraser Coast (R)	0-4	4930
Fraser Coast (R)	5-14	12112
Fraser Coast (R)	15-19	5564
Fraser Coast (R)	20-24	4275
Fraser Coast (R)	25-34	8687
Fraser Coast (R)	35-44	10698
Fraser Coast (R)	45-54	12938
Fraser Coast (R)	55-64	15576
Fraser Coast (R)	65-74	16133
Fraser Coast (R)	75-84	8018
Fraser Coast (R)	85+	2553
Gladstone (R)	0-4	4606
Gladstone (R)	5-14	9338
Gladstone (R)	15-19	3803
Gladstone (R)	20-24	3638
Gladstone (R)	25-34	8552
Gladstone (R)	35-44	8849
Gladstone (R)	45-54	9209
Gladstone (R)	55-64	7270
Gladstone (R)	65-74	4150
Gladstone (R)	75-84	1721
Gladstone (R)	85+	509
Gold Coast (C)	0-4	32978
Gold Coast (C)	5-14	67874
Gold Coast (C)	15-19	34146
Gold Coast (C)	20-24	37264
Gold Coast (C)	25-34	76418
Gold Coast (C)	35-44	76569
Gold Coast (C)	45-54	74972
Gold Coast (C)	55-64	64086
Gold Coast (C)	65-74	52921
Gold Coast (C)	75-84	26838
Gold Coast (C)	85+	11643
Goondiwindi (R)	0-4	733
Goondiwindi (R)	5-14	1537
Goondiwindi (R)	15-19	595
Goondiwindi (R)	20-24	547
Goondiwindi (R)	25-34	1292
Goondiwindi (R)	35-44	1240
Goondiwindi (R)	45-54	1403
Goondiwindi (R)	55-64	1412
Goondiwindi (R)	65-74	1069
Goondiwindi (R)	75-84	591
Goondiwindi (R)	85+	216
Gympie (R)	0-4	2638
Gympie (R)	5-14	6417
Gympie (R)	15-19	2817
Gympie (R)	20-24	2171
Gympie (R)	25-34	4459
Gympie (R)	35-44	5210
Gympie (R)	45-54	6976
Gympie (R)	55-64	7719
Gympie (R)	65-74	7007
Gympie (R)	75-84	3108
Gympie (R)	85+	1037
Hinchinbrook (S)	0-4	468
Hinchinbrook (S)	5-14	1239
Hinchinbrook (S)	15-19	647
Hinchinbrook (S)	20-24	449
Hinchinbrook (S)	25-34	842
Hinchinbrook (S)	35-44	1053
Hinchinbrook (S)	45-54	1521
Hinchinbrook (S)	55-64	1728
Hinchinbrook (S)	65-74	1518
Hinchinbrook (S)	75-84	994
Hinchinbrook (S)	85+	414
Hope Vale (S)	0-4	103
Hope Vale (S)	5-14	157
Hope Vale (S)	15-19	89
Hope Vale (S)	20-24	81
Hope Vale (S)	25-34	139
Hope Vale (S)	35-44	130
Hope Vale (S)	45-54	101
Hope Vale (S)	55-64	69
Hope Vale (S)	65-74	28
Hope Vale (S)	75-84	17
Hope Vale (S)	85+	7
Ipswich (C)	0-4	16211
Ipswich (C)	5-14	29717
Ipswich (C)	15-19	13460
Ipswich (C)	20-24	13931
Ipswich (C)	25-34	30018
Ipswich (C)	35-44	26216
Ipswich (C)	45-54	24379
Ipswich (C)	55-64	19058
Ipswich (C)	65-74	12336
Ipswich (C)	75-84	6165
Ipswich (C)	85+	2246
Isaac (R)	0-4	2034
Isaac (R)	5-14	3270
Isaac (R)	15-19	1020
Isaac (R)	20-24	1273
Isaac (R)	25-34	4014
Isaac (R)	35-44	3470
Isaac (R)	45-54	2783
Isaac (R)	55-64	1948
Isaac (R)	65-74	797
Isaac (R)	75-84	255
Isaac (R)	85+	72
Kowanyama (S)	0-4	87
Kowanyama (S)	5-14	167
Kowanyama (S)	15-19	69
Kowanyama (S)	20-24	82
Kowanyama (S)	25-34	154
Kowanyama (S)	35-44	133
Kowanyama (S)	45-54	119
Kowanyama (S)	55-64	95
Kowanyama (S)	65-74	35
Kowanyama (S)	75-84	5
Kowanyama (S)	85+	7
Livingstone (S)	0-4	2035
Livingstone (S)	5-14	4815
Livingstone (S)	15-19	2345
Livingstone (S)	20-24	1833
Livingstone (S)	25-34	3717
Livingstone (S)	35-44	4481
Livingstone (S)	45-54	5354
Livingstone (S)	55-64	5298
Livingstone (S)	65-74	3828
Livingstone (S)	75-84	1868
Livingstone (S)	85+	694
Lockhart River (S)	0-4	83
Lockhart River (S)	5-14	141
Lockhart River (S)	15-19	62
Lockhart River (S)	20-24	62
Lockhart River (S)	25-34	110
Lockhart River (S)	35-44	87
Lockhart River (S)	45-54	85
Lockhart River (S)	55-64	54
Lockhart River (S)	65-74	26
Lockhart River (S)	75-84	10
Lockyer Valley (R)	0-4	2324
Lockyer Valley (R)	5-14	5219
Lockyer Valley (R)	15-19	2721
Lockyer Valley (R)	20-24	2599
Lockyer Valley (R)	25-34	4650
Lockyer Valley (R)	35-44	4595
Lockyer Valley (R)	45-54	5435
Lockyer Valley (R)	55-64	4809
Lockyer Valley (R)	65-74	3945
Lockyer Valley (R)	75-84	1717
Lockyer Valley (R)	85+	587
Logan (C)	0-4	23109
Logan (C)	5-14	45424
Logan (C)	15-19	21444
Logan (C)	20-24	21029
Logan (C)	25-34	42713
Logan (C)	35-44	41352
Logan (C)	45-54	38980
Logan (C)	55-64	32961
Logan (C)	65-74	23460
Logan (C)	75-84	9550
Logan (C)	85+	3357
Longreach (R)	0-4	226
Longreach (R)	5-14	473
Longreach (R)	15-19	247
Longreach (R)	20-24	223
Longreach (R)	25-34	445
Longreach (R)	35-44	420
Longreach (R)	45-54	520
Longreach (R)	55-64	527
Longreach (R)	65-74	317
Longreach (R)	75-84	182
Longreach (R)	85+	76
Mackay (R)	0-4	7757
Mackay (R)	5-14	16012
Mackay (R)	15-19	7264
Mackay (R)	20-24	6700
Mackay (R)	25-34	15483
Mackay (R)	35-44	15281
Mackay (R)	45-54	16946
Mackay (R)	55-64	14415
Mackay (R)	65-74	8952
Mackay (R)	75-84	4517
Mackay (R)	85+	1645
McKinlay (S)	0-4	58
McKinlay (S)	5-14	79
McKinlay (S)	15-19	21
McKinlay (S)	20-24	50
McKinlay (S)	25-34	124
McKinlay (S)	35-44	130
McKinlay (S)	45-54	118
McKinlay (S)	55-64	123
McKinlay (S)	65-74	72
McKinlay (S)	75-84	25
McKinlay (S)	85+	9
Mapoon (S)	0-4	38
Mapoon (S)	5-14	47
Mapoon (S)	15-19	22
Mapoon (S)	20-24	33
Mapoon (S)	25-34	43
Mapoon (S)	35-44	28
Mapoon (S)	45-54	33
Mapoon (S)	55-64	44
Mapoon (S)	65-74	12
Mapoon (S)	75-84	5
Maranoa (R)	0-4	996
Maranoa (R)	5-14	1762
Maranoa (R)	15-19	693
Maranoa (R)	20-24	729
Maranoa (R)	25-34	1858
Maranoa (R)	35-44	1614
Maranoa (R)	45-54	1683
Maranoa (R)	55-64	1492
Maranoa (R)	65-74	1027
Maranoa (R)	75-84	589
Maranoa (R)	85+	225
Mareeba (S)	0-4	1064
Mareeba (S)	5-14	2812
Mareeba (S)	15-19	1228
Mareeba (S)	20-24	1128
Mareeba (S)	25-34	2339
Mareeba (S)	35-44	2635
Mareeba (S)	45-54	3100
Mareeba (S)	55-64	3117
Mareeba (S)	65-74	2489
Mareeba (S)	75-84	1267
Mareeba (S)	85+	379
Moreton Bay (R)	0-4	28417
Moreton Bay (R)	5-14	60716
Moreton Bay (R)	15-19	27602
Moreton Bay (R)	20-24	25704
Moreton Bay (R)	25-34	52002
Moreton Bay (R)	35-44	57623
Moreton Bay (R)	45-54	57823
Moreton Bay (R)	55-64	49090
Moreton Bay (R)	65-74	40430
Moreton Bay (R)	75-84	18548
Moreton Bay (R)	85+	7364
Mornington (S)	0-4	95
Mornington (S)	5-14	251
Mornington (S)	15-19	105
Mornington (S)	20-24	83
Mornington (S)	25-34	182
Mornington (S)	35-44	146
Mornington (S)	45-54	134
Mornington (S)	55-64	77
Mornington (S)	65-74	47
Mornington (S)	75-84	17
Mount Isa (C)	0-4	1712
Mount Isa (C)	5-14	2763
Mount Isa (C)	15-19	1118
Mount Isa (C)	20-24	1398
Mount Isa (C)	25-34	3526
Mount Isa (C)	35-44	2596
Mount Isa (C)	45-54	2532
Mount Isa (C)	55-64	1708
Mount Isa (C)	65-74	902
Mount Isa (C)	75-84	335
Mount Isa (C)	85+	80
Murweh (S)	0-4	333
Murweh (S)	5-14	570
Murweh (S)	15-19	224
Murweh (S)	20-24	267
Murweh (S)	25-34	533
Murweh (S)	35-44	496
Murweh (S)	45-54	598
Murweh (S)	55-64	601
Murweh (S)	65-74	364
Murweh (S)	75-84	221
Murweh (S)	85+	102
Napranum (S)	0-4	105
Napranum (S)	5-14	187
Napranum (S)	15-19	84
Napranum (S)	20-24	99
Napranum (S)	25-34	136
Napranum (S)	35-44	120
Napranum (S)	45-54	124
Napranum (S)	55-64	70
Napranum (S)	65-74	28
Napranum (S)	75-84	10
Noosa (S)	0-4	2170
Noosa (S)	5-14	6278
Noosa (S)	15-19	2838
Noosa (S)	20-24	1846
Noosa (S)	25-34	3887
Noosa (S)	35-44	6144
Noosa (S)	45-54	7959
Noosa (S)	55-64	8442
Noosa (S)	65-74	7647
Noosa (S)	75-84	3565
Noosa (S)	85+	1373
North Burnett (R)	0-4	518
North Burnett (R)	5-14	1339
North Burnett (R)	15-19	538
North Burnett (R)	20-24	444
North Burnett (R)	25-34	1051
North Burnett (R)	35-44	1091
North Burnett (R)	45-54	1467
North Burnett (R)	55-64	1525
North Burnett (R)	65-74	1442
North Burnett (R)	75-84	772
North Burnett (R)	85+	292
Northern Peninsula Area (R)	0-4	402
Northern Peninsula Area (R)	5-14	625
Northern Peninsula Area (R)	15-19	246
Northern Peninsula Area (R)	20-24	241
Northern Peninsula Area (R)	25-34	401
Northern Peninsula Area (R)	35-44	307
Northern Peninsula Area (R)	45-54	277
Northern Peninsula Area (R)	55-64	190
Northern Peninsula Area (R)	65-74	82
Northern Peninsula Area (R)	75-84	13
Northern Peninsula Area (R)	85+	6
Palm Island (S)	0-4	324
Palm Island (S)	5-14	457
Palm Island (S)	15-19	223
Palm Island (S)	20-24	232
Palm Island (S)	25-34	347
Palm Island (S)	35-44	268
Palm Island (S)	45-54	325
Palm Island (S)	55-64	199
Palm Island (S)	65-74	69
Palm Island (S)	75-84	8
Paroo (S)	0-4	116
Paroo (S)	5-14	195
Paroo (S)	15-19	67
Paroo (S)	20-24	83
Paroo (S)	25-34	176
Paroo (S)	35-44	164
Paroo (S)	45-54	234
Paroo (S)	55-64	294
Paroo (S)	65-74	198
Paroo (S)	75-84	89
Paroo (S)	85+	29
Pormpuraaw (S)	0-4	69
Pormpuraaw (S)	5-14	132
Pormpuraaw (S)	15-19	50
Pormpuraaw (S)	20-24	53
Pormpuraaw (S)	25-34	100
Pormpuraaw (S)	35-44	122
Pormpuraaw (S)	45-54	109
Pormpuraaw (S)	55-64	64
Pormpuraaw (S)	65-74	41
Pormpuraaw (S)	75-84	9
Quilpie (S)	0-4	54
Quilpie (S)	5-14	115
Quilpie (S)	15-19	33
Quilpie (S)	20-24	48
Quilpie (S)	25-34	122
Quilpie (S)	35-44	78
Quilpie (S)	45-54	143
Quilpie (S)	55-64	112
Quilpie (S)	65-74	73
Quilpie (S)	75-84	26
Quilpie (S)	85+	9
Redland (C)	0-4	8102
Redland (C)	5-14	19502
Redland (C)	15-19	9730
Redland (C)	20-24	8191
Redland (C)	25-34	15769
Redland (C)	35-44	18459
Redland (C)	45-54	21188
Redland (C)	55-64	19872
Redland (C)	65-74	15357
Redland (C)	75-84	7557
Redland (C)	85+	3279
Richmond (S)	0-4	53
Richmond (S)	5-14	94
Richmond (S)	15-19	34
Richmond (S)	20-24	63
Richmond (S)	25-34	140
Richmond (S)	35-44	81
Richmond (S)	45-54	110
Richmond (S)	55-64	107
Richmond (S)	65-74	63
Richmond (S)	75-84	36
Richmond (S)	85+	8
Rockhampton (R)	0-4	5507
Rockhampton (R)	5-14	11069
Rockhampton (R)	15-19	5548
Rockhampton (R)	20-24	5408
Rockhampton (R)	25-34	11087
Rockhampton (R)	35-44	9543
Rockhampton (R)	45-54	10348
Rockhampton (R)	55-64	9284
Rockhampton (R)	65-74	6434
Rockhampton (R)	75-84	3889
Rockhampton (R)	85+	1609
Scenic Rim (R)	0-4	2022
Scenic Rim (R)	5-14	5565
Scenic Rim (R)	15-19	2446
Scenic Rim (R)	20-24	1760
Scenic Rim (R)	25-34	3505
Scenic Rim (R)	35-44	4909
Scenic Rim (R)	45-54	5967
Scenic Rim (R)	55-64	5791
Scenic Rim (R)	65-74	4940
Scenic Rim (R)	75-84	2359
Scenic Rim (R)	85+	804
Somerset (R)	0-4	1570
Somerset (R)	5-14	3461
Somerset (R)	15-19	1472
Somerset (R)	20-24	1153
Somerset (R)	25-34	2439
Somerset (R)	35-44	2836
Somerset (R)	45-54	3375
Somerset (R)	55-64	3711
Somerset (R)	65-74	3015
Somerset (R)	75-84	1221
Somerset (R)	85+	346
South Burnett (R)	0-4	1820
South Burnett (R)	5-14	4309
South Burnett (R)	15-19	1816
South Burnett (R)	20-24	1523
South Burnett (R)	25-34	2962
South Burnett (R)	35-44	3454
South Burnett (R)	45-54	4249
South Burnett (R)	55-64	4663
South Burnett (R)	65-74	4548
South Burnett (R)	75-84	2129
South Burnett (R)	85+	715
Southern Downs (R)	0-4	1999
Southern Downs (R)	5-14	4614
Southern Downs (R)	15-19	2156
Southern Downs (R)	20-24	1685
Southern Downs (R)	25-34	3175
Southern Downs (R)	35-44	3657
Southern Downs (R)	45-54	4560
Southern Downs (R)	55-64	5186
Southern Downs (R)	65-74	4735
Southern Downs (R)	75-84	2441
Southern Downs (R)	85+	902
Sunshine Coast (R)	0-4	15659
Sunshine Coast (R)	5-14	37720
Sunshine Coast (R)	15-19	17698
Sunshine Coast (R)	20-24	15316
Sunshine Coast (R)	25-34	31195
Sunshine Coast (R)	35-44	37079
Sunshine Coast (R)	45-54	41119
Sunshine Coast (R)	55-64	38678
Sunshine Coast (R)	65-74	33866
Sunshine Coast (R)	75-84	18330
Sunshine Coast (R)	85+	7706
Tablelands (R)	0-4	1327
Tablelands (R)	5-14	3178
Tablelands (R)	15-19	1413
Tablelands (R)	20-24	1025
Tablelands (R)	25-34	2076
Tablelands (R)	35-44	2513
Tablelands (R)	45-54	3422
Tablelands (R)	55-64	3989
Tablelands (R)	65-74	3505
Tablelands (R)	75-84	1755
Tablelands (R)	85+	622
Toowoomba (R)	0-4	10315
Toowoomba (R)	5-14	22277
Toowoomba (R)	15-19	10668
Toowoomba (R)	20-24	10175
Toowoomba (R)	25-34	19795
Toowoomba (R)	35-44	19030
Toowoomba (R)	45-54	20471
Toowoomba (R)	55-64	19490
Toowoomba (R)	65-74	15810
Toowoomba (R)	75-84	8947
Toowoomba (R)	85+	3802
Torres (S)	0-4	312
Torres (S)	5-14	666
Torres (S)	15-19	289
Torres (S)	20-24	289
Torres (S)	25-34	621
Torres (S)	35-44	485
Torres (S)	45-54	396
Torres (S)	55-64	356
Torres (S)	65-74	132
Torres (S)	75-84	46
Torres (S)	85+	14
Torres Strait Island (R)	0-4	545
Torres Strait Island (R)	5-14	1017
Torres Strait Island (R)	15-19	350
Torres Strait Island (R)	20-24	406
Torres Strait Island (R)	25-34	699
Torres Strait Island (R)	35-44	492
Torres Strait Island (R)	45-54	422
Torres Strait Island (R)	55-64	353
Torres Strait Island (R)	65-74	165
Torres Strait Island (R)	75-84	51
Torres Strait Island (R)	85+	6
Townsville (C)	0-4	12635
Townsville (C)	5-14	25073
Townsville (C)	15-19	13258
Townsville (C)	20-24	15741
Townsville (C)	25-34	27731
Townsville (C)	35-44	24836
Townsville (C)	45-54	24477
Townsville (C)	55-64	20507
Townsville (C)	65-74	13761
Townsville (C)	75-84	6417
Townsville (C)	85+	2305
Weipa (T)	0-4	370
Weipa (T)	5-14	667
Weipa (T)	15-19	221
Weipa (T)	20-24	221
Weipa (T)	25-34	710
Weipa (T)	35-44	695
Weipa (T)	45-54	608
Weipa (T)	55-64	316
Weipa (T)	65-74	84
Weipa (T)	75-84	9
Weipa (T)	85+	3
Western Downs (R)	0-4	2389
Western Downs (R)	5-14	4992
Western Downs (R)	15-19	2112
Western Downs (R)	20-24	1898
Western Downs (R)	25-34	4137
Western Downs (R)	35-44	4249
Western Downs (R)	45-54	4507
Western Downs (R)	55-64	3923
Western Downs (R)	65-74	3055
Western Downs (R)	75-84	1577
Western Downs (R)	85+	599
Whitsunday (R)	0-4	2016
Whitsunday (R)	5-14	4105
Whitsunday (R)	15-19	1666
Whitsunday (R)	20-24	2143
Whitsunday (R)	25-34	5211
Whitsunday (R)	35-44	4505
Whitsunday (R)	45-54	4619
Whitsunday (R)	55-64	4598
Whitsunday (R)	65-74	3178
Whitsunday (R)	75-84	1304
Whitsunday (R)	85+	440
Winton (S)	0-4	68
Winton (S)	5-14	116
Winton (S)	15-19	50
Winton (S)	20-24	55
Winton (S)	25-34	130
Winton (S)	35-44	112
Winton (S)	45-54	160
Winton (S)	55-64	175
Winton (S)	65-74	155
Winton (S)	75-84	73
Winton (S)	85+	32
Woorabinda (S)	0-4	107
Woorabinda (S)	5-14	217
Woorabinda (S)	15-19	88
Woorabinda (S)	20-24	113
Woorabinda (S)	25-34	120
Woorabinda (S)	35-44	104
Woorabinda (S)	45-54	105
Woorabinda (S)	55-64	72
Woorabinda (S)	65-74	29
Woorabinda (S)	75-84	4
Wujal Wujal (S)	0-4	31
Wujal Wujal (S)	5-14	31
Wujal Wujal (S)	15-19	18
Wujal Wujal (S)	20-24	28
Wujal Wujal (S)	25-34	52
Wujal Wujal (S)	35-44	33
Wujal Wujal (S)	45-54	39
Wujal Wujal (S)	55-64	35
Wujal Wujal (S)	65-74	10
Yarrabah (S)	0-4	270
Yarrabah (S)	5-14	597
Yarrabah (S)	15-19	257
Yarrabah (S)	20-24	224
Yarrabah (S)	25-34	368
Yarrabah (S)	35-44	270
Yarrabah (S)	45-54	296
Yarrabah (S)	55-64	176
Yarrabah (S)	65-74	67
Yarrabah (S)	75-84	23
Yarrabah (S)	85+	5
No usual address (Qld)	0-4	339
No usual address (Qld)	5-14	489
No usual address (Qld)	15-19	408
No usual address (Qld)	20-24	1133
No usual address (Qld)	25-34	2293
No usual address (Qld)	35-44	1485
No usual address (Qld)	45-54	1663
No usual address (Qld)	55-64	2373
No usual address (Qld)	65-74	1916
No usual address (Qld)	75-84	381
No usual address (Qld)	85+	44
Migratory - Offshore - Shipping (Qld)	0-4	3
Migratory - Offshore - Shipping (Qld)	5-14	4
Migratory - Offshore - Shipping (Qld)	15-19	11
Migratory - Offshore - Shipping (Qld)	20-24	11
Migratory - Offshore - Shipping (Qld)	25-34	11
Migratory - Offshore - Shipping (Qld)	35-44	14
Migratory - Offshore - Shipping (Qld)	45-54	24
Migratory - Offshore - Shipping (Qld)	55-64	30
Migratory - Offshore - Shipping (Qld)	65-74	33
Migratory - Offshore - Shipping (Qld)	75-84	16
Migratory - Offshore - Shipping (Qld)	85+	4
Adelaide (C)	0-4	507
Adelaide (C)	5-14	712
Adelaide (C)	15-19	1582
Adelaide (C)	20-24	4700
Adelaide (C)	25-34	5197
Adelaide (C)	35-44	2377
Adelaide (C)	45-54	2132
Adelaide (C)	55-64	1990
Adelaide (C)	65-74	1758
Adelaide (C)	75-84	740
Adelaide (C)	85+	379
Adelaide Hills (DC)	0-4	1936
Adelaide Hills (DC)	5-14	5324
Adelaide Hills (DC)	15-19	2685
Adelaide Hills (DC)	20-24	1955
Adelaide Hills (DC)	25-34	3020
Adelaide Hills (DC)	35-44	4799
Adelaide Hills (DC)	45-54	6299
Adelaide Hills (DC)	55-64	6022
Adelaide Hills (DC)	65-74	4421
Adelaide Hills (DC)	75-84	1732
Adelaide Hills (DC)	85+	674
Alexandrina (DC)	0-4	1139
Alexandrina (DC)	5-14	2899
Alexandrina (DC)	15-19	1311
Alexandrina (DC)	20-24	1018
Alexandrina (DC)	25-34	1986
Alexandrina (DC)	35-44	2653
Alexandrina (DC)	45-54	3352
Alexandrina (DC)	55-64	4094
Alexandrina (DC)	65-74	4364
Alexandrina (DC)	75-84	2234
Alexandrina (DC)	85+	824
Anangu Pitjantjatjara (AC)	0-4	188
Anangu Pitjantjatjara (AC)	5-14	363
Anangu Pitjantjatjara (AC)	15-19	186
Anangu Pitjantjatjara (AC)	20-24	251
Anangu Pitjantjatjara (AC)	25-34	411
Anangu Pitjantjatjara (AC)	35-44	317
Anangu Pitjantjatjara (AC)	45-54	273
Anangu Pitjantjatjara (AC)	55-64	168
Anangu Pitjantjatjara (AC)	65-74	71
Anangu Pitjantjatjara (AC)	75-84	31
Anangu Pitjantjatjara (AC)	85+	18
Barossa (DC)	0-4	1270
Barossa (DC)	5-14	3111
Barossa (DC)	15-19	1474
Barossa (DC)	20-24	1040
Barossa (DC)	25-34	2257
Barossa (DC)	35-44	2937
Barossa (DC)	45-54	3362
Barossa (DC)	55-64	3430
Barossa (DC)	65-74	2669
Barossa (DC)	75-84	1385
Barossa (DC)	85+	625
Barunga West (DC)	0-4	122
Barunga West (DC)	5-14	226
Barunga West (DC)	15-19	112
Barunga West (DC)	20-24	63
Barunga West (DC)	25-34	171
Barunga West (DC)	35-44	235
Barunga West (DC)	45-54	342
Barunga West (DC)	55-64	449
Barunga West (DC)	65-74	483
Barunga West (DC)	75-84	232
Barunga West (DC)	85+	105
Berri and Barmera (DC)	0-4	559
Berri and Barmera (DC)	5-14	1336
Berri and Barmera (DC)	15-19	642
Berri and Barmera (DC)	20-24	496
Berri and Barmera (DC)	25-34	1051
Berri and Barmera (DC)	35-44	1146
Berri and Barmera (DC)	45-54	1441
Berri and Barmera (DC)	55-64	1584
Berri and Barmera (DC)	65-74	1240
Berri and Barmera (DC)	75-84	720
Berri and Barmera (DC)	85+	332
Burnside (C)	0-4	1953
Burnside (C)	5-14	5536
Burnside (C)	15-19	3139
Burnside (C)	20-24	2573
Burnside (C)	25-34	3974
Burnside (C)	35-44	5343
Burnside (C)	45-54	6101
Burnside (C)	55-64	5706
Burnside (C)	65-74	5040
Burnside (C)	75-84	2883
Burnside (C)	85+	1666
Campbelltown (C) (SA)	0-4	2687
Campbelltown (C) (SA)	5-14	5511
Campbelltown (C) (SA)	15-19	3027
Campbelltown (C) (SA)	20-24	3215
Campbelltown (C) (SA)	25-34	6296
Campbelltown (C) (SA)	35-44	6432
Campbelltown (C) (SA)	45-54	6996
Campbelltown (C) (SA)	55-64	5546
Campbelltown (C) (SA)	65-74	4926
Campbelltown (C) (SA)	75-84	3851
Campbelltown (C) (SA)	85+	1673
Ceduna (DC)	0-4	248
Ceduna (DC)	5-14	459
Ceduna (DC)	15-19	208
Ceduna (DC)	20-24	202
Ceduna (DC)	25-34	410
Ceduna (DC)	35-44	420
Ceduna (DC)	45-54	424
Ceduna (DC)	55-64	488
Ceduna (DC)	65-74	351
Ceduna (DC)	75-84	127
Ceduna (DC)	85+	67
Charles Sturt (C)	0-4	5985
Charles Sturt (C)	5-14	11350
Charles Sturt (C)	15-19	6279
Charles Sturt (C)	20-24	7537
Charles Sturt (C)	25-34	15663
Charles Sturt (C)	35-44	14156
Charles Sturt (C)	45-54	15669
Charles Sturt (C)	55-64	13899
Charles Sturt (C)	65-74	10630
Charles Sturt (C)	75-84	6957
Charles Sturt (C)	85+	3637
Clare and Gilbert Valleys (DC)	0-4	479
Clare and Gilbert Valleys (DC)	5-14	1151
Clare and Gilbert Valleys (DC)	15-19	452
Clare and Gilbert Valleys (DC)	20-24	334
Clare and Gilbert Valleys (DC)	25-34	926
Clare and Gilbert Valleys (DC)	35-44	905
Clare and Gilbert Valleys (DC)	45-54	1278
Clare and Gilbert Valleys (DC)	55-64	1490
Clare and Gilbert Valleys (DC)	65-74	1181
Clare and Gilbert Valleys (DC)	75-84	551
Clare and Gilbert Valleys (DC)	85+	276
Cleve (DC)	0-4	127
Cleve (DC)	5-14	233
Cleve (DC)	15-19	101
Cleve (DC)	20-24	66
Cleve (DC)	25-34	188
Cleve (DC)	35-44	186
Cleve (DC)	45-54	243
Cleve (DC)	55-64	274
Cleve (DC)	65-74	189
Cleve (DC)	75-84	93
Cleve (DC)	85+	61
Coober Pedy (DC)	0-4	110
Coober Pedy (DC)	5-14	172
Coober Pedy (DC)	15-19	57
Coober Pedy (DC)	20-24	85
Coober Pedy (DC)	25-34	247
Coober Pedy (DC)	35-44	180
Coober Pedy (DC)	45-54	270
Coober Pedy (DC)	55-64	250
Coober Pedy (DC)	65-74	261
Coober Pedy (DC)	75-84	123
Coober Pedy (DC)	85+	15
Copper Coast (DC)	0-4	646
Copper Coast (DC)	5-14	1544
Copper Coast (DC)	15-19	738
Copper Coast (DC)	20-24	570
Copper Coast (DC)	25-34	1280
Copper Coast (DC)	35-44	1269
Copper Coast (DC)	45-54	1880
Copper Coast (DC)	55-64	2244
Copper Coast (DC)	65-74	2316
Copper Coast (DC)	75-84	1214
Copper Coast (DC)	85+	445
Elliston (DC)	0-4	62
Elliston (DC)	5-14	141
Elliston (DC)	15-19	30
Elliston (DC)	20-24	42
Elliston (DC)	25-34	106
Elliston (DC)	35-44	109
Elliston (DC)	45-54	165
Elliston (DC)	55-64	219
Elliston (DC)	65-74	110
Elliston (DC)	75-84	47
Elliston (DC)	85+	21
Flinders Ranges (DC)	0-4	84
Flinders Ranges (DC)	5-14	166
Flinders Ranges (DC)	15-19	81
Flinders Ranges (DC)	20-24	69
Flinders Ranges (DC)	25-34	142
Flinders Ranges (DC)	35-44	159
Flinders Ranges (DC)	45-54	253
Flinders Ranges (DC)	55-64	285
Flinders Ranges (DC)	65-74	250
Flinders Ranges (DC)	75-84	111
Flinders Ranges (DC)	85+	42
Franklin Harbour (DC)	0-4	70
Franklin Harbour (DC)	5-14	151
Franklin Harbour (DC)	15-19	50
Franklin Harbour (DC)	20-24	57
Franklin Harbour (DC)	25-34	109
Franklin Harbour (DC)	35-44	132
Franklin Harbour (DC)	45-54	188
Franklin Harbour (DC)	55-64	205
Franklin Harbour (DC)	65-74	231
Franklin Harbour (DC)	75-84	63
Franklin Harbour (DC)	85+	46
Gawler (T)	0-4	1341
Gawler (T)	5-14	2739
Gawler (T)	15-19	1475
Gawler (T)	20-24	1503
Gawler (T)	25-34	2791
Gawler (T)	35-44	2487
Gawler (T)	45-54	3117
Gawler (T)	55-64	3006
Gawler (T)	65-74	2311
