LGA_NAME16	AgeStudent	Sex	students
Greater Dandenong (C)	15-19	F	3598
Greater Dandenong (C)	15-19	M	3731
Greater Dandenong (C)	20-24	F	2523
Greater Dandenong (C)	20-24	M	3056
Greater Dandenong (C)	25+	F	3829
Greater Dandenong (C)	25+	M	3154
Greater Geelong (C)	0-4	F	1295
Greater Geelong (C)	0-4	M	1463
Greater Geelong (C)	5-14	F	12524
Greater Geelong (C)	5-14	M	13101
Greater Geelong (C)	15-19	F	5626
Greater Geelong (C)	15-19	M	5625
Greater Geelong (C)	20-24	F	3262
Greater Geelong (C)	20-24	M	2956
Greater Geelong (C)	25+	F	4634
Greater Geelong (C)	25+	M	2921
Greater Shepparton (C)	0-4	F	337
Greater Shepparton (C)	0-4	M	340
Greater Shepparton (C)	5-14	F	3585
Greater Shepparton (C)	5-14	M	3928
Greater Shepparton (C)	15-19	F	1554
Greater Shepparton (C)	15-19	M	1569
Greater Shepparton (C)	20-24	F	456
Greater Shepparton (C)	20-24	M	338
Greater Shepparton (C)	25+	F	1107
Greater Shepparton (C)	25+	M	510
Hepburn (S)	0-4	F	81
Hepburn (S)	0-4	M	80
Hepburn (S)	5-14	F	749
Hepburn (S)	5-14	M	737
Hepburn (S)	15-19	F	224
Hepburn (S)	15-19	M	208
Hepburn (S)	20-24	F	60
Hepburn (S)	20-24	M	52
Hepburn (S)	25+	F	267
Hepburn (S)	25+	M	131
Hindmarsh (S)	0-4	F	28
Hindmarsh (S)	0-4	M	17
Hindmarsh (S)	5-14	F	263
Hindmarsh (S)	5-14	M	274
Hindmarsh (S)	15-19	F	118
Hindmarsh (S)	15-19	M	122
Hindmarsh (S)	20-24	F	33
Hindmarsh (S)	20-24	M	15
Hindmarsh (S)	25+	F	69
Hindmarsh (S)	25+	M	23
Hobsons Bay (C)	0-4	F	569
Hobsons Bay (C)	0-4	M	599
Hobsons Bay (C)	5-14	F	4664
Hobsons Bay (C)	5-14	M	4756
Hobsons Bay (C)	15-19	F	1862
Hobsons Bay (C)	15-19	M	1919
Hobsons Bay (C)	20-24	F	1069
Hobsons Bay (C)	20-24	M	1121
Hobsons Bay (C)	25+	F	2048
Hobsons Bay (C)	25+	M	1267
Horsham (RC)	0-4	F	93
Horsham (RC)	0-4	M	103
Horsham (RC)	5-14	F	1115
Horsham (RC)	5-14	M	1201
Horsham (RC)	15-19	F	409
Horsham (RC)	15-19	M	414
Horsham (RC)	20-24	F	121
Horsham (RC)	20-24	M	53
Horsham (RC)	25+	F	242
Horsham (RC)	25+	M	147
Hume (C)	0-4	F	1225
Hume (C)	0-4	M	1259
Hume (C)	5-14	F	12255
Hume (C)	5-14	M	12881
Hume (C)	15-19	F	5656
Hume (C)	15-19	M	5303
Hume (C)	20-24	F	2712
Hume (C)	20-24	M	2691
Hume (C)	25+	F	4229
Hume (C)	25+	M	2842
Indigo (S)	0-4	F	100
Indigo (S)	0-4	M	92
Indigo (S)	5-14	F	955
Indigo (S)	5-14	M	954
Indigo (S)	15-19	F	363
Indigo (S)	15-19	M	335
Indigo (S)	20-24	F	90
Indigo (S)	20-24	M	61
Indigo (S)	25+	F	280
Indigo (S)	25+	M	102
Kingston (C) (Vic.)	0-4	F	1038
Kingston (C) (Vic.)	0-4	M	1043
Kingston (C) (Vic.)	5-14	F	8038
Kingston (C) (Vic.)	5-14	M	8538
Kingston (C) (Vic.)	15-19	F	3471
Kingston (C) (Vic.)	15-19	M	3424
Kingston (C) (Vic.)	20-24	F	2009
Kingston (C) (Vic.)	20-24	M	2123
Kingston (C) (Vic.)	25+	F	3046
Kingston (C) (Vic.)	25+	M	2043
Knox (C)	0-4	F	904
Knox (C)	0-4	M	916
Knox (C)	5-14	F	8230
Knox (C)	5-14	M	8791
Knox (C)	15-19	F	4104
Knox (C)	15-19	M	4202
Knox (C)	20-24	F	2138
Knox (C)	20-24	M	2154
Knox (C)	25+	F	2951
Knox (C)	25+	M	1836
Latrobe (C) (Vic.)	0-4	F	308
Latrobe (C) (Vic.)	0-4	M	311
Latrobe (C) (Vic.)	5-14	F	3929
Latrobe (C) (Vic.)	5-14	M	4074
Latrobe (C) (Vic.)	15-19	F	1536
Latrobe (C) (Vic.)	15-19	M	1551
Latrobe (C) (Vic.)	20-24	F	696
Latrobe (C) (Vic.)	20-24	M	454
Latrobe (C) (Vic.)	25+	F	1187
Latrobe (C) (Vic.)	25+	M	618
Loddon (S)	0-4	F	30
Loddon (S)	0-4	M	33
Loddon (S)	5-14	F	374
Loddon (S)	5-14	M	359
Loddon (S)	15-19	F	154
Loddon (S)	15-19	M	129
Loddon (S)	20-24	F	20
Loddon (S)	20-24	M	14
Loddon (S)	25+	F	70
Loddon (S)	25+	M	19
Macedon Ranges (S)	0-4	F	297
Macedon Ranges (S)	0-4	M	332
Macedon Ranges (S)	5-14	F	2932
Macedon Ranges (S)	5-14	M	3096
Macedon Ranges (S)	15-19	F	1120
Macedon Ranges (S)	15-19	M	1153
Macedon Ranges (S)	20-24	F	390
Macedon Ranges (S)	20-24	M	318
Macedon Ranges (S)	25+	F	758
Macedon Ranges (S)	25+	M	339
Manningham (C)	0-4	F	657
Manningham (C)	0-4	M	688
Manningham (C)	5-14	F	5986
Manningham (C)	5-14	M	6446
Manningham (C)	15-19	F	3270
Manningham (C)	15-19	M	3485
Manningham (C)	20-24	F	1985
Manningham (C)	20-24	M	2154
Manningham (C)	25+	F	2319
Manningham (C)	25+	M	1642
Mansfield (S)	0-4	F	54
Mansfield (S)	0-4	M	43
Mansfield (S)	5-14	F	509
Mansfield (S)	5-14	M	482
Mansfield (S)	15-19	F	181
Mansfield (S)	15-19	M	196
Mansfield (S)	20-24	F	43
Mansfield (S)	20-24	M	30
Mansfield (S)	25+	F	110
Mansfield (S)	25+	M	45
Maribyrnong (C)	0-4	F	458
Maribyrnong (C)	0-4	M	524
Maribyrnong (C)	5-14	F	3360
Maribyrnong (C)	5-14	M	3418
Maribyrnong (C)	15-19	F	1493
Maribyrnong (C)	15-19	M	1501
Maribyrnong (C)	20-24	F	1803
Maribyrnong (C)	20-24	M	2060
Maribyrnong (C)	25+	F	3009
Maribyrnong (C)	25+	M	2644
Maroondah (C)	0-4	F	762
Maroondah (C)	0-4	M	759
Maroondah (C)	5-14	F	6014
Maroondah (C)	5-14	M	6433
Maroondah (C)	15-19	F	2705
Maroondah (C)	15-19	M	2822
Maroondah (C)	20-24	F	1355
Maroondah (C)	20-24	M	1369
Maroondah (C)	25+	F	2336
Maroondah (C)	25+	M	1483
Melbourne (C)	0-4	F	321
Melbourne (C)	0-4	M	323
Melbourne (C)	5-14	F	1805
Melbourne (C)	5-14	M	1851
Melbourne (C)	15-19	F	5241
Melbourne (C)	15-19	M	3821
Melbourne (C)	20-24	F	11494
Melbourne (C)	20-24	M	9406
Melbourne (C)	25+	F	7429
Melbourne (C)	25+	M	6358
Melton (C)	0-4	F	1072
Melton (C)	0-4	M	1047
Melton (C)	5-14	F	9734
Melton (C)	5-14	M	9972
Melton (C)	15-19	F	3438
Melton (C)	15-19	M	3445
Melton (C)	20-24	F	1438
Melton (C)	20-24	M	1249
Melton (C)	25+	F	2499
Melton (C)	25+	M	1418
Mildura (RC)	0-4	F	319
Mildura (RC)	0-4	M	364
Mildura (RC)	5-14	F	2967
Mildura (RC)	5-14	M	3133
Mildura (RC)	15-19	F	1200
Mildura (RC)	15-19	M	1191
Mildura (RC)	20-24	F	392
Mildura (RC)	20-24	M	251
Mildura (RC)	25+	F	816
Mildura (RC)	25+	M	418
Mitchell (S)	0-4	F	247
Mitchell (S)	0-4	M	272
Mitchell (S)	5-14	F	2417
Mitchell (S)	5-14	M	2584
Mitchell (S)	15-19	F	999
Mitchell (S)	15-19	M	1059
Mitchell (S)	20-24	F	292
Mitchell (S)	20-24	M	322
Mitchell (S)	25+	F	697
Mitchell (S)	25+	M	329
Moira (S)	0-4	F	135
Moira (S)	0-4	M	161
Moira (S)	5-14	F	1537
Moira (S)	5-14	M	1612
Moira (S)	15-19	F	575
Moira (S)	15-19	M	614
Moira (S)	20-24	F	173
Moira (S)	20-24	M	108
Moira (S)	25+	F	386
Moira (S)	25+	M	147
Monash (C)	0-4	F	1092
Monash (C)	0-4	M	1124
Monash (C)	5-14	F	8917
Monash (C)	5-14	M	9429
Monash (C)	15-19	F	5506
Monash (C)	15-19	M	5651
Monash (C)	20-24	F	6067
Monash (C)	20-24	M	6470
Monash (C)	25+	F	4909
Monash (C)	25+	M	4243
Moonee Valley (C)	0-4	F	629
Moonee Valley (C)	0-4	M	669
Moonee Valley (C)	5-14	F	5832
Moonee Valley (C)	5-14	M	6133
Moonee Valley (C)	15-19	F	2720
Moonee Valley (C)	15-19	M	2727
Moonee Valley (C)	20-24	F	1988
Moonee Valley (C)	20-24	M	1968
Moonee Valley (C)	25+	F	2821
Moonee Valley (C)	25+	M	1993
Moorabool (S)	0-4	F	183
Moorabool (S)	0-4	M	205
Moorabool (S)	5-14	F	1987
Moorabool (S)	5-14	M	2057
Moorabool (S)	15-19	F	777
Moorabool (S)	15-19	M	778
Moorabool (S)	20-24	F	262
Moorabool (S)	20-24	M	227
Moorabool (S)	25+	F	573
Moorabool (S)	25+	M	242
Moreland (C)	0-4	F	923
Moreland (C)	0-4	M	1008
Moreland (C)	5-14	F	7059
Moreland (C)	5-14	M	7344
Moreland (C)	15-19	F	2829
Moreland (C)	15-19	M	2922
Moreland (C)	20-24	F	3340
Moreland (C)	20-24	M	3127
Moreland (C)	25+	F	5404
Moreland (C)	25+	M	4374
Mornington Peninsula (S)	0-4	F	920
Mornington Peninsula (S)	0-4	M	918
Mornington Peninsula (S)	5-14	F	8539
Mornington Peninsula (S)	5-14	M	8948
Mornington Peninsula (S)	15-19	F	3322
Mornington Peninsula (S)	15-19	M	3444
Mornington Peninsula (S)	20-24	F	1147
Mornington Peninsula (S)	20-24	M	1092
Mornington Peninsula (S)	25+	F	2368
Mornington Peninsula (S)	25+	M	1141
Mount Alexander (S)	0-4	F	84
Mount Alexander (S)	0-4	M	77
Mount Alexander (S)	5-14	F	859
Mount Alexander (S)	5-14	M	913
Mount Alexander (S)	15-19	F	320
Mount Alexander (S)	15-19	M	335
Mount Alexander (S)	20-24	F	89
Mount Alexander (S)	20-24	M	66
Mount Alexander (S)	25+	F	341
Mount Alexander (S)	25+	M	144
Moyne (S)	0-4	F	89
Moyne (S)	0-4	M	100
Moyne (S)	5-14	F	1054
Moyne (S)	5-14	M	1079
Moyne (S)	15-19	F	357
Moyne (S)	15-19	M	337
Moyne (S)	20-24	F	93
Moyne (S)	20-24	M	65
Moyne (S)	25+	F	246
Moyne (S)	25+	M	103
Murrindindi (S)	0-4	F	66
Murrindindi (S)	0-4	M	67
Murrindindi (S)	5-14	F	648
Murrindindi (S)	5-14	M	731
Murrindindi (S)	15-19	F	250
Murrindindi (S)	15-19	M	241
Murrindindi (S)	20-24	F	69
Murrindindi (S)	20-24	M	46
Murrindindi (S)	25+	F	190
Murrindindi (S)	25+	M	78
Nillumbik (S)	0-4	F	426
Nillumbik (S)	0-4	M	415
Nillumbik (S)	5-14	F	4071
Nillumbik (S)	5-14	M	4242
Nillumbik (S)	15-19	F	1899
Nillumbik (S)	15-19	M	2011
Nillumbik (S)	20-24	F	908
Nillumbik (S)	20-24	M	910
Nillumbik (S)	25+	F	1036
Nillumbik (S)	25+	M	636
Northern Grampians (S)	0-4	F	41
Northern Grampians (S)	0-4	M	55
Northern Grampians (S)	5-14	F	550
Northern Grampians (S)	5-14	M	540
Northern Grampians (S)	15-19	F	218
Northern Grampians (S)	15-19	M	246
Northern Grampians (S)	20-24	F	38
Northern Grampians (S)	20-24	M	21
Northern Grampians (S)	25+	F	131
Northern Grampians (S)	25+	M	49
Port Phillip (C)	0-4	F	507
Port Phillip (C)	0-4	M	519
Port Phillip (C)	5-14	F	3030
Port Phillip (C)	5-14	M	3144
Port Phillip (C)	15-19	F	1193
Port Phillip (C)	15-19	M	1160
Port Phillip (C)	20-24	F	1477
Port Phillip (C)	20-24	M	1270
Port Phillip (C)	25+	F	3389
Port Phillip (C)	25+	M	2341
Pyrenees (S)	0-4	F	35
Pyrenees (S)	0-4	M	27
Pyrenees (S)	5-14	F	363
Pyrenees (S)	5-14	M	351
Pyrenees (S)	15-19	F	124
Pyrenees (S)	15-19	M	123
Pyrenees (S)	20-24	F	37
Pyrenees (S)	20-24	M	17
Pyrenees (S)	25+	F	77
Pyrenees (S)	25+	M	39
Queenscliffe (B)	0-4	F	13
Queenscliffe (B)	0-4	M	8
Queenscliffe (B)	5-14	F	98
Queenscliffe (B)	5-14	M	127
Queenscliffe (B)	15-19	F	65
Queenscliffe (B)	15-19	M	47
Queenscliffe (B)	20-24	F	17
Queenscliffe (B)	20-24	M	23
Queenscliffe (B)	25+	F	34
Queenscliffe (B)	25+	M	28
South Gippsland (S)	0-4	F	156
South Gippsland (S)	0-4	M	143
South Gippsland (S)	5-14	F	1589
South Gippsland (S)	5-14	M	1572
South Gippsland (S)	15-19	F	563
South Gippsland (S)	15-19	M	621
South Gippsland (S)	20-24	F	144
South Gippsland (S)	20-24	M	112
South Gippsland (S)	25+	F	410
South Gippsland (S)	25+	M	149
Southern Grampians (S)	0-4	F	99
Southern Grampians (S)	0-4	M	105
Southern Grampians (S)	5-14	F	835
Southern Grampians (S)	5-14	M	907
Southern Grampians (S)	15-19	F	338
Southern Grampians (S)	15-19	M	375
Southern Grampians (S)	20-24	F	71
Southern Grampians (S)	20-24	M	59
Southern Grampians (S)	25+	F	181
Southern Grampians (S)	25+	M	90
Stonnington (C)	0-4	F	526
Stonnington (C)	0-4	M	578
Stonnington (C)	5-14	F	3959
Stonnington (C)	5-14	M	3873
Stonnington (C)	15-19	F	2118
Stonnington (C)	15-19	M	1928
Stonnington (C)	20-24	F	3085
Stonnington (C)	20-24	M	2407
Stonnington (C)	25+	F	3201
Stonnington (C)	25+	M	2438
Strathbogie (S)	0-4	F	58
Strathbogie (S)	0-4	M	41
Strathbogie (S)	5-14	F	466
Strathbogie (S)	5-14	M	493
Strathbogie (S)	15-19	F	164
Strathbogie (S)	15-19	M	178
Strathbogie (S)	20-24	F	47
Strathbogie (S)	20-24	M	28
Strathbogie (S)	25+	F	142
Strathbogie (S)	25+	M	54
Surf Coast (S)	0-4	F	214
Surf Coast (S)	0-4	M	210
Surf Coast (S)	5-14	F	1876
Surf Coast (S)	5-14	M	2018
Surf Coast (S)	15-19	F	627
Surf Coast (S)	15-19	M	723
Surf Coast (S)	20-24	F	269
Surf Coast (S)	20-24	M	229
Surf Coast (S)	25+	F	537
Surf Coast (S)	25+	M	287
Swan Hill (RC)	0-4	F	108
Swan Hill (RC)	0-4	M	118
Swan Hill (RC)	5-14	F	1073
Swan Hill (RC)	5-14	M	1155
Swan Hill (RC)	15-19	F	444
Swan Hill (RC)	15-19	M	410
Swan Hill (RC)	20-24	F	127
Swan Hill (RC)	20-24	M	84
Swan Hill (RC)	25+	F	275
Swan Hill (RC)	25+	M	155
Towong (S)	0-4	F	22
Towong (S)	0-4	M	26
Towong (S)	5-14	F	288
Towong (S)	5-14	M	315
Towong (S)	15-19	F	107
Towong (S)	15-19	M	147
Towong (S)	20-24	F	21
Towong (S)	20-24	M	24
Towong (S)	25+	F	84
Towong (S)	25+	M	30
Wangaratta (RC)	0-4	F	138
Wangaratta (RC)	0-4	M	128
Wangaratta (RC)	5-14	F	1585
Wangaratta (RC)	5-14	M	1664
Wangaratta (RC)	15-19	F	572
Wangaratta (RC)	15-19	M	584
Wangaratta (RC)	20-24	F	162
Wangaratta (RC)	20-24	M	119
Wangaratta (RC)	25+	F	441
Wangaratta (RC)	25+	M	168
Warrnambool (C)	0-4	F	133
Warrnambool (C)	0-4	M	152
Warrnambool (C)	5-14	F	1875
Warrnambool (C)	5-14	M	1924
Warrnambool (C)	15-19	F	811
Warrnambool (C)	15-19	M	769
Warrnambool (C)	20-24	F	317
Warrnambool (C)	20-24	M	223
Warrnambool (C)	25+	F	625
Warrnambool (C)	25+	M	296
Wellington (S)	0-4	F	225
Wellington (S)	0-4	M	248
Wellington (S)	5-14	F	2260
Wellington (S)	5-14	M	2402
Wellington (S)	15-19	F	914
Wellington (S)	15-19	M	879
Wellington (S)	20-24	F	205
Wellington (S)	20-24	M	169
Wellington (S)	25+	F	649
Wellington (S)	25+	M	249
West Wimmera (S)	0-4	F	18
West Wimmera (S)	0-4	M	22
West Wimmera (S)	5-14	F	215
West Wimmera (S)	5-14	M	218
West Wimmera (S)	15-19	F	75
West Wimmera (S)	15-19	M	81
West Wimmera (S)	20-24	F	17
West Wimmera (S)	20-24	M	10
West Wimmera (S)	25+	F	41
West Wimmera (S)	25+	M	15
Whitehorse (C)	0-4	F	1089
Whitehorse (C)	0-4	M	1132
Whitehorse (C)	5-14	F	8582
Whitehorse (C)	5-14	M	8927
Whitehorse (C)	15-19	F	4629
Whitehorse (C)	15-19	M	4567
Whitehorse (C)	20-24	F	3984
Whitehorse (C)	20-24	M	4347
Whitehorse (C)	25+	F	4402
Whitehorse (C)	25+	M	3466
Whittlesea (C)	0-4	F	1405
Whittlesea (C)	0-4	M	1504
Whittlesea (C)	5-14	F	11495
Whittlesea (C)	5-14	M	12254
Whittlesea (C)	15-19	F	4618
Whittlesea (C)	15-19	M	4603
Whittlesea (C)	20-24	F	2840
Whittlesea (C)	20-24	M	2820
Whittlesea (C)	25+	F	4205
Whittlesea (C)	25+	M	2839
Wodonga (C)	0-4	F	304
Wodonga (C)	0-4	M	313
Wodonga (C)	5-14	F	2404
Wodonga (C)	5-14	M	2476
Wodonga (C)	15-19	F	911
Wodonga (C)	15-19	M	979
Wodonga (C)	20-24	F	367
Wodonga (C)	20-24	M	347
Wodonga (C)	25+	F	922
Wodonga (C)	25+	M	483
Wyndham (C)	0-4	F	1687
Wyndham (C)	0-4	M	1735
Wyndham (C)	5-14	F	14133
Wyndham (C)	5-14	M	15123
Wyndham (C)	15-19	F	5038
Wyndham (C)	15-19	M	4995
Wyndham (C)	20-24	F	2531
Wyndham (C)	20-24	M	2505
Wyndham (C)	25+	F	5244
Wyndham (C)	25+	M	3325
Yarra (C)	0-4	F	390
Yarra (C)	0-4	M	370
Yarra (C)	5-14	F	2542
Yarra (C)	5-14	M	2452
Yarra (C)	15-19	F	1149
Yarra (C)	15-19	M	1031
Yarra (C)	20-24	F	1895
Yarra (C)	20-24	M	1442
Yarra (C)	25+	F	3769
Yarra (C)	25+	M	2723
Yarra Ranges (S)	0-4	F	997
Yarra Ranges (S)	0-4	M	1059
Yarra Ranges (S)	5-14	F	8698
Yarra Ranges (S)	5-14	M	9231
Yarra Ranges (S)	15-19	F	3830
Yarra Ranges (S)	15-19	M	3844
Yarra Ranges (S)	20-24	F	1495
Yarra Ranges (S)	20-24	M	1385
Yarra Ranges (S)	25+	F	2685
Yarra Ranges (S)	25+	M	1437
Yarriambiack (S)	0-4	F	22
Yarriambiack (S)	0-4	M	31
Yarriambiack (S)	5-14	F	318
Yarriambiack (S)	5-14	M	367
Yarriambiack (S)	15-19	F	131
Yarriambiack (S)	15-19	M	139
Yarriambiack (S)	20-24	F	31
Yarriambiack (S)	20-24	M	17
Yarriambiack (S)	25+	F	75
Yarriambiack (S)	25+	M	37
Unincorporated Vic	0-4	F	6
Unincorporated Vic	0-4	M	5
Unincorporated Vic	5-14	F	40
Unincorporated Vic	5-14	M	31
Unincorporated Vic	15-19	F	3
Unincorporated Vic	15-19	M	3
Unincorporated Vic	20-24	F	8
Unincorporated Vic	20-24	M	3
Unincorporated Vic	25+	F	10
Unincorporated Vic	25+	M	9
No usual address (Vic.)	0-4	F	15
No usual address (Vic.)	0-4	M	22
No usual address (Vic.)	5-14	F	145
No usual address (Vic.)	5-14	M	113
No usual address (Vic.)	15-19	F	85
No usual address (Vic.)	15-19	M	68
No usual address (Vic.)	20-24	F	136
No usual address (Vic.)	20-24	M	102
No usual address (Vic.)	25+	F	161
No usual address (Vic.)	25+	M	131
Aurukun (S)	0-4	F	4
Aurukun (S)	0-4	M	9
Aurukun (S)	5-14	F	118
Aurukun (S)	5-14	M	118
Aurukun (S)	15-19	F	22
Aurukun (S)	15-19	M	9
Aurukun (S)	25+	M	6
Balonne (S)	0-4	F	27
Balonne (S)	0-4	M	21
Balonne (S)	5-14	F	260
Balonne (S)	5-14	M	306
Balonne (S)	15-19	F	69
Balonne (S)	15-19	M	63
Balonne (S)	20-24	F	15
Balonne (S)	20-24	M	7
Balonne (S)	25+	F	52
Balonne (S)	25+	M	21
Banana (S)	0-4	F	84
Banana (S)	0-4	M	75
Banana (S)	5-14	F	907
Banana (S)	5-14	M	977
Banana (S)	15-19	F	215
Banana (S)	15-19	M	190
Banana (S)	20-24	F	60
Banana (S)	20-24	M	34
Banana (S)	25+	F	199
Banana (S)	25+	M	109
Barcaldine (R)	0-4	F	13
Barcaldine (R)	0-4	M	25
Barcaldine (R)	5-14	F	170
Barcaldine (R)	5-14	M	177
Barcaldine (R)	15-19	F	38
Barcaldine (R)	15-19	M	23
Barcaldine (R)	20-24	F	6
Barcaldine (R)	20-24	M	9
Barcaldine (R)	25+	F	38
Barcaldine (R)	25+	M	17
Barcoo (S)	5-14	F	12
Barcoo (S)	5-14	M	9
Barcoo (S)	15-19	M	3
Barcoo (S)	25+	F	3
Barcoo (S)	25+	M	3
Blackall-Tambo (R)	0-4	F	7
Blackall-Tambo (R)	0-4	M	13
Blackall-Tambo (R)	5-14	F	83
Blackall-Tambo (R)	5-14	M	106
Blackall-Tambo (R)	15-19	F	22
Blackall-Tambo (R)	15-19	M	25
Blackall-Tambo (R)	20-24	F	6
Blackall-Tambo (R)	25+	F	25
Blackall-Tambo (R)	25+	M	9
Boulia (S)	0-4	F	7
Boulia (S)	5-14	F	21
Boulia (S)	5-14	M	22
Boulia (S)	15-19	F	3
Boulia (S)	15-19	M	3
Boulia (S)	20-24	F	3
Boulia (S)	25+	F	6
Boulia (S)	25+	M	3
Brisbane (C)	0-4	F	5807
Brisbane (C)	0-4	M	6160
Brisbane (C)	5-14	F	59649
Brisbane (C)	5-14	M	62837
Brisbane (C)	15-19	F	28532
Brisbane (C)	15-19	M	27409
Brisbane (C)	20-24	F	24839
Brisbane (C)	20-24	M	22078
Brisbane (C)	25+	F	33508
Brisbane (C)	25+	M	25239
Bulloo (S)	0-4	F	4
Bulloo (S)	5-14	F	16
Bulloo (S)	5-14	M	18
Bulloo (S)	15-19	F	6
Bulloo (S)	25+	F	5
Bundaberg (R)	0-4	F	371
Bundaberg (R)	0-4	M	429
Bundaberg (R)	5-14	F	5133
Bundaberg (R)	5-14	M	5473
Bundaberg (R)	15-19	F	1708
Bundaberg (R)	15-19	M	1735
Bundaberg (R)	20-24	F	466
Bundaberg (R)	20-24	M	315
Bundaberg (R)	25+	F	1669
Bundaberg (R)	25+	M	691
Burdekin (S)	0-4	F	82
Burdekin (S)	0-4	M	63
Burdekin (S)	5-14	F	919
Burdekin (S)	5-14	M	1001
Burdekin (S)	15-19	F	333
Burdekin (S)	15-19	M	314
Burdekin (S)	20-24	F	62
Burdekin (S)	20-24	M	47
Burdekin (S)	25+	F	178
Burdekin (S)	25+	M	71
Burke (S)	0-4	F	3
Burke (S)	5-14	F	13
Burke (S)	5-14	M	15
Burke (S)	25+	M	3
Cairns (R)	0-4	F	749
Cairns (R)	0-4	M	811
Cairns (R)	5-14	F	9424
Cairns (R)	5-14	M	9914
Cairns (R)	15-19	F	3111
Cairns (R)	15-19	M	3105
Cairns (R)	20-24	F	1186
Cairns (R)	20-24	M	832
Cairns (R)	25+	F	3988
Cairns (R)	25+	M	1957
Carpentaria (S)	0-4	F	3
Carpentaria (S)	0-4	M	9
Carpentaria (S)	5-14	F	111
Carpentaria (S)	5-14	M	116
Carpentaria (S)	15-19	F	8
Carpentaria (S)	15-19	M	9
Carpentaria (S)	20-24	F	3
Carpentaria (S)	20-24	M	3
Carpentaria (S)	25+	F	25
Carpentaria (S)	25+	M	7
Cassowary Coast (R)	0-4	F	82
Cassowary Coast (R)	0-4	M	98
Cassowary Coast (R)	5-14	F	1477
Cassowary Coast (R)	5-14	M	1640
Cassowary Coast (R)	15-19	F	450
Cassowary Coast (R)	15-19	M	444
Cassowary Coast (R)	20-24	F	88
Cassowary Coast (R)	20-24	M	63
Cassowary Coast (R)	25+	F	375
Cassowary Coast (R)	25+	M	164
Central Highlands (R) (Qld)	0-4	F	195
Central Highlands (R) (Qld)	0-4	M	192
Central Highlands (R) (Qld)	5-14	F	1848
Central Highlands (R) (Qld)	5-14	M	1963
Central Highlands (R) (Qld)	15-19	F	403
Central Highlands (R) (Qld)	15-19	M	469
Central Highlands (R) (Qld)	20-24	F	101
Central Highlands (R) (Qld)	20-24	M	71
Central Highlands (R) (Qld)	25+	F	502
Central Highlands (R) (Qld)	25+	M	194
Charters Towers (R)	0-4	F	47
Charters Towers (R)	0-4	M	50
Charters Towers (R)	5-14	F	822
Charters Towers (R)	5-14	M	858
Charters Towers (R)	15-19	F	271
Charters Towers (R)	15-19	M	277
Charters Towers (R)	20-24	F	35
Charters Towers (R)	20-24	M	18
Charters Towers (R)	25+	F	165
Charters Towers (R)	25+	M	63
Cherbourg (S)	0-4	F	16
Cherbourg (S)	0-4	M	16
Cherbourg (S)	5-14	F	122
Cherbourg (S)	5-14	M	140
Cherbourg (S)	15-19	F	25
Cherbourg (S)	15-19	M	35
Cherbourg (S)	20-24	F	3
Cherbourg (S)	25+	F	5
Cherbourg (S)	25+	M	3
Cloncurry (S)	0-4	F	11
Cloncurry (S)	0-4	M	12
Cloncurry (S)	5-14	F	161
Cloncurry (S)	5-14	M	139
Cloncurry (S)	15-19	F	22
Cloncurry (S)	15-19	M	32
Cloncurry (S)	20-24	F	7
Cloncurry (S)	20-24	M	9
Cloncurry (S)	25+	F	48
Cloncurry (S)	25+	M	26
Cook (S)	0-4	F	10
Cook (S)	0-4	M	25
Cook (S)	5-14	F	228
Cook (S)	5-14	M	199
Cook (S)	15-19	F	37
Cook (S)	15-19	M	36
Cook (S)	20-24	F	16
Cook (S)	20-24	M	9
Cook (S)	25+	F	48
Cook (S)	25+	M	22
Croydon (S)	5-14	F	24
Croydon (S)	5-14	M	14
Diamantina (S)	0-4	F	3
Diamantina (S)	5-14	F	12
Diamantina (S)	5-14	M	11
Diamantina (S)	15-19	F	3
Diamantina (S)	15-19	M	5
Diamantina (S)	20-24	M	7
Diamantina (S)	25+	M	4
Doomadgee (S)	0-4	F	19
Doomadgee (S)	0-4	M	21
Doomadgee (S)	5-14	F	139
Doomadgee (S)	5-14	M	203
Doomadgee (S)	15-19	F	35
Doomadgee (S)	15-19	M	10
Doomadgee (S)	25+	F	3
Doomadgee (S)	25+	M	3
Douglas (S)	0-4	F	48
Douglas (S)	0-4	M	47
Douglas (S)	5-14	F	494
Douglas (S)	5-14	M	594
Douglas (S)	15-19	F	142
Douglas (S)	15-19	M	137
Douglas (S)	20-24	F	37
Douglas (S)	20-24	M	18
Douglas (S)	25+	F	176
Douglas (S)	25+	M	76
Etheridge (S)	0-4	F	3
Etheridge (S)	0-4	M	3
Etheridge (S)	5-14	F	39
Etheridge (S)	5-14	M	36
Etheridge (S)	15-19	F	3
Etheridge (S)	15-19	M	3
Etheridge (S)	25+	F	7
Etheridge (S)	25+	M	4
Flinders (S) (Qld)	0-4	F	8
Flinders (S) (Qld)	0-4	M	8
Flinders (S) (Qld)	5-14	F	67
Flinders (S) (Qld)	5-14	M	70
Flinders (S) (Qld)	15-19	F	13
Flinders (S) (Qld)	15-19	M	18
Flinders (S) (Qld)	20-24	F	3
Flinders (S) (Qld)	20-24	M	7
Flinders (S) (Qld)	25+	F	12
Flinders (S) (Qld)	25+	M	3
Fraser Coast (R)	0-4	F	403
Fraser Coast (R)	0-4	M	446
