LGA_NAME16	BornAust	Sex	persons
Harvey (S)	1	M	9687
Irwin (S)	0	F	260
Irwin (S)	0	M	224
Irwin (S)	1	F	1370
Irwin (S)	1	M	1418
Jerramungup (S)	0	F	69
Jerramungup (S)	0	M	56
Jerramungup (S)	1	F	361
Jerramungup (S)	1	M	465
Joondalup (C)	0	F	29761
Joondalup (C)	0	M	28674
Joondalup (C)	1	F	45061
Joondalup (C)	1	M	44452
Kalamunda (S)	0	F	8656
Kalamunda (S)	0	M	8037
Kalamunda (S)	1	F	18649
Kalamunda (S)	1	M	18612
Kalgoorlie/Boulder (C)	0	F	3498
Kalgoorlie/Boulder (C)	0	M	3660
Kalgoorlie/Boulder (C)	1	F	9454
Kalgoorlie/Boulder (C)	1	M	10300
Karratha (C)	0	F	2017
Karratha (C)	0	M	2410
Karratha (C)	1	F	6468
Karratha (C)	1	M	7829
Katanning (S)	0	F	401
Katanning (S)	0	M	437
Katanning (S)	1	F	1337
Katanning (S)	1	M	1388
Kellerberrin (S)	0	F	76
Kellerberrin (S)	0	M	63
Kellerberrin (S)	1	F	466
Kellerberrin (S)	1	M	484
Kent (S)	0	F	27
Kent (S)	0	M	16
Kent (S)	1	F	182
Kent (S)	1	M	247
Kojonup (S)	0	F	132
Kojonup (S)	0	M	117
Kojonup (S)	1	F	743
Kojonup (S)	1	M	781
Kondinin (S)	0	F	58
Kondinin (S)	0	M	66
Kondinin (S)	1	F	301
Kondinin (S)	1	M	371
Koorda (S)	0	F	26
Koorda (S)	0	M	20
Koorda (S)	1	F	158
Koorda (S)	1	M	181
Kulin (S)	0	F	36
Kulin (S)	0	M	34
Kulin (S)	1	F	300
Kulin (S)	1	M	330
Kwinana (C)	0	F	6659
Kwinana (C)	0	M	6730
Kwinana (C)	1	F	10858
Kwinana (C)	1	M	11684
Lake Grace (S)	0	F	73
Lake Grace (S)	0	M	67
Lake Grace (S)	1	F	466
Lake Grace (S)	1	M	530
Laverton (S)	0	F	47
Laverton (S)	0	M	187
Laverton (S)	1	F	266
Laverton (S)	1	M	444
Leonora (S)	0	F	89
Leonora (S)	0	M	165
Leonora (S)	1	F	325
Leonora (S)	1	M	487
Mandurah (C)	0	F	11725
Mandurah (C)	0	M	10495
Mandurah (C)	1	F	27097
Mandurah (C)	1	M	25792
Manjimup (S)	0	F	712
Manjimup (S)	0	M	674
Manjimup (S)	1	F	3383
Manjimup (S)	1	M	3504
Meekatharra (S)	0	F	52
Meekatharra (S)	0	M	97
Meekatharra (S)	1	F	269
Meekatharra (S)	1	M	398
Melville (C)	0	F	17719
Melville (C)	0	M	16088
Melville (C)	1	F	30692
Melville (C)	1	M	28885
Menzies (S)	0	F	17
Menzies (S)	0	M	57
Menzies (S)	1	F	142
Menzies (S)	1	M	211
Merredin (S)	0	F	202
Merredin (S)	0	M	316
Merredin (S)	1	F	1252
Merredin (S)	1	M	1301
Mingenew (S)	0	F	19
Mingenew (S)	0	M	21
Mingenew (S)	1	F	157
Mingenew (S)	1	M	212
Moora (S)	0	F	127
Moora (S)	0	M	130
Moora (S)	1	F	890
Moora (S)	1	M	982
Morawa (S)	0	F	35
Morawa (S)	0	M	37
Morawa (S)	1	F	278
Morawa (S)	1	M	325
Mosman Park (T)	0	F	1512
Mosman Park (T)	0	M	1284
Mosman Park (T)	1	F	2816
Mosman Park (T)	1	M	2408
Mount Magnet (S)	0	F	35
Mount Magnet (S)	0	M	30
Mount Magnet (S)	1	F	130
Mount Magnet (S)	1	M	164
Mount Marshall (S)	0	F	26
Mount Marshall (S)	0	M	26
Mount Marshall (S)	1	F	191
Mount Marshall (S)	1	M	233
Mukinbudin (S)	0	F	27
Mukinbudin (S)	0	M	30
Mukinbudin (S)	1	F	208
Mukinbudin (S)	1	M	238
Mundaring (S)	0	F	4529
Mundaring (S)	0	M	4731
Mundaring (S)	1	F	12715
Mundaring (S)	1	M	14059
Murchison (S)	0	F	6
Murchison (S)	0	M	3
Murchison (S)	1	F	44
Murchison (S)	1	M	48
Murray (S)	0	F	1530
Murray (S)	0	M	1468
Murray (S)	1	F	6091
Murray (S)	1	M	6095
Nannup (S)	0	F	142
Nannup (S)	0	M	136
Nannup (S)	1	F	438
Nannup (S)	1	M	480
Narembeen (S)	0	F	61
Narembeen (S)	0	M	42
Narembeen (S)	1	F	299
Narembeen (S)	1	M	331
Narrogin (S)	0	F	406
Narrogin (S)	0	M	337
Narrogin (S)	1	F	1907
Narrogin (S)	1	M	1865
Nedlands (C)	0	F	3475
Nedlands (C)	0	M	3235
Nedlands (C)	1	F	6741
Nedlands (C)	1	M	6700
Ngaanyatjarraku (S)	0	F	33
Ngaanyatjarraku (S)	0	M	28
Ngaanyatjarraku (S)	1	F	733
Ngaanyatjarraku (S)	1	M	699
Northam (S)	0	F	959
Northam (S)	0	M	1256
Northam (S)	1	F	3875
Northam (S)	1	M	3869
Northampton (S)	0	F	224
Northampton (S)	0	M	180
Northampton (S)	1	F	1175
Northampton (S)	1	M	1331
Nungarin (S)	0	F	15
Nungarin (S)	0	M	20
Nungarin (S)	1	F	101
Nungarin (S)	1	M	102
Peppermint Grove (S)	0	F	235
Peppermint Grove (S)	0	M	186
Peppermint Grove (S)	1	F	644
Peppermint Grove (S)	1	M	456
Perenjori (S)	0	F	26
Perenjori (S)	0	M	54
Perenjori (S)	1	F	174
Perenjori (S)	1	M	290
Perth (C)	0	F	5761
Perth (C)	0	M	5946
Perth (C)	1	F	2907
Perth (C)	1	M	3588
Pingelly (S)	0	F	77
Pingelly (S)	0	M	80
Pingelly (S)	1	F	417
Pingelly (S)	1	M	435
Plantagenet (S)	0	F	490
Plantagenet (S)	0	M	488
Plantagenet (S)	1	F	1752
Plantagenet (S)	1	M	1874
Port Hedland (T)	0	F	1416
Port Hedland (T)	0	M	1541
Port Hedland (T)	1	F	4226
Port Hedland (T)	1	M	4913
Quairading (S)	0	F	58
Quairading (S)	0	M	55
Quairading (S)	1	F	397
Quairading (S)	1	M	370
Ravensthorpe (S)	0	F	146
Ravensthorpe (S)	0	M	147
Ravensthorpe (S)	1	F	546
Ravensthorpe (S)	1	M	667
Rockingham (C)	0	F	20347
Rockingham (C)	0	M	19304
Rockingham (C)	1	F	38213
Rockingham (C)	1	M	37572
Sandstone (S)	0	F	4
Sandstone (S)	0	M	6
Sandstone (S)	1	F	26
Sandstone (S)	1	M	35
Serpentine-Jarrahdale (S)	0	F	3420
Serpentine-Jarrahdale (S)	0	M	3371
Serpentine-Jarrahdale (S)	1	F	8999
Serpentine-Jarrahdale (S)	1	M	9335
Shark Bay (S)	0	F	87
Shark Bay (S)	0	M	89
Shark Bay (S)	1	F	306
Shark Bay (S)	1	M	363
South Perth (C)	0	F	7780
South Perth (C)	0	M	7354
South Perth (C)	1	F	12171
South Perth (C)	1	M	11757
Stirling (C)	0	F	40460
Stirling (C)	0	M	38902
Stirling (C)	1	F	59829
Stirling (C)	1	M	56702
Subiaco (C)	0	F	3910
Subiaco (C)	0	M	3837
Subiaco (C)	1	F	5339
Subiaco (C)	1	M	4922
Swan (C)	0	F	22480
Swan (C)	0	M	21572
Swan (C)	1	F	40311
Swan (C)	1	M	40253
Tammin (S)	0	F	20
Tammin (S)	0	M	24
Tammin (S)	1	F	142
Tammin (S)	1	M	165
Three Springs (S)	0	F	54
Three Springs (S)	0	M	48
Three Springs (S)	1	F	212
Three Springs (S)	1	M	236
Toodyay (S)	0	F	475
Toodyay (S)	0	M	474
Toodyay (S)	1	F	1480
Toodyay (S)	1	M	1509
Trayning (S)	0	F	19
Trayning (S)	0	M	21
Trayning (S)	1	F	107
Trayning (S)	1	M	136
Upper Gascoyne (S)	0	F	8
Upper Gascoyne (S)	0	M	13
Upper Gascoyne (S)	1	F	103
Upper Gascoyne (S)	1	M	131
Victoria Park (T)	0	F	7022
Victoria Park (T)	0	M	7002
Victoria Park (T)	1	F	9009
Victoria Park (T)	1	M	8829
Victoria Plains (S)	0	F	74
Victoria Plains (S)	0	M	67
Victoria Plains (S)	1	F	309
Victoria Plains (S)	1	M	365
Vincent (C)	0	F	5902
Vincent (C)	0	M	5747
Vincent (C)	1	F	9563
Vincent (C)	1	M	9563
Wagin (S)	0	F	139
Wagin (S)	0	M	114
Wagin (S)	1	F	695
Wagin (S)	1	M	690
Wandering (S)	0	F	31
Wandering (S)	0	M	26
Wandering (S)	1	F	160
Wandering (S)	1	M	175
Wanneroo (C)	0	F	39393
Wanneroo (C)	0	M	37738
Wanneroo (C)	1	F	49887
Wanneroo (C)	1	M	49203
Waroona (S)	0	F	366
Waroona (S)	0	M	315
Waroona (S)	1	F	1451
Waroona (S)	1	M	1492
West Arthur (S)	0	F	48
West Arthur (S)	0	M	34
West Arthur (S)	1	F	308
West Arthur (S)	1	M	343
Westonia (S)	0	F	21
Westonia (S)	0	M	28
Westonia (S)	1	F	84
Westonia (S)	1	M	124
Wickepin (S)	0	F	39
Wickepin (S)	0	M	25
Wickepin (S)	1	F	281
Wickepin (S)	1	M	322
Williams (S)	0	F	45
Williams (S)	0	M	47
Williams (S)	1	F	373
Williams (S)	1	M	415
Wiluna (S)	0	F	36
Wiluna (S)	0	M	123
Wiluna (S)	1	F	169
Wiluna (S)	1	M	288
Wongan-Ballidu (S)	0	F	77
Wongan-Ballidu (S)	0	M	100
Wongan-Ballidu (S)	1	F	511
Wongan-Ballidu (S)	1	M	576
Woodanilling (S)	0	F	28
Woodanilling (S)	0	M	20
Woodanilling (S)	1	F	149
Woodanilling (S)	1	M	174
Wyalkatchem (S)	0	F	30
Wyalkatchem (S)	0	M	24
Wyalkatchem (S)	1	F	179
Wyalkatchem (S)	1	M	205
Wyndham-East Kimberley (S)	0	F	497
Wyndham-East Kimberley (S)	0	M	437
Wyndham-East Kimberley (S)	1	F	2646
Wyndham-East Kimberley (S)	1	M	2630
Yalgoo (S)	0	F	9
Yalgoo (S)	0	M	44
Yalgoo (S)	1	F	83
Yalgoo (S)	1	M	127
Yilgarn (S)	0	F	68
Yilgarn (S)	0	M	109
Yilgarn (S)	1	F	336
Yilgarn (S)	1	M	503
York (S)	0	F	308
York (S)	0	M	288
York (S)	1	F	1271
York (S)	1	M	1311
No usual address (WA)	0	F	634
No usual address (WA)	0	M	851
No usual address (WA)	1	F	1378
No usual address (WA)	1	M	2138
Migratory - Offshore - Shipping (WA)	0	F	9
Migratory - Offshore - Shipping (WA)	0	M	164
Migratory - Offshore - Shipping (WA)	1	F	16
Migratory - Offshore - Shipping (WA)	1	M	177
Break O'Day (M)	0	F	412
Break O'Day (M)	0	M	354
Break O'Day (M)	1	F	2328
Break O'Day (M)	1	M	2426
Brighton (M)	0	F	390
Brighton (M)	0	M	385
Brighton (M)	1	F	7359
Brighton (M)	1	M	7041
Burnie (C)	0	F	797
Burnie (C)	0	M	769
Burnie (C)	1	F	8361
Burnie (C)	1	M	7695
Central Coast (M) (Tas.)	0	F	978
Central Coast (M) (Tas.)	0	M	866
Central Coast (M) (Tas.)	1	F	9210
Central Coast (M) (Tas.)	1	M	8759
Central Highlands (M) (Tas.)	0	F	92
Central Highlands (M) (Tas.)	0	M	97
Central Highlands (M) (Tas.)	1	F	821
Central Highlands (M) (Tas.)	1	M	936
Circular Head (M)	0	F	316
Circular Head (M)	0	M	332
Circular Head (M)	1	F	3184
Circular Head (M)	1	M	3337
Clarence (C)	0	F	2884
Clarence (C)	0	M	2714
Clarence (C)	1	F	23795
Clarence (C)	1	M	22432
Derwent Valley (M)	0	F	343
Derwent Valley (M)	0	M	374
Derwent Valley (M)	1	F	4202
Derwent Valley (M)	1	M	4214
Devonport (C)	0	F	1123
Devonport (C)	0	M	961
Devonport (C)	1	F	11015
Devonport (C)	1	M	9918
Dorset (M)	0	F	262
Dorset (M)	0	M	262
Dorset (M)	1	F	2743
Dorset (M)	1	M	2736
Flinders (M) (Tas.)	0	F	47
Flinders (M) (Tas.)	0	M	38
Flinders (M) (Tas.)	1	F	336
Flinders (M) (Tas.)	1	M	407
George Town (M)	0	F	355
George Town (M)	0	M	369
George Town (M)	1	F	2698
George Town (M)	1	M	2656
Glamorgan/Spring Bay (M)	0	F	235
Glamorgan/Spring Bay (M)	0	M	216
Glamorgan/Spring Bay (M)	1	F	1690
Glamorgan/Spring Bay (M)	1	M	1796
Glenorchy (C)	0	F	3046
Glenorchy (C)	0	M	2744
Glenorchy (C)	1	F	18958
Glenorchy (C)	1	M	17951
Hobart (C)	0	F	5903
Hobart (C)	0	M	5573
Hobart (C)	1	F	18439
Hobart (C)	1	M	17428
Huon Valley (M)	0	F	1171
Huon Valley (M)	0	M	1196
Huon Valley (M)	1	F	6260
Huon Valley (M)	1	M	6204
Kentish (M)	0	F	364
Kentish (M)	0	M	360
Kentish (M)	1	F	2362
Kentish (M)	1	M	2497
King Island (M)	0	F	93
King Island (M)	0	M	100
King Island (M)	1	F	607
King Island (M)	1	M	641
Kingborough (M)	0	F	3149
Kingborough (M)	0	M	2806
Kingborough (M)	1	F	14471
Kingborough (M)	1	M	13613
Latrobe (M) (Tas.)	0	F	480
Latrobe (M) (Tas.)	0	M	446
Latrobe (M) (Tas.)	1	F	4563
Latrobe (M) (Tas.)	1	M	4417
Launceston (C)	0	F	4121
Launceston (C)	0	M	4062
Launceston (C)	1	F	26901
Launceston (C)	1	M	25069
Meander Valley (M)	0	F	1014
Meander Valley (M)	0	M	907
Meander Valley (M)	1	F	8096
Meander Valley (M)	1	M	7843
Northern Midlands (M)	0	F	542
Northern Midlands (M)	0	M	486
Northern Midlands (M)	1	F	5318
Northern Midlands (M)	1	M	5285
Sorell (M)	0	F	632
Sorell (M)	0	M	588
Sorell (M)	1	F	6112
Sorell (M)	1	M	6041
Southern Midlands (M)	0	F	172
Southern Midlands (M)	0	M	173
Southern Midlands (M)	1	F	2466
Southern Midlands (M)	1	M	2652
Tasman (M)	0	F	128
Tasman (M)	0	M	133
Tasman (M)	1	F	855
Tasman (M)	1	M	925
Waratah/Wynyard (M)	0	F	684
Waratah/Wynyard (M)	0	M	577
Waratah/Wynyard (M)	1	F	5669
Waratah/Wynyard (M)	1	M	5596
West Coast (M)	0	F	167
West Coast (M)	0	M	190
West Coast (M)	1	F	1637
West Coast (M)	1	M	1761
West Tamar (M)	0	F	1609
West Tamar (M)	0	M	1493
West Tamar (M)	1	F	9200
West Tamar (M)	1	M	8855
No usual address (Tas.)	0	F	66
No usual address (Tas.)	0	M	72
No usual address (Tas.)	1	F	286
No usual address (Tas.)	1	M	376
Migratory - Offshore - Shipping (Tas.)	0	F	3
Migratory - Offshore - Shipping (Tas.)	0	M	15
Migratory - Offshore - Shipping (Tas.)	1	F	16
Migratory - Offshore - Shipping (Tas.)	1	M	28
Alice Springs (T)	0	F	2977
Alice Springs (T)	0	M	2822
Alice Springs (T)	1	F	8123
Alice Springs (T)	1	M	7811
Barkly (R)	0	F	255
Barkly (R)	0	M	248
Barkly (R)	1	F	2758
Barkly (R)	1	M	2891
Belyuen (S)	1	F	71
Belyuen (S)	1	M	90
Central Desert (R)	0	F	49
Central Desert (R)	0	M	61
Central Desert (R)	1	F	1758
Central Desert (R)	1	M	1632
Coomalie (S)	0	F	80
Coomalie (S)	0	M	77
Coomalie (S)	1	F	417
Coomalie (S)	1	M	457
Darwin (C)	0	F	12500
Darwin (C)	0	M	12459
Darwin (C)	1	F	21703
Darwin (C)	1	M	23248
East Arnhem (R)	0	F	67
East Arnhem (R)	0	M	74
East Arnhem (R)	1	F	4388
East Arnhem (R)	1	M	4322
Katherine (T)	0	F	596
Katherine (T)	0	M	563
Katherine (T)	1	F	3149
Katherine (T)	1	M	3429
Litchfield (M)	0	F	1325
Litchfield (M)	0	M	1706
Litchfield (M)	1	F	7049
Litchfield (M)	1	M	9810
MacDonnell (R)	0	F	81
MacDonnell (R)	0	M	85
MacDonnell (R)	1	F	2594
MacDonnell (R)	1	M	2839
Palmerston (C)	0	F	3608
Palmerston (C)	0	M	3240
Palmerston (C)	1	F	11623
Palmerston (C)	1	M	12228
Roper Gulf (R)	0	F	101
Roper Gulf (R)	0	M	104
Roper Gulf (R)	1	F	2896
Roper Gulf (R)	1	M	2994
Tiwi Islands (R)	0	F	30
Tiwi Islands (R)	0	M	44
Tiwi Islands (R)	1	F	1172
Tiwi Islands (R)	1	M	1152
Victoria Daly (R)	0	F	51
Victoria Daly (R)	0	M	44
Victoria Daly (R)	1	F	1125
Victoria Daly (R)	1	M	1191
Wagait (S)	0	F	36
Wagait (S)	0	M	45
Wagait (S)	1	F	173
Wagait (S)	1	M	176
West Arnhem (R)	0	F	134
West Arnhem (R)	0	M	119
West Arnhem (R)	1	F	2684
West Arnhem (R)	1	M	2797
West Daly (R)	0	F	15
West Daly (R)	0	M	23
West Daly (R)	1	F	1530
West Daly (R)	1	M	1469
Unincorporated NT	0	F	646
Unincorporated NT	0	M	699
Unincorporated NT	1	F	2002
Unincorporated NT	1	M	2384
No usual address (NT)	0	F	209
No usual address (NT)	0	M	191
No usual address (NT)	1	F	630
No usual address (NT)	1	M	750
Migratory - Offshore - Shipping (NT)	0	F	3
Migratory - Offshore - Shipping (NT)	0	M	47
Migratory - Offshore - Shipping (NT)	1	F	7
Migratory - Offshore - Shipping (NT)	1	M	10
Unincorporated ACT	0	F	54483
Unincorporated ACT	0	M	50552
Unincorporated ACT	1	F	135878
Unincorporated ACT	1	M	133811
No usual address (ACT)	0	F	65
No usual address (ACT)	0	M	58
No usual address (ACT)	1	F	144
No usual address (ACT)	1	M	209
Unincorp. Other Territories	0	F	632
Unincorp. Other Territories	0	M	822
Unincorp. Other Territories	1	F	1202
Unincorp. Other Territories	1	M	1300
No usual address (OT)	0	F	17
No usual address (OT)	0	M	9
No usual address (OT)	1	F	15
No usual address (OT)	1	M	14
Migratory - Offshore - Shipping (OT)	1	M	3
