LGA_NAME16	MaxSchoolingCompleted	Sex	persons
Somerset (R)	Year 10	F	2816
Somerset (R)	Year 10	M	3092
Somerset (R)	Year 11	F	800
Somerset (R)	Year 11	M	790
Somerset (R)	Year 12	F	3702
Somerset (R)	Year 12	M	2989
South Burnett (R)	Did not go to school	F	48
South Burnett (R)	Did not go to school	M	65
South Burnett (R)	Year 8	F	1145
South Burnett (R)	Year 8	M	1446
South Burnett (R)	Year 9	F	914
South Burnett (R)	Year 9	M	1117
South Burnett (R)	Year 10	F	4005
South Burnett (R)	Year 10	M	4129
South Burnett (R)	Year 11	F	1058
South Burnett (R)	Year 11	M	985
South Burnett (R)	Year 12	F	4530
South Burnett (R)	Year 12	M	3665
Southern Downs (R)	Did not go to school	F	64
Southern Downs (R)	Did not go to school	M	49
Southern Downs (R)	Year 8	F	1133
Southern Downs (R)	Year 8	M	1287
Southern Downs (R)	Year 9	F	901
Southern Downs (R)	Year 9	M	1074
Southern Downs (R)	Year 10	F	4509
Southern Downs (R)	Year 10	M	4351
Southern Downs (R)	Year 11	F	1078
Southern Downs (R)	Year 11	M	1099
Southern Downs (R)	Year 12	F	5611
Southern Downs (R)	Year 12	M	4648
Sunshine Coast (R)	Did not go to school	F	236
Sunshine Coast (R)	Did not go to school	M	265
Sunshine Coast (R)	Year 8	F	4977
Sunshine Coast (R)	Year 8	M	4731
Sunshine Coast (R)	Year 9	F	6090
Sunshine Coast (R)	Year 9	M	6193
Sunshine Coast (R)	Year 10	F	32145
Sunshine Coast (R)	Year 10	M	29244
Sunshine Coast (R)	Year 11	F	10828
Sunshine Coast (R)	Year 11	M	10512
Sunshine Coast (R)	Year 12	F	62365
Sunshine Coast (R)	Year 12	M	54541
Tablelands (R)	Did not go to school	F	44
Tablelands (R)	Did not go to school	M	47
Tablelands (R)	Year 8	F	704
Tablelands (R)	Year 8	M	785
Tablelands (R)	Year 9	F	580
Tablelands (R)	Year 9	M	670
Tablelands (R)	Year 10	F	2952
Tablelands (R)	Year 10	M	2909
Tablelands (R)	Year 11	F	812
Tablelands (R)	Year 11	M	756
Tablelands (R)	Year 12	F	4124
Tablelands (R)	Year 12	M	3562
Toowoomba (R)	Did not go to school	F	305
Toowoomba (R)	Did not go to school	M	287
Toowoomba (R)	Year 8	F	4302
Toowoomba (R)	Year 8	M	4332
Toowoomba (R)	Year 9	F	3209
Toowoomba (R)	Year 9	M	3646
Toowoomba (R)	Year 10	F	17133
Toowoomba (R)	Year 10	M	16615
Toowoomba (R)	Year 11	F	4678
Toowoomba (R)	Year 11	M	4500
Toowoomba (R)	Year 12	F	30680
Toowoomba (R)	Year 12	M	26672
Torres (S)	Did not go to school	F	6
Torres (S)	Did not go to school	M	8
Torres (S)	Year 8	F	71
Torres (S)	Year 8	M	64
Torres (S)	Year 9	F	31
Torres (S)	Year 9	M	54
Torres (S)	Year 10	F	215
Torres (S)	Year 10	M	226
Torres (S)	Year 11	F	104
Torres (S)	Year 11	M	100
Torres (S)	Year 12	F	622
Torres (S)	Year 12	M	548
Torres Strait Island (R)	Did not go to school	F	14
Torres Strait Island (R)	Did not go to school	M	13
Torres Strait Island (R)	Year 8	F	169
Torres Strait Island (R)	Year 8	M	159
Torres Strait Island (R)	Year 9	F	50
Torres Strait Island (R)	Year 9	M	79
Torres Strait Island (R)	Year 10	F	225
Torres Strait Island (R)	Year 10	M	311
Torres Strait Island (R)	Year 11	F	173
Torres Strait Island (R)	Year 11	M	141
Torres Strait Island (R)	Year 12	F	665
Torres Strait Island (R)	Year 12	M	606
Townsville (C)	Did not go to school	F	283
Townsville (C)	Did not go to school	M	274
Townsville (C)	Year 8	F	3162
Townsville (C)	Year 8	M	3288
Townsville (C)	Year 9	F	3229
Townsville (C)	Year 9	M	3732
Townsville (C)	Year 10	F	17366
Townsville (C)	Year 10	M	17318
Townsville (C)	Year 11	F	5941
Townsville (C)	Year 11	M	6760
Townsville (C)	Year 12	F	38558
Townsville (C)	Year 12	M	34713
Weipa (T)	Did not go to school	F	4
Weipa (T)	Did not go to school	M	10
Weipa (T)	Year 8	F	23
Weipa (T)	Year 8	M	29
Weipa (T)	Year 9	F	48
Weipa (T)	Year 9	M	67
Weipa (T)	Year 10	F	265
Weipa (T)	Year 10	M	394
Weipa (T)	Year 11	F	120
Weipa (T)	Year 11	M	157
Weipa (T)	Year 12	F	696
Weipa (T)	Year 12	M	684
Western Downs (R)	Did not go to school	F	41
Western Downs (R)	Did not go to school	M	52
Western Downs (R)	Year 8	F	926
Western Downs (R)	Year 8	M	1162
Western Downs (R)	Year 9	F	667
Western Downs (R)	Year 9	M	878
Western Downs (R)	Year 10	F	3361
Western Downs (R)	Year 10	M	3968
Western Downs (R)	Year 11	F	954
Western Downs (R)	Year 11	M	993
Western Downs (R)	Year 12	F	5122
Western Downs (R)	Year 12	M	4281
Whitsunday (R)	Did not go to school	F	47
Whitsunday (R)	Did not go to school	M	43
Whitsunday (R)	Year 8	F	625
Whitsunday (R)	Year 8	M	747
Whitsunday (R)	Year 9	F	678
Whitsunday (R)	Year 9	M	845
Whitsunday (R)	Year 10	F	3351
Whitsunday (R)	Year 10	M	4014
Whitsunday (R)	Year 11	F	1170
Whitsunday (R)	Year 11	M	1345
Whitsunday (R)	Year 12	F	5539
Whitsunday (R)	Year 12	M	4930
Winton (S)	Did not go to school	F	3
Winton (S)	Did not go to school	M	9
Winton (S)	Year 8	F	32
Winton (S)	Year 8	M	50
Winton (S)	Year 9	F	24
Winton (S)	Year 9	M	35
Winton (S)	Year 10	F	107
Winton (S)	Year 10	M	175
Winton (S)	Year 11	F	29
Winton (S)	Year 11	M	30
Winton (S)	Year 12	F	201
Winton (S)	Year 12	M	134
Woorabinda (S)	Did not go to school	M	3
Woorabinda (S)	Year 8	F	35
Woorabinda (S)	Year 8	M	25
Woorabinda (S)	Year 9	F	30
Woorabinda (S)	Year 9	M	36
Woorabinda (S)	Year 10	F	134
Woorabinda (S)	Year 10	M	110
Woorabinda (S)	Year 11	F	50
Woorabinda (S)	Year 11	M	36
Woorabinda (S)	Year 12	F	68
Woorabinda (S)	Year 12	M	62
Wujal Wujal (S)	Year 8	F	18
Wujal Wujal (S)	Year 8	M	17
Wujal Wujal (S)	Year 9	F	11
Wujal Wujal (S)	Year 9	M	14
Wujal Wujal (S)	Year 10	F	31
Wujal Wujal (S)	Year 10	M	28
Wujal Wujal (S)	Year 11	F	16
Wujal Wujal (S)	Year 11	M	18
Wujal Wujal (S)	Year 12	F	31
Wujal Wujal (S)	Year 12	M	26
Yarrabah (S)	Did not go to school	F	7
Yarrabah (S)	Did not go to school	M	9
Yarrabah (S)	Year 8	F	52
Yarrabah (S)	Year 8	M	59
Yarrabah (S)	Year 9	F	87
Yarrabah (S)	Year 9	M	102
Yarrabah (S)	Year 10	F	270
Yarrabah (S)	Year 10	M	287
Yarrabah (S)	Year 11	F	163
Yarrabah (S)	Year 11	M	124
Yarrabah (S)	Year 12	F	221
Yarrabah (S)	Year 12	M	227
No usual address (Qld)	Did not go to school	F	24
No usual address (Qld)	Did not go to school	M	50
No usual address (Qld)	Year 8	F	186
No usual address (Qld)	Year 8	M	325
No usual address (Qld)	Year 9	F	281
No usual address (Qld)	Year 9	M	448
No usual address (Qld)	Year 10	F	1198
No usual address (Qld)	Year 10	M	1468
No usual address (Qld)	Year 11	F	379
No usual address (Qld)	Year 11	M	492
No usual address (Qld)	Year 12	F	2089
No usual address (Qld)	Year 12	M	2120
Migratory - Offshore - Shipping (Qld)	Year 8	F	6
Migratory - Offshore - Shipping (Qld)	Year 8	M	5
Migratory - Offshore - Shipping (Qld)	Year 9	F	7
Migratory - Offshore - Shipping (Qld)	Year 9	M	3
Migratory - Offshore - Shipping (Qld)	Year 10	F	26
Migratory - Offshore - Shipping (Qld)	Year 10	M	13
Migratory - Offshore - Shipping (Qld)	Year 11	F	9
Migratory - Offshore - Shipping (Qld)	Year 11	M	7
Migratory - Offshore - Shipping (Qld)	Year 12	F	23
Migratory - Offshore - Shipping (Qld)	Year 12	M	24
Adelaide (C)	Did not go to school	F	29
Adelaide (C)	Did not go to school	M	38
Adelaide (C)	Year 8	F	125
Adelaide (C)	Year 8	M	144
Adelaide (C)	Year 9	F	142
Adelaide (C)	Year 9	M	170
Adelaide (C)	Year 10	F	516
Adelaide (C)	Year 10	M	521
Adelaide (C)	Year 11	F	684
Adelaide (C)	Year 11	M	731
Adelaide (C)	Year 12	F	7569
Adelaide (C)	Year 12	M	7556
Adelaide Hills (DC)	Did not go to school	F	28
Adelaide Hills (DC)	Did not go to school	M	25
Adelaide Hills (DC)	Year 8	F	440
Adelaide Hills (DC)	Year 8	M	444
Adelaide Hills (DC)	Year 9	F	585
Adelaide Hills (DC)	Year 9	M	682
Adelaide Hills (DC)	Year 10	F	1976
Adelaide Hills (DC)	Year 10	M	2156
Adelaide Hills (DC)	Year 11	F	2577
Adelaide Hills (DC)	Year 11	M	2784
Adelaide Hills (DC)	Year 12	F	9365
Adelaide Hills (DC)	Year 12	M	8616
Alexandrina (DC)	Did not go to school	F	16
Alexandrina (DC)	Did not go to school	M	21
Alexandrina (DC)	Year 8	F	490
Alexandrina (DC)	Year 8	M	532
Alexandrina (DC)	Year 9	F	663
Alexandrina (DC)	Year 9	M	744
Alexandrina (DC)	Year 10	F	2271
Alexandrina (DC)	Year 10	M	2185
Alexandrina (DC)	Year 11	F	2284
Alexandrina (DC)	Year 11	M	2242
Alexandrina (DC)	Year 12	F	4525
Alexandrina (DC)	Year 12	M	3857
Anangu Pitjantjatjara (AC)	Did not go to school	F	27
Anangu Pitjantjatjara (AC)	Did not go to school	M	33
Anangu Pitjantjatjara (AC)	Year 8	F	91
Anangu Pitjantjatjara (AC)	Year 8	M	97
Anangu Pitjantjatjara (AC)	Year 9	F	70
Anangu Pitjantjatjara (AC)	Year 9	M	81
Anangu Pitjantjatjara (AC)	Year 10	F	172
Anangu Pitjantjatjara (AC)	Year 10	M	176
Anangu Pitjantjatjara (AC)	Year 11	F	146
Anangu Pitjantjatjara (AC)	Year 11	M	107
Anangu Pitjantjatjara (AC)	Year 12	F	209
Anangu Pitjantjatjara (AC)	Year 12	M	143
Barossa (DC)	Did not go to school	F	12
Barossa (DC)	Did not go to school	M	20
Barossa (DC)	Year 8	F	642
Barossa (DC)	Year 8	M	558
Barossa (DC)	Year 9	F	593
Barossa (DC)	Year 9	M	665
Barossa (DC)	Year 10	F	1726
Barossa (DC)	Year 10	M	1808
Barossa (DC)	Year 11	F	1867
Barossa (DC)	Year 11	M	2102
Barossa (DC)	Year 12	F	4233
Barossa (DC)	Year 12	M	3522
Barunga West (DC)	Year 8	F	89
Barunga West (DC)	Year 8	M	120
Barunga West (DC)	Year 9	F	77
Barunga West (DC)	Year 9	M	102
Barunga West (DC)	Year 10	F	206
Barunga West (DC)	Year 10	M	244
Barunga West (DC)	Year 11	F	245
Barunga West (DC)	Year 11	M	251
Barunga West (DC)	Year 12	F	335
Barunga West (DC)	Year 12	M	286
Berri and Barmera (DC)	Did not go to school	F	51
Berri and Barmera (DC)	Did not go to school	M	31
Berri and Barmera (DC)	Year 8	F	373
Berri and Barmera (DC)	Year 8	M	416
Berri and Barmera (DC)	Year 9	F	305
Berri and Barmera (DC)	Year 9	M	362
Berri and Barmera (DC)	Year 10	F	826
Berri and Barmera (DC)	Year 10	M	893
Berri and Barmera (DC)	Year 11	F	850
Berri and Barmera (DC)	Year 11	M	825
Berri and Barmera (DC)	Year 12	F	1523
Berri and Barmera (DC)	Year 12	M	1292
Burnside (C)	Did not go to school	F	67
Burnside (C)	Did not go to school	M	47
Burnside (C)	Year 8	F	567
Burnside (C)	Year 8	M	396
Burnside (C)	Year 9	F	609
Burnside (C)	Year 9	M	503
Burnside (C)	Year 10	F	1871
Burnside (C)	Year 10	M	1297
Burnside (C)	Year 11	F	2197
Burnside (C)	Year 11	M	1744
Burnside (C)	Year 12	F	13089
Burnside (C)	Year 12	M	12094
Campbelltown (C) (SA)	Did not go to school	F	346
Campbelltown (C) (SA)	Did not go to school	M	212
Campbelltown (C) (SA)	Year 8	F	1760
Campbelltown (C) (SA)	Year 8	M	1296
Campbelltown (C) (SA)	Year 9	F	888
Campbelltown (C) (SA)	Year 9	M	793
Campbelltown (C) (SA)	Year 10	F	2619
Campbelltown (C) (SA)	Year 10	M	2381
Campbelltown (C) (SA)	Year 11	F	2996
Campbelltown (C) (SA)	Year 11	M	3054
Campbelltown (C) (SA)	Year 12	F	12132
Campbelltown (C) (SA)	Year 12	M	11297
Ceduna (DC)	Did not go to school	F	9
Ceduna (DC)	Year 8	F	83
Ceduna (DC)	Year 8	M	106
Ceduna (DC)	Year 9	F	78
Ceduna (DC)	Year 9	M	123
Ceduna (DC)	Year 10	F	255
Ceduna (DC)	Year 10	M	277
Ceduna (DC)	Year 11	F	252
Ceduna (DC)	Year 11	M	278
Ceduna (DC)	Year 12	F	475
Ceduna (DC)	Year 12	M	347
Charles Sturt (C)	Did not go to school	F	816
Charles Sturt (C)	Did not go to school	M	527
Charles Sturt (C)	Year 8	F	3912
Charles Sturt (C)	Year 8	M	2800
Charles Sturt (C)	Year 9	F	2306
Charles Sturt (C)	Year 9	M	2086
Charles Sturt (C)	Year 10	F	6511
Charles Sturt (C)	Year 10	M	5984
Charles Sturt (C)	Year 11	F	6855
Charles Sturt (C)	Year 11	M	7498
Charles Sturt (C)	Year 12	F	24956
Charles Sturt (C)	Year 12	M	23738
Clare and Gilbert Valleys (DC)	Did not go to school	M	3
Clare and Gilbert Valleys (DC)	Year 8	F	194
Clare and Gilbert Valleys (DC)	Year 8	M	240
Clare and Gilbert Valleys (DC)	Year 9	F	239
Clare and Gilbert Valleys (DC)	Year 9	M	240
Clare and Gilbert Valleys (DC)	Year 10	F	649
Clare and Gilbert Valleys (DC)	Year 10	M	674
Clare and Gilbert Valleys (DC)	Year 11	F	804
Clare and Gilbert Valleys (DC)	Year 11	M	849
Clare and Gilbert Valleys (DC)	Year 12	F	1519
Clare and Gilbert Valleys (DC)	Year 12	M	1313
Cleve (DC)	Did not go to school	F	5
Cleve (DC)	Did not go to school	M	3
Cleve (DC)	Year 8	F	58
Cleve (DC)	Year 8	M	63
Cleve (DC)	Year 9	F	30
Cleve (DC)	Year 9	M	49
Cleve (DC)	Year 10	F	117
Cleve (DC)	Year 10	M	127
Cleve (DC)	Year 11	F	130
Cleve (DC)	Year 11	M	196
Cleve (DC)	Year 12	F	279
Cleve (DC)	Year 12	M	222
Coober Pedy (DC)	Did not go to school	F	9
Coober Pedy (DC)	Did not go to school	M	9
Coober Pedy (DC)	Year 8	F	39
Coober Pedy (DC)	Year 8	M	76
Coober Pedy (DC)	Year 9	F	26
Coober Pedy (DC)	Year 9	M	50
Coober Pedy (DC)	Year 10	F	97
Coober Pedy (DC)	Year 10	M	159
Coober Pedy (DC)	Year 11	F	93
Coober Pedy (DC)	Year 11	M	107
Coober Pedy (DC)	Year 12	F	234
Coober Pedy (DC)	Year 12	M	259
Copper Coast (DC)	Did not go to school	F	7
Copper Coast (DC)	Did not go to school	M	17
Copper Coast (DC)	Year 8	F	448
Copper Coast (DC)	Year 8	M	507
Copper Coast (DC)	Year 9	F	503
Copper Coast (DC)	Year 9	M	575
Copper Coast (DC)	Year 10	F	1350
Copper Coast (DC)	Year 10	M	1413
Copper Coast (DC)	Year 11	F	1233
Copper Coast (DC)	Year 11	M	1284
Copper Coast (DC)	Year 12	F	1851
Copper Coast (DC)	Year 12	M	1412
Elliston (DC)	Year 8	F	16
Elliston (DC)	Year 8	M	39
Elliston (DC)	Year 9	F	15
Elliston (DC)	Year 9	M	32
Elliston (DC)	Year 10	F	77
Elliston (DC)	Year 10	M	117
Elliston (DC)	Year 11	F	74
Elliston (DC)	Year 11	M	83
Elliston (DC)	Year 12	F	165
Elliston (DC)	Year 12	M	141
Flinders Ranges (DC)	Did not go to school	F	3
Flinders Ranges (DC)	Did not go to school	M	4
Flinders Ranges (DC)	Year 8	F	52
Flinders Ranges (DC)	Year 8	M	62
Flinders Ranges (DC)	Year 9	F	37
Flinders Ranges (DC)	Year 9	M	57
Flinders Ranges (DC)	Year 10	F	151
Flinders Ranges (DC)	Year 10	M	147
Flinders Ranges (DC)	Year 11	F	142
Flinders Ranges (DC)	Year 11	M	162
Flinders Ranges (DC)	Year 12	F	250
Flinders Ranges (DC)	Year 12	M	166
Franklin Harbour (DC)	Year 8	F	43
Franklin Harbour (DC)	Year 8	M	53
Franklin Harbour (DC)	Year 9	F	25
Franklin Harbour (DC)	Year 9	M	44
Franklin Harbour (DC)	Year 10	F	117
Franklin Harbour (DC)	Year 10	M	134
Franklin Harbour (DC)	Year 11	F	106
Franklin Harbour (DC)	Year 11	M	112
Franklin Harbour (DC)	Year 12	F	157
Franklin Harbour (DC)	Year 12	M	141
Gawler (T)	Did not go to school	F	33
Gawler (T)	Did not go to school	M	25
Gawler (T)	Year 8	F	589
Gawler (T)	Year 8	M	543
Gawler (T)	Year 9	F	655
Gawler (T)	Year 9	M	656
Gawler (T)	Year 10	F	1854
Gawler (T)	Year 10	M	1806
Gawler (T)	Year 11	F	1965
Gawler (T)	Year 11	M	1975
Gawler (T)	Year 12	F	4079
Gawler (T)	Year 12	M	3288
Goyder (DC)	Did not go to school	F	3
Goyder (DC)	Did not go to school	M	7
Goyder (DC)	Year 8	F	127
Goyder (DC)	Year 8	M	149
Goyder (DC)	Year 9	F	122
Goyder (DC)	Year 9	M	171
Goyder (DC)	Year 10	F	317
Goyder (DC)	Year 10	M	385
Goyder (DC)	Year 11	F	316
Goyder (DC)	Year 11	M	397
Goyder (DC)	Year 12	F	614
Goyder (DC)	Year 12	M	479
Grant (DC)	Did not go to school	M	6
Grant (DC)	Year 8	F	160
Grant (DC)	Year 8	M	267
Grant (DC)	Year 9	F	181
Grant (DC)	Year 9	M	262
Grant (DC)	Year 10	F	496
Grant (DC)	Year 10	M	743
Grant (DC)	Year 11	F	703
Grant (DC)	Year 11	M	810
Grant (DC)	Year 12	F	1188
Grant (DC)	Year 12	M	855
Holdfast Bay (C)	Did not go to school	F	59
Holdfast Bay (C)	Did not go to school	M	90
Holdfast Bay (C)	Year 8	F	554
Holdfast Bay (C)	Year 8	M	425
Holdfast Bay (C)	Year 9	F	600
Holdfast Bay (C)	Year 9	M	525
Holdfast Bay (C)	Year 10	F	2282
Holdfast Bay (C)	Year 10	M	1836
Holdfast Bay (C)	Year 11	F	2340
Holdfast Bay (C)	Year 11	M	2310
Holdfast Bay (C)	Year 12	F	9035
Holdfast Bay (C)	Year 12	M	8123
Kangaroo Island (DC)	Did not go to school	F	4
Kangaroo Island (DC)	Did not go to school	M	4
Kangaroo Island (DC)	Year 8	F	92
Kangaroo Island (DC)	Year 8	M	124
Kangaroo Island (DC)	Year 9	F	104
Kangaroo Island (DC)	Year 9	M	144
Kangaroo Island (DC)	Year 10	F	351
Kangaroo Island (DC)	Year 10	M	416
Kangaroo Island (DC)	Year 11	F	324
Kangaroo Island (DC)	Year 11	M	403
Kangaroo Island (DC)	Year 12	F	840
Kangaroo Island (DC)	Year 12	M	667
Karoonda East Murray (DC)	Year 8	F	50
Karoonda East Murray (DC)	Year 8	M	62
Karoonda East Murray (DC)	Year 9	F	22
Karoonda East Murray (DC)	Year 9	M	40
Karoonda East Murray (DC)	Year 10	F	83
Karoonda East Murray (DC)	Year 10	M	124
Karoonda East Murray (DC)	Year 11	F	81
Karoonda East Murray (DC)	Year 11	M	96
Karoonda East Murray (DC)	Year 12	F	155
Karoonda East Murray (DC)	Year 12	M	105
Kimba (DC)	Year 8	F	31
Kimba (DC)	Year 8	M	51
Kimba (DC)	Year 9	F	20
Kimba (DC)	Year 9	M	30
Kimba (DC)	Year 10	F	52
Kimba (DC)	Year 10	M	72
Kimba (DC)	Year 11	F	87
Kimba (DC)	Year 11	M	96
Kimba (DC)	Year 12	F	169
Kimba (DC)	Year 12	M	138
Kingston (DC) (SA)	Year 8	F	79
Kingston (DC) (SA)	Year 8	M	80
Kingston (DC) (SA)	Year 9	F	67
Kingston (DC) (SA)	Year 9	M	100
Kingston (DC) (SA)	Year 10	F	207
Kingston (DC) (SA)	Year 10	M	234
Kingston (DC) (SA)	Year 11	F	192
Kingston (DC) (SA)	Year 11	M	218
Kingston (DC) (SA)	Year 12	F	342
Kingston (DC) (SA)	Year 12	M	270
Light (RegC)	Did not go to school	F	8
Light (RegC)	Did not go to school	M	9
Light (RegC)	Year 8	F	221
Light (RegC)	Year 8	M	281
Light (RegC)	Year 9	F	305
Light (RegC)	Year 9	M	379
Light (RegC)	Year 10	F	1035
Light (RegC)	Year 10	M	1159
Light (RegC)	Year 11	F	1254
Light (RegC)	Year 11	M	1410
Light (RegC)	Year 12	F	2614
Light (RegC)	Year 12	M	2115
Lower Eyre Peninsula (DC)	Did not go to school	F	6
Lower Eyre Peninsula (DC)	Did not go to school	M	5
Lower Eyre Peninsula (DC)	Year 8	F	73
Lower Eyre Peninsula (DC)	Year 8	M	121
Lower Eyre Peninsula (DC)	Year 9	F	104
Lower Eyre Peninsula (DC)	Year 9	M	167
Lower Eyre Peninsula (DC)	Year 10	F	345
Lower Eyre Peninsula (DC)	Year 10	M	455
Lower Eyre Peninsula (DC)	Year 11	F	457
Lower Eyre Peninsula (DC)	Year 11	M	548
Lower Eyre Peninsula (DC)	Year 12	F	877
Lower Eyre Peninsula (DC)	Year 12	M	666
Loxton Waikerie (DC)	Did not go to school	F	16
Loxton Waikerie (DC)	Did not go to school	M	19
Loxton Waikerie (DC)	Year 8	F	405
Loxton Waikerie (DC)	Year 8	M	475
Loxton Waikerie (DC)	Year 9	F	330
Loxton Waikerie (DC)	Year 9	M	420
Loxton Waikerie (DC)	Year 10	F	936
Loxton Waikerie (DC)	Year 10	M	1071
Loxton Waikerie (DC)	Year 11	F	1010
Loxton Waikerie (DC)	Year 11	M	1014
Loxton Waikerie (DC)	Year 12	F	1594
Loxton Waikerie (DC)	Year 12	M	1262
Mallala (DC)	Did not go to school	F	11
Mallala (DC)	Did not go to school	M	15
Mallala (DC)	Year 8	F	163
Mallala (DC)	Year 8	M	234
Mallala (DC)	Year 9	F	209
Mallala (DC)	Year 9	M	295
Mallala (DC)	Year 10	F	733
Mallala (DC)	Year 10	M	882
Mallala (DC)	Year 11	F	771
Mallala (DC)	Year 11	M	876
Mallala (DC)	Year 12	F	1299
Mallala (DC)	Year 12	M	1006
Maralinga Tjarutja (AC)	Year 10	M	3
Maralinga Tjarutja (AC)	Year 11	F	3
Maralinga Tjarutja (AC)	Year 11	M	3
Maralinga Tjarutja (AC)	Year 12	F	9
Marion (C)	Did not go to school	F	283
Marion (C)	Did not go to school	M	216
Marion (C)	Year 8	F	1938
Marion (C)	Year 8	M	1414
Marion (C)	Year 9	F	1792
Marion (C)	Year 9	M	1603
Marion (C)	Year 10	F	5529
Marion (C)	Year 10	M	4900
Marion (C)	Year 11	F	5813
Marion (C)	Year 11	M	6003
Marion (C)	Year 12	F	21260
Marion (C)	Year 12	M	18983
Mid Murray (DC)	Did not go to school	F	10
Mid Murray (DC)	Did not go to school	M	11
Mid Murray (DC)	Year 8	F	263
Mid Murray (DC)	Year 8	M	339
Mid Murray (DC)	Year 9	F	245
Mid Murray (DC)	Year 9	M	335
Mid Murray (DC)	Year 10	F	743
Mid Murray (DC)	Year 10	M	934
Mid Murray (DC)	Year 11	F	718
Mid Murray (DC)	Year 11	M	806
Mid Murray (DC)	Year 12	F	1135
Mid Murray (DC)	Year 12	M	962
Mitcham (C)	Did not go to school	F	119
Mitcham (C)	Did not go to school	M	78
Mitcham (C)	Year 8	F	920
Mitcham (C)	Year 8	M	689
Mitcham (C)	Year 9	F	1009
Mitcham (C)	Year 9	M	902
Mitcham (C)	Year 10	F	3105
Mitcham (C)	Year 10	M	2659
Mitcham (C)	Year 11	F	3623
Mitcham (C)	Year 11	M	3736
Mitcham (C)	Year 12	F	17744
Mitcham (C)	Year 12	M	16048
Mount Barker (DC)	Did not go to school	F	21
Mount Barker (DC)	Did not go to school	M	23
Mount Barker (DC)	Year 8	F	458
Mount Barker (DC)	Year 8	M	447
Mount Barker (DC)	Year 9	F	628
Mount Barker (DC)	Year 9	M	706
Mount Barker (DC)	Year 10	F	2101
Mount Barker (DC)	Year 10	M	2186
Mount Barker (DC)	Year 11	F	2406
Mount Barker (DC)	Year 11	M	2659
Mount Barker (DC)	Year 12	F	7272
Mount Barker (DC)	Year 12	M	5866
Mount Gambier (C)	Did not go to school	F	61
Mount Gambier (C)	Did not go to school	M	69
Mount Gambier (C)	Year 8	F	830
Mount Gambier (C)	Year 8	M	822
Mount Gambier (C)	Year 9	F	755
Mount Gambier (C)	Year 9	M	834
Mount Gambier (C)	Year 10	F	2018
Mount Gambier (C)	Year 10	M	2086
Mount Gambier (C)	Year 11	F	2316
Mount Gambier (C)	Year 11	M	2347
Mount Gambier (C)	Year 12	F	4101
Mount Gambier (C)	Year 12	M	3104
Mount Remarkable (DC)	Did not go to school	F	3
Mount Remarkable (DC)	Did not go to school	M	3
Mount Remarkable (DC)	Year 8	F	82
Mount Remarkable (DC)	Year 8	M	124
Mount Remarkable (DC)	Year 9	F	84
Mount Remarkable (DC)	Year 9	M	117
Mount Remarkable (DC)	Year 10	F	228
Mount Remarkable (DC)	Year 10	M	267
Mount Remarkable (DC)	Year 11	F	244
Mount Remarkable (DC)	Year 11	M	329
Mount Remarkable (DC)	Year 12	F	435
Mount Remarkable (DC)	Year 12	M	303
Murray Bridge (RC)	Did not go to school	F	52
Murray Bridge (RC)	Did not go to school	M	64
Murray Bridge (RC)	Year 8	F	744
Murray Bridge (RC)	Year 8	M	756
Murray Bridge (RC)	Year 9	F	658
Murray Bridge (RC)	Year 9	M	728
Murray Bridge (RC)	Year 10	F	1749
Murray Bridge (RC)	Year 10	M	1819
Murray Bridge (RC)	Year 11	F	1636
Murray Bridge (RC)	Year 11	M	1673
Murray Bridge (RC)	Year 12	F	3035
Murray Bridge (RC)	Year 12	M	2513
Naracoorte and Lucindale (DC)	Did not go to school	F	29
Naracoorte and Lucindale (DC)	Did not go to school	M	128
Naracoorte and Lucindale (DC)	Year 8	F	183
Naracoorte and Lucindale (DC)	Year 8	M	219
Naracoorte and Lucindale (DC)	Year 9	F	190
Naracoorte and Lucindale (DC)	Year 9	M	258
Naracoorte and Lucindale (DC)	Year 10	F	548
Naracoorte and Lucindale (DC)	Year 10	M	740
Naracoorte and Lucindale (DC)	Year 11	F	707
Naracoorte and Lucindale (DC)	Year 11	M	754
Naracoorte and Lucindale (DC)	Year 12	F	1309
Naracoorte and Lucindale (DC)	Year 12	M	1091
Northern Areas (DC)	Did not go to school	M	4
Northern Areas (DC)	Year 8	F	121
Northern Areas (DC)	Year 8	M	144
Northern Areas (DC)	Year 9	F	112
Northern Areas (DC)	Year 9	M	147
Northern Areas (DC)	Year 10	F	341
Northern Areas (DC)	Year 10	M	419
Northern Areas (DC)	Year 11	F	368
Northern Areas (DC)	Year 11	M	446
Northern Areas (DC)	Year 12	F	724
Northern Areas (DC)	Year 12	M	571
Norwood Payneham St Peters (C)	Did not go to school	F	175
Norwood Payneham St Peters (C)	Did not go to school	M	109
Norwood Payneham St Peters (C)	Year 8	F	978
Norwood Payneham St Peters (C)	Year 8	M	649
Norwood Payneham St Peters (C)	Year 9	F	474
Norwood Payneham St Peters (C)	Year 9	M	430
Norwood Payneham St Peters (C)	Year 10	F	1423
Norwood Payneham St Peters (C)	Year 10	M	1250
Norwood Payneham St Peters (C)	Year 11	F	1737
Norwood Payneham St Peters (C)	Year 11	M	1718
Norwood Payneham St Peters (C)	Year 12	F	10216
Norwood Payneham St Peters (C)	Year 12	M	9300
Onkaparinga (C)	Did not go to school	F	155
Onkaparinga (C)	Did not go to school	M	159
