LGA_NAME16	PrivateDwelling	Sex	persons
Kalamunda (S)	1	M	25944
Kalgoorlie/Boulder (C)	0	F	1705
Kalgoorlie/Boulder (C)	0	M	2741
Kalgoorlie/Boulder (C)	1	F	12745
Kalgoorlie/Boulder (C)	1	M	13348
Karratha (C)	0	F	1771
Karratha (C)	0	M	5479
Karratha (C)	1	F	8507
Karratha (C)	1	M	9226
Katanning (S)	0	F	281
Katanning (S)	0	M	323
Katanning (S)	1	F	1717
Katanning (S)	1	M	1789
Kellerberrin (S)	0	F	65
Kellerberrin (S)	0	M	79
Kellerberrin (S)	1	F	536
Kellerberrin (S)	1	M	519
Kent (S)	0	F	30
Kent (S)	0	M	52
Kent (S)	1	F	206
Kent (S)	1	M	255
Kojonup (S)	0	F	93
Kojonup (S)	0	M	87
Kojonup (S)	1	F	856
Kojonup (S)	1	M	902
Kondinin (S)	0	F	81
Kondinin (S)	0	M	249
Kondinin (S)	1	F	337
Kondinin (S)	1	M	382
Koorda (S)	0	F	14
Koorda (S)	0	M	9
Koorda (S)	1	F	183
Koorda (S)	1	M	195
Kulin (S)	0	F	28
Kulin (S)	0	M	37
Kulin (S)	1	F	325
Kulin (S)	1	M	341
Kwinana (C)	0	F	1150
Kwinana (C)	0	M	2159
Kwinana (C)	1	F	17570
Kwinana (C)	1	M	17173
Lake Grace (S)	0	F	61
Lake Grace (S)	0	M	110
Lake Grace (S)	1	F	489
Lake Grace (S)	1	M	566
Laverton (S)	0	F	278
Laverton (S)	0	M	1818
Laverton (S)	1	F	245
Laverton (S)	1	M	230
Leonora (S)	0	F	362
Leonora (S)	0	M	1662
Leonora (S)	1	F	366
Leonora (S)	1	M	389
Mandurah (C)	0	F	2660
Mandurah (C)	0	M	2329
Mandurah (C)	1	F	37960
Mandurah (C)	1	M	34647
Manjimup (S)	0	F	522
Manjimup (S)	0	M	568
Manjimup (S)	1	F	4043
Manjimup (S)	1	M	4097
Meekatharra (S)	0	F	280
Meekatharra (S)	0	M	946
Meekatharra (S)	1	F	296
Meekatharra (S)	1	M	309
Melville (C)	0	F	3386
Melville (C)	0	M	2563
Melville (C)	1	F	47201
Melville (C)	1	M	43781
Menzies (S)	0	F	105
Menzies (S)	0	M	564
Menzies (S)	1	F	128
Menzies (S)	1	M	142
Merredin (S)	0	F	157
Merredin (S)	0	M	231
Merredin (S)	1	F	1413
Merredin (S)	1	M	1543
Mingenew (S)	0	F	62
Mingenew (S)	0	M	98
Mingenew (S)	1	F	190
Mingenew (S)	1	M	223
Moora (S)	0	F	153
Moora (S)	0	M	186
Moora (S)	1	F	1009
Moora (S)	1	M	1108
Morawa (S)	0	F	73
Morawa (S)	0	M	100
Morawa (S)	1	F	300
Morawa (S)	1	M	328
Mosman Park (T)	0	F	555
Mosman Park (T)	0	M	326
Mosman Park (T)	1	F	4089
Mosman Park (T)	1	M	3601
Mount Magnet (S)	0	F	124
Mount Magnet (S)	0	M	226
Mount Magnet (S)	1	F	154
Mount Magnet (S)	1	M	185
Mount Marshall (S)	0	F	27
Mount Marshall (S)	0	M	45
Mount Marshall (S)	1	F	213
Mount Marshall (S)	1	M	255
Mukinbudin (S)	0	F	22
Mukinbudin (S)	0	M	18
Mukinbudin (S)	1	F	238
Mukinbudin (S)	1	M	256
Mundaring (S)	0	F	849
Mundaring (S)	0	M	2677
Mundaring (S)	1	F	17148
Mundaring (S)	1	M	16504
Murchison (S)	0	F	47
Murchison (S)	0	M	125
Murchison (S)	1	F	45
Murchison (S)	1	M	51
Murray (S)	0	F	630
Murray (S)	0	M	679
Murray (S)	1	F	7548
Murray (S)	1	M	7273
Nannup (S)	0	F	95
Nannup (S)	0	M	93
Nannup (S)	1	F	547
Nannup (S)	1	M	584
Narembeen (S)	0	F	45
Narembeen (S)	0	M	33
Narembeen (S)	1	F	342
Narembeen (S)	1	M	354
Narrogin (S)	0	F	393
Narrogin (S)	0	M	405
Narrogin (S)	1	F	2252
Narrogin (S)	1	M	2097
Nedlands (C)	0	F	1062
Nedlands (C)	0	M	1101
Nedlands (C)	1	F	9989
Nedlands (C)	1	M	9580
Ngaanyatjarraku (S)	0	F	120
Ngaanyatjarraku (S)	0	M	108
Ngaanyatjarraku (S)	1	F	755
Ngaanyatjarraku (S)	1	M	731
Northam (S)	0	F	574
Northam (S)	0	M	1112
Northam (S)	1	F	4795
Northam (S)	1	M	4586
Northampton (S)	0	F	826
Northampton (S)	0	M	855
Northampton (S)	1	F	1383
Northampton (S)	1	M	1464
Nungarin (S)	0	F	9
Nungarin (S)	0	M	12
Nungarin (S)	1	F	110
Nungarin (S)	1	M	118
Peppermint Grove (S)	0	F	200
Peppermint Grove (S)	0	M	40
Peppermint Grove (S)	1	F	744
Peppermint Grove (S)	1	M	629
Perenjori (S)	0	F	85
Perenjori (S)	0	M	488
Perenjori (S)	1	F	184
Perenjori (S)	1	M	213
Perth (C)	0	F	4396
Perth (C)	0	M	5890
Perth (C)	1	F	7713
Perth (C)	1	M	8230
Pingelly (S)	0	F	60
Pingelly (S)	0	M	67
Pingelly (S)	1	F	493
Pingelly (S)	1	M	492
Plantagenet (S)	0	F	235
Plantagenet (S)	0	M	342
Plantagenet (S)	1	F	2180
Plantagenet (S)	1	M	2234
Port Hedland (T)	0	F	1702
Port Hedland (T)	0	M	3996
Port Hedland (T)	1	F	5576
Port Hedland (T)	1	M	5895
Quairading (S)	0	F	72
Quairading (S)	0	M	76
Quairading (S)	1	F	436
Quairading (S)	1	M	421
Ravensthorpe (S)	0	F	135
Ravensthorpe (S)	0	M	394
Ravensthorpe (S)	1	F	623
Ravensthorpe (S)	1	M	705
Rockingham (C)	0	F	4277
Rockingham (C)	0	M	4911
Rockingham (C)	1	F	57963
Rockingham (C)	1	M	54545
Sandstone (S)	0	F	6
Sandstone (S)	0	M	33
Sandstone (S)	1	F	42
Sandstone (S)	1	M	56
Serpentine-Jarrahdale (S)	0	F	705
Serpentine-Jarrahdale (S)	0	M	1005
Serpentine-Jarrahdale (S)	1	F	12416
Serpentine-Jarrahdale (S)	1	M	12140
Shark Bay (S)	0	F	613
Shark Bay (S)	0	M	713
Shark Bay (S)	1	F	403
Shark Bay (S)	1	M	442
South Perth (C)	0	F	2117
South Perth (C)	0	M	2142
South Perth (C)	1	F	19126
South Perth (C)	1	M	18094
Stirling (C)	0	F	7186
Stirling (C)	0	M	6348
Stirling (C)	1	F	98866
Stirling (C)	1	M	93700
Subiaco (C)	0	F	1432
Subiaco (C)	0	M	1106
Subiaco (C)	1	F	8626
Subiaco (C)	1	M	8191
Swan (C)	0	F	4398
Swan (C)	0	M	4028
Swan (C)	1	F	62454
Swan (C)	1	M	60713
Tammin (S)	0	F	22
Tammin (S)	0	M	30
Tammin (S)	1	F	152
Tammin (S)	1	M	184
Three Springs (S)	0	F	34
Three Springs (S)	0	M	48
Three Springs (S)	1	F	254
Three Springs (S)	1	M	270
Toodyay (S)	0	F	235
Toodyay (S)	0	M	217
Toodyay (S)	1	F	1958
Toodyay (S)	1	M	1941
Trayning (S)	0	F	30
Trayning (S)	0	M	33
Trayning (S)	1	F	121
Trayning (S)	1	M	149
Upper Gascoyne (S)	0	F	82
Upper Gascoyne (S)	0	M	138
Upper Gascoyne (S)	1	F	96
Upper Gascoyne (S)	1	M	111
Victoria Park (T)	0	F	2282
Victoria Park (T)	0	M	2213
Victoria Park (T)	1	F	15161
Victoria Park (T)	1	M	14983
Victoria Plains (S)	0	F	24
Victoria Plains (S)	0	M	83
Victoria Plains (S)	1	F	387
Victoria Plains (S)	1	M	417
Vincent (C)	0	F	1706
Vincent (C)	0	M	1727
Vincent (C)	1	F	14896
Vincent (C)	1	M	14655
Wagin (S)	0	F	101
Wagin (S)	0	M	115
Wagin (S)	1	F	795
Wagin (S)	1	M	776
Wandering (S)	0	F	18
Wandering (S)	0	M	20
Wandering (S)	1	F	191
Wandering (S)	1	M	201
Wanneroo (C)	0	F	4814
Wanneroo (C)	0	M	4300
Wanneroo (C)	1	F	89163
Wanneroo (C)	1	M	85703
Waroona (S)	0	F	230
Waroona (S)	0	M	222
Waroona (S)	1	F	1786
Waroona (S)	1	M	1757
West Arthur (S)	0	F	26
West Arthur (S)	0	M	37
West Arthur (S)	1	F	350
West Arthur (S)	1	M	373
Westonia (S)	0	F	38
Westonia (S)	0	M	128
Westonia (S)	1	F	91
Westonia (S)	1	M	108
Wickepin (S)	0	F	17
Wickepin (S)	0	M	43
Wickepin (S)	1	F	307
Wickepin (S)	1	M	338
Williams (S)	0	F	27
Williams (S)	0	M	47
Williams (S)	1	F	406
Williams (S)	1	M	455
Wiluna (S)	0	F	193
Wiluna (S)	0	M	990
Wiluna (S)	1	F	149
Wiluna (S)	1	M	157
Wongan-Ballidu (S)	0	F	36
Wongan-Ballidu (S)	0	M	49
Wongan-Ballidu (S)	1	F	585
Wongan-Ballidu (S)	1	M	653
Woodanilling (S)	0	F	7
Woodanilling (S)	0	M	19
Woodanilling (S)	1	F	170
Woodanilling (S)	1	M	193
Wyalkatchem (S)	0	F	39
Wyalkatchem (S)	0	M	46
Wyalkatchem (S)	1	F	205
Wyalkatchem (S)	1	M	225
Wyndham-East Kimberley (S)	0	F	2005
Wyndham-East Kimberley (S)	0	M	2255
Wyndham-East Kimberley (S)	1	F	3097
Wyndham-East Kimberley (S)	1	M	2935
Yalgoo (S)	0	F	114
Yalgoo (S)	0	M	545
Yalgoo (S)	1	F	66
Yalgoo (S)	1	M	64
Yilgarn (S)	0	F	185
Yilgarn (S)	0	M	797
Yilgarn (S)	1	F	386
Yilgarn (S)	1	M	477
York (S)	0	F	206
York (S)	0	M	220
York (S)	1	F	1586
York (S)	1	M	1525
Migratory - Offshore - Shipping (WA)	0	F	668
Migratory - Offshore - Shipping (WA)	0	M	3004
Break O'Day (M)	0	F	259
Break O'Day (M)	0	M	311
Break O'Day (M)	1	F	2624
Break O'Day (M)	1	M	2702
Brighton (M)	0	F	474
Brighton (M)	0	M	461
Brighton (M)	1	F	7874
Brighton (M)	1	M	7508
Burnie (C)	0	F	693
Burnie (C)	0	M	709
Burnie (C)	1	F	9012
Burnie (C)	1	M	8294
Central Coast (M) (Tas.)	0	F	614
Central Coast (M) (Tas.)	0	M	554
Central Coast (M) (Tas.)	1	F	10024
Central Coast (M) (Tas.)	1	M	9384
Central Highlands (M) (Tas.)	0	F	108
Central Highlands (M) (Tas.)	0	M	193
Central Highlands (M) (Tas.)	1	F	908
Central Highlands (M) (Tas.)	1	M	996
Circular Head (M)	0	F	309
Circular Head (M)	0	M	363
Circular Head (M)	1	F	3460
Circular Head (M)	1	M	3597
Clarence (C)	0	F	1548
Clarence (C)	0	M	1805
Clarence (C)	1	F	26061
Clarence (C)	1	M	24130
Derwent Valley (M)	0	F	334
Derwent Valley (M)	0	M	326
Derwent Valley (M)	1	F	4600
Derwent Valley (M)	1	M	4580
Devonport (C)	0	F	800
Devonport (C)	0	M	746
Devonport (C)	1	F	11847
Devonport (C)	1	M	10636
Dorset (M)	0	F	220
Dorset (M)	0	M	236
Dorset (M)	1	F	2942
Dorset (M)	1	M	2944
Flinders (M) (Tas.)	0	F	40
Flinders (M) (Tas.)	0	M	61
Flinders (M) (Tas.)	1	F	355
Flinders (M) (Tas.)	1	M	435
George Town (M)	0	F	291
George Town (M)	0	M	319
George Town (M)	1	F	3029
George Town (M)	1	M	2947
Glamorgan/Spring Bay (M)	0	F	334
Glamorgan/Spring Bay (M)	0	M	319
Glamorgan/Spring Bay (M)	1	F	1773
Glamorgan/Spring Bay (M)	1	M	1855
Glenorchy (C)	0	F	1455
Glenorchy (C)	0	M	1345
Glenorchy (C)	1	F	21965
Glenorchy (C)	1	M	20666
Hobart (C)	0	F	3534
Hobart (C)	0	M	3506
Hobart (C)	1	F	22756
Hobart (C)	1	M	21721
Huon Valley (M)	0	F	574
Huon Valley (M)	0	M	535
Huon Valley (M)	1	F	7400
Huon Valley (M)	1	M	7340
Kentish (M)	0	F	331
Kentish (M)	0	M	335
Kentish (M)	1	F	2693
Kentish (M)	1	M	2773
King Island (M)	0	F	86
King Island (M)	0	M	73
King Island (M)	1	F	652
King Island (M)	1	M	711
Kingborough (M)	0	F	861
Kingborough (M)	0	M	791
Kingborough (M)	1	F	17208
Kingborough (M)	1	M	16002
Latrobe (M) (Tas.)	0	F	389
Latrobe (M) (Tas.)	0	M	357
Latrobe (M) (Tas.)	1	F	4907
Latrobe (M) (Tas.)	1	M	4676
Launceston (C)	0	F	3383
Launceston (C)	0	M	3224
Launceston (C)	1	F	30042
Launceston (C)	1	M	28201
Meander Valley (M)	0	F	671
Meander Valley (M)	0	M	611
Meander Valley (M)	1	F	8918
Meander Valley (M)	1	M	8561
Northern Midlands (M)	0	F	482
Northern Midlands (M)	0	M	466
Northern Midlands (M)	1	F	5879
Northern Midlands (M)	1	M	5700
Sorell (M)	0	F	424
Sorell (M)	0	M	367
Sorell (M)	1	F	6637
Sorell (M)	1	M	6498
Southern Midlands (M)	0	F	173
Southern Midlands (M)	0	M	185
Southern Midlands (M)	1	F	2714
Southern Midlands (M)	1	M	2853
Tasman (M)	0	F	188
Tasman (M)	0	M	155
Tasman (M)	1	F	934
Tasman (M)	1	M	1017
Waratah/Wynyard (M)	0	F	414
Waratah/Wynyard (M)	0	M	600
Waratah/Wynyard (M)	1	F	6254
Waratah/Wynyard (M)	1	M	6036
West Coast (M)	0	F	234
West Coast (M)	0	M	375
West Coast (M)	1	F	1774
West Coast (M)	1	M	1925
West Tamar (M)	0	F	645
West Tamar (M)	0	M	595
West Tamar (M)	1	F	10632
West Tamar (M)	1	M	10143
Migratory - Offshore - Shipping (Tas.)	0	F	218
Migratory - Offshore - Shipping (Tas.)	0	M	471
Alice Springs (T)	0	F	3362
Alice Springs (T)	0	M	3170
Alice Springs (T)	1	F	10569
Alice Springs (T)	1	M	10083
Barkly (R)	0	F	772
Barkly (R)	0	M	998
Barkly (R)	1	F	2893
Barkly (R)	1	M	2884
Belyuen (S)	0	F	3
Belyuen (S)	0	M	12
Belyuen (S)	1	F	65
Belyuen (S)	1	M	78
Central Desert (R)	0	F	268
Central Desert (R)	0	M	697
Central Desert (R)	1	F	1709
Central Desert (R)	1	M	1565
Coomalie (S)	0	F	352
Coomalie (S)	0	M	356
Coomalie (S)	1	F	487
Coomalie (S)	1	M	543
Darwin (C)	0	F	7568
Darwin (C)	0	M	9895
Darwin (C)	1	F	33717
Darwin (C)	1	M	34378
East Arnhem (R)	0	F	242
East Arnhem (R)	0	M	308
East Arnhem (R)	1	F	4298
East Arnhem (R)	1	M	4295
Katherine (T)	0	F	1923
Katherine (T)	0	M	2380
Katherine (T)	1	F	3640
Katherine (T)	1	M	3691
Litchfield (M)	0	F	2160
Litchfield (M)	0	M	7211
Litchfield (M)	1	F	8588
Litchfield (M)	1	M	9360
MacDonnell (R)	0	F	1000
MacDonnell (R)	0	M	1519
MacDonnell (R)	1	F	2197
MacDonnell (R)	1	M	1993
Palmerston (C)	0	F	1380
Palmerston (C)	0	M	1481
Palmerston (C)	1	F	15371
Palmerston (C)	1	M	15405
Roper Gulf (R)	0	F	1099
Roper Gulf (R)	0	M	1581
Roper Gulf (R)	1	F	2892
Roper Gulf (R)	1	M	2852
Tiwi Islands (R)	0	F	67
Tiwi Islands (R)	0	M	132
Tiwi Islands (R)	1	F	1168
Tiwi Islands (R)	1	M	1134
Victoria Daly (R)	0	F	532
Victoria Daly (R)	0	M	703
Victoria Daly (R)	1	F	1099
Victoria Daly (R)	1	M	1142
Wagait (S)	0	F	13
Wagait (S)	0	M	14
Wagait (S)	1	F	209
Wagait (S)	1	M	211
West Arnhem (R)	0	F	934
West Arnhem (R)	0	M	1067
West Arnhem (R)	1	F	2645
West Arnhem (R)	1	M	2710
West Daly (R)	0	F	179
West Daly (R)	0	M	204
West Daly (R)	1	F	1402
West Daly (R)	1	M	1388
Unincorporated NT	0	F	1782
Unincorporated NT	0	M	2362
Unincorporated NT	1	F	2563
Unincorporated NT	1	M	2909
Migratory - Offshore - Shipping (NT)	0	F	68
Migratory - Offshore - Shipping (NT)	0	M	185
Unincorporated ACT	0	F	16989
Unincorporated ACT	0	M	18728
Unincorporated ACT	1	F	183342
Unincorporated ACT	1	M	176694
Migratory - Offshore - Shipping (ACT)	0	F	8
Migratory - Offshore - Shipping (ACT)	0	M	3
Unincorp. Other Territories	0	F	634
Unincorp. Other Territories	0	M	1086
Unincorp. Other Territories	1	F	1738
Unincorp. Other Territories	1	M	1710
Migratory - Offshore - Shipping (OT)	0	F	3
Migratory - Offshore - Shipping (OT)	0	M	17
