LGA_NAME16	AgeStudent	students
Belyuen (S)	15-19	3
Central Desert (R)	0-4	87
Central Desert (R)	5-14	665
Central Desert (R)	15-19	42
Central Desert (R)	20-24	3
Central Desert (R)	25+	55
Coomalie (S)	0-4	15
Coomalie (S)	5-14	108
Coomalie (S)	15-19	26
Coomalie (S)	20-24	6
Coomalie (S)	25+	45
Darwin (C)	0-4	975
Darwin (C)	5-14	8107
Darwin (C)	15-19	2842
Darwin (C)	20-24	1399
Darwin (C)	25+	4495
East Arnhem (R)	0-4	187
East Arnhem (R)	5-14	1499
East Arnhem (R)	15-19	432
East Arnhem (R)	20-24	34
East Arnhem (R)	25+	153
Katherine (T)	0-4	151
Katherine (T)	5-14	1077
Katherine (T)	15-19	274
Katherine (T)	20-24	58
Katherine (T)	25+	316
Litchfield (M)	0-4	234
Litchfield (M)	5-14	2464
Litchfield (M)	15-19	793
Litchfield (M)	20-24	207
Litchfield (M)	25+	637
MacDonnell (R)	0-4	100
MacDonnell (R)	5-14	711
MacDonnell (R)	15-19	147
MacDonnell (R)	20-24	17
MacDonnell (R)	25+	87
Palmerston (C)	0-4	611
Palmerston (C)	5-14	4643
Palmerston (C)	15-19	1256
Palmerston (C)	20-24	434
Palmerston (C)	25+	1496
Roper Gulf (R)	0-4	128
Roper Gulf (R)	5-14	1024
Roper Gulf (R)	15-19	200
Roper Gulf (R)	20-24	18
Roper Gulf (R)	25+	87
Tiwi Islands (R)	0-4	24
Tiwi Islands (R)	5-14	380
Tiwi Islands (R)	15-19	77
Tiwi Islands (R)	20-24	3
Tiwi Islands (R)	25+	19
Victoria Daly (R)	0-4	59
Victoria Daly (R)	5-14	380
Victoria Daly (R)	15-19	53
Victoria Daly (R)	20-24	13
Victoria Daly (R)	25+	34
Wagait (S)	0-4	4
Wagait (S)	5-14	42
Wagait (S)	15-19	12
Wagait (S)	20-24	6
Wagait (S)	25+	21
West Arnhem (R)	0-4	140
West Arnhem (R)	5-14	826
West Arnhem (R)	15-19	161
West Arnhem (R)	20-24	14
West Arnhem (R)	25+	81
West Daly (R)	0-4	83
West Daly (R)	5-14	593
West Daly (R)	15-19	100
West Daly (R)	20-24	10
West Daly (R)	25+	33
Unincorporated NT	0-4	94
Unincorporated NT	5-14	807
Unincorporated NT	15-19	117
Unincorporated NT	20-24	52
Unincorporated NT	25+	284
No usual address (NT)	0-4	4
No usual address (NT)	5-14	84
No usual address (NT)	15-19	18
No usual address (NT)	20-24	21
No usual address (NT)	25+	33
Migratory - Offshore - Shipping (NT)	5-14	3
Migratory - Offshore - Shipping (NT)	25+	3
Unincorporated ACT	0-4	4726
Unincorporated ACT	5-14	44947
Unincorporated ACT	15-19	19864
Unincorporated ACT	20-24	16177
Unincorporated ACT	25+	22712
No usual address (ACT)	0-4	5
No usual address (ACT)	5-14	20
No usual address (ACT)	15-19	16
No usual address (ACT)	20-24	29
No usual address (ACT)	25+	42
Unincorp. Other Territories	0-4	68
Unincorp. Other Territories	5-14	460
Unincorp. Other Territories	15-19	126
Unincorp. Other Territories	20-24	15
Unincorp. Other Territories	25+	88
No usual address (OT)	5-14	3
