POA_CODE_2016	Age5yr	ChildrenEverBorn	females
POA3301	40-44	0	4
POA3301	40-44	2	17
POA3301	40-44	3	7
POA3301	40-44	5	3
POA3301	45-49		4
POA3301	45-49	0	5
POA3301	45-49	1	6
POA3301	45-49	2	25
POA3301	45-49	3	12
POA3301	45-49	4	8
POA3301	45-49	6	3
POA3301	50-54	1	4
POA3301	50-54	2	14
POA3301	50-54	3	14
POA3301	50-54	4	3
POA3301	50-54	5	4
POA3301	55-59	0	6
POA3301	55-59	2	24
POA3301	55-59	3	10
POA3301	55-59	4	3
POA3301	60-64		9
POA3301	60-64	0	8
POA3301	60-64	1	7
POA3301	60-64	2	6
POA3301	60-64	3	17
POA3301	60-64	4	12
POA3301	65-69		3
POA3301	65-69	0	7
POA3301	65-69	2	17
POA3301	65-69	3	13
POA3301	65-69	4	3
POA3301	65-69	5	3
POA3301	70-74		4
POA3301	70-74	0	3
POA3301	70-74	2	3
POA3301	70-74	3	3
POA3301	70-74	4	3
POA3301	75-79		3
POA3301	75-79	2	3
POA3301	75-79	3	4
POA3301	85+	3	3
POA3302	15-19	0	11
POA3302	20-24	0	7
POA3302	25-29	2	4
POA3302	30-34	0	3
POA3302	30-34	1	3
POA3302	30-34	2	3
POA3302	30-34	3	4
POA3302	35-39	2	3
POA3302	40-44	0	3
POA3302	40-44	2	3
POA3302	45-49		3
POA3302	45-49	1	7
POA3302	45-49	2	7
POA3302	45-49	3	6
POA3302	50-54	0	3
POA3302	50-54	2	3
POA3302	50-54	3	3
POA3302	55-59	0	3
POA3302	55-59	1	3
POA3302	55-59	3	4
POA3302	60-64	2	4
POA3302	60-64	3	3
POA3302	65-69	3	5
POA3302	70-74	2	3
POA3302	70-74	3	3
POA3302	75-79	3	3
POA3302	75-79	4	3
POA3302	80-84	3	3
POA3302	85+	4	3
POA3303	15-19		4
POA3303	15-19	0	4
POA3303	20-24	0	3
POA3303	25-29	2	3
POA3303	30-34	1	3
POA3303	30-34	3	6
POA3303	35-39	0	3
POA3303	35-39	2	3
POA3303	40-44	0	3
POA3303	40-44	2	3
POA3303	40-44	3	3
POA3303	45-49	1	3
POA3303	45-49	2	7
POA3303	45-49	3	4
POA3303	45-49	4	3
POA3303	50-54		3
POA3303	50-54	2	4
POA3303	50-54	3	3
POA3303	55-59	2	3
POA3303	55-59	3	4
POA3303	55-59	5	4
POA3303	60-64	1	4
POA3303	60-64	4	4
POA3303	65-69		3
POA3303	65-69	4	3
POA3303	70-74	2	3
POA3304	15-19		3
POA3304	15-19	0	64
POA3304	20-24		7
POA3304	20-24	0	38
POA3304	20-24	1	5
POA3304	20-24	2	4
POA3304	25-29		3
POA3304	25-29	0	22
POA3304	25-29	1	8
POA3304	25-29	2	14
POA3304	25-29	3	6
POA3304	30-34		11
POA3304	30-34	0	17
POA3304	30-34	1	16
POA3304	30-34	2	11
POA3304	30-34	3	12
POA3304	30-34	4	4
POA3304	30-34	5	3
POA3304	30-34	6	5
POA3304	35-39		3
POA3304	35-39	0	15
POA3304	35-39	1	9
POA3304	35-39	2	16
POA3304	35-39	3	13
POA3304	35-39	4	10
POA3304	40-44		7
POA3304	40-44	0	10
POA3304	40-44	1	6
POA3304	40-44	2	31
POA3304	40-44	3	16
POA3304	40-44	4	11
POA3304	40-44	5	3
POA3304	45-49		11
POA3304	45-49	0	14
POA3304	45-49	1	15
POA3304	45-49	2	47
POA3304	45-49	3	12
POA3304	45-49	4	13
POA3304	50-54		5
POA3304	50-54	0	9
POA3304	50-54	1	10
POA3304	50-54	2	40
POA3304	50-54	3	27
POA3304	50-54	4	6
POA3304	55-59		16
POA3304	55-59	0	8
POA3304	55-59	1	7
POA3304	55-59	2	45
POA3304	55-59	3	28
POA3304	55-59	4	19
POA3304	55-59	5	3
POA3304	60-64		8
POA3304	60-64	0	14
POA3304	60-64	1	7
POA3304	60-64	2	35
POA3304	60-64	3	37
POA3304	60-64	4	12
POA3304	60-64	5	3
POA3304	65-69		8
POA3304	65-69	0	13
POA3304	65-69	1	8
POA3304	65-69	2	36
POA3304	65-69	3	21
POA3304	65-69	4	4
POA3304	65-69	5	8
POA3304	70-74		3
POA3304	70-74	0	5
POA3304	70-74	1	3
POA3304	70-74	2	24
POA3304	70-74	3	14
POA3304	70-74	4	11
POA3304	70-74	5	9
POA3304	75-79		3
POA3304	75-79	1	3
POA3304	75-79	2	6
POA3304	75-79	3	7
POA3304	75-79	4	13
POA3304	75-79	5	3
POA3304	75-79	6	6
POA3304	80-84		3
POA3304	80-84	0	3
POA3304	80-84	2	4
POA3304	80-84	3	8
POA3304	80-84	4	6
POA3304	80-84	5	7
POA3304	80-84	6	3
POA3304	85+		3
POA3304	85+	0	3
POA3304	85+	1	3
POA3304	85+	2	4
POA3304	85+	3	5
POA3304	85+	4	5
POA3304	85+	5	7
POA3304	85+	6	4
POA3305	15-19		52
POA3305	15-19	0	329
POA3305	15-19	1	9
POA3305	20-24		26
POA3305	20-24	0	210
POA3305	20-24	1	39
POA3305	20-24	2	20
POA3305	20-24	3	9
POA3305	25-29		29
POA3305	25-29	0	130
POA3305	25-29	1	44
POA3305	25-29	2	57
POA3305	25-29	3	20
POA3305	25-29	4	8
POA3305	30-34		23
POA3305	30-34	0	81
POA3305	30-34	1	60
POA3305	30-34	2	105
POA3305	30-34	3	54
POA3305	30-34	4	13
POA3305	30-34	6	4
POA3305	35-39		25
POA3305	35-39	0	50
POA3305	35-39	1	54
POA3305	35-39	2	125
POA3305	35-39	3	60
POA3305	35-39	4	14
POA3305	35-39	5	4
POA3305	35-39	6	3
POA3305	40-44		33
POA3305	40-44	0	51
POA3305	40-44	1	51
POA3305	40-44	2	174
POA3305	40-44	3	90
POA3305	40-44	4	27
POA3305	40-44	5	16
POA3305	45-49		31
POA3305	45-49	0	39
POA3305	45-49	1	48
POA3305	45-49	2	177
POA3305	45-49	3	88
POA3305	45-49	4	37
POA3305	45-49	5	7
POA3305	45-49	6	5
POA3305	50-54		36
POA3305	50-54	0	62
POA3305	50-54	1	56
POA3305	50-54	2	187
POA3305	50-54	3	113
POA3305	50-54	4	38
POA3305	50-54	5	18
POA3305	50-54	6	9
POA3305	55-59		43
POA3305	55-59	0	44
POA3305	55-59	1	36
POA3305	55-59	2	195
POA3305	55-59	3	130
POA3305	55-59	4	48
POA3305	55-59	5	21
POA3305	55-59	6	11
POA3305	60-64		50
POA3305	60-64	0	36
POA3305	60-64	1	45
POA3305	60-64	2	184
POA3305	60-64	3	123
POA3305	60-64	4	50
POA3305	60-64	5	12
POA3305	60-64	6	8
POA3305	65-69		44
POA3305	65-69	0	30
POA3305	65-69	1	35
POA3305	65-69	2	144
POA3305	65-69	3	109
POA3305	65-69	4	44
POA3305	65-69	5	12
POA3305	65-69	6	4
POA3305	70-74		33
POA3305	70-74	0	20
POA3305	70-74	1	14
POA3305	70-74	2	82
POA3305	70-74	3	78
POA3305	70-74	4	42
POA3305	70-74	5	16
POA3305	70-74	6	8
POA3305	75-79		25
POA3305	75-79	0	11
POA3305	75-79	1	11
POA3305	75-79	2	63
POA3305	75-79	3	60
POA3305	75-79	4	45
POA3305	75-79	5	15
POA3305	75-79	6	17
POA3305	80-84		26
POA3305	80-84	0	3
POA3305	80-84	1	5
POA3305	80-84	2	27
POA3305	80-84	3	39
POA3305	80-84	4	36
POA3305	80-84	5	18
POA3305	80-84	6	15
POA3305	85+		20
POA3305	85+	0	14
POA3305	85+	1	15
POA3305	85+	2	47
POA3305	85+	3	49
POA3305	85+	4	41
POA3305	85+	5	21
POA3305	85+	6	22
POA3309	15-19		3
POA3309	15-19	0	4
POA3309	40-44	3	3
POA3309	45-49	3	3
POA3309	55-59	2	4
POA3309	65-69	3	3
POA3310	15-19	0	7
POA3310	35-39	3	4
POA3310	40-44	2	3
POA3310	40-44	3	3
POA3310	45-49	2	3
POA3310	45-49	3	3
POA3310	50-54		5
POA3310	50-54	0	4
POA3310	50-54	2	8
POA3310	50-54	3	4
POA3310	50-54	4	3
POA3310	55-59	1	3
POA3310	55-59	2	4
POA3310	55-59	3	3
POA3310	60-64	2	4
POA3310	60-64	3	3
POA3310	65-69	2	3
POA3310	65-69	3	4
POA3310	65-69	4	3
POA3310	70-74	0	3
POA3310	70-74	2	3
POA3310	70-74	4	3
POA3310	80-84	5	3
POA3311	15-19		7
POA3311	15-19	0	27
POA3311	20-24		3
POA3311	20-24	0	19
POA3311	25-29	0	18
POA3311	25-29	1	4
POA3311	25-29	2	4
POA3311	30-34		3
POA3311	30-34	0	10
POA3311	30-34	2	6
POA3311	30-34	3	8
POA3311	30-34	4	3
POA3311	35-39		3
POA3311	35-39	0	7
POA3311	35-39	1	4
POA3311	35-39	2	9
POA3311	35-39	3	6
POA3311	35-39	4	4
POA3311	35-39	5	3
POA3311	40-44	0	4
POA3311	40-44	1	4
POA3311	40-44	2	9
POA3311	40-44	3	16
POA3311	40-44	4	4
POA3311	45-49	0	7
POA3311	45-49	1	8
POA3311	45-49	2	14
POA3311	45-49	3	13
POA3311	45-49	4	3
POA3311	50-54		7
POA3311	50-54	0	12
POA3311	50-54	1	11
POA3311	50-54	2	28
POA3311	50-54	3	15
POA3311	50-54	4	7
POA3311	50-54	5	3
POA3311	55-59		3
POA3311	55-59	0	11
POA3311	55-59	1	3
POA3311	55-59	2	19
POA3311	55-59	3	21
POA3311	55-59	4	5
POA3311	55-59	5	3
POA3311	60-64		4
POA3311	60-64	0	12
POA3311	60-64	1	5
POA3311	60-64	2	20
POA3311	60-64	3	21
POA3311	60-64	4	8
POA3311	60-64	5	6
POA3311	65-69		3
POA3311	65-69	0	14
POA3311	65-69	1	3
POA3311	65-69	2	18
POA3311	65-69	3	13
POA3311	65-69	4	5
POA3311	70-74		5
POA3311	70-74	0	8
POA3311	70-74	1	7
POA3311	70-74	2	16
POA3311	70-74	3	22
POA3311	70-74	4	12
POA3311	70-74	5	3
POA3311	70-74	6	3
POA3311	75-79		17
POA3311	75-79	0	4
POA3311	75-79	2	17
POA3311	75-79	3	15
POA3311	75-79	4	9
POA3311	75-79	5	3
POA3311	75-79	6	3
POA3311	80-84		9
POA3311	80-84	0	3
POA3311	80-84	3	9
POA3311	80-84	4	12
POA3311	80-84	5	6
POA3311	80-84	6	8
POA3311	85+		10
POA3311	85+	0	5
POA3311	85+	1	3
POA3311	85+	2	6
POA3311	85+	3	9
POA3311	85+	4	7
POA3311	85+	5	3
POA3311	85+	6	10
POA3312	15-19		4
POA3312	15-19	0	27
POA3312	20-24	0	8
POA3312	25-29		3
POA3312	25-29	0	5
POA3312	25-29	1	3
POA3312	25-29	2	3
POA3312	30-34	0	4
POA3312	30-34	1	3
POA3312	30-34	2	9
POA3312	30-34	3	4
POA3312	35-39	0	4
POA3312	35-39	2	7
POA3312	35-39	3	9
POA3312	40-44		4
POA3312	40-44	2	8
POA3312	40-44	3	11
POA3312	45-49		3
POA3312	45-49	0	3
POA3312	45-49	2	17
POA3312	45-49	3	4
POA3312	45-49	4	3
POA3312	45-49	6	3
POA3312	50-54	0	5
POA3312	50-54	2	15
POA3312	50-54	3	8
POA3312	50-54	4	7
POA3312	55-59		4
POA3312	55-59	0	10
POA3312	55-59	1	3
POA3312	55-59	2	13
POA3312	55-59	3	4
POA3312	55-59	4	6
POA3312	60-64		3
POA3312	60-64	0	3
POA3312	60-64	1	4
POA3312	60-64	2	11
POA3312	60-64	3	9
POA3312	60-64	4	6
POA3312	60-64	5	4
POA3312	65-69		3
POA3312	65-69	0	4
POA3312	65-69	1	4
POA3312	65-69	2	15
POA3312	65-69	3	12
POA3312	65-69	4	3
POA3312	70-74		7
POA3312	70-74	0	4
POA3312	70-74	2	6
POA3312	70-74	3	5
POA3312	70-74	4	7
POA3312	75-79		3
POA3312	75-79	3	8
POA3312	75-79	4	6
POA3312	75-79	5	3
POA3312	75-79	6	3
POA3312	80-84		3
POA3312	80-84	2	3
POA3312	80-84	4	3
POA3312	85+	2	3
POA3312	85+	3	7
POA3312	85+	6	4
POA3314	15-19	0	17
POA3314	20-24	0	3
POA3314	25-29	0	3
POA3314	25-29	1	3
POA3314	30-34		4
POA3314	30-34	0	3
POA3314	30-34	1	4
POA3314	30-34	2	3
POA3314	30-34	3	4
POA3314	35-39	2	3
POA3314	35-39	3	3
POA3314	35-39	4	3
POA3314	40-44	1	4
POA3314	40-44	2	8
POA3314	40-44	3	7
POA3314	40-44	4	4
POA3314	45-49	0	3
POA3314	45-49	2	9
POA3314	45-49	3	3
POA3314	50-54	0	4
POA3314	50-54	2	5
POA3314	50-54	3	4
POA3314	50-54	4	3
POA3314	55-59		3
POA3314	55-59	2	7
POA3314	55-59	3	9
POA3314	60-64	0	3
POA3314	60-64	1	3
POA3314	60-64	2	9
POA3314	60-64	3	9
POA3314	60-64	4	4
POA3314	65-69		3
POA3314	65-69	1	3
POA3314	65-69	2	9
POA3314	65-69	3	5
POA3314	70-74	2	3
POA3314	70-74	3	3
POA3314	70-74	4	4
POA3314	75-79	3	3
POA3314	80-84	3	3
POA3315	15-19		9
POA3315	15-19	0	40
POA3315	20-24	0	16
POA3315	25-29		3
POA3315	25-29	0	18
POA3315	25-29	2	4
POA3315	25-29	3	3
POA3315	30-34	0	5
POA3315	30-34	1	16
POA3315	30-34	2	13
POA3315	30-34	3	4
POA3315	35-39	0	3
POA3315	35-39	1	6
POA3315	35-39	2	13
POA3315	35-39	3	8
POA3315	40-44		3
POA3315	40-44	0	3
POA3315	40-44	2	10
POA3315	40-44	3	8
POA3315	40-44	4	3
POA3315	40-44	5	4
POA3315	45-49		3
POA3315	45-49	0	6
POA3315	45-49	1	3
POA3315	45-49	2	9
POA3315	45-49	3	16
POA3315	45-49	4	6
POA3315	45-49	6	3
POA3315	50-54		3
POA3315	50-54	0	10
POA3315	50-54	1	8
POA3315	50-54	2	11
POA3315	50-54	3	23
POA3315	50-54	4	7
POA3315	55-59		5
POA3315	55-59	0	3
POA3315	55-59	1	10
POA3315	55-59	2	18
POA3315	55-59	3	12
POA3315	55-59	4	13
POA3315	60-64		5
POA3315	60-64	0	10
POA3315	60-64	1	3
POA3315	60-64	2	17
POA3315	60-64	3	22
POA3315	60-64	4	13
POA3315	65-69		3
POA3315	65-69	0	4
POA3315	65-69	1	3
POA3315	65-69	2	10
POA3315	65-69	3	19
POA3315	65-69	4	5
POA3315	65-69	5	3
POA3315	65-69	6	3
POA3315	70-74	0	3
POA3315	70-74	1	4
POA3315	70-74	2	10
POA3315	70-74	3	10
POA3315	70-74	4	11
POA3315	70-74	5	6
POA3315	70-74	6	5
POA3315	75-79		4
POA3315	75-79	0	10
POA3315	75-79	1	3
POA3315	75-79	2	5
POA3315	75-79	3	5
POA3315	75-79	4	7
POA3315	75-79	5	4
POA3315	75-79	6	4
POA3315	80-84		8
POA3315	80-84	0	7
POA3315	80-84	1	3
POA3315	80-84	2	6
POA3315	80-84	3	9
POA3315	80-84	4	10
POA3315	80-84	6	3
POA3315	85+		14
POA3315	85+	0	4
POA3315	85+	1	3
POA3315	85+	2	10
POA3315	85+	3	14
POA3315	85+	4	9
POA3315	85+	6	3
POA3317	15-19	0	4
POA3317	25-29	0	3
POA3317	30-34	0	5
POA3317	30-34	3	3
POA3317	35-39	2	3
POA3317	40-44	3	5
POA3317	45-49	3	3
POA3317	55-59	2	3
POA3317	55-59	3	3
POA3317	60-64	3	3
POA3317	65-69	2	4
POA3317	65-69	3	3
POA3317	70-74	3	3
POA3318	15-19		3
POA3318	15-19	0	30
POA3318	20-24		3
POA3318	20-24	0	17
POA3318	25-29	0	16
POA3318	25-29	1	13
POA3318	25-29	2	10
POA3318	30-34	0	3
POA3318	30-34	1	6
POA3318	30-34	2	11
POA3318	30-34	3	4
POA3318	35-39		3
POA3318	35-39	0	3
POA3318	35-39	1	3
POA3318	35-39	2	3
POA3318	35-39	3	8
POA3318	35-39	4	4
POA3318	40-44	2	12
POA3318	40-44	3	6
POA3318	40-44	4	8
POA3318	45-49		3
POA3318	45-49	0	3
POA3318	45-49	1	5
POA3318	45-49	2	10
POA3318	45-49	3	7
POA3318	45-49	4	3
POA3318	50-54		3
POA3318	50-54	0	10
POA3318	50-54	1	4
POA3318	50-54	2	13
POA3318	50-54	3	19
POA3318	50-54	4	10
POA3318	50-54	5	3
POA3318	55-59		3
POA3318	55-59	0	7
POA3318	55-59	2	13
POA3318	55-59	3	10
POA3318	55-59	4	5
POA3318	60-64	0	3
POA3318	60-64	2	15
POA3318	60-64	3	14
POA3318	60-64	4	4
POA3318	65-69		7
POA3318	65-69	0	7
POA3318	65-69	1	5
POA3318	65-69	2	17
POA3318	65-69	3	17
POA3318	65-69	4	10
POA3318	70-74		5
POA3318	70-74	0	6
POA3318	70-74	2	10
POA3318	70-74	3	11
POA3318	70-74	4	7
POA3318	70-74	5	8
POA3318	75-79		3
POA3318	75-79	0	3
POA3318	75-79	2	5
POA3318	75-79	3	11
POA3318	75-79	4	4
POA3318	75-79	5	3
POA3318	80-84		3
POA3318	80-84	2	4
POA3318	80-84	3	11
POA3318	80-84	4	5
POA3318	80-84	6	3
POA3318	85+		16
POA3318	85+	1	3
POA3318	85+	3	7
POA3318	85+	4	4
POA3318	85+	5	5
POA3318	85+	6	3
POA3319	15-19	0	3
POA3319	20-24	0	3
POA3319	25-29	0	3
POA3319	30-34	3	3
POA3319	35-39	1	4
POA3319	35-39	2	3
POA3319	40-44	2	3
POA3319	40-44	3	3
POA3319	45-49	1	3
POA3319	45-49	2	6
POA3319	45-49	3	4
POA3319	50-54		3
POA3319	50-54	0	3
POA3319	50-54	2	8
POA3319	50-54	3	7
POA3319	50-54	4	3
POA3319	55-59	1	3
POA3319	55-59	2	8
POA3319	55-59	3	6
POA3319	55-59	4	6
POA3319	60-64	2	13
POA3319	60-64	3	3
POA3319	60-64	4	3
POA3319	65-69	2	3
POA3319	65-69	3	3
POA3319	65-69	4	3
POA3319	75-79	3	3
POA3319	80-84	3	3
POA3319	85+	3	3
POA3321	15-19		8
POA3321	15-19	0	31
POA3321	20-24	0	21
POA3321	25-29	0	19
POA3321	25-29	1	12
POA3321	30-34		4
POA3321	30-34	0	14
POA3321	30-34	1	14
POA3321	30-34	2	25
POA3321	30-34	3	4
POA3321	30-34	4	3
POA3321	35-39		9
POA3321	35-39	0	9
POA3321	35-39	1	8
POA3321	35-39	2	29
POA3321	35-39	3	8
POA3321	35-39	4	4
POA3321	40-44		3
POA3321	40-44	0	14
POA3321	40-44	1	5
POA3321	40-44	2	24
POA3321	40-44	3	17
POA3321	40-44	4	6
POA3321	45-49		3
POA3321	45-49	0	8
POA3321	45-49	1	9
POA3321	45-49	2	14
POA3321	45-49	3	13
POA3321	45-49	4	5
POA3321	50-54	0	7
POA3321	50-54	1	5
POA3321	50-54	2	28
POA3321	50-54	3	19
POA3321	50-54	4	7
POA3321	55-59	0	9
POA3321	55-59	1	9
POA3321	55-59	2	13
POA3321	55-59	3	6
POA3321	55-59	4	9
POA3321	60-64		3
POA3321	60-64	0	3
POA3321	60-64	1	3
POA3321	60-64	2	10
POA3321	60-64	3	12
POA3321	65-69	0	4
POA3321	65-69	2	12
POA3321	65-69	3	10
POA3321	65-69	4	3
POA3321	70-74	2	6
POA3321	70-74	3	7
POA3321	75-79	3	3
POA3321	75-79	4	3
POA3321	80-84	2	3
POA3321	85+	3	3
POA3321	85+	4	3
POA3322	15-19	0	4
POA3322	30-34	3	4
POA3322	40-44	2	3
POA3322	50-54	3	3
POA3322	55-59	3	4
POA3322	60-64	3	3
POA3322	60-64	4	3
POA3322	65-69	3	3
POA3322	65-69	4	3
POA3322	75-79	6	3
POA3322	80-84		3
POA3323	20-24	0	3
POA3323	55-59	0	3
POA3323	60-64	3	3
POA3323	65-69	3	4
POA3324	15-19		4
POA3324	15-19	0	11
POA3324	20-24		3
POA3324	20-24	0	3
POA3324	25-29	1	4
POA3324	30-34	1	3
POA3324	30-34	2	3
POA3324	30-34	3	3
POA3324	35-39	2	7
POA3324	35-39	3	3
POA3324	40-44		3
POA3324	40-44	1	3
POA3324	40-44	2	3
POA3324	40-44	3	3
POA3324	40-44	5	3
POA3324	45-49	0	3
POA3324	45-49	2	3
POA3324	45-49	3	4
POA3324	45-49	4	8
POA3324	50-54	0	10
POA3324	50-54	2	8
POA3324	50-54	3	3
POA3324	55-59	0	3
POA3324	55-59	2	11
POA3324	55-59	3	4
POA3324	55-59	4	3
POA3324	60-64		3
POA3324	60-64	2	6
POA3324	60-64	3	3
POA3324	60-64	4	4
POA3324	65-69	2	9
POA3324	65-69	3	10
POA3324	65-69	5	3
POA3324	70-74	1	3
POA3324	70-74	2	3
POA3324	70-74	3	9
POA3324	70-74	4	5
POA3324	75-79	4	3
POA3324	80-84		4
POA3324	80-84	2	3
POA3325	15-19		4
POA3325	15-19	0	8
POA3325	20-24	0	7
POA3325	25-29	3	3
POA3325	30-34	1	3
POA3325	30-34	2	3
POA3325	30-34	3	3
POA3325	35-39	2	3
POA3325	35-39	3	3
POA3325	40-44	2	7
POA3325	40-44	3	3
POA3325	45-49	2	7
POA3325	50-54	0	4
POA3325	50-54	2	4
POA3325	55-59		7
POA3325	55-59	1	3
POA3325	55-59	2	3
POA3325	55-59	3	10
POA3325	55-59	4	3
POA3325	55-59	5	3
POA3325	60-64	2	9
POA3325	60-64	3	3
POA3325	60-64	4	5
POA3325	65-69		3
POA3325	65-69	0	3
POA3325	65-69	2	7
POA3325	65-69	3	6
POA3325	65-69	4	3
POA3325	70-74	2	3
POA3325	70-74	3	3
POA3325	70-74	4	3
POA3325	75-79		4
POA3325	75-79	2	9
POA3325	75-79	3	3
POA3325	75-79	5	3
POA3325	80-84	2	4
POA3325	80-84	3	4
POA3325	85+	2	3
POA3328	15-19		10
POA3328	15-19	0	58
POA3328	20-24	0	29
POA3328	20-24	2	3
POA3328	25-29	0	16
POA3328	25-29	1	6
POA3328	25-29	2	3
POA3328	30-34		9
POA3328	30-34	0	19
POA3328	30-34	1	21
POA3328	30-34	2	18
POA3328	35-39		4
POA3328	35-39	0	12
POA3328	35-39	1	9
POA3328	35-39	2	18
POA3328	35-39	3	19
POA3328	35-39	4	9
POA3328	40-44	0	5
POA3328	40-44	1	8
POA3328	40-44	2	29
POA3328	40-44	3	22
POA3328	45-49	0	8
POA3328	45-49	1	7
POA3328	45-49	2	26
POA3328	45-49	3	18
POA3328	45-49	4	7
POA3328	50-54		5
POA3328	50-54	0	16
POA3328	50-54	1	5
POA3328	50-54	2	28
POA3328	50-54	3	9
POA3328	50-54	4	8
POA3328	55-59		5
POA3328	55-59	0	16
POA3328	55-59	1	6
POA3328	55-59	2	21
POA3328	55-59	3	14
POA3328	55-59	4	7
POA3328	60-64		3
POA3328	60-64	0	4
POA3328	60-64	1	4
POA3328	60-64	2	19
POA3328	60-64	3	18
POA3328	60-64	5	3
POA3328	65-69		3
POA3328	65-69	0	4
POA3328	65-69	1	3
POA3328	65-69	2	26
POA3328	65-69	3	15
POA3328	65-69	4	4
POA3328	65-69	5	4
POA3328	70-74	3	6
POA3328	70-74	4	11
POA3328	70-74	5	3
POA3328	75-79	2	3
POA3328	75-79	3	3
POA3328	85+	2	3
POA3329	15-19	0	9
POA3329	20-24	0	3
POA3329	25-29	0	3
POA3329	30-34	0	3
POA3329	30-34	2	3
POA3329	35-39	1	3
POA3329	35-39	2	7
POA3329	35-39	3	3
POA3329	40-44	2	3
POA3329	45-49	2	3
POA3329	50-54	2	6
POA3329	50-54	3	4
POA3329	55-59	0	3
POA3329	55-59	2	3
POA3329	60-64	2	3
POA3329	60-64	3	3
POA3329	60-64	4	6
POA3329	65-69	2	4
POA3329	65-69	3	4
POA3329	70-74	1	3
POA3330	20-24		3
POA3330	30-34	0	3
POA3330	35-39	5	3
POA3330	40-44	2	3
POA3330	45-49	2	3
POA3330	45-49	3	4
POA3330	65-69	2	3
POA3330	65-69	3	3
POA3330	70-74	4	5
POA3330	75-79	2	3
POA3330	75-79	3	3
POA3330	80-84	4	3
POA3331	15-19		23
POA3331	15-19	0	157
POA3331	20-24		6
POA3331	20-24	0	109
POA3331	20-24	1	11
POA3331	20-24	2	5
POA3331	25-29		4
POA3331	25-29	0	92
POA3331	25-29	1	26
POA3331	25-29	2	36
POA3331	25-29	3	14
POA3331	30-34		3
POA3331	30-34	0	55
POA3331	30-34	1	40
POA3331	30-34	2	76
POA3331	30-34	3	21
POA3331	30-34	4	3
POA3331	35-39		10
POA3331	35-39	0	33
POA3331	35-39	1	27
POA3331	35-39	2	99
POA3331	35-39	3	68
POA3331	35-39	4	6
POA3331	35-39	5	4
POA3331	35-39	6	3
POA3331	40-44		9
POA3331	40-44	0	21
POA3331	40-44	1	20
POA3331	40-44	2	84
POA3331	40-44	3	71
POA3331	40-44	4	21
POA3331	40-44	5	3
POA3331	40-44	6	8
POA3331	45-49		15
POA3331	45-49	0	21
POA3331	45-49	1	15
POA3331	45-49	2	97
POA3331	45-49	3	39
POA3331	45-49	4	16
POA3331	45-49	5	8
POA3331	50-54		6
POA3331	50-54	0	10
POA3331	50-54	1	14
POA3331	50-54	2	63
POA3331	50-54	3	35
POA3331	50-54	4	6
POA3331	50-54	5	3
POA3331	50-54	6	3
POA3331	55-59		11
POA3331	55-59	0	15
POA3331	55-59	1	9
POA3331	55-59	2	51
POA3331	55-59	3	45
POA3331	55-59	4	20
POA3331	55-59	5	4
POA3331	55-59	6	3
POA3331	60-64		20
POA3331	60-64	0	9
POA3331	60-64	1	10
POA3331	60-64	2	62
POA3331	60-64	3	42
POA3331	60-64	4	22
POA3331	60-64	5	3
POA3331	65-69		6
POA3331	65-69	0	7
POA3331	65-69	1	13
POA3331	65-69	2	51
POA3331	65-69	3	39
POA3331	65-69	4	13
POA3331	70-74		9
POA3331	70-74	0	9
POA3331	70-74	1	7
POA3331	70-74	2	21
POA3331	70-74	3	23
POA3331	70-74	4	17
POA3331	70-74	5	6
POA3331	70-74	6	3
POA3331	75-79	0	3
POA3331	75-79	1	3
POA3331	75-79	2	13
POA3331	75-79	3	15
POA3331	75-79	4	10
POA3331	75-79	5	6
POA3331	75-79	6	3
POA3331	80-84		4
POA3331	80-84	0	7
POA3331	80-84	1	5
POA3331	80-84	2	10
POA3331	80-84	3	7
POA3331	80-84	4	10
POA3331	85+		3
POA3331	85+	0	5
POA3331	85+	1	10
POA3331	85+	2	17
POA3331	85+	3	12
POA3331	85+	4	10
POA3331	85+	5	4
POA3331	85+	6	5
POA3332	15-19		6
POA3332	15-19	0	34
POA3332	20-24		3
POA3332	20-24	0	17
POA3332	20-24	1	3
POA3332	25-29	0	4
POA3332	25-29	1	3
POA3332	25-29	2	3
POA3332	30-34		3
POA3332	30-34	0	9
POA3332	30-34	1	4
POA3332	30-34	2	17
POA3332	30-34	3	13
POA3332	35-39	0	4
POA3332	35-39	1	5
POA3332	35-39	2	7
POA3332	35-39	3	7
POA3332	35-39	4	4
POA3332	35-39	5	3
POA3332	40-44	0	7
POA3332	40-44	2	7
POA3332	40-44	3	3
POA3332	45-49		3
POA3332	45-49	0	4
POA3332	45-49	1	3
POA3332	45-49	2	10
POA3332	45-49	3	7
POA3332	50-54		6
POA3332	50-54	0	4
POA3332	50-54	1	4
POA3332	50-54	2	18
POA3332	50-54	3	12
POA3332	50-54	4	4
POA3332	50-54	6	3
POA3332	55-59	0	3
POA3332	55-59	1	6
POA3332	55-59	2	8
POA3332	55-59	3	4
POA3332	55-59	4	4
POA3332	55-59	5	3
POA3332	60-64		3
POA3332	60-64	0	3
POA3332	60-64	1	3
POA3332	60-64	2	14
POA3332	60-64	3	4
POA3332	60-64	4	3
POA3332	65-69	2	9
POA3332	65-69	3	5
POA3332	65-69	4	3
POA3332	70-74	2	3
POA3332	70-74	3	8
POA3332	75-79	2	4
POA3332	80-84	4	3
POA3332	85+	3	3
