SA4_NAME16	DwellingStructure	MortgageRepayment.min	occupied_private_dwellings_being_purchased
Latrobe - Gippsland	Separate house	12000	7650
Latrobe - Gippsland	Separate house	16800	6069
Latrobe - Gippsland	Separate house	21600	4764
Latrobe - Gippsland	Separate house	28800	1500
Latrobe - Gippsland	Separate house	36000	1045
Latrobe - Gippsland	Separate house	48000	652
Melbourne - Inner		0	12
Melbourne - Inner		5400	4
Melbourne - Inner		7200	3
Melbourne - Inner		9600	5
Melbourne - Inner		12000	21
Melbourne - Inner		16800	22
Melbourne - Inner		21600	35
Melbourne - Inner		28800	35
Melbourne - Inner		36000	23
Melbourne - Inner		48000	31
Melbourne - Inner	(Other)	0	16
Melbourne - Inner	(Other)	3600	4
Melbourne - Inner	(Other)	5400	3
Melbourne - Inner	(Other)	7200	4
Melbourne - Inner	(Other)	9600	3
Melbourne - Inner	(Other)	12000	22
Melbourne - Inner	(Other)	16800	28
Melbourne - Inner	(Other)	21600	49
Melbourne - Inner	(Other)	28800	15
Melbourne - Inner	(Other)	36000	14
Melbourne - Inner	(Other)	48000	12
Melbourne - Inner	Flat/apartment	0	1143
Melbourne - Inner	Flat/apartment	3600	313
Melbourne - Inner	Flat/apartment	5400	283
Melbourne - Inner	Flat/apartment	7200	484
Melbourne - Inner	Flat/apartment	9600	763
Melbourne - Inner	Flat/apartment	12000	2826
Melbourne - Inner	Flat/apartment	16800	3552
Melbourne - Inner	Flat/apartment	21600	5377
Melbourne - Inner	Flat/apartment	28800	2724
Melbourne - Inner	Flat/apartment	36000	2147
Melbourne - Inner	Flat/apartment	48000	1465
Melbourne - Inner	Semi-detached, row/terrace house, townhouse etc.	0	962
Melbourne - Inner	Semi-detached, row/terrace house, townhouse etc.	3600	270
Melbourne - Inner	Semi-detached, row/terrace house, townhouse etc.	5400	245
Melbourne - Inner	Semi-detached, row/terrace house, townhouse etc.	7200	299
Melbourne - Inner	Semi-detached, row/terrace house, townhouse etc.	9600	445
Melbourne - Inner	Semi-detached, row/terrace house, townhouse etc.	12000	1233
Melbourne - Inner	Semi-detached, row/terrace house, townhouse etc.	16800	1426
Melbourne - Inner	Semi-detached, row/terrace house, townhouse etc.	21600	2506
Melbourne - Inner	Semi-detached, row/terrace house, townhouse etc.	28800	1908
Melbourne - Inner	Semi-detached, row/terrace house, townhouse etc.	36000	2596
Melbourne - Inner	Semi-detached, row/terrace house, townhouse etc.	48000	2886
Melbourne - Inner	Separate house	0	1210
Melbourne - Inner	Separate house	3600	367
Melbourne - Inner	Separate house	5400	268
Melbourne - Inner	Separate house	7200	406
Melbourne - Inner	Separate house	9600	561
Melbourne - Inner	Separate house	12000	1588
Melbourne - Inner	Separate house	16800	1582
Melbourne - Inner	Separate house	21600	2746
Melbourne - Inner	Separate house	28800	1919
Melbourne - Inner	Separate house	36000	2801
Melbourne - Inner	Separate house	48000	3263
Melbourne - Inner East		0	8
Melbourne - Inner East		12000	6
Melbourne - Inner East		16800	3
Melbourne - Inner East		21600	14
Melbourne - Inner East		28800	7
Melbourne - Inner East		36000	17
Melbourne - Inner East		48000	16
Melbourne - Inner East	(Other)	0	3
Melbourne - Inner East	(Other)	12000	4
Melbourne - Inner East	(Other)	16800	8
Melbourne - Inner East	(Other)	21600	4
Melbourne - Inner East	(Other)	28800	10
Melbourne - Inner East	(Other)	36000	3
Melbourne - Inner East	(Other)	48000	5
Melbourne - Inner East	Flat/apartment	0	182
Melbourne - Inner East	Flat/apartment	3600	51
Melbourne - Inner East	Flat/apartment	5400	57
Melbourne - Inner East	Flat/apartment	7200	99
Melbourne - Inner East	Flat/apartment	9600	127
Melbourne - Inner East	Flat/apartment	12000	402
Melbourne - Inner East	Flat/apartment	16800	634
Melbourne - Inner East	Flat/apartment	21600	853
Melbourne - Inner East	Flat/apartment	28800	365
Melbourne - Inner East	Flat/apartment	36000	307
Melbourne - Inner East	Flat/apartment	48000	167
Melbourne - Inner East	Semi-detached, row/terrace house, townhouse etc.	0	526
Melbourne - Inner East	Semi-detached, row/terrace house, townhouse etc.	3600	148
Melbourne - Inner East	Semi-detached, row/terrace house, townhouse etc.	5400	122
Melbourne - Inner East	Semi-detached, row/terrace house, townhouse etc.	7200	177
Melbourne - Inner East	Semi-detached, row/terrace house, townhouse etc.	9600	255
Melbourne - Inner East	Semi-detached, row/terrace house, townhouse etc.	12000	700
Melbourne - Inner East	Semi-detached, row/terrace house, townhouse etc.	16800	735
Melbourne - Inner East	Semi-detached, row/terrace house, townhouse etc.	21600	1349
Melbourne - Inner East	Semi-detached, row/terrace house, townhouse etc.	28800	867
Melbourne - Inner East	Semi-detached, row/terrace house, townhouse etc.	36000	1102
Melbourne - Inner East	Semi-detached, row/terrace house, townhouse etc.	48000	942
Melbourne - Inner East	Separate house	0	2265
Melbourne - Inner East	Separate house	3600	521
Melbourne - Inner East	Separate house	5400	483
Melbourne - Inner East	Separate house	7200	594
Melbourne - Inner East	Separate house	9600	808
Melbourne - Inner East	Separate house	12000	2346
Melbourne - Inner East	Separate house	16800	2181
Melbourne - Inner East	Separate house	21600	3978
Melbourne - Inner East	Separate house	28800	2586
Melbourne - Inner East	Separate house	36000	3988
Melbourne - Inner East	Separate house	48000	5769
Melbourne - Inner South		0	13
Melbourne - Inner South		7200	3
Melbourne - Inner South		9600	3
Melbourne - Inner South		12000	15
Melbourne - Inner South		16800	15
Melbourne - Inner South		21600	27
Melbourne - Inner South		28800	22
Melbourne - Inner South		36000	27
Melbourne - Inner South		48000	34
Melbourne - Inner South	(Other)	0	13
Melbourne - Inner South	(Other)	5400	3
Melbourne - Inner South	(Other)	9600	5
Melbourne - Inner South	(Other)	12000	12
Melbourne - Inner South	(Other)	16800	24
Melbourne - Inner South	(Other)	21600	30
Melbourne - Inner South	(Other)	28800	17
Melbourne - Inner South	(Other)	36000	14
Melbourne - Inner South	(Other)	48000	5
Melbourne - Inner South	Flat/apartment	0	273
Melbourne - Inner South	Flat/apartment	3600	81
Melbourne - Inner South	Flat/apartment	5400	96
Melbourne - Inner South	Flat/apartment	7200	174
Melbourne - Inner South	Flat/apartment	9600	229
Melbourne - Inner South	Flat/apartment	12000	835
Melbourne - Inner South	Flat/apartment	16800	1099
Melbourne - Inner South	Flat/apartment	21600	1463
Melbourne - Inner South	Flat/apartment	28800	601
Melbourne - Inner South	Flat/apartment	36000	457
Melbourne - Inner South	Flat/apartment	48000	250
Melbourne - Inner South	Semi-detached, row/terrace house, townhouse etc.	0	640
Melbourne - Inner South	Semi-detached, row/terrace house, townhouse etc.	3600	217
Melbourne - Inner South	Semi-detached, row/terrace house, townhouse etc.	5400	187
Melbourne - Inner South	Semi-detached, row/terrace house, townhouse etc.	7200	302
Melbourne - Inner South	Semi-detached, row/terrace house, townhouse etc.	9600	437
Melbourne - Inner South	Semi-detached, row/terrace house, townhouse etc.	12000	1150
Melbourne - Inner South	Semi-detached, row/terrace house, townhouse etc.	16800	1384
Melbourne - Inner South	Semi-detached, row/terrace house, townhouse etc.	21600	2253
Melbourne - Inner South	Semi-detached, row/terrace house, townhouse etc.	28800	1563
Melbourne - Inner South	Semi-detached, row/terrace house, townhouse etc.	36000	1737
Melbourne - Inner South	Semi-detached, row/terrace house, townhouse etc.	48000	1237
Melbourne - Inner South	Separate house	0	2130
Melbourne - Inner South	Separate house	3600	578
Melbourne - Inner South	Separate house	5400	499
Melbourne - Inner South	Separate house	7200	749
Melbourne - Inner South	Separate house	9600	987
Melbourne - Inner South	Separate house	12000	2960
Melbourne - Inner South	Separate house	16800	2942
Melbourne - Inner South	Separate house	21600	5274
Melbourne - Inner South	Separate house	28800	3474
Melbourne - Inner South	Separate house	36000	4861
Melbourne - Inner South	Separate house	48000	5802
Melbourne - North East		0	3
Melbourne - North East		3600	3
Melbourne - North East		12000	16
Melbourne - North East		16800	21
Melbourne - North East		21600	22
Melbourne - North East		28800	13
Melbourne - North East		36000	5
Melbourne - North East	(Other)	0	7
Melbourne - North East	(Other)	5400	3
Melbourne - North East	(Other)	7200	3
Melbourne - North East	(Other)	9600	3
Melbourne - North East	(Other)	12000	9
Melbourne - North East	(Other)	16800	9
Melbourne - North East	(Other)	21600	18
Melbourne - North East	(Other)	28800	10
Melbourne - North East	(Other)	36000	9
Melbourne - North East	(Other)	48000	4
Melbourne - North East	Flat/apartment	0	35
Melbourne - North East	Flat/apartment	3600	26
Melbourne - North East	Flat/apartment	5400	27
Melbourne - North East	Flat/apartment	7200	46
Melbourne - North East	Flat/apartment	9600	66
Melbourne - North East	Flat/apartment	12000	253
Melbourne - North East	Flat/apartment	16800	299
Melbourne - North East	Flat/apartment	21600	311
Melbourne - North East	Flat/apartment	28800	108
Melbourne - North East	Flat/apartment	36000	73
Melbourne - North East	Flat/apartment	48000	36
Melbourne - North East	Semi-detached, row/terrace house, townhouse etc.	0	313
Melbourne - North East	Semi-detached, row/terrace house, townhouse etc.	3600	144
Melbourne - North East	Semi-detached, row/terrace house, townhouse etc.	5400	134
Melbourne - North East	Semi-detached, row/terrace house, townhouse etc.	7200	220
Melbourne - North East	Semi-detached, row/terrace house, townhouse etc.	9600	313
Melbourne - North East	Semi-detached, row/terrace house, townhouse etc.	12000	1178
Melbourne - North East	Semi-detached, row/terrace house, townhouse etc.	16800	1654
Melbourne - North East	Semi-detached, row/terrace house, townhouse etc.	21600	1758
Melbourne - North East	Semi-detached, row/terrace house, townhouse etc.	28800	706
Melbourne - North East	Semi-detached, row/terrace house, townhouse etc.	36000	405
Melbourne - North East	Semi-detached, row/terrace house, townhouse etc.	48000	214
Melbourne - North East	Separate house	0	2734
Melbourne - North East	Separate house	3600	1117
Melbourne - North East	Separate house	5400	967
Melbourne - North East	Separate house	7200	1610
Melbourne - North East	Separate house	9600	2328
Melbourne - North East	Separate house	12000	7060
Melbourne - North East	Separate house	16800	9512
Melbourne - North East	Separate house	21600	14379
Melbourne - North East	Separate house	28800	6607
Melbourne - North East	Separate house	36000	5279
Melbourne - North East	Separate house	48000	2961
Melbourne - North West		5400	4
Melbourne - North West		7200	4
Melbourne - North West		9600	9
Melbourne - North West		12000	16
Melbourne - North West		16800	11
Melbourne - North West		21600	15
Melbourne - North West		28800	9
Melbourne - North West		36000	7
Melbourne - North West		48000	3
Melbourne - North West	(Other)	0	9
Melbourne - North West	(Other)	3600	7
Melbourne - North West	(Other)	5400	3
Melbourne - North West	(Other)	9600	4
Melbourne - North West	(Other)	12000	16
Melbourne - North West	(Other)	16800	14
Melbourne - North West	(Other)	21600	16
Melbourne - North West	(Other)	28800	7
Melbourne - North West	(Other)	36000	3
Melbourne - North West	Flat/apartment	0	26
Melbourne - North West	Flat/apartment	3600	15
Melbourne - North West	Flat/apartment	5400	18
Melbourne - North West	Flat/apartment	7200	36
Melbourne - North West	Flat/apartment	9600	37
Melbourne - North West	Flat/apartment	12000	160
Melbourne - North West	Flat/apartment	16800	202
Melbourne - North West	Flat/apartment	21600	116
Melbourne - North West	Flat/apartment	28800	30
Melbourne - North West	Flat/apartment	36000	18
Melbourne - North West	Flat/apartment	48000	9
Melbourne - North West	Semi-detached, row/terrace house, townhouse etc.	0	215
Melbourne - North West	Semi-detached, row/terrace house, townhouse etc.	3600	82
Melbourne - North West	Semi-detached, row/terrace house, townhouse etc.	5400	67
Melbourne - North West	Semi-detached, row/terrace house, townhouse etc.	7200	177
Melbourne - North West	Semi-detached, row/terrace house, townhouse etc.	9600	252
Melbourne - North West	Semi-detached, row/terrace house, townhouse etc.	12000	886
Melbourne - North West	Semi-detached, row/terrace house, townhouse etc.	16800	1196
Melbourne - North West	Semi-detached, row/terrace house, townhouse etc.	21600	1391
Melbourne - North West	Semi-detached, row/terrace house, townhouse etc.	28800	501
Melbourne - North West	Semi-detached, row/terrace house, townhouse etc.	36000	399
Melbourne - North West	Semi-detached, row/terrace house, townhouse etc.	48000	171
Melbourne - North West	Separate house	0	1895
Melbourne - North West	Separate house	3600	898
Melbourne - North West	Separate house	5400	744
Melbourne - North West	Separate house	7200	1291
Melbourne - North West	Separate house	9600	1867
Melbourne - North West	Separate house	12000	6139
Melbourne - North West	Separate house	16800	8026
Melbourne - North West	Separate house	21600	9760
Melbourne - North West	Separate house	28800	3948
Melbourne - North West	Separate house	36000	2930
Melbourne - North West	Separate house	48000	1662
Melbourne - Outer East		0	11
Melbourne - Outer East		3600	3
Melbourne - Outer East		5400	3
Melbourne - Outer East		7200	3
Melbourne - Outer East		9600	8
Melbourne - Outer East		12000	13
Melbourne - Outer East		16800	17
Melbourne - Outer East		21600	29
Melbourne - Outer East		28800	8
Melbourne - Outer East		36000	13
Melbourne - Outer East		48000	11
Melbourne - Outer East	(Other)	0	9
Melbourne - Outer East	(Other)	7200	4
Melbourne - Outer East	(Other)	9600	8
Melbourne - Outer East	(Other)	12000	3
Melbourne - Outer East	(Other)	16800	10
Melbourne - Outer East	(Other)	21600	24
Melbourne - Outer East	(Other)	28800	13
Melbourne - Outer East	(Other)	36000	9
Melbourne - Outer East	(Other)	48000	7
Melbourne - Outer East	Flat/apartment	0	19
Melbourne - Outer East	Flat/apartment	3600	17
Melbourne - Outer East	Flat/apartment	5400	17
Melbourne - Outer East	Flat/apartment	7200	13
Melbourne - Outer East	Flat/apartment	9600	35
Melbourne - Outer East	Flat/apartment	12000	130
Melbourne - Outer East	Flat/apartment	16800	181
Melbourne - Outer East	Flat/apartment	21600	147
Melbourne - Outer East	Flat/apartment	28800	39
Melbourne - Outer East	Flat/apartment	36000	32
Melbourne - Outer East	Flat/apartment	48000	15
Melbourne - Outer East	Semi-detached, row/terrace house, townhouse etc.	0	252
Melbourne - Outer East	Semi-detached, row/terrace house, townhouse etc.	3600	119
Melbourne - Outer East	Semi-detached, row/terrace house, townhouse etc.	5400	102
Melbourne - Outer East	Semi-detached, row/terrace house, townhouse etc.	7200	150
Melbourne - Outer East	Semi-detached, row/terrace house, townhouse etc.	9600	228
Melbourne - Outer East	Semi-detached, row/terrace house, townhouse etc.	12000	730
Melbourne - Outer East	Semi-detached, row/terrace house, townhouse etc.	16800	1010
Melbourne - Outer East	Semi-detached, row/terrace house, townhouse etc.	21600	1182
Melbourne - Outer East	Semi-detached, row/terrace house, townhouse etc.	28800	494
Melbourne - Outer East	Semi-detached, row/terrace house, townhouse etc.	36000	270
Melbourne - Outer East	Semi-detached, row/terrace house, townhouse etc.	48000	118
Melbourne - Outer East	Separate house	0	3587
Melbourne - Outer East	Separate house	3600	1587
Melbourne - Outer East	Separate house	5400	1474
Melbourne - Outer East	Separate house	7200	2361
Melbourne - Outer East	Separate house	9600	3316
Melbourne - Outer East	Separate house	12000	9708
Melbourne - Outer East	Separate house	16800	11097
Melbourne - Outer East	Separate house	21600	16320
Melbourne - Outer East	Separate house	28800	7867
Melbourne - Outer East	Separate house	36000	6000
Melbourne - Outer East	Separate house	48000	2976
Melbourne - South East		0	8
Melbourne - South East		5400	3
Melbourne - South East		7200	3
Melbourne - South East		9600	7
Melbourne - South East		12000	16
Melbourne - South East		16800	20
Melbourne - South East		21600	37
Melbourne - South East		28800	11
Melbourne - South East		36000	12
Melbourne - South East		48000	3
Melbourne - South East	(Other)	0	3
Melbourne - South East	(Other)	3600	5
Melbourne - South East	(Other)	7200	3
Melbourne - South East	(Other)	9600	3
Melbourne - South East	(Other)	12000	31
Melbourne - South East	(Other)	16800	16
Melbourne - South East	(Other)	21600	20
Melbourne - South East	(Other)	28800	4
Melbourne - South East	(Other)	36000	3
Melbourne - South East	(Other)	48000	7
Melbourne - South East	Flat/apartment	0	169
Melbourne - South East	Flat/apartment	3600	55
Melbourne - South East	Flat/apartment	5400	53
Melbourne - South East	Flat/apartment	7200	89
Melbourne - South East	Flat/apartment	9600	139
Melbourne - South East	Flat/apartment	12000	485
Melbourne - South East	Flat/apartment	16800	549
Melbourne - South East	Flat/apartment	21600	546
Melbourne - South East	Flat/apartment	28800	236
Melbourne - South East	Flat/apartment	36000	203
Melbourne - South East	Flat/apartment	48000	87
Melbourne - South East	Semi-detached, row/terrace house, townhouse etc.	0	425
Melbourne - South East	Semi-detached, row/terrace house, townhouse etc.	3600	155
Melbourne - South East	Semi-detached, row/terrace house, townhouse etc.	5400	139
Melbourne - South East	Semi-detached, row/terrace house, townhouse etc.	7200	265
Melbourne - South East	Semi-detached, row/terrace house, townhouse etc.	9600	383
Melbourne - South East	Semi-detached, row/terrace house, townhouse etc.	12000	1403
Melbourne - South East	Semi-detached, row/terrace house, townhouse etc.	16800	1867
Melbourne - South East	Semi-detached, row/terrace house, townhouse etc.	21600	1911
Melbourne - South East	Semi-detached, row/terrace house, townhouse etc.	28800	768
Melbourne - South East	Semi-detached, row/terrace house, townhouse etc.	36000	512
Melbourne - South East	Semi-detached, row/terrace house, townhouse etc.	48000	261
