SA2_NAME16	PrivateDwelling	persons
Horsham	0	1161
Horsham	1	14723
Horsham Region	0	239
Horsham Region	1	3079
Nhill Region	0	522
Nhill Region	1	6136
St Arnaud	0	210
St Arnaud	1	3070
Stawell	0	926
Stawell	1	7204
West Wimmera	0	173
West Wimmera	1	2503
Yarriambiack	0	585
Yarriambiack	1	5834
Irymple	0	370
Irymple	1	6352
Merbein	0	379
Merbein	1	4275
Mildura Region	0	438
Mildura Region	1	3317
Red Cliffs	0	545
Red Cliffs	1	5209
Mildura - North	0	2477
Mildura - North	1	15854
Mildura - South	0	1330
Mildura - South	1	13144
Buloke	0	632
Buloke	1	5414
Gannawarra	0	388
Gannawarra	1	6038
Kerang	0	420
Kerang	1	3416
Robinvale	0	531
Robinvale	1	2803
Swan Hill	0	1389
Swan Hill	1	9488
Swan Hill Region	0	928
Swan Hill Region	1	5363
Echuca	0	1494
Echuca	1	12948
Kyabram	0	853
Kyabram	1	9749
Lockington - Gunbower	0	348
Lockington - Gunbower	1	3368
Rochester	0	232
Rochester	1	3472
Rushworth	0	320
Rushworth	1	3670
Cobram	0	572
Cobram	1	5569
Moira	0	208
Moira	1	2247
Numurkah	0	807
Numurkah	1	11170
Yarrawonga	0	944
Yarrawonga	1	6689
Mooroopna	0	607
Mooroopna	1	7129
Shepparton - North	0	1956
Shepparton - North	1	16571
Shepparton - South	0	2038
Shepparton - South	1	20801
Shepparton Region - East	0	254
Shepparton Region - East	1	3491
Shepparton Region - West	0	1038
Shepparton Region - West	1	8779
Glenelg (Vic.)	0	746
Glenelg (Vic.)	1	7666
Hamilton (Vic.)	0	802
Hamilton (Vic.)	1	8912
Portland	0	1013
Portland	1	9475
Southern Grampians	0	412
Southern Grampians	1	5422
Camperdown	0	295
Camperdown	1	3088
Colac	0	926
Colac	1	10961
Colac Region	0	283
Colac Region	1	4903
Corangamite - North	0	472
Corangamite - North	1	4709
Corangamite - South	0	558
Corangamite - South	1	6406
Otway	0	618
Otway	1	2777
Moyne - East	0	482
Moyne - East	1	5968
Moyne - West	0	801
Moyne - West	1	8455
Warrnambool - North	0	1207
Warrnambool - North	1	19204
Warrnambool - South	0	1746
Warrnambool - South	1	11215
Migratory - Offshore - Shipping (Vic.)	0	349
Alexandra Hills	0	576
Alexandra Hills	1	15556
Belmont - Gumdale	0	255
Belmont - Gumdale	1	7037
Birkdale	0	607
Birkdale	1	13982
Capalaba	0	486
Capalaba	1	16807
Thorneside	0	135
Thorneside	1	3568
Wellington Point	0	312
Wellington Point	1	10971
Cleveland	0	889
Cleveland	1	13651
Ormiston	0	189
Ormiston	1	5478
Redland Bay	0	705
Redland Bay	1	14550
Sheldon - Mount Cotton	0	193
Sheldon - Mount Cotton	1	7582
Thornlands	0	541
Thornlands	1	13935
Victoria Point	0	704
Victoria Point	1	13963
Redland Islands	0	1190
Redland Islands	1	8091
Brisbane Port - Lytton	0	5
Brisbane Port - Lytton	1	6
Manly - Lota	0	384
Manly - Lota	1	6861
Manly West	0	366
Manly West	1	10810
Murarrie	0	203
Murarrie	1	3807
Tingalpa	0	280
Tingalpa	1	8174
Wakerley	0	250
Wakerley	1	8619
Wynnum	0	655
Wynnum	1	12301
Wynnum West - Hemmant	0	772
Wynnum West - Hemmant	1	13712
Bald Hills	0	267
Bald Hills	1	6968
Bridgeman Downs	0	217
Bridgeman Downs	1	7776
Carseldine	0	597
Carseldine	1	8300
Everton Park	0	249
Everton Park	1	8357
McDowall	0	258
McDowall	1	7221
Aspley	0	424
Aspley	1	11793
Chermside	0	1744
Chermside	1	8392
Chermside West	0	99
Chermside West	1	6071
Geebung	0	103
Geebung	1	4160
Kedron - Gordon Park	0	625
Kedron - Gordon Park	1	12713
Stafford	0	236
Stafford	1	6144
Stafford Heights	0	315
Stafford Heights	1	6409
Wavell Heights	0	250
Wavell Heights	1	9324
Boondall	0	417
Boondall	1	8768
Brisbane Airport	0	100
Brisbane Airport	1	91
Eagle Farm - Pinkenba	0	94
Eagle Farm - Pinkenba	1	697
Northgate - Virginia	0	355
Northgate - Virginia	1	6130
Nudgee - Banyo	0	519
Nudgee - Banyo	1	8881
Nundah	0	709
Nundah	1	11215
Bracken Ridge	0	462
Bracken Ridge	1	16242
Brighton (Qld)	0	436
Brighton (Qld)	1	8925
Deagon	0	138
Deagon	1	3404
Sandgate - Shorncliffe	0	752
Sandgate - Shorncliffe	1	5930
Taigum - Fitzgibbon	0	648
Taigum - Fitzgibbon	1	11398
Zillmere	0	439
Zillmere	1	8420
Camp Hill	0	419
Camp Hill	1	10493
Cannon Hill	0	395
Cannon Hill	1	5262
Carina	0	658
Carina	1	10153
Carina Heights	0	341
Carina Heights	1	6199
Carindale	0	400
Carindale	1	14996
Annerley	0	850
Annerley	1	10358
Coorparoo	0	936
Coorparoo	1	14782
Fairfield - Dutton Park	0	268
Fairfield - Dutton Park	1	4421
Greenslopes	0	965
Greenslopes	1	8427
Holland Park	0	440
Holland Park	1	7726
Holland Park West	0	312
Holland Park West	1	5912
Woolloongabba	0	1508
Woolloongabba	1	4713
Yeronga	0	709
Yeronga	1	8549
Eight Mile Plains	0	763
Eight Mile Plains	1	14456
Macgregor (Qld)	0	186
Macgregor (Qld)	1	5553
Mansfield (Qld)	0	259
Mansfield (Qld)	1	8333
Mount Gravatt	0	945
Mount Gravatt	1	13756
Rochedale - Burbank	0	242
Rochedale - Burbank	1	6022
Upper Mount Gravatt	0	893
Upper Mount Gravatt	1	8406
Wishart	0	361
Wishart	1	10234
Coopers Plains	0	530
Coopers Plains	1	5068
Moorooka	0	453
Moorooka	1	9749
Robertson	0	309
Robertson	1	4776
Salisbury - Nathan	0	867
Salisbury - Nathan	1	6228
Tarragindi	0	507
Tarragindi	1	9946
Algester	0	368
Algester	1	7969
Calamvale - Stretton	0	843
Calamvale - Stretton	1	20163
Pallara - Willawong	0	193
Pallara - Willawong	1	4464
Parkinson - Drewvale	0	506
Parkinson - Drewvale	1	14892
Rocklea - Acacia Ridge	0	815
Rocklea - Acacia Ridge	1	8679
Kuraby	0	314
Kuraby	1	7988
Runcorn	0	463
Runcorn	1	13857
Sunnybank	0	378
Sunnybank	1	8399
Sunnybank Hills	0	981
Sunnybank Hills	1	16855
Jindalee - Mount Ommaney	0	259
Jindalee - Mount Ommaney	1	7152
Middle Park - Jamboree Heights	0	95
Middle Park - Jamboree Heights	1	6833
Riverhills	0	116
Riverhills	1	3870
Seventeen Mile Rocks - Sinnamon Park	0	469
Seventeen Mile Rocks - Sinnamon Park	1	8948
Westlake	0	63
Westlake	1	4164
Bellbowrie - Moggill	0	254
Bellbowrie - Moggill	1	9701
Brookfield - Kenmore Hills	0	433
Brookfield - Kenmore Hills	1	6166
Chapel Hill	0	333
Chapel Hill	1	9723
Fig Tree Pocket	0	118
Fig Tree Pocket	1	3843
Kenmore	0	118
Kenmore	1	8447
Pinjarra Hills - Pullenvale	0	197
Pinjarra Hills - Pullenvale	1	5069
Chelmer - Graceville	0	242
Chelmer - Graceville	1	6957
Corinda	0	214
Corinda	1	4503
Indooroopilly	0	682
Indooroopilly	1	11199
Sherwood	0	203
Sherwood	1	5319
St Lucia	0	3548
St Lucia	1	9253
Taringa	0	365
Taringa	1	7841
Enoggera	0	1163
Enoggera	1	6853
Enoggera Reservoir	0	7
Enoggera Reservoir	1	20
Keperra	0	320
Keperra	1	6696
Mitchelton	0	363
Mitchelton	1	7829
The Gap	0	522
The Gap	1	15631
Upper Kedron - Ferny Grove	0	282
Upper Kedron - Ferny Grove	1	9481
Brisbane City	0	5873
Brisbane City	1	8324
Fortitude Valley	0	1678
Fortitude Valley	1	5794
Highgate Hill	0	655
Highgate Hill	1	5563
Kangaroo Point	0	1668
Kangaroo Point	1	6890
New Farm	0	2191
New Farm	1	10313
South Brisbane	0	3055
South Brisbane	1	5628
Spring Hill	0	2552
Spring Hill	1	4835
West End	0	956
West End	1	8463
Balmoral	0	214
Balmoral	1	3900
Bulimba	0	580
Bulimba	1	5903
East Brisbane	0	469
East Brisbane	1	5112
Hawthorne	0	138
Hawthorne	1	4635
Morningside - Seven Hills	0	667
Morningside - Seven Hills	1	11567
Norman Park	0	286
Norman Park	1	5841
Albion	0	411
Albion	1	2458
Alderley	0	207
Alderley	1	5601
Ascot	0	390
Ascot	1	4698
Clayfield	0	825
Clayfield	1	9432
Grange	0	115
Grange	1	4026
Hamilton (Qld)	0	1034
Hamilton (Qld)	1	5437
Hendra	0	364
Hendra	1	4284
Kelvin Grove - Herston	0	2042
Kelvin Grove - Herston	1	8624
Newmarket	0	308
Newmarket	1	4509
Newstead - Bowen Hills	0	2423
Newstead - Bowen Hills	1	8737
Wilston	0	170
Wilston	1	3646
Windsor	0	439
Windsor	1	6714
Wooloowin - Lutwyche	0	691
Wooloowin - Lutwyche	1	8852
Ashgrove	0	620
Ashgrove	1	12387
Auchenflower	0	963
Auchenflower	1	4868
Bardon	0	527
Bardon	1	8923
Paddington - Milton	0	734
Paddington - Milton	1	9829
Red Hill (Qld)	0	576
Red Hill (Qld)	1	5002
Toowong	0	1221
Toowong	1	9532
Brinsmead	0	455
Brinsmead	1	5029
Clifton Beach - Kewarra Beach	0	2905
Clifton Beach - Kewarra Beach	1	9842
Freshwater - Stratford	0	179
Freshwater - Stratford	1	3351
Redlynch	0	1281
Redlynch	1	11619
Trinity Beach - Smithfield	0	1596
Trinity Beach - Smithfield	1	12741
Yorkeys Knob - Machans Beach	0	971
Yorkeys Knob - Machans Beach	1	5324
Bentley Park	0	457
Bentley Park	1	7429
Cairns City	0	9787
Cairns City	1	7959
Earlville - Bayview Heights	0	672
Earlville - Bayview Heights	1	7672
Edmonton	0	673
Edmonton	1	9986
Gordonvale - Trinity	0	945
Gordonvale - Trinity	1	7942
Kanimbla - Mooroobool	0	739
Kanimbla - Mooroobool	1	8981
Manoora	0	919
Manoora	1	5170
Manunda	0	1169
Manunda	1	4469
Mount Sheridan	0	316
Mount Sheridan	1	7801
Westcourt - Bungalow	0	1432
Westcourt - Bungalow	1	5139
White Rock	0	660
White Rock	1	4111
Whitfield - Edge Hill	0	496
Whitfield - Edge Hill	1	7559
Woree	0	1180
Woree	1	4175
Babinda	0	581
Babinda	1	3820
Innisfail	0	1430
Innisfail	1	8144
Johnstone	0	1068
Johnstone	1	7226
Tully	0	2869
Tully	1	9420
Yarrabah	0	107
Yarrabah	1	2476
Daintree	0	1376
Daintree	1	5550
Port Douglas	0	6485
Port Douglas	1	4059
Atherton	0	1255
Atherton	1	9816
Herberton	0	1089
Herberton	1	4679
Kuranda	0	493
Kuranda	1	4000
Malanda - Yungaburra	0	1070
Malanda - Yungaburra	1	7701
Mareeba	0	1348
Mareeba	1	9984
Balonne	0	688
Balonne	1	3806
Chinchilla	0	2017
Chinchilla	1	6928
Goondiwindi	0	1079
Goondiwindi	1	5498
Inglewood - Waggamba	0	516
Inglewood - Waggamba	1	3687
Miles - Wandoan	0	2243
Miles - Wandoan	1	3237
Roma	0	1345
Roma	1	5757
Roma Region	0	1647
Roma Region	1	5134
Tara	0	906
Tara	1	3247
Crows Nest - Rosalie	0	648
Crows Nest - Rosalie	1	7709
Jondaryan	0	697
Jondaryan	1	6784
Millmerran	0	450
Millmerran	1	2834
Pittsworth	0	522
Pittsworth	1	5028
Wambo	0	1683
Wambo	1	15246
Clifton - Greenmount	0	335
Clifton - Greenmount	1	4442
Southern Downs - East	0	349
Southern Downs - East	1	3794
Southern Downs - West	0	379
Southern Downs - West	1	4212
Stanthorpe	0	534
Stanthorpe	1	4841
Stanthorpe Region	0	517
Stanthorpe Region	1	5244
Warwick	0	1111
Warwick	1	13990
Central Highlands - East	0	2698
Central Highlands - East	1	6180
Central Highlands - West	0	3819
Central Highlands - West	1	6814
Emerald	0	2145
Emerald	1	11551
Berserker	0	651
Berserker	1	6208
Bouldercombe	0	123
Bouldercombe	1	1695
Emu Park	0	970
Emu Park	1	4827
Frenchville - Mount Archer	0	338
Frenchville - Mount Archer	1	8342
Glenlee - Rockyview	0	770
Glenlee - Rockyview	1	4018
Gracemere	0	830
Gracemere	1	10554
Lakes Creek	0	222
Lakes Creek	1	4527
Mount Morgan	0	300
Mount Morgan	1	2618
Norman Gardens	0	904
Norman Gardens	1	9261
Park Avenue	0	356
Park Avenue	1	4647
Parkhurst - Kawana	0	709
Parkhurst - Kawana	1	6135
Rockhampton - West	0	438
Rockhampton - West	1	5277
Rockhampton City	0	1212
Rockhampton City	1	2714
Rockhampton Region - East	0	209
Rockhampton Region - East	1	3130
Rockhampton Region - North	0	482
Rockhampton Region - North	1	3774
Rockhampton Region - West	0	176
Rockhampton Region - West	1	2655
Shoalwater Bay	1	15
The Range - Allenstown	0	2225
The Range - Allenstown	1	6437
Yeppoon	0	2227
Yeppoon	1	15848
Banana	0	1789
Banana	1	7593
Biloela	0	948
Biloela	1	5164
Agnes Water - Miriam Vale	0	1513
Agnes Water - Miriam Vale	1	5292
Boyne Island - Tannum Sands	0	809
Boyne Island - Tannum Sands	1	9068
Callemondah	0	19
Callemondah	1	11
Clinton - New Auckland	0	831
Clinton - New Auckland	1	12368
Gladstone	0	1224
Gladstone	1	5057
Gladstone Hinterland	0	2339
Gladstone Hinterland	1	10333
Kin Kora - Sun Valley	0	127
Kin Kora - Sun Valley	1	3365
Telina - Toolooa	0	408
Telina - Toolooa	1	5515
West Gladstone	0	438
West Gladstone	1	4224
Broadbeach Waters	0	647
Broadbeach Waters	1	7186
Burleigh Heads	0	2194
Burleigh Heads	1	7496
Burleigh Waters	0	564
Burleigh Waters	1	13415
Mermaid Beach - Broadbeach	0	6012
Mermaid Beach - Broadbeach	1	10015
Mermaid Waters	0	738
Mermaid Waters	1	11384
Miami	0	1106
Miami	1	6051
Coolangatta	0	3367
Coolangatta	1	4877
Currumbin - Tugun	0	2033
Currumbin - Tugun	1	9849
Currumbin Waters	0	379
Currumbin Waters	1	8646
Elanora	0	593
Elanora	1	11465
Palm Beach	0	1770
Palm Beach	1	13434
Arundel	0	645
Arundel	1	9443
Biggera Waters	0	1354
Biggera Waters	1	7535
Coombabah	0	702
Coombabah	1	9574
Labrador	0	2671
Labrador	1	15652
Paradise Point - Hollywell	0	505
Paradise Point - Hollywell	1	8803
Runaway Bay	0	559
Runaway Bay	1	8409
Guanaba - Springbrook	0	621
Guanaba - Springbrook	1	3790
Tamborine - Canungra	0	2113
Tamborine - Canungra	1	12844
Currumbin Valley - Tallebudgera	0	556
Currumbin Valley - Tallebudgera	1	6559
Mudgeeraba - Bonogin	0	800
Mudgeeraba - Bonogin	1	17178
Reedy Creek - Andrews	0	238
Reedy Creek - Andrews	1	7632
Carrara	0	698
Carrara	1	11394
Highland Park	0	349
Highland Park	1	7869
Nerang - Mount Nathan	0	1174
Nerang - Mount Nathan	1	19145
Pacific Pines - Gaven	0	888
Pacific Pines - Gaven	1	17267
Worongary - Tallai	0	474
Worongary - Tallai	1	7313
Coomera	0	845
Coomera	1	12318
Helensvale	0	1186
Helensvale	1	15656
Hope Island	0	1363
Hope Island	1	9847
Jacobs Well - Alberton	0	203
Jacobs Well - Alberton	1	3386
Ormeau - Yatala	0	974
Ormeau - Yatala	1	18355
Oxenford - Maudsland	0	750
Oxenford - Maudsland	1	14939
Pimpama	0	965
Pimpama	1	8203
Upper Coomera - Willow Vale	0	1651
Upper Coomera - Willow Vale	1	29158
Clear Island Waters	0	261
Clear Island Waters	1	3822
Merrimac	0	818
Merrimac	1	6184
Robina	0	2053
Robina	1	21084
Varsity Lakes	0	1048
Varsity Lakes	1	13843
Ashmore	0	1019
Ashmore	1	10884
Molendinar	0	275
Molendinar	1	6048
Parkwood	0	544
Parkwood	1	8114
Southport - North	0	3445
Southport - North	1	12359
Southport - South	0	2036
Southport - South	1	15127
Benowa	0	1162
Benowa	1	7858
Bundall	0	246
Bundall	1	4176
Main Beach	0	2488
Main Beach	1	3151
Surfers Paradise	0	12002
Surfers Paradise	1	19070
Darra - Sumner	0	444
Darra - Sumner	1	4413
Durack	0	627
Durack	1	7263
Forest Lake - Doolandella	0	1222
Forest Lake - Doolandella	1	26114
Inala - Richlands	0	1500
Inala - Richlands	1	16448
Oxley (Qld)	0	651
Oxley (Qld)	1	7162
Wacol	0	3302
Wacol	1	2586
Boonah	0	901
Boonah	1	10951
Esk	0	525
Esk	1	4638
Lake Manchester - England Creek	1	3
Lockyer Valley - East	0	1909
Lockyer Valley - East	1	17637
Lowood	0	1178
Lowood	1	12746
Rosewood	0	1344
Rosewood	1	10344
Brassall	0	570
Brassall	1	10175
Bundamba	0	652
Bundamba	1	8065
Churchill - Yamanto	0	288
Churchill - Yamanto	1	6383
Ipswich - Central	0	1448
Ipswich - Central	1	5555
Ipswich - East	0	1257
Ipswich - East	1	16381
Ipswich - North	0	194
Ipswich - North	1	4321
Karalee - Barellan Point	0	189
Karalee - Barellan Point	1	5208
Karana Downs	0	136
Karana Downs	1	5831
Leichhardt - One Mile	0	656
Leichhardt - One Mile	1	6924
North Ipswich - Tivoli	0	541
North Ipswich - Tivoli	1	5824
Raceview	0	716
Raceview	1	14254
Ripley	0	241
Ripley	1	4308
Riverview	0	457
Riverview	1	2583
Bellbird Park - Brookwater	0	614
Bellbird Park - Brookwater	1	12993
Camira - Gailes	0	533
Camira - Gailes	1	8595
Collingwood Park - Redbank	0	389
Collingwood Park - Redbank	1	8011
Goodna	0	911
Goodna	1	9958
Redbank Plains	0	1122
Redbank Plains	1	17979
Springfield	0	239
Springfield	1	6467
Springfield Lakes	0	688
Springfield Lakes	1	14533
Beaudesert	0	1326
Beaudesert	1	12530
Beenleigh	0	588
Beenleigh	1	7583
Eagleby	0	826
Eagleby	1	12373
Edens Landing - Holmview	0	361
Edens Landing - Holmview	1	7029
Mount Warren Park	0	283
Mount Warren Park	1	5406
Wolffdene - Bahrs Scrub	0	202
Wolffdene - Bahrs Scrub	1	5801
Boronia Heights - Park Ridge	0	780
Boronia Heights - Park Ridge	1	11305
Browns Plains	0	570
Browns Plains	1	6773
Chambers Flat - Logan Reserve	0	295
Chambers Flat - Logan Reserve	1	4661
Crestmead	0	837
Crestmead	1	11061
Hillcrest	0	354
Hillcrest	1	7736
Marsden	0	1350
Marsden	1	12951
Munruben - Park Ridge South	0	107
Munruben - Park Ridge South	1	4394
Regents Park - Heritage Park	0	584
Regents Park - Heritage Park	1	15275
Greenbank	0	481
Greenbank	1	12189
Jimboomba	0	1390
Jimboomba	1	24026
Logan Village	0	387
Logan Village	1	6468
Bethania - Waterford	0	1081
Bethania - Waterford	1	9686
Cornubia - Carbrook	0	331
Cornubia - Carbrook	1	7945
Loganholme - Tanah Merah	0	523
Loganholme - Tanah Merah	1	10473
Loganlea	0	1016
Loganlea	1	9477
Shailer Park	0	334
Shailer Park	1	11072
Waterford West	0	441
Waterford West	1	6710
Daisy Hill	0	221
Daisy Hill	1	6309
Kingston (Qld.)	0	932
Kingston (Qld.)	1	9466
Logan Central	0	316
Logan Central	1	5760
Rochedale South - Priestdale	0	433
Rochedale South - Priestdale	1	14775
Slacks Creek	0	651
Slacks Creek	1	9700
Springwood	0	595
Springwood	1	8679
Underwood	0	239
Underwood	1	6044
Woodridge	0	818
Woodridge	1	11605
Bowen	0	2157
Bowen	1	7938
Broadsound - Nebo	0	7308
Broadsound - Nebo	1	6318
Clermont	0	960
Clermont	1	3105
Collinsville	0	881
Collinsville	1	2838
Moranbah	0	4768
Moranbah	1	7298
Andergrove - Beaconsfield	0	709
Andergrove - Beaconsfield	1	13654
East Mackay	0	469
East Mackay	1	3070
Eimeo - Rural View	0	724
Eimeo - Rural View	1	10990
Eungella Hinterland	0	3
Eungella Hinterland	1	19
Mackay	0	973
Mackay	1	2862
Mackay Harbour	0	172
Mackay Harbour	1	407
Mount Pleasant - Glenella	0	478
Mount Pleasant - Glenella	1	9742
North Mackay	0	746
North Mackay	1	5229
Ooralea - Bakers Creek	0	437
Ooralea - Bakers Creek	1	4417
Pioneer Valley	0	665
Pioneer Valley	1	7317
Sarina	0	1238
Sarina	1	10172
Seaforth - Calen	0	964
Seaforth - Calen	1	7301
Shoal Point - Bucasia	0	312
Shoal Point - Bucasia	1	5217
Slade Point	0	111
Slade Point	1	3089
South Mackay	0	361
South Mackay	1	6129
Walkerston - Eton	0	466
Walkerston - Eton	1	7510
West Mackay	0	1132
West Mackay	1	5163
Airlie - Whitsundays	0	8181
Airlie - Whitsundays	1	9076
Proserpine	0	1174
Proserpine	1	7414
Beachmere - Sandstone Point	0	945
Beachmere - Sandstone Point	1	13723
Bribie Island	0	1437
Bribie Island	1	16768
Burpengary - East	0	114
Burpengary - East	1	3815
Caboolture	0	2510
Caboolture	1	24207
Caboolture - South	0	1175
Caboolture - South	1	19097
Elimbah	0	211
Elimbah	1	3733
Morayfield - East	0	356
Morayfield - East	1	7998
Wamuran	0	288
Wamuran	1	3568
Kilcoy	0	490
Kilcoy	1	4906
Woodford - D'Aguilar	0	1689
Woodford - D'Aguilar	1	6168
Burpengary	0	581
Burpengary	1	13199
Deception Bay	0	1454
Deception Bay	1	20671
Morayfield	0	172
Morayfield	1	4572
Narangba	0	526
Narangba	1	17685
Upper Caboolture	0	133
Upper Caboolture	1	2849
Clontarf	0	546
Clontarf	1	7582
Margate - Woody Point	0	543
Margate - Woody Point	1	11085
Redcliffe	0	1141
Redcliffe	1	9205
Rothwell - Kippa-Ring	0	1349
Rothwell - Kippa-Ring	1	15619
Scarborough - Newport - Moreton Island	0	1346
Scarborough - Newport - Moreton Island	1	11096
Albany Creek	0	386
Albany Creek	1	15181
Cashmere	0	310
Cashmere	1	18156
Dayboro	0	507
Dayboro	1	7858
Eatons Hill	0	150
Eatons Hill	1	7652
The Hills District	0	527
The Hills District	1	22377
Samford Valley	0	476
Samford Valley	1	10987
Dakabin - Kallangur	0	1233
Dakabin - Kallangur	1	22457
Murrumba Downs - Griffin	0	784
Murrumba Downs - Griffin	1	16396
North Lakes - Mango Hill	0	1226
North Lakes - Mango Hill	1	28303
Bray Park	0	435
Bray Park	1	9665
Lawnton	0	334
Lawnton	1	5578
Petrie	0	295
Petrie	1	8217
Strathpine - Brendale	0	508
Strathpine - Brendale	1	11586
Aurukun	0	102
Aurukun	1	1183
Cape York	0	3261
Cape York	1	6371
Croydon - Etheridge	0	684
Croydon - Etheridge	1	925
Kowanyama - Pormpuraaw	0	160
Kowanyama - Pormpuraaw	1	1581
Northern Peninsula	0	561
Northern Peninsula	1	2663
Tablelands	0	1779
Tablelands	1	4422
Torres	0	752
Torres	1	3105
Torres Strait Islands	0	358
Torres Strait Islands	1	4109
Weipa	0	1077
Weipa	1	3311
Carpentaria	0	1978
Carpentaria	1	4500
Mount Isa	0	2820
Mount Isa	1	15914
Mount Isa Region	0	2629
Mount Isa Region	1	2578
Northern Highlands	0	1373
Northern Highlands	1	2725
Barcaldine - Blackall	0	999
Barcaldine - Blackall	1	4231
Charleville	0	737
Charleville	1	3856
Far Central West	0	1215
Far Central West	1	1769
Far South West	0	808
Far South West	1	2457
Longreach	0	1469
Longreach	1	3116
Buderim - North	0	913
Buderim - North	1	15296
Buderim - South	0	765
Buderim - South	1	15327
Mountain Creek	0	427
Mountain Creek	1	10657
Sippy Downs	0	1188
Sippy Downs	1	8981
Aroona - Currimundi	0	380
Aroona - Currimundi	1	9467
Buddina - Minyama	0	307
Buddina - Minyama	1	6015
Caloundra - Kings Beach	0	2266
Caloundra - Kings Beach	1	5647
Caloundra - West	0	876
Caloundra - West	1	19073
Golden Beach - Pelican Waters	0	1220
Golden Beach - Pelican Waters	1	11078
Moffat Beach - Battery Hill	0	764
Moffat Beach - Battery Hill	1	7268
Parrearra - Warana	0	551
Parrearra - Warana	1	8747
Wurtulla - Birtinya	0	624
Wurtulla - Birtinya	1	7370
Coolum Beach	0	2105
Coolum Beach	1	13231
Marcoola - Mudjimba	0	1132
Marcoola - Mudjimba	1	10204
Maroochydore - Kuluin	0	3549
Maroochydore - Kuluin	1	17145
Mooloolaba - Alexandra Headland	0	4135
Mooloolaba - Alexandra Headland	1	9961
Noosa Heads	0	3116
Noosa Heads	1	3916
Noosaville	0	2465
Noosaville	1	7952
Sunshine Beach	0	596
Sunshine Beach	1	6015
Tewantin	0	1093
Tewantin	1	9459
Peregian Beach - Marcus Beach	0	379
Peregian Beach - Marcus Beach	1	3475
Peregian Springs	0	607
Peregian Springs	1	6518
Beerwah	0	509
Beerwah	1	7617
Caloundra Hinterland	0	731
Caloundra Hinterland	1	7827
Glass House Mountains	0	304
Glass House Mountains	1	5467
Landsborough	0	592
Landsborough	1	9486
Maroochy Hinterland	0	530
Maroochy Hinterland	1	5732
Palmwoods	0	665
Palmwoods	1	9894
Bli Bli	0	416
Bli Bli	1	7766
Diddillibah - Rosemount	0	383
Diddillibah - Rosemount	1	3459
Eumundi - Yandina	0	578
Eumundi - Yandina	1	9777
Nambour	0	1884
Nambour	1	18253
Noosa Hinterland	0	1473
Noosa Hinterland	1	20200
Cambooya - Wyreema	0	429
Cambooya - Wyreema	1	6349
Darling Heights	0	1664
Darling Heights	1	12105
Drayton - Harristown	0	937
Drayton - Harristown	1	9062
Gatton	0	901
Gatton	1	6560
Gowrie (Qld)	0	240
Gowrie (Qld)	1	6048
Highfields	0	539
Highfields	1	12289
Lockyer Valley - West	0	728
Lockyer Valley - West	1	10407
Middle Ridge	0	518
Middle Ridge	1	6415
Newtown (Qld)	0	851
Newtown (Qld)	1	8648
North Toowoomba - Harlaxton	0	570
North Toowoomba - Harlaxton	1	5127
Rangeville	0	468
Rangeville	1	7672
Toowoomba - Central	0	1876
Toowoomba - Central	1	11891
Toowoomba - East	0	1674
Toowoomba - East	1	8692
Toowoomba - West	0	769
Toowoomba - West	1	11985
Wilsonton	0	1021
Wilsonton	1	12178
Ayr	0	867
Ayr	1	8316
Burdekin	0	894
Burdekin	1	7268
Charters Towers	0	1873
Charters Towers	1	6723
Dalrymple	0	904
Dalrymple	1	3272
Ingham	0	641
Ingham	1	3917
Ingham Region	0	1091
Ingham Region	1	5830
Palm Island	0	159
Palm Island	1	2349
Aitkenvale	0	401
Aitkenvale	1	4509
Annandale	0	2114
Annandale	1	7969
Belgian Gardens - Pallarenda	0	698
Belgian Gardens - Pallarenda	1	2842
Bohle Plains	0	278
Bohle Plains	1	6800
Condon - Rasmussen	0	809
Condon - Rasmussen	1	9685
Cranbrook	0	326
Cranbrook	1	5502
Deeragun	0	1107
Deeragun	1	20694
Douglas	0	2214
Douglas	1	6303
Garbutt - West End	0	1221
Garbutt - West End	1	5429
Gulliver - Currajong - Vincent	0	453
Gulliver - Currajong - Vincent	1	7278
Heatley	0	211
Heatley	1	3771
Hermit Park - Rosslea	0	564
Hermit Park - Rosslea	1	4636
Hyde Park - Pimlico	0	547
Hyde Park - Pimlico	1	4212
Kelso	0	688
Kelso	1	9694
Kirwan - East	0	498
Kirwan - East	1	7198
Kirwan - West	0	794
Kirwan - West	1	14472
Magnetic Island	0	1093
Magnetic Island	1	2010
Mount Louisa	0	580
Mount Louisa	1	8615
Mundingburra	0	470
Mundingburra	1	3101
Northern Beaches	0	1040
Northern Beaches	1	5759
Oonoonba	0	446
Oonoonba	1	6065
South Townsville - Railway Estate	0	1190
South Townsville - Railway Estate	1	4503
Townsville - South	0	348
Townsville - South	1	3963
Townsville City - North Ward	0	3158
Townsville City - North Ward	1	7248
Wulguru - Roseneath	0	1388
Wulguru - Roseneath	1	4740
Ashfield - Kepnock	0	289
Ashfield - Kepnock	1	4831
Bargara - Burnett Heads	0	1782
Bargara - Burnett Heads	1	15573
Branyan - Kensington	0	221
Branyan - Kensington	1	4363
Bundaberg	0	1286
Bundaberg	1	5289
Bundaberg East - Kalkie	0	413
Bundaberg East - Kalkie	1	5012
Bundaberg North - Gooburrum	0	799
Bundaberg North - Gooburrum	1	6420
