STE_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Australian Capital Territory	MYS	1946	11
Australian Capital Territory	MYS	1955	12
Australian Capital Territory	MYS	1965	120
Australian Capital Territory	MYS	1975	310
Australian Capital Territory	MYS	1985	376
Australian Capital Territory	MYS	1995	419
Australian Capital Territory	MYS	2005	296
Australian Capital Territory	MYS	2010	237
Australian Capital Territory	MYS	2011	64
Australian Capital Territory	MYS	2012	91
Australian Capital Territory	MYS	2013	76
Australian Capital Territory	MYS	2014	116
Australian Capital Territory	MYS	2015	137
Australian Capital Territory	MYS	2016	113
Australian Capital Territory	NLD		15
Australian Capital Territory	NLD	1955	335
Australian Capital Territory	NLD	1965	269
Australian Capital Territory	NLD	1975	103
Australian Capital Territory	NLD	1985	77
Australian Capital Territory	NLD	1995	45
Australian Capital Territory	NLD	2005	60
Australian Capital Territory	NLD	2010	63
Australian Capital Territory	NLD	2011	16
Australian Capital Territory	NLD	2012	14
Australian Capital Territory	NLD	2013	13
Australian Capital Territory	NLD	2014	7
Australian Capital Territory	NLD	2015	18
Australian Capital Territory	NLD	2016	10
Australian Capital Territory	NZL		163
Australian Capital Territory	NZL	1946	25
Australian Capital Territory	NZL	1955	54
Australian Capital Territory	NZL	1965	174
Australian Capital Territory	NZL	1975	526
Australian Capital Territory	NZL	1985	796
Australian Capital Territory	NZL	1995	781
Australian Capital Territory	NZL	2005	913
Australian Capital Territory	NZL	2010	461
Australian Capital Territory	NZL	2011	189
Australian Capital Territory	NZL	2012	188
Australian Capital Territory	NZL	2013	168
Australian Capital Territory	NZL	2014	116
Australian Capital Territory	NZL	2015	128
Australian Capital Territory	NZL	2016	64
Australian Capital Territory	PAK		44
Australian Capital Territory	PAK	1955	4
Australian Capital Territory	PAK	1965	3
Australian Capital Territory	PAK	1975	17
Australian Capital Territory	PAK	1985	25
Australian Capital Territory	PAK	1995	123
Australian Capital Territory	PAK	2005	419
Australian Capital Territory	PAK	2010	468
Australian Capital Territory	PAK	2011	109
Australian Capital Territory	PAK	2012	151
Australian Capital Territory	PAK	2013	189
Australian Capital Territory	PAK	2014	178
Australian Capital Territory	PAK	2015	191
Australian Capital Territory	PAK	2016	90
Australian Capital Territory	PHL		88
Australian Capital Territory	PHL	1955	3
Australian Capital Territory	PHL	1965	20
Australian Capital Territory	PHL	1975	101
Australian Capital Territory	PHL	1985	300
Australian Capital Territory	PHL	1995	652
Australian Capital Territory	PHL	2005	560
Australian Capital Territory	PHL	2010	754
Australian Capital Territory	PHL	2011	205
Australian Capital Territory	PHL	2012	229
Australian Capital Territory	PHL	2013	221
Australian Capital Territory	PHL	2014	267
Australian Capital Territory	PHL	2015	242
Australian Capital Territory	PHL	2016	154
Australian Capital Territory	POL		23
Australian Capital Territory	POL	1955	80
Australian Capital Territory	POL	1965	88
Australian Capital Territory	POL	1975	52
Australian Capital Territory	POL	1985	268
Australian Capital Territory	POL	1995	256
Australian Capital Territory	POL	2005	67
Australian Capital Territory	POL	2010	52
Australian Capital Territory	POL	2011	3
Australian Capital Territory	POL	2012	15
Australian Capital Territory	POL	2013	6
Australian Capital Territory	POL	2014	13
Australian Capital Territory	POL	2015	6
Australian Capital Territory	POL	2016	3
Australian Capital Territory	SGP		21
Australian Capital Territory	SGP	1946	7
Australian Capital Territory	SGP	1955	6
Australian Capital Territory	SGP	1965	46
Australian Capital Territory	SGP	1975	134
Australian Capital Territory	SGP	1985	97
Australian Capital Territory	SGP	1995	125
Australian Capital Territory	SGP	2005	182
Australian Capital Territory	SGP	2010	115
Australian Capital Territory	SGP	2011	26
Australian Capital Territory	SGP	2012	32
Australian Capital Territory	SGP	2013	42
Australian Capital Territory	SGP	2014	35
Australian Capital Territory	SGP	2015	87
Australian Capital Territory	SGP	2016	76
Australian Capital Territory	THA		47
Australian Capital Territory	THA	1965	8
Australian Capital Territory	THA	1975	43
Australian Capital Territory	THA	1985	118
Australian Capital Territory	THA	1995	169
Australian Capital Territory	THA	2005	280
Australian Capital Territory	THA	2010	287
Australian Capital Territory	THA	2011	48
Australian Capital Territory	THA	2012	58
Australian Capital Territory	THA	2013	77
Australian Capital Territory	THA	2014	66
Australian Capital Territory	THA	2015	79
Australian Capital Territory	THA	2016	27
Australian Capital Territory	TUR		6
Australian Capital Territory	TUR	1955	3
Australian Capital Territory	TUR	1965	8
Australian Capital Territory	TUR	1975	29
Australian Capital Territory	TUR	1985	29
Australian Capital Territory	TUR	1995	33
Australian Capital Territory	TUR	2005	53
Australian Capital Territory	TUR	2010	41
Australian Capital Territory	TUR	2011	3
Australian Capital Territory	TUR	2012	11
Australian Capital Territory	TUR	2013	10
Australian Capital Territory	TUR	2014	3
Australian Capital Territory	TUR	2015	6
Australian Capital Territory	TUR	2016	5
Australian Capital Territory	USA		64
Australian Capital Territory	USA	1946	7
Australian Capital Territory	USA	1955	21
Australian Capital Territory	USA	1965	60
Australian Capital Territory	USA	1975	325
Australian Capital Territory	USA	1985	288
Australian Capital Territory	USA	1995	354
Australian Capital Territory	USA	2005	478
Australian Capital Territory	USA	2010	348
Australian Capital Territory	USA	2011	139
Australian Capital Territory	USA	2012	117
Australian Capital Territory	USA	2013	113
Australian Capital Territory	USA	2014	160
Australian Capital Territory	USA	2015	168
Australian Capital Territory	USA	2016	131
Australian Capital Territory	VNM		79
Australian Capital Territory	VNM	1955	5
Australian Capital Territory	VNM	1965	4
Australian Capital Territory	VNM	1975	93
Australian Capital Territory	VNM	1985	928
Australian Capital Territory	VNM	1995	809
Australian Capital Territory	VNM	2005	376
Australian Capital Territory	VNM	2010	448
Australian Capital Territory	VNM	2011	85
Australian Capital Territory	VNM	2012	88
Australian Capital Territory	VNM	2013	95
Australian Capital Territory	VNM	2014	127
Australian Capital Territory	VNM	2015	105
Australian Capital Territory	VNM	2016	84
Australian Capital Territory	ZAF		29
Australian Capital Territory	ZAF	1946	3
Australian Capital Territory	ZAF	1955	18
Australian Capital Territory	ZAF	1965	57
Australian Capital Territory	ZAF	1975	99
Australian Capital Territory	ZAF	1985	181
Australian Capital Territory	ZAF	1995	202
Australian Capital Territory	ZAF	2005	512
Australian Capital Territory	ZAF	2010	392
Australian Capital Territory	ZAF	2011	127
Australian Capital Territory	ZAF	2012	112
Australian Capital Territory	ZAF	2013	77
Australian Capital Territory	ZAF	2014	89
Australian Capital Territory	ZAF	2015	81
Australian Capital Territory	ZAF	2016	28
Australian Capital Territory	ZWE		7
Australian Capital Territory	ZWE	1965	18
Australian Capital Territory	ZWE	1975	13
Australian Capital Territory	ZWE	1985	61
Australian Capital Territory	ZWE	1995	42
Australian Capital Territory	ZWE	2005	147
Australian Capital Territory	ZWE	2010	222
Australian Capital Territory	ZWE	2011	32
Australian Capital Territory	ZWE	2012	16
Australian Capital Territory	ZWE	2013	12
Australian Capital Territory	ZWE	2014	24
Australian Capital Territory	ZWE	2015	21
Australian Capital Territory	ZWE	2016	5
Other Territories			73
Other Territories		1965	7
Other Territories		1975	3
Other Territories		1985	12
Other Territories		2005	13
Other Territories		2010	14
Other Territories		2013	3
Other Territories		2015	5
Other Territories		2016	5
Other Territories	CHN		7
Other Territories	CHN	1985	3
Other Territories	CHN	2005	3
Other Territories	CHN	2013	3
Other Territories	CHN	2014	3
Other Territories	CHN	2015	3
Other Territories	DEU	1965	3
Other Territories	DEU	1975	4
Other Territories	FJI		7
Other Territories	FJI	2005	5
Other Territories	FJI	2010	24
Other Territories	FJI	2014	5
Other Territories	FJI	2015	3
Other Territories	FJI	2016	5
Other Territories	GBR		23
Other Territories	GBR	1955	6
Other Territories	GBR	1965	15
Other Territories	GBR	1975	22
Other Territories	GBR	1985	22
Other Territories	GBR	1995	10
Other Territories	GBR	2005	17
Other Territories	GBR	2010	9
Other Territories	GBR	2011	3
Other Territories	GBR	2012	3
Other Territories	GBR	2014	6
Other Territories	GBR	2016	5
Other Territories	HKG	1985	3
Other Territories	HKG	1995	3
Other Territories	HKG	2005	4
Other Territories	IDN	1985	4
Other Territories	IDN	2005	3
Other Territories	IND		11
Other Territories	IND	1965	3
Other Territories	IRL	1975	3
Other Territories	IRN		29
Other Territories	IRQ		15
Other Territories	ITA		3
Other Territories	KOR		3
Other Territories	LBN		5
Other Territories	LKA		3
Other Territories	MKD		7
Other Territories	MLT		3
Other Territories	MYS		20
Other Territories	MYS	1965	3
Other Territories	MYS	1975	50
Other Territories	MYS	1985	149
Other Territories	MYS	1995	79
Other Territories	MYS	2005	27
Other Territories	MYS	2010	37
Other Territories	MYS	2011	8
Other Territories	MYS	2012	7
Other Territories	MYS	2013	4
Other Territories	MYS	2014	3
Other Territories	MYS	2016	9
Other Territories	NZL		77
Other Territories	NZL	1955	11
Other Territories	NZL	1965	20
Other Territories	NZL	1975	54
Other Territories	NZL	1985	57
Other Territories	NZL	1995	45
Other Territories	NZL	2005	49
Other Territories	NZL	2010	25
Other Territories	NZL	2011	3
Other Territories	NZL	2012	3
Other Territories	NZL	2013	3
Other Territories	NZL	2014	4
Other Territories	NZL	2015	10
Other Territories	NZL	2016	10
Other Territories	PAK		10
Other Territories	PHL		10
Other Territories	PHL	1975	3
Other Territories	PHL	1995	3
Other Territories	PHL	2010	19
Other Territories	PHL	2011	3
Other Territories	PHL	2012	6
Other Territories	PHL	2013	4
Other Territories	PHL	2014	9
Other Territories	PHL	2015	8
Other Territories	PHL	2016	5
Other Territories	SGP		5
Other Territories	SGP	1965	4
Other Territories	SGP	1975	10
Other Territories	SGP	1985	23
Other Territories	SGP	1995	3
Other Territories	SGP	2005	3
Other Territories	THA		3
Other Territories	THA	2005	8
Other Territories	THA	2010	3
Other Territories	THA	2011	3
Other Territories	THA	2014	5
Other Territories	USA		3
Other Territories	USA	2010	3
Other Territories	USA	2014	4
Other Territories	VNM		25
Other Territories	VNM	1985	7
Other Territories	VNM	2015	3
Other Territories	ZAF		3
Other Territories	ZAF	1995	7
Other Territories	ZAF	2010	12
Other Territories	ZAF	2012	3
Other Territories	ZAF	2014	3
Other Territories	ZWE	1985	3
