LGA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
LGA36720,0,0,0,21,40,4527,254,142,18,13,13,9,13,3,175,5176,1241,49,29,4,0,7,0,3,0,175,1515,231,5,3,0,0,0,0,0,0,32,270,42,3,3,0,0,0,0,0,0,8,58,3,0,0,0,0,0,0,0,0,3,5,278,10,4,0,0,0,0,3,0,44,333,13,0,0,0,0,0,0,0,0,18,27,1530,59,34,7,3,7,0,6,0,240,1875,26818,5510,7044,1148,1155,1008,804,820,415,1324,46039,3717,1101,2336,382,506,506,582,603,354,300,10383,213,61,110,28,39,49,76,113,99,114,891,35,13,13,0,5,4,3,0,0,13,93,3966,1175,2455,406,550,563,656,724,452,430,11370,64,9,7,3,3,0,0,0,0,67,151,30848,6688,9502,1553,1710,1569,1462,1538,870,1818,57556
LGA36820,0,0,0,0,3,399,3,6,0,0,0,0,3,0,13,426,79,0,0,0,0,0,0,0,0,10,85,27,0,0,0,0,0,0,0,0,0,32,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,13,122,1881,155,152,16,15,16,7,33,28,95,2404,318,50,78,24,14,23,20,28,22,23,601,41,0,8,0,5,3,0,5,9,20,87,8,0,0,0,3,0,0,0,0,5,19,365,49,86,24,25,27,19,38,28,44,704,7,0,0,0,0,0,0,0,0,6,15,2249,201,234,39,44,38,34,72,55,149,3121
LGA36910,0,0,0,0,6,1008,41,27,11,3,7,0,3,0,38,1129,274,11,10,0,0,0,0,0,0,22,316,43,3,0,0,0,0,0,0,0,12,60,8,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,57,7,0,0,0,0,0,0,0,11,75,3,0,0,0,0,0,0,0,0,11,8,329,11,12,0,0,0,0,0,0,43,403,6580,1062,1166,228,235,222,177,152,85,310,10213,1136,903,2178,366,491,660,527,577,363,182,7381,97,82,222,45,69,100,130,158,125,80,1109,14,8,14,3,5,3,3,7,0,5,61,1247,989,2413,415,567,763,655,739,496,267,8549,18,3,4,0,0,0,0,3,0,11,40,7844,2051,3578,643,804,984,836,897,578,591,18807
LGA36950,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,7,23,0,0,4,3,3,3,7,133,42,9,16,3,0,3,7,5,0,3,94,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,50,10,18,3,0,3,7,5,0,5,100,0,0,0,0,0,0,0,0,0,0,3,129,22,40,5,3,7,4,8,7,17,238
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,0,0,0,0,0,0,3,24,62,4,12,3,8,3,7,0,0,32,120,19,0,0,0,0,0,0,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,74,4,12,3,8,4,7,0,0,40,145,0,0,0,0,0,0,7,3,0,3,14,88,6,17,4,8,3,11,3,0,47,178
LGA37010,0,0,0,6,8,1165,35,21,0,7,0,5,11,3,60,1308,220,4,8,0,0,0,0,0,0,23,256,71,5,0,0,0,0,0,0,0,8,76,33,0,0,0,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,3,3,102,3,0,0,0,0,0,0,0,14,124,0,0,0,0,0,0,0,0,0,0,0,323,12,9,0,0,0,0,0,0,35,384,9446,1671,2200,448,438,331,316,305,200,484,15843,2124,965,2603,496,459,450,476,474,259,198,8503,246,48,161,47,44,100,76,133,77,128,1065,23,10,17,0,3,3,4,6,0,13,86,2393,1025,2782,538,507,550,556,619,339,336,9649,13,6,6,0,0,0,0,3,0,72,96,11852,2701,4982,984,945,888,871,923,545,889,25588
LGA37300,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,27,18,22,8,6,3,10,3,12,251,36,16,55,11,10,4,3,0,4,4,143,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,35,16,55,11,10,4,4,3,4,3,150,0,0,0,0,0,0,0,0,0,0,0,173,44,73,29,22,8,13,11,6,19,398
LGA37310,0,0,0,0,3,91,0,0,0,0,0,0,0,0,11,100,24,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,7,30,815,125,212,49,56,42,20,7,8,77,1417,120,55,287,50,100,100,87,35,33,27,892,8,3,6,3,0,3,3,18,3,14,61,0,0,4,0,0,0,0,0,0,0,4,124,51,301,53,105,104,89,50,39,36,962,7,0,0,0,0,0,0,0,0,0,11,948,174,511,109,162,150,109,62,48,112,2388
LGA37340,0,0,0,0,0,222,6,0,0,0,0,0,0,0,11,240,37,0,0,0,0,0,0,0,0,4,41,7,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,15,3,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,9,62,1950,338,359,114,115,96,132,114,65,154,3426,308,120,278,65,92,95,107,154,66,96,1384,25,10,12,10,8,17,33,74,37,118,348,4,0,0,0,0,0,0,0,0,3,12,339,130,293,72,95,109,143,229,99,221,1739,9,0,0,0,0,0,0,0,3,9,18,2296,466,654,187,213,202,277,341,172,381,5189
LGA37400,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,4,6,0,0,3,0,3,0,0,48,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,38,4,6,0,0,5,0,3,0,0,53
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,14
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7
LGA39499,0,0,0,0,0,71,0,3,0,0,0,0,0,3,3,88,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,1034,135,120,24,31,36,33,173,245,124,1958,144,37,69,16,21,39,84,177,213,74,869,10,4,8,0,5,5,26,54,50,58,224,3,0,0,0,0,0,0,0,5,4,19,152,44,82,19,30,45,115,231,263,139,1112,3,5,0,0,0,0,0,0,7,70,84,1191,182,203,46,56,84,154,401,514,338,3157
LGA39799,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,0,0,0,0,8,22,8,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,23,0,3,3,0,0,0,0,0,9,40
LGA40070,0,0,0,0,4,211,6,8,0,0,0,0,0,0,17,235,45,0,0,0,0,0,0,0,0,18,65,21,0,0,3,0,0,0,0,0,0,23,13,0,3,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,4,33,3,3,3,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,81,8,3,3,0,0,0,0,0,21,112,1378,164,261,64,85,98,89,153,160,96,2555,578,318,849,247,448,637,922,1166,662,244,6071,57,27,81,36,47,81,204,212,152,121,1024,6,3,0,4,7,0,4,5,11,5,51,648,354,937,283,503,715,1129,1389,824,368,7144,3,3,0,0,0,0,0,6,0,56,66,2032,520,1201,341,591,819,1220,1544,987,527,9768
LGA40120,0,0,0,0,0,578,7,3,0,0,0,0,0,0,18,608,134,0,3,0,0,0,0,0,0,16,154,38,0,0,0,0,0,0,0,0,0,38,7,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,179,0,3,0,0,0,0,0,0,19,209,3966,463,399,43,68,60,42,21,19,154,5235,694,149,185,22,30,36,28,31,7,25,1206,34,24,23,0,4,9,0,8,10,13,116,3,0,0,0,0,3,0,0,0,0,9,735,175,206,26,33,42,32,39,22,33,1329,3,4,0,0,0,0,0,0,0,0,14,4701,639,601,65,104,105,75,61,32,191,6583
LGA40220,0,0,0,0,7,659,8,6,3,0,0,0,3,0,32,709,162,0,0,0,0,0,0,0,0,20,184,29,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4,38,3,0,0,0,0,0,0,0,0,0,4,197,0,0,0,0,0,0,0,0,25,224,3031,175,203,21,33,24,25,23,11,166,3709,269,31,47,12,13,11,11,16,0,13,414,12,3,0,0,3,3,0,0,0,4,25,3,0,3,0,0,0,0,0,0,0,10,291,32,49,12,13,11,11,19,6,20,453,14,3,0,0,0,0,0,0,0,4,25,3334,213,251,36,48,36,33,42,15,184,4188
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,8,0,0,6,0,0,0,3,45,9,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,34,8,11,3,0,6,0,3,0,3,65
LGA40310,0,0,0,0,3,299,5,3,0,0,0,0,0,0,5,314,74,0,0,0,0,0,0,0,0,0,80,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,3,94,1875,128,165,28,31,18,15,15,6,68,2352,158,35,51,10,11,22,12,16,12,6,319,7,0,4,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,3,161,35,60,10,10,22,12,13,14,5,341,3,0,0,0,0,0,0,0,0,0,3,2044,155,221,36,45,40,26,30,20,76,2693
LGA40430,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,30,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,168,3,5,0,0,0,0,0,0,3,184,6,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,178,3,7,0,0,0,0,0,0,7,199
LGA40520,0,0,0,0,0,198,0,0,0,0,0,0,0,0,7,204,34,0,0,0,0,0,0,0,0,0,34,23,0,0,0,0,0,0,0,0,0,23,13,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,78,528,27,39,4,3,14,5,10,3,23,657,260,33,76,10,18,23,7,15,12,18,460,78,4,6,0,0,0,0,5,11,9,114,8,0,0,0,0,0,0,0,0,0,7,341,38,83,9,18,23,10,24,14,24,587,3,0,0,0,0,0,0,0,0,0,0,867,72,123,15,22,30,21,32,24,47,1242
LGA40700,0,0,0,0,0,935,20,16,3,0,0,0,0,0,22,998,244,0,0,0,0,0,0,0,0,9,250,136,0,0,0,0,0,0,0,0,4,143,74,4,0,4,0,0,0,0,0,4,81,0,0,0,0,0,0,0,0,0,0,0,210,4,0,4,0,0,0,0,0,4,226,0,0,0,0,0,0,0,0,0,0,7,452,4,3,4,0,0,0,0,0,13,476,3616,494,494,124,152,83,104,83,35,110,5304,2349,753,1418,279,412,420,460,491,252,118,6954,295,69,161,46,54,58,95,114,85,95,1079,12,3,3,3,0,0,0,0,0,0,30,2653,829,1581,330,464,477,561,606,337,225,8056,10,0,0,0,0,3,0,0,0,10,24,6285,1326,2071,461,618,561,667,684,375,340,13389
LGA40910,0,0,0,5,9,1973,18,10,3,5,3,0,3,0,80,2100,245,3,0,0,0,0,0,0,0,21,268,303,0,0,0,0,0,0,0,0,7,315,269,3,0,0,0,0,0,0,0,15,293,7,0,0,0,0,0,0,0,0,0,11,582,3,0,0,0,0,0,0,0,30,619,3,0,0,0,0,0,0,0,0,0,8,829,5,3,0,0,0,0,0,0,53,885,3392,402,434,71,67,84,46,74,43,99,4728,4412,884,2145,422,477,417,446,523,282,187,10198,1041,107,229,68,104,76,101,121,100,121,2075,38,7,13,3,0,0,3,4,3,3,74,5489,999,2389,497,581,490,550,648,384,315,12347,16,0,3,0,0,0,3,0,0,13,32,8894,1398,2822,566,644,581,601,724,431,437,17102
LGA41010,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,11,3,4,7,4,5,3,0,3,148,16,4,16,3,3,4,9,9,4,6,74,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,23,7,18,3,3,4,9,9,4,4,79,0,0,0,0,0,0,0,0,0,0,0,123,21,26,8,9,13,9,12,4,10,226
LGA41060,0,0,0,3,13,3221,32,24,0,0,0,3,3,0,115,3405,370,4,3,0,0,0,0,0,0,21,397,500,4,0,0,0,0,0,0,0,40,542,556,4,3,0,0,0,0,0,0,61,619,6,0,0,0,0,0,0,0,0,0,7,1064,6,3,0,0,0,0,0,0,95,1172,13,0,0,0,0,0,0,0,0,0,13,1440,7,3,0,0,0,0,0,0,121,1583,6802,684,1102,251,259,241,218,174,120,232,10084,7552,1347,3119,524,565,672,645,775,438,396,16040,2687,274,325,86,86,141,164,228,196,261,4446,97,10,22,0,0,0,0,9,3,15,163,10330,1631,3470,605,649,813,810,1016,634,676,20647,36,3,0,0,0,0,0,0,0,14,59,17172,2314,4575,863,910,1053,1032,1198,755,921,30790
LGA41140,0,0,0,0,0,78,0,0,0,0,0,0,0,0,3,85,30,0,0,0,0,0,0,0,0,0,30,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,44,594,33,35,0,16,7,3,0,10,33,728,47,15,18,3,3,13,4,3,3,3,109,3,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,0,7,50,15,18,3,3,13,7,6,8,3,118,0,0,0,0,0,0,0,0,0,0,0,646,48,58,8,21,17,7,6,12,37,851
LGA41190,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,0,3,0,0,0,7,65,4,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,57,5,3,0,3,3,0,0,0,6,83
LGA41330,0,0,0,0,0,60,0,0,0,0,0,0,0,0,6,69,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,120,7,10,0,3,3,5,0,3,5,152,127,8,63,11,22,15,3,4,8,3,262,29,0,0,0,5,0,0,0,0,4,39,5,0,0,0,0,0,0,0,0,0,6,156,15,64,7,23,15,3,4,11,12,306,0,0,0,0,0,0,0,0,0,0,0,274,21,74,10,30,15,8,4,9,18,458
LGA41560,0,0,0,0,0,212,0,0,0,0,0,0,0,0,6,221,44,3,0,0,0,0,0,0,0,0,45,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,0,0,0,0,0,3,53,946,23,29,6,0,3,3,0,0,37,1054,93,16,40,13,6,11,12,11,5,0,204,8,0,5,0,0,4,0,0,0,3,18,3,0,0,0,0,0,0,0,0,0,8,98,12,45,13,7,18,19,11,5,4,232,3,0,0,0,0,0,0,0,0,5,5,1049,36,74,13,10,19,18,8,4,48,1284
LGA41750,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,0,3,0,0,9,57,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,38,0,3,0,0,0,5,0,0,8,63
LGA41830,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,4,3,0,0,3,0,0,13,94,7,3,3,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,79,5,6,4,0,4,3,0,0,11,114
