LGA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA22410,..,10,0,10,0,11,..,10,0,10,0,10,..,13,0,13,0,13,..,3,0,3,0,3,..,14,3,16,0,16,..,3,0,3,0,3,..,4,3,6,0,6,..,41,7,50,0,50,..,14,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,9,0,9,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,12,0,15,0,15,..,34,0,38,0,38,..,4,6,6,0,6,..,72,9,77,0,77,..,11,5,15,0,16,..,0,0,0,0,0,..,13,0,19,0,17,..,3,0,3,0,3,..,10,3,11,0,11,..,76,10,80,0,83,..,398,39,439,6,446,..,56,3,61,1500,1561,17547,451,42,496,1510,19557
LGA22490,..,25,0,26,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,5,0,5,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,11,4,14,0,14,..,66,3,67,3,74,..,10,0,15,0,15,..,3,0,3,0,3,..,5,3,8,8,15,..,23,0,21,0,21,..,0,0,0,0,0,..,10,0,10,0,10,..,13,3,17,0,17,..,0,0,0,0,0,..,21,0,19,0,19,..,6,0,6,0,6,..,6,0,6,0,6,..,4,0,4,0,3,..,0,0,0,0,0,..,17,0,17,0,20,..,27,0,26,4,32,..,0,0,0,0,0,..,25,0,25,0,25,..,8,0,8,0,8,..,6,3,9,0,9,..,107,28,134,0,138,..,579,61,638,12,651,..,44,0,47,1063,1105,19931,623,61,687,1075,21688
LGA22620,..,125,21,147,0,142,..,54,7,59,0,58,..,169,11,179,0,185,..,180,25,198,0,200,..,94,8,107,0,107,..,66,4,68,0,72,..,112,14,125,0,125,..,677,61,738,4,742,..,189,11,200,4,205,..,46,0,44,3,46,..,45,15,59,0,59,..,11,0,11,0,11,..,27,0,27,3,28,..,26,3,31,0,31,..,18,0,18,0,18,..,40,5,52,0,52,..,11,0,10,0,10,..,7,4,12,0,12,..,132,0,130,5,135,..,83,0,83,0,83,..,143,0,140,3,145,..,25,0,25,0,23,..,376,4,386,8,388,..,64,8,73,0,73,..,64,3,68,0,72,..,52,10,58,4,64,..,15,6,20,0,20,..,68,25,96,3,94,..,1131,666,1798,46,1843,..,3968,1044,5011,89,5102,..,285,20,309,7207,7515,97865,4251,1071,5320,7293,110477
LGA22670,..,2840,762,3594,31,3630,..,624,60,682,5,691,..,2324,185,2506,18,2527,..,5209,592,5796,58,5858,..,3226,253,3482,28,3506,..,1241,148,1381,12,1400,..,996,114,1110,7,1117,..,13620,1352,14964,131,15098,..,1838,475,2314,34,2349,..,129,38,163,0,163,..,288,122,414,0,414,..,265,69,335,4,342,..,211,14,229,3,228,..,582,286,865,8,871,..,574,164,738,16,759,..,381,120,500,3,503,..,641,72,717,10,729,..,1608,591,2199,24,2217,..,667,18,688,6,693,..,476,75,556,3,553,..,935,36,971,6,976,..,376,81,453,5,463,..,2452,212,2668,23,2692,..,1188,267,1458,17,1472,..,2576,517,3089,23,3116,..,343,177,514,0,518,..,1192,302,1493,16,1509,..,10748,6226,16975,102,17079,..,18861,8670,27528,400,27930,..,71771,25278,97050,969,98023,..,485,270,752,7924,8674,45355,72265,25547,97804,8889,152050
LGA22750,..,788,135,922,11,940,..,115,10,124,0,124,..,525,20,547,3,545,..,700,68,770,6,778,..,237,17,253,0,253,..,218,21,237,0,237,..,331,14,346,7,354,..,2121,155,2275,18,2297,..,2046,317,2359,49,2409,..,244,17,253,0,256,..,117,32,148,0,148,..,835,197,1034,16,1049,..,214,11,224,3,226,..,342,78,416,3,418,..,412,68,477,4,485,..,204,45,254,0,254,..,34,0,32,0,32,..,622,151,773,16,784,..,415,13,425,0,425,..,231,4,232,0,236,..,500,14,511,3,517,..,150,3,157,3,157,..,1297,32,1331,11,1341,..,477,94,566,7,573,..,184,8,197,0,197,..,222,58,272,3,274,..,255,58,318,3,320,..,513,197,708,9,713,..,3734,1191,4925,106,5036,..,20627,3842,24469,343,24807,..,632,53,687,13775,14462,194156,21256,3898,25150,14115,233429
LGA22830,..,186,27,215,4,220,..,36,3,41,0,44,..,116,6,126,0,124,..,728,149,874,15,888,..,109,10,116,0,122,..,113,9,125,0,125,..,147,22,168,0,168,..,1254,193,1447,23,1470,..,1117,190,1302,16,1326,..,26,6,31,0,38,..,24,7,30,0,30,..,179,22,207,3,210,..,3,0,3,0,3,..,69,20,90,0,90,..,24,3,24,0,24,..,15,0,12,0,12,..,199,14,218,3,217,..,20,11,24,0,24,..,131,10,138,0,139,..,16,3,20,0,25,..,148,5,154,0,153,..,61,13,72,0,72,..,351,33,389,3,391,..,38,7,42,0,42,..,56,4,64,0,64,..,69,21,90,0,91,..,351,133,485,3,490,..,35,20,56,0,54,..,1682,740,2421,55,2477,..,7209,2034,9244,151,9388,..,195,45,239,5173,5412,49039,7401,2081,9479,5323,63837
LGA22910,..,47,9,52,0,50,..,3,0,3,0,3,..,3,0,3,0,3,..,12,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,39,3,37,0,37,..,67,0,66,3,67,..,10,0,12,0,12,..,0,0,0,0,0,..,9,3,15,0,15,..,26,0,26,0,26,..,0,0,0,0,0,..,15,4,18,0,18,..,10,0,6,0,6,..,0,0,0,0,0,..,33,6,41,0,41,..,3,0,3,0,3,..,4,0,4,0,4,..,15,0,15,0,15,..,8,0,8,0,8,..,29,0,29,0,29,..,25,3,26,0,26,..,6,0,6,0,6,..,18,0,15,0,15,..,3,0,3,0,3,..,4,0,4,0,4,..,96,16,108,0,108,..,644,65,707,8,716,..,32,0,34,1348,1381,13232,676,65,741,1355,15330
LGA22980,..,8,3,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,15,0,15,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,12,0,12,0,12,..,3,0,3,0,3,..,10,0,9,0,9,..,3,0,3,0,3,..,23,0,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,110,87,194,0,194,..,207,103,306,5,310,..,4,0,6,372,379,5035,211,103,315,376,5721
LGA23110,..,1918,419,2336,19,2354,..,158,12,165,0,165,..,779,45,819,10,831,..,756,89,843,7,851,..,112,8,123,0,119,..,271,16,288,3,294,..,355,24,385,0,385,..,2433,194,2626,24,2654,..,1958,389,2342,37,2379,..,170,12,185,0,182,..,52,16,73,0,73,..,857,210,1070,10,1076,..,1098,123,1218,11,1237,..,142,25,170,3,168,..,300,60,352,11,366,..,98,13,112,0,112,..,79,5,86,0,86,..,486,116,604,12,611,..,376,16,389,3,394,..,272,17,290,12,303,..,390,18,406,0,409,..,92,3,92,0,92,..,1135,49,1186,16,1196,..,549,67,615,7,621,..,166,16,177,11,185,..,158,40,199,0,199,..,80,10,96,0,96,..,1224,536,1763,20,1775,..,2638,788,3427,64,3492,..,21172,4283,25463,305,25766,..,200,44,246,4539,4785,58235,21378,4332,25708,4843,88778
LGA23190,..,17,0,15,0,15,..,12,0,12,0,12,..,19,3,23,0,23,..,11,0,11,0,11,..,13,0,13,0,11,..,7,0,7,0,9,..,28,3,25,0,25,..,89,7,99,3,100,..,72,4,81,4,85,..,7,0,7,0,7,..,8,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,33,3,35,0,35,..,0,0,0,0,0,..,38,0,33,0,33,..,12,0,13,0,13,..,87,3,87,0,87,..,16,0,19,0,19,..,10,0,10,0,10,..,4,3,7,0,7,..,19,4,27,0,27,..,9,0,9,0,9,..,153,49,201,3,209,..,643,88,729,10,746,..,57,4,65,1011,1073,17827,701,97,795,1020,19642
LGA23270,..,2360,410,2771,38,2805,..,374,28,396,5,398,..,2522,143,2667,24,2686,..,4389,614,4996,55,5053,..,2935,219,3157,24,3175,..,2370,234,2600,29,2630,..,1122,301,1422,11,1434,..,13707,1532,15237,153,15386,..,5007,615,5624,76,5699,..,91,13,105,0,105,..,69,19,91,0,91,..,600,59,662,9,667,..,971,56,1031,14,1042,..,313,135,448,5,455,..,347,40,393,0,395,..,106,19,128,0,128,..,1772,156,1930,33,1962,..,462,82,549,0,548,..,859,26,888,8,895,..,235,15,246,10,254,..,1287,50,1333,9,1348,..,383,28,414,3,420,..,2764,119,2884,30,2913,..,940,164,1105,12,1117,..,567,61,622,4,624,..,235,74,310,0,311,..,10534,2812,13348,135,13485,..,1304,649,1948,18,1966,..,13927,4950,18875,278,19150,..,71792,15751,87541,1013,88555,..,553,227,779,10451,11225,97600,72349,15974,88320,11461,197376
LGA23350,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,9,..,40,0,40,0,39,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,9,0,9,..,3,0,3,0,3,..,9,0,9,0,9,..,12,3,16,0,16,..,0,0,3,0,3,..,28,3,27,0,27,..,15,0,12,0,12,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,3,0,3,..,0,0,0,0,0,..,66,14,79,0,82,..,321,23,349,10,361,..,32,0,33,1086,1123,14477,356,27,383,1101,15952
LGA23430,..,5462,1327,6795,48,6836,..,196,6,206,0,202,..,1248,68,1314,4,1321,..,1158,102,1265,12,1280,..,597,18,618,0,618,..,235,14,253,4,255,..,626,52,671,4,675,..,4051,274,4326,33,4355,..,2011,293,2300,30,2333,..,437,56,493,7,493,..,221,98,317,3,317,..,101,11,117,0,117,..,89,9,100,0,100,..,171,33,202,3,206,..,593,78,675,3,676,..,1580,336,1922,16,1938,..,46,5,52,0,52,..,401,42,440,4,450,..,453,12,464,0,468,..,246,26,270,0,275,..,584,15,602,0,602,..,159,3,168,0,167,..,1439,60,1503,5,1507,..,886,105,987,13,1005,..,639,39,674,5,681,..,266,60,331,3,333,..,558,119,676,7,680,..,1158,397,1557,8,1565,..,4278,837,5111,102,5217,..,32552,6428,38979,376,39352,..,387,61,448,7180,7629,104407,32939,6488,39425,7556,151389
LGA23670,..,1598,189,1784,15,1797,..,146,3,154,0,154,..,1301,48,1341,6,1348,..,697,72,761,0,765,..,1987,76,2066,17,2078,..,176,8,186,3,187,..,1001,60,1063,6,1070,..,5302,270,5573,28,5603,..,1616,171,1781,19,1799,..,174,24,197,0,204,..,497,209,701,9,712,..,108,9,113,4,116,..,78,5,85,0,88,..,561,128,685,9,702,..,531,75,607,3,605,..,222,22,242,5,249,..,41,4,41,0,40,..,246,44,285,4,293,..,447,14,459,3,465,..,544,28,573,3,582,..,591,14,600,8,611,..,230,3,234,0,234,..,1811,58,1874,15,1885,..,659,80,740,8,749,..,1044,47,1093,10,1104,..,245,52,298,0,300,..,142,22,163,0,163,..,889,293,1181,9,1188,..,3349,720,4070,99,4163,..,32559,5891,38449,379,38825,..,359,48,407,5389,5800,109490,32916,5941,38851,5768,154110
LGA23810,..,293,59,350,6,357,..,57,3,61,0,61,..,82,0,85,0,88,..,63,4,64,0,64,..,78,3,79,0,79,..,44,0,43,0,46,..,67,3,78,3,78,..,396,15,407,8,413,..,705,122,825,14,840,..,20,6,29,0,29,..,23,3,25,0,28,..,4,0,7,0,6,..,198,15,217,0,214,..,19,0,18,0,18,..,104,18,117,0,120,..,24,3,25,0,25,..,4,0,4,0,4,..,39,17,50,4,58,..,112,6,118,0,120,..,33,3,32,0,32,..,138,5,137,0,139,..,39,4,43,0,44,..,319,17,338,0,341,..,89,13,104,0,104,..,32,0,35,0,33,..,52,22,70,0,70,..,8,0,11,0,11,..,63,15,77,0,83,..,637,162,796,8,808,..,4108,666,4769,68,4835,..,202,12,217,5611,5824,62594,4310,681,4986,5676,73257
LGA23940,..,10,3,17,0,17,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,34,3,40,0,40,..,3,0,3,0,3,..,21,0,19,0,19,..,8,0,8,0,8,..,60,3,64,0,64,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,43,4,46,0,46,..,197,21,221,0,223,..,17,0,17,783,806,6482,215,21,245,791,7516
LGA24130,..,114,5,123,3,125,..,5,0,5,0,5,..,27,3,27,0,27,..,26,6,29,0,29,..,8,0,8,0,8,..,10,4,8,0,8,..,5,0,5,0,5,..,74,13,88,0,88,..,318,27,336,7,345,..,23,3,29,0,29,..,5,0,5,0,5,..,20,3,31,0,31,..,118,0,116,3,124,..,3,0,3,0,3,..,51,12,61,0,61,..,10,3,9,0,9,..,9,0,9,0,6,..,16,5,25,0,22,..,23,3,26,0,26,..,9,0,9,0,9,..,26,0,31,0,31,..,18,0,18,0,18,..,79,3,81,0,81,..,83,9,98,0,96,..,3,0,3,0,3,..,21,3,25,0,25,..,32,0,31,0,31,..,22,3,22,0,24,..,218,41,258,18,272,..,1798,230,2025,38,2061,..,85,10,94,2927,3018,41018,1883,236,2123,2957,46100
LGA24210,..,5988,991,6987,67,7050,..,87,3,88,0,90,..,733,25,757,5,760,..,407,33,441,0,444,..,269,10,278,3,285,..,341,21,364,3,367,..,312,12,323,0,319,..,2147,102,2248,14,2261,..,4330,501,4831,55,4888,..,236,32,269,3,270,..,646,248,897,14,911,..,477,52,535,10,540,..,126,3,131,0,131,..,1837,321,2157,18,2175,..,178,11,193,4,190,..,153,11,167,0,167,..,4,0,3,0,3,..,150,16,170,3,175,..,103,0,103,0,103,..,380,36,417,0,419,..,156,0,157,0,156,..,155,6,159,0,159,..,797,38,836,3,834,..,365,27,395,3,397,..,342,13,352,5,350,..,100,14,121,3,124,..,193,34,225,0,225,..,588,128,723,0,723,..,1687,319,2004,56,2057,..,40287,8731,49017,386,49408,..,236,54,293,4228,4522,62330,40526,8785,49308,4618,116255
LGA24250,..,18,0,18,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,17,0,14,..,0,0,0,0,0,..,0,0,0,0,4,..,3,0,3,0,3,..,26,4,26,3,28,..,13,0,13,3,13,..,9,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,4,0,4,0,4,..,13,0,13,0,13,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,0,0,3,0,3,..,53,3,55,0,55,..,289,37,330,8,336,..,22,0,22,637,661,7592,314,37,351,643,8584
LGA24330,..,1324,450,1769,9,1782,..,558,79,640,0,638,..,806,55,867,8,870,..,342,26,376,3,379,..,186,10,198,0,198,..,515,65,580,15,596,..,1008,106,1115,3,1117,..,3422,352,3775,29,3807,..,1188,258,1446,17,1465,..,194,37,225,0,225,..,148,60,210,0,210,..,524,190,711,8,718,..,153,16,170,0,170,..,179,41,217,0,217,..,202,38,239,0,239,..,87,10,97,0,97,..,52,3,57,0,58,..,320,80,397,5,406,..,300,13,314,3,315,..,258,33,287,0,290,..,485,18,497,3,496,..,102,15,118,0,118,..,1145,70,1214,8,1219,..,873,178,1050,10,1058,..,270,36,302,0,307,..,195,46,236,3,239,..,290,56,350,7,349,..,6788,2928,9709,62,9768,..,3716,895,4611,101,4712,..,26617,7520,34138,306,34445,..,174,51,224,5578,5800,42041,26791,7570,34364,5878,82288
LGA24410,..,549,56,608,3,613,..,69,0,72,0,72,..,590,36,627,3,631,..,517,57,576,12,589,..,398,20,415,6,424,..,106,8,113,0,113,..,344,30,380,4,383,..,2024,155,2176,19,2201,..,746,72,814,6,825,..,132,21,154,0,157,..,188,93,282,0,282,..,61,6,66,0,66,..,51,3,54,0,54,..,427,116,542,4,540,..,230,35,267,3,268,..,119,18,136,0,136,..,21,0,21,0,21,..,110,22,132,0,132,..,168,4,172,6,177,..,198,15,210,0,214,..,204,7,206,0,206,..,66,0,69,0,69,..,631,28,658,6,662,..,420,49,467,3,467,..,130,8,137,3,142,..,177,20,197,3,200,..,55,9,60,0,60,..,313,115,430,5,433,..,2700,1746,4446,70,4515,..,14521,4035,18561,166,18727,..,237,36,272,4353,4632,87020,14755,4073,18835,4527,110376
LGA24600,..,588,60,644,4,652,..,322,12,332,0,334,..,2202,64,2273,17,2285,..,176,3,182,0,179,..,364,7,375,0,375,..,257,8,269,0,269,..,719,32,754,5,759,..,4047,135,4178,22,4202,..,1524,176,1698,19,1715,..,792,267,1056,15,1074,..,1887,952,2839,20,2862,..,141,10,151,0,152,..,81,10,91,0,90,..,494,33,522,7,529,..,156,12,172,0,169,..,371,25,396,3,394,..,19,0,19,0,19,..,187,17,202,3,204,..,358,3,360,0,365,..,2815,94,2904,21,2927,..,376,5,380,3,388,..,669,14,679,3,684,..,4213,116,4328,25,4356,..,2055,228,2282,18,2293,..,807,29,841,7,845,..,1217,348,1568,10,1577,..,267,44,312,7,318,..,1622,384,2012,17,2026,..,4944,693,5636,91,5727,..,55736,9242,64977,467,65445,..,245,76,319,15187,15506,55010,55978,9320,65293,15657,135959
LGA24650,..,1401,133,1537,14,1549,..,269,15,288,0,291,..,1806,90,1901,13,1919,..,2274,316,2592,19,2612,..,936,58,991,11,1002,..,869,70,942,10,953,..,491,79,563,4,572,..,6650,638,7288,60,7347,..,1855,108,1962,28,1990,..,96,11,103,0,103,..,137,40,177,0,177,..,2064,234,2299,25,2319,..,2350,138,2493,39,2534,..,131,44,176,0,176,..,508,64,574,8,579,..,106,21,125,0,122,..,809,71,882,17,901,..,809,114,930,7,933,..,1449,30,1479,10,1488,..,249,25,268,4,278,..,2022,43,2066,15,2083,..,235,8,245,0,244,..,3943,108,4052,35,4090,..,1641,191,1839,13,1848,..,515,41,561,5,563,..,218,47,262,5,269,..,990,120,1112,4,1118,..,1902,802,2711,24,2733,..,5931,1191,7122,137,7261,..,37840,5274,43111,471,43583,..,457,68,525,8346,8871,82985,38294,5339,43630,8820,135443
LGA24780,..,265,52,317,3,321,..,30,0,30,0,30,..,42,5,44,0,44,..,180,30,207,6,215,..,44,3,49,0,49,..,10,0,11,0,11,..,56,0,57,0,57,..,364,34,401,6,405,..,881,130,1015,19,1032,..,34,17,48,0,48,..,29,32,55,0,55,..,7,0,6,0,6,..,4,0,4,0,4,..,11,13,26,0,30,..,18,0,18,0,18,..,8,0,8,0,8,..,57,8,60,0,60,..,18,0,18,0,18,..,61,0,63,0,63,..,7,0,7,0,7,..,72,5,77,0,77,..,69,43,106,0,111,..,213,43,257,0,259,..,31,3,36,0,36,..,36,11,55,0,51,..,39,13,50,3,46,..,309,134,441,3,448,..,91,91,190,3,188,..,914,317,1233,14,1247,..,3930,1133,5061,59,5125,..,135,10,148,4318,4467,44285,4062,1143,5209,4381,53878
LGA24850,..,121,4,122,0,126,..,7,0,12,0,12,..,97,5,100,0,98,..,148,21,164,0,167,..,62,5,72,0,72,..,37,6,39,0,44,..,13,0,17,0,17,..,365,37,404,3,410,..,360,28,390,0,391,..,36,3,37,0,37,..,19,0,15,0,15,..,98,6,103,0,103,..,110,6,116,0,116,..,3,3,3,0,3,..,41,3,43,0,43,..,11,0,10,0,10,..,43,5,50,0,50,..,9,0,9,0,9,..,53,0,53,0,49,..,16,0,19,0,19,..,83,3,82,0,82,..,36,0,36,0,33,..,181,4,188,3,189,..,81,7,85,0,85,..,32,3,31,0,31,..,43,10,53,0,53,..,78,14,88,0,88,..,21,3,26,0,27,..,378,79,459,10,469,..,2548,370,2920,25,2949,..,89,5,94,3189,3280,34690,2637,377,3014,3211,40918
LGA24900,..,17,3,19,0,19,..,3,0,6,0,6,..,12,0,12,0,12,..,100,14,110,0,112,..,6,0,6,0,6,..,11,6,17,0,17,..,27,0,31,0,31,..,166,24,190,0,190,..,276,43,315,10,318,..,3,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,7,5,9,0,14,..,50,0,50,0,50,..,5,5,8,0,8,..,47,0,47,0,47,..,14,3,15,0,15,..,119,4,127,0,127,..,14,0,17,0,17,..,17,3,18,0,18,..,22,4,21,0,25,..,3,0,3,0,3,..,0,0,0,0,0,..,157,23,183,4,188,..,1127,181,1310,20,1330,..,69,9,79,2143,2220,25558,1205,193,1394,2161,29112
