SA3_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
30403,7,27,41,140,26,28,11,3,0,283,0,3,0,3,6,3,5,3,0,26,0,0,9,17,12,16,0,3,0,64,34,66,188,425,101,62,47,24,6,951,51,87,344,390,141,103,91,68,82,1368,1193,2485,6933,7331,2791,2273,1806,909,574,26301,0,0,0,7,0,0,0,0,0,13,1936,3801,7764,7285,3181,2898,2219,1096,625,30803,8,8,5,87,4,4,0,0,0,128,0,0,0,6,0,0,3,0,0,14,0,0,0,7,0,3,0,0,0,8,3,23,42,121,33,23,5,3,0,252,3,10,11,62,10,0,4,3,0,106,10,65,1217,988,111,59,40,17,3,2523,0,0,0,8,3,4,0,4,0,22,4,9,6,20,3,0,4,3,0,50,26,162,271,408,339,253,216,102,44,1813,0,0,15,38,11,18,16,6,0,95,0,12,32,50,15,8,12,0,0,131,0,10,21,79,49,18,48,13,5,249
30404,0,0,4,11,12,4,3,0,0,39,0,0,0,3,3,0,5,0,3,24,0,0,0,11,19,9,3,0,0,37,5,33,51,256,90,56,43,23,14,574,56,73,108,299,156,112,103,92,87,1084,1671,3300,3093,7256,3489,2663,2116,1176,797,25569,0,0,0,4,0,0,0,0,0,4,3193,6070,5510,10071,4595,3592,2828,1459,814,38127,0,0,3,7,3,0,0,0,0,15,0,0,0,3,0,3,0,0,0,7,0,0,0,0,3,3,0,0,0,7,3,15,18,66,26,14,6,0,0,153,0,0,4,5,8,0,0,0,0,22,4,19,67,112,39,23,14,5,3,287,0,0,0,0,3,4,4,7,3,18,0,7,3,3,0,0,0,0,0,17,29,205,204,529,524,334,272,156,84,2336,0,4,5,27,26,24,9,0,4,96,3,6,0,31,19,11,7,3,3,90,0,11,16,53,30,20,45,21,3,203
30501,7,14,45,136,44,63,32,11,0,345,0,0,3,11,3,8,0,3,3,30,0,0,3,17,8,8,0,0,0,34,28,67,472,1576,135,91,48,37,19,2469,85,130,539,1480,402,360,209,128,178,3508,979,1713,6190,14240,3496,2964,1849,865,670,32966,0,0,5,10,4,0,3,0,0,27,1473,2355,5696,12671,3950,3507,2077,807,417,32939,0,9,3,33,6,3,0,0,0,47,0,0,8,27,10,9,3,3,0,51,0,0,3,3,7,5,0,3,0,24,6,8,55,277,39,35,14,3,4,439,0,0,12,82,12,0,3,0,0,113,12,75,916,896,202,104,73,33,20,2323,0,0,3,21,11,6,8,7,0,48,0,0,5,20,4,5,12,3,0,51,15,61,295,956,451,339,275,100,24,2514,0,6,10,63,26,18,8,3,0,134,4,11,95,280,27,13,6,12,3,443,0,6,42,198,59,21,45,14,11,402
30502,0,0,3,31,14,8,4,3,0,71,0,5,0,13,6,3,6,0,0,37,0,0,9,17,6,3,0,0,0,42,17,30,57,364,75,39,37,15,3,621,72,96,157,539,172,134,73,35,20,1303,1317,2228,2715,7780,2831,1894,1052,501,295,20616,0,0,3,5,3,0,0,0,0,10,2366,3940,4167,9507,3758,2518,1330,628,325,28534,0,3,0,14,0,0,0,0,0,16,0,0,0,12,0,6,5,3,0,34,0,0,0,3,4,0,0,0,0,9,5,9,12,80,25,20,5,3,0,167,0,0,6,20,3,0,0,0,0,31,3,4,29,93,28,12,14,13,9,207,0,0,0,5,0,3,4,0,0,18,0,0,0,3,7,3,6,3,0,17,32,143,130,644,448,202,135,65,22,1820,0,0,10,28,17,10,6,0,0,73,0,7,5,60,13,12,3,0,0,103,0,6,11,70,35,18,29,19,4,182
30503,3,11,12,96,19,12,5,0,3,165,0,3,3,16,12,3,3,0,0,40,0,0,8,34,8,11,3,0,0,69,53,102,204,855,141,86,54,30,12,1531,121,164,502,1251,371,317,208,140,177,3246,2126,4053,7456,15805,5568,3975,2514,1347,867,43701,0,0,8,14,0,0,0,0,0,25,3738,6586,9489,18457,7631,5392,3286,1562,762,56901,8,5,3,110,7,3,0,0,0,134,0,0,0,21,3,3,4,0,0,34,0,0,5,7,7,3,0,0,0,16,8,26,30,215,63,30,12,3,0,396,0,7,6,18,9,8,3,0,0,49,13,40,843,614,90,73,27,23,4,1724,0,0,3,18,12,4,6,9,4,56,7,4,4,25,3,3,4,0,0,52,45,221,298,950,680,376,291,99,52,3003,0,13,18,83,31,31,11,8,0,200,3,13,6,124,30,13,8,0,4,212,3,6,28,114,44,31,48,15,4,302
30504,0,0,13,29,3,0,0,0,0,50,3,0,5,12,9,3,3,0,0,37,0,0,5,26,8,3,0,0,0,47,4,37,98,399,96,47,34,20,8,746,58,118,319,592,197,154,111,56,38,1642,1416,3149,5237,9392,3670,2621,1688,764,411,28347,0,0,4,3,0,0,0,0,0,8,2739,5529,7248,12077,5015,3653,2213,965,440,39879,3,3,4,28,0,3,0,0,0,44,0,0,0,11,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,8,7,12,35,117,36,31,6,0,0,243,0,4,3,42,9,3,6,0,0,66,0,15,539,362,46,32,13,14,4,1032,0,0,0,6,3,0,3,10,0,24,0,0,0,10,4,0,0,0,0,21,28,178,236,651,506,288,251,85,24,2251,0,0,8,37,19,12,8,3,4,88,6,4,28,91,21,7,8,0,4,160,0,3,20,101,44,15,41,7,4,245
30601,0,3,3,17,5,0,0,0,0,29,0,0,5,14,10,6,4,0,0,49,0,0,3,17,9,9,0,0,0,42,0,26,37,214,138,93,59,15,9,596,95,208,206,564,368,271,176,101,45,2031,1552,3690,2945,7674,4477,3434,2030,704,240,26752,0,0,0,0,0,0,0,0,0,0,3002,6372,4663,9562,5131,4266,2406,731,212,36346,0,0,0,10,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,4,0,5,4,5,0,0,0,0,0,15,0,12,27,91,46,38,22,3,0,246,0,0,0,6,5,3,3,0,0,23,6,14,27,99,29,22,10,0,0,215,0,0,0,0,7,6,5,12,0,35,0,0,0,4,3,3,5,3,0,24,15,144,142,637,781,610,560,196,55,3145,0,6,12,26,18,6,5,0,0,74,0,4,10,41,21,9,11,3,0,104,0,8,23,114,85,64,111,58,8,480
30602,3,7,12,67,19,12,3,0,0,126,0,0,0,16,3,6,4,4,3,42,0,7,11,25,17,9,0,0,0,66,9,46,102,541,227,195,126,63,24,1339,290,557,647,1653,707,615,399,252,153,5275,3301,6777,6283,15286,6968,5815,3807,1869,995,51102,0,0,0,4,0,0,0,0,0,4,5970,11526,9411,17913,8721,7454,4867,2153,938,68946,0,0,4,23,3,0,0,0,0,34,0,0,0,10,3,7,8,6,0,28,0,0,3,18,9,4,3,0,0,36,0,0,22,104,55,36,34,12,3,266,0,0,0,12,4,3,5,0,0,29,3,28,58,253,119,65,24,13,3,570,0,0,0,4,11,16,16,21,4,79,0,3,0,11,3,9,3,4,5,35,13,73,166,600,615,546,593,234,91,2942,5,10,21,46,41,21,15,5,0,170,0,8,24,87,26,20,27,4,4,200,3,14,29,110,65,77,145,64,20,526
30603,0,0,0,8,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,14,4,12,25,77,38,36,33,9,13,247,74,170,150,400,255,273,199,102,35,1660,978,2218,1807,3845,2387,2525,1757,926,438,16888,0,0,0,0,0,0,0,0,0,0,1862,4178,3209,5465,3748,3933,2655,1327,484,26858,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,3,3,3,0,0,0,0,0,9,0,0,0,22,7,4,6,0,0,40,0,0,0,3,0,0,0,0,0,7,0,0,0,14,3,0,8,0,5,37,0,0,0,0,0,7,0,8,0,23,0,0,0,0,0,0,0,0,0,3,7,9,42,105,131,167,188,88,20,756,0,0,0,7,10,9,8,0,0,36,0,0,0,11,3,4,9,0,0,25,0,0,8,15,7,23,26,33,3,117
30604,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,7,37,26,15,15,3,0,112,33,70,73,258,127,132,99,45,40,870,282,593,523,1605,906,892,587,234,86,5712,0,0,0,0,0,0,0,0,0,0,517,1074,769,1837,1118,1168,736,271,70,7564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,19,9,3,3,3,0,44,0,0,0,4,0,0,0,0,0,10,0,0,0,15,3,0,0,5,0,21,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,3,0,0,8,3,21,29,142,141,125,111,53,5,618,0,0,0,3,0,3,0,0,0,10,0,0,9,39,4,4,0,3,0,63,0,3,6,32,31,19,23,18,0,127
30605,0,0,0,3,0,0,0,0,0,10,0,0,0,0,6,7,6,0,3,21,0,0,3,6,10,12,3,4,0,39,0,8,14,69,46,59,45,20,18,270,87,212,177,450,316,336,302,178,85,2145,1061,2575,2003,4256,2901,3148,2615,1359,542,20467,0,0,0,0,0,0,0,0,0,0,2007,4740,3401,6110,4061,4346,3471,1588,547,30273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,16,7,13,24,0,0,72,0,0,0,0,0,0,0,0,0,0,0,3,0,17,10,5,3,0,0,45,0,0,0,0,3,12,12,11,3,47,0,0,0,3,0,0,0,0,0,4,3,21,34,124,223,277,377,209,48,1326,0,0,0,11,3,6,4,0,0,22,0,0,12,32,9,6,4,9,0,79,0,3,11,48,41,61,100,73,13,354
30701,0,0,3,5,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,5,0,4,3,12,4,4,3,0,0,23,0,3,9,43,23,15,3,9,0,107,148,274,280,660,379,346,274,161,60,2577,1541,2972,2361,5681,2874,2570,1894,1079,467,21434,0,0,0,0,0,0,0,0,0,0,2872,5481,4085,8642,4697,4313,3175,1729,636,35633,0,0,3,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,25,7,4,0,0,0,38,0,0,0,4,3,0,0,0,0,4,0,0,3,17,10,3,0,0,0,35,0,0,0,0,0,3,0,4,0,10,0,0,0,3,0,0,0,0,0,10,3,12,23,101,79,103,97,45,8,469,0,4,5,0,8,3,3,0,0,22,0,0,0,5,3,0,0,0,0,9,0,0,6,20,8,10,22,13,0,79
30702,0,0,0,4,0,0,0,0,0,10,0,0,0,0,3,0,7,0,0,7,0,0,3,11,9,4,0,3,0,28,3,6,19,57,32,24,21,13,6,173,79,185,162,388,267,259,258,147,103,1850,1348,3004,2348,4704,2795,2667,2214,1200,580,20847,0,0,0,3,0,0,0,0,0,3,2547,5508,4295,7549,4580,4441,3553,1859,707,35041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,13,6,0,3,0,37,0,3,0,3,0,0,0,0,0,6,0,3,4,18,14,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,14,61,104,154,177,101,31,648,0,6,7,7,3,10,3,0,0,39,0,0,0,11,0,3,3,0,0,15,0,0,0,14,15,21,15,15,3,87
30703,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,6,0,0,3,5,7,9,3,0,0,24,0,11,16,48,31,39,33,16,3,188,53,121,111,299,201,262,261,124,80,1518,1124,2511,2043,4121,2701,3086,2665,1424,616,20293,0,0,0,3,0,0,0,0,0,3,2164,4868,3920,6417,4202,4729,4025,2027,725,33080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,10,11,5,0,47,0,0,0,0,5,0,6,0,0,11,0,4,6,29,10,3,4,3,0,59,0,0,0,0,4,7,14,8,5,37,0,0,0,0,0,0,0,0,0,3,3,12,11,73,153,231,338,164,58,1041,0,0,3,17,11,8,0,0,0,38,0,0,0,3,0,4,3,3,0,25,0,0,3,15,20,36,49,19,6,144
30801,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,6,7,20,7,0,0,0,0,34,0,11,7,46,18,16,6,3,0,110,105,204,200,515,278,184,75,45,11,1614,1280,2241,1671,4342,1879,1362,641,257,67,13734,0,0,0,0,0,0,0,0,0,3,2321,3947,2736,6590,2850,2176,1026,401,105,22158,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,16,3,7,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,11,3,28,3,6,0,0,0,51,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,16,66,92,69,70,30,3,361,0,5,4,20,3,3,0,0,0,30,0,0,0,0,3,7,3,0,0,11,0,0,4,14,11,9,12,6,3,55
30803,0,31,19,105,25,8,0,0,0,192,0,0,0,3,5,8,5,4,4,31,0,12,12,42,9,7,5,3,0,84,8,36,50,180,84,55,37,27,11,480,219,402,568,1000,636,605,468,319,161,4378,3704,7605,7484,14383,7919,7186,5109,3142,1441,57970,0,20,19,42,9,3,0,0,0,90,6991,14214,13126,22796,12227,11594,8040,4536,1836,95360,3,15,9,56,20,3,0,0,0,99,0,0,0,6,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,6,7,47,17,27,10,0,3,116,0,0,0,4,0,5,4,0,0,14,3,11,20,106,32,18,7,9,0,204,0,0,0,0,7,0,8,7,0,21,0,3,0,4,3,4,7,0,0,14,9,81,82,282,412,430,457,238,81,2070,0,7,6,58,30,17,8,3,7,130,0,3,3,11,11,9,3,3,0,40,0,9,17,42,43,42,72,48,11,281
30804,0,3,9,28,4,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,3,16,22,5,4,0,0,0,57,35,73,58,166,96,74,57,34,9,610,526,1023,733,1862,971,808,541,338,131,6928,0,0,3,6,0,0,0,0,0,11,966,1872,1330,2969,1596,1444,916,551,190,11836,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,9,6,30,4,0,0,0,3,42,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,12,26,33,31,41,12,6,160,0,6,0,4,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,3,0,15
30805,0,0,0,6,3,3,0,0,0,18,0,0,0,3,0,0,5,0,0,8,0,7,3,17,20,11,0,0,0,64,4,22,17,133,67,47,22,14,10,341,140,265,291,696,370,277,192,99,23,2351,2281,4593,3497,8793,4380,3275,1980,873,325,29989,0,0,0,0,0,0,0,0,0,0,4175,7946,6182,12932,6589,5336,3005,1200,383,47753,0,11,8,31,0,3,0,0,0,53,0,0,0,3,0,0,0,3,0,5,0,0,3,33,21,10,0,0,0,71,0,3,8,26,8,13,0,0,0,66,0,3,0,4,3,0,3,0,0,15,3,18,5,60,27,19,3,4,0,133,0,3,0,3,7,4,0,6,0,30,5,19,0,21,3,0,0,0,0,52,10,54,53,268,364,314,238,127,35,1456,0,11,9,39,26,12,7,0,0,110,0,0,0,11,9,3,11,0,0,40,3,3,5,23,24,23,47,38,3,177
30901,0,5,0,16,10,3,3,0,0,46,0,0,7,9,8,6,11,10,0,53,0,0,0,7,5,4,3,0,0,27,8,33,110,548,101,124,98,76,44,1146,100,169,280,776,340,365,296,205,84,2623,1575,2920,3508,9379,4141,3910,3393,1987,1023,31838,0,0,0,0,0,0,0,0,0,0,2857,5013,5073,11570,4992,4509,3866,2036,970,40890,0,0,0,0,0,0,0,0,0,3,0,0,0,7,13,12,8,4,0,49,0,0,0,3,0,4,0,0,0,12,0,15,26,165,33,37,14,8,0,292,0,0,6,23,7,4,7,3,0,54,4,23,42,135,98,59,43,17,3,422,0,0,0,13,10,13,41,37,11,124,0,0,0,3,3,14,18,15,13,67,17,121,164,621,500,418,522,360,126,2846,0,0,4,33,15,12,7,7,3,77,0,8,8,64,20,15,12,8,3,144,0,4,11,62,35,36,81,62,25,322
30902,0,0,3,7,0,0,0,0,0,14,0,3,0,9,7,0,6,7,0,29,0,0,0,9,3,0,0,0,0,16,3,13,28,219,66,55,38,28,16,472,70,164,183,531,277,336,257,190,114,2135,1367,2813,2846,7054,3807,3815,2911,1727,974,27315,0,0,0,0,0,0,0,0,0,0,2644,5195,4783,9781,5137,5175,3791,2095,1057,39668,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,6,0,26,0,0,0,3,0,0,0,0,0,3,5,11,11,103,23,23,4,4,5,188,0,0,3,13,0,3,3,3,0,20,0,3,19,43,21,8,11,8,9,132,0,0,0,7,8,7,10,4,0,34,0,0,0,3,0,5,16,10,0,39,13,95,110,416,436,339,497,276,148,2324,0,6,6,28,9,13,9,5,0,73,0,5,5,28,8,11,3,5,3,70,0,5,5,35,22,19,53,43,15,205
30903,0,3,7,42,3,11,3,0,0,68,0,5,3,12,8,7,17,3,8,59,0,0,11,26,16,12,3,0,0,65,9,58,93,341,174,151,136,93,25,1081,129,174,317,656,373,351,396,271,189,2851,1609,2979,3792,8303,4675,4758,4629,2591,1245,34584,0,0,10,29,0,0,0,0,0,44,2815,4868,5083,8976,4803,4815,4742,2498,1057,39658,0,6,3,58,18,3,4,0,0,90,0,0,20,80,64,58,26,18,0,261,0,0,0,3,0,0,0,0,0,10,6,0,12,62,18,22,24,6,5,164,0,3,5,14,12,5,17,3,0,53,11,34,220,484,162,87,38,15,5,1062,0,0,0,18,30,27,34,25,7,148,0,4,3,16,15,17,33,10,5,98,18,113,211,501,599,642,893,629,237,3854,3,9,3,34,25,26,17,10,0,121,0,0,0,27,9,12,19,12,7,90,4,3,22,47,44,43,119,86,32,408
30904,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,9,0,0,14,0,0,0,0,6,3,0,0,0,16,5,3,13,49,32,35,25,7,7,166,24,89,91,196,142,161,106,53,11,869,430,1214,860,2104,1585,1496,1131,453,123,9405,0,0,0,0,0,0,0,0,0,0,812,2104,1411,2758,1899,1793,1345,506,129,12755,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,16,13,7,8,0,0,54,0,0,0,3,0,0,0,0,0,4,0,6,3,8,3,3,3,0,0,27,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,4,0,0,4,3,63,60,193,295,260,297,144,37,1340,0,0,5,9,0,0,0,0,0,15,0,0,5,5,8,3,9,0,0,28,0,3,3,19,24,32,43,29,11,167
30905,0,0,3,4,4,4,0,0,0,19,0,0,3,10,15,3,3,4,0,36,0,0,0,17,6,5,0,0,0,27,4,28,16,131,66,61,48,22,11,395,57,116,77,245,135,110,88,52,26,902,1061,2710,1956,4489,2654,2050,1407,560,218,17108,0,0,0,0,0,0,0,0,0,0,1989,4622,3184,5692,3100,2488,1603,603,196,23473,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,17,0,3,0,0,0,0,0,0,0,10,3,8,9,46,26,17,6,0,0,109,0,3,0,12,10,0,5,3,0,27,0,8,13,56,25,13,4,5,0,129,0,0,0,3,5,9,3,3,0,21,0,0,0,4,0,3,7,3,0,16,15,177,169,359,512,328,356,166,63,2150,0,0,0,17,9,4,8,0,0,38,0,3,0,18,11,8,11,0,0,56,0,4,3,23,32,11,54,21,8,156
30906,0,3,3,23,6,0,0,3,0,38,0,3,3,12,10,10,5,9,3,56,0,0,8,11,7,8,0,0,0,42,7,29,36,273,133,140,98,46,30,794,111,221,240,561,294,276,215,165,158,2235,2136,4594,4140,9452,4911,4026,2957,1483,726,34423,0,0,0,5,0,0,0,0,0,13,4084,7821,6404,11619,5570,4456,3195,1423,564,45140,0,4,4,32,7,10,0,0,0,58,0,0,0,21,10,7,3,4,0,49,0,0,0,7,3,4,3,0,0,18,3,9,15,58,28,14,15,6,0,143,0,0,0,11,14,8,3,0,0,32,9,26,33,192,81,48,20,6,3,420,0,0,0,10,21,25,38,26,0,122,0,4,6,4,6,16,7,4,3,43,9,163,239,620,683,604,585,347,145,3397,0,3,8,51,15,23,13,3,0,116,0,4,8,20,15,22,15,4,0,84,0,3,7,58,44,60,93,73,22,350
30907,3,0,3,42,10,5,11,0,0,73,0,15,13,31,22,20,17,11,0,125,0,3,10,65,28,14,9,7,3,146,13,56,94,441,230,198,96,61,26,1228,307,550,509,1331,580,422,330,145,77,4259,4832,9488,7988,18544,8114,5897,4238,1658,716,61474,0,0,0,3,0,0,0,0,0,10,8866,15376,11203,21837,8592,6314,4566,1678,606,79035,0,5,0,17,6,3,0,0,0,24,0,0,3,44,11,13,4,0,0,83,0,4,0,11,16,5,0,0,0,35,7,36,29,115,53,28,22,3,0,292,0,0,0,12,16,8,6,4,0,55,14,32,75,375,115,66,20,10,3,711,0,0,3,33,19,17,22,14,0,109,0,3,0,16,11,20,15,8,0,80,49,566,632,1497,1579,1119,1062,501,152,7147,0,11,24,76,53,32,10,7,3,209,5,3,6,30,23,16,11,5,4,95,0,3,22,87,78,78,158,67,21,519
30908,0,0,3,26,4,4,3,0,0,45,0,3,3,11,5,8,4,5,3,47,0,0,5,16,9,6,3,0,0,49,12,27,79,302,118,88,98,64,31,816,82,167,228,442,188,194,144,169,222,1837,1356,2913,3701,7019,3456,3062,2374,1345,857,26094,0,0,0,8,0,0,0,0,0,10,2425,4633,4802,7384,3228,2855,2268,1231,592,29418,0,0,5,18,0,0,0,0,0,19,0,0,8,27,31,15,9,3,0,82,0,0,0,10,3,4,3,0,0,19,9,25,30,125,26,27,10,5,8,263,0,0,0,9,7,0,5,3,0,28,11,54,307,586,209,107,65,28,8,1370,0,0,3,13,11,14,20,39,6,105,0,0,8,7,15,17,22,14,10,92,15,165,216,494,506,404,447,270,101,2636,0,5,4,41,20,18,3,6,0,94,0,5,3,29,15,16,15,9,0,91,0,3,17,44,28,36,77,50,18,271
30909,0,4,26,56,13,10,4,0,0,113,0,0,0,6,11,9,5,5,3,34,0,0,5,18,6,3,5,0,0,40,10,50,132,363,134,113,103,78,38,1012,98,170,379,625,311,270,227,165,120,2363,1391,2823,4850,8176,3956,3428,2869,1662,1062,30204,0,3,11,12,4,0,0,0,0,31,2447,4552,5681,8116,3997,3614,2924,1593,884,33800,4,4,10,49,8,0,0,0,0,69,0,0,10,58,35,39,24,9,0,169,0,3,5,9,18,0,0,3,0,39,0,4,33,87,26,18,9,3,3,189,0,0,0,20,10,11,8,3,0,52,11,40,742,783,160,112,65,19,10,1942,0,0,11,20,10,24,25,27,6,113,6,4,3,22,7,11,23,19,11,104,12,89,180,397,446,363,465,294,177,2434,0,5,16,34,27,11,11,5,0,113,0,3,28,42,17,11,12,8,3,129,0,4,29,58,38,43,93,53,35,346
