SA3_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
60201,362,324,685,2567,2361,4933,532,568,1106,453,449,898,3557,3384,6933,1477,1428,2906,461,452,914,537,536,1078,2479,2418,4900,276,268,547,177,224,398,203,192,398,221,385,609,9,7,16,888,1074,1966,976,993,1972,455,438,894,72,105,181,286,601,888,6,9,13,1795,2146,3940,81,75,152,120,190,311,0,3,0,201,261,467,2893,3130,6027,12170,12740,24913
60202,71,72,140,770,686,1452,115,111,224,98,96,199,983,892,1871,412,420,834,123,137,255,117,107,222,648,663,1311,76,62,141,17,46,58,53,32,79,56,112,163,3,5,5,202,254,454,40,70,110,19,36,57,6,11,14,40,117,157,0,0,0,112,230,342,20,22,46,16,44,64,4,0,7,42,71,110,919,945,1867,2979,3124,6103
60203,142,115,261,1262,1271,2534,141,134,273,101,77,180,1504,1488,2992,724,648,1375,124,121,246,111,135,249,963,908,1874,102,116,217,10,45,58,77,61,135,65,155,216,0,0,3,254,377,632,56,93,156,32,70,105,9,26,36,54,173,228,3,0,7,155,374,528,25,39,68,23,61,90,5,5,8,56,103,158,1751,1659,3412,4830,5017,9846
60301,29,36,63,397,346,741,84,99,184,20,25,44,504,467,973,218,204,422,106,93,191,24,28,51,349,322,665,35,45,83,3,12,10,22,13,40,26,46,75,3,0,3,98,115,210,19,24,45,3,18,24,3,3,3,13,50,67,0,0,0,39,95,135,11,16,28,16,22,34,0,0,0,27,38,65,533,475,1009,1575,1549,3124
60302,60,67,128,537,494,1034,178,172,349,101,98,196,821,759,1575,370,300,676,106,107,207,70,69,134,546,475,1019,68,59,126,17,22,37,38,25,64,41,91,134,0,3,3,168,200,366,51,66,117,28,64,93,6,8,17,50,124,180,0,3,3,137,272,407,18,23,43,21,45,69,0,0,3,47,76,118,794,770,1560,2570,2609,5179
60303,20,15,39,192,191,384,0,3,3,4,5,9,196,198,394,97,95,186,5,8,16,15,5,22,120,105,221,7,8,13,3,3,5,17,6,19,6,15,24,0,0,0,37,29,69,3,9,12,0,11,10,0,3,4,12,18,27,0,0,0,16,32,51,4,7,10,3,14,14,0,0,0,6,22,29,370,385,750,764,789,1549
60401,175,132,306,1531,1469,2991,367,343,711,148,136,283,2041,1948,3994,947,973,1918,317,337,649,109,112,216,1369,1415,2785,178,206,385,39,85,120,136,83,215,123,177,296,3,3,6,479,551,1028,89,189,270,57,121,177,15,55,73,107,277,385,0,3,3,265,640,906,26,40,61,37,109,146,0,3,5,65,149,209,1775,1919,3696,6171,6758,12927
60402,157,133,288,1506,1449,2963,326,293,623,156,150,307,1992,1900,3891,862,863,1725,264,248,513,113,85,193,1234,1198,2428,171,192,357,35,107,140,126,95,219,114,209,324,7,3,5,457,594,1051,73,126,200,38,97,127,12,23,32,106,194,305,0,0,6,228,439,671,29,44,73,43,93,144,3,4,4,78,145,222,1628,1713,3336,5767,6121,11889
60403,61,68,125,520,477,994,211,189,400,93,84,176,828,747,1579,350,263,620,72,86,157,75,70,143,503,412,916,16,43,63,12,13,23,51,30,75,46,66,106,0,0,0,123,151,271,12,32,47,14,24,38,9,12,14,27,69,95,3,0,3,66,136,197,12,13,28,16,34,51,0,0,0,29,49,74,772,752,1523,2377,2315,4690
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,7
69999,3,3,4,8,12,18,3,0,4,3,0,8,9,17,24,4,6,13,0,3,3,0,3,3,4,12,20,3,9,8,0,0,0,0,4,7,0,0,0,0,0,0,3,9,13,5,8,17,12,3,17,0,0,0,0,6,3,0,0,0,20,21,39,0,0,0,3,3,5,0,0,0,3,3,5,119,61,181,165,121,285
70101,121,129,242,538,494,1026,89,87,176,119,100,220,749,681,1430,373,353,724,56,44,98,93,108,201,513,508,1026,18,10,32,20,46,65,35,35,74,88,150,241,0,0,0,162,244,410,124,137,260,123,204,331,32,75,111,229,391,622,0,4,7,512,811,1326,19,29,53,54,128,178,3,7,9,73,163,240,1851,1421,3276,3983,3961,7938
70102,443,407,851,1674,1570,3244,342,290,639,307,321,632,2322,2187,4509,1144,1048,2190,239,247,484,347,433,782,1730,1720,3455,41,44,82,46,52,100,68,53,126,164,248,414,4,3,7,328,400,729,424,473,898,390,480,870,91,134,233,415,801,1213,7,13,21,1330,1899,3228,65,65,127,128,254,383,3,9,7,192,330,521,2918,2782,5704,9267,9728,18993
70103,122,138,252,653,585,1236,106,87,192,154,143,298,914,817,1725,402,335,733,83,67,152,226,198,421,712,592,1304,13,12,31,8,10,18,73,32,107,69,95,165,7,3,6,174,159,335,55,54,111,26,63,84,22,37,59,49,196,249,0,0,3,153,350,510,11,7,21,33,70,101,3,3,5,51,81,132,3508,1287,4798,5630,3425,9058
70104,338,326,666,1236,1218,2449,252,214,466,300,285,592,1791,1713,3502,602,647,1247,226,237,460,205,212,417,1035,1094,2124,27,21,50,25,31,62,67,63,131,112,231,345,5,6,14,243,353,598,92,163,252,61,165,227,62,93,156,189,421,611,0,3,3,403,846,1251,27,28,53,63,169,225,3,0,3,88,196,285,1549,1539,3088,5446,6064,11514
70201,299,302,596,1191,1149,2342,230,223,451,277,270,545,1693,1647,3340,427,384,805,233,188,424,400,356,753,1057,930,1984,26,14,40,23,23,44,59,39,102,96,213,308,3,5,9,203,298,503,24,68,90,57,111,166,17,50,68,216,482,699,0,5,3,319,712,1029,39,32,71,58,107,164,4,0,4,102,138,245,2938,2537,5472,6614,6561,13171
70202,49,49,96,314,301,620,0,0,0,10,3,15,329,307,638,119,84,206,3,0,3,16,21,32,136,102,243,3,0,3,7,3,8,9,3,8,14,14,28,0,0,0,30,20,55,0,7,7,6,6,11,3,3,6,19,44,58,0,0,0,29,55,84,0,3,3,9,9,26,0,0,3,15,12,30,425,282,704,1014,828,1838
70203,147,159,304,573,524,1097,289,265,554,12,12,31,881,803,1682,275,265,537,143,130,278,34,47,74,448,442,894,3,10,11,5,16,21,4,5,13,16,45,59,0,0,0,26,75,104,0,11,13,16,20,32,3,4,9,32,61,96,0,0,0,53,90,145,17,15,37,14,14,33,3,3,4,33,33,68,1262,1086,2347,2860,2691,5549
70204,163,154,316,723,644,1373,13,14,28,62,86,148,795,746,1544,491,470,965,10,12,16,48,90,139,553,566,1116,6,4,7,7,19,22,6,8,12,23,45,68,0,3,3,36,81,116,0,6,4,4,13,19,3,10,9,41,87,125,0,3,3,51,113,159,3,7,9,8,17,24,0,3,3,5,31,37,942,803,1747,2548,2495,5042
70205,195,186,377,912,815,1726,62,51,119,37,40,76,1007,903,1917,408,396,806,89,66,159,36,49,90,535,509,1048,11,4,13,3,8,10,18,19,35,31,59,98,0,0,0,69,93,162,5,16,22,14,37,52,8,22,31,55,134,187,3,3,3,85,213,300,15,7,22,19,39,54,0,0,0,33,47,80,1789,1574,3361,3717,3531,7245
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,13,16,7,23
79999,3,0,3,22,25,48,3,0,5,3,6,10,32,35,62,5,7,11,0,0,0,0,0,3,7,3,13,17,5,27,3,0,6,3,0,3,3,3,8,0,0,0,25,11,39,3,0,3,0,7,8,0,0,0,6,3,10,0,0,0,12,13,18,9,14,16,4,4,7,0,0,0,10,14,22,449,379,822,527,450,986
80101,772,685,1461,2956,2684,5636,859,794,1651,348,332,680,4156,3809,7968,1760,1650,3408,672,635,1308,363,383,739,2787,2669,5463,162,151,319,164,204,373,296,200,494,355,539,890,4,0,9,987,1098,2088,2024,2256,4277,892,866,1753,195,216,405,807,1183,1989,15,16,31,3927,4537,8457,96,116,214,191,372,558,3,9,14,290,496,784,2506,2521,5024,15424,15819,31240
80103,6,3,13,9,16,29,5,4,11,0,0,3,17,22,43,9,8,20,13,11,21,0,6,6,18,23,48,0,0,0,0,8,7,3,4,5,0,3,4,0,0,0,8,9,14,6,3,11,3,0,4,0,0,0,4,12,14,0,0,0,16,17,36,0,0,3,5,3,4,0,0,0,9,6,10,522,104,623,603,183,784
80104,805,670,1473,2181,2074,4258,973,936,1907,514,529,1041,3664,3544,7210,1381,1373,2754,593,567,1164,437,415,855,2408,2358,4768,115,129,238,111,172,287,213,150,370,325,516,843,7,3,6,773,968,1743,1096,1258,2356,554,457,1012,126,193,319,679,906,1586,9,9,14,2463,2822,5290,72,89,162,143,321,462,0,3,3,216,413,628,1699,1625,3325,12030,12401,24431
80105,289,236,520,1075,1017,2088,217,204,422,171,202,369,1466,1419,2886,652,639,1291,178,222,402,220,225,444,1042,1087,2132,68,67,143,125,125,249,87,54,141,159,189,354,3,5,7,450,447,894,3334,3556,6883,1240,997,2239,159,206,366,750,891,1646,12,6,16,5497,5657,11154,148,81,235,99,155,255,0,3,4,250,237,491,2097,1869,3968,11092,10954,22047
80106,171,172,344,515,503,1017,127,143,272,236,218,452,880,860,1736,402,384,784,135,100,237,364,354,721,894,841,1737,21,23,42,39,34,72,29,25,56,69,110,180,0,3,3,160,191,352,301,316,610,173,182,360,64,54,117,406,543,945,4,0,4,943,1094,2037,13,22,33,46,84,127,3,0,6,62,103,169,1041,1118,2153,4154,4381,8535
80107,582,589,1169,2193,2072,4268,1263,1131,2394,348,359,701,3799,3564,7358,1719,1617,3331,1022,1024,2049,338,346,680,3079,2985,6064,142,162,296,67,109,178,381,230,607,315,513,830,5,4,6,904,1016,1917,738,913,1648,180,276,457,121,184,301,484,804,1289,5,3,8,1525,2189,3715,62,65,127,148,353,507,0,7,7,210,426,633,2013,2151,4163,12100,12917,25013
80108,198,181,382,685,621,1312,289,283,565,165,124,294,1140,1026,2169,398,389,789,252,203,454,111,126,236,759,724,1480,33,27,56,19,32,52,66,43,103,77,104,178,0,0,0,192,202,392,179,212,392,98,103,202,33,32,64,155,258,418,0,3,3,467,609,1073,23,14,36,30,75,108,0,0,0,52,96,145,612,728,1339,3415,3572,6989
80109,229,214,438,929,885,1816,435,360,792,198,167,366,1558,1408,2971,550,552,1107,393,271,668,226,272,504,1171,1098,2275,55,47,100,55,79,135,85,49,131,120,151,272,3,9,13,317,330,648,420,412,831,207,201,410,61,67,132,305,412,719,0,8,15,998,1105,2105,39,34,69,70,107,171,5,3,5,111,141,248,1055,985,2041,5443,5283,10723
80110,50,36,84,146,117,263,41,45,87,23,22,49,212,191,403,42,58,101,32,24,58,13,11,24,79,97,182,3,4,12,3,9,15,16,3,17,16,26,45,0,0,0,43,51,92,42,57,97,28,27,59,7,25,33,75,81,159,0,0,0,153,191,343,4,3,9,10,21,33,0,0,0,17,30,44,157,172,328,708,760,1468
80111,7,0,7,23,9,30,8,16,21,0,3,8,36,26,62,4,20,27,5,3,7,3,0,3,15,23,36,0,0,0,0,0,0,7,3,8,3,5,7,0,0,0,8,10,13,4,8,12,3,3,8,0,0,0,0,6,4,0,0,0,6,18,29,3,4,9,0,3,4,0,0,0,3,3,7,32,28,57,108,112,220
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,3,0,5,11,12,20,0,0,3,0,0,0,11,12,16,3,4,3,0,0,0,0,0,0,5,4,6,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,3,5,7,18,13,28,10,8,18,0,4,4,3,3,6,0,0,0,29,31,62,0,3,3,0,0,0,0,0,0,0,6,6,76,25,105,123,84,211
90101,22,9,28,65,63,132,0,0,0,0,0,0,64,63,131,37,57,97,0,0,0,0,0,3,38,58,96,0,0,0,3,3,3,0,0,3,3,0,3,0,0,0,11,8,17,0,0,0,0,0,3,0,0,0,9,5,12,0,0,0,5,5,14,0,0,5,0,4,4,0,0,0,0,8,12,408,113,519,546,266,819
90102,3,3,7,28,21,52,0,0,0,0,0,0,28,21,52,11,13,23,0,0,0,0,0,0,11,15,29,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,35,65,66,131
90103,3,3,5,10,10,18,0,0,0,0,0,0,12,10,19,12,8,25,0,0,3,0,0,0,15,15,28,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,4,3,6,6,0,6,0,0,0,0,0,0,6,0,6,48,44,92,96,68,163
90104,21,11,33,76,67,148,0,0,0,0,0,0,76,67,148,54,47,97,0,0,0,0,3,4,53,48,98,0,0,0,0,0,0,6,0,3,3,8,8,0,0,0,6,3,14,0,0,0,0,3,3,0,0,0,3,4,4,0,0,0,3,9,10,0,0,0,0,3,3,0,3,3,0,7,4,65,81,140,220,232,446
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,7,6,16
