SA3_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
50603,25,229,1201,9387,11328,1931,439,447,24987,35,283,1200,2701,491,66,42,153,4969,0,79,86,223,123,39,37,36,618,37,361,1285,2920,611,107,77,187,5586,4,173,263,406,26,6,3,27,914,0,32,32,41,0,0,0,3,107,24,69,125,0,0,0,0,22,232,0,0,0,0,0,0,0,0,0,25,272,412,448,26,6,3,53,1254,0,0,4,4,5,0,4,0,22,0,3,8,26,20,0,3,10,78,87,867,2910,12792,11996,2045,524,703,31930
50604,41,165,1111,13088,17195,1838,278,608,34319,10,267,859,2007,327,27,10,121,3635,0,24,101,131,28,7,0,3,295,12,293,967,2136,353,30,10,125,3934,0,10,153,183,4,0,3,6,369,0,20,55,22,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,205,211,4,0,6,9,470,19,67,15,38,30,7,0,17,192,0,8,10,32,14,0,0,21,77,73,566,2306,15498,17608,1876,293,777,38996
50605,17,139,852,6711,9108,1468,283,298,18871,8,125,327,425,47,5,4,24,958,0,6,26,14,4,0,0,6,48,8,130,345,437,49,5,4,35,1006,0,34,4,3,4,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,3,3,0,0,3,46,3,19,37,17,19,5,3,3,107,0,8,9,14,8,4,0,3,47,30,328,1253,7180,9188,1476,294,339,20084
50606,9,63,351,1949,4965,668,148,120,8272,0,10,15,44,7,0,0,3,85,0,0,0,0,0,0,0,0,0,0,10,15,47,13,0,0,3,87,0,0,10,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,11,0,3,0,6,3,0,0,0,19,0,0,4,6,11,3,4,0,22,9,87,370,2004,4992,671,152,123,8417
50607,0,77,933,3107,3038,685,157,135,8121,0,134,1250,976,129,16,0,49,2560,4,164,894,1839,346,35,3,60,3347,4,297,2146,2819,479,50,10,108,5905,3,147,496,149,27,0,3,23,848,4,163,366,68,4,0,0,11,620,0,123,389,236,8,0,0,20,774,0,0,0,0,0,0,0,0,0,6,429,1247,453,35,6,3,60,2243,0,0,0,3,0,0,0,0,9,0,3,25,16,16,0,0,4,65,14,805,4354,6393,3572,730,166,311,16341
50701,32,211,811,9654,16063,1655,247,462,29138,7,269,1053,1938,352,25,4,100,3753,3,101,153,434,170,16,0,16,888,9,371,1202,2365,520,44,8,111,4642,0,69,222,19,3,0,0,10,317,0,108,397,121,4,0,0,19,652,0,199,456,81,6,0,0,15,752,0,0,0,0,0,0,0,0,0,0,377,1071,219,12,0,3,44,1725,3,40,78,13,4,0,0,6,141,0,4,12,25,15,0,0,62,116,49,998,3174,12278,16615,1697,263,686,35759
50702,8,174,1384,4253,2447,402,84,159,8912,7,225,818,488,71,7,0,46,1664,14,160,540,840,140,17,0,29,1740,21,385,1358,1329,207,27,3,73,3403,7,158,165,30,5,3,0,16,391,4,133,323,110,5,0,0,24,604,22,199,323,145,14,0,0,15,721,0,0,0,0,0,0,0,0,8,30,493,810,292,24,3,3,59,1716,16,35,52,12,5,0,0,3,126,7,17,17,22,5,0,0,38,107,76,1104,3624,5906,2693,433,94,336,14267
50703,12,81,540,4530,5676,503,79,233,11648,0,69,141,274,62,0,0,30,569,0,3,66,47,3,0,0,0,118,0,75,205,317,66,0,0,30,691,0,59,186,45,0,0,0,10,308,0,0,91,34,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,279,85,3,0,0,10,442,0,3,0,26,31,3,6,8,72,0,0,7,13,15,3,0,4,39,10,215,1025,4974,5784,506,84,287,12892
50704,23,164,1407,9128,13693,2707,529,367,28020,8,180,2351,2665,316,21,10,150,5712,0,16,182,806,468,94,9,20,1594,8,200,2539,3473,785,116,19,169,7302,14,200,449,97,0,0,0,30,788,0,66,140,13,3,0,0,11,233,0,23,140,83,0,0,0,5,251,0,0,0,4,0,0,0,0,3,14,286,736,193,3,0,0,45,1282,0,0,0,4,6,0,0,0,9,0,3,16,27,37,0,0,14,100,46,654,4698,12821,14532,2822,549,595,36710
50705,40,261,1322,11053,22702,2129,314,655,38479,4,147,858,1063,110,4,3,87,2271,0,40,193,215,59,3,0,27,527,4,191,1049,1276,168,4,3,110,2799,0,128,490,141,13,0,0,40,817,0,0,9,0,0,0,0,0,9,0,22,61,35,0,0,0,4,128,0,0,0,0,0,0,0,0,0,3,151,555,176,16,0,0,47,950,18,89,28,27,11,3,0,8,194,0,4,6,8,17,6,0,8,58,61,695,2968,12541,22915,2148,317,833,42481
50901,38,372,2386,9176,6270,910,220,405,19767,6,285,484,294,19,0,0,68,1166,3,15,43,23,3,0,0,0,91,8,304,526,316,27,0,0,68,1252,0,30,39,14,3,0,0,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,33,46,21,3,0,0,10,104,25,101,72,37,12,3,0,10,270,0,10,21,54,35,3,4,5,133,74,815,3048,9597,6342,923,225,499,21536
50902,54,413,2543,8257,6170,1050,291,494,19276,0,93,149,84,12,0,0,15,355,0,0,7,7,3,3,0,0,18,0,93,152,83,21,3,0,15,374,0,50,85,26,6,0,0,19,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,52,85,26,8,0,0,18,198,41,104,54,34,20,7,12,22,302,3,14,28,65,47,9,8,33,205,102,676,2866,8475,6270,1073,316,585,20350
50903,16,119,876,3224,2131,341,71,164,6944,0,44,105,65,3,0,0,9,231,0,0,0,0,0,0,0,0,0,0,44,105,67,3,0,0,9,226,0,21,44,10,6,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,45,10,6,0,0,3,84,16,36,50,9,4,0,0,15,135,0,3,5,30,11,0,3,4,69,35,222,1082,3345,2160,341,72,199,7458
51001,41,273,919,3621,2163,238,57,234,7548,3,120,336,160,26,0,4,41,679,0,17,109,65,11,0,0,4,206,3,133,443,226,34,0,4,48,888,7,77,268,98,19,3,0,31,499,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,79,272,99,19,3,0,31,510,224,343,108,77,40,5,6,97,914,13,42,36,45,12,5,6,17,174,299,871,1777,4066,2262,256,73,432,10031
51002,6,142,424,2208,1576,170,23,152,4706,0,48,76,86,21,6,0,17,249,0,9,26,78,26,5,0,3,148,0,52,101,170,55,9,0,21,401,3,111,218,78,12,0,0,20,448,0,11,16,13,0,0,0,0,39,0,11,20,10,0,0,0,0,42,0,0,0,0,0,0,0,0,0,3,136,251,103,12,0,0,19,532,25,45,8,6,5,0,0,26,124,0,8,12,8,6,0,6,21,57,41,384,805,2491,1651,185,30,229,5815
51003,7,97,370,3279,2614,206,41,125,6733,8,70,374,276,35,0,0,22,787,0,7,31,21,8,0,0,0,67,8,84,407,294,39,0,0,22,854,9,57,37,65,3,0,0,7,174,0,21,0,5,0,0,0,0,32,0,3,36,8,0,0,0,3,53,0,0,0,0,0,0,0,0,0,9,89,80,71,3,0,0,12,257,39,79,26,10,10,0,0,20,184,0,0,8,11,5,0,6,17,51,67,348,889,3667,2672,207,49,193,8084
51101,10,102,427,2195,1667,271,43,96,4808,3,99,165,67,9,0,0,24,379,0,0,10,13,0,0,0,0,28,3,104,175,84,12,0,0,26,401,0,14,22,28,3,0,0,0,69,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,28,3,0,0,0,78,12,21,13,10,10,3,0,6,75,3,19,9,14,10,6,0,11,77,20,256,654,2335,1700,278,43,144,5436
51102,4,73,318,1376,604,68,31,103,2575,3,59,80,21,6,0,0,39,207,0,0,3,0,0,0,0,0,5,3,59,84,25,6,0,0,39,212,0,3,37,10,0,0,0,0,58,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,10,0,0,0,0,63,87,154,33,14,18,3,0,42,346,3,10,4,10,4,0,0,5,44,101,296,477,1441,632,71,40,189,3242
51103,19,111,817,4702,3610,518,98,257,10132,11,213,544,578,49,8,0,53,1457,0,9,56,97,34,0,0,4,202,11,227,605,673,82,4,0,61,1664,3,93,95,27,0,0,0,11,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,95,27,0,0,0,11,238,38,137,19,11,10,0,3,25,253,7,15,11,19,12,3,4,35,103,75,583,1546,5441,3719,529,111,378,12381
51104,40,226,1382,6961,6567,752,139,366,16426,5,141,622,389,26,5,0,47,1234,0,13,77,100,94,15,0,8,312,5,151,702,489,115,21,0,56,1542,3,118,155,81,4,0,0,25,387,0,3,14,0,0,0,0,0,14,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,122,171,81,9,0,0,26,402,57,162,124,66,36,11,8,37,498,8,11,25,36,16,5,9,31,141,103,674,2401,7630,6738,787,163,511,19010
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,8,58,374,3620,1006,178,33,119,5389,0,8,49,11,3,0,0,3,75,0,0,10,0,0,0,0,0,11,0,14,60,12,3,0,0,3,87,0,52,358,80,3,0,0,23,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,358,80,3,0,0,23,519,3,7,0,4,0,0,0,0,14,0,0,6,7,0,0,0,0,16,7,126,791,3726,1011,179,33,143,6028
60102,23,220,2658,10688,4023,784,144,328,18866,6,211,322,54,8,0,0,34,638,0,39,142,42,7,3,0,8,249,9,253,467,100,12,3,0,43,891,4,79,159,32,5,0,0,15,296,0,7,73,0,0,0,0,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,91,232,32,5,0,0,16,380,9,15,3,17,3,0,0,11,58,0,7,11,15,5,3,0,3,37,42,579,3372,10853,4052,787,145,403,20229
60103,28,178,3080,10601,2603,514,133,379,17513,7,317,492,54,7,0,0,60,941,4,43,243,39,4,3,0,7,347,13,354,736,96,14,6,0,69,1284,19,579,1230,228,38,4,8,84,2181,4,18,35,6,0,0,0,0,60,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,3,23,604,1270,237,41,3,8,81,2252,4,18,33,34,3,0,0,0,99,0,4,7,7,4,0,0,7,32,65,1161,5127,10976,2659,523,142,532,21178
60104,15,177,1683,5529,2849,616,132,179,11185,0,92,227,47,3,0,0,12,388,0,4,128,81,7,0,0,3,224,0,93,358,125,10,3,0,18,609,0,52,145,45,9,0,0,7,253,0,0,8,3,0,0,0,0,9,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,47,149,53,9,0,0,7,266,3,12,4,12,3,0,0,9,42,0,8,3,3,3,0,0,0,17,17,336,2195,5727,2878,622,132,211,12116
60105,20,259,2586,6123,3350,890,231,222,13678,6,190,454,183,34,15,3,27,921,9,132,636,320,75,16,5,19,1226,12,326,1092,504,111,32,9,51,2142,58,887,1098,276,64,13,6,57,2458,54,211,376,100,10,3,0,19,779,24,172,338,59,0,4,0,20,619,0,25,16,12,3,3,0,0,60,134,1289,1828,445,85,19,13,103,3913,8,22,24,17,6,0,0,8,95,0,19,33,21,3,3,3,20,96,180,1915,5559,7111,3555,946,255,398,19923
60106,11,166,1216,3140,1100,202,23,126,5990,0,17,37,11,0,0,0,0,72,0,0,4,3,0,0,0,0,12,0,17,43,13,0,0,0,0,83,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,23,10,6,0,0,0,3,53,0,0,4,12,3,0,0,3,23,18,209,1280,3171,1104,202,29,137,6149
60201,28,284,3908,14403,5339,981,172,494,25618,7,561,1146,221,30,3,0,91,2061,0,39,277,274,98,21,12,22,746,9,599,1424,497,125,27,14,109,2812,18,612,1423,237,38,11,7,92,2427,0,26,75,9,0,0,0,0,109,19,77,9,3,0,0,0,5,124,0,38,24,5,5,0,0,4,79,42,751,1534,256,38,15,7,103,2735,3,25,35,30,13,3,0,3,106,4,11,36,34,14,0,3,15,113,92,1664,6941,15211,5536,1025,190,725,31383
60202,23,256,1487,4284,1672,283,76,182,8257,4,50,34,9,3,0,0,4,109,0,0,0,23,22,3,0,3,56,4,57,34,27,29,5,0,10,161,0,13,42,7,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,17,0,10,49,5,0,0,0,0,70,5,41,21,14,3,3,0,10,99,0,0,7,8,7,0,3,6,32,33,365,1599,4338,1707,293,82,200,8620
60203,51,346,2397,7455,2595,440,132,292,13702,0,126,148,25,0,0,3,16,318,0,0,7,11,0,0,0,0,14,0,126,151,35,0,0,3,16,335,4,81,169,20,4,0,0,23,307,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,85,173,20,4,0,0,23,308,17,31,26,24,6,0,7,10,123,0,9,28,40,12,7,3,9,113,74,596,2772,7574,2627,444,140,357,14580
60301,16,141,728,2174,818,139,60,88,4168,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,8,15,13,3,0,0,0,38,0,0,12,12,4,0,0,3,32,19,155,754,2199,826,143,62,90,4258
60302,57,342,1403,3609,1232,242,60,142,7089,0,12,51,11,3,0,0,5,88,0,0,9,7,0,0,0,0,10,0,12,57,15,3,0,0,5,95,0,18,57,9,0,0,0,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,57,9,0,0,0,5,89,16,39,26,15,9,0,4,9,117,0,3,8,9,5,0,0,5,24,72,426,1545,3655,1246,241,66,160,7412
60303,22,124,638,1289,359,82,18,73,2596,0,7,23,5,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,7,23,4,0,0,0,3,40,0,3,16,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,3,30,8,17,14,7,0,0,0,0,46,0,0,8,16,7,0,0,0,32,28,159,700,1315,365,80,18,80,2746
60401,20,242,2494,10324,3012,497,102,383,17067,9,380,769,80,13,3,0,83,1324,3,15,97,12,0,0,0,8,135,13,395,858,97,13,4,0,88,1460,3,55,73,12,0,0,0,11,157,4,25,9,0,0,0,0,0,38,0,12,39,7,0,0,0,0,63,0,3,0,0,0,0,0,0,5,6,93,118,21,3,0,3,14,258,7,57,35,26,6,0,0,8,135,0,5,13,21,12,0,0,12,55,42,794,3516,10485,3044,497,106,500,18982
60402,32,279,2259,9163,2883,478,102,342,15539,4,239,675,144,18,3,0,54,1129,0,21,92,17,0,0,3,12,148,4,261,769,159,16,3,3,61,1280,0,66,166,44,5,0,0,5,293,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,67,175,44,5,0,0,5,303,11,57,38,18,3,0,0,17,146,0,3,7,12,12,3,0,3,44,42,667,3246,9402,2920,486,111,431,17309
60403,18,161,1011,3572,1202,193,49,152,6352,0,16,34,31,7,0,0,7,96,0,0,0,0,0,0,0,0,0,0,16,34,31,7,0,0,7,96,0,41,59,7,3,0,0,12,122,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,41,63,7,3,0,0,12,129,4,7,4,11,6,0,0,0,43,3,5,10,17,10,3,0,6,51,27,229,1117,3641,1228,196,55,173,6665
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,3,32,101,848,923,249,63,60,2280,7,89,316,78,4,0,0,18,509,7,53,438,496,71,0,0,34,1094,11,141,756,575,76,0,0,47,1605,7,70,268,336,22,3,3,20,737,9,105,461,225,3,0,3,25,835,35,500,1518,1332,41,0,8,96,3527,0,0,0,0,0,0,0,0,0,51,686,2254,1890,65,6,10,137,5100,30,47,23,24,4,0,0,18,140,8,10,22,25,10,0,0,18,89,101,910,3153,3354,1078,251,75,282,9213
70102,32,106,350,6365,3371,729,182,295,11429,5,163,753,198,20,4,0,45,1201,5,34,482,117,11,0,0,12,662,8,204,1235,310,28,10,3,60,1855,11,253,1173,287,26,4,0,95,1845,31,129,473,62,0,0,0,21,722,0,51,487,156,0,0,0,18,713,0,3,3,0,0,0,0,0,12,49,425,2141,508,32,4,0,133,3285,50,101,41,43,15,3,0,53,311,3,11,23,16,0,5,0,6,76,146,847,3783,7252,3452,748,185,545,16963
70103,87,404,938,2044,1361,364,123,143,5466,0,4,3,35,12,0,0,3,57,0,3,0,0,0,0,0,0,7,0,6,3,36,12,0,0,3,58,5,9,21,10,0,3,0,0,45,0,24,66,0,0,0,0,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,83,10,0,3,0,3,134,87,166,50,26,13,0,3,34,383,4,12,22,15,9,3,3,7,75,183,617,1093,2131,1393,371,129,187,6109
70104,13,58,264,4161,2998,340,56,179,8065,0,74,344,404,22,3,0,29,868,0,0,135,99,12,0,0,13,258,0,69,480,500,30,3,0,41,1127,3,193,645,294,11,0,5,68,1212,0,7,73,26,0,0,0,0,110,0,0,170,31,0,0,0,16,212,0,3,0,0,0,0,0,0,3,3,202,891,352,14,0,5,80,1546,4,3,4,4,0,0,0,0,12,0,3,3,8,3,0,0,4,18,19,336,1633,5016,3046,344,62,305,10762
70201,21,164,629,3687,1571,254,57,223,6606,17,326,809,386,32,5,3,65,1646,0,50,425,140,9,3,0,11,647,17,384,1238,526,44,8,8,73,2292,39,333,189,39,14,0,3,41,659,3,6,7,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,46,343,198,39,14,0,3,44,683,94,182,80,126,82,13,4,57,644,7,24,15,20,3,0,0,24,92,183,1102,2155,4401,1711,279,68,416,10322
70202,8,36,134,645,169,25,12,38,1064,0,6,25,4,0,0,0,0,45,0,0,3,0,0,0,0,0,7,0,7,26,8,0,0,0,0,46,0,57,64,18,5,0,0,11,146,4,11,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,65,64,21,3,0,0,9,166,12,23,8,21,6,0,0,14,89,0,0,0,5,0,0,0,0,5,23,136,235,691,182,26,12,68,1368
70203,66,238,650,1402,406,42,13,126,2947,0,34,194,23,4,0,0,8,266,0,0,10,3,0,0,0,0,8,0,34,200,23,4,0,0,8,274,0,39,47,5,0,0,0,3,95,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,38,49,5,0,0,0,6,103,46,67,27,21,0,0,0,40,202,4,9,11,14,3,3,3,3,51,110,396,941,1459,409,45,17,186,3569
70204,8,38,285,1272,315,32,34,83,2059,0,44,189,32,0,0,0,18,280,0,0,0,0,0,0,0,0,0,0,44,185,32,0,0,0,18,283,0,11,12,10,0,0,0,3,42,0,3,69,0,0,0,0,11,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,79,12,0,0,3,9,127,7,13,11,3,0,0,0,0,32,0,4,0,5,0,0,0,0,15,15,111,574,1316,319,32,37,117,2510
70205,19,120,376,1847,566,94,31,132,3187,0,62,163,26,13,0,0,26,292,0,0,5,7,0,0,0,7,22,3,62,169,33,13,0,0,32,310,0,41,83,7,3,0,0,10,153,0,6,6,0,0,0,0,0,12,0,30,27,3,0,0,0,4,61,0,0,0,0,0,0,0,0,5,0,84,117,15,3,0,0,18,232,63,135,41,33,16,0,6,63,361,7,22,30,52,20,0,3,22,153,97,423,733,1975,612,96,34,270,4241
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,18,232,800,11795,9733,1798,364,391,25139,3,194,1660,1912,186,14,5,86,4052,0,76,414,1030,161,25,5,35,1751,0,264,2078,2943,346,40,15,124,5805,7,218,400,161,14,3,0,14,813,3,304,489,117,0,0,0,21,942,3,1037,744,120,3,0,0,39,1952,0,8,3,0,0,0,0,0,10,14,1566,1640,410,23,6,0,72,3719,0,3,0,4,3,0,0,0,22,3,7,6,9,11,0,0,3,31,38,2072,4518,15155,10115,1848,382,591,34722
