SA3_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
40301,252,227,122,85,128,55,32,893,101,132,71,52,64,30,25,469,120,119,69,43,56,40,19,463,722,746,471,293,437,212,139,3020,3,5,5,0,0,0,0,17,1193,1231,737,471,684,342,213,4867,12,20,17,23,22,14,8,118,19,37,23,12,21,12,4,134,8,21,10,15,14,6,3,82,81,134,76,74,96,47,38,548,9,8,0,4,0,0,0,21,130,219,139,119,161,79,58,906,1326,1445,871,585,847,417,278,5765
40302,1351,1088,593,388,539,345,184,4492,340,305,151,102,139,71,39,1147,362,283,163,83,145,53,36,1125,2419,2132,1079,653,936,458,225,7905,15,12,6,0,6,0,0,42,4490,3817,1995,1232,1758,930,486,14704,96,108,67,56,91,59,41,512,64,101,75,46,77,27,25,412,32,58,35,27,55,30,16,244,322,557,384,257,364,148,73,2107,30,25,15,11,8,0,0,97,549,843,570,393,601,253,165,3377,5042,4660,2562,1623,2363,1189,649,18081
40303,534,524,291,197,295,168,103,2111,282,341,198,136,176,114,74,1309,239,283,173,103,136,89,55,1079,1941,2236,1227,787,1115,614,356,8289,3,5,3,3,4,0,0,25,2997,3389,1894,1226,1726,989,588,12810,24,50,43,36,70,37,27,281,32,49,39,33,52,40,26,263,18,28,23,23,42,25,11,168,125,263,211,164,215,108,88,1175,8,6,8,4,5,0,0,30,210,397,320,248,377,208,145,1913,3207,3788,2217,1476,2102,1199,731,14722
40304,838,1036,766,515,828,441,179,4607,725,721,405,272,419,151,70,2767,643,558,362,224,326,119,56,2290,5721,5317,2764,1695,2285,809,381,18967,38,39,17,21,20,5,0,138,7962,7668,4318,2734,3870,1528,694,28772,56,119,101,89,138,70,33,605,188,263,132,115,192,56,32,986,95,171,119,78,157,52,23,704,1367,1840,1117,792,976,298,109,6500,51,75,59,34,22,3,3,249,1753,2471,1530,1109,1494,484,206,9047,9722,10142,5844,3847,5361,2008,892,37815
40401,1326,1160,611,396,589,411,226,4718,337,317,180,107,191,120,79,1336,387,302,153,106,135,75,36,1210,2724,2576,1400,937,1281,648,314,9882,24,25,14,12,4,0,0,72,4812,4388,2366,1555,2202,1258,654,17221,139,197,149,115,156,113,71,938,76,105,66,62,85,50,24,471,35,53,44,40,42,33,16,263,385,611,416,294,462,211,93,2479,34,30,22,6,17,9,6,116,676,992,692,518,764,413,204,4266,5484,5380,3055,2069,2963,1670,862,21488
40402,800,721,422,281,411,314,151,3110,181,148,80,63,66,31,19,584,162,136,67,48,75,37,15,540,1239,1092,569,378,510,218,91,4096,14,13,9,8,8,0,0,56,2397,2111,1153,770,1081,593,272,8385,102,147,113,95,136,90,50,726,56,60,50,27,51,21,6,280,32,40,25,12,26,25,8,173,316,473,294,211,273,103,33,1697,27,22,19,10,10,9,0,104,536,744,498,353,496,242,106,2983,2938,2856,1651,1129,1574,839,376,11361
40403,1000,670,317,157,241,164,90,2655,200,159,115,69,94,51,40,729,228,150,71,47,82,44,31,645,1418,1461,736,455,704,369,181,5334,10,15,3,3,3,0,0,29,2857,2461,1246,735,1127,631,345,9395,51,63,66,35,59,62,44,378,29,49,27,31,37,21,6,199,14,35,27,19,24,13,7,150,154,233,180,119,216,106,59,1068,8,7,5,3,3,3,3,34,256,396,295,203,347,208,127,1826,3113,2858,1543,939,1470,839,467,11219
40501,32,61,40,28,29,18,10,222,88,92,68,38,60,22,6,374,85,98,42,43,60,17,14,363,1492,1666,918,567,781,176,47,5650,10,5,4,3,3,0,0,33,1711,1921,1082,681,940,228,71,6635,0,0,7,5,12,3,0,36,14,29,17,14,27,9,0,103,5,11,13,5,14,4,3,59,167,326,220,157,214,36,19,1128,5,17,3,10,5,0,0,44,188,383,259,190,268,48,21,1368,1895,2308,1344,873,1211,277,96,8005
40502,43,38,30,17,19,5,0,149,24,28,17,23,24,3,3,120,17,36,31,15,19,7,3,119,911,957,569,365,402,61,11,3268,8,10,7,3,0,0,0,19,998,1055,651,416,460,79,15,3680,0,0,7,3,3,0,0,21,13,10,10,14,16,8,0,70,11,3,3,7,10,3,0,33,149,172,115,88,137,15,6,695,11,8,6,3,0,0,0,25,181,193,143,115,177,27,6,835,1180,1248,800,530,637,105,24,4519
40503,48,42,17,25,27,4,0,169,28,30,17,12,18,0,0,110,28,34,13,13,29,5,0,120,956,989,573,379,544,75,14,3521,3,3,4,0,7,0,0,19,1066,1100,626,427,621,83,12,3943,9,9,6,5,3,0,0,28,9,19,10,9,9,4,0,56,3,5,4,4,8,4,0,30,242,330,213,186,227,33,4,1233,6,14,4,3,3,0,0,37,273,372,244,207,260,33,11,1392,1338,1469,874,635,874,122,22,5336
40504,24,21,13,10,14,3,0,88,9,30,15,12,21,0,0,93,30,21,11,6,28,0,0,103,768,886,496,309,401,46,12,2919,3,6,0,3,3,0,0,16,841,966,532,349,473,51,9,3227,0,4,0,3,3,0,0,10,9,11,12,15,16,0,0,58,4,9,3,3,11,5,3,39,159,233,160,123,140,18,0,831,7,18,9,7,0,0,0,43,185,267,186,146,167,21,3,978,1025,1234,720,496,635,81,17,4203
40601,130,122,70,49,82,17,5,482,76,100,64,34,78,15,0,373,119,114,48,26,48,3,0,359,2175,2292,1268,827,971,102,12,7657,36,31,23,14,5,5,0,109,2538,2666,1475,959,1185,138,25,8986,4,16,24,14,16,3,0,82,28,31,27,16,33,3,3,140,7,18,25,19,29,4,0,101,591,667,418,274,345,44,6,2347,40,37,32,8,17,3,0,138,669,772,529,332,433,59,10,2813,3208,3436,2002,1291,1623,197,39,11797
40602,101,91,44,27,9,0,0,274,22,24,15,3,15,0,0,77,57,30,11,9,14,0,0,132,1045,962,547,299,308,40,8,3209,27,14,19,8,0,0,0,64,1255,1128,629,348,356,42,6,3757,3,11,5,7,4,0,0,28,9,9,6,9,10,3,0,50,9,8,0,0,0,0,0,22,290,392,238,145,139,20,0,1227,23,22,22,9,5,0,0,79,341,443,272,163,158,22,3,1398,1593,1568,902,509,510,65,11,5158
40701,69,97,61,57,63,21,3,382,82,136,85,59,73,23,8,459,111,114,77,52,59,8,3,430,1436,1571,859,526,710,132,38,5266,13,7,11,3,8,0,0,39,1708,1927,1096,696,908,187,49,6571,0,15,8,14,18,6,0,63,13,35,32,22,27,5,0,140,15,30,29,25,17,7,0,124,235,381,306,213,266,45,19,1459,11,15,4,6,7,4,0,48,282,479,378,273,330,62,25,1837,1989,2410,1476,973,1240,250,73,8406
40702,238,249,138,77,108,33,3,846,97,105,64,47,51,9,0,372,131,117,73,43,57,9,0,430,2468,2781,1590,1039,1253,175,36,9350,21,16,9,6,4,0,0,60,2956,3272,1871,1211,1471,232,43,11053,22,26,14,20,19,6,3,111,24,40,26,16,23,3,0,136,20,21,14,15,19,6,0,88,474,653,397,326,357,63,19,2292,16,18,11,7,7,3,0,61,553,765,464,382,428,80,25,2692,3507,4031,2336,1592,1902,308,69,13750
40703,225,207,147,93,133,31,17,836,92,80,46,47,64,15,3,344,119,98,71,41,48,10,6,386,2302,2327,1411,920,1262,217,48,8484,19,8,12,3,5,0,0,54,2747,2725,1687,1098,1506,266,73,10110,30,25,23,17,20,9,3,125,32,47,33,22,27,7,0,154,14,26,26,22,29,6,0,119,571,843,517,335,469,68,13,2812,29,48,22,20,5,0,0,136,675,991,622,406,545,92,19,3351,3420,3719,2310,1502,2051,361,94,13461
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,303,339,186,101,139,16,4,1083,296,324,165,98,124,6,5,1012,336,302,160,93,122,12,3,1024,1681,1918,1036,630,789,60,20,6131,19,16,9,6,7,0,0,66,2634,2901,1556,930,1178,94,28,9316,17,25,19,28,34,6,0,136,34,64,33,46,58,3,0,233,34,72,38,39,37,0,3,223,241,421,292,232,275,22,7,1483,4,20,10,3,9,0,0,44,325,598,390,341,418,27,13,2110,2954,3496,1948,1274,1592,117,38,11433
50102,717,855,516,352,463,85,23,3010,405,415,234,177,242,26,13,1508,461,420,258,150,202,18,3,1514,3463,3589,2109,1283,1655,171,55,12324,23,17,22,12,10,4,0,86,5074,5293,3133,1977,2569,303,93,18442,50,83,51,48,86,21,3,344,93,120,78,69,88,10,3,465,64,90,92,44,85,8,6,382,797,1078,634,469,555,64,20,3617,25,35,19,16,16,3,0,117,1024,1404,879,647,833,101,33,4923,6098,6698,4009,2623,3402,403,125,23362
50103,43,81,54,34,39,0,3,254,74,111,65,28,43,5,0,319,87,78,52,31,46,0,3,293,680,790,500,339,378,18,6,2713,5,4,8,3,3,0,0,27,894,1064,672,433,510,26,7,3612,3,11,15,8,10,0,0,48,15,16,13,17,18,0,0,77,7,11,14,8,9,0,0,51,124,177,131,84,98,11,0,620,10,9,10,3,3,0,0,37,147,229,192,117,139,10,0,838,1039,1290,868,553,646,35,15,4445
50201,745,986,633,405,602,197,70,3648,386,401,211,155,207,61,21,1430,481,418,221,121,167,56,20,1477,2436,2572,1346,853,1053,280,103,8642,19,26,20,10,10,0,0,83,4058,4407,2428,1540,2036,597,219,15291,80,130,116,91,144,32,16,612,137,124,86,62,95,19,8,539,80,118,70,62,79,23,8,436,737,988,567,377,430,76,32,3199,40,30,29,15,12,0,0,130,1084,1393,865,606,763,145,59,4912,5143,5801,3297,2146,2800,745,276,20205
50301,689,995,670,438,633,381,204,4022,373,458,291,207,291,179,83,1877,367,463,302,209,245,161,87,1830,1216,1826,1220,740,983,553,304,6843,3,13,10,9,9,0,3,37,2644,3756,2490,1601,2160,1279,685,14614,29,53,53,60,98,67,39,401,17,79,54,34,53,23,19,277,20,41,39,32,52,19,19,219,68,159,142,112,194,92,62,828,4,11,9,9,6,0,0,29,137,334,289,248,405,204,141,1758,2780,4093,2780,1851,2562,1478,824,16371
50302,1536,1160,532,294,406,222,113,4268,519,513,268,201,212,125,50,1874,581,461,237,114,168,89,38,1689,1756,1645,834,463,645,325,171,5841,17,11,4,0,3,0,0,39,4416,3792,1868,1073,1436,760,371,13708,72,123,97,89,110,77,38,618,51,70,76,48,63,34,21,367,39,56,41,36,42,24,10,257,95,195,145,102,136,82,44,807,8,7,3,6,0,0,4,31,274,455,361,285,353,221,129,2073,4687,4250,2227,1356,1789,982,493,15782
50401,1487,1204,611,398,585,337,191,4812,479,433,202,124,148,79,31,1497,489,382,182,102,160,85,33,1429,1582,1475,713,435,535,239,101,5080,18,8,10,5,0,0,0,43,4060,3498,1707,1063,1431,746,357,12868,144,159,114,85,163,89,49,802,54,107,60,37,60,40,16,366,47,87,38,32,48,23,13,285,233,356,242,163,203,76,40,1316,19,28,18,13,4,4,0,83,503,722,467,332,475,235,115,2854,4557,4221,2178,1395,1908,982,471,15722
50402,220,297,204,145,217,82,42,1199,224,262,166,104,146,40,22,967,209,208,123,85,133,44,27,829,1057,1231,742,445,646,168,60,4356,9,12,4,3,0,0,0,27,1723,2007,1237,777,1142,345,147,7375,16,25,24,23,40,10,5,150,37,57,37,28,47,14,8,238,16,34,27,24,22,11,10,142,199,296,191,121,164,42,10,1024,12,11,13,0,7,3,0,40,279,426,292,202,281,82,33,1592,1998,2432,1530,982,1422,424,177,8967
50403,2780,2506,1483,896,1274,659,296,9899,831,696,349,230,382,102,60,2648,768,696,342,242,311,107,35,2500,3353,3176,1717,1096,1263,394,141,11144,44,45,26,15,23,3,0,158,7770,7118,3918,2482,3252,1258,542,26345,299,357,259,199,290,149,79,1634,161,180,122,107,113,46,20,739,76,158,98,75,121,41,15,585,710,969,610,393,498,139,39,3369,59,64,38,15,15,0,0,196,1314,1726,1129,795,1036,374,154,6526,9086,8848,5047,3277,4281,1635,689,32867
50501,2224,2983,1914,1273,1984,1058,551,11991,1099,1091,667,376,517,205,116,4076,1001,1070,559,342,506,236,114,3827,3381,3705,1997,1198,1659,815,399,13151,23,33,12,16,14,3,3,103,7728,8889,5158,3209,4676,2312,1183,33148,113,246,224,171,322,145,91,1314,88,182,103,84,146,53,26,688,92,177,102,89,118,45,18,645,337,595,394,301,425,149,92,2293,17,27,24,14,9,8,3,104,650,1221,848,663,1025,409,228,5051,8375,10111,6007,3874,5703,2719,1414,38198
50502,4232,3256,1660,1089,1488,971,522,13219,1075,920,562,303,433,192,109,3598,1100,905,462,254,369,207,96,3388,3671,3440,1869,1052,1466,760,320,12576,56,47,17,15,17,8,8,164,10137,8571,4568,2713,3768,2136,1051,32942,359,479,318,244,371,237,148,2165,190,228,148,105,138,69,39,912,98,184,126,84,118,57,32,688,478,703,464,317,467,181,102,2713,53,72,25,25,18,13,8,213,1178,1656,1084,782,1102,553,324,6680,11307,10226,5656,3490,4876,2689,1382,39628
50503,4647,5116,3111,2026,2900,1362,651,19820,1461,1172,589,383,476,127,49,4265,1416,1123,525,315,402,127,45,3952,4523,4012,1923,1093,1417,467,167,13600,75,65,45,27,29,14,3,249,12117,11496,6190,3843,5224,2095,917,41880,365,638,492,360,605,286,156,2903,286,338,196,126,187,64,33,1220,217,252,143,102,174,49,24,957,923,1206,722,437,544,151,56,4032,92,95,58,31,33,8,5,322,1888,2533,1600,1051,1534,558,269,9430,14002,14024,7791,4891,6759,2656,1190,51316
50601,2097,1686,778,465,618,327,164,6120,558,470,277,140,215,64,28,1754,520,361,187,123,161,66,29,1434,2345,1892,966,517,639,182,63,6612,22,16,5,6,14,6,0,75,5541,4428,2214,1256,1640,643,282,15995,137,190,114,101,130,55,42,769,97,142,56,59,66,19,12,442,56,113,60,47,75,20,5,378,623,682,383,248,301,56,21,2323,40,34,16,9,14,3,0,117,960,1157,632,458,587,154,77,4027,6504,5582,2847,1718,2227,793,360,20023
50602,1729,1176,530,331,391,226,121,4500,319,230,125,53,81,50,23,881,392,274,107,67,80,34,16,965,1264,912,456,233,313,113,54,3344,15,14,7,4,3,0,0,44,3715,2600,1217,691,871,431,219,9738,117,171,91,75,125,68,39,682,46,74,37,26,50,22,15,273,46,53,38,21,24,17,11,209,198,297,175,113,127,50,30,991,26,23,14,15,6,0,0,83,434,618,352,244,337,165,95,2243,4148,3214,1569,940,1203,594,310,11981
50603,2698,2650,1546,988,1481,896,452,10705,332,371,201,137,176,111,40,1369,337,355,211,122,180,113,49,1362,1079,1197,691,389,599,293,125,4379,12,18,6,4,5,3,0,55,4466,4587,2652,1638,2435,1419,661,17870,176,273,189,161,277,169,124,1375,43,74,58,41,68,36,12,337,30,70,60,61,61,26,13,326,195,245,186,121,177,53,27,1001,15,12,14,10,8,0,0,57,458,674,512,383,592,282,185,3093,4925,5262,3166,2024,3028,1701,850,20960
50604,3966,3418,1850,1108,1602,957,477,13382,493,540,278,165,246,105,33,1862,581,509,251,145,239,95,42,1851,2042,2079,1144,709,852,234,95,7151,40,28,11,21,16,3,3,129,7125,6574,3536,2148,2952,1405,647,24375,245,364,245,160,288,138,103,1545,150,161,100,61,109,40,5,626,79,136,74,65,79,24,16,479,574,750,460,306,353,87,36,2570,50,47,21,9,16,6,3,158,1099,1467,906,601,844,301,163,5382,8223,8039,4441,2747,3795,1705,808,29750
50605,733,797,433,244,411,189,80,2876,283,312,187,125,199,65,27,1194,324,304,161,88,147,43,30,1101,1581,1674,901,593,755,213,98,5821,10,7,7,4,12,0,0,38,2926,3090,1684,1057,1513,511,241,11028,50,87,49,40,85,19,15,351,55,74,61,36,59,25,13,320,25,63,35,39,47,17,9,239,212,369,238,165,235,54,31,1301,13,14,13,8,9,5,0,61,353,607,386,291,434,121,76,2270,3279,3695,2069,1350,1951,631,312,13295
50606,399,345,208,119,145,61,31,1306,233,186,108,67,90,35,3,720,214,189,96,48,77,26,3,656,1098,993,495,315,372,61,30,3374,12,7,3,0,0,0,0,26,1955,1719,906,556,687,191,76,6090,23,36,13,17,17,10,9,123,30,31,22,22,14,3,0,127,23,41,21,15,23,0,3,126,128,198,109,83,72,14,10,613,8,15,10,0,4,0,0,35,210,321,173,130,133,30,24,1022,2166,2041,1087,683,823,216,95,7110
50607,665,533,277,180,277,208,111,2258,176,191,109,67,91,44,11,680,205,205,101,50,67,53,22,718,604,715,401,248,326,211,99,2606,6,6,0,0,0,3,0,18,1660,1654,898,546,764,522,248,6283,36,57,44,31,71,55,31,326,16,46,25,15,29,19,9,157,20,41,18,15,20,15,10,141,87,132,105,62,107,52,31,571,3,8,7,7,0,3,0,37,165,279,207,128,225,144,82,1234,1825,1930,1101,674,987,666,325,7512
50701,2092,1727,933,581,883,440,261,6911,707,600,266,196,270,105,50,2188,717,626,286,165,216,95,31,2136,2715,2636,1294,813,1069,365,171,9071,16,25,16,11,10,11,0,93,6248,5614,2789,1766,2454,1013,510,20395,134,199,134,83,156,85,56,847,105,138,102,79,116,32,21,581,67,113,63,43,66,32,14,402,435,624,376,242,323,100,45,2135,19,24,29,16,15,3,0,105,756,1090,704,458,672,249,138,4067,7001,6703,3495,2227,3125,1264,643,24459
50702,294,240,139,88,129,58,38,974,222,242,150,71,92,51,28,856,241,200,99,70,92,49,15,769,756,745,416,249,352,171,82,2766,12,7,3,9,3,0,0,28,1514,1428,801,489,668,330,168,5394,9,35,27,14,41,25,10,160,34,50,36,26,44,13,8,219,11,47,28,19,38,15,7,171,118,139,100,92,107,52,25,625,14,6,9,3,0,0,0,31,186,280,206,158,232,107,53,1210,1700,1705,1002,650,893,434,214,6603
50703,1001,751,379,245,311,143,68,2901,226,194,81,55,83,18,10,667,263,190,74,36,63,23,3,650,1089,939,438,274,282,54,21,3107,20,15,11,3,0,0,0,53,2601,2094,983,622,734,251,98,7373,78,129,82,43,65,25,23,450,52,79,40,28,47,20,3,272,55,64,29,19,20,14,5,204,336,383,189,111,138,46,15,1213,28,16,17,8,8,0,0,85,551,675,355,213,275,102,52,2222,3145,2766,1335,831,1011,355,147,9599
50704,1331,1560,939,643,978,690,367,6510,527,580,338,216,341,146,77,2239,569,598,322,190,318,175,90,2269,1970,2302,1341,858,1150,655,324,8601,9,11,10,8,9,5,0,56,4409,5058,2948,1926,2796,1671,866,19675,86,159,131,105,182,124,77,873,52,98,83,70,86,44,26,460,52,80,71,65,75,33,22,395,178,332,242,211,285,128,70,1449,15,23,4,8,9,0,0,57,377,691,536,465,643,326,189,3232,4785,5746,3487,2390,3442,1999,1053,22906
50705,1774,2097,1272,910,1185,395,160,7793,882,763,415,215,309,99,34,2713,888,781,357,219,297,100,42,2678,3714,3605,1813,1049,1303,330,104,11920,43,41,17,14,13,0,0,130,7313,7293,3865,2404,3111,926,326,25238,184,272,194,142,202,60,32,1083,183,238,127,109,104,27,11,797,116,162,122,77,86,17,14,596,878,1184,622,401,499,107,44,3737,30,48,27,20,11,0,0,131,1390,1893,1091,748,903,217,110,6351,8699,9190,4961,3146,4011,1142,435,31589
50901,266,330,203,155,182,26,8,1170,195,217,149,89,113,16,3,776,240,265,136,80,106,8,0,830,1830,2005,1212,659,794,77,6,6578,18,22,4,6,12,0,0,63,2550,2838,1704,992,1202,122,16,9423,30,57,43,29,31,7,3,200,44,77,51,32,45,4,0,246,25,54,45,31,31,3,0,186,332,526,333,221,298,31,8,1745,16,19,8,14,0,0,0,56,451,721,479,321,401,43,15,2435,3004,3559,2183,1314,1603,165,33,11858
50902,196,244,150,99,129,34,9,869,141,165,97,63,63,13,4,552,209,233,119,64,88,10,3,728,1862,2013,1055,591,586,63,20,6188,14,16,15,11,3,0,0,57,2423,2682,1441,828,863,122,42,8401,12,23,25,17,25,0,0,107,49,55,34,29,34,5,0,206,36,35,32,15,17,3,0,145,319,488,298,198,187,13,3,1500,19,16,17,8,6,0,0,70,433,614,404,275,268,22,7,2018,2856,3292,1844,1102,1136,141,45,10420
50903,70,67,29,16,19,4,0,210,44,52,31,15,24,4,0,169,105,77,32,24,19,0,4,255,788,890,417,177,150,15,3,2449,11,15,3,4,0,0,0,31,1014,1101,524,240,218,25,8,3118,4,7,8,3,9,0,0,27,23,19,10,6,9,0,0,79,11,9,7,9,5,0,0,43,123,210,109,60,65,5,0,565,13,12,9,3,0,0,0,38,181,257,141,84,87,3,0,745,1194,1353,660,316,308,24,8,3864
51001,158,119,74,47,56,7,3,461,80,94,40,19,25,0,0,257,122,103,44,20,25,0,0,310,1433,1426,753,396,304,18,3,4347,17,5,6,6,4,0,0,42,1817,1747,916,481,409,31,6,5405,6,25,11,9,3,0,0,54,15,17,8,3,14,3,0,55,12,13,7,3,3,0,0,44,601,684,409,247,174,4,0,2127,28,32,26,13,3,0,0,96,662,769,461,275,200,8,0,2381,2477,2515,1378,756,613,38,12,7784
51002,218,213,116,69,94,11,0,723,95,87,35,17,20,3,0,259,140,114,40,17,24,3,0,325,983,898,369,212,205,3,3,2673,11,7,3,3,5,0,0,26,1442,1329,562,315,341,17,3,4005,9,17,10,3,4,0,0,44,13,12,8,5,3,0,0,48,8,7,4,3,3,0,0,20,160,171,82,67,53,5,0,544,12,7,4,3,0,0,0,34,208,208,111,83,67,5,0,689,1649,1539,673,401,416,24,3,4695
51003,295,311,169,93,123,9,0,1003,156,109,44,15,26,0,0,356,256,181,85,38,38,0,0,599,1478,1406,628,286,338,20,3,4150,12,18,10,3,3,0,0,47,2199,2026,933,435,531,28,5,6155,10,9,8,10,9,0,0,55,7,14,7,6,5,0,0,45,14,15,8,8,7,0,0,49,172,201,130,80,63,0,0,644,22,10,9,3,3,0,0,42,220,248,158,109,95,0,0,832,2414,2270,1093,545,625,24,4,6987
51101,54,53,37,21,33,0,0,200,64,54,33,22,31,3,0,206,76,66,39,19,25,0,0,231,531,623,375,200,258,7,4,2003,3,8,7,0,3,0,0,19,724,804,485,262,355,18,4,2658,0,3,3,0,3,0,0,13,8,19,3,10,12,0,0,51,7,19,7,8,9,0,0,53,103,138,81,55,62,4,0,447,10,6,5,4,0,0,0,26,129,187,99,83,87,4,0,594,847,997,588,348,449,21,3,3251
51102,58,58,21,10,14,0,0,170,21,22,17,10,6,0,0,75,41,35,14,5,7,3,0,110,330,332,187,95,75,5,0,1027,5,5,3,0,0,0,0,20,451,453,242,124,111,7,0,1393,3,10,5,4,7,0,0,25,0,3,3,3,0,0,0,17,3,6,3,3,3,0,0,25,70,106,73,42,30,3,0,334,9,9,6,3,0,0,0,37,92,134,101,56,42,6,0,435,541,582,344,187,149,14,0,1826
51103,505,517,276,204,232,31,7,1769,210,164,65,42,48,8,3,535,231,175,60,35,52,3,0,551,1441,1331,676,373,441,18,3,4273,24,27,11,16,4,0,0,71,2402,2212,1085,667,771,52,8,7205,28,39,31,25,37,3,0,165,28,30,21,10,15,0,0,107,12,16,15,8,22,0,0,80,333,383,205,167,101,7,0,1196,20,26,9,7,8,0,0,65,427,495,284,223,181,16,3,1623,2826,2701,1377,884,948,70,13,8820
51104,256,285,149,107,159,26,7,987,153,170,74,55,94,5,0,556,142,172,109,79,73,6,0,586,1820,1961,1072,635,797,72,16,6367,20,16,12,0,4,0,0,55,2397,2593,1423,877,1128,112,23,8546,23,33,29,18,34,3,3,138,33,51,27,10,24,3,3,156,23,42,36,17,33,3,3,153,472,653,448,285,283,29,10,2189,34,36,22,11,10,3,0,111,580,803,559,346,386,42,16,2744,2981,3402,1984,1224,1514,154,42,11292
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
