SED_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED30023,5,5,12,32,36,14,0,3,0,111,8,81,87,250,100,30,11,0,0,570,0,0,0,4,0,0,0,0,0,13,0,3,0,13,19,21,36,7,3,98,3,3,5,3,6,4,0,0,0,26,3,30,42,83,57,39,20,3,0,275,0,0,0,0,3,8,0,0,0,7,3,8,3,36,3,5,3,0,0,59,0,3,0,10,4,4,0,0,0,24,3,3,3,19,5,3,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,5,17,15,10,8,6,0,70,0,0,3,18,0,0,0,0,0,24,0,0,0,8,0,4,5,0,0,20,0,7,21,36,24,14,5,0,0,112,20,127,144,269,96,58,34,30,10,786,235,443,492,1059,635,583,483,275,140,4356,4101,8758,7738,13856,7689,6937,5037,2418,873,57395
SED30024,4,29,33,110,95,81,35,6,3,390,5,24,18,106,48,30,21,3,0,255,0,0,0,19,3,7,3,3,0,33,0,5,10,28,17,34,20,7,4,127,0,0,0,4,4,3,0,0,0,21,0,12,9,62,27,30,17,3,3,161,0,0,0,0,0,3,11,11,4,30,0,0,0,9,4,6,4,0,0,29,0,0,29,71,0,3,0,0,0,103,0,7,22,58,23,7,4,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,6,11,42,16,30,24,3,6,144,0,5,5,18,3,3,0,0,0,35,0,0,0,11,4,10,4,6,0,38,0,3,7,10,10,4,0,0,0,46,6,18,28,200,93,96,87,45,18,587,270,540,561,1532,784,801,554,265,111,5412,3914,7920,6468,13524,6873,6335,4185,1851,566,51639
SED30025,3,13,17,55,53,17,11,3,0,163,9,42,39,195,78,62,26,6,4,457,0,0,0,25,9,31,9,3,4,87,0,26,29,88,102,76,114,58,18,509,3,3,12,34,12,22,17,5,0,107,5,143,192,427,264,140,85,35,5,1305,0,0,0,5,9,11,10,3,0,43,0,9,0,20,8,8,12,3,0,64,5,7,9,45,14,13,7,0,0,90,5,16,20,64,19,5,6,0,0,130,0,0,0,6,4,0,4,0,0,14,0,8,12,45,32,11,6,0,0,115,3,26,26,78,37,42,34,6,3,248,0,0,4,48,19,5,6,0,0,85,0,4,8,36,23,25,19,9,3,123,0,3,13,76,24,16,13,3,0,160,18,108,155,583,312,238,167,108,38,1726,441,725,694,1688,860,625,558,281,119,5985,5824,10952,9531,20273,9646,7654,6734,3043,994,74650
SED30026,0,0,3,34,16,21,7,0,0,80,3,13,36,78,45,34,8,0,0,216,0,3,4,14,8,12,6,10,4,57,0,5,3,51,32,57,75,41,23,295,0,6,0,9,8,7,4,3,4,40,3,19,31,99,54,67,39,8,11,329,0,0,0,0,6,15,3,3,0,29,0,0,0,3,0,0,7,0,0,18,0,0,4,12,0,0,0,0,0,14,3,4,13,42,11,8,0,0,0,79,0,0,0,3,3,3,9,0,0,14,0,0,0,0,9,0,0,0,0,8,10,33,34,81,49,49,30,9,0,286,0,0,4,11,0,3,0,0,0,26,0,0,0,20,18,9,13,6,0,81,0,0,0,10,7,4,3,0,0,29,4,33,51,370,111,95,83,55,25,824,133,292,325,892,508,615,479,314,158,3720,2563,5562,5332,11680,6843,6898,5331,2856,1465,48520
SED30027,0,17,20,58,59,46,12,6,0,219,9,42,26,133,65,56,21,4,0,355,0,0,0,3,0,4,5,0,4,17,0,5,3,12,18,23,40,15,0,126,0,0,0,0,4,3,0,0,0,16,0,11,14,78,33,15,18,6,0,172,0,0,0,0,4,0,3,3,0,12,0,3,0,14,3,3,3,0,0,31,0,0,0,7,0,0,0,0,0,13,3,4,10,27,15,4,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,7,3,30,22,33,31,9,9,144,0,0,3,10,8,0,0,0,0,23,0,0,0,5,10,7,8,0,4,35,0,0,3,12,12,15,9,3,0,56,0,27,29,128,84,91,68,44,18,489,268,513,487,1330,784,760,601,321,142,5208,3087,6919,5305,11539,6476,6510,5203,2549,862,48456
SED30028,3,5,16,55,48,21,7,8,0,166,0,17,32,101,61,39,18,5,0,261,0,0,0,28,16,18,22,8,6,88,3,11,0,57,48,55,56,29,7,278,0,3,4,30,10,12,5,7,0,70,3,55,122,244,155,64,39,10,3,704,0,0,0,5,0,0,5,0,0,22,0,10,5,29,14,11,12,3,3,85,0,3,0,30,4,7,0,0,0,47,0,18,16,48,15,5,0,0,0,105,0,0,0,0,3,3,0,0,0,10,0,0,0,6,0,0,0,0,0,11,3,23,38,69,24,19,17,0,0,197,0,0,3,26,16,3,3,0,0,50,0,14,3,17,25,14,12,0,3,89,0,3,12,23,30,27,3,3,0,106,8,51,62,316,128,103,58,41,14,784,65,163,206,487,265,212,161,129,92,1783,2936,6489,6080,12876,6679,4883,3617,1778,859,46194
SED30029,0,3,12,62,49,25,12,3,0,169,3,13,11,75,23,24,4,5,0,166,0,0,0,21,4,16,0,0,3,53,0,17,11,69,60,43,42,16,10,266,0,3,0,26,12,7,6,0,0,52,0,46,77,183,146,54,27,11,3,548,0,0,0,0,0,7,0,0,0,11,0,0,4,12,14,23,9,9,0,74,3,3,3,11,0,0,4,0,0,29,6,27,14,29,9,5,4,0,0,84,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,5,23,17,55,44,18,13,4,0,186,0,3,3,12,13,3,3,0,0,44,0,0,8,14,12,10,9,0,3,65,0,0,3,38,24,17,8,0,0,87,3,46,53,248,147,125,57,24,19,715,77,186,157,439,290,230,211,109,90,1782,2984,6952,5482,11711,6939,5286,4193,1513,653,45719
SED30030,0,0,3,39,44,19,8,3,0,119,5,24,41,171,118,75,34,12,4,486,0,0,0,31,14,24,16,10,7,97,0,9,11,57,66,56,55,46,13,310,0,7,6,25,14,16,8,3,0,76,0,21,75,186,108,50,41,24,3,527,0,0,3,7,12,17,13,8,3,67,0,4,3,25,11,16,16,3,0,68,0,0,10,28,5,5,9,0,0,70,3,9,22,50,24,10,4,0,0,120,3,0,0,5,10,6,0,0,0,25,0,0,0,10,13,0,12,0,0,26,0,24,16,57,33,41,14,8,3,189,0,4,5,33,6,0,0,5,0,57,0,11,9,16,18,14,9,3,3,90,0,3,8,25,12,15,9,0,0,74,4,51,63,431,205,233,176,88,34,1288,196,370,406,970,510,422,331,214,124,3535,4082,8414,7432,16393,8261,6270,4509,2209,891,58463
SED30031,0,6,8,40,24,16,3,0,0,98,24,154,97,347,136,65,31,6,0,857,0,0,0,4,3,16,5,4,3,30,4,6,11,50,45,46,30,8,3,204,0,3,6,10,10,9,3,0,0,32,0,111,115,237,147,50,18,3,0,688,0,0,0,4,7,3,5,6,0,19,0,11,0,32,12,8,0,0,0,66,0,0,0,10,0,0,0,0,0,11,3,13,6,60,11,10,0,0,0,102,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,5,22,4,50,30,23,8,3,0,152,0,0,0,13,6,3,0,0,0,28,0,4,5,14,4,4,4,0,0,37,4,14,9,38,38,15,0,0,0,117,7,46,33,223,110,76,52,25,15,596,275,493,528,1308,704,542,274,147,35,4314,4337,8619,6984,16286,8105,6082,3275,1457,477,55616
SED30032,4,12,8,41,45,39,19,4,3,169,0,27,25,79,42,29,15,7,0,217,0,0,0,13,6,9,7,0,4,38,0,10,4,22,56,58,82,35,4,264,0,4,0,10,15,4,4,0,0,37,0,25,21,98,73,50,39,15,5,332,0,0,0,0,0,9,8,3,0,22,0,0,0,4,3,9,6,5,0,28,0,0,18,85,0,0,0,0,0,106,0,4,3,17,9,3,0,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,22,13,44,37,52,42,11,3,228,0,4,3,23,7,4,3,0,0,51,0,4,0,12,13,15,15,6,3,69,0,0,7,29,18,15,12,6,0,87,8,39,55,164,134,146,111,75,17,744,166,389,410,873,595,659,493,233,94,3921,2998,7440,6468,12752,7993,7712,6584,2630,802,55380
SED30033,0,5,7,73,43,27,3,7,0,163,3,15,30,137,34,39,23,5,3,293,0,0,0,28,8,15,6,6,6,67,0,5,7,66,36,40,23,22,9,207,0,0,10,55,17,8,10,0,0,105,3,14,32,135,43,35,18,5,7,280,0,0,0,5,10,13,11,3,0,45,4,10,20,83,25,14,12,10,5,180,3,8,12,79,7,3,0,0,0,117,0,7,13,61,19,11,5,0,0,111,0,0,4,0,6,4,5,4,0,21,0,0,3,0,5,4,0,0,0,22,6,25,23,90,27,21,8,9,3,206,0,9,11,71,24,23,12,0,0,158,0,0,4,18,12,11,11,3,3,52,0,0,4,33,17,9,0,0,0,66,13,72,148,651,184,134,107,55,27,1382,152,233,337,917,330,231,165,131,115,2604,3096,5715,6226,16101,6160,4335,2803,1822,1070,47328
SED30034,0,11,0,42,17,3,0,0,0,81,10,57,52,166,65,27,9,0,0,386,0,0,0,7,0,0,0,0,0,9,0,3,0,9,9,14,16,6,0,64,0,0,0,0,0,0,0,0,0,7,0,22,59,105,67,15,3,0,0,272,0,0,0,0,3,0,0,0,0,5,0,3,0,14,5,0,0,0,0,26,0,0,7,15,0,0,0,0,0,17,0,0,10,17,3,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,24,11,18,3,7,0,74,0,0,0,3,3,0,0,0,0,4,0,0,0,3,3,3,0,0,0,14,0,9,10,43,25,0,0,0,0,79,6,21,21,103,52,42,29,11,0,275,319,567,532,1588,826,590,347,173,43,4992,3490,6278,4822,12104,5847,4726,2691,1181,363,41497
SED30035,0,3,4,21,33,17,7,0,0,94,0,16,12,83,46,54,21,5,0,234,0,0,0,0,0,11,8,3,0,19,0,6,3,22,19,33,62,24,12,176,0,0,0,4,4,4,4,0,0,26,0,12,22,48,45,28,27,17,0,212,0,0,0,0,3,3,6,3,0,20,0,3,5,10,3,3,3,0,0,30,0,3,0,7,3,0,0,0,0,17,0,5,6,17,13,0,6,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,8,24,19,30,36,14,0,159,0,3,0,22,8,0,0,0,0,37,0,0,0,5,10,11,13,3,0,41,0,0,3,17,12,5,9,4,0,49,8,7,13,67,97,93,77,45,14,419,157,362,322,784,654,712,672,405,226,4308,2584,6398,4897,9719,7043,7754,6812,3060,1028,49300
SED30036,0,0,4,20,30,16,4,0,0,73,0,19,20,101,56,80,32,8,0,317,0,0,0,3,3,7,10,11,4,41,0,0,4,18,41,63,107,79,21,335,0,0,0,10,8,5,5,0,0,30,0,24,25,73,62,51,32,18,3,287,0,0,0,0,8,3,8,8,0,26,4,9,3,24,9,11,8,9,3,71,0,0,4,16,0,0,0,0,0,22,0,10,4,28,25,11,0,0,0,72,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,0,7,6,34,13,19,34,7,4,132,0,3,0,20,3,0,7,0,0,34,0,3,3,14,18,11,27,17,3,86,0,0,3,16,14,14,3,3,0,60,3,27,15,124,101,120,185,120,51,746,155,394,389,794,540,683,742,422,180,4309,2542,6296,5115,10025,6475,7667,8622,4774,1517,53035
SED30037,0,9,12,54,46,20,14,3,0,167,7,34,40,138,59,53,19,3,0,357,0,0,0,0,0,3,4,0,0,13,0,3,7,29,27,38,48,3,3,156,0,0,0,10,5,3,0,0,0,16,3,17,11,62,28,22,13,3,0,155,0,0,0,0,5,3,0,0,0,12,0,3,0,10,0,3,3,0,0,19,0,4,0,18,5,0,0,0,0,30,3,4,7,37,11,3,0,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,11,8,31,12,11,19,4,3,111,0,0,0,4,3,3,0,0,0,13,0,3,0,18,3,4,3,5,0,35,0,0,7,17,14,6,4,0,0,54,5,32,35,148,74,81,90,72,27,553,212,388,412,1173,686,719,597,254,96,4553,3759,6951,5919,13604,6986,7057,5224,2475,820,52783
SED30038,0,10,8,49,15,15,14,0,0,106,5,58,106,322,143,89,35,11,3,782,0,0,3,21,7,28,25,8,20,115,0,6,4,33,45,56,45,36,12,232,0,3,0,16,8,15,6,0,0,53,0,16,47,103,55,22,21,4,3,279,0,0,0,15,18,12,10,10,3,69,3,28,37,159,64,48,20,11,0,367,0,0,6,49,6,10,4,0,0,76,0,3,9,51,15,10,7,0,0,91,0,0,0,0,9,4,3,0,0,19,0,0,0,6,3,0,0,0,0,13,0,16,15,58,14,17,16,0,0,132,35,193,446,2152,1230,965,364,179,73,5637,0,0,9,6,9,11,11,8,4,51,0,10,7,58,14,16,9,0,0,113,79,501,696,1301,694,452,225,122,39,4114,406,620,631,1350,584,441,325,199,67,4636,4291,8212,8822,17546,7827,5847,3575,1796,592,58495
SED30039,3,19,42,75,50,27,10,10,0,224,7,18,39,123,21,17,8,0,0,240,0,5,3,32,12,19,3,4,4,78,3,20,24,55,48,46,36,24,8,261,7,28,409,204,22,11,8,8,0,688,3,48,165,230,114,82,45,24,0,712,0,0,0,3,5,3,3,0,0,15,3,37,39,94,35,20,23,4,5,261,0,27,81,158,27,27,22,4,0,343,4,13,47,63,21,4,4,0,0,157,0,0,0,0,0,0,0,0,0,0,3,0,5,7,3,3,0,0,0,24,14,89,146,159,84,40,42,13,7,580,17,48,58,230,43,35,7,4,3,454,3,7,6,13,9,8,9,9,3,62,0,0,21,42,29,25,9,0,0,133,71,164,384,826,185,111,90,38,19,1880,97,166,627,781,261,211,177,100,88,2496,2337,5303,12916,14074,5356,4333,3292,1538,794,49953
SED30040,0,4,12,25,22,14,6,0,0,88,4,21,42,123,61,40,11,5,0,320,0,0,0,11,4,3,5,0,3,29,0,3,0,25,32,30,50,27,9,183,3,0,0,14,6,10,3,0,0,34,0,5,13,40,24,10,10,5,0,109,0,0,0,0,0,4,3,3,0,12,0,9,0,45,7,3,0,0,0,67,0,0,4,16,3,0,0,0,0,28,0,11,10,25,6,5,3,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,10,39,20,12,12,0,0,102,0,0,11,26,11,13,3,0,0,65,0,0,3,3,16,7,9,3,5,54,0,3,6,20,8,5,0,0,0,44,8,41,68,279,126,87,67,34,10,718,252,334,493,1008,461,395,289,208,68,3506,3857,7258,7162,14252,6602,5698,3964,2334,995,52119
SED30041,0,7,9,28,22,23,3,0,0,103,0,14,24,93,42,36,14,0,0,223,0,3,0,3,3,5,0,4,3,27,0,3,4,19,44,64,45,30,5,218,0,3,3,11,8,0,0,0,0,20,0,10,31,93,42,30,19,9,0,239,0,0,0,0,0,0,4,0,0,4,0,0,3,15,8,3,0,0,0,26,0,0,8,19,3,0,0,0,0,32,3,6,3,24,9,6,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,18,13,43,25,19,6,3,0,125,0,0,0,21,6,4,3,0,0,38,0,0,4,9,14,14,11,3,0,49,0,0,3,18,8,7,0,0,0,43,6,26,44,179,93,76,75,33,6,541,274,476,502,1087,600,572,380,247,54,4191,4010,8200,7418,13916,7589,6437,4563,2228,756,55108
SED30042,0,14,6,73,32,27,9,0,0,162,4,25,52,169,78,47,17,0,0,399,0,0,0,15,6,21,8,10,0,59,0,14,11,47,49,47,62,27,3,253,0,0,4,11,4,9,3,0,0,34,4,43,91,215,110,57,23,3,3,552,0,0,0,7,0,3,3,0,0,14,0,0,0,20,13,13,3,4,0,54,0,3,4,12,3,6,6,0,0,36,3,12,16,42,10,0,0,0,0,79,0,0,0,4,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,7,0,10,14,52,27,25,15,3,0,150,0,0,4,13,4,15,6,0,0,40,0,13,5,21,28,12,15,10,0,107,0,5,21,55,24,26,7,0,0,138,4,56,78,337,162,116,91,39,16,903,214,334,338,825,419,322,278,146,96,2964,4068,7853,6970,15077,6860,5788,4104,1688,742,53146
SED30043,0,6,15,38,28,22,8,4,0,123,0,28,23,83,44,32,10,7,0,224,0,0,3,23,4,3,8,10,4,54,0,14,22,53,56,48,86,62,24,359,0,4,0,8,3,7,0,0,0,24,3,51,76,186,107,57,42,24,3,547,0,0,0,0,0,0,5,4,0,10,0,3,5,19,7,0,3,0,3,46,0,0,12,29,6,3,0,0,0,43,0,8,4,27,15,4,0,0,0,64,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,31,35,58,46,32,21,19,4,241,0,3,7,37,3,0,4,0,0,52,0,3,4,27,23,12,10,9,0,92,0,5,26,44,37,24,17,5,0,158,9,44,113,231,105,86,111,79,41,822,131,276,355,721,395,317,313,244,164,2912,3077,7288,6932,12711,6837,5678,5453,3860,1663,53503
SED30044,0,3,6,28,26,12,3,0,0,82,7,61,55,211,75,47,20,0,0,470,0,0,0,15,0,0,3,0,4,14,0,0,9,13,23,33,32,24,6,146,0,0,0,6,5,3,3,0,0,20,3,26,59,105,87,32,25,14,3,351,0,0,0,0,0,3,6,4,0,17,0,11,15,70,20,0,0,0,0,128,4,0,3,11,0,0,0,0,0,18,3,12,11,25,10,6,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,34,24,22,19,3,3,131,0,42,38,126,35,3,0,0,0,252,0,4,0,3,15,14,7,6,0,55,0,11,9,25,8,10,0,3,0,60,11,40,57,191,100,69,55,26,8,574,217,385,434,1135,738,673,471,268,122,4443,3530,7588,6756,13265,7626,7277,5126,2502,910,54580
SED30045,0,10,13,63,24,21,7,3,0,133,0,13,18,95,35,36,20,0,0,216,0,0,0,13,5,6,9,3,3,38,0,3,11,23,47,41,37,12,3,186,0,3,24,25,6,5,3,0,0,63,0,9,40,59,63,27,15,8,0,228,0,0,0,0,4,12,8,7,0,35,0,6,3,13,3,3,0,0,0,26,3,4,73,273,5,0,0,0,0,366,0,0,3,40,9,0,0,3,0,63,0,0,0,7,0,0,0,0,0,6,0,0,0,3,7,4,3,0,0,15,0,10,16,28,20,23,18,4,4,123,0,6,4,48,20,15,3,0,0,97,0,3,13,17,10,12,13,0,3,68,0,3,20,37,24,10,8,0,0,100,9,38,60,223,100,101,73,36,11,658,197,454,549,1033,751,644,500,238,94,4449,3415,8032,7491,13845,8022,6599,5076,2068,671,55221
SED30046,0,10,11,40,33,26,3,3,0,118,5,40,57,175,99,90,21,3,0,492,0,0,0,15,3,5,7,3,4,38,0,3,9,28,58,69,59,36,5,271,0,3,6,17,16,11,4,0,0,63,0,9,35,65,57,36,18,9,4,236,0,0,0,15,19,30,21,21,5,107,0,3,3,14,9,12,3,0,0,41,8,18,30,157,31,47,26,4,0,321,0,16,31,118,16,5,0,0,0,186,0,0,0,9,13,7,0,0,0,34,0,0,0,10,5,5,0,0,0,19,4,7,11,34,20,10,15,0,0,94,0,11,4,78,42,46,17,7,3,205,0,0,0,12,10,6,4,3,0,33,0,0,8,21,18,8,3,0,0,60,0,81,166,469,339,270,153,70,23,1571,188,362,372,789,509,395,305,115,26,3053,3367,7595,7105,12990,7308,6193,3776,1489,390,50214
SED30047,0,10,7,55,45,21,6,3,3,153,4,42,70,187,106,83,27,8,0,529,0,0,0,26,0,8,3,0,4,46,3,23,14,63,61,47,39,36,17,306,0,5,3,21,16,4,4,0,0,52,4,30,47,173,90,47,21,11,7,428,0,0,0,4,3,7,12,3,0,27,0,3,8,34,20,13,8,3,0,89,0,0,0,22,3,0,0,0,0,29,0,12,11,48,25,4,0,0,0,102,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,8,21,12,60,32,25,15,5,0,180,3,0,3,58,28,17,4,4,0,127,3,3,13,23,24,13,16,5,5,93,0,3,0,27,20,15,0,0,0,69,14,61,66,334,181,114,87,53,23,941,124,205,279,664,408,325,267,208,163,2642,3197,6366,5762,13023,7359,5794,4299,2407,1223,49425
SED30048,0,8,4,28,24,8,6,0,0,76,28,185,169,481,176,84,20,3,0,1150,0,0,0,10,3,3,3,0,0,24,0,3,3,18,16,25,44,11,8,131,0,0,0,7,3,4,0,0,0,10,0,35,66,106,72,32,8,6,0,325,0,0,0,0,6,0,6,0,0,11,0,3,3,21,7,5,3,0,0,46,0,3,3,14,0,0,0,0,0,20,3,10,12,39,22,7,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,10,28,12,12,7,0,3,76,0,0,6,27,5,9,0,0,0,48,0,0,0,8,3,7,10,0,0,26,0,9,16,33,32,31,4,8,0,147,8,30,41,180,76,56,47,21,13,474,130,257,348,1100,627,549,357,195,75,3630,2703,5295,5319,11765,6210,5523,3515,2067,951,43364
SED30049,3,17,28,78,63,41,33,21,9,296,0,31,66,192,110,74,26,11,5,513,0,0,0,22,8,22,13,12,7,86,0,0,5,25,33,35,33,26,11,171,3,30,28,79,30,27,10,3,0,208,0,76,135,184,155,59,27,19,3,650,0,0,0,21,12,16,9,3,4,73,3,60,53,183,85,55,26,12,0,489,6,40,90,336,55,57,21,3,3,610,0,6,19,60,11,9,0,0,0,104,0,0,0,9,6,8,4,0,0,24,0,0,0,10,10,3,3,3,0,35,3,25,28,47,21,30,12,5,0,173,3,13,28,133,87,86,38,17,6,407,0,0,3,7,11,7,6,3,0,41,0,0,22,36,18,10,4,0,0,102,12,108,168,509,243,200,145,70,38,1483,88,186,303,596,289,259,206,144,57,2126,2609,6031,7318,13036,6365,4700,3686,2217,945,46906
SED30050,0,0,0,31,30,19,12,3,0,96,4,21,39,106,44,41,13,0,0,266,0,0,0,31,0,6,0,4,3,46,0,4,10,53,38,53,85,44,14,303,0,6,5,19,11,4,0,0,0,48,0,20,63,158,84,73,38,27,3,456,0,0,0,3,4,7,10,4,3,26,3,0,0,23,3,3,3,3,0,43,0,0,0,37,0,6,0,0,0,46,9,12,22,42,26,4,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,0,18,3,16,31,109,39,35,27,8,0,278,0,4,4,25,7,4,0,0,0,60,0,6,0,30,14,19,22,10,3,100,0,0,6,23,17,12,3,3,0,74,14,40,115,317,119,104,92,71,32,903,110,246,461,1078,565,626,535,387,239,4241,2473,5109,5922,13595,7380,7604,5944,3278,1376,52691
SED30051,0,0,8,14,23,14,6,3,0,66,5,25,18,80,49,58,35,3,0,274,0,0,0,5,4,7,7,3,0,33,0,0,0,9,20,44,70,39,5,193,0,0,0,0,0,4,0,0,0,14,0,5,12,28,31,23,10,8,4,117,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,4,0,0,9,3,0,6,12,15,3,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,18,15,21,24,11,0,109,0,0,3,9,4,0,0,0,0,15,0,0,3,0,10,8,14,3,0,40,0,0,0,9,10,5,5,0,0,26,0,10,17,61,63,89,95,53,15,405,176,416,353,819,620,793,831,401,120,4521,2533,6199,4973,9855,6879,8301,7912,3387,1063,51102
