SED_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
SED52605,0,0,0,0,0,0,0,0,0,0,1262,2385,2072,3144,1335,1171,595,228,59,12251,0,0,0,19,6,8,0,0,0,27,0,0,3,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,7,3,0,0,30,0,0,0,9,3,7,0,0,0,20,3,36,139,198,51,30,15,4,0,473,0,0,3,12,3,3,4,4,0,27,0,0,0,0,3,3,3,0,0,9,5,119,119,322,343,315,201,88,26,1542,0,0,0,5,0,3,0,0,0,7,0,0,0,10,3,0,0,0,0,19,0,0,4,25,14,8,15,6,0,71,0,0,0,0,0,0,3,0,0,7,0,3,14,30,14,14,6,3,0,81,7,41,53,204,60,51,35,19,0,476,0,3,17,71,15,6,19,0,0,138,0,6,0,40,14,3,0,3,0,67,0,0,0,7,0,0,0,0,0,13
SED52704,0,0,0,11,3,4,0,0,0,19,1088,1524,1692,2877,1059,921,445,166,62,9838,0,3,4,12,3,0,0,0,0,25,0,0,0,4,5,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,10,19,7,13,3,0,0,48,0,0,0,0,3,0,0,0,0,10,0,9,34,69,8,12,0,0,0,132,0,0,0,8,5,3,5,3,0,27,0,5,0,10,3,12,0,3,0,28,20,173,281,678,637,552,369,164,52,2925,0,0,0,0,3,0,0,0,0,8,0,0,0,20,3,3,7,3,0,31,0,0,11,30,18,17,24,6,0,113,0,0,0,0,0,0,0,3,0,4,0,0,10,11,3,11,3,3,0,41,4,8,31,90,14,12,18,3,0,185,0,3,5,10,3,7,10,0,0,38,0,3,0,36,7,3,6,0,3,54,0,4,3,4,6,3,0,0,0,18
SED52802,5,16,59,130,36,14,6,0,0,260,965,2053,1845,2413,1344,1172,918,315,97,11124,0,10,4,28,5,0,0,0,0,40,0,0,0,3,0,0,0,0,0,6,0,0,3,9,4,3,0,0,0,11,0,0,4,10,10,10,3,3,3,40,0,0,0,0,0,0,0,0,0,5,0,4,0,18,13,0,5,0,0,37,0,0,0,3,3,3,3,8,0,21,0,0,0,0,3,4,4,0,0,13,0,62,82,199,416,366,420,299,82,1931,0,0,0,7,3,5,0,0,0,17,0,0,0,9,0,0,0,0,0,11,0,3,4,17,15,17,44,13,3,118,0,0,0,0,0,0,0,3,0,4,0,0,3,8,0,0,0,0,0,12,11,37,33,204,41,35,35,22,10,413,0,11,5,22,13,5,3,5,0,68,0,3,4,9,0,0,0,0,0,16,0,0,0,11,3,0,0,0,0,11
SED52903,0,0,0,0,0,0,0,0,0,0,144,258,244,693,232,176,71,21,7,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,25,3,11,3,0,72,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED53003,0,0,0,0,0,0,0,0,0,0,1374,2396,1812,3838,1629,1345,596,142,34,13162,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,3,0,0,0,19,0,0,0,0,0,3,0,0,0,6,0,0,0,6,5,0,0,0,0,14,0,0,0,0,0,0,3,0,0,8,0,0,0,5,0,4,0,0,0,6,0,8,23,136,104,85,56,20,4,440,0,0,3,7,3,3,0,0,0,11,0,0,11,25,0,3,0,0,0,46,0,0,14,24,10,13,7,10,0,80,0,0,0,0,0,0,0,0,0,3,0,0,3,13,5,3,0,0,0,21,3,6,3,67,5,4,3,0,0,89,4,0,0,14,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SED53104,0,3,0,0,0,0,0,0,0,0,916,1831,1620,2463,1162,1370,844,272,119,10594,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,3,14,6,12,0,0,0,34,0,0,0,0,0,5,0,0,0,6,0,4,19,40,14,9,5,0,0,95,0,0,0,4,0,10,8,9,0,27,0,0,0,3,0,0,3,0,0,9,7,161,183,401,450,364,333,139,56,2100,0,0,0,0,0,0,0,0,0,3,0,4,0,11,4,3,3,0,0,19,0,3,3,14,17,9,32,10,3,99,0,0,0,0,3,3,9,0,4,19,0,0,0,13,7,6,3,0,0,26,0,3,15,39,37,23,31,8,6,160,0,0,3,5,0,0,0,0,0,12,0,8,3,16,9,0,3,0,0,38,0,0,0,0,0,0,0,0,0,0
SED53205,0,3,3,10,0,0,0,0,0,16,2604,3532,2931,6085,1807,1298,767,269,76,19368,0,0,0,30,4,0,0,0,0,33,0,0,5,9,5,4,4,0,0,30,0,0,0,0,0,0,0,0,0,3,0,6,8,30,14,8,7,0,0,64,0,0,3,23,7,0,8,0,0,39,0,14,15,67,13,6,9,0,0,133,0,0,3,26,6,9,6,11,0,62,0,0,0,4,0,3,3,0,0,11,14,118,152,570,685,521,377,282,68,2782,0,3,3,23,6,11,0,0,0,40,0,0,3,9,10,0,4,0,0,23,0,6,3,24,20,17,23,13,0,108,0,0,0,0,0,0,0,0,0,0,0,0,6,15,3,0,0,0,0,29,20,68,82,557,42,35,25,10,5,841,0,5,10,32,7,3,0,0,0,54,0,3,3,24,7,7,0,0,0,44,0,0,0,9,0,0,0,0,0,15
SED53306,0,0,0,6,0,0,0,0,0,8,1225,2037,1901,3137,1401,1406,1152,788,275,13322,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,7,7,7,0,0,32,0,0,0,3,0,0,0,0,0,9,0,4,3,20,11,0,0,0,0,35,0,3,0,0,0,3,4,4,0,14,0,0,0,5,3,0,0,0,0,10,10,119,127,308,406,327,405,298,84,2081,0,0,0,3,4,0,0,0,0,10,0,0,0,4,3,3,0,0,0,8,0,0,3,5,11,4,26,18,7,69,0,0,0,0,0,3,3,0,0,4,0,5,0,0,3,0,0,0,0,13,3,20,19,111,24,9,12,12,7,210,0,0,11,13,4,0,0,0,0,22,0,0,0,19,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
SED53402,0,0,22,12,0,0,0,0,0,42,1131,1680,1483,3692,1446,1090,612,292,150,11578,0,3,0,48,4,3,0,0,0,60,0,0,3,23,3,16,4,0,0,42,3,0,0,6,0,0,0,0,0,9,0,0,3,17,11,11,7,0,0,53,0,0,0,5,5,8,0,0,0,17,4,18,53,96,35,16,10,5,3,234,0,0,0,8,6,10,8,7,3,47,0,0,0,3,4,4,3,6,0,18,6,26,35,411,274,241,182,76,45,1291,0,0,0,0,3,0,0,0,0,4,0,0,3,25,4,10,0,0,0,42,0,0,8,30,11,14,27,4,0,101,0,3,0,0,0,4,11,6,4,33,0,0,11,41,9,9,3,3,0,74,29,55,76,476,44,47,53,22,7,810,0,3,7,30,7,3,5,0,0,65,0,0,8,36,11,8,3,0,0,73,0,3,6,9,13,3,0,0,0,33
SED53502,0,0,11,9,0,0,0,0,0,20,1113,2077,2131,3502,1704,1393,828,402,95,13254,0,0,3,12,0,4,0,0,0,12,0,0,0,12,11,3,0,0,0,27,0,0,0,3,0,0,0,0,0,3,0,0,0,10,6,4,0,0,3,29,0,0,0,0,0,0,0,0,0,7,0,8,5,32,27,3,7,0,0,84,0,0,0,8,4,8,32,23,3,78,0,0,0,3,4,0,3,0,0,10,6,39,48,206,318,304,286,148,57,1407,0,0,0,4,8,0,0,0,0,9,0,0,3,4,3,7,3,0,0,16,0,0,4,15,11,14,44,16,0,106,0,0,0,0,0,0,0,4,0,5,0,0,0,10,0,0,0,0,0,14,8,32,22,203,44,30,30,7,6,378,4,3,4,4,0,0,0,0,0,18,0,0,3,5,0,0,0,0,0,18,0,0,3,3,0,0,0,0,0,10
SED53602,5,23,110,218,44,14,3,0,0,420,1471,2003,1855,2643,1125,884,432,249,40,10702,0,0,0,17,5,4,0,0,0,23,0,0,21,53,21,40,11,3,3,159,0,0,5,15,12,9,3,0,0,43,0,0,0,4,3,0,0,0,0,12,0,0,3,3,4,5,4,0,0,22,3,8,20,82,26,27,8,3,0,188,0,0,5,20,19,24,16,9,0,93,3,12,3,12,4,6,5,0,0,46,0,7,31,129,163,179,154,99,27,791,0,0,0,8,7,0,0,0,0,11,0,0,0,13,0,3,0,3,0,15,0,0,7,20,10,5,28,6,0,78,0,3,0,4,10,15,19,25,6,82,0,6,4,39,6,7,6,0,0,72,18,58,161,539,67,70,51,27,8,993,0,4,6,23,9,3,6,0,0,50,0,5,29,66,19,17,3,0,0,143,4,35,47,130,81,30,3,0,0,329
SED53701,0,0,4,0,0,0,0,0,0,5,921,2008,1426,2717,1911,2187,1633,656,148,13611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,4,6,0,0,0,0,9,0,0,0,0,3,3,5,0,0,12,0,0,0,0,0,0,0,0,0,5,0,39,44,125,234,233,311,158,27,1172,0,0,0,0,0,3,0,0,0,3,0,0,0,5,3,6,3,0,0,13,0,0,0,5,4,16,45,7,3,80,0,0,0,0,0,0,3,3,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,8,7,7,5,3,0,35,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SED53802,0,0,14,44,3,4,0,0,0,66,1084,1537,1503,2677,1044,862,565,361,95,9733,0,0,0,8,0,0,3,0,0,8,0,0,5,28,8,10,3,3,0,67,0,0,0,3,0,8,3,0,0,18,0,0,0,7,3,10,4,3,0,22,0,0,0,5,3,0,0,0,0,14,7,13,41,186,37,36,11,9,8,354,0,0,0,12,10,10,11,12,0,54,0,5,3,3,0,3,4,4,0,24,4,24,18,164,152,139,118,98,34,744,0,0,0,0,0,3,0,0,0,5,0,3,0,17,4,3,0,3,0,23,0,0,5,19,6,6,32,14,6,91,0,10,0,6,8,12,33,42,9,126,0,6,14,65,16,7,9,0,0,119,16,44,105,457,74,54,67,28,5,850,3,5,9,24,5,3,6,0,0,56,3,6,15,54,24,14,3,0,0,118,4,9,15,45,28,5,0,0,0,111
SED53902,0,0,14,23,0,0,0,0,0,35,974,1471,1494,2843,1334,1088,642,445,210,10500,0,0,3,15,0,0,0,0,0,20,0,0,3,26,8,14,0,0,0,51,0,0,0,5,3,0,0,0,0,9,3,0,0,19,6,3,3,0,0,41,0,0,0,13,0,3,0,0,0,12,4,17,41,133,37,26,5,3,0,267,0,0,0,8,3,4,9,8,5,42,0,0,0,5,0,0,9,4,0,24,6,21,50,289,226,182,154,101,46,1070,0,3,0,0,0,3,0,0,0,3,0,0,0,24,7,0,3,3,0,44,0,5,6,18,7,5,28,4,3,76,0,0,0,5,5,14,25,35,7,90,0,4,17,38,4,7,0,4,0,80,5,31,59,309,40,32,30,15,9,528,0,3,4,21,6,0,0,0,0,36,0,10,8,54,14,6,0,0,0,93,0,0,3,11,9,8,0,0,0,33
SED54006,0,0,0,0,0,0,0,0,0,0,1282,2659,1972,3538,1895,1764,1318,596,135,15157,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,3,0,0,0,24,0,0,0,0,0,3,0,0,0,4,0,4,0,13,0,3,0,0,0,21,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,4,0,52,56,149,313,275,296,184,41,1368,0,0,0,6,0,0,0,0,0,6,0,0,0,0,5,0,0,3,0,11,0,0,0,5,4,10,21,9,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,3,8,3,20,11,8,5,4,0,57,3,0,4,0,0,0,3,0,0,13,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SED54104,0,0,0,0,0,0,0,0,0,0,816,1761,1943,2550,1226,1208,953,488,194,11136,0,5,0,23,3,3,0,0,0,32,0,0,0,6,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,3,0,13,15,34,17,21,8,0,0,106,0,0,3,9,3,4,6,0,0,21,5,29,347,287,42,16,20,5,3,762,0,0,0,3,0,5,3,0,0,22,0,3,0,3,3,3,0,3,0,17,14,114,133,322,316,271,243,107,31,1548,0,0,0,3,0,0,0,0,0,4,3,13,5,57,16,11,4,0,0,103,0,11,10,34,14,10,14,11,0,91,0,0,0,0,3,7,6,3,0,20,4,13,25,44,22,9,13,9,0,135,3,17,38,128,47,30,28,15,4,315,6,16,24,53,5,10,10,7,0,135,0,6,3,33,12,10,3,0,0,70,4,3,0,17,3,0,0,0,0,32
SED54203,0,0,0,0,0,0,0,0,0,0,712,1167,813,3699,1459,1047,486,132,24,9530,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,8,0,0,0,26,18,7,0,0,0,53,0,0,0,19,6,0,0,0,0,24,0,0,0,4,0,0,0,0,0,8,0,0,3,34,4,0,0,0,0,42,0,0,0,3,0,9,10,4,0,27,0,0,0,5,0,0,0,0,0,6,0,5,11,207,226,125,55,15,0,659,0,0,0,10,4,3,3,0,0,20,0,0,4,20,3,3,4,0,0,34,0,3,0,23,10,9,11,0,0,58,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,5,0,89,30,5,0,0,0,128,0,3,0,10,8,0,0,0,0,26,0,0,0,17,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,3
SED54304,0,0,3,10,3,5,3,0,0,20,986,2252,1933,2151,1265,897,463,174,40,10153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,6,3,12,17,10,4,0,0,58,0,0,0,3,7,0,0,0,0,5,0,6,12,29,10,7,8,4,0,69,0,0,0,3,4,3,5,7,0,26,0,0,3,18,6,20,10,4,0,76,42,437,660,914,1234,709,404,169,43,4616,0,0,0,4,0,0,0,0,0,9,0,0,0,6,3,3,0,0,0,16,0,0,10,14,25,17,22,10,3,99,0,0,0,4,3,3,4,0,0,18,0,3,3,7,0,3,0,0,0,18,0,0,8,50,30,14,18,13,3,136,3,3,9,10,3,0,0,0,0,26,0,0,3,9,9,9,9,0,0,41,0,0,0,0,3,0,0,0,0,3
SED54404,0,0,0,8,4,0,3,0,0,16,1010,1348,1457,5141,1595,1232,588,198,57,12631,0,0,5,29,3,4,0,0,0,41,0,0,4,28,3,7,3,3,0,55,0,0,0,0,3,0,0,0,0,3,0,3,11,58,16,14,4,0,0,108,0,0,3,22,3,3,3,0,0,40,7,19,161,227,49,40,24,10,4,533,0,0,0,12,9,7,8,7,3,44,0,0,0,12,3,4,6,3,0,25,8,23,100,762,376,291,223,58,14,1860,0,0,0,7,5,0,0,0,0,20,0,4,24,142,12,0,6,0,0,191,0,0,11,79,15,12,22,10,3,158,0,0,0,11,6,9,24,38,15,97,0,4,44,93,15,13,3,0,0,183,21,22,24,403,42,24,31,17,3,592,0,7,29,74,3,3,10,3,0,128,3,5,13,137,16,13,0,0,0,191,0,0,0,18,8,6,0,0,0,36
SED54503,0,0,0,3,0,0,0,0,0,3,1801,2632,1885,6685,2174,1254,312,48,25,16826,0,8,0,19,11,3,0,0,0,37,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,4,16,3,4,0,0,0,29,0,0,0,5,3,0,0,0,0,9,0,0,0,95,23,3,0,0,0,123,0,0,0,4,3,3,3,3,0,27,0,0,0,6,3,3,0,0,0,15,7,22,35,310,217,131,37,12,0,766,0,4,3,20,6,4,0,0,0,34,0,3,7,34,7,3,0,0,0,49,0,0,0,17,5,8,10,8,0,45,0,0,0,0,0,0,3,0,0,6,0,0,0,11,0,3,0,0,0,10,3,20,15,172,44,6,3,0,0,267,3,9,6,21,14,3,0,0,0,58,0,0,0,11,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3
SED54605,0,0,0,11,6,0,4,0,0,19,770,1715,1616,1773,878,1037,760,293,93,8929,0,19,7,31,25,8,5,0,0,92,0,0,0,3,0,0,3,0,0,4,0,0,3,3,0,0,0,0,0,9,0,7,3,8,3,10,5,0,0,36,0,0,0,0,3,0,0,0,0,11,10,108,146,379,136,64,39,21,11,912,0,0,0,0,0,3,3,0,0,12,0,3,0,3,0,0,3,0,3,20,12,99,83,177,282,230,239,118,55,1293,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,3,0,0,14,0,0,0,10,10,10,22,7,0,66,0,0,0,0,0,0,0,3,0,5,0,16,19,54,13,25,8,7,0,142,13,137,183,327,258,79,55,21,17,1089,3,22,52,64,32,15,12,6,0,211,0,8,8,36,11,4,4,3,0,79,0,7,4,15,6,0,0,0,0,43
SED54705,0,0,0,3,0,0,0,0,0,7,907,1696,1726,2816,1288,1269,936,450,174,11256,0,0,0,3,0,0,0,0,0,9,0,0,4,7,4,10,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,9,7,3,0,40,0,0,0,3,4,0,0,0,0,5,0,4,3,3,3,3,7,0,0,26,0,0,0,5,7,10,14,4,0,49,0,0,0,3,0,0,0,3,0,10,13,70,118,338,500,511,498,401,135,2576,0,0,0,3,0,0,0,0,0,10,0,0,0,8,3,3,5,0,0,23,0,4,0,19,11,9,26,15,3,86,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,10,8,41,9,9,16,13,4,116,0,0,4,7,0,3,0,0,3,25,0,5,0,8,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
SED54804,0,0,0,3,0,0,0,0,0,4,1170,1636,1428,3932,1448,1136,667,376,168,11965,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,14,0,0,0,0,0,4,0,0,0,3,0,3,7,42,9,6,0,3,0,69,0,0,0,7,0,0,0,0,0,11,0,13,13,75,21,8,8,7,3,154,0,0,0,6,0,3,8,11,0,35,0,0,0,7,3,0,8,0,0,18,7,50,75,571,306,206,165,81,31,1499,0,0,0,3,0,0,0,0,0,10,0,6,3,41,9,7,0,0,0,66,0,4,8,52,13,4,18,12,3,118,0,0,0,0,5,3,3,5,5,25,0,6,4,11,8,7,0,0,0,37,3,16,18,77,23,18,12,7,5,178,0,0,7,15,3,3,4,0,0,33,0,4,0,28,9,6,5,0,0,59,0,0,0,4,4,4,0,0,0,10
SED54905,0,3,3,4,7,0,0,0,0,16,806,1591,2039,2724,1164,1165,836,369,165,10858,0,0,9,17,0,0,0,0,0,24,0,0,0,3,0,5,3,0,0,13,0,0,0,3,0,0,0,0,0,6,0,7,5,24,9,11,8,0,0,56,0,0,3,6,3,3,5,3,0,29,3,20,134,153,46,23,5,15,4,395,0,0,0,3,7,4,8,4,3,26,0,7,0,12,0,3,8,0,0,33,7,34,61,287,264,249,220,84,46,1250,0,0,0,8,0,0,3,0,0,11,0,0,6,25,4,4,3,0,0,41,0,0,0,22,9,13,19,7,0,66,0,4,0,4,0,3,12,7,0,34,0,3,27,36,7,21,8,6,0,105,14,12,42,222,41,30,32,14,4,408,4,20,59,82,13,23,8,5,0,220,3,12,13,126,24,15,5,4,0,196,7,11,0,19,6,3,3,0,0,55
SED55005,0,4,41,84,24,14,6,0,0,172,1685,2949,2363,3400,1297,894,530,163,38,13315,0,5,9,49,19,9,0,0,0,86,0,0,0,3,0,0,0,0,0,5,0,0,0,10,0,5,3,0,0,16,0,5,9,7,9,6,3,0,0,37,0,0,3,5,4,4,3,0,0,20,11,96,164,526,156,61,29,6,0,1049,0,0,0,8,0,5,3,3,0,18,0,9,12,11,13,7,4,3,0,59,9,77,118,267,506,337,230,113,24,1689,0,0,0,7,7,3,0,0,0,14,0,0,5,4,13,0,3,0,0,24,0,3,3,16,14,12,22,9,0,79,0,0,0,0,0,0,0,0,0,0,4,5,17,62,13,14,4,4,0,116,19,141,174,763,225,103,59,22,0,1524,6,24,46,138,42,24,18,3,0,298,0,6,17,43,10,7,0,0,0,97,0,3,12,47,18,9,0,0,0,90
SED55102,0,0,0,5,0,0,0,0,0,8,1384,2999,2626,4561,2241,1660,1000,362,85,16922,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,3,10,6,11,3,3,0,42,0,0,0,6,0,0,0,0,0,7,0,0,5,20,9,0,0,0,0,35,0,0,3,0,0,11,11,10,0,39,0,4,0,3,0,0,3,0,0,11,8,91,154,420,589,490,450,200,51,2464,0,0,0,4,4,4,0,0,0,7,0,0,0,13,9,3,3,0,0,21,0,4,0,26,25,23,43,16,4,130,0,0,0,0,0,5,0,0,0,10,0,0,6,6,0,0,0,0,0,14,3,12,17,171,25,24,23,13,0,277,0,0,3,9,0,3,0,0,0,22,0,0,0,10,6,0,0,0,0,14,0,0,6,6,0,0,0,0,0,13
SED55206,0,0,11,25,3,0,0,0,0,42,1206,2602,1630,3305,1799,1668,1383,621,211,14420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,6,7,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,3,0,0,0,8,0,54,42,230,274,251,368,189,53,1450,0,0,0,0,0,0,0,0,0,3,0,0,6,28,3,7,4,0,0,45,0,3,3,19,9,5,32,11,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,3,36,3,3,7,4,0,66,3,3,3,11,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED55305,0,0,49,65,11,0,3,0,0,130,1140,1340,1906,3658,1274,1152,606,284,165,11539,0,3,19,65,4,5,0,0,0,102,0,0,3,6,4,4,0,0,0,17,3,6,3,11,0,3,3,0,0,28,0,0,6,28,7,7,0,0,0,47,0,0,0,8,7,3,3,0,0,25,3,12,316,316,53,26,15,7,5,750,0,0,0,7,0,3,9,7,3,33,0,8,0,15,3,0,3,0,0,33,4,25,55,387,289,207,200,95,54,1324,0,0,0,3,0,0,0,0,0,9,0,0,10,33,4,0,4,0,0,59,0,0,3,26,12,5,18,8,3,76,0,0,0,0,0,3,0,4,0,14,0,0,74,87,8,7,3,3,0,182,22,47,212,625,52,32,33,21,13,1057,6,25,103,145,28,14,12,3,0,334,0,3,9,119,7,9,4,0,0,158,0,5,7,34,21,7,0,3,0,75
