SED_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
SED30023,0,0,0,0,0,0,0,3,0,5,0,0,3,3,3,3,0,0,0,16,3,13,202,228,14,10,11,0,0,479,0,4,3,11,0,3,0,0,0,23,0,3,8,10,3,3,3,0,0,31,13,50,3,62,5,0,0,0,0,139,0,4,0,18,0,3,4,8,0,40,0,3,0,3,3,3,4,4,0,23,0,0,3,9,0,0,0,0,0,15,0,0,0,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,4,28,13,5,0,3,0,67,0,0,0,0,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,0,11,0,7,23,55,0,0,0,0,0,84,0,0,3,9,12,28,37,13,10,115,6,44,67,213,147,142,73,25,0,723,0,0,0,4,3,11,8,0,0,29,0,14,7,17,0,0,0,0,0,46
SED30024,0,0,0,0,0,3,4,8,0,20,0,0,0,9,5,3,0,0,0,27,0,3,7,78,7,9,10,3,0,129,0,0,0,8,7,7,4,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,8,23,19,9,13,0,0,69,0,0,13,43,24,60,148,199,77,559,3,3,18,59,11,6,0,3,0,105,0,0,18,59,0,3,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,7,16,8,9,3,3,0,49,0,0,0,0,0,5,6,3,0,11,0,0,0,0,0,0,3,0,0,9,0,0,0,3,0,0,0,0,0,6,0,5,0,12,0,0,0,0,0,17,0,0,0,22,22,28,41,17,9,139,12,37,61,287,201,218,123,38,3,979,0,4,3,10,7,0,8,0,0,37,0,0,0,4,0,0,0,0,0,4
SED30025,0,0,0,0,4,8,10,13,3,38,3,5,14,32,10,16,10,3,0,99,5,10,30,176,28,22,24,8,3,312,0,5,14,38,14,19,10,8,3,113,0,0,9,43,11,7,3,0,0,77,0,3,5,16,9,7,0,0,0,38,3,25,4,57,32,18,17,10,5,173,0,3,0,11,13,17,34,8,11,91,0,11,10,88,42,29,12,3,4,203,0,9,23,109,43,17,3,0,0,208,0,0,0,11,3,5,10,3,0,31,5,10,14,53,37,23,16,6,3,167,0,0,0,3,12,15,28,6,0,63,0,0,0,4,3,11,11,3,0,32,0,0,0,3,0,3,0,0,3,14,0,3,3,10,0,0,0,0,0,19,0,4,9,15,27,29,98,50,18,255,126,856,998,2528,1165,786,554,210,44,7270,0,3,3,16,15,8,27,4,3,85,0,6,5,30,6,0,0,0,0,47
SED30026,0,0,0,0,4,3,5,5,3,21,0,0,5,6,5,0,3,0,0,20,3,5,18,47,17,3,9,9,0,109,0,9,15,14,3,7,3,0,3,55,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,6,33,14,27,22,11,13,129,0,0,0,16,18,17,26,26,8,108,0,22,21,112,38,9,11,0,0,206,0,3,3,16,4,5,0,0,0,27,0,0,0,0,3,0,0,3,3,13,0,0,3,16,17,13,3,4,0,66,0,0,0,0,0,7,20,11,0,35,0,0,0,0,4,5,3,4,0,23,0,0,0,3,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,18,10,28,71,30,16,174,10,95,162,700,454,434,238,115,51,2261,0,3,7,9,13,3,25,9,0,71,0,0,0,0,3,0,0,0,0,6
SED30027,0,0,0,0,0,0,4,0,0,4,0,0,3,4,0,0,0,0,0,8,0,4,8,87,10,4,3,9,0,122,0,5,0,11,0,9,12,8,6,43,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,13,6,0,61,0,0,14,14,6,17,63,82,29,232,4,3,3,25,7,0,0,0,0,43,0,0,3,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,7,4,3,0,34,0,0,0,0,0,4,3,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,5,0,0,0,18,11,23,47,31,10,135,8,45,57,280,241,238,146,42,12,1062,0,0,0,3,5,12,3,3,0,23,3,0,0,6,3,3,0,0,0,17
SED30028,0,0,0,5,0,3,6,0,3,14,0,3,14,20,12,16,10,3,0,80,5,20,24,199,54,23,18,7,7,352,0,0,5,17,11,3,0,0,0,43,0,10,0,44,3,3,4,0,0,64,0,0,0,3,0,0,0,0,0,12,3,12,8,104,31,25,12,3,3,198,3,3,9,20,15,32,57,45,22,204,0,6,7,44,11,7,0,4,5,79,3,3,8,28,9,0,0,0,0,46,0,0,0,3,3,4,3,0,0,14,0,3,11,34,25,13,13,6,3,107,0,0,0,0,0,3,6,3,0,14,0,0,0,0,0,0,0,0,0,3,0,3,6,6,6,3,0,0,0,21,0,0,3,26,3,3,0,0,0,39,0,3,3,17,12,18,34,19,8,120,12,92,127,544,308,200,97,30,11,1416,0,0,4,7,12,6,5,10,0,50,0,0,0,4,3,0,0,0,0,7
SED30029,0,0,0,4,0,3,0,3,0,11,0,3,8,12,9,7,7,4,0,48,10,23,13,92,42,22,30,9,5,237,0,0,4,11,3,10,4,0,0,37,0,4,3,21,11,3,4,0,0,41,0,0,3,12,15,7,0,0,0,41,0,16,4,55,20,18,21,7,4,139,0,0,0,22,8,12,18,17,10,90,0,0,12,23,15,9,3,4,0,63,0,7,4,22,4,5,0,0,0,36,0,0,0,0,3,3,0,0,0,5,0,0,8,34,23,27,14,5,0,114,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,3,9,0,0,10,0,0,6,22,6,4,3,3,0,37,0,0,0,6,0,0,0,0,0,6,0,6,5,22,28,29,44,8,7,149,3,86,74,434,309,193,96,28,5,1230,0,3,0,8,8,6,5,3,0,44,0,0,0,0,3,3,0,0,0,3
SED30030,0,0,3,3,8,3,15,6,0,38,0,0,11,23,14,24,13,0,0,88,4,27,39,236,44,29,17,7,9,406,0,0,3,34,13,13,4,14,3,85,0,0,3,26,7,14,0,3,0,60,0,0,4,12,7,9,0,0,0,27,3,12,3,42,16,9,16,10,0,105,0,0,0,8,18,21,32,20,14,114,3,26,15,113,92,28,20,4,0,309,3,24,24,81,67,18,18,5,0,244,0,0,0,9,11,8,3,3,0,34,0,3,9,55,32,32,12,3,0,144,0,0,0,3,3,10,15,8,0,37,0,0,0,15,3,11,0,0,0,35,0,0,0,4,0,0,0,3,0,8,0,5,3,16,0,0,0,0,0,30,0,0,0,13,18,34,54,40,15,174,41,531,693,2065,1024,721,446,164,47,5728,0,3,3,11,4,3,7,11,0,43,0,7,3,20,7,3,3,0,0,51
SED30031,0,0,0,3,3,4,5,4,4,25,0,3,0,3,0,0,0,0,0,11,19,61,26,295,37,16,3,3,0,460,0,3,9,24,7,3,4,0,0,57,0,4,0,30,7,3,0,0,0,42,0,4,0,12,9,0,0,0,0,24,4,14,6,44,13,11,4,8,0,102,3,7,0,18,8,3,10,11,3,58,0,0,0,6,4,0,0,0,0,11,0,6,0,26,3,3,0,0,0,37,0,0,0,3,0,0,0,0,0,3,0,12,0,37,21,12,0,0,0,88,0,0,0,0,0,3,5,4,0,7,3,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,5,0,13,10,31,31,10,4,99,25,187,213,734,435,341,138,24,4,2113,0,0,0,3,13,7,7,0,0,30,3,4,0,19,0,0,0,0,0,24
SED30032,0,0,0,0,0,0,3,4,0,10,0,4,11,10,8,13,0,0,0,41,0,9,3,36,7,3,7,6,3,79,0,0,6,11,6,7,20,10,8,62,0,0,0,4,0,4,0,0,0,8,0,7,0,3,0,0,0,0,0,6,0,3,5,35,18,15,18,7,7,108,0,0,3,8,6,17,30,23,12,97,0,0,9,43,8,3,0,0,3,68,0,0,35,60,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,4,0,0,3,15,18,21,12,0,0,70,0,0,3,0,0,3,18,4,0,30,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,14,34,40,90,31,9,230,3,104,142,554,410,371,273,87,20,1970,0,0,0,11,4,8,20,13,0,56,0,0,0,3,3,0,0,0,0,8
SED30033,0,4,0,10,8,12,21,26,15,99,0,4,19,66,12,6,7,0,0,121,31,67,156,822,66,35,20,3,7,1206,0,3,7,32,5,7,10,4,3,65,3,16,21,102,10,5,0,3,0,165,0,0,4,16,11,3,0,0,0,33,5,18,12,96,24,18,10,10,6,197,0,0,3,16,16,23,45,40,31,173,0,17,18,86,33,12,6,0,0,172,0,10,32,129,24,11,6,0,0,212,0,0,0,0,16,12,9,0,0,35,3,11,16,90,36,25,13,4,3,201,0,0,0,0,0,4,0,0,0,5,0,0,3,3,7,0,0,0,0,13,0,0,0,12,6,11,3,0,0,32,3,4,38,139,3,0,0,0,0,181,0,0,0,24,7,13,21,13,5,92,5,64,137,611,241,190,76,35,6,1367,0,0,0,13,9,3,7,3,0,41,5,11,3,58,0,0,0,0,0,79
SED30034,0,0,0,0,0,3,0,0,0,4,0,0,8,4,3,0,0,0,0,16,4,19,3,108,17,9,0,0,3,156,0,0,0,14,3,3,3,0,0,25,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,9,27,5,4,7,3,0,59,0,0,0,5,0,3,0,3,0,14,0,0,0,6,0,0,0,0,0,8,0,0,3,28,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,21,0,0,0,4,9,8,21,9,0,48,11,100,130,408,251,217,98,24,0,1235,0,0,0,8,3,0,6,0,0,13,0,0,0,10,0,0,0,0,0,13
SED30035,0,0,0,0,0,0,0,3,0,9,0,0,0,3,3,0,0,0,0,7,0,0,3,41,10,0,5,0,0,61,0,0,0,8,3,7,10,3,0,31,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,3,4,5,9,10,4,6,0,41,0,0,3,3,3,5,11,10,3,46,0,0,0,12,3,0,0,0,0,21,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,3,3,12,9,9,9,3,0,49,0,0,0,0,3,3,15,0,0,16,0,0,0,0,0,0,7,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,16,20,31,80,35,3,197,0,41,44,224,221,285,221,65,13,1114,0,0,0,3,7,3,10,3,0,26,0,0,0,3,0,0,0,0,0,6
SED30036,0,0,0,0,3,3,3,3,3,14,0,0,8,4,3,10,3,0,0,32,4,13,8,95,18,11,16,6,3,177,0,0,0,13,4,8,9,7,3,56,0,0,0,9,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,4,4,10,7,14,21,18,3,87,0,0,3,16,14,11,27,24,3,98,0,3,0,8,3,5,4,0,0,19,0,0,3,16,0,0,0,0,0,17,0,3,0,0,0,3,0,0,0,4,0,3,3,26,15,16,11,0,0,80,0,0,0,0,4,18,26,15,4,63,0,0,0,4,0,7,7,3,0,19,0,0,0,16,0,0,3,0,0,21,0,3,0,41,0,0,0,0,0,45,0,0,0,10,11,41,112,70,28,282,11,81,107,337,302,386,396,183,37,1839,0,0,0,0,6,9,14,13,3,50,3,8,3,20,3,3,0,0,0,40
SED30037,0,0,0,0,0,0,4,3,4,11,0,0,3,7,7,3,0,0,0,25,6,26,34,179,30,29,15,8,0,326,0,0,0,10,0,0,3,0,0,23,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,27,14,10,5,5,0,83,0,0,4,17,11,45,145,167,136,527,0,0,7,43,3,3,0,0,0,58,0,0,9,31,0,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,8,9,0,0,48,0,0,0,0,3,8,21,14,7,49,0,0,0,0,3,8,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,17,11,25,52,19,3,138,11,64,73,355,202,237,125,28,0,1090,0,3,3,6,6,3,7,3,0,31,0,0,0,6,0,0,0,0,0,11
SED30038,0,0,0,4,0,0,0,3,3,18,0,0,13,35,7,12,4,0,0,78,13,55,88,569,67,45,23,19,3,883,0,5,20,60,16,9,7,14,9,145,0,13,19,88,8,7,4,0,0,142,3,16,10,60,18,4,0,0,0,116,0,3,7,25,12,13,9,12,0,84,0,0,0,14,10,15,25,34,14,105,0,11,7,38,7,8,0,0,4,70,5,8,15,73,8,3,0,3,0,111,0,0,0,9,12,9,3,3,0,37,6,6,13,85,22,17,9,10,0,164,0,0,0,3,0,13,15,10,3,37,0,0,0,0,3,0,0,0,0,9,0,10,6,65,15,11,12,0,0,117,0,0,0,30,0,0,0,0,0,39,0,0,4,23,6,30,59,33,8,166,48,381,608,1141,405,242,113,32,10,2985,0,3,0,8,4,17,29,6,0,65,6,13,10,41,3,0,0,0,0,69
SED30039,0,3,0,5,3,0,4,7,3,31,3,27,225,105,44,39,14,5,3,461,36,90,159,620,89,48,25,14,4,1083,14,65,170,217,34,15,13,6,0,534,3,14,17,187,27,17,6,3,3,276,3,3,4,17,0,0,0,0,0,23,0,3,13,55,25,18,13,5,9,139,0,4,11,41,12,9,5,10,7,95,11,37,73,121,41,17,13,4,0,314,4,38,107,182,57,8,3,3,0,409,0,0,0,9,3,0,0,0,0,14,12,37,657,240,59,45,31,10,4,1087,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,3,0,0,0,18,0,0,3,15,3,3,5,0,0,27,0,5,19,90,4,3,0,0,0,126,3,5,6,28,26,16,30,5,6,133,7,64,197,319,184,164,78,40,13,1065,0,5,4,10,18,5,10,0,0,56,4,15,17,78,13,3,0,0,0,136
SED30040,0,0,0,0,0,3,0,0,3,10,0,0,19,3,0,8,0,0,0,32,4,31,33,217,24,6,8,0,0,321,0,0,0,11,10,0,10,9,3,40,0,0,0,0,0,0,0,0,0,7,0,3,0,10,0,0,0,0,0,18,0,4,0,17,6,15,14,6,3,69,0,0,0,3,0,0,10,4,3,27,0,0,12,18,8,6,0,0,0,38,0,0,3,16,3,0,0,0,0,27,0,0,0,3,0,3,0,0,0,3,0,0,3,53,20,17,5,3,0,111,0,0,0,0,3,8,15,3,0,31,0,0,0,6,0,0,3,0,0,8,0,0,0,4,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,18,14,45,39,29,14,152,19,211,235,605,272,194,98,32,7,1669,0,0,0,3,4,5,13,7,0,28,0,3,4,16,3,4,0,0,0,30
SED30041,0,0,0,0,0,3,0,0,0,7,0,0,0,5,0,0,0,3,0,17,7,6,3,62,9,7,16,0,3,111,0,0,0,5,7,5,3,3,0,29,0,3,3,13,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,3,3,23,20,12,10,4,3,64,0,0,0,3,0,11,13,10,7,46,0,4,0,14,4,0,0,0,0,20,0,3,13,27,4,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,7,36,32,21,9,0,0,114,0,0,0,0,0,4,13,4,0,23,0,0,3,4,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,41,75,30,12,196,23,124,186,535,307,254,141,39,8,1606,0,0,0,5,9,12,10,11,0,44,0,0,0,7,0,0,0,0,0,14
SED30042,0,3,0,3,3,3,5,0,0,13,0,0,0,13,0,3,0,0,0,26,3,18,25,192,23,10,19,8,0,307,0,4,7,24,8,4,7,6,0,51,0,3,0,10,5,0,0,0,0,21,0,3,3,3,0,0,0,0,0,15,0,5,8,43,13,13,14,7,3,108,0,0,0,13,9,13,24,17,11,89,0,3,10,22,12,3,0,0,5,45,0,6,4,25,3,3,0,0,0,42,0,0,0,8,0,3,0,0,0,11,0,3,0,24,23,18,8,3,0,80,0,0,0,0,0,3,10,0,0,16,0,0,3,0,3,7,4,0,0,19,0,0,0,13,6,4,3,3,0,31,0,0,0,6,0,0,0,0,0,10,0,0,3,24,23,32,50,17,8,161,34,296,402,1038,500,366,189,58,14,2904,0,3,0,8,17,11,22,7,4,69,0,0,0,7,0,0,0,0,0,13
SED30043,0,0,0,0,3,3,3,8,0,16,0,3,6,11,7,6,7,0,0,29,0,27,14,141,26,8,7,20,4,245,0,5,3,20,0,10,6,7,9,51,0,3,4,5,3,0,0,3,0,22,0,0,3,0,0,0,0,0,0,3,4,22,6,32,29,7,29,13,6,141,0,0,3,10,10,16,21,15,17,87,0,12,15,29,12,0,3,5,0,80,3,9,8,67,0,0,0,0,0,92,0,0,0,0,4,0,0,0,0,9,0,0,14,24,13,8,6,3,3,65,0,0,0,3,0,4,14,7,0,30,0,3,3,8,7,4,0,0,0,26,0,0,0,0,0,0,0,3,0,10,0,3,0,19,0,3,0,0,0,24,0,0,6,19,26,27,73,60,26,230,19,217,238,720,477,433,325,180,67,2668,0,3,3,13,3,15,11,8,3,66,0,3,3,5,3,0,3,0,0,11
SED30044,0,0,0,3,0,0,0,3,0,7,0,0,0,10,3,0,0,0,0,17,3,26,18,132,24,5,4,6,3,228,0,0,3,10,6,0,8,4,0,31,0,3,4,14,3,0,0,3,0,26,0,0,0,4,0,0,0,0,0,9,3,7,3,25,12,9,10,5,0,74,0,0,0,6,4,11,9,6,3,41,3,3,0,15,7,8,3,0,0,32,5,0,0,20,0,0,0,0,0,31,0,0,0,3,0,0,0,0,0,3,0,3,0,20,10,11,4,0,0,48,0,0,0,0,0,0,7,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,9,41,4,3,3,0,0,62,0,8,4,43,4,3,0,0,0,60,0,0,0,4,3,24,45,14,7,99,3,72,104,312,241,251,124,34,7,1159,0,0,0,0,3,7,8,0,0,30,3,11,4,14,3,4,0,0,0,38
SED30045,0,0,0,0,3,0,3,0,0,9,0,3,42,25,4,11,0,0,0,84,3,8,25,147,10,5,5,3,0,205,7,6,12,19,12,14,10,0,0,74,0,0,0,7,0,3,3,0,0,15,0,5,3,9,5,0,0,0,0,29,0,6,8,25,11,17,6,7,0,88,0,0,4,20,3,10,8,3,0,53,0,10,25,52,3,3,0,0,0,91,0,4,31,105,4,0,0,0,0,146,0,0,0,0,0,0,0,0,0,4,3,0,22,25,18,10,6,0,0,94,0,0,0,0,3,6,12,0,0,24,0,0,0,0,0,0,3,0,0,4,0,4,4,30,3,0,0,3,0,45,0,0,0,10,0,0,0,0,0,10,0,0,10,20,22,39,70,35,3,194,3,64,108,466,346,225,148,40,8,1404,0,0,0,3,9,7,4,0,0,27,3,0,3,7,3,0,0,0,0,15
SED30046,0,0,0,0,0,3,8,0,0,17,0,7,0,22,15,10,3,0,0,55,3,24,30,207,31,26,17,10,3,352,0,4,0,23,10,3,12,9,0,62,0,0,8,10,0,0,0,0,0,28,0,10,5,28,0,4,0,0,0,49,0,0,5,18,11,10,23,13,0,84,0,0,0,4,3,16,23,11,0,57,0,0,7,20,3,4,0,0,0,39,0,8,6,40,4,0,0,0,0,68,0,0,0,0,3,5,0,3,0,11,0,3,10,37,28,33,3,4,0,112,0,0,0,0,3,9,17,0,3,30,0,0,0,0,3,4,3,0,0,11,0,0,0,6,0,3,4,0,0,14,0,0,0,4,0,0,0,0,0,5,0,0,0,15,21,46,63,39,10,200,37,315,467,1155,664,506,232,65,12,3457,0,0,0,5,16,10,22,6,4,66,0,13,25,43,13,14,3,0,0,122
SED30047,0,0,0,0,6,6,10,6,0,31,3,7,3,16,10,10,3,3,0,51,4,16,21,182,24,20,13,4,13,303,3,4,3,14,10,6,8,0,0,45,0,3,3,40,3,0,8,0,0,57,0,0,0,4,3,0,0,0,0,3,3,22,12,99,48,15,21,11,11,241,0,0,0,9,7,11,14,13,4,66,0,10,8,35,12,3,3,0,0,79,0,0,3,32,6,0,0,0,0,39,0,0,0,4,0,0,0,3,0,6,0,0,0,21,19,7,4,0,0,58,0,0,3,0,0,8,5,0,0,18,0,0,0,8,3,0,3,0,0,13,0,0,3,0,3,0,0,0,0,5,0,0,0,8,0,0,0,0,0,4,0,5,0,14,11,22,37,22,7,131,45,304,402,1150,635,462,205,59,13,3267,4,0,3,21,11,17,8,4,3,78,0,3,0,6,0,3,0,0,0,13
SED30048,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,19,7,33,21,237,21,3,6,0,0,334,3,4,0,22,0,6,0,0,3,42,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,9,8,3,4,68,0,0,0,3,4,6,26,21,19,75,0,7,0,8,3,0,0,0,0,20,0,0,5,14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,31,3,15,0,0,0,47,0,0,0,0,0,19,37,15,21,97,0,0,0,6,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,3,7,32,0,0,0,0,0,47,0,0,0,11,19,13,28,22,0,98,10,60,112,358,232,214,112,20,5,1128,0,0,0,7,3,7,6,0,0,22,0,0,0,10,3,4,0,0,0,24
SED30049,0,4,4,9,16,30,70,66,31,235,12,22,97,177,60,82,27,15,0,484,15,130,156,793,132,81,55,19,6,1390,3,14,29,84,21,19,15,3,4,194,0,15,22,71,26,12,7,3,3,165,0,3,4,16,14,3,0,0,0,41,0,18,0,67,23,12,13,9,0,151,0,0,3,9,8,19,32,41,22,135,5,8,44,77,23,8,4,0,3,172,12,103,153,408,130,35,8,4,0,848,0,0,0,10,10,10,3,4,0,45,3,30,95,205,78,75,53,16,3,554,0,3,0,3,0,4,6,3,0,19,0,0,4,4,0,3,0,0,0,20,0,0,0,3,3,3,0,4,0,17,0,6,11,23,8,4,0,3,0,43,0,0,0,10,10,11,39,22,7,99,12,142,192,510,297,218,105,51,9,1527,0,0,0,7,3,3,6,3,0,24,0,16,20,85,11,3,3,0,0,135
SED30050,0,0,0,5,0,3,4,12,0,25,0,4,8,10,3,11,0,0,0,36,19,33,27,348,15,12,16,0,3,472,0,4,3,25,7,6,5,0,0,56,0,3,0,18,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,11,20,53,22,22,15,5,8,147,0,0,10,37,13,14,21,28,14,127,3,5,10,48,7,3,9,0,0,87,3,6,17,74,4,0,0,0,0,104,0,0,0,0,9,3,0,0,0,14,0,0,11,17,19,5,7,3,0,65,0,0,0,0,0,11,9,8,3,34,0,0,3,0,8,3,0,0,0,14,0,0,0,3,0,0,0,4,0,5,0,0,5,49,0,0,0,0,0,56,0,4,12,30,19,28,59,38,21,207,17,116,206,714,484,532,360,144,52,2621,0,0,0,14,9,12,15,17,3,76,0,0,0,11,0,0,0,0,0,12
