SED_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED30078,29073,30066,59141,2244,2160,4406,3714,3792,7498,1980,1841,3818,2665,2292,4962,5366,5587,10952,4166,4431,8595,3285,3618,6907,2798,3155,5952,1862,1894,3758,753,816,1567,242,488,726,28102,29172,57280,968,891,1856,152,179,327,14,14,30,21,24,47,188,213,400,12234,12282,24521,15577,16559,32145,12119,12078,24198,15740,16841,32578,20503,20951,41455,336,311,646,3378,3524,6903,1594,1539,3128,1404,1266,2670,1316,1679,2997,16566,16787,33351,1180,1117,2293,2621,2945,5571,627,683,1311,677,1018,1691,266,379,641,27671,28621,56293,1072,1206,2271
SED30079,27272,27510,54785,1715,1567,3281,2811,2660,5467,1674,1478,3160,2925,2888,5816,5717,5234,10955,3619,3470,7087,2782,2958,5747,2471,2829,5299,2055,2291,4341,1092,1369,2460,413,760,1176,26140,26457,52602,1130,1051,2186,339,382,724,33,30,64,26,36,63,400,451,850,11720,11553,23278,13958,14333,28295,12018,11866,23878,13786,14145,27930,17822,18104,35927,282,227,508,2515,2392,4905,1285,1216,2505,1598,1603,3199,1776,2007,3785,15026,14862,29888,1196,1003,2207,2891,3189,6078,709,763,1479,1045,1382,2430,317,449,763,25453,25582,51028,1611,1737,3351
SED30080,28975,29399,58376,1183,1142,2326,2599,2445,5042,1490,1484,2975,2327,2407,4730,4941,4726,9668,3728,3679,7407,3843,4129,7975,3566,3801,7367,3281,3307,6587,1586,1606,3189,438,666,1103,27482,28059,55538,1494,1340,2837,251,246,498,16,21,35,7,4,14,276,273,547,15851,15738,31590,9634,10299,19929,20092,20067,40159,5533,6077,11610,20184,20327,40510,241,237,479,2279,2167,4440,1028,1053,2082,848,915,1757,1220,1690,2919,14208,14368,28580,1880,1837,3716,4170,4556,8720,919,948,1868,579,611,1197,95,115,208,24651,25390,50042,9986,10459,20441
SED30081,25922,27074,52997,2162,1963,4119,4265,4140,8405,2064,1950,4010,1983,2013,3998,3476,3954,7433,3286,3713,6994,3399,3588,6986,2652,2824,5472,1757,1813,3571,698,825,1526,178,296,473,24158,25979,50138,1761,1096,2864,1701,1831,3529,325,357,685,308,348,652,2333,2536,4872,21375,22335,43710,2648,2969,5619,22834,23974,46806,1298,1487,2779,22989,24168,47159,327,334,656,3877,3807,7687,1277,1325,2604,347,613,956,565,1323,1889,8390,9984,18378,2046,1895,3933,5183,5540,10724,1160,1001,2166,951,846,1803,61,58,116,23588,25311,48899,1593,1722,3316
SED30082,24317,26114,50427,1545,1439,2980,3376,3406,6780,1750,1735,3485,1691,1685,3381,3048,3164,6216,2876,3042,5919,3101,3445,6546,2961,3296,6262,2369,2695,5067,1215,1537,2758,381,654,1038,22826,24844,47666,1492,1267,2758,1055,1113,2170,29,21,51,42,48,90,1131,1186,2312,19928,21564,41492,2538,2783,5325,21495,23242,44740,1067,1222,2287,21445,23259,44708,246,239,483,3075,3146,6230,1096,1210,2305,294,494,793,638,1212,1849,8707,10043,18752,1455,1527,2983,4940,5338,10282,1121,1053,2172,1260,1371,2635,101,107,208,21844,23700,45544,2530,2535,5059
SED30083,23959,27055,51015,1628,1624,3254,3378,3249,6624,1653,1619,3270,1657,1684,3343,3432,3563,6991,2868,3170,6041,2710,3095,5808,2528,3006,5534,2081,2698,4783,1413,2061,3475,613,1289,1908,22635,25806,48445,1324,1249,2577,839,956,1797,34,52,93,23,18,42,897,1032,1928,18582,21110,39692,3800,4013,7807,19888,22574,42466,2580,2642,5221,20485,23372,43853,271,291,563,3132,2997,6127,1107,1177,2283,427,543,965,861,1314,2172,9283,10474,19756,1323,1473,2801,4457,5403,9865,988,977,1962,1115,1530,2646,112,124,240,21811,24507,46316,1880,2380,4262
SED30084,24932,24882,49815,1574,1493,3071,2873,2829,5696,1462,1445,2908,1948,1979,3923,3883,3897,7773,3350,3354,6706,3532,3498,7029,3108,3057,6163,2043,1912,3953,845,956,1800,313,475,784,22995,23435,46429,1935,1446,3389,1908,2008,3917,211,262,470,346,325,669,2461,2593,5053,18806,18642,37452,3694,4024,7715,20825,20772,41596,1802,2037,3843,20945,20914,41863,266,210,471,2576,2554,5127,927,967,1891,397,590,989,808,1362,2164,9980,10823,20802,1786,1590,3370,4418,4197,8612,965,846,1811,973,933,1906,78,72,150,21524,22138,43663,4921,4396,9322
SED30085,21061,20050,41111,1594,1472,3062,3028,2752,5779,1195,1046,2245,1083,1145,2231,2614,2663,5272,2488,2568,5052,2910,2746,5648,2746,2493,5241,2107,1741,3846,1021,988,2008,281,442,731,19281,18642,37922,1782,1415,3195,1651,1755,3403,39,48,86,39,41,80,1732,1841,3566,17120,16297,33415,1347,1390,2734,18047,17297,35349,674,657,1327,17958,17148,35104,222,212,432,2603,2360,4960,639,605,1242,72,174,248,232,593,826,5150,6571,11728,1169,1138,2306,4867,3977,8846,1121,770,1890,1617,1172,2794,115,76,192,17744,17267,35004,5745,3397,9142
SED30086,31380,32897,64271,2603,2538,5136,4629,4395,9018,2169,2091,4260,2473,2368,4835,4832,5167,9996,4120,4313,8434,3584,3926,7515,3066,3400,6461,2403,2607,5011,1095,1385,2482,409,708,1121,30026,31615,61632,1354,1284,2636,1065,1162,2226,66,91,149,76,70,144,1205,1316,2517,20537,21122,41661,8425,9230,17661,24716,25573,50291,4480,4986,9467,24320,25576,49896,418,402,820,4097,3882,7979,1272,1351,2621,417,530,952,659,1340,1995,10535,11760,22302,2211,2249,4463,5970,6224,12194,1555,1488,3047,1388,1514,2897,233,292,533,28944,30127,59070,2141,2532,4671
SED30087,30344,29304,59648,2072,1927,4001,4425,4131,8562,1831,1783,3616,1757,1807,3569,4243,4308,8550,4206,4216,8421,4485,4282,8768,3740,3467,7210,2380,2068,4450,973,942,1919,234,354,583,27087,27700,54784,3260,1600,4863,735,837,1573,208,195,401,148,183,332,1089,1213,2305,22874,22155,45023,4082,4537,8621,25775,25232,51010,1458,1696,3161,25123,24655,49774,355,320,677,3990,3770,7761,1099,1163,2265,212,339,547,442,1088,1525,9373,10887,20258,2410,2070,4476,6587,5851,12438,1282,1104,2387,1046,901,1949,45,34,83,25172,25986,51158,6098,5788,11884
SED30088,31702,31878,63578,2933,2852,5788,5356,5133,10489,2495,2275,4769,2525,2398,4921,4885,5076,9958,4274,4244,8520,3486,3726,7215,2838,2988,5827,1979,2083,4063,758,837,1594,171,268,439,30505,30800,61306,1192,1083,2275,1112,1164,2280,109,108,219,85,117,201,1315,1386,2698,17497,17468,34966,11379,11532,22908,19747,19946,39687,9356,9340,18697,22180,22590,44770,397,387,784,4598,4451,9054,1473,1467,2944,473,601,1080,882,1394,2275,10093,10662,20752,2047,2047,4093,5125,5078,10203,1551,1342,2897,1577,1601,3180,585,642,1229,29217,29371,58592,2191,2262,4451
SED30089,25468,25920,51391,1618,1575,3195,2784,2670,5454,1544,1526,3066,2458,2461,4910,4742,4664,9403,3906,3875,7780,3346,3333,6678,2409,2465,4871,1458,1579,3036,839,1125,1961,362,667,1030,24225,24772,48996,1246,1153,2394,297,287,584,20,32,49,18,29,46,335,345,677,17279,17846,35124,6555,6548,13105,19273,19520,38800,4651,4934,9586,20601,21307,41902,304,263,568,2578,2485,5064,1212,1232,2442,1257,1350,2608,1441,1714,3151,14388,14974,29365,1164,903,2066,2591,2785,5378,562,516,1076,643,786,1429,117,161,280,23136,23741,46879,1803,1729,3539
SED39494,6937,5572,12510,182,160,339,249,233,489,212,203,408,559,576,1133,1288,1005,2293,964,514,1485,975,688,1663,1147,1224,2373,1120,798,1916,225,153,381,19,18,44,0,0,0,6937,5572,12510,423,255,678,42,24,67,21,29,51,488,310,799,4186,3164,7348,1580,1575,3157,4759,3934,8697,636,657,1293,4444,3602,8050,15,12,25,179,179,353,58,76,131,73,96,169,124,177,295,2120,2089,4206,492,379,867,1468,1198,2664,448,281,729,325,186,510,50,24,70,0,0,0,0,0,0
SED39797,66,87,150,0,3,3,0,0,4,3,5,11,3,4,11,4,6,11,7,3,14,10,7,24,7,19,30,13,16,33,7,7,16,0,0,4,56,81,135,10,3,21,0,3,6,0,0,0,0,0,0,0,5,3,43,50,89,18,20,40,56,56,110,7,10,21,51,65,116,0,0,0,0,0,4,3,5,7,0,0,0,0,3,3,24,23,50,7,9,15,13,26,39,3,7,11,5,6,17,0,0,0,0,0,0,940,1037,1974
SED40001,21114,20698,41805,844,740,1584,1427,1413,2839,1311,1377,2692,3071,3144,6222,4237,3845,8083,2621,2234,4854,2500,2338,4831,2324,2257,4581,1665,1779,3437,776,970,1751,339,589,926,19868,19716,39588,1240,976,2218,205,171,380,8,11,18,3,3,9,224,190,406,11792,11447,23240,7506,7680,15184,12835,12566,25403,6312,6658,12973,14504,14399,28901,179,151,329,1331,1307,2636,1124,1206,2327,2136,2294,4428,1469,1540,3015,12865,12956,25819,1679,1628,3303,1243,1275,2519,408,414,824,428,509,936,111,104,222,17096,17273,34365,6861,5895,12754
SED40002,16712,17924,34637,982,926,1910,1776,1812,3590,977,1002,1983,1270,1314,2589,2826,2924,5748,2412,2424,4838,2176,2207,4385,1960,2119,4076,1257,1521,2780,712,1001,1714,355,675,1027,15978,17245,33232,732,679,1405,127,108,234,5,5,7,3,3,3,137,113,248,11589,12410,24000,4344,4673,9015,12088,12948,25037,3895,4223,8119,13759,14815,28571,217,156,375,1686,1727,3416,790,870,1661,643,725,1366,844,1125,1974,8590,9333,17925,2027,1960,3983,1505,1714,3214,480,547,1032,479,661,1139,72,94,166,15561,16792,32354,903,983,1887
SED40003,16143,17813,33953,739,763,1503,2275,2302,4581,1241,1384,2628,988,897,1880,1285,1334,2621,1800,2225,4026,2364,2543,4905,2179,2447,4623,1933,2034,3968,917,1144,2062,423,734,1160,15383,17144,32526,763,667,1427,42,55,94,7,8,13,0,3,3,46,63,115,10995,12064,23055,4459,5007,9471,12370,13402,25769,3157,3750,6906,13698,15051,28745,196,221,422,2185,2207,4389,1107,1255,2361,637,601,1235,559,748,1307,9313,9993,19307,1416,1720,3137,1037,1376,2417,402,506,903,254,345,593,32,39,74,15097,16554,31653,675,1063,1736
SED40004,15935,17002,32936,884,719,1607,1827,1778,3606,1000,906,1905,917,866,1785,1596,1714,3303,1934,2165,4100,2242,2450,4686,2459,2625,5085,1813,1892,3709,833,1089,1930,421,797,1221,15032,16180,31213,903,819,1724,104,95,202,0,8,7,8,13,16,115,117,224,10996,11681,22676,4264,4577,8845,13778,14551,28324,1556,1807,3358,13906,14741,28642,175,148,324,1744,1701,3442,791,743,1533,362,419,775,460,746,1210,7310,8067,15372,2312,2332,4641,1855,2140,4002,517,582,1098,401,461,859,81,54,131,14733,15811,30547,695,861,1556
SED40005,17565,17496,35064,967,922,1888,2212,2042,4255,1080,998,2073,849,789,1634,1737,1747,3486,1895,1965,3863,2414,2443,4863,2677,2543,5220,2224,2131,4360,1091,1246,2333,415,683,1097,16436,16465,32901,1133,1030,2160,499,524,1022,16,11,24,11,12,23,527,542,1071,14312,14117,28435,1825,1961,3786,14914,14898,29806,1463,1428,2886,15677,15657,31335,149,146,290,2014,1862,3879,709,722,1425,83,124,207,208,412,616,4071,4917,8985,2942,2887,5827,3172,2841,6018,1270,1003,2277,1386,1273,2657,120,131,253,15906,15777,31682,1653,1553,3210
SED40006,18657,19468,38127,1118,1119,2243,2026,1977,4007,1154,1060,2215,1357,1287,2644,2986,3015,6005,2530,2500,5024,2672,2679,5348,2205,2315,4520,1375,1552,2930,817,1173,1992,410,789,1202,17856,18811,36672,799,657,1457,386,394,778,11,8,22,5,6,12,403,408,811,12026,12363,24389,5503,5992,11495,11766,12137,23900,5901,6384,12285,15717,16466,32183,192,203,390,1861,1820,3684,863,857,1713,488,530,1013,643,929,1568,7465,8090,15561,2561,2266,4821,2251,2104,4350,807,828,1634,1021,1507,2522,233,373,603,17508,18289,35801,1032,1162,2189
SED40007,16691,17554,34249,902,818,1722,1859,1679,3539,1060,1003,2065,1062,958,2019,1840,1910,3754,2020,2095,4109,2536,2586,5124,2114,2315,4429,1712,1950,3662,1159,1449,2613,434,789,1223,15862,16831,32689,834,726,1563,121,130,252,9,16,27,9,12,13,145,148,296,11852,12332,24180,4000,4399,8397,12370,12880,25253,3628,4007,7641,14700,15476,30179,177,163,338,1758,1588,3340,835,828,1664,438,452,893,423,669,1093,7459,7830,15289,2323,2209,4528,1800,2132,3929,599,683,1277,814,1151,1966,99,150,244,15666,16475,32141,595,750,1349
SED40008,17742,17989,35737,1018,967,1988,1826,1780,3602,1021,952,1971,1464,1435,2901,3059,2924,5981,2444,2320,4764,2477,2434,4909,2009,2061,4071,1223,1363,2585,808,1098,1908,394,661,1050,16966,17283,34249,776,703,1482,237,256,495,7,5,15,6,6,14,258,267,523,10855,10898,21754,5822,6020,11837,10328,10221,20554,6466,6815,13278,14381,14744,29122,126,153,277,1687,1627,3310,788,764,1560,735,732,1470,828,1071,1895,8063,8279,16341,2127,1785,3909,1708,1607,3312,648,701,1350,1065,1409,2476,236,412,651,16493,16709,33206,939,1042,1986
SED40009,16909,17368,34279,985,849,1832,2223,2058,4280,1178,1225,2403,1145,1094,2232,1629,1732,3359,2216,2374,4591,2348,2494,4844,2155,2313,4462,1900,1970,3865,866,865,1725,276,407,674,15980,16622,32608,929,746,1673,104,115,213,7,5,10,3,7,7,110,119,234,12127,12357,24486,4086,4384,8465,14462,14694,29152,1806,2121,3930,14873,15178,30046,221,188,412,2135,1962,4092,955,1067,2024,583,706,1289,638,971,1607,8231,9108,17334,2279,2083,4359,1680,1785,3469,518,547,1064,295,309,606,34,40,69,15719,16226,31943,956,1207,2164
SED40010,17097,18085,35181,901,831,1729,1767,1683,3448,1047,863,1918,1327,1384,2710,2791,2827,5616,2309,2301,4608,2264,2398,4656,2006,2190,4200,1425,1793,3217,884,1197,2081,380,613,995,16240,17245,33490,861,839,1693,95,92,190,9,5,12,3,3,6,107,98,207,11259,11689,22952,5004,5496,10499,11972,12433,24401,4340,4824,9167,13838,14577,28419,198,200,400,1685,1585,3270,918,734,1652,779,850,1627,909,1114,2017,9576,10320,19899,1702,1662,3367,1224,1319,2544,410,427,833,553,789,1341,101,154,258,15708,16785,32496,1120,1059,2181
SED40011,16688,18390,35077,1078,988,2064,1648,1571,3218,949,963,1909,1348,1523,2874,2768,2914,5676,2305,2254,4556,2052,2124,4178,1900,2102,4005,1362,1669,3033,836,1340,2181,443,943,1384,15880,17608,33489,804,778,1588,205,225,426,7,16,25,4,10,15,223,243,465,11259,12259,23518,4557,5185,9735,11906,13192,25102,3983,4402,8381,13779,15186,28959,185,183,368,1528,1483,3013,742,796,1540,621,804,1425,860,1113,1968,7662,8517,16176,2122,2024,4150,1805,2210,4013,656,797,1459,673,1060,1737,120,150,268,15566,17076,32646,794,1014,1805
SED40012,19921,19441,39359,1338,1274,2612,2353,2230,4580,1183,1076,2255,1646,1386,3035,3510,3351,6859,3059,2731,5794,2441,2308,4746,2089,2063,4155,1237,1353,2588,688,942,1631,384,719,1102,19045,18696,37737,880,746,1623,293,328,624,3,3,12,3,13,21,302,349,651,10736,10692,21422,8032,7597,15626,10168,10098,20271,8695,8304,16997,15125,15141,30269,214,215,430,2131,2037,4165,924,880,1804,739,703,1441,911,1200,2114,8397,8528,16921,2148,1740,3884,1941,1789,3725,740,785,1525,1098,1302,2402,718,554,1269,18627,18118,36745,1035,1103,2141
SED40013,16337,17163,33498,744,772,1515,1792,1680,3466,816,770,1579,634,549,1180,1254,1371,2625,1576,1671,3246,1982,2156,4136,2601,2825,5425,2898,3112,6010,1547,1514,3055,504,748,1253,14933,15890,30818,1403,1272,2675,199,197,400,10,13,22,9,0,11,218,208,426,12269,12792,25062,2805,3140,5945,14750,15553,30304,489,560,1046,14467,15195,29662,114,148,254,1612,1513,3124,557,543,1107,92,126,227,199,470,670,4933,5828,10763,2891,2878,5768,2895,3122,6017,1001,876,1877,759,670,1427,27,30,59,14365,15251,29614,1444,1507,2953
SED40014,16793,17847,34638,979,894,1867,2202,2098,4304,1138,1171,2307,1009,985,1998,1945,2007,3947,2092,2239,4331,2309,2515,4825,2317,2597,4910,1718,1876,3592,790,966,1759,285,503,794,15919,17121,33044,871,727,1596,115,154,269,10,6,13,7,6,12,129,164,291,12868,13576,26447,3355,3686,7044,15059,15918,30975,1216,1412,2624,15274,16224,31497,172,168,341,2110,2007,4115,878,956,1836,314,433,751,404,649,1053,6501,7488,13989,3087,2914,6002,2306,2543,4844,693,733,1421,404,462,862,16,29,47,15822,16869,32690,424,593,1019
SED40015,16964,16421,33382,1109,1005,2115,2252,2124,4375,941,876,1813,847,737,1582,1861,1899,3756,1926,1941,3875,2367,2276,4640,2552,2387,4934,1920,1747,3671,874,899,1777,322,529,849,15465,15130,30598,1500,1284,2785,1034,1012,2051,14,5,15,9,13,21,1054,1034,2087,14453,13790,28245,1065,1219,2280,14885,14578,29454,535,578,1109,15116,14692,29813,180,167,346,1988,1891,3879,580,608,1185,59,130,185,189,444,629,4002,5150,9151,3062,2705,5767,2874,2418,5291,1001,726,1727,1023,839,1859,34,32,59,14851,14632,29482,3055,2172,5227
SED40016,15565,16350,31919,965,967,1936,1755,1630,3385,963,828,1792,987,927,1913,2140,2207,4339,2142,2093,4227,1900,1918,3821,1709,2042,3752,1672,1903,3577,918,1188,2110,412,654,1062,14877,15727,30605,693,623,1315,224,225,447,5,9,16,7,4,10,234,236,474,10509,10818,21334,4443,4833,9269,11927,12413,24337,3079,3273,6347,13379,13889,27268,170,154,325,1640,1529,3165,715,656,1374,372,385,760,474,764,1241,6081,6510,12591,2564,2327,4892,2140,2421,4565,704,773,1479,599,781,1380,76,81,158,14620,15226,29843,735,929,1667
SED40017,17498,17685,35182,992,933,1927,2202,2089,4289,1058,972,2036,868,787,1657,1711,1749,3460,1781,1899,3682,2459,2448,4903,2640,2590,5229,2265,2265,4526,1142,1257,2398,380,688,1070,16202,16603,32809,1297,1080,2375,433,452,885,16,6,28,5,3,10,455,462,923,14836,14879,29718,1405,1558,2962,15889,15998,31887,515,612,1126,15908,16047,31953,195,159,360,1977,1915,3889,710,720,1426,75,148,226,191,448,637,4206,5103,9313,3376,3126,6503,3034,2776,5813,1130,1128,2257,1252,1167,2418,35,25,63,15722,16022,31739,1703,1448,3153
SED40018,17556,16586,34139,1158,1153,2318,2247,2213,4454,1015,916,1925,1067,1032,2101,2471,2364,4839,2221,2021,4238,2697,2279,4975,2168,1965,4134,1483,1464,2942,820,854,1668,219,330,546,16329,15458,31792,1224,1128,2350,1774,1939,3718,7,21,33,26,17,42,1812,1986,3791,13272,12463,25733,2707,2682,5388,13998,13257,27254,2021,1997,4016,15114,14329,29442,220,196,417,1988,1918,3911,632,604,1234,109,193,301,311,694,1009,4433,4883,9316,3283,2637,5919,2751,2437,5184,897,801,1700,887,782,1663,99,79,172,15228,14860,30085,3981,1927,5910
SED40019,17039,16442,33477,864,754,1617,1981,1732,3710,907,810,1720,681,634,1316,1486,1486,2973,1587,1596,3182,2309,2268,4576,2811,2696,5509,2707,2549,5254,1287,1301,2589,420,610,1036,15632,15305,30934,1404,1138,2541,432,447,871,22,12,34,3,5,9,451,465,914,14054,13404,27457,1617,1687,3304,15455,14916,30372,449,406,857,15457,14827,30282,147,126,271,1793,1555,3350,614,577,1194,71,106,178,140,385,517,3607,4606,8208,3217,2868,6089,3383,2986,6367,1355,1111,2461,1203,981,2190,39,25,64,15226,14761,29993,1380,1381,2761
SED40020,16730,16848,33581,797,861,1657,1869,1780,3653,927,887,1811,946,931,1877,1875,1651,3529,1706,1685,3396,2124,2218,4342,2346,2437,4785,2434,2473,4904,1318,1358,2669,389,573,959,15627,15864,31482,1110,986,2096,611,565,1178,21,11,25,6,8,9,636,576,1212,12929,13048,25971,2575,2609,5188,14132,14676,28808,1239,1186,2420,14266,14781,29049,135,137,270,1667,1597,3266,603,622,1226,114,211,324,215,463,678,4193,4979,9173,2809,2815,5626,3066,3016,6082,1200,1038,2238,1115,1070,2188,76,58,130,14946,15421,30364,1412,1064,2473
SED40021,16993,18774,35765,985,911,1892,1939,1767,3700,989,936,1927,1169,1147,2312,2361,2505,4869,2252,2358,4606,2257,2324,4585,1746,2085,3832,1440,1955,3391,1257,1693,2953,599,1103,1697,16214,18020,34237,775,752,1529,86,117,198,3,11,16,8,5,17,94,128,227,10193,11126,21320,6070,6805,12876,10329,11309,21640,5984,6747,12725,13556,14960,28516,212,160,366,1834,1651,3483,842,819,1660,624,679,1307,719,1036,1757,8323,9153,17474,1899,1917,3813,1475,1810,3288,536,611,1146,908,1358,2268,153,252,397,15923,17463,33387,723,1072,1795
SED40022,17192,17929,35118,959,943,1903,2436,2375,4812,1159,1119,2283,842,781,1621,1418,1544,2964,2034,2364,4392,2625,2737,5364,2576,2690,5264,2059,2063,4127,801,862,1655,291,446,740,16191,17109,33306,1000,812,1815,122,143,265,0,3,6,0,0,0,126,144,272,13550,14058,27608,2633,2829,5458,15659,16287,31951,665,764,1432,15578,16215,31793,175,213,389,2259,2208,4460,882,925,1808,320,343,665,331,711,1039,7178,8208,15391,2544,2341,4883,2047,2050,4101,633,576,1213,437,431,871,19,20,41,15758,16603,32358,928,1079,2004
SED40023,18469,19645,38117,1408,1369,2776,2626,2587,5218,1204,1116,2324,1106,1165,2270,2474,2620,5094,2420,2670,5090,2419,2572,4991,2051,2340,4384,1592,1825,3421,853,922,1782,320,452,771,17423,18787,36208,1050,857,1907,303,304,609,9,8,17,3,4,4,314,316,634,12992,13680,26671,4124,4490,8613,16445,17442,33890,836,938,1774,15728,16772,32496,216,209,428,2390,2366,4755,867,818,1685,232,326,559,387,810,1196,5866,7168,13032,3177,2957,6137,2842,2910,5750,815,796,1611,491,484,972,37,21,63,16884,18068,34953,1072,1244,2318
SED40024,17956,18843,36798,1151,1123,2279,2537,2444,4981,1320,1226,2551,1094,1043,2139,1964,2061,4020,2276,2521,4794,2609,2833,5445,2312,2484,4796,1724,1827,3555,718,869,1583,241,413,653,16969,17975,34947,984,862,1853,179,194,375,10,6,23,4,8,14,199,208,405,14465,15078,29547,2392,2647,5040,16368,17156,33527,665,769,1437,16307,17109,33418,212,195,415,2355,2280,4638,969,952,1924,276,420,696,351,746,1100,6377,7762,14135,2977,2794,5765,2509,2320,4825,811,753,1559,539,544,1084,22,25,47,16559,17488,34045,897,1006,1906
SED40025,16577,17841,34417,865,773,1635,1703,1608,3310,911,876,1781,934,879,1805,2025,2080,4105,2034,2107,4139,2357,2639,4997,2368,2715,5084,1965,2111,4081,931,1265,2198,485,785,1274,15653,17009,32656,926,829,1761,300,393,694,13,22,35,9,0,10,326,416,737,12205,12917,25116,3434,3890,7323,13506,14339,27845,2255,2611,4864,14675,15790,30462,143,171,317,1576,1511,3085,668,687,1359,277,306,586,409,718,1128,6673,7251,13919,2714,2598,5311,2127,2522,4650,715,827,1542,703,967,1673,89,120,207,15289,16436,31728,1003,1134,2138
SED40026,18692,19699,38397,1385,1337,2725,2729,2667,5399,1366,1254,2618,1297,1443,2736,2462,2618,5081,2208,2396,4604,2486,2749,5237,2201,2141,4340,1429,1629,3064,829,1022,1855,300,436,737,17720,18872,36589,973,830,1806,306,322,631,17,16,29,3,9,15,323,349,672,14705,15361,30068,2925,3251,6176,16856,17700,34549,915,1012,1921,16815,17652,34461,226,223,452,2497,2455,4954,956,941,1893,272,472,749,355,753,1106,5388,6816,12196,3391,3187,6578,2966,2908,5875,1007,936,1939,719,742,1460,44,47,87,17329,18325,35660,944,1118,2068
SED40027,19364,19815,39183,1341,1273,2614,2593,2460,5047,1340,1243,2589,1409,1301,2709,2511,2534,5045,2291,2255,4547,2681,2619,5299,2295,2390,4688,1604,1811,3411,967,1345,2313,329,592,920,18460,19060,37515,908,754,1664,550,597,1156,24,19,41,19,19,44,600,636,1230,13131,13051,26180,4685,5157,9841,15465,15784,31247,2538,2636,5166,16249,16519,32771,202,192,394,2255,2144,4402,904,890,1790,319,390,706,495,858,1357,5247,5639,10880,3232,3079,6315,3136,3213,6344,1168,1158,2323,926,1023,1945,259,335,593,18006,18302,36305,1336,1576,2912
