SED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
SED52504,77,13,25,22,17,12,11,11,288,0,0,0,0,0,0,0,0,0,0,0,301,121,248,70,93,68,42,26,28,33,1030,468,177,257,56,81,58,53,31,32,24,1247,113,81,114,19,27,24,17,7,5,5,421,3,0,4,0,0,0,5,0,0,0,11,0,3,0,0,0,0,0,0,0,0,4,123,84,118,19,28,24,17,8,5,6,434,0,0,0,0,0,0,0,0,0,0,0,587,259,373,81,115,84,75,42,39,31,1677,1050,331,258,31,49,25,21,23,12,19,1816,237,67,82,4,14,3,9,0,0,4,423,14,0,4,0,0,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,254,72,82,4,14,5,9,0,0,10,450,0,0,0,0,0,0,0,0,0,0,0,1310,399,339,38,62,31,32,21,12,24,2264,1442,119,85,14,3,4,6,8,6,20,1701,335,45,20,0
SED52605,409,83,100,94,79,70,33,29,1278,3,0,0,0,0,0,0,0,0,0,4,520,323,588,144,172,150,108,104,41,49,2188,565,146,248,51,58,57,32,19,12,20,1201,331,218,388,81,90,74,36,21,17,6,1264,9,13,78,11,14,11,9,3,3,0,145,4,0,4,0,0,0,0,0,0,0,8,344,227,472,89,99,84,47,29,19,4,1418,0,0,0,0,0,0,0,0,0,0,0,906,379,723,137,153,139,74,45,33,31,2618,1005,200,226,39,42,27,16,9,4,16,1578,413,116,217,16,22,21,17,12,4,16,857,30,18,44,0,5,3,0,4,0,5,116,0,0,3,0,0,0,0,0,0,0,3,446,134,263,17,27,23,15,10,4,26,971,0,0,0,0,0,0,0,0,0,0,0,1447,330,494,57,72,55,31,24,10,36,2550,1198,80,57,11,6,10,9,8,0,21,1410,471,64,42,0
SED52704,246,57,79,77,113,83,52,31,899,0,0,0,0,0,0,0,0,0,0,3,537,237,572,182,206,153,186,143,84,56,2356,633,216,384,88,109,79,28,33,5,35,1608,116,100,186,51,60,44,33,40,19,14,654,3,8,12,3,8,3,3,3,0,0,45,0,0,3,0,0,0,0,0,0,0,4,122,109,198,55,61,45,33,44,20,15,706,3,0,0,0,0,0,0,0,0,0,5,754,324,586,143,166,121,65,75,26,48,2319,1233,361,397,47,54,35,13,15,4,27,2179,231,91,90,14,18,17,12,7,0,5,490,18,8,9,3,3,0,5,3,0,0,48,0,0,0,0,0,0,0,0,0,0,3,257,97,101,15,18,19,16,7,3,5,544,3,0,0,0,0,0,0,0,0,0,3,1489,458,499,60,75,56,20,20,5,37,2725,1705,138,114,5,13,13,8,3,4,20,2027,302,30,35,0
SED52802,307,70,84,74,57,63,35,19,836,0,0,0,0,0,0,0,0,0,0,3,217,120,396,98,110,99,64,67,34,32,1235,442,119,148,32,16,11,5,11,5,13,801,96,125,304,49,65,36,32,9,14,9,743,5,23,39,9,19,14,9,4,4,0,127,3,3,0,0,0,0,0,0,0,0,6,106,143,345,63,88,53,33,18,22,13,882,0,0,0,0,0,0,0,0,0,0,0,548,268,495,89,102,62,40,23,21,27,1686,1137,183,142,18,16,12,10,4,0,29,1553,183,62,155,11,17,13,11,7,3,5,467,17,19,35,13,9,5,4,6,4,3,118,3,3,0,0,0,0,0,0,0,0,12,212,76,200,26,25,16,11,17,7,12,598,0,0,0,0,0,0,0,0,0,0,3,1346,255,343,41,46,32,25,18,7,36,2159,1367,64,41,5,11,3,0,0,0,43,1536,222,26,37,3
SED52903,13,0,3,3,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,26,16,40,14,17,14,9,6,3,5,152,26,8,14,3,12,0,3,0,0,0,68,14,8,12,0,6,0,0,0,0,0,45,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,9,17,0,6,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,36,18,29,7,16,0,0,0,3,0,121,74,6,21,4,4,3,0,0,0,4,125,10,0,11,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,79,6,32,11,12,3,0,0,0,13,149,55,5,7,4,6,0,0,0,3,3,80,7,0,5,3
SED53003,116,51,47,60,60,99,43,45,549,0,0,0,0,0,0,0,0,0,6,6,112,45,267,92,102,84,90,124,52,70,1032,183,58,116,14,16,12,7,3,7,18,445,46,29,141,17,18,25,20,20,3,13,317,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,44,29,140,17,16,26,22,18,3,15,331,3,0,0,0,0,0,0,0,0,3,7,232,86,257,35,40,33,29,23,13,31,785,357,51,57,7,23,11,7,4,0,18,525,56,30,49,4,11,10,3,6,0,6,171,7,0,9,0,0,0,0,0,0,3,15,3,0,0,0,0,0,0,0,0,0,5,61,30,57,8,11,10,3,6,0,9,194,0,0,0,0,0,0,0,0,0,0,0,416,76,118,15,32,16,11,8,0,30,721,417,29,25,7,11,8,3,9,5,7,509,46,9,13,0
SED53104,98,22,18,26,27,9,12,13,323,0,0,0,0,0,0,0,0,0,0,0,291,137,248,76,79,63,61,30,19,21,1015,502,203,260,61,91,51,28,16,8,19,1245,97,96,160,28,40,31,20,16,3,3,497,7,0,12,3,3,0,4,0,0,0,22,0,3,0,0,0,0,0,0,0,0,4,101,99,177,31,44,31,19,21,3,3,527,0,0,0,0,0,0,0,0,0,0,0,605,302,438,93,131,83,52,31,12,26,1774,981,295,290,52,48,29,11,15,3,28,1753,168,73,77,16,19,6,8,0,0,8,374,10,4,5,0,0,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,181,82,89,12,19,6,12,0,0,6,407,0,0,0,0,0,0,0,0,0,3,4,1162,376,375,70,69,38,22,16,6,37,2165,1309,82,57,5,5,3,0,5,0,21,1497,283,28,22,0
SED53205,940,158,210,187,134,113,54,39,2161,0,0,0,0,0,0,0,0,0,61,67,733,419,1404,296,400,283,235,175,70,150,4167,732,236,482,109,123,70,29,33,16,36,1861,194,268,884,159,159,98,78,46,22,16,1925,10,27,48,11,9,9,5,6,8,4,134,0,3,4,0,0,0,0,0,0,0,15,209,300,934,170,167,107,86,55,33,19,2069,0,0,0,0,0,0,0,0,0,35,38,940,533,1413,278,290,173,116,80,43,94,3974,1558,248,396,83,76,40,23,16,10,65,2514,261,141,416,57,43,29,26,14,8,17,1008,8,11,33,5,11,7,10,5,3,6,103,5,0,4,0,0,0,0,0,0,3,7,274,147,457,65,53,30,31,16,12,22,1120,0,0,0,0,0,0,0,0,0,29,37,1840,398,851,145,134,75,53,33,22,121,3667,1561,99,147,20,27,15,15,8,5,49,1940,272,44,64,11
SED53306,183,35,52,60,62,44,20,8,524,0,0,3,0,0,0,0,0,0,0,3,223,124,390,118,116,126,85,63,33,26,1290,314,134,242,72,68,54,50,22,5,16,980,46,51,218,41,73,63,34,33,12,16,589,0,3,16,4,0,3,4,3,3,0,43,0,4,3,0,0,0,0,0,0,0,11,46,54,241,44,73,72,37,39,15,16,638,0,0,0,0,0,0,0,0,0,0,0,366,188,478,110,142,129,87,54,20,34,1616,876,167,324,48,51,24,26,20,7,34,1571,79,55,158,27,26,24,10,8,6,3,398,3,3,21,0,0,0,0,0,0,6,38,3,0,0,0,0,0,0,0,0,0,3,85,59,178,30,22,25,13,10,4,7,445,0,0,0,0,0,0,0,0,0,3,4,968,226,502,78,75,47,35,28,14,41,2019,1057,75,89,25,11,12,6,4,8,31,1324,100,14,25,0
SED53402,660,147,175,224,277,242,110,54,2248,0,0,0,0,0,0,0,0,0,3,4,541,287,985,321,398,330,334,294,135,87,3720,642,169,230,53,50,24,19,11,9,23,1234,344,208,392,73,107,80,65,50,20,21,1361,18,18,61,9,8,9,11,14,4,13,161,4,3,0,0,0,0,0,0,0,0,15,365,233,452,79,111,91,78,62,27,34,1533,0,0,0,0,0,0,0,0,0,0,0,1004,403,683,133,162,115,102,79,32,64,2768,971,82,80,21,13,11,11,7,3,38,1230,384,72,128,17,20,19,5,4,3,15,684,61,15,37,4,9,4,3,10,8,11,164,0,0,0,0,0,0,0,0,0,3,9,446,89,173,24,26,28,11,12,10,30,850,0,0,0,0,0,0,0,0,0,3,4,1419,174,251,44,36,39,19,19,11,66,2081,1005,30,35,12,9,11,4,0,0,30,1126,425,35,26,4
SED53502,247,64,67,62,66,59,31,13,719,0,0,0,0,0,0,0,0,0,0,0,287,121,379,107,142,95,94,74,41,23,1369,396,99,150,33,27,13,14,10,6,20,768,101,88,252,62,53,42,23,38,19,13,705,10,9,28,3,4,0,4,7,0,3,73,0,0,3,3,0,0,0,0,0,0,7,110,98,288,65,63,45,33,51,18,17,788,0,0,0,0,0,0,0,0,0,3,3,507,196,437,101,85,58,41,57,27,46,1556,1016,100,122,27,39,11,12,3,3,40,1373,172,64,148,21,21,14,11,7,8,9,468,12,3,27,0,4,4,4,0,4,3,60,0,0,3,0,0,0,0,0,0,0,3,190,71,176,20,26,18,9,9,13,8,528,0,0,0,0,0,0,0,0,0,4,4,1205,173,297,45,57,30,18,8,14,54,1904,1122,52,67,20,22,10,3,4,3,34,1331,233,15,34,8
SED53602,1174,232,282,312,257,236,161,97,3593,3,0,0,0,3,0,0,0,0,0,4,646,570,1418,314,360,360,300,251,177,120,4515,330,94,118,32,24,15,4,3,0,23,642,605,387,560,84,110,87,60,58,15,33,2009,105,109,223,45,50,66,28,40,23,32,708,0,12,0,4,3,3,0,0,0,0,28,714,505,782,138,164,156,90,97,37,67,2747,0,0,3,0,0,0,0,0,0,0,4,1044,600,905,169,182,171,95,100,36,87,3394,685,92,63,13,15,13,5,7,4,24,911,854,198,226,30,53,22,20,11,6,20,1439,287,96,147,26,27,28,24,24,17,25,693,7,3,0,0,0,0,4,0,3,0,25,1152,298,372,56,79,51,45,37,27,49,2159,3,0,0,0,0,0,0,0,0,0,3,1837,390,441,66,95,61,47,43,26,76,3081,926,33,30,8,0,11,6,0,0,20,1034,845,68,51,3
SED53701,21,15,15,17,25,40,44,54,260,0,0,0,0,0,0,0,0,0,4,4,107,61,104,33,55,32,44,53,50,72,606,254,92,92,11,19,11,12,7,0,19,523,15,37,58,23,22,14,14,5,10,5,210,3,0,3,0,0,0,0,0,3,4,16,0,0,0,0,0,0,0,0,0,0,0,20,38,58,23,23,14,15,8,14,11,223,4,0,0,0,0,0,0,0,0,0,7,274,133,155,31,44,30,25,14,11,35,755,733,104,91,16,17,9,3,5,0,52,1030,55,27,32,10,7,6,4,0,0,0,147,6,0,0,0,3,0,0,0,0,3,18,0,0,0,0,3,0,0,0,0,0,3,59,29,35,10,12,12,4,0,0,5,166,0,0,0,0,0,0,0,0,0,0,3,791,131,131,25,30,23,4,5,3,59,1195,912,62,45,8,9,5,0,3,0,37,1085,82,13,14,0
SED53802,821,160,245,256,228,237,128,79,2717,0,0,0,0,0,0,0,0,0,3,5,495,407,1067,282,399,364,291,272,145,99,3831,377,100,143,20,38,10,16,8,6,10,738,434,271,425,67,109,72,60,47,25,22,1531,44,35,84,12,11,30,7,31,19,7,284,0,6,12,0,0,4,0,0,0,0,22,481,312,516,88,124,98,72,78,40,32,1833,0,0,0,0,0,0,0,0,0,0,4,861,411,665,110,164,110,84,84,46,43,2577,688,102,83,12,8,8,7,0,0,17,923,577,118,157,23,38,22,10,17,8,8,972,127,42,51,15,10,11,16,6,13,19,297,5,0,0,0,0,0,0,0,0,0,8,714,160,202,36,46,34,21,22,15,25,1276,0,0,0,0,0,0,0,0,0,0,0,1402,258,293,47,53,45,26,24,19,42,2201,884,51,42,9,10,0,0,5,0,15,1014,742,43,41,8
SED53902,545,149,177,198,207,187,83,47,1933,0,0,0,0,0,0,0,0,0,3,6,499,265,817,285,300,307,286,221,112,81,3179,519,134,168,44,27,22,12,8,7,28,962,326,192,320,66,84,46,69,49,21,14,1188,20,16,52,9,12,16,17,6,0,8,155,0,0,0,0,0,0,0,0,0,0,7,342,211,372,77,97,58,82,60,28,26,1345,0,0,0,0,0,0,0,0,0,3,3,862,345,538,121,123,82,90,67,33,56,2311,894,121,75,10,12,5,7,3,3,17,1151,406,73,105,14,19,14,11,3,3,7,649,74,27,31,0,10,0,7,3,7,7,162,0,0,0,0,0,0,0,0,0,0,0,476,99,134,15,30,19,15,11,7,7,812,3,0,0,0,0,0,0,0,0,0,0,1369,218,212,27,39,23,25,12,8,32,1960,974,57,36,6,0,4,4,3,0,12,1107,479,27,24,8
SED54006,78,24,32,26,44,61,26,26,335,0,0,0,0,0,0,0,0,0,0,0,164,51,190,48,62,44,63,79,27,39,767,326,95,139,27,25,19,12,5,0,17,663,33,37,123,23,23,17,20,17,3,6,309,0,0,8,0,0,0,0,0,0,4,14,0,0,7,0,0,0,0,0,0,0,7,33,37,134,25,24,17,20,15,3,8,330,0,0,0,0,0,0,0,0,0,0,3,356,134,273,53,50,40,32,26,5,29,994,832,113,164,11,19,18,8,7,0,42,1223,62,22,72,17,11,10,6,3,0,3,198,4,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,61,23,78,17,11,10,6,3,3,4,211,0,0,0,0,0,0,0,0,0,0,0,890,140,246,26,30,30,16,15,3,48,1434,923,56,65,8,4,3,0,0,3,23,1093,88,20,16,5
SED54104,298,102,110,197,222,224,158,46,1543,0,0,0,0,0,0,0,0,0,0,0,396,205,492,187,208,270,292,309,192,75,2635,495,131,185,39,52,50,34,50,12,24,1069,228,167,301,59,88,71,89,112,55,18,1186,0,7,10,5,0,9,11,11,6,7,67,0,0,3,0,0,3,0,0,0,0,11,229,174,317,67,94,74,99,123,66,20,1260,0,0,0,0,0,0,0,0,0,0,3,725,306,499,109,147,126,127,169,76,44,2334,930,185,141,24,22,24,23,14,5,21,1386,291,118,94,21,35,21,21,24,11,13,647,5,8,16,11,5,3,6,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,303,127,108,34,38,24,23,28,13,12,706,0,0,0,0,0,0,0,0,0,0,0,1230,314,250,56,60,49,43,42,20,33,2098,1065,74,50,11,9,11,9,3,4,16,1248,355,37,12,4
SED54203,144,46,54,41,47,34,26,27,526,4,0,0,0,0,0,0,0,0,0,3,215,112,375,153,154,85,76,60,45,58,1340,270,110,180,29,47,27,22,16,4,22,720,76,83,181,30,49,39,22,14,6,13,506,11,10,14,0,3,0,0,0,0,0,42,3,0,0,0,0,0,0,0,0,0,3,95,93,191,28,46,39,29,15,7,13,554,0,0,0,0,0,0,0,0,0,0,3,369,199,373,62,94,65,47,35,7,33,1277,500,80,138,29,39,18,11,6,4,22,859,117,56,101,23,23,15,16,9,0,7,368,27,4,4,0,4,0,0,0,0,0,44,3,0,0,0,0,0,0,0,0,0,8,141,58,112,21,25,15,15,9,3,12,411,3,0,0,0,0,0,0,0,0,3,7,643,139,249,55,66,37,29,16,5,38,1280,433,48,63,12,15,4,4,6,0,24,613,95,7,25,0
SED54304,136,30,30,29,28,20,21,9,447,0,0,0,0,0,0,0,0,0,0,3,535,247,371,104,124,105,72,58,51,45,1701,769,324,584,172,178,144,114,61,41,38,2421,156,113,231,66,59,41,37,36,9,17,750,5,3,3,3,3,4,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,3,155,121,234,68,59,44,36,33,9,17,777,0,0,0,0,0,0,0,0,0,0,0,925,444,823,236,241,186,151,99,45,55,3203,1831,826,918,180,132,79,42,26,25,43,4108,326,164,197,25,30,21,15,14,4,0,793,20,3,4,0,0,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,340,166,197,27,32,24,17,15,3,0,827,3,0,0,0,0,0,0,0,0,0,3,2177,987,1124,204,166,102,57,38,27,48,4937,1939,304,151,41,17,9,15,13,3,30,2511,374,72,46,3
SED54404,951,263,393,581,617,678,448,231,4823,0,0,0,0,3,0,0,0,0,4,6,945,582,1543,577,735,862,878,910,576,324,7937,761,237,369,87,106,49,52,46,38,35,1779,333,221,456,103,139,125,155,141,68,42,1785,18,24,30,14,9,16,25,33,21,21,200,0,0,0,0,0,0,0,0,0,3,9,350,242,486,115,152,142,180,178,86,57,1997,0,0,0,0,0,0,0,0,0,0,0,1115,483,859,196,259,192,232,229,121,94,3773,1045,162,127,54,44,26,19,23,6,40,1539,401,73,129,26,23,31,37,36,19,22,804,46,17,24,9,13,4,9,11,4,8,136,4,0,0,0,0,0,0,0,0,0,3,443,91,151,36,33,34,49,51,26,36,950,3,0,0,0,0,0,0,0,0,0,3,1493,252,285,88,78,53,69,68,37,73,2489,993,54,53,18,11,11,7,16,4,31,1192,475,39,41,3
SED54503,367,80,111,92,90,104,46,43,1082,0,0,0,0,0,3,0,0,0,9,15,369,206,711,220,248,198,166,142,59,101,2425,475,166,280,49,77,33,27,7,8,64,1184,98,120,391,80,96,73,61,42,9,33,1001,3,3,8,3,0,0,0,8,9,0,34,0,3,4,0,3,0,0,0,0,0,10,101,129,396,79,99,74,60,54,18,32,1044,0,0,0,0,0,0,0,0,0,0,6,574,290,677,134,175,104,89,59,26,101,2234,677,141,203,50,33,23,20,9,6,38,1191,137,85,236,38,43,34,11,20,8,9,614,4,0,11,0,7,0,0,4,0,3,37,0,0,9,0,0,0,0,0,0,0,11,140,87,252,37,47,37,14,24,7,10,661,3,0,3,0,0,0,0,0,0,3,7,824,228,455,87,76,62,36,29,14,55,1868,581,54,113,25,25,10,10,3,0,32,847,118,22,49,10
SED54605,444,85,93,104,115,108,44,48,1474,0,0,0,0,0,0,0,0,0,0,0,415,311,522,113,125,125,134,119,53,57,1966,400,120,106,29,29,23,19,10,3,16,767,374,385,667,121,175,144,134,106,34,23,2155,12,38,120,13,28,31,19,32,12,7,312,0,0,3,0,0,0,0,0,0,0,9,391,424,782,131,205,176,154,138,45,33,2475,0,0,0,0,0,0,0,0,0,0,3,787,542,893,162,230,198,175,149,49,56,3244,826,165,173,29,18,20,16,10,0,23,1284,603,275,524,77,107,70,45,47,17,18,1785,75,35,81,5,12,10,13,18,7,8,258,0,0,0,0,0,0,0,0,0,0,3,684,313,608,83,117,77,52,61,27,25,2048,0,0,0,0,0,0,0,0,0,0,3,1512,474,787,109,137,96,71,79,28,49,3336,1072,80,41,3,5,3,0,3,0,13,1223,688,123,61,12
SED54705,112,43,37,42,35,27,24,7,388,0,0,0,0,0,0,0,0,0,0,0,287,110,267,92,105,88,65,43,30,33,1125,405,101,215,47,66,34,44,32,3,24,966,66,66,131,35,43,27,26,24,6,0,424,0,0,27,5,0,3,3,0,3,0,38,0,0,0,0,0,0,0,0,0,0,3,64,61,160,36,49,33,29,24,9,0,471,0,0,0,0,0,0,0,0,0,4,4,464,168,376,87,109,69,67,54,6,26,1433,1128,170,276,41,40,36,26,11,3,41,1749,132,30,83,12,16,10,3,3,0,9,294,11,3,10,0,3,0,0,6,0,0,35,3,0,0,0,0,0,0,0,0,0,4,145,31,97,14,19,7,3,7,0,7,332,0,0,0,0,0,0,0,0,0,0,3,1269,201,376,51,51,42,29,15,3,46,2088,1598,75,88,17,27,13,11,5,4,37,1883,179,17,15,0
SED54804,334,94,112,117,119,155,54,40,1220,0,0,0,0,0,0,0,0,0,3,3,530,252,816,384,463,339,270,260,86,96,3497,598,212,282,66,87,47,32,19,4,29,1385,165,147,300,64,69,37,39,37,11,17,896,7,9,15,0,0,9,7,4,3,3,51,0,0,0,0,0,0,0,0,0,0,3,170,154,311,70,76,44,49,40,16,17,951,0,0,0,0,0,0,0,0,0,0,0,772,369,594,134,161,91,81,57,24,52,2333,815,153,145,26,25,15,9,12,10,26,1236,243,89,94,19,17,13,6,11,4,9,505,12,5,10,4,0,3,9,0,0,0,42,0,3,0,0,0,0,0,0,0,0,10,260,99,99,26,18,20,16,18,4,11,554,3,0,0,0,0,0,0,0,0,0,3,1078,251,242,48,46,32,26,26,10,33,1795,866,68,35,11,14,6,0,6,0,24,1035,223,20,21,0
SED54905,461,124,151,172,187,179,90,56,1815,0,0,0,0,0,0,0,0,0,3,0,502,326,669,254,275,263,254,258,117,83,2996,448,129,153,56,33,35,39,19,6,7,921,321,178,275,51,100,98,81,74,39,15,1239,14,8,21,3,9,5,13,13,11,5,97,0,0,0,0,0,0,0,0,0,0,8,333,196,297,60,109,111,92,84,44,18,1339,0,0,0,0,0,0,0,0,0,0,0,781,324,445,109,142,141,130,107,53,31,2263,810,142,95,14,13,20,20,6,8,23,1150,405,152,101,16,32,14,17,16,8,7,777,30,23,22,0,4,3,10,6,8,12,113,3,0,0,0,0,0,0,0,0,3,8,441,174,125,16,37,22,22,21,17,24,892,0,3,0,0,0,0,0,0,0,0,3,1250,315,214,33,48,40,37,31,19,44,2046,1070,80,53,13,5,15,14,3,3,24,1274,439,66,41,3
SED55005,1178,173,243,209,173,193,83,78,3193,0,0,0,0,0,0,0,0,0,62,66,737,731,1413,224,313,253,220,226,101,165,4387,670,164,266,49,53,37,31,17,10,25,1316,626,532,1096,157,199,131,134,66,28,26,2988,20,25,248,29,41,17,18,17,9,9,440,4,0,5,0,0,0,0,0,0,0,12,649,563,1349,180,239,152,151,79,40,36,3446,0,0,0,0,3,0,0,0,0,47,52,1327,718,1613,230,298,191,180,97,49,104,4812,1409,284,293,40,47,35,28,7,3,46,2183,690,349,585,74,66,61,28,19,8,22,1903,82,41,173,9,14,16,21,4,17,13,388,0,4,3,0,0,0,0,0,0,0,7,774,390,764,88,81,70,42,21,22,36,2298,0,0,0,0,0,0,0,0,0,33,36,2184,672,1058,122,127,103,79,25,25,113,4519,1345,136,99,16,12,13,0,4,0,25,1644,631,149,108,25
