SED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
SED30019,174,33,35,28,26,26,13,8,461,0,0,3,0,0,0,0,0,0,0,3,344,208,361,61,78,54,42,45,20,33,1246,507,195,202,35,25,27,10,11,4,28,1039,103,94,175,18,23,19,17,11,5,7,477,6,9,11,3,3,0,3,0,0,0,25,3,0,0,0,0,0,0,0,0,0,3,110,100,183,22,27,19,21,14,5,7,506,0,0,0,0,0,0,0,0,0,3,3,618,296,389,59,53,49,30,26,10,36,1553,938,192,203,22,13,14,10,7,7,29,1432,205,78,87,13,7,12,5,8,3,6,419,8,5,4,0,3,0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,3,220,85,95,13,6,12,8,8,3,8,447,3,0,0,0,0,0,0,0,0,0,6,1158,276,298,35,17,21,17,17,4,35,1886,1089,95,47,9,14,7,3,4,3,17,1288,242,25,16,3
SED30020,384,70,63,79,75,76,33,28,1147,0,0,0,0,0,0,0,0,0,0,0,434,305,653,131,114,120,105,101,50,49,2070,595,270,297,64,43,16,13,23,9,19,1334,304,279,415,64,49,43,20,26,24,14,1236,14,8,21,3,4,3,0,3,5,0,76,3,0,3,0,0,0,0,0,0,0,4,317,287,438,67,50,46,23,36,31,16,1311,0,4,0,0,0,0,0,0,0,3,8,911,563,732,129,93,65,33,51,40,32,2654,831,236,167,29,24,10,8,19,3,18,1332,503,159,179,18,22,22,10,3,4,17,939,43,14,22,3,0,3,7,0,0,4,103,9,0,0,0,0,0,0,0,0,0,7,549,173,205,25,21,28,14,9,7,16,1044,0,0,0,0,0,0,0,0,0,0,0,1387,409,371,49,47,40,22,21,10,38,2383,762,74,51,9,8,0,7,0,0,15,930,551,62,46,7
SED30021,724,114,178,236,244,211,123,40,2166,0,0,0,0,0,0,0,0,0,44,48,509,295,976,175,268,292,319,266,157,118,3377,539,181,224,42,37,22,21,15,10,23,1110,229,199,445,69,88,60,59,25,24,11,1213,0,3,37,3,21,7,8,9,8,4,102,0,0,0,0,0,0,0,0,0,0,3,235,202,484,73,106,66,67,32,32,17,1319,0,0,0,0,0,0,0,0,0,10,13,773,384,711,110,140,88,89,48,45,54,2440,813,184,135,16,19,8,27,8,8,19,1239,227,72,89,15,18,15,12,7,15,13,485,19,6,20,3,0,3,3,0,5,10,67,0,0,0,0,0,0,0,0,0,0,3,245,80,105,21,17,17,14,13,19,21,557,0,0,0,0,0,0,0,0,0,14,14,1063,265,242,38,39,28,37,19,27,49,1813,773,49,50,7,4,7,3,0,6,28,926,255,34,17,7
SED30022,94,18,19,38,15,19,13,3,288,0,0,0,0,0,0,0,0,0,3,3,227,150,258,52,45,56,50,43,24,24,934,486,221,340,61,61,33,37,28,10,26,1308,125,97,139,19,26,23,20,13,9,8,474,9,3,5,3,4,7,3,0,0,0,29,0,0,3,0,0,0,0,0,0,0,9,130,101,147,27,27,22,21,20,9,8,515,0,0,0,0,0,0,0,0,0,0,0,620,328,495,84,93,56,59,46,16,34,1819,1069,448,433,67,51,41,30,19,4,38,2197,192,109,105,15,10,8,12,10,3,13,464,11,15,3,0,0,0,0,3,0,0,31,5,0,0,0,0,0,0,0,0,0,8,207,120,105,15,14,8,14,15,3,14,506,0,0,0,0,0,0,0,0,0,3,4,1274,569,542,80,70,51,40,26,12,52,2705,1322,210,117,16,16,11,10,13,3,34,1759,258,34,34,3
SED30023,186,28,65,79,86,88,55,14,647,0,0,0,0,0,0,0,0,0,0,0,88,75,246,39,80,85,97,94,54,23,878,179,40,53,11,14,18,4,3,0,19,343,29,67,196,12,55,38,38,15,12,6,471,0,8,33,6,3,10,10,7,3,0,75,0,0,0,0,0,0,0,0,0,0,0,29,74,232,19,57,52,42,22,11,10,548,0,0,0,0,0,0,0,0,0,0,0,209,116,289,28,74,64,48,21,15,26,887,376,52,38,11,13,11,7,3,0,23,524,63,43,97,5,16,11,8,4,9,5,258,0,5,19,5,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0,4,66,55,117,7,18,18,5,3,9,11,303,0,0,0,0,0,0,0,0,0,0,4,439,105,160,16,31,22,9,6,9,33,833,454,33,23,3,6,0,0,0,0,10,531,59,16,27,4
SED30024,126,39,44,42,74,81,45,66,568,0,0,0,0,0,0,0,3,0,0,4,110,66,245,78,80,83,96,120,64,91,1037,208,96,82,16,17,5,12,10,4,25,466,62,54,116,17,9,8,11,12,0,18,307,0,3,4,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,3,63,57,122,15,9,8,11,10,0,18,323,0,0,0,0,0,0,0,0,0,0,0,276,156,201,30,29,17,24,19,5,38,794,514,99,55,7,7,0,7,3,0,36,740,124,36,40,8,5,3,10,6,3,16,246,8,4,5,0,0,3,0,0,0,7,24,3,0,0,0,0,0,0,0,0,0,3,133,44,46,8,5,3,10,6,3,17,266,3,0,0,0,0,0,0,0,0,0,3,648,137,100,14,9,9,18,11,3,60,1012,667,45,31,5,5,7,0,9,3,30,797,165,10,14,3
SED30025,390,60,68,68,62,51,26,24,1021,0,0,3,0,0,0,0,0,0,0,5,668,428,905,171,214,165,139,117,74,93,2967,853,397,514,117,114,81,59,48,20,63,2260,262,220,308,39,49,46,33,21,21,21,1030,7,19,20,0,4,13,9,7,3,6,82,3,0,3,0,0,0,0,0,0,0,9,276,238,325,40,53,60,44,32,28,27,1122,4,0,0,0,0,0,0,0,0,0,8,1129,637,842,159,171,141,104,79,46,85,3388,1425,397,572,62,73,55,41,30,9,60,2738,331,131,173,26,23,17,7,13,14,13,744,18,12,33,3,5,6,3,7,3,6,97,5,3,0,0,0,0,0,0,0,0,7,352,151,203,36,24,17,9,15,15,25,860,0,0,0,0,0,0,0,0,0,0,3,1783,546,777,95,102,78,53,47,30,86,3600,1477,239,187,39,22,16,22,17,11,39,2067,355,50,51,12
SED30026,115,20,37,41,35,40,24,16,387,0,0,0,0,0,0,0,0,0,0,3,220,124,311,62,73,69,60,67,38,30,1058,470,184,173,28,27,16,15,10,6,28,967,73,96,118,16,16,11,13,18,5,6,376,3,3,9,0,3,3,0,3,3,0,28,0,0,0,0,0,0,0,0,0,0,3,76,99,128,16,25,9,14,19,8,6,399,0,0,0,0,0,0,0,0,0,0,0,548,282,301,40,46,32,28,33,18,41,1369,885,140,142,18,14,10,3,9,8,39,1262,151,34,44,3,13,0,5,3,3,3,259,10,0,4,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,159,36,44,9,13,0,8,5,3,3,275,0,0,0,0,0,0,0,0,0,0,0,1051,171,184,23,22,12,8,12,12,48,1543,1007,72,62,13,5,7,6,3,0,40,1214,143,14,10,3
SED30027,89,22,29,30,21,28,10,10,270,0,0,0,0,0,0,0,0,0,11,11,95,48,168,48,50,47,34,37,25,34,583,215,56,73,4,15,8,4,5,0,19,400,36,35,94,13,15,9,15,14,9,5,234,0,3,0,0,0,0,3,0,0,11,14,0,0,0,0,0,0,0,0,0,3,5,37,40,95,13,15,11,17,14,9,18,255,0,0,0,0,0,0,0,0,0,19,19,249,92,164,18,34,20,16,17,4,56,673,498,53,71,8,16,0,3,12,0,22,680,71,29,45,6,0,4,6,3,0,7,177,0,0,3,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,76,32,51,12,0,10,8,3,0,10,198,0,0,0,0,0,0,0,0,0,11,12,573,87,117,15,12,10,13,16,3,40,893,679,41,27,5,0,0,3,5,3,23,794,76,9,11,0
SED30028,188,34,41,29,38,23,19,6,497,0,0,0,0,0,0,0,0,0,0,0,290,173,337,64,88,73,59,52,34,23,1190,492,202,243,31,47,28,16,24,8,19,1117,140,149,197,29,36,17,22,17,14,7,624,4,4,14,0,0,4,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,147,156,208,29,40,17,24,21,11,10,661,0,0,0,0,0,0,0,0,0,0,0,639,361,448,55,92,48,47,39,21,28,1779,807,208,165,19,11,12,8,10,3,18,1269,211,58,104,12,11,3,4,4,3,5,419,10,8,3,0,0,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,222,68,105,12,11,4,9,7,4,5,453,0,0,0,0,0,0,0,0,0,0,0,1030,273,278,34,20,11,16,13,8,24,1721,719,77,45,4,0,3,3,0,0,9,865,191,19,17,0
SED30029,88,16,25,11,20,13,7,3,271,0,0,0,0,0,0,0,0,0,0,0,262,105,193,43,46,37,34,21,13,17,767,479,202,214,29,38,22,12,11,3,28,1031,104,110,145,22,18,16,17,8,3,3,447,3,7,3,6,3,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,107,112,157,30,18,12,15,11,4,3,477,0,0,0,0,0,0,0,0,0,0,0,585,313,365,62,59,36,32,19,12,32,1511,930,196,187,26,15,6,5,10,0,18,1402,177,85,66,14,10,4,4,3,0,0,358,5,7,6,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,180,87,69,18,10,8,6,4,0,0,382,0,0,0,0,0,0,0,0,0,0,0,1114,290,255,45,20,11,10,18,0,21,1784,824,61,37,3,6,0,3,0,3,27,966,191,21,16,0
SED30030,289,43,38,59,39,36,18,26,740,0,3,0,0,0,0,0,0,0,0,3,511,353,662,133,116,115,82,80,31,59,2142,845,374,409,74,51,36,27,17,6,37,1881,217,241,245,30,28,20,24,19,6,9,833,9,7,19,3,3,6,0,3,0,0,60,0,0,7,0,0,0,0,0,0,0,10,224,253,271,32,34,25,27,18,5,12,892,0,0,0,0,0,0,0,0,0,0,0,1075,627,680,103,80,59,57,37,14,52,2770,1324,317,317,34,32,22,15,15,7,43,2118,446,123,121,9,12,6,5,4,5,13,749,28,11,19,0,0,3,3,0,0,4,74,0,0,0,0,0,0,0,0,0,3,3,477,136,146,9,9,7,12,4,3,16,827,0,0,0,0,0,0,0,0,0,0,3,1799,457,462,45,45,26,19,19,10,64,2946,1252,157,120,17,17,5,6,6,4,35,1614,389,52,38,8
SED30031,218,49,79,57,65,53,32,14,630,0,0,0,0,0,0,0,0,0,0,0,192,97,371,94,128,103,96,79,40,35,1230,382,109,160,56,40,41,33,16,3,14,857,72,88,307,63,86,48,37,37,7,9,763,6,10,7,4,0,8,3,6,3,3,48,0,0,0,0,0,0,0,0,0,0,6,79,95,317,70,86,56,39,43,14,15,817,0,0,0,0,0,0,0,0,0,0,0,463,202,481,127,127,100,77,61,17,30,1679,676,123,152,15,43,30,17,9,3,23,1092,108,62,162,45,26,23,12,14,9,8,466,12,6,8,4,3,0,0,4,3,4,34,0,0,0,0,3,0,0,0,0,0,10,123,65,170,49,32,21,17,15,8,4,508,3,0,0,0,0,0,0,0,0,0,3,803,193,323,62,81,58,33,19,15,32,1606,670,40,72,23,22,13,4,0,0,19,872,99,20,35,8
SED30032,60,11,26,9,20,42,36,43,315,0,0,0,0,0,0,0,0,0,51,51,196,91,163,33,43,27,33,50,53,106,803,446,145,148,17,15,13,18,3,5,23,827,56,53,60,13,10,6,5,9,6,3,217,3,0,3,0,4,0,0,0,3,0,19,0,3,0,0,0,0,0,0,0,0,8,54,59,66,13,13,10,8,9,12,3,237,0,0,0,0,0,0,0,0,0,49,46,500,207,210,28,30,21,27,13,14,73,1114,945,193,146,10,15,9,12,3,0,48,1379,135,47,46,9,4,5,4,6,0,6,259,11,5,3,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,154,51,49,7,3,7,3,6,0,11,283,3,0,0,0,0,0,0,0,0,11,15,1097,245,194,17,20,13,16,8,0,72,1682,1220,78,59,7,8,4,6,0,0,41,1426,144,23,11,0
SED30033,619,93,142,165,177,132,69,36,1753,0,0,0,0,0,0,0,3,0,0,4,483,259,823,170,183,209,233,161,94,70,2682,542,186,169,42,23,12,19,8,3,24,1031,254,211,312,50,46,46,37,29,29,19,1032,9,11,21,8,11,12,3,8,4,0,71,0,3,0,0,0,0,0,0,0,0,3,266,221,332,59,56,58,41,38,32,19,1112,0,0,0,0,0,0,0,0,0,0,3,808,410,504,100,81,68,64,45,37,39,2146,688,91,69,5,3,3,13,3,3,24,909,300,84,81,10,3,8,11,4,3,4,519,28,5,13,3,8,0,7,11,5,8,87,0,0,0,0,0,0,0,0,0,0,0,332,95,98,15,5,11,16,15,12,15,603,3,0,0,0,0,0,0,0,0,0,3,1021,187,169,18,12,17,26,15,14,37,1512,552,22,18,3,3,3,0,4,0,11,616,272,30,19,0
SED30034,95,20,45,30,35,18,10,14,307,0,0,0,0,0,0,0,0,0,3,3,105,70,179,61,77,55,49,30,14,39,684,172,59,67,26,14,5,5,8,0,8,362,17,68,145,20,25,14,14,11,8,8,333,3,0,7,0,0,0,5,0,0,3,12,0,0,0,0,0,0,0,0,0,0,4,21,68,147,22,25,14,14,12,8,9,348,0,0,0,0,0,0,0,0,0,0,0,187,133,217,47,38,21,22,17,5,14,712,324,46,82,23,10,12,4,0,0,15,506,50,29,87,9,11,4,3,3,0,6,201,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,50,29,87,9,11,4,6,3,0,10,201,0,0,0,0,0,0,0,0,0,0,0,374,80,167,30,18,12,5,4,3,18,705,329,31,38,11,9,3,4,5,3,23,456,36,15,11,0
SED30035,45,6,5,11,6,11,4,9,124,0,0,0,0,0,0,0,0,0,0,0,76,36,87,20,14,20,11,26,13,19,320,256,68,82,5,13,12,0,9,0,8,456,33,28,49,7,9,9,9,3,4,4,143,0,3,0,3,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,34,30,48,7,10,18,9,3,6,3,161,0,0,0,0,0,0,0,0,0,0,0,283,105,128,13,15,24,10,16,5,14,616,634,105,77,11,10,7,4,3,0,21,874,97,24,30,8,0,3,0,3,0,3,168,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,99,24,30,8,3,3,3,3,7,8,183,0,0,0,0,0,0,0,0,0,0,0,735,128,107,22,11,10,6,13,7,25,1064,895,64,27,4,0,7,0,0,0,36,1033,115,16,10,3
SED30036,104,24,24,22,26,23,15,7,279,0,0,0,0,0,0,0,0,0,0,0,128,72,186,31,39,27,49,57,25,23,640,288,83,94,20,17,10,9,5,4,25,557,55,45,107,18,19,12,15,9,3,3,284,3,0,7,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,53,44,110,17,22,14,13,8,3,4,304,0,0,0,0,0,0,0,0,0,0,3,346,134,204,37,43,27,24,13,7,31,864,715,115,125,11,14,11,7,6,0,22,1036,107,58,55,3,3,0,3,3,0,13,245,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,105,63,60,3,4,0,4,5,0,13,252,3,0,0,0,0,0,0,0,0,0,3,825,183,182,16,14,14,7,17,3,34,1295,1130,101,60,8,13,4,4,3,3,29,1361,163,27,11,0
SED30037,134,22,24,29,43,62,22,29,417,0,0,0,0,0,0,0,0,0,4,4,163,80,251,45,37,46,59,85,29,45,844,281,82,87,13,15,7,7,8,3,16,526,60,42,94,12,7,4,13,14,3,9,251,3,6,3,0,0,3,4,5,4,0,22,0,0,0,0,0,0,0,0,0,0,3,63,49,98,15,9,3,13,16,6,15,278,0,0,0,0,0,0,0,0,0,0,3,338,127,187,26,25,15,20,22,13,36,806,505,76,76,10,16,5,3,4,3,11,708,76,26,66,3,8,0,5,4,3,8,198,5,0,3,0,0,0,0,3,3,3,22,3,0,0,0,0,0,0,0,0,0,3,88,29,63,3,8,0,8,5,3,8,222,0,0,0,0,0,0,0,0,0,0,0,589,103,144,15,22,8,11,10,4,21,927,694,32,30,0,9,0,0,4,0,28,796,118,11,14,0
SED30038,902,159,150,237,177,126,86,77,2723,0,0,0,0,0,0,0,0,0,180,182,794,436,1063,208,193,271,199,148,98,279,3689,420,151,179,34,22,19,16,10,5,22,880,923,327,552,71,67,55,34,46,7,38,2123,209,138,199,39,29,63,22,26,13,26,757,9,7,9,0,0,0,0,0,0,0,24,1142,470,752,103,104,116,57,64,28,59,2903,3,0,0,0,0,0,0,0,0,120,124,1561,622,931,144,128,141,76,75,31,204,3908,726,136,114,17,16,7,10,8,7,23,1058,1014,206,199,37,31,19,13,15,10,25,1569,498,101,148,30,32,26,23,34,20,37,939,12,8,0,0,0,0,0,0,0,0,19,1522,310,353,70,63,42,37,46,23,66,2530,3,0,0,0,0,0,0,0,0,73,74,2248,442,467,83,79,56,48,55,30,162,3661,773,52,31,7,3,0,3,0,0,23,893,767,72,49,14
SED30039,565,162,208,275,386,453,324,72,2722,0,0,0,0,0,0,0,0,0,3,5,412,281,746,224,270,339,454,523,389,96,3742,423,160,196,34,42,30,26,21,18,18,962,255,281,384,93,117,126,118,163,89,17,1644,3,3,28,0,6,16,13,25,22,12,136,0,0,0,0,0,0,0,0,0,0,3,256,287,413,96,127,148,134,189,110,23,1780,0,0,0,0,0,0,0,0,0,0,0,683,441,607,128,165,176,161,212,135,40,2747,709,158,105,26,27,20,37,4,5,19,1111,327,135,109,28,34,25,25,21,13,10,738,20,11,11,4,6,11,9,6,15,5,105,0,0,0,0,0,0,0,0,0,0,3,345,147,120,32,44,34,35,30,32,16,842,0,0,0,0,0,0,0,0,0,0,0,1059,306,230,56,67,62,66,38,36,40,1957,709,70,41,4,7,3,4,3,0,15,850,295,21,20,6
SED30040,157,32,34,30,48,21,17,11,462,0,0,0,0,0,0,0,0,0,0,0,265,134,260,53,59,41,60,32,20,27,951,336,81,85,11,14,12,8,3,4,26,579,94,92,139,28,29,16,20,12,0,3,427,3,0,14,0,6,0,3,3,0,0,38,0,0,0,0,0,0,0,0,0,0,6,96,95,152,28,30,21,25,14,3,4,463,0,0,0,0,0,0,0,0,0,0,0,429,178,241,35,51,29,36,18,9,26,1042,597,88,64,20,17,10,3,0,0,27,823,109,31,71,7,16,3,3,0,0,4,257,11,5,3,0,4,0,0,0,0,3,30,6,0,0,0,0,0,0,0,0,3,6,127,38,72,7,24,4,3,0,0,6,290,0,0,0,0,0,0,0,0,0,0,0,725,127,137,28,40,10,10,4,0,36,1110,604,34,34,3,0,3,0,0,0,17,697,96,12,20,0
SED30041,61,21,14,21,16,22,12,11,248,0,0,0,0,0,0,0,0,0,33,35,190,97,147,40,35,34,33,28,22,57,675,397,91,99,7,11,9,5,3,3,12,648,62,57,90,6,14,7,3,5,8,7,262,5,0,4,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,61,57,94,11,12,8,8,5,8,12,279,0,0,0,0,0,0,0,0,0,19,19,463,143,199,21,22,22,15,12,13,39,945,803,110,80,15,14,6,5,15,3,34,1077,97,35,44,0,3,4,5,3,0,9,198,3,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,103,36,46,0,3,4,3,5,0,9,208,0,0,0,0,0,0,0,0,0,10,12,902,150,120,22,12,12,10,14,3,49,1299,808,46,23,11,6,6,0,7,0,21,925,110,10,7,0
SED30042,210,33,37,33,35,29,11,12,560,0,0,0,0,0,0,0,0,0,0,0,386,215,415,93,79,75,53,40,30,28,1414,531,217,249,40,37,18,20,5,4,26,1153,139,138,195,33,33,24,14,8,9,6,609,6,0,10,0,0,0,0,0,0,0,27,0,0,7,0,0,0,0,0,0,0,4,148,140,217,33,34,30,18,8,14,12,643,0,0,0,0,0,0,0,0,0,0,0,675,359,459,73,77,49,36,13,16,40,1795,873,197,212,34,17,12,10,6,4,14,1373,176,72,101,26,7,3,3,3,3,13,401,6,8,10,4,4,0,0,0,0,3,39,3,0,3,0,0,0,0,0,0,0,8,187,84,112,25,10,3,5,4,7,13,442,0,0,0,0,0,0,0,0,0,0,3,1064,277,323,57,27,14,11,9,7,27,1822,917,82,77,16,15,6,5,0,5,23,1147,175,24,40,8
SED30043,130,15,33,53,42,36,25,8,406,0,0,0,0,0,0,0,0,0,3,3,244,155,303,51,65,85,70,67,41,41,1120,454,181,262,36,45,30,28,28,13,25,1100,68,82,135,13,28,21,17,21,11,0,405,0,8,12,0,0,3,8,6,3,0,34,0,0,0,0,3,0,0,0,0,0,3,68,92,145,13,27,22,28,28,14,5,449,0,0,0,0,0,0,0,0,0,0,0,525,269,411,49,72,56,53,49,33,34,1549,817,253,290,52,31,21,15,19,9,27,1528,98,47,73,6,9,11,10,8,0,4,263,4,3,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,101,48,80,6,9,15,10,8,5,3,277,4,0,0,0,0,0,0,0,0,0,8,923,300,370,55,36,34,22,20,13,33,1815,836,118,84,9,13,16,13,8,3,26,1135,152,14,11,3
SED30044,192,23,65,55,40,34,19,8,496,0,0,0,0,0,0,0,0,0,0,0,133,67,268,40,90,79,47,50,26,17,815,226,83,76,13,33,16,13,6,6,16,490,42,75,219,28,30,22,29,29,3,8,489,0,11,82,3,11,0,0,4,0,3,124,0,0,0,0,0,0,0,0,0,0,3,48,89,295,35,42,22,29,35,3,11,611,0,0,4,0,0,0,0,0,0,4,5,270,174,380,42,69,39,40,42,13,27,1107,480,84,104,20,18,9,7,5,0,17,748,76,65,103,8,4,3,8,0,4,7,274,4,16,31,6,6,0,0,0,3,0,77,3,0,0,0,0,0,0,0,0,0,3,84,83,139,14,9,3,8,5,7,9,352,0,0,0,0,0,0,0,0,0,0,0,563,168,241,34,28,14,12,9,9,29,1104,638,58,38,9,8,0,3,13,0,21,779,69,18,21,0
