CED_NAME16	Age	Sex	Volunteer	adults
Grayndler	85+	M	1	33
Greenway	15-19	F		294
Greenway	15-19	F	0	3778
Greenway	15-19	F	1	1107
Greenway	15-19	M		376
Greenway	15-19	M	0	4333
Greenway	15-19	M	1	934
Greenway	20-24	F		244
Greenway	20-24	F	0	3634
Greenway	20-24	F	1	986
Greenway	20-24	M		421
Greenway	20-24	M	0	4282
Greenway	20-24	M	1	732
Greenway	25-34	F		687
Greenway	25-34	F	0	11065
Greenway	25-34	F	1	2027
Greenway	25-34	M		1112
Greenway	25-34	M	0	10427
Greenway	25-34	M	1	1648
Greenway	35-44	F		639
Greenway	35-44	F	0	10480
Greenway	35-44	F	1	3020
Greenway	35-44	M		1008
Greenway	35-44	M	0	11357
Greenway	35-44	M	1	2499
Greenway	45-54	F		472
Greenway	45-54	F	0	8020
Greenway	45-54	F	1	2072
Greenway	45-54	M		716
Greenway	45-54	M	0	8061
Greenway	45-54	M	1	1840
Greenway	55-64	F		444
Greenway	55-64	F	0	6645
Greenway	55-64	F	1	1265
Greenway	55-64	M		497
Greenway	55-64	M	0	6434
Greenway	55-64	M	1	1107
Greenway	65-74	F		367
Greenway	65-74	F	0	4209
Greenway	65-74	F	1	795
Greenway	65-74	M		323
Greenway	65-74	M	0	4034
Greenway	65-74	M	1	660
Greenway	75-84	F		254
Greenway	75-84	F	0	2074
Greenway	75-84	F	1	240
Greenway	75-84	M		181
Greenway	75-84	M	0	1790
Greenway	75-84	M	1	209
Greenway	85+	F		134
Greenway	85+	F	0	898
Greenway	85+	F	1	29
Greenway	85+	M		98
Greenway	85+	M	0	523
Greenway	85+	M	1	33
Hughes	15-19	F		203
Hughes	15-19	F	0	3187
Hughes	15-19	F	1	1085
Hughes	15-19	M		217
Hughes	15-19	M	0	3718
Hughes	15-19	M	1	917
Hughes	20-24	F		145
Hughes	20-24	F	0	3211
Hughes	20-24	F	1	868
Hughes	20-24	M		196
Hughes	20-24	M	0	3672
Hughes	20-24	M	1	709
Hughes	25-34	F		327
Hughes	25-34	F	0	7041
Hughes	25-34	F	1	1480
Hughes	25-34	M		391
Hughes	25-34	M	0	6947
Hughes	25-34	M	1	1179
Hughes	35-44	F		383
Hughes	35-44	F	0	7585
Hughes	35-44	F	1	2804
Hughes	35-44	M		400
Hughes	35-44	M	0	7701
Hughes	35-44	M	1	1957
Hughes	45-54	F		333
Hughes	45-54	F	0	7367
Hughes	45-54	F	1	2603
Hughes	45-54	M		428
Hughes	45-54	M	0	7219
Hughes	45-54	M	1	2225
Hughes	55-64	F		325
Hughes	55-64	F	0	6788
Hughes	55-64	F	1	1696
Hughes	55-64	M		298
Hughes	55-64	M	0	6498
Hughes	55-64	M	1	1562
Hughes	65-74	F		293
Hughes	65-74	F	0	4677
Hughes	65-74	F	1	1320
Hughes	65-74	M		257
Hughes	65-74	M	0	4524
Hughes	65-74	M	1	1132
Hughes	75-84	F		251
Hughes	75-84	F	0	2306
Hughes	75-84	F	1	501
Hughes	75-84	M		185
Hughes	75-84	M	0	2001
Hughes	75-84	M	1	447
Hughes	85+	F		144
Hughes	85+	F	0	1553
Hughes	85+	F	1	108
Hughes	85+	M		94
Hughes	85+	M	0	843
Hughes	85+	M	1	85
Hume	15-19	F		428
Hume	15-19	F	0	3440
Hume	15-19	F	1	971
Hume	15-19	M		456
Hume	15-19	M	0	3827
Hume	15-19	M	1	806
Hume	20-24	F		243
Hume	20-24	F	0	3287
Hume	20-24	F	1	668
Hume	20-24	M		336
Hume	20-24	M	0	3569
Hume	20-24	M	1	537
Hume	25-34	F		519
Hume	25-34	F	0	7215
Hume	25-34	F	1	1499
Hume	25-34	M		725
Hume	25-34	M	0	7047
Hume	25-34	M	1	1037
Hume	35-44	F		516
Hume	35-44	F	0	6997
Hume	35-44	F	1	2552
Hume	35-44	M		741
Hume	35-44	M	0	7163
Hume	35-44	M	1	1788
Hume	45-54	F		595
Hume	45-54	F	0	7554
Hume	45-54	F	1	2449
Hume	45-54	M		714
Hume	45-54	M	0	7451
Hume	45-54	M	1	1988
Hume	55-64	F		602
Hume	55-64	F	0	6773
Hume	55-64	F	1	2032
Hume	55-64	M		639
Hume	55-64	M	0	6760
Hume	55-64	M	1	1672
Hume	65-74	F		596
Hume	65-74	F	0	4684
Hume	65-74	F	1	1777
Hume	65-74	M		656
Hume	65-74	M	0	4951
Hume	65-74	M	1	1461
Hume	75-84	F		557
Hume	75-84	F	0	2337
Hume	75-84	F	1	648
Hume	75-84	M		445
Hume	75-84	M	0	2180
Hume	75-84	M	1	570
Hume	85+	F		488
Hume	85+	F	0	1130
Hume	85+	F	1	120
Hume	85+	M		227
Hume	85+	M	0	660
Hume	85+	M	1	82
Hunter	15-19	F		374
Hunter	15-19	F	0	3563
Hunter	15-19	F	1	808
Hunter	15-19	M		451
Hunter	15-19	M	0	3945
Hunter	15-19	M	1	687
Hunter	20-24	F		253
Hunter	20-24	F	0	3481
Hunter	20-24	F	1	681
Hunter	20-24	M		433
Hunter	20-24	M	0	3805
Hunter	20-24	M	1	538
Hunter	25-34	F		556
Hunter	25-34	F	0	7446
Hunter	25-34	F	1	1518
Hunter	25-34	M		1005
Hunter	25-34	M	0	7398
Hunter	25-34	M	1	1093
Hunter	35-44	F		529
Hunter	35-44	F	0	6726
Hunter	35-44	F	1	2432
Hunter	35-44	M		886
Hunter	35-44	M	0	7027
Hunter	35-44	M	1	1551
Hunter	45-54	F		620
Hunter	45-54	F	0	7472
Hunter	45-54	F	1	2152
Hunter	45-54	M		806
Hunter	45-54	M	0	7634
Hunter	45-54	M	1	1687
Hunter	55-64	F		647
Hunter	55-64	F	0	7510
Hunter	55-64	F	1	1961
Hunter	55-64	M		718
Hunter	55-64	M	0	7648
Hunter	55-64	M	1	1515
Hunter	65-74	F		776
Hunter	65-74	F	0	5555
Hunter	65-74	F	1	1880
Hunter	65-74	M		745
Hunter	65-74	M	0	5612
Hunter	65-74	M	1	1594
Hunter	75-84	F		598
Hunter	75-84	F	0	3213
Hunter	75-84	F	1	814
Hunter	75-84	M		488
Hunter	75-84	M	0	2770
Hunter	75-84	M	1	661
Hunter	85+	F		475
Hunter	85+	F	0	1863
Hunter	85+	F	1	152
Hunter	85+	M		240
Hunter	85+	M	0	1036
Hunter	85+	M	1	117
Kingsford Smith	15-19	F		366
Kingsford Smith	15-19	F	0	3466
Kingsford Smith	15-19	F	1	1206
Kingsford Smith	15-19	M		450
Kingsford Smith	15-19	M	0	3695
Kingsford Smith	15-19	M	1	1132
Kingsford Smith	20-24	F		682
Kingsford Smith	20-24	F	0	6249
Kingsford Smith	20-24	F	1	1991
Kingsford Smith	20-24	M		968
Kingsford Smith	20-24	M	0	6698
Kingsford Smith	20-24	M	1	1665
Kingsford Smith	25-34	F		1392
Kingsford Smith	25-34	F	0	12766
Kingsford Smith	25-34	F	1	2530
Kingsford Smith	25-34	M		1940
Kingsford Smith	25-34	M	0	12971
Kingsford Smith	25-34	M	1	2044
Kingsford Smith	35-44	F		976
Kingsford Smith	35-44	F	0	9522
Kingsford Smith	35-44	F	1	2709
Kingsford Smith	35-44	M		1393
Kingsford Smith	35-44	M	0	9681
Kingsford Smith	35-44	M	1	1955
Kingsford Smith	45-54	F		709
Kingsford Smith	45-54	F	0	7738
Kingsford Smith	45-54	F	1	2320
Kingsford Smith	45-54	M		1080
Kingsford Smith	45-54	M	0	7606
Kingsford Smith	45-54	M	1	1880
Kingsford Smith	55-64	F		645
Kingsford Smith	55-64	F	0	6463
Kingsford Smith	55-64	F	1	1323
Kingsford Smith	55-64	M		799
Kingsford Smith	55-64	M	0	6085
Kingsford Smith	55-64	M	1	1110
Kingsford Smith	65-74	F		613
Kingsford Smith	65-74	F	0	4960
Kingsford Smith	65-74	F	1	950
Kingsford Smith	65-74	M		683
Kingsford Smith	65-74	M	0	4368
Kingsford Smith	65-74	M	1	704
Kingsford Smith	75-84	F		485
Kingsford Smith	75-84	F	0	3252
Kingsford Smith	75-84	F	1	399
Kingsford Smith	75-84	M		442
Kingsford Smith	75-84	M	0	2646
Kingsford Smith	75-84	M	1	337
Kingsford Smith	85+	F		404
Kingsford Smith	85+	F	0	1731
Kingsford Smith	85+	F	1	135
Kingsford Smith	85+	M		189
Kingsford Smith	85+	M	0	1004
Kingsford Smith	85+	M	1	64
Lindsay	15-19	F		395
Lindsay	15-19	F	0	3953
Lindsay	15-19	F	1	901
Lindsay	15-19	M		449
Lindsay	15-19	M	0	4332
Lindsay	15-19	M	1	815
Lindsay	20-24	F		442
Lindsay	20-24	F	0	4673
Lindsay	20-24	F	1	781
Lindsay	20-24	M		503
Lindsay	20-24	M	0	4751
Lindsay	20-24	M	1	654
Lindsay	25-34	F		992
Lindsay	25-34	F	0	10671
Lindsay	25-34	F	1	1721
Lindsay	25-34	M		1152
Lindsay	25-34	M	0	10314
Lindsay	25-34	M	1	1237
Lindsay	35-44	F		805
Lindsay	35-44	F	0	8891
Lindsay	35-44	F	1	2220
Lindsay	35-44	M		964
Lindsay	35-44	M	0	9159
Lindsay	35-44	M	1	1598
Lindsay	45-54	F		702
Lindsay	45-54	F	0	8127
Lindsay	45-54	F	1	1673
Lindsay	45-54	M		782
Lindsay	45-54	M	0	7940
Lindsay	45-54	M	1	1386
Lindsay	55-64	F		594
Lindsay	55-64	F	0	7472
Lindsay	55-64	F	1	1319
Lindsay	55-64	M		615
Lindsay	55-64	M	0	7056
Lindsay	55-64	M	1	1040
Lindsay	65-74	F		566
Lindsay	65-74	F	0	4903
Lindsay	65-74	F	1	919
Lindsay	65-74	M		483
Lindsay	65-74	M	0	4838
Lindsay	65-74	M	1	806
Lindsay	75-84	F		397
Lindsay	75-84	F	0	2338
Lindsay	75-84	F	1	331
Lindsay	75-84	M		287
Lindsay	75-84	M	0	1922
Lindsay	75-84	M	1	235
Lindsay	85+	F		195
Lindsay	85+	F	0	1138
Lindsay	85+	F	1	59
Lindsay	85+	M		113
Lindsay	85+	M	0	578
Lindsay	85+	M	1	24
Lyne	15-19	F		489
Lyne	15-19	F	0	2711
Lyne	15-19	F	1	813
Lyne	15-19	M		510
Lyne	15-19	M	0	3019
Lyne	15-19	M	1	671
Lyne	20-24	F		213
Lyne	20-24	F	0	2100
Lyne	20-24	F	1	498
Lyne	20-24	M		244
Lyne	20-24	M	0	2272
Lyne	20-24	M	1	376
Lyne	25-34	F		381
Lyne	25-34	F	0	4392
Lyne	25-34	F	1	1070
Lyne	25-34	M		415
Lyne	25-34	M	0	4114
Lyne	25-34	M	1	744
Lyne	35-44	F		487
Lyne	35-44	F	0	4807
Lyne	35-44	F	1	2152
Lyne	35-44	M		514
Lyne	35-44	M	0	4863
Lyne	35-44	M	1	1357
Lyne	45-54	F		694
Lyne	45-54	F	0	6903
Lyne	45-54	F	1	2386
Lyne	45-54	M		740
Lyne	45-54	M	0	6615
Lyne	45-54	M	1	1884
Lyne	55-64	F		789
Lyne	55-64	F	0	8114
Lyne	55-64	F	1	2938
Lyne	55-64	M		853
Lyne	55-64	M	0	7970
Lyne	55-64	M	1	2307
Lyne	65-74	F		1021
Lyne	65-74	F	0	7264
Lyne	65-74	F	1	3191
Lyne	65-74	M		1063
Lyne	65-74	M	0	7882
Lyne	65-74	M	1	2613
Lyne	75-84	F		961
Lyne	75-84	F	0	4077
Lyne	75-84	F	1	1282
Lyne	75-84	M		811
Lyne	75-84	M	0	4087
Lyne	75-84	M	1	1077
Lyne	85+	F		658
Lyne	85+	F	0	1993
Lyne	85+	F	1	213
Lyne	85+	M		412
Lyne	85+	M	0	1357
Lyne	85+	M	1	189
Macarthur	15-19	F		439
Macarthur	15-19	F	0	4127
Macarthur	15-19	F	1	807
Macarthur	15-19	M		469
Macarthur	15-19	M	0	4509
Macarthur	15-19	M	1	733
Macarthur	20-24	F		395
Macarthur	20-24	F	0	4554
Macarthur	20-24	F	1	862
Macarthur	20-24	M		441
Macarthur	20-24	M	0	4751
Macarthur	20-24	M	1	615
Macarthur	25-34	F		818
Macarthur	25-34	F	0	10510
Macarthur	25-34	F	1	1586
Macarthur	25-34	M		826
Macarthur	25-34	M	0	9960
Macarthur	25-34	M	1	1137
Macarthur	35-44	F		664
Macarthur	35-44	F	0	8614
Macarthur	35-44	F	1	2034
Macarthur	35-44	M		708
Macarthur	35-44	M	0	8874
Macarthur	35-44	M	1	1372
Macarthur	45-54	F		605
Macarthur	45-54	F	0	8127
Macarthur	45-54	F	1	1539
Macarthur	45-54	M		600
Macarthur	45-54	M	0	7738
Macarthur	45-54	M	1	1320
Macarthur	55-64	F		585
Macarthur	55-64	F	0	7706
Macarthur	55-64	F	1	1326
Macarthur	55-64	M		544
Macarthur	55-64	M	0	7206
Macarthur	55-64	M	1	1080
Macarthur	65-74	F		535
Macarthur	65-74	F	0	4652
Macarthur	65-74	F	1	868
Macarthur	65-74	M		466
Macarthur	65-74	M	0	4586
Macarthur	65-74	M	1	728
Macarthur	75-84	F		313
Macarthur	75-84	F	0	1944
Macarthur	75-84	F	1	260
Macarthur	75-84	M		246
Macarthur	75-84	M	0	1675
Macarthur	75-84	M	1	226
Macarthur	85+	F		179
Macarthur	85+	F	0	719
Macarthur	85+	F	1	37
Macarthur	85+	M		80
Macarthur	85+	M	0	406
Macarthur	85+	M	1	17
Mackellar	15-19	F		215
Mackellar	15-19	F	0	2921
Mackellar	15-19	F	1	1088
Mackellar	15-19	M		266
Mackellar	15-19	M	0	3426
Mackellar	15-19	M	1	952
Mackellar	20-24	F		196
Mackellar	20-24	F	0	2661
Mackellar	20-24	F	1	708
Mackellar	20-24	M		210
Mackellar	20-24	M	0	3112
Mackellar	20-24	M	1	629
Mackellar	25-34	F		412
Mackellar	25-34	F	0	6001
Mackellar	25-34	F	1	1200
Mackellar	25-34	M		413
Mackellar	25-34	M	0	5881
Mackellar	25-34	M	1	912
Mackellar	35-44	F		498
Mackellar	35-44	F	0	7386
Mackellar	35-44	F	1	2921
Mackellar	35-44	M		529
Mackellar	35-44	M	0	7462
Mackellar	35-44	M	1	1954
Mackellar	45-54	F		515
Mackellar	45-54	F	0	7526
Mackellar	45-54	F	1	3315
Mackellar	45-54	M		526
Mackellar	45-54	M	0	7359
Mackellar	45-54	M	1	2735
Mackellar	55-64	F		467
Mackellar	55-64	F	0	6733
Mackellar	55-64	F	1	1983
Mackellar	55-64	M		493
Mackellar	55-64	M	0	6272
Mackellar	55-64	M	1	1840
Mackellar	65-74	F		579
Mackellar	65-74	F	0	5442
Mackellar	65-74	F	1	1767
Mackellar	65-74	M		433
Mackellar	65-74	M	0	5031
Mackellar	65-74	M	1	1516
Mackellar	75-84	F		534
Mackellar	75-84	F	0	3319
Mackellar	75-84	F	1	847
Mackellar	75-84	M		397
Mackellar	75-84	M	0	2865
Mackellar	75-84	M	1	755
Mackellar	85+	F		589
Mackellar	85+	F	0	2243
Mackellar	85+	F	1	182
Mackellar	85+	M		239
Mackellar	85+	M	0	1174
Mackellar	85+	M	1	179
Macquarie	15-19	F		332
Macquarie	15-19	F	0	3125
Macquarie	15-19	F	1	1080
Macquarie	15-19	M		372
Macquarie	15-19	M	0	3539
Macquarie	15-19	M	1	902
Macquarie	20-24	F		233
Macquarie	20-24	F	0	2934
Macquarie	20-24	F	1	754
Macquarie	20-24	M		236
Macquarie	20-24	M	0	3229
Macquarie	20-24	M	1	633
Macquarie	25-34	F		410
Macquarie	25-34	F	0	5805
Macquarie	25-34	F	1	1436
Macquarie	25-34	M		446
Macquarie	25-34	M	0	5852
Macquarie	25-34	M	1	1063
Macquarie	35-44	F		435
Macquarie	35-44	F	0	6118
Macquarie	35-44	F	1	2665
Macquarie	35-44	M		510
Macquarie	35-44	M	0	6345
Macquarie	35-44	M	1	1716
Macquarie	45-54	F		586
Macquarie	45-54	F	0	7229
Macquarie	45-54	F	1	2856
Macquarie	45-54	M		612
Macquarie	45-54	M	0	7033
Macquarie	45-54	M	1	2220
Macquarie	55-64	F		545
Macquarie	55-64	F	0	7116
Macquarie	55-64	F	1	2486
Macquarie	55-64	M		563
Macquarie	55-64	M	0	6811
Macquarie	55-64	M	1	2061
Macquarie	65-74	F		583
Macquarie	65-74	F	0	5011
Macquarie	65-74	F	1	2148
Macquarie	65-74	M		537
Macquarie	65-74	M	0	4830
Macquarie	65-74	M	1	1729
Macquarie	75-84	F		417
Macquarie	75-84	F	0	2488
Macquarie	75-84	F	1	784
Macquarie	75-84	M		288
Macquarie	75-84	M	0	2126
Macquarie	75-84	M	1	639
Macquarie	85+	F		219
Macquarie	85+	F	0	1363
Macquarie	85+	F	1	144
Macquarie	85+	M		113
Macquarie	85+	M	0	724
Macquarie	85+	M	1	84
McMahon	15-19	F		374
McMahon	15-19	F	0	4116
McMahon	15-19	F	1	777
McMahon	15-19	M		414
McMahon	15-19	M	0	4528
McMahon	15-19	M	1	580
McMahon	20-24	F		363
McMahon	20-24	F	0	4669
McMahon	20-24	F	1	791
McMahon	20-24	M		397
McMahon	20-24	M	0	5283
McMahon	20-24	M	1	611
McMahon	25-34	F		784
McMahon	25-34	F	0	10546
McMahon	25-34	F	1	1332
McMahon	25-34	M		839
McMahon	25-34	M	0	10452
McMahon	25-34	M	1	1002
McMahon	35-44	F		666
McMahon	35-44	F	0	9076
McMahon	35-44	F	1	1508
McMahon	35-44	M		687
McMahon	35-44	M	0	9374
McMahon	35-44	M	1	1139
McMahon	45-54	F		646
McMahon	45-54	F	0	8829
McMahon	45-54	F	1	1336
McMahon	45-54	M		656
McMahon	45-54	M	0	8597
McMahon	45-54	M	1	1065
McMahon	55-64	F		537
McMahon	55-64	F	0	7865
McMahon	55-64	F	1	1025
McMahon	55-64	M		578
McMahon	55-64	M	0	7648
McMahon	55-64	M	1	850
McMahon	65-74	F		442
McMahon	65-74	F	0	5197
McMahon	65-74	F	1	667
McMahon	65-74	M		430
McMahon	65-74	M	0	5111
McMahon	65-74	M	1	527
McMahon	75-84	F		333
McMahon	75-84	F	0	2948
McMahon	75-84	F	1	238
McMahon	75-84	M		279
McMahon	75-84	M	0	2486
McMahon	75-84	M	1	182
McMahon	85+	F		227
McMahon	85+	F	0	1325
McMahon	85+	F	1	45
McMahon	85+	M		129
McMahon	85+	M	0	772
McMahon	85+	M	1	39
Mitchell	15-19	F		198
Mitchell	15-19	F	0	3533
Mitchell	15-19	F	1	1368
Mitchell	15-19	M		203
Mitchell	15-19	M	0	3962
Mitchell	15-19	M	1	1112
Mitchell	20-24	F		123
Mitchell	20-24	F	0	2998
Mitchell	20-24	F	1	1147
Mitchell	20-24	M		154
Mitchell	20-24	M	0	3591
Mitchell	20-24	M	1	942
Mitchell	25-34	F		328
Mitchell	25-34	F	0	6963
Mitchell	25-34	F	1	1565
Mitchell	25-34	M		308
Mitchell	25-34	M	0	6549
Mitchell	25-34	M	1	1184
Mitchell	35-44	F		376
Mitchell	35-44	F	0	8914
Mitchell	35-44	F	1	3406
Mitchell	35-44	M		355
Mitchell	35-44	M	0	8812
Mitchell	35-44	M	1	2325
Mitchell	45-54	F		330
Mitchell	45-54	F	0	7823
Mitchell	45-54	F	1	2813
Mitchell	45-54	M		373
Mitchell	45-54	M	0	7757
Mitchell	45-54	M	1	2436
Mitchell	55-64	F		282
Mitchell	55-64	F	0	6897
Mitchell	55-64	F	1	1701
Mitchell	55-64	M		281
Mitchell	55-64	M	0	6340
Mitchell	55-64	M	1	1541
Mitchell	65-74	F		277
Mitchell	65-74	F	0	5054
Mitchell	65-74	F	1	1468
Mitchell	65-74	M		242
Mitchell	65-74	M	0	4736
Mitchell	65-74	M	1	1194
Mitchell	75-84	F		214
Mitchell	75-84	F	0	2344
Mitchell	75-84	F	1	501
Mitchell	75-84	M		161
Mitchell	75-84	M	0	2116
Mitchell	75-84	M	1	479
Mitchell	85+	F		164
Mitchell	85+	F	0	1137
Mitchell	85+	F	1	76
Mitchell	85+	M		81
Mitchell	85+	M	0	680
Mitchell	85+	M	1	61
New England	15-19	F		626
New England	15-19	F	0	3052
New England	15-19	F	1	1214
New England	15-19	M		691
New England	15-19	M	0	3364
New England	15-19	M	1	1053
New England	20-24	F		445
New England	20-24	F	0	3106
New England	20-24	F	1	939
New England	20-24	M		426
New England	20-24	M	0	3235
New England	20-24	M	1	766
New England	25-34	F		715
New England	25-34	F	0	6055
New England	25-34	F	1	1900
New England	25-34	M		857
New England	25-34	M	0	5994
New England	25-34	M	1	1422
New England	35-44	F		714
New England	35-44	F	0	5382
New England	35-44	F	1	2788
New England	35-44	M		847
New England	35-44	M	0	5390
New England	35-44	M	1	2041
New England	45-54	F		836
New England	45-54	F	0	6387
New England	45-54	F	1	2943
New England	45-54	M		876
New England	45-54	M	0	6169
New England	45-54	M	1	2487
New England	55-64	F		962
New England	55-64	F	0	6844
New England	55-64	F	1	2821
New England	55-64	M		1023
New England	55-64	M	0	6889
New England	55-64	M	1	2364
New England	65-74	F		950
New England	65-74	F	0	4965
New England	65-74	F	1	2746
New England	65-74	M		1007
New England	65-74	M	0	5396
New England	65-74	M	1	2235
New England	75-84	F		868
New England	75-84	F	0	3127
New England	75-84	F	1	1282
New England	75-84	M		682
New England	75-84	M	0	2838
New England	75-84	M	1	945
New England	85+	F		502
New England	85+	F	0	1716
New England	85+	F	1	243
New England	85+	M		260
New England	85+	M	0	909
New England	85+	M	1	153
Newcastle	15-19	F		220
Newcastle	15-19	F	0	3124
Newcastle	15-19	F	1	962
Newcastle	15-19	M		259
Newcastle	15-19	M	0	3529
Newcastle	15-19	M	1	709
Newcastle	20-24	F		343
Newcastle	20-24	F	0	4888
Newcastle	20-24	F	1	1532
Newcastle	20-24	M		328
Newcastle	20-24	M	0	5333
Newcastle	20-24	M	1	1140
Newcastle	25-34	F		551
Newcastle	25-34	F	0	8867
Newcastle	25-34	F	1	2085
Newcastle	25-34	M		723
Newcastle	25-34	M	0	9496
Newcastle	25-34	M	1	1731
Newcastle	35-44	F		428
Newcastle	35-44	F	0	7119
Newcastle	35-44	F	1	2570
Newcastle	35-44	M		538
Newcastle	35-44	M	0	7362
Newcastle	35-44	M	1	1897
Newcastle	45-54	F		480
Newcastle	45-54	F	0	7202
Newcastle	45-54	F	1	2257
Newcastle	45-54	M		652
Newcastle	45-54	M	0	7094
Newcastle	45-54	M	1	1866
Newcastle	55-64	F		526
Newcastle	55-64	F	0	6841
Newcastle	55-64	F	1	1788
Newcastle	55-64	M		592
Newcastle	55-64	M	0	6691
Newcastle	55-64	M	1	1575
Newcastle	65-74	F		493
Newcastle	65-74	F	0	4466
Newcastle	65-74	F	1	1503
Newcastle	65-74	M		522
Newcastle	65-74	M	0	4318
Newcastle	65-74	M	1	1229
Newcastle	75-84	F		659
Newcastle	75-84	F	0	2875
Newcastle	75-84	F	1	534
Newcastle	75-84	M		437
Newcastle	75-84	M	0	2235
Newcastle	75-84	M	1	462
Newcastle	85+	F		904
Newcastle	85+	F	0	1621
Newcastle	85+	F	1	119
Newcastle	85+	M		316
Newcastle	85+	M	0	903
Newcastle	85+	M	1	95
North Sydney	15-19	F		184
North Sydney	15-19	F	0	2007
North Sydney	15-19	F	1	1170
North Sydney	15-19	M		212
North Sydney	15-19	M	0	2582
North Sydney	15-19	M	1	1477
North Sydney	20-24	F		328
North Sydney	20-24	F	0	3204
North Sydney	20-24	F	1	1128
North Sydney	20-24	M		279
North Sydney	20-24	M	0	3074
North Sydney	20-24	M	1	829
North Sydney	25-34	F		1136
North Sydney	25-34	F	0	11489
North Sydney	25-34	F	1	2724
North Sydney	25-34	M		1095
North Sydney	25-34	M	0	10777
North Sydney	25-34	M	1	2035
North Sydney	35-44	F		825
North Sydney	35-44	F	0	9516
North Sydney	35-44	F	1	3670
North Sydney	35-44	M		840
North Sydney	35-44	M	0	9764
North Sydney	35-44	M	1	2490
North Sydney	45-54	F		569
North Sydney	45-54	F	0	6885
North Sydney	45-54	F	1	3560
North Sydney	45-54	M		609
North Sydney	45-54	M	0	7016
North Sydney	45-54	M	1	2517
North Sydney	55-64	F		535
North Sydney	55-64	F	0	6091
North Sydney	55-64	F	1	2326
North Sydney	55-64	M		502
North Sydney	55-64	M	0	5497
North Sydney	55-64	M	1	1880
North Sydney	65-74	F		454
North Sydney	65-74	F	0	4601
North Sydney	65-74	F	1	1775
North Sydney	65-74	M		402
North Sydney	65-74	M	0	4189
North Sydney	65-74	M	1	1453
North Sydney	75-84	F		308
North Sydney	75-84	F	0	2673
North Sydney	75-84	F	1	752
North Sydney	75-84	M		222
North Sydney	75-84	M	0	2078
North Sydney	75-84	M	1	634
North Sydney	85+	F		283
North Sydney	85+	F	0	1989
North Sydney	85+	F	1	193
North Sydney	85+	M		112
North Sydney	85+	M	0	1047
North Sydney	85+	M	1	127
Page	15-19	F		560
Page	15-19	F	0	3298
Page	15-19	F	1	929
Page	15-19	M		677
Page	15-19	M	0	3485
Page	15-19	M	1	830
Page	20-24	F		307
Page	20-24	F	0	2632
Page	20-24	F	1	604
Page	20-24	M		415
Page	20-24	M	0	2782
Page	20-24	M	1	529
Page	25-34	F		620
Page	25-34	F	0	5295
Page	25-34	F	1	1450
Page	25-34	M		715
Page	25-34	M	0	5264
Page	25-34	M	1	1028
Page	35-44	F		723
Page	35-44	F	0	5732
Page	35-44	F	1	2674
Page	35-44	M		769
Page	35-44	M	0	5780
Page	35-44	M	1	1754
Page	45-54	F		862
Page	45-54	F	0	7526
Page	45-54	F	1	2877
Page	45-54	M		934
Page	45-54	M	0	7352
Page	45-54	M	1	2185
Page	55-64	F		1028
Page	55-64	F	0	8559
Page	55-64	F	1	3210
Page	55-64	M		1161
Page	55-64	M	0	8760
Page	55-64	M	1	2661
Page	65-74	F		903
Page	65-74	F	0	6011
Page	65-74	F	1	2889
Page	65-74	M		960
Page	65-74	M	0	6884
Page	65-74	M	1	2254
Page	75-84	F		813
Page	75-84	F	0	3537
Page	75-84	F	1	1262
Page	75-84	M		701
Page	75-84	M	0	3408
Page	75-84	M	1	882
Page	85+	F		428
Page	85+	F	0	2144
Page	85+	F	1	260
Page	85+	M		266
Page	85+	M	0	1271
Page	85+	M	1	126
Parkes	15-19	F		617
Parkes	15-19	F	0	2769
Parkes	15-19	F	1	835
Parkes	15-19	M		694
Parkes	15-19	M	0	3090
Parkes	15-19	M	1	726
Parkes	20-24	F		433
Parkes	20-24	F	0	3136
Parkes	20-24	F	1	713
Parkes	20-24	M		534
Parkes	20-24	M	0	3192
Parkes	20-24	M	1	581
Parkes	25-34	F		975
Parkes	25-34	F	0	6692
Parkes	25-34	F	1	2104
Parkes	25-34	M		1030
Parkes	25-34	M	0	6497
Parkes	25-34	M	1	1427
Parkes	35-44	F		875
Parkes	35-44	F	0	5172
Parkes	35-44	F	1	2782
Parkes	35-44	M		975
Parkes	35-44	M	0	5415
Parkes	35-44	M	1	2118
Parkes	45-54	F		1046
Parkes	45-54	F	0	6252
Parkes	45-54	F	1	2889
Parkes	45-54	M		1145
Parkes	45-54	M	0	6585
Parkes	45-54	M	1	2300
Parkes	55-64	F		1030
Parkes	55-64	F	0	6379
Parkes	55-64	F	1	2557
Parkes	55-64	M		1206
Parkes	55-64	M	0	7070
Parkes	55-64	M	1	2187
Parkes	65-74	F		984
Parkes	65-74	F	0	4417
Parkes	65-74	F	1	2236
Parkes	65-74	M		1064
Parkes	65-74	M	0	5248
Parkes	65-74	M	1	1750
Parkes	75-84	F		838
Parkes	75-84	F	0	2892
Parkes	75-84	F	1	1148
Parkes	75-84	M		703
Parkes	75-84	M	0	2784
Parkes	75-84	M	1	756
Parkes	85+	F		407
Parkes	85+	F	0	1589
Parkes	85+	F	1	237
Parkes	85+	M		263
Parkes	85+	M	0	889
Parkes	85+	M	1	151
Parramatta	15-19	F		306
Parramatta	15-19	F	0	3227
Parramatta	15-19	F	1	816
Parramatta	15-19	M		424
Parramatta	15-19	M	0	3751
