CED_NAME16	MaxSchoolingCompleted	Sex	persons
No usual address (WA)	Year 10	M	715
No usual address (WA)	Year 11	F	183
No usual address (WA)	Year 11	M	312
No usual address (WA)	Year 12	F	875
No usual address (WA)	Year 12	M	1035
Migratory - Offshore - Shipping (WA)	Year 8	M	8
Migratory - Offshore - Shipping (WA)	Year 9	M	13
Migratory - Offshore - Shipping (WA)	Year 10	F	5
Migratory - Offshore - Shipping (WA)	Year 10	M	84
Migratory - Offshore - Shipping (WA)	Year 11	M	45
Migratory - Offshore - Shipping (WA)	Year 12	F	14
Migratory - Offshore - Shipping (WA)	Year 12	M	199
Bass	Did not go to school	F	306
Bass	Did not go to school	M	265
Bass	Year 8	F	2193
Bass	Year 8	M	2076
Bass	Year 9	F	3329
Bass	Year 9	M	3349
Bass	Year 10	F	12901
Bass	Year 10	M	13170
Bass	Year 11	F	3852
Bass	Year 11	M	3352
Bass	Year 12	F	16691
Bass	Year 12	M	14212
Braddon	Did not go to school	F	111
Braddon	Did not go to school	M	136
Braddon	Year 8	F	2296
Braddon	Year 8	M	2522
Braddon	Year 9	F	4170
Braddon	Year 9	M	4231
Braddon	Year 10	F	14643
Braddon	Year 10	M	14919
Braddon	Year 11	F	4099
Braddon	Year 11	M	3460
Braddon	Year 12	F	12067
Braddon	Year 12	M	9532
Denison	Did not go to school	F	326
Denison	Did not go to school	M	251
Denison	Year 8	F	1974
Denison	Year 8	M	1573
Denison	Year 9	F	2569
Denison	Year 9	M	2401
Denison	Year 10	F	9419
Denison	Year 10	M	8810
Denison	Year 11	F	3237
Denison	Year 11	M	3028
Denison	Year 12	F	23467
Denison	Year 12	M	21761
Franklin	Did not go to school	F	89
Franklin	Did not go to school	M	105
Franklin	Year 8	F	1639
Franklin	Year 8	M	1598
Franklin	Year 9	F	2852
Franklin	Year 9	M	2876
Franklin	Year 10	F	12146
Franklin	Year 10	M	11670
Franklin	Year 11	F	4058
Franklin	Year 11	M	3737
Franklin	Year 12	F	20246
Franklin	Year 12	M	17521
Lyons	Did not go to school	F	100
Lyons	Did not go to school	M	166
Lyons	Year 8	F	1960
Lyons	Year 8	M	2592
Lyons	Year 9	F	4064
Lyons	Year 9	M	4716
Lyons	Year 10	F	14260
Lyons	Year 10	M	15742
Lyons	Year 11	F	4169
Lyons	Year 11	M	3587
Lyons	Year 12	F	13912
Lyons	Year 12	M	11032
No usual address (Tas.)	Year 8	F	13
No usual address (Tas.)	Year 8	M	19
No usual address (Tas.)	Year 9	F	23
No usual address (Tas.)	Year 9	M	37
No usual address (Tas.)	Year 10	F	85
No usual address (Tas.)	Year 10	M	121
No usual address (Tas.)	Year 11	F	24
No usual address (Tas.)	Year 11	M	32
No usual address (Tas.)	Year 12	F	149
No usual address (Tas.)	Year 12	M	141
Migratory - Offshore - Shipping (Tas.)	Year 10	F	4
Migratory - Offshore - Shipping (Tas.)	Year 10	M	16
Migratory - Offshore - Shipping (Tas.)	Year 11	F	4
Migratory - Offshore - Shipping (Tas.)	Year 11	M	8
Migratory - Offshore - Shipping (Tas.)	Year 12	F	11
Migratory - Offshore - Shipping (Tas.)	Year 12	M	18
Lingiari	Did not go to school	F	863
Lingiari	Did not go to school	M	872
Lingiari	Year 8	F	3730
Lingiari	Year 8	M	4054
Lingiari	Year 9	F	2835
Lingiari	Year 9	M	3292
Lingiari	Year 10	F	7574
Lingiari	Year 10	M	9322
Lingiari	Year 11	F	4922
Lingiari	Year 11	M	5395
Lingiari	Year 12	F	15095
Lingiari	Year 12	M	13164
Solomon	Did not go to school	F	322
Solomon	Did not go to school	M	276
Solomon	Year 8	F	1450
Solomon	Year 8	M	1412
Solomon	Year 9	F	1589
Solomon	Year 9	M	1803
Solomon	Year 10	F	6250
Solomon	Year 10	M	7757
Solomon	Year 11	F	4582
Solomon	Year 11	M	5661
Solomon	Year 12	F	24803
Solomon	Year 12	M	23886
No usual address (NT)	Did not go to school	F	7
No usual address (NT)	Did not go to school	M	15
No usual address (NT)	Year 8	F	44
No usual address (NT)	Year 8	M	80
No usual address (NT)	Year 9	F	60
No usual address (NT)	Year 9	M	81
No usual address (NT)	Year 10	F	175
No usual address (NT)	Year 10	M	262
No usual address (NT)	Year 11	F	78
No usual address (NT)	Year 11	M	97
No usual address (NT)	Year 12	F	348
No usual address (NT)	Year 12	M	304
Migratory - Offshore - Shipping (NT)	Year 9	M	8
Migratory - Offshore - Shipping (NT)	Year 10	F	3
Migratory - Offshore - Shipping (NT)	Year 10	M	5
Migratory - Offshore - Shipping (NT)	Year 11	F	3
Migratory - Offshore - Shipping (NT)	Year 12	F	3
Migratory - Offshore - Shipping (NT)	Year 12	M	42
Canberra	Did not go to school	F	313
Canberra	Did not go to school	M	263
Canberra	Year 8	F	2093
Canberra	Year 8	M	1747
Canberra	Year 9	F	2992
Canberra	Year 9	M	2724
Canberra	Year 10	F	12125
Canberra	Year 10	M	10266
Canberra	Year 11	F	4050
Canberra	Year 11	M	4048
Canberra	Year 12	F	55672
Canberra	Year 12	M	53707
Fenner	Did not go to school	F	470
Fenner	Did not go to school	M	360
Fenner	Year 8	F	2258
Fenner	Year 8	M	1696
Fenner	Year 9	F	2776
Fenner	Year 9	M	2477
Fenner	Year 10	F	10339
Fenner	Year 10	M	9209
Fenner	Year 11	F	3713
Fenner	Year 11	M	3851
Fenner	Year 12	F	58673
Fenner	Year 12	M	56464
No usual address (ACT)	Did not go to school	M	3
No usual address (ACT)	Year 8	F	5
No usual address (ACT)	Year 8	M	8
No usual address (ACT)	Year 9	F	10
No usual address (ACT)	Year 9	M	17
No usual address (ACT)	Year 10	F	23
No usual address (ACT)	Year 10	M	63
No usual address (ACT)	Year 11	F	10
No usual address (ACT)	Year 11	M	11
No usual address (ACT)	Year 12	F	138
No usual address (ACT)	Year 12	M	120
No usual address (OT)	Year 10	F	10
No usual address (OT)	Year 10	M	6
No usual address (OT)	Year 11	F	3
No usual address (OT)	Year 12	F	16
No usual address (OT)	Year 12	M	7
Migratory - Offshore - Shipping (OT)	Year 9	M	3
Migratory - Offshore - Shipping (OT)	Year 10	M	3
