SA2_MAINCODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
101041017,..,31,9,42,0,42,..,5,0,5,0,5,..,0,0,0,0,0,..,10,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,21,3,27,0,27,..,22,3,30,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,3,0,3,..,7,0,7,0,7,..,3,4,8,0,8,..,3,0,3,0,3,..,8,4,9,0,9,..,4,0,4,0,4,..,3,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,11,0,12,0,12,..,19,3,20,4,23,..,0,0,0,0,0,..,7,0,5,0,5,..,3,0,3,0,3,..,11,0,11,0,11,..,36,3,40,3,43,..,301,40,340,7,348,..,21,0,19,520,541,6799,323,38,361,531,7692
101041018,..,16,0,16,0,16,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,17,0,17,0,17,..,41,8,44,0,44,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,10,0,10,0,10,..,3,0,6,0,6,..,4,0,4,0,4,..,7,0,7,0,7,..,27,0,24,0,24,..,13,0,21,0,18,..,0,0,0,0,0,..,3,3,3,0,3,..,3,0,3,0,3,..,8,6,13,0,13,..,64,7,70,0,76,..,360,50,403,0,409,..,26,0,22,613,638,7315,383,48,429,617,8358
101041019,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,5,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,7,0,8,0,11,..,9,0,9,0,9,..,3,0,3,0,3,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,25,0,25,0,25,..,4,0,4,0,4,..,41,0,41,0,41,..,12,0,12,0,12,..,3,0,3,0,3,..,10,3,12,7,21,..,0,0,0,0,0,..,4,0,4,0,4,..,38,4,40,0,40,..,232,19,256,6,264,..,25,0,25,646,670,7481,256,19,275,656,8405
101041020,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,16,4,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,16,0,16,0,16,..,11,0,11,0,11,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,24,3,29,0,29,..,173,17,190,0,187,..,20,3,16,599,616,7988,192,20,207,600,8793
101041021,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,3,0,3,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,20,4,24,0,24,..,81,11,94,0,94,..,16,0,16,252,263,2929,94,11,104,252,3285
101041022,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,19,0,0,0,9,25
101041023,..,11,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,5,..,0,0,0,0,0,..,11,0,11,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,9,7,16,0,16,..,88,10,101,4,101,..,15,3,15,279,292,2823,104,11,117,284,3216
101041024,..,6,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,72,0,77,0,76,..,14,0,14,218,236,2987,88,0,90,225,3301
101041025,..,7,0,7,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,23,5,28,0,28,..,8,0,8,0,8,..,0,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3,..,7,0,7,0,9,..,3,0,3,0,3,..,24,3,29,0,28,..,12,0,13,0,19,..,0,0,0,0,0,..,25,3,30,0,30,..,0,0,0,0,0,..,8,0,8,0,8,..,57,9,68,3,68,..,327,34,359,4,366,..,35,0,35,713,745,9507,364,35,390,719,10618
101041026,..,4,0,4,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,13,0,13,..,6,0,9,0,9,..,0,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,5,0,5,..,12,0,9,0,9,..,13,0,13,0,13,..,3,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,17,5,20,0,19,..,39,5,46,4,48,..,215,28,241,3,249,..,27,3,28,484,511,7205,239,27,270,491,7968
101041027,..,13,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,0,..,0,0,0,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,4,10,..,30,3,36,3,39,..,6,0,6,0,6,..,3,3,5,0,5,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,11,0,16,0,17,..,13,0,10,0,10,..,5,0,4,0,4,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,16,0,16,0,16,..,18,3,20,0,20,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,40,7,43,0,42,..,275,29,303,9,315,..,56,3,61,697,762,7905,338,32,364,708,8978
101051539,..,48,4,52,0,53,..,18,3,20,0,20,..,36,3,40,0,40,..,26,9,34,0,34,..,11,0,13,0,15,..,11,0,13,0,13,..,55,6,60,0,60,..,148,20,172,0,177,..,29,7,37,4,42,..,3,4,4,0,4,..,19,44,62,0,63,..,7,0,7,0,7,..,0,0,0,0,0,..,8,5,16,0,16,..,6,0,11,0,9,..,10,0,10,0,10,..,8,0,10,0,10,..,3,0,3,0,4,..,44,0,45,0,45,..,11,0,11,0,11,..,36,0,36,0,36,..,5,0,5,0,5,..,98,0,97,0,97,..,32,0,28,0,30,..,0,0,0,0,0,..,30,6,35,3,39,..,3,0,3,0,3,..,5,0,5,0,5,..,189,53,240,9,251,..,868,186,1058,28,1081,..,70,7,83,1893,1971,19834,944,197,1142,1916,22890
101051540,..,26,3,33,0,33,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,3,15,..,31,3,31,0,31,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,20,0,20,0,20,..,3,0,3,0,3,..,7,0,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,8,3,7,0,7,..,4,0,4,0,4,..,7,0,7,0,7,..,8,0,8,0,8,..,0,0,0,0,0,..,18,0,18,0,18,..,11,3,14,0,14,..,3,0,3,0,3,..,7,0,7,0,7,..,4,0,6,0,6,..,0,0,0,0,0,..,39,6,42,4,48,..,342,31,376,15,387,..,35,0,35,971,1006,11274,377,31,411,986,12670
101061541,..,0,3,7,0,7,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,15,0,15,0,15,..,7,0,7,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,7,0,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,5,13,0,13,..,39,7,49,0,48,..,194,18,216,3,217,..,15,0,15,397,410,5875,211,18,229,401,6506
101061542,..,14,0,12,0,12,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,22,0,27,3,26,..,3,0,4,0,3,..,0,0,0,0,0,..,3,3,3,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,15,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,6,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,9,0,13,3,11,..,22,3,23,0,23,..,3,0,3,0,3,..,4,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,47,11,61,0,61,..,345,35,373,14,384,..,14,0,14,717,724,10398,353,35,389,729,11505
101061543,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,14,0,14,0,14,..,7,4,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,36,4,32,0,32,..,21,3,26,0,26,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,15,3,18,4,19,..,7,0,7,0,7,..,3,0,3,0,5,..,21,0,22,0,22,..,0,0,0,0,0,..,37,0,32,0,38,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,25,7,33,3,35,..,369,57,428,5,438,..,27,0,23,670,696,9468,394,60,459,681,10601
101061544,..,3,0,3,0,3,..,6,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,7,0,11,0,11,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,12,3,12,0,12,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,9,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,24,3,25,0,31,..,164,17,184,3,185,..,17,0,21,467,489,6653,185,21,204,472,7323
102011028,..,6,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,12,0,12,..,36,3,35,0,35,..,14,0,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,3,8,0,8,..,6,0,5,0,5,..,0,0,0,0,0,..,16,4,18,0,18,..,28,6,33,0,32,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,57,7,61,0,65,..,344,27,373,7,372,..,23,0,21,308,333,6609,367,25,391,316,7312
102011029,..,20,0,20,0,20,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,42,3,41,0,44,..,7,0,13,0,13,..,4,7,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,21,5,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,15,0,15,0,15,..,0,0,0,0,0,..,22,0,22,0,22,..,35,4,45,0,45,..,0,0,0,0,0,..,7,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,66,10,72,3,73,..,380,47,423,3,430,..,18,0,18,427,442,9812,400,47,447,428,10689
102011030,..,64,11,80,0,80,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,50,5,50,0,54,..,0,0,0,0,0,..,7,3,10,0,10,..,0,0,0,0,0,..,38,0,42,0,42,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,11,0,11,0,11,..,4,3,10,0,10,..,3,0,3,0,3,..,5,0,6,0,6,..,5,0,5,0,5,..,0,0,3,0,3,..,36,9,45,0,49,..,344,48,395,4,395,..,15,0,15,449,462,3849,351,48,404,451,4705
102011031,..,31,3,31,3,36,..,0,0,0,0,0,..,18,0,24,0,24,..,9,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,38,3,38,0,38,..,44,4,44,0,51,..,20,0,20,0,20,..,20,14,35,0,36,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,11,5,14,0,12,..,29,0,29,0,29,..,0,0,0,0,0,..,12,3,18,0,18,..,3,0,3,0,3,..,12,0,12,0,12,..,16,0,17,0,17,..,0,0,0,0,3,..,34,0,36,0,36,..,56,12,62,0,62,..,13,0,13,0,13,..,20,3,25,0,25,..,13,6,19,0,19,..,19,6,29,0,29,..,103,8,115,0,120,..,818,134,957,12,965,..,116,18,137,743,877,12109,936,159,1093,750,13953
102011032,..,27,3,28,0,28,..,28,0,31,0,31,..,67,3,68,0,70,..,41,8,50,3,51,..,21,4,22,0,22,..,20,0,20,0,20,..,58,7,66,0,63,..,230,22,253,7,257,..,64,5,71,0,73,..,50,8,54,0,54,..,140,55,198,3,203,..,3,0,3,0,3,..,9,0,9,0,9,..,15,11,20,0,23,..,25,3,34,0,34,..,59,10,69,0,69,..,6,0,6,0,6,..,16,3,19,0,16,..,55,0,55,0,54,..,29,3,34,0,34,..,78,0,77,3,79,..,25,3,25,0,25,..,184,9,196,3,200,..,127,12,145,0,145,..,24,0,25,0,25,..,32,10,47,0,47,..,5,0,5,0,5,..,31,11,42,0,42,..,454,72,522,14,535,..,2061,394,2449,35,2484,..,47,4,56,1212,1262,15056,2107,398,2503,1246,18803
102011033,..,21,0,23,0,23,..,3,0,3,0,3,..,9,0,7,0,7,..,5,0,5,0,5,..,10,0,10,0,10,..,4,0,4,0,4,..,14,0,11,0,11,..,45,3,50,0,50,..,18,3,22,0,22,..,12,6,14,0,14,..,12,11,24,0,24,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,15,0,15,..,12,0,11,0,11,..,8,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,15,0,18,0,18,..,7,0,7,0,7,..,20,0,20,0,20,..,4,0,4,0,4,..,47,0,47,0,47,..,38,5,42,0,48,..,0,0,0,0,0,..,16,0,24,0,24,..,8,0,8,0,8,..,6,3,8,0,11,..,81,11,89,3,94,..,472,61,531,7,535,..,18,3,20,362,373,5465,483,66,548,364,6385
102011034,..,6,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,3,0,6,0,6,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,3,8,0,8,..,4,3,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,8,0,10,0,10,..,13,0,13,0,13,..,8,0,8,0,8,..,31,0,32,0,32,..,17,4,18,0,18,..,7,0,7,0,7,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,58,7,72,0,72,..,249,30,275,0,278,..,15,0,15,262,280,6748,262,29,295,266,7313
102011035,..,14,0,19,0,19,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,26,0,26,0,26,..,7,0,11,0,11,..,6,0,6,0,6,..,14,0,21,3,22,..,0,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,7,3,15,0,15,..,8,0,10,0,10,..,0,0,0,0,0,..,8,0,8,0,8,..,14,0,18,0,18,..,13,0,13,0,13,..,38,0,38,0,38,..,3,0,3,0,3,..,65,4,63,0,63,..,45,3,52,0,52,..,8,0,5,0,5,..,17,3,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,70,15,83,3,88,..,465,71,532,6,542,..,15,3,14,222,241,5863,482,72,553,228,6642
102011036,..,20,3,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,8,0,8,0,8,..,8,0,13,0,13,..,15,9,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,8,0,8,..,6,0,6,0,6,..,9,3,9,0,9,..,0,0,0,0,0,..,4,0,6,0,6,..,10,0,15,0,11,..,4,0,4,0,4,..,26,0,26,0,26,..,7,3,10,0,10,..,45,5,48,3,51,..,29,4,35,3,38,..,0,0,0,0,0,..,9,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,72,15,85,3,92,..,373,55,422,6,435,..,23,0,23,272,289,7305,397,55,446,275,8029
102011037,..,25,0,24,0,24,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,17,4,14,0,14,..,16,5,17,0,17,..,4,5,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,13,0,13,0,13,..,16,0,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,5,0,5,..,6,0,6,0,6,..,19,0,19,0,23,..,0,0,0,0,0,..,34,0,33,0,32,..,8,0,8,0,8,..,4,0,4,0,4,..,14,5,17,0,17,..,7,0,7,0,7,..,17,5,27,0,27,..,73,11,85,0,85,..,423,73,495,0,502,..,19,0,23,202,227,5481,447,71,514,209,6206
