SA2_MAINCODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
506041135,0,14,9,12,3,0,0,0,0,35,10,38,59,144,67,27,3,3,0,351,0,0,5,16,3,3,4,0,0,32,0,5,7,41,22,38,24,4,3,149,0,35,56,115,61,49,17,0,0,335,3,76,87,182,103,54,16,8,0,531,0,0,0,3,0,0,0,0,0,3,3,13,26,82,34,18,16,4,0,191,0,0,3,21,4,0,0,0,0,35,0,6,10,33,11,4,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,15,3,8,3,16,6,6,3,0,0,51,0,0,0,25,12,0,0,0,0,45,0,0,0,4,12,0,3,4,0,26,0,7,12,49,18,4,0,0,0,92,3,59,98,224,119,56,28,12,4,616,43,98,87,267,105,91,48,19,5,775,1616,3096,2504,6278,2463,1702,973,316,88,19038
506041136,0,3,3,7,0,5,0,0,0,18,13,105,101,259,83,32,13,3,0,616,0,0,0,4,0,4,5,0,4,26,0,0,0,9,18,27,27,20,14,111,0,3,5,7,17,12,9,0,3,59,0,4,10,19,13,16,4,0,0,67,0,0,0,0,0,0,3,7,0,14,0,11,10,79,10,4,3,3,4,131,0,0,7,15,0,0,0,0,0,22,3,27,30,44,7,4,0,0,0,117,0,0,3,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,5,0,0,5,8,0,7,4,0,0,30,0,0,0,18,14,7,3,0,0,46,0,0,0,3,0,7,7,4,5,29,0,4,4,16,5,3,0,0,0,44,9,41,67,172,72,50,32,16,7,462,64,72,110,248,124,126,84,51,39,923,1023,1637,1789,4042,1620,1487,1102,651,289,13650
506041137,0,0,5,13,8,0,0,0,0,31,10,71,93,153,82,35,18,3,3,463,0,0,0,13,3,6,4,0,3,33,0,7,3,42,31,65,52,34,5,232,4,32,41,114,57,72,54,17,7,397,3,25,41,70,44,42,23,7,4,266,0,0,0,0,6,3,6,4,0,18,0,12,16,78,11,11,4,8,0,133,0,0,5,59,0,4,0,0,0,70,0,18,23,57,20,12,3,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,0,0,0,21,4,3,5,14,15,15,4,0,0,56,0,4,7,56,16,17,6,0,0,113,0,0,0,10,10,14,6,5,0,49,0,3,8,24,9,10,7,0,0,63,6,60,75,210,101,78,73,29,11,655,59,109,122,319,151,162,102,69,19,1121,1501,2946,2992,6538,3021,2879,2057,946,269,23153
506051138,0,3,3,8,3,0,0,0,0,15,7,63,76,181,76,23,13,0,0,438,0,3,0,14,3,10,0,0,0,36,0,0,8,20,26,31,25,17,0,129,0,12,8,48,15,37,11,4,0,134,0,19,32,76,43,21,5,3,0,190,0,0,0,0,6,3,0,3,0,14,0,11,0,38,12,0,7,0,0,75,0,0,3,13,0,0,0,0,0,18,0,3,7,19,6,8,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,3,4,7,5,11,6,0,3,34,0,0,0,9,7,3,0,0,0,20,0,0,0,9,9,10,9,3,0,34,0,13,15,40,32,10,4,0,0,114,8,34,43,140,79,54,43,19,4,422,64,85,102,346,127,124,115,76,57,1088,1442,2461,2318,5931,2294,1983,1341,675,222,18661
506051139,0,3,3,6,9,0,0,0,0,18,0,33,28,92,26,9,9,0,0,202,0,0,0,7,0,3,0,0,0,11,0,0,3,21,25,23,14,7,3,94,0,0,0,15,4,9,4,7,0,36,0,11,23,47,20,11,14,0,0,118,0,0,0,0,6,0,0,0,0,6,0,0,0,12,0,3,4,0,0,21,0,0,4,3,0,0,3,0,0,10,0,3,8,15,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,3,0,0,25,0,0,7,14,0,4,0,0,0,28,0,0,3,3,3,7,7,3,3,32,0,3,10,19,13,5,3,0,0,54,0,16,18,79,35,13,12,9,4,181,64,91,107,301,134,116,88,48,14,964,838,1639,1541,3661,1678,1334,978,515,128,12308
506051140,0,0,0,5,4,0,0,0,0,10,0,3,9,23,6,6,3,0,0,51,0,0,0,3,3,4,4,4,3,24,0,4,16,26,34,35,56,38,10,213,0,6,5,16,10,13,6,3,0,55,0,12,13,49,34,22,29,19,0,175,0,0,0,0,0,3,0,0,0,7,0,5,0,4,0,3,0,0,0,19,0,0,0,3,3,0,0,0,0,5,0,8,8,16,9,5,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,5,8,13,9,15,18,3,0,66,0,0,0,3,0,0,0,0,0,3,0,4,0,7,14,13,10,4,0,45,0,3,4,18,17,21,11,4,0,83,0,21,13,67,54,54,61,44,15,317,28,51,72,172,110,114,110,89,32,786,694,1823,1767,2988,2226,2069,1925,1078,323,14889
506051141,0,0,0,3,6,0,0,0,0,12,0,3,6,5,14,7,0,0,0,32,0,0,0,0,0,6,3,0,3,11,0,6,0,12,25,41,32,18,4,143,0,3,0,6,13,11,3,0,0,43,0,14,26,34,37,19,16,10,3,160,0,0,0,0,0,0,7,0,0,5,0,0,0,0,3,3,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,11,6,5,0,0,40,0,3,0,8,0,3,0,0,0,6,0,0,4,6,10,10,12,5,0,32,0,3,16,10,20,21,10,0,0,80,0,19,19,43,42,40,31,27,12,229,12,61,69,93,83,119,98,71,44,658,552,1731,1590,2176,1771,1523,1319,667,252,11586
506061142,0,9,11,12,3,0,0,0,0,26,0,22,19,55,23,4,0,0,0,113,0,0,0,12,6,0,0,0,0,10,0,6,13,41,30,34,12,7,3,138,0,10,10,19,18,8,0,0,0,67,4,39,56,125,62,22,11,4,0,319,0,0,0,0,0,0,0,0,0,0,0,0,4,31,5,0,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,17,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,8,8,4,0,0,0,32,0,0,0,3,3,0,0,0,0,8,0,3,0,11,8,4,3,0,0,35,3,17,21,91,16,3,0,0,0,152,7,43,38,132,42,28,17,3,5,314,106,136,102,326,115,65,41,16,12,904,1743,2591,2082,5720,1715,1199,687,263,105,16112
506061143,0,0,0,3,0,0,0,0,0,4,0,8,6,8,9,3,0,0,0,31,0,0,0,5,0,0,0,0,0,7,0,3,0,9,13,20,4,3,0,49,0,0,4,10,3,4,3,0,0,19,0,3,13,22,15,13,5,0,0,65,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,6,0,3,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,0,0,0,22,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,0,4,0,0,11,0,0,0,8,3,0,0,0,0,16,0,0,7,20,25,8,13,0,0,78,22,49,56,90,66,48,29,18,5,377,364,920,964,1407,1166,823,485,178,51,6351
506061144,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,9,14,4,0,42,0,0,0,3,0,0,0,0,0,4,0,0,8,9,10,10,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,3,0,0,3,12,0,0,0,0,3,0,0,0,0,6,0,0,3,21,23,19,8,8,0,74,15,53,40,95,89,71,44,18,7,433,216,565,445,1065,825,611,438,209,40,4416
506071145,0,0,0,5,0,3,0,0,0,10,0,10,11,41,19,7,3,3,0,97,0,3,0,28,6,9,12,3,3,61,0,0,10,36,20,28,25,15,6,145,0,3,15,60,15,21,13,7,0,141,0,12,38,81,46,31,18,14,4,242,0,0,0,0,0,3,0,0,0,4,0,5,3,40,14,3,3,3,0,72,0,0,3,33,0,4,8,0,0,45,5,3,5,38,9,4,3,0,3,76,0,0,0,8,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,16,0,8,6,40,9,9,8,5,0,79,0,3,9,29,7,7,0,0,0,57,0,0,3,13,5,4,0,0,0,29,0,0,17,34,6,9,4,0,0,75,12,34,61,254,63,47,36,16,5,533,38,48,139,338,119,102,73,75,70,1003,683,1077,2048,4799,1593,1625,1104,670,414,14014
506071146,0,0,0,8,3,0,0,0,0,10,0,0,13,20,15,6,5,3,0,63,0,0,0,7,6,12,8,3,4,40,0,5,6,16,10,24,15,10,3,88,4,11,43,74,20,42,26,3,0,231,0,3,32,35,23,17,8,4,0,128,0,0,0,0,0,0,3,3,0,6,0,0,5,15,4,9,5,5,0,43,0,0,5,14,0,7,0,0,0,17,3,3,24,10,5,3,3,0,0,53,0,0,0,0,0,7,0,0,0,4,0,0,0,3,6,0,0,0,0,15,0,12,8,13,4,7,3,0,0,52,0,0,13,31,15,16,3,0,0,76,0,0,0,8,9,4,7,3,7,31,0,0,10,12,8,5,0,0,0,37,3,24,87,190,75,44,40,19,13,493,26,48,90,147,71,79,74,56,62,647,523,1328,2157,2674,1394,1380,1019,562,410,11457
506071147,0,0,0,0,0,3,0,0,0,10,0,5,10,38,7,7,3,0,0,69,0,0,0,19,3,8,7,6,0,44,0,16,21,54,46,29,32,11,3,214,3,12,17,66,13,33,15,6,3,167,0,14,30,86,43,39,26,10,3,255,0,0,0,0,0,0,0,0,0,3,0,0,0,39,4,3,3,0,0,54,0,0,4,22,3,0,0,0,0,28,0,9,3,27,9,7,4,0,0,53,0,0,0,3,0,0,0,0,0,14,0,0,0,0,8,3,3,0,0,10,3,19,6,32,16,26,11,4,3,116,0,0,4,38,29,13,3,0,0,94,0,0,3,7,7,9,6,3,3,28,0,0,17,33,13,21,8,0,0,89,16,47,64,292,89,49,39,17,15,623,55,98,121,454,171,165,124,58,31,1265,767,1737,2153,5058,2274,2152,1535,590,317,16576
507011148,0,0,0,3,0,0,0,0,0,4,0,27,30,70,42,8,0,0,0,189,0,5,0,16,9,14,3,0,0,46,3,23,23,63,62,30,13,10,0,218,3,19,32,79,37,30,17,4,0,215,4,33,49,169,69,38,20,6,3,387,0,0,0,0,4,0,0,0,0,6,0,4,9,38,23,9,7,4,0,95,0,0,5,48,3,5,0,0,0,63,3,3,5,19,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,17,7,4,0,0,0,42,0,3,6,18,5,5,0,0,0,29,0,0,4,13,13,3,7,0,0,36,0,3,12,47,14,7,0,0,0,81,3,40,23,230,103,57,30,12,4,499,58,78,85,268,111,78,35,22,4,746,1613,3020,2257,6078,2282,1231,677,279,107,17533
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,0,0,0,0,0,0,0,0,0,3,7,26,13,84,22,5,8,0,3,165,0,0,0,6,3,12,7,4,0,25,3,0,0,14,19,27,14,8,0,89,7,7,0,11,4,0,0,0,0,26,0,10,5,42,13,16,10,0,3,95,0,0,0,9,6,7,5,12,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,10,3,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,3,8,3,0,10,0,0,34,0,3,0,6,3,0,0,0,0,15,0,3,0,6,11,6,0,0,0,26,0,0,0,5,3,3,3,0,0,22,0,8,9,101,68,71,63,22,3,348,26,30,47,100,83,65,60,39,15,447,539,1033,1121,2206,1395,1132,797,449,100,8768
507011153,0,0,0,3,0,0,0,0,0,8,0,17,21,51,30,8,3,0,0,128,0,0,0,10,0,5,3,0,0,21,0,0,0,7,14,17,19,15,3,81,0,6,8,27,10,14,3,0,0,65,0,6,16,37,18,13,3,3,0,97,0,0,0,0,0,4,4,0,0,9,0,0,0,8,0,6,0,0,0,16,0,0,3,5,3,0,0,0,0,15,0,0,3,4,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,6,12,4,9,3,3,0,0,38,0,0,3,3,3,0,3,0,0,15,0,0,0,3,6,0,0,0,0,13,0,3,4,8,4,11,0,0,0,39,4,10,27,118,61,48,41,26,6,331,33,48,68,176,88,73,68,40,5,584,504,909,981,2424,1148,922,732,413,113,8147
507011154,0,0,0,3,0,3,0,0,0,8,5,49,49,99,38,10,0,0,0,253,0,0,0,3,0,6,3,0,0,15,0,0,0,27,18,18,15,6,0,96,0,0,7,10,9,3,0,0,0,26,0,6,13,42,13,11,13,3,0,109,0,0,6,5,4,9,11,7,4,48,0,3,0,14,0,0,3,0,0,22,0,0,0,7,0,0,0,0,0,7,0,0,4,13,7,3,0,0,0,30,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,4,0,0,5,0,6,6,28,9,12,4,3,0,65,0,0,0,12,3,5,3,0,0,21,0,0,0,9,0,3,3,0,0,19,0,10,5,13,4,8,0,0,0,39,9,27,41,188,78,81,85,51,14,560,40,77,80,296,141,110,95,61,27,932,575,1046,1077,3173,1414,1165,975,654,312,10387
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,3,0,7,8,0,0,14
507011158,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,3,4,22,9,13,15,0,0,62,0,0,4,0,3,0,3,0,0,17,0,5,4,21,11,3,3,0,0,44,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,7,38,11,20,13,0,0,91,17,11,16,89,44,38,20,13,3,248,132,220,251,729,432,362,192,55,11,2388
507011159,0,0,0,0,0,0,0,0,0,7,3,26,41,114,45,11,5,0,0,251,0,3,3,8,3,10,12,3,0,39,0,0,3,18,22,21,25,17,3,117,0,4,9,47,21,24,5,3,0,121,0,3,23,57,29,25,14,0,0,163,0,0,0,6,3,7,4,0,0,26,0,0,0,11,0,9,3,0,0,31,0,0,0,23,0,0,3,0,0,25,0,3,9,19,0,11,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,3,0,19,3,5,3,3,0,37,0,0,4,10,17,3,0,0,0,40,0,0,3,3,9,0,8,3,0,27,0,0,4,17,3,6,0,5,0,36,0,25,42,170,88,77,67,19,3,488,26,71,100,220,95,93,46,42,24,709,618,1257,1653,3502,1605,1404,773,456,201,11468
507011160,0,0,0,3,0,0,0,0,0,8,24,102,66,254,75,19,9,0,0,546,0,0,0,7,4,4,5,3,0,20,0,4,0,17,23,14,22,12,3,97,0,0,4,0,0,0,3,0,0,11,0,5,7,34,4,11,3,0,0,64,0,0,0,4,10,12,11,6,3,39,0,3,0,7,0,3,0,0,0,11,0,0,0,11,0,0,0,0,0,7,0,3,3,9,4,3,0,0,0,23,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,3,5,7,5,5,9,3,0,38,0,0,0,8,4,0,3,0,0,19,0,0,0,4,4,3,5,3,3,21,0,3,3,9,4,10,0,0,0,31,8,16,42,144,85,107,79,46,17,547,42,44,59,218,92,98,83,108,105,845,590,986,1125,2851,1247,1233,1050,697,332,10107
507011161,0,0,0,0,0,0,0,0,0,3,12,49,59,148,69,13,3,0,0,361,0,0,0,24,4,7,0,0,0,37,0,10,20,68,55,24,27,5,4,220,0,16,37,73,45,28,11,3,0,211,4,45,67,186,88,42,19,4,0,442,0,0,0,10,0,4,0,0,0,18,0,6,4,30,12,9,0,0,0,66,0,0,0,21,0,0,0,0,0,17,0,4,3,23,5,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,24,7,4,3,0,0,51,0,5,3,17,11,6,0,0,0,39,0,3,3,11,5,3,0,3,0,32,0,7,19,45,13,7,0,0,0,93,16,39,54,311,93,67,23,5,5,626,69,100,90,391,98,71,33,28,27,912,1596,2101,1772,5943,1654,1005,464,240,131,14904
507011163,0,0,0,0,0,0,0,0,0,3,7,29,56,66,40,8,0,0,0,205,0,0,0,8,0,8,8,3,0,27,0,3,5,16,14,22,8,0,0,71,0,0,0,3,3,4,0,0,0,11,0,4,17,35,28,10,3,0,5,97,0,0,0,5,0,7,3,3,0,22,0,3,0,3,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,4,3,10,17,7,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,4,3,0,0,17,0,0,0,0,6,0,0,0,0,8,0,4,0,9,0,0,0,0,0,12,0,3,3,12,3,3,0,0,0,24,0,18,26,115,71,54,28,8,0,332,40,46,66,163,93,48,42,18,8,519,591,943,1015,2331,1110,845,405,189,50,7479
507011259,0,0,0,0,0,0,0,0,0,0,3,51,41,116,57,10,3,0,0,281,0,0,0,4,4,3,0,0,0,18,0,4,5,30,17,18,10,3,4,87,0,3,4,17,7,10,3,0,0,42,0,18,33,65,55,10,3,0,0,190,0,0,0,5,3,3,5,4,0,20,0,0,0,5,0,0,3,0,0,9,0,0,0,11,0,0,0,0,0,12,0,0,10,12,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,0,0,0,0,27,0,0,0,3,0,0,0,0,0,8,0,0,3,3,0,3,0,0,0,13,0,3,4,17,8,8,0,0,0,41,3,24,33,126,69,57,30,8,0,356,30,55,55,168,81,54,29,16,6,492,625,1242,1010,2812,1177,744,419,162,44,8228
507011260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,12,0,0,0,3,0,7,0,0,0,15,0,7,5,11,10,22,12,0,0,61,0,3,10,7,9,15,4,0,0,53,0,6,18,25,23,17,6,3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,14,0,0,4,0,0,5,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,3,3,5,0,0,0,11,0,3,3,8,16,13,6,0,0,61,0,17,24,27,26,19,18,3,0,139,100,299,468,530,397,413,296,74,16,2593
507021164,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,3,0,0,0,12,0,0,0,4,0,0,0,0,3,8,0,0,7,16,13,18,11,7,4,70,0,3,0,6,4,3,3,0,0,13,0,3,5,21,12,8,9,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,14,10,5,13,3,0,62,0,4,3,3,3,0,0,0,0,13,3,0,0,7,8,3,9,0,0,27,0,0,3,3,11,0,3,0,0,17,3,10,6,39,20,30,18,15,9,146,15,38,41,131,83,60,44,43,59,513,345,1002,847,1681,1246,1054,649,385,170,7376
507021165,0,0,0,4,5,0,0,0,0,6,0,14,7,47,10,3,0,0,0,81,0,0,0,22,7,9,7,0,0,47,0,3,3,45,27,34,22,20,3,165,0,4,3,8,3,9,10,0,0,43,0,4,19,62,28,23,19,6,4,159,0,0,0,0,0,0,3,9,3,14,0,3,0,11,4,0,0,0,0,17,0,0,0,10,0,0,3,0,0,17,0,3,6,9,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,12,15,51,20,18,20,3,0,139,0,0,0,10,3,3,0,0,0,15,0,0,0,19,10,10,12,5,0,54,0,0,0,18,9,14,3,3,0,44,7,16,29,179,71,53,32,35,17,447,52,103,152,610,263,226,188,136,75,1798,670,1194,1441,4704,2156,2042,1482,783,373,14846
507021166,0,0,0,3,8,0,0,0,0,9,4,9,14,36,9,6,4,0,0,80,0,0,0,22,3,18,7,4,3,54,0,3,0,30,36,26,27,16,3,140,0,3,11,20,5,8,3,0,0,48,0,3,9,40,27,15,6,5,0,117,0,0,0,9,7,8,11,5,3,43,0,0,0,13,0,0,0,0,0,15,0,0,3,8,0,0,0,0,0,9,0,3,0,19,5,4,0,0,0,29,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,7,3,39,17,5,9,3,0,79,0,0,3,3,4,3,0,0,0,9,0,0,0,16,9,5,4,4,0,47,0,0,0,10,6,3,3,0,0,23,4,13,32,200,85,116,75,43,10,585,49,61,100,310,148,143,106,76,52,1051,847,1426,1480,4040,2095,1884,1343,897,361,14372
