SA2_MAINCODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
701021021,303,8,0,0,8,0,311,42,148,3,0,154,0,199,0,3,0,0,3,0,3,0,5,0,0,5,0,5,46,155,3,0,156,0,202,0,0,0,0,0,0,0,350,162,3,0,164,0,520,224,16,0,0,16,0,235,24,109,6,0,118,0,139,0,5,0,0,5,0,5,0,0,0,0,0,0,0,24,114,6,0,125,0,143,0,0,0,0,0,0,0,243,131,6,0,137,0,384,91,3,0,0,3,0,96,16,48,3,0,56,0,67,0,8,0,0,6,0,6,0,0,0,0,0,0,0,16,61,6,0,66,0,78,0,0,0,0,0,0,0,105,62,6,0,65,0,177,48,0,0,0,0,0,52,6,36,4,0,42,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,4,0,40,0,47,0,0,0,0,0,0,0,54,36,4,0,43,0,92,67,3,0,0
701021022,122,4,0,0,4,0,129,15,57,0,0,57,0,64,0,10,4,0,8,0,12,0,0,0,0,0,0,0,14,62,4,0,65,0,81,0,0,0,0,0,0,0,136,64,4,0,70,0,207,131,5,0,0,5,0,140,8,43,0,0,43,0,52,0,10,3,0,11,0,11,0,5,0,0,5,0,5,8,50,3,0,53,0,61,0,0,0,0,0,0,0,142,55,3,0,59,0,202,66,0,0,0,0,0,67,4,21,0,0,21,0,28,0,4,3,0,6,0,6,0,0,0,0,0,0,0,4,29,3,0,27,0,36,0,0,0,0,0,0,0,72,29,3,0,30,0,98,39,0,0,0,0,0,39,6,20,0,0,20,0,27,0,3,0,0,3,0,3,0,0,0,0,0,0,0,6,20,0,0,20,0,30,0,0,0,0,0,0,0,44,27,0,0,27,0,69,50,0,0,0
701021023,58,4,0,0,4,0,64,11,51,0,0,51,0,53,0,3,5,0,4,0,4,0,0,0,0,0,0,0,11,50,5,0,53,0,66,0,0,0,0,0,0,0,66,52,5,0,63,0,133,36,0,0,0,0,0,36,6,41,0,0,47,0,51,0,0,3,0,4,0,7,0,0,0,0,0,0,0,4,46,3,0,51,0,58,0,0,0,0,0,0,0,39,46,3,0,51,0,90,18,0,0,0,0,0,18,3,20,0,0,20,0,27,0,3,0,0,4,0,4,0,0,0,0,0,0,0,3,20,0,0,27,0,31,0,0,0,0,0,0,0,23,20,0,0,27,0,47,15,0,0,0,0,0,15,5,14,3,0,13,0,20,0,0,5,0,5,0,5,0,0,0,0,0,0,0,5,14,4,0,15,0,17,0,0,0,0,0,0,0,16,14,4,0,15,0,30,13,0,0,0
701021024,72,6,0,0,4,0,73,6,17,0,0,22,0,26,0,4,3,0,5,0,5,0,0,0,0,0,0,0,6,23,4,0,26,0,34,3,0,0,0,0,0,3,77,28,7,0,33,0,107,59,3,3,0,4,0,70,5,28,0,0,26,0,31,0,3,6,0,10,0,10,0,0,0,0,0,0,0,5,31,7,0,36,0,43,0,0,0,0,0,0,0,67,31,9,0,45,0,114,32,0,3,0,3,0,35,3,13,0,0,10,0,17,0,3,3,0,3,0,3,0,0,0,0,0,0,0,3,16,4,0,17,0,21,0,0,0,0,0,0,0,34,19,5,0,23,0,59,18,0,0,0,0,0,18,3,6,0,0,6,0,14,0,4,0,0,6,0,6,0,0,0,0,0,0,0,3,11,0,0,11,0,18,0,0,0,0,0,0,0,18,11,0,0,11,0,31,28,0,0,0
701021025,76,4,0,0,4,0,79,16,86,3,0,87,0,100,0,7,5,0,12,0,14,0,0,0,0,0,0,0,19,87,13,0,97,0,117,0,0,0,0,0,0,0,93,95,13,0,104,0,200,91,3,0,0,3,0,91,13,50,3,0,48,0,66,0,3,0,0,3,0,9,0,0,0,0,0,0,0,16,51,3,0,53,0,67,0,0,0,0,0,0,0,104,52,3,0,60,0,159,42,5,0,0,5,0,45,8,24,0,0,20,0,31,0,3,0,0,3,0,3,0,0,0,0,0,0,0,8,25,3,0,29,0,30,0,0,0,0,0,0,0,49,28,3,0,35,0,82,29,0,0,0,0,0,31,3,12,3,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,11,0,19,0,0,0,0,0,0,0,27,16,0,0,17,0,46,38,3,0,0
701021026,98,9,0,0,9,0,104,6,51,7,0,54,0,60,0,10,3,0,9,0,9,0,0,0,0,0,0,0,6,57,8,0,66,0,69,0,0,0,0,0,0,0,104,61,8,0,71,0,174,71,8,0,0,8,0,77,8,29,4,0,32,0,41,0,9,3,0,11,0,11,0,0,0,0,0,0,0,8,35,7,0,43,0,56,0,0,0,0,0,0,0,81,38,7,0,52,0,131,35,3,0,0,3,0,38,0,19,0,0,19,0,19,0,5,0,0,7,0,7,0,0,0,0,0,0,0,0,27,0,0,26,0,26,0,0,0,0,0,0,0,35,26,0,0,24,0,62,22,0,0,0,0,0,23,0,9,0,0,9,0,9,0,3,3,0,4,0,4,0,0,0,0,0,0,0,0,13,3,0,9,0,13,0,0,0,0,0,0,0,23,13,3,0,15,0,37,39,0,0,0
701021027,65,6,0,0,7,0,72,8,52,0,0,52,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,52,0,0,52,0,59,0,0,0,0,0,0,0,69,61,0,0,62,0,131,54,5,0,0,5,0,57,9,42,0,0,44,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,0,0,41,0,50,0,0,0,0,0,0,0,60,48,0,0,50,0,107,14,0,0,0,0,0,15,9,15,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,16,0,20,0,0,0,0,0,0,0,23,15,0,0,15,0,35,21,0,0,0,0,0,27,4,15,0,0,15,0,18,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,18,0,0,18,0,24,0,0,0,0,0,0,0,31,18,0,0,18,0,47,27,0,0,0
701021028,38,3,0,0,3,0,48,5,34,6,0,40,0,40,0,0,9,0,7,0,7,0,0,0,0,0,0,0,5,35,13,0,45,0,52,0,0,0,0,0,0,0,43,43,13,0,52,0,99,36,3,0,0,3,0,39,3,34,3,0,38,0,45,0,3,4,0,10,0,10,0,0,0,0,0,0,0,4,33,12,0,50,0,57,0,0,0,0,0,0,0,44,39,12,0,52,0,91,17,0,0,0,0,0,20,6,20,0,0,19,0,24,0,0,5,0,5,0,5,3,3,0,0,3,0,3,4,21,8,0,26,0,36,0,0,0,0,0,0,0,24,20,8,0,33,0,54,15,0,0,0,0,0,15,0,17,0,0,20,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,16,3,0,23,0,24,0,0,0,0,0,0,0,19,16,3,0,23,0,39,16,0,0,0
701021029,56,3,0,0,3,0,56,6,17,0,0,23,0,32,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,22,3,3,26,0,35,0,0,0,0,0,3,3,61,22,3,3,26,3,95,50,3,0,0,3,0,56,3,16,4,0,20,0,29,0,0,4,0,4,0,4,0,0,0,0,0,0,0,6,16,4,0,27,0,32,0,0,0,0,0,0,0,62,19,4,0,31,0,85,23,3,0,0,3,0,31,3,14,3,0,18,0,25,0,3,4,0,8,0,8,0,0,0,0,0,0,0,3,19,6,0,25,0,27,0,0,0,0,0,0,0,24,22,6,0,34,0,58,16,3,0,0,3,0,24,0,6,0,0,11,0,11,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,6,7,0,10,0,10,0,0,0,0,0,0,0,16,13,7,0,16,0,31,25,4,0,0
701021030,68,8,0,0,8,0,73,16,13,0,0,15,0,30,0,6,8,0,9,0,9,0,0,0,0,0,0,0,16,15,9,0,21,0,38,0,0,0,0,0,0,0,89,20,9,0,32,0,112,95,8,0,0,8,0,106,17,35,0,0,35,0,50,0,0,4,0,9,0,9,0,0,0,0,0,0,0,17,35,4,0,39,0,55,0,0,0,0,0,3,3,111,42,4,0,44,3,160,43,0,0,0,0,0,40,9,10,0,0,10,0,20,0,0,3,0,3,0,3,0,0,0,0,0,0,0,9,10,3,0,12,0,19,0,0,0,0,0,4,4,48,11,3,0,17,4,64,28,0,0,0,0,0,32,3,9,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,11,0,0,0,0,0,0,0,33,13,0,0,13,0,41,38,3,0,0
701031031,102,0,3,0,4,0,102,10,7,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,7,0,15,0,0,0,0,0,0,0,105,8,3,0,10,0,119,159,3,0,0,3,0,159,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,6,0,0,0,0,0,0,0,164,3,3,0,5,0,171,96,3,3,0,4,0,99,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,11,0,0,0,0,0,0,0,100,4,4,0,7,0,108,51,0,0,0,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,3,0,51,69,4,0,0
701031032,421,6,0,0,6,5,431,30,16,0,0,16,0,43,0,3,4,0,7,0,7,0,0,0,0,0,0,0,30,20,4,0,23,0,52,0,0,0,0,0,0,0,445,21,4,0,28,7,479,482,4,0,0,4,0,487,28,10,0,0,10,0,39,0,6,0,0,4,0,11,0,0,0,0,0,0,0,33,17,0,0,15,0,52,0,0,0,0,0,0,0,519,17,0,0,20,0,535,268,3,0,0,3,0,272,8,8,0,0,8,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,10,0,15,0,0,0,0,0,0,0,275,8,3,0,11,0,284,154,3,0,0,0,0,159,5,3,0,0,3,0,8,0,0,4,0,3,0,3,0,0,0,0,0,0,0,5,3,4,0,5,0,13,0,0,0,0,0,0,0,157,6,4,0,13,0,169,201,4,0,0
701031033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701031034,113,0,0,0,0,0,118,10,7,0,0,7,0,17,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,11,0,0,10,0,16,0,0,0,0,0,0,0,124,12,0,0,10,0,132,122,0,0,0,0,0,123,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,125,3,0,0,3,0,126,81,0,0,0,0,0,87,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,90,3,0,0,3,0,94,60,0,0,0,0,0,60,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,66,0,0,0,0,0,65,62,0,0,0
701031035,206,0,0,0,0,0,209,7,3,0,0,3,0,8,0,3,11,0,11,0,13,0,0,0,0,0,0,0,5,3,11,0,11,0,22,4,0,0,0,0,0,4,217,3,11,0,11,0,227,192,0,0,0,0,0,195,7,3,0,0,3,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,4,0,0,7,0,10,4,0,0,0,0,0,0,196,4,0,0,7,0,207,104,3,0,0,3,0,105,0,4,0,0,4,0,6,0,0,0,0,7,0,3,0,0,0,0,0,0,0,4,7,0,0,6,0,10,0,0,0,0,0,0,0,109,5,0,0,11,0,114,69,0,0,0,0,0,71,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,71,3,0,0,6,0,79,80,0,0,0
701041036,140,4,0,0,4,0,141,10,38,6,0,38,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,6,0,44,0,55,0,0,0,0,0,0,0,149,42,6,0,47,0,196,127,6,0,0,6,0,133,4,33,3,0,36,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,3,0,36,0,42,0,0,0,0,0,0,0,137,41,3,0,39,0,174,58,0,0,0,0,0,59,3,16,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,16,0,24,0,0,0,0,0,0,0,63,15,0,0,15,0,82,25,0,0,0,0,0,27,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,28,11,0,0,11,0,36,43,0,0,0
701041037,117,3,0,0,3,0,120,14,37,0,0,42,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,3,0,39,0,53,0,0,0,0,0,0,0,128,41,3,0,44,0,174,90,0,0,0,0,0,90,9,25,0,0,25,0,35,0,4,0,0,4,0,4,0,0,0,0,0,0,0,9,29,0,0,29,0,38,0,0,0,0,0,0,0,99,29,0,0,29,0,127,53,4,0,0,4,0,59,3,12,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,12,0,14,0,0,0,0,0,0,0,57,16,0,0,16,0,75,39,0,0,0,0,0,38,7,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,5,0,10,0,0,0,0,0,0,0,40,6,0,0,6,0,55,36,0,0,0
701041038,264,10,0,0,10,0,273,26,33,0,0,33,0,57,0,3,0,0,3,0,4,0,0,0,0,0,0,0,26,32,0,0,32,0,58,0,0,0,0,0,0,0,293,44,0,0,44,0,338,233,12,0,0,12,0,242,18,35,0,0,35,0,54,0,3,0,0,3,0,3,0,0,0,0,0,0,0,18,37,0,0,37,0,59,0,0,0,0,0,0,0,247,50,0,0,50,0,299,96,6,0,0,6,0,97,4,14,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,14,0,20,0,0,0,0,0,0,0,97,21,0,0,21,0,120,62,0,0,0,0,0,57,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,63,17,0,0,17,0,77,72,3,0,0
701041039,114,0,0,0,0,0,110,13,24,0,0,24,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,0,0,26,0,41,0,0,0,0,0,0,0,127,25,0,0,32,0,158,87,0,0,0,0,0,84,11,33,0,0,33,0,44,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,32,0,0,32,0,42,0,0,0,0,0,0,0,93,37,0,0,35,0,129,38,0,0,0,0,0,38,4,18,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,18,0,20,0,0,0,0,0,0,0,39,18,0,0,18,0,58,21,0,0,0,0,0,27,3,15,0,0,18,0,23,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,15,5,0,20,0,21,0,0,0,0,0,0,0,24,17,5,0,18,0,45,26,0,0,0
701041040,100,3,0,0,3,0,105,5,21,0,0,21,0,22,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,17,0,0,22,0,25,0,0,0,0,0,0,0,107,26,0,0,22,0,132,93,4,0,0,4,0,96,12,15,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,15,0,23,0,0,0,0,0,0,0,100,20,0,0,20,0,122,73,0,0,0,0,0,71,3,7,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,9,0,0,0,0,0,0,0,75,9,0,0,9,0,84,24,0,0,0,0,0,28,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,5,0,0,0,0,0,0,0,27,0,0,0,7,0,34,34,3,0,0
701041041,298,10,0,0,10,0,302,14,30,3,3,32,0,50,0,0,3,0,3,0,3,0,0,0,0,0,0,0,14,30,3,3,40,0,57,0,0,0,0,0,0,0,312,38,3,3,44,0,359,237,8,0,0,8,0,247,20,21,0,0,22,0,37,0,0,0,0,3,0,3,0,0,0,0,0,0,0,19,22,4,0,21,0,42,0,0,0,0,0,0,0,262,27,4,0,25,0,283,112,0,0,0,0,0,114,6,13,0,0,17,0,24,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,16,3,0,24,0,30,0,0,0,0,0,0,0,117,19,3,0,20,0,142,63,0,0,0,0,0,63,3,4,0,0,4,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,5,0,14,0,0,0,0,0,0,0,64,4,0,0,5,0,74,66,0,0,0
701041042,210,7,0,0,7,0,217,12,79,0,0,79,0,92,0,0,0,0,0,0,3,0,0,0,3,3,0,3,11,81,0,3,84,0,97,3,0,0,0,0,0,3,228,90,0,3,90,3,324,126,5,0,0,5,0,139,3,66,0,0,66,0,67,0,4,0,0,7,0,7,0,0,0,0,0,0,0,3,66,0,0,65,0,75,0,0,0,0,0,0,0,134,72,0,0,78,0,211,58,7,0,0,7,0,63,3,24,0,0,24,0,28,0,6,0,0,7,0,7,0,0,0,0,0,0,0,3,33,0,0,30,0,32,0,0,0,0,0,0,0,57,32,0,0,36,0,96,22,0,0,0,0,0,22,4,19,0,0,19,0,20,0,4,0,0,3,0,3,0,0,0,0,0,0,0,4,26,0,0,27,0,25,0,0,0,0,0,0,0,25,26,0,0,27,0,50,26,0,0,0
701041043,486,22,0,0,22,0,502,45,107,0,3,109,0,153,0,5,0,0,5,0,5,0,0,0,3,3,0,3,45,114,0,3,116,0,162,0,0,0,0,0,0,0,527,132,0,3,134,0,660,356,17,0,0,17,3,371,20,79,0,0,79,3,100,0,3,0,0,3,0,3,0,0,0,0,0,0,0,20,78,0,3,81,3,104,0,0,0,0,0,0,0,377,94,0,3,98,4,477,161,13,0,0,13,3,171,6,43,0,0,46,0,53,0,3,0,0,3,0,3,0,0,0,0,0,0,0,6,40,0,0,44,0,55,0,0,0,0,0,0,0,168,53,0,0,58,3,231,97,3,0,0,3,0,100,7,31,0,0,31,0,40,0,3,0,0,3,0,3,0,0,0,0,0,0,0,7,37,0,0,39,0,43,0,0,0,0,0,0,0,102,35,0,0,36,0,139,98,7,0,0
701041044,140,3,0,0,3,0,146,16,18,0,0,18,0,28,3,0,0,0,0,0,4,0,0,0,0,0,0,0,17,18,0,0,19,0,36,0,0,0,0,0,3,3,158,17,0,0,18,3,180,138,0,0,0,0,0,142,8,12,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,12,0,23,0,0,0,0,0,0,0,148,11,0,0,11,3,165,67,0,0,0,0,0,73,12,8,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,13,0,18,0,0,0,0,0,3,3,78,14,0,0,14,3,96,41,0,0,0,0,0,43,3,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,10,0,0,0,0,0,0,0,47,8,0,0,8,0,55,39,0,0,0
702011045,136,10,0,0,10,0,141,9,56,0,0,58,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,56,0,0,58,0,67,0,0,0,0,0,0,0,145,62,0,0,68,0,213,115,10,0,0,12,0,130,5,33,0,0,33,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,0,0,38,0,45,0,0,0,0,0,0,0,120,52,0,0,48,0,171,48,3,0,0,3,0,48,3,14,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,14,0,20,0,0,0,0,0,0,0,48,19,0,0,19,0,71,27,3,0,0,3,0,32,4,8,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,9,0,15,0,0,0,0,0,0,0,33,13,0,0,16,0,42,53,0,0,0
