SA2_MAINCODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
702011046,151,5,0,0,5,0,162,12,53,0,0,55,0,67,0,3,0,0,4,0,4,0,0,0,0,0,0,0,12,59,3,0,59,0,74,0,0,0,0,0,0,0,166,61,3,0,63,0,231,159,5,0,0,5,0,164,13,36,0,0,31,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,0,0,40,0,48,0,0,0,0,0,0,0,170,40,0,0,43,0,214,69,3,0,0,3,0,72,7,29,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,0,0,26,0,33,0,0,0,0,0,0,0,75,31,0,0,30,0,109,46,3,0,0,3,0,54,3,12,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,19,0,0,0,0,0,0,0,48,14,0,0,14,0,66,49,3,0,0
702011047,128,7,0,0,7,0,131,19,64,0,0,66,3,81,0,3,0,0,3,0,3,0,3,0,0,3,0,3,19,68,0,0,66,3,87,0,0,0,0,0,0,0,143,71,0,0,76,4,222,153,3,0,0,3,0,158,7,63,0,0,70,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,65,0,0,67,3,76,0,0,0,0,0,0,0,164,67,0,0,76,3,237,89,3,0,0,3,0,92,0,26,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,28,0,0,0,0,0,0,0,89,30,0,0,30,0,116,53,0,0,0,0,0,54,0,21,0,0,21,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,0,22,0,0,0,0,0,0,0,55,22,0,0,22,0,69,61,0,0,0
702011048,187,15,0,0,15,0,204,10,83,0,0,83,0,97,0,4,0,0,3,0,3,0,0,0,0,0,0,0,12,88,0,0,91,0,99,0,0,0,0,0,0,0,198,101,0,0,108,0,302,184,11,0,0,11,0,192,6,68,0,0,68,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,0,0,71,0,80,0,0,0,0,0,0,0,189,79,0,0,78,0,273,104,3,0,0,3,0,109,7,23,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,0,28,0,28,0,0,0,0,0,0,0,113,28,0,0,27,0,140,56,3,0,0,3,0,65,7,17,0,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,17,0,22,0,0,0,0,0,0,0,62,20,0,0,20,0,84,64,0,0,0
702011049,132,0,0,0,0,0,132,13,43,0,0,46,0,57,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,48,0,0,48,0,63,0,0,0,0,0,3,3,144,48,0,0,49,3,195,90,7,0,0,7,0,95,3,36,0,0,39,0,39,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,41,0,0,41,0,46,0,0,0,0,0,6,6,96,49,0,0,50,6,144,59,0,0,0,0,0,55,3,17,0,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,18,0,19,0,0,0,0,0,0,0,58,18,0,0,18,3,77,33,0,0,0,0,0,33,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8,0,10,0,0,0,0,0,0,0,38,3,0,0,8,0,43,48,0,0,0
702011050,21,0,0,0,0,0,21,3,39,0,0,39,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,44,0,46,0,0,0,0,0,3,3,22,42,0,0,44,3,65,14,0,0,0,0,0,14,0,52,3,0,55,0,53,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,52,7,0,53,0,58,0,0,0,0,0,0,0,18,52,7,0,53,0,73,6,0,0,0,0,0,6,0,33,0,0,33,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,30,0,34,0,0,0,0,0,0,0,3,33,0,0,30,0,40,3,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,0,0,0,0,0,0,3,3,0,0,6,0,11,0,0,0,0
702011051,62,0,0,0,0,0,62,0,13,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,13,0,0,0,0,0,0,0,65,9,0,0,9,0,74,64,0,0,0,0,0,61,5,5,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,13,0,0,0,0,0,0,0,69,7,0,0,7,0,80,36,0,0,0,0,0,34,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,8,0,0,0,0,0,0,0,36,10,0,0,10,0,43,30,0,0,0,0,0,32,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,35,4,0,0,4,0,39,32,0,0,0
702011052,26,4,0,0,11,0,34,4,146,3,0,149,0,152,0,3,0,0,3,0,3,0,0,0,4,4,0,4,4,155,3,4,161,0,160,0,0,0,0,0,0,0,29,161,3,4,165,0,199,22,4,0,0,4,0,22,0,176,5,0,183,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,5,0,183,0,182,0,0,0,0,0,0,0,22,181,5,0,185,0,205,11,0,0,0,0,0,6,0,97,0,0,94,0,96,0,3,0,0,5,0,5,0,0,0,0,0,0,0,0,98,4,0,106,0,101,0,0,0,0,0,0,0,9,100,4,0,107,0,116,3,0,0,0,0,0,3,0,63,0,0,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,63,0,63,0,0,0,0,0,3,3,3,62,0,0,66,3,68,4,0,0,0
702011053,22,0,0,0,0,0,22,0,124,11,0,128,0,128,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,125,12,0,134,0,134,0,0,0,0,0,0,0,22,125,12,0,134,0,157,6,0,0,0,0,0,6,0,127,9,3,143,0,144,0,3,4,0,4,0,4,0,0,0,0,3,0,3,0,131,11,3,151,0,148,0,0,0,0,0,0,0,7,131,11,3,151,0,153,0,0,0,0,0,0,3,0,57,4,0,57,0,57,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,54,4,0,59,0,59,0,0,0,0,0,0,0,0,59,4,0,62,0,63,0,0,0,0,0,0,0,0,32,3,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,38,0,38,0,0,0,0,0,0,0,0,32,4,0,38,0,34,0,0,0,0
702011054,0,0,0,0,0,0,0,0,115,5,0,116,0,117,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,115,11,0,127,0,124,0,0,0,0,0,0,0,3,115,11,0,127,0,128,0,0,0,0,0,0,0,0,124,4,0,131,0,127,0,0,7,0,5,0,5,0,0,0,0,0,0,0,0,124,10,0,135,0,133,0,0,0,0,0,0,0,3,124,10,0,135,0,139,3,0,0,0,0,0,3,0,74,3,0,76,0,76,0,0,5,0,8,0,8,0,0,0,0,0,0,0,0,70,9,0,79,0,79,0,0,0,0,0,0,0,3,70,9,0,79,0,85,0,0,0,0,0,0,0,0,31,3,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,31,0,31,0,0,0,0,0,0,0,0,27,3,0,31,0,32,0,0,0,0
702021055,63,4,0,0,4,0,67,5,87,3,0,91,0,97,0,0,0,0,0,0,0,4,0,0,0,0,0,4,9,87,7,0,92,0,101,0,0,0,0,0,0,0,74,97,7,0,102,0,174,53,3,0,0,3,0,58,0,85,3,0,93,0,89,0,0,4,0,10,0,10,0,0,0,0,0,0,0,0,89,10,0,102,0,98,0,0,0,0,0,0,0,52,89,10,0,105,0,157,28,0,0,0,0,0,30,0,43,4,0,46,0,50,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,43,4,3,52,0,51,0,0,0,0,0,0,0,34,49,4,3,54,0,86,13,3,0,0,3,0,11,0,29,3,0,34,0,34,0,3,0,0,5,0,5,0,0,0,0,0,0,0,0,29,0,0,36,0,37,0,0,0,0,0,0,0,14,32,0,0,37,0,52,3,0,0,0
702021056,77,0,0,0,0,0,77,6,45,0,0,47,0,54,0,0,3,0,0,0,0,0,3,0,0,3,0,3,6,47,3,0,49,0,56,0,0,0,0,0,7,7,83,45,3,0,49,7,144,59,0,0,0,0,0,59,8,46,0,0,46,0,57,0,0,4,0,4,0,4,0,0,0,0,0,0,0,8,46,4,0,55,0,57,0,0,0,0,0,3,3,65,46,4,0,55,3,120,23,0,0,0,0,0,23,0,16,0,0,16,0,16,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,16,3,0,18,0,20,0,0,0,0,0,0,0,22,17,3,0,18,0,42,12,0,0,0,0,0,12,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,0,0,0,0,0,0,12,13,0,0,13,0,19,13,0,0,0
702031057,113,3,0,0,3,0,118,15,19,0,0,19,0,28,0,3,0,0,6,0,6,3,0,0,0,0,0,3,14,17,0,0,24,0,39,0,0,0,0,0,0,0,127,20,0,0,25,3,155,123,8,0,0,8,0,134,8,22,0,0,22,0,30,0,4,3,0,9,0,9,0,0,0,4,4,0,3,11,26,3,3,27,0,41,0,0,0,0,0,0,0,132,33,3,3,40,0,167,50,4,0,0,4,0,53,4,11,0,0,11,0,19,4,3,3,0,7,0,5,0,0,0,5,5,0,5,12,15,3,5,16,0,30,0,0,0,0,0,0,0,57,15,3,5,23,0,83,26,0,0,0,0,0,28,3,4,0,0,4,0,8,0,0,6,0,6,0,6,0,0,0,0,0,0,0,3,4,6,0,13,0,19,0,0,0,0,0,0,0,31,13,6,0,20,0,46,28,0,0,0
702031058,32,7,0,0,7,0,39,4,66,0,0,65,0,67,0,0,3,0,3,0,3,0,0,0,0,0,0,0,4,66,4,0,67,0,73,0,0,0,0,0,0,0,40,68,4,0,74,0,110,34,0,0,0,0,0,34,0,66,0,0,62,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,5,0,63,0,65,0,0,0,0,0,0,0,34,66,5,0,69,0,102,23,0,0,0,0,0,23,3,22,0,0,22,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,27,0,31,0,0,0,0,0,0,0,22,27,0,0,27,0,52,9,0,0,0,0,0,9,0,18,0,0,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,17,0,0,0,0,0,0,0,11,18,0,0,18,0,29,3,0,0,0
702031059,15,0,0,0,0,0,15,0,106,3,0,111,0,113,0,0,40,0,40,0,37,0,0,0,0,0,0,0,3,106,44,0,148,0,151,0,0,0,0,0,3,3,19,106,44,0,152,3,167,7,0,0,0,0,0,7,0,137,9,0,146,0,146,3,9,34,0,36,0,37,0,3,0,0,3,0,3,3,146,40,0,190,0,193,0,0,0,0,0,0,0,3,146,40,0,190,0,193,0,0,0,0,0,0,0,0,101,6,4,103,0,103,0,3,11,0,16,0,16,0,0,0,0,0,0,0,0,101,13,4,123,0,123,0,0,0,0,0,3,3,0,101,13,4,123,3,126,4,0,0,0,0,0,4,0,48,0,0,50,0,50,0,3,7,0,14,0,14,0,0,0,0,0,0,0,0,52,8,0,59,0,59,0,0,0,0,0,0,0,4,52,8,0,59,0,67,0,0,0,0
702031060,9,4,0,0,4,0,15,0,85,0,0,85,0,89,0,5,0,0,5,0,5,0,0,0,3,3,0,3,0,93,0,3,91,0,94,0,0,0,0,0,0,0,12,97,0,3,102,0,110,13,6,0,0,6,0,21,3,135,0,0,135,0,138,0,3,0,0,3,0,3,0,0,0,9,9,0,9,3,135,0,9,148,0,153,0,0,0,0,0,0,0,13,145,0,9,154,0,166,3,0,0,0,0,0,3,0,85,0,0,85,0,90,0,4,0,0,4,0,4,0,0,0,5,5,0,5,0,91,0,5,97,0,98,0,0,0,0,0,0,0,3,91,0,5,97,0,99,0,0,0,0,0,0,0,3,47,0,0,47,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,0,0,46,0,47,0,0,0,0,0,0,0,3,48,0,0,45,0,53,0,0,0,0
702031061,15,0,0,0,0,0,15,3,290,0,0,292,0,299,0,6,4,0,13,0,13,0,0,0,0,0,0,0,3,301,4,3,309,0,315,0,0,0,0,0,8,8,20,301,4,3,309,13,340,20,6,0,0,6,0,23,3,252,5,0,253,3,265,0,5,4,0,10,0,10,0,0,0,3,3,0,3,3,254,6,3,267,3,275,0,0,0,0,0,3,3,21,260,6,3,270,6,301,5,0,0,0,0,0,5,0,149,3,0,147,0,152,0,6,0,0,10,0,10,0,0,0,0,0,0,0,0,153,6,0,158,0,157,0,0,0,0,0,3,3,6,153,6,0,158,3,165,3,0,0,0,0,0,3,0,100,0,0,100,0,100,0,8,3,0,10,0,10,0,0,0,0,0,0,0,0,108,3,0,108,0,108,0,0,0,0,0,4,4,3,108,3,0,108,4,112,0,0,0,0
702041062,54,0,0,0,0,0,54,0,83,0,0,83,0,84,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,87,0,7,88,0,89,0,0,0,0,0,4,4,59,87,0,7,88,4,149,67,4,0,0,4,0,69,3,93,0,0,93,0,95,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,88,0,3,93,0,99,0,0,0,0,0,0,0,71,93,0,3,98,0,174,25,0,0,0,0,0,24,0,59,3,0,62,0,62,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,59,3,3,64,0,64,0,0,0,0,0,3,3,25,56,3,3,66,3,89,4,0,0,0,0,0,6,0,36,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,43,0,38,0,0,0,0,0,0,0,8,36,0,0,44,0,47,0,0,0,0
702041063,24,0,0,0,0,0,27,0,311,6,0,315,0,318,0,3,5,0,9,0,9,0,0,0,0,0,0,0,0,317,14,0,328,0,331,0,0,0,0,0,0,0,23,316,14,0,331,0,353,25,0,0,0,0,0,25,0,396,3,0,403,0,403,0,0,3,0,9,0,9,0,0,0,0,0,0,0,0,402,6,3,415,0,415,0,0,0,0,0,0,0,25,402,6,3,415,0,440,5,0,0,0,0,0,7,0,225,12,0,232,0,232,0,3,3,0,4,0,4,0,0,0,3,3,0,3,0,227,15,3,239,0,239,0,0,0,0,0,0,0,5,222,15,3,240,0,248,4,0,0,0,0,0,4,0,180,3,0,180,0,179,0,3,0,0,4,0,4,0,0,0,0,3,0,3,0,185,3,0,186,0,185,0,0,0,0,0,0,0,4,186,3,0,186,0,193,0,0,0,0
702041064,156,3,0,0,3,0,165,5,31,0,0,31,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,0,0,34,0,39,0,0,0,0,0,8,10,166,34,0,0,33,7,214,190,4,0,0,4,0,199,12,25,0,0,25,0,36,0,3,0,0,3,0,3,0,0,0,0,0,0,0,12,27,0,0,27,0,36,3,0,0,0,0,8,10,205,27,0,0,27,12,246,97,3,0,0,3,0,101,3,10,0,0,10,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,10,0,0,10,0,12,3,0,0,0,0,3,4,108,10,0,0,10,3,118,63,3,0,0,3,0,68,0,7,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,3,0,0,0,0,0,6,6,67,10,0,0,10,6,75,36,0,0,0
702051065,17,0,0,0,0,0,17,7,126,0,0,128,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,126,4,0,132,0,139,0,0,0,0,0,0,0,23,126,4,0,132,0,155,20,0,0,0,0,0,20,0,117,0,0,122,0,127,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,117,3,3,124,0,127,0,0,0,0,0,3,3,23,117,3,3,124,3,150,4,0,0,0,0,0,4,0,58,0,0,58,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,59,0,62,0,0,0,0,0,0,0,7,58,0,0,59,0,68,0,0,0,0,0,0,0,0,36,3,0,35,0,35,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,34,3,0,40,0,40,0,0,0,0,0,0,0,0,34,3,0,40,0,41,0,0,0,0
702051066,70,3,0,0,3,0,74,0,185,5,0,193,0,190,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,185,9,6,197,0,197,0,0,0,0,0,0,0,71,187,9,6,200,0,268,66,3,0,0,3,3,70,0,182,3,0,188,0,188,0,3,3,0,6,0,6,0,0,0,8,8,0,8,0,186,11,8,197,0,197,0,0,0,0,0,0,0,66,189,11,8,204,3,267,35,3,0,0,3,0,36,0,106,4,0,111,0,112,0,0,0,0,0,0,0,0,3,0,0,7,0,7,0,108,5,0,112,0,112,0,0,0,0,0,0,0,39,107,5,0,117,0,149,12,0,0,0,0,0,12,0,67,5,0,73,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,7,0,78,0,78,0,0,0,0,0,0,0,12,72,7,0,78,0,92,7,0,0,0
702051067,373,5,0,0,5,0,381,27,81,0,0,81,0,108,4,3,0,0,3,0,7,3,0,0,0,0,0,3,34,85,0,0,90,0,122,0,0,0,0,0,0,0,405,91,0,0,95,0,498,336,11,0,0,15,0,353,16,68,0,0,68,0,78,0,0,0,0,0,0,0,0,0,0,5,5,0,5,16,68,0,5,65,0,79,0,0,0,0,0,4,4,356,78,0,5,80,4,439,149,3,0,0,3,0,149,9,42,0,0,42,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,0,0,41,0,49,0,0,0,0,0,0,0,154,46,0,0,50,5,204,98,0,0,0,0,0,101,3,26,0,0,26,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,26,0,33,0,0,0,0,0,0,0,102,27,0,0,27,4,132,80,4,0,0
702051068,20,0,0,0,0,0,24,0,112,4,0,114,0,119,0,3,5,0,12,0,12,0,0,0,10,10,0,10,0,119,8,10,136,0,138,0,0,0,0,0,3,3,18,119,8,10,144,3,164,21,0,0,0,0,0,21,5,138,3,0,141,0,145,0,5,9,0,15,0,15,0,5,0,3,6,0,6,5,146,7,3,157,0,159,0,0,0,0,0,0,0,23,146,7,3,157,0,184,9,0,0,0,0,0,9,0,59,0,0,59,0,65,0,0,10,0,8,0,8,0,0,0,0,0,0,0,0,66,10,0,70,0,74,0,0,0,0,0,0,0,10,66,10,0,70,0,86,3,0,0,0,0,0,3,0,43,0,0,43,0,45,0,3,7,0,10,0,10,0,0,0,0,0,0,0,0,47,7,0,49,0,50,0,0,0,0,0,0,0,3,49,7,0,50,0,53,0,0,0,0
797979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
